v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
5.819097418e+01,4.660959721e+01,9.116977687e+01,7.533812309e+01,9.044754193e+01,8.175093999e+01,5.401120906e+01,1.405296186e+01,6.269569475e+01,7.632286618e+01,8.532981133e+01,6.493309763e+00,7.972533311e+01,5.040975481e+01,7.282091870e+01,4.211971681e+01,7.701877348e+01,3.756588857e+01,7.653870189e+01,4.296379732e+01,2.703314374e+01,6.617914668e+01,8.205628710e+01,8.324377824e+01,3.757786024e+01,2.683921105e+01,8.963206537e+01,3.956054548e+01,3.100535877e+01,8.744351726e+01,6.569823068e+01,3.693989577e+00,7.500148150e+01,1.077459452e+00,7.959223427e+01,5.936849570e+01,2.665706467e+01,8.046214203e+01,5.729744343e+01,2.689488406e+01,4.222397219e+01,2.709692521e+01,6.533416765e+01,7.048812386e+01,7.032563946e+01,8.796371082e+01
4.726613714e+01,8.241240912e+01,9.714409960e+01,4.119410734e+01,8.780840856e+01,6.059939130e+01,3.787997082e+00,4.568675776e+01,3.809385731e+01,1.546331688e+01,8.931507596e+01,4.717602350e+01,6.539322879e+01,9.247310755e+00,9.649333401e+01,4.273889357e+01,3.817471764e+01,2.488057735e+01,5.976412121e+01,1.041677679e+01,3.567029381e+01,9.631020652e+00,3.693866842e+00,4.922834392e+01,3.442513031e+01,3.090549576e+01,3.535900433e+00,9.196566838e+01,9.954789632e+01,7.414241118e+01,5.414185456e+01,4.654095911e-02,8.598621429e+01,8.579574455e+01,2.400239355e+01,8.206381193e+01,3.427650210e+00,4.045349946e+01,7.360955211e+01,5.857441190e+01,8.238361533e+01,7.530677111e+01,8.493425887e+01,7.971502371e+01,6.771221555e+01,4.613963834e+01
5.532794987e+01,3.065411096e+01,1.350579369e+01,3.372254637e+00,6.798644779e+01,2.472104883e+01,8.726786955e+01,6.474213948e+01,1.711783689e+01,1.644734791e+01,9.347811155e+01,8.084497664e+01,2.419742371e+01,9.670061209e+01,4.613760672e+01,9.744543937e+01,1.818121053e+01,4.179546924e+01,9.144749932e+01,3.445265506e+01,8.396123248e+01,9.431638417e+01,6.213439486e+01,8.285264335e+01,5.263302459e+01,7.086531885e+01,9.116768315e+01,3.243756589e+01,4.750733901e+01,1.637564918e+01,7.783187065e+01,2.838037375e+01,3.256208629e+01,8.816156528e+01,7.320448916e+01,8.382510837e+01,5.714360008e+01,4.917510734e+01,6.059872107e+00,1.872415695e+01,5.784632540e+01,9.761310077e+01,7.864682351e+01,1.731733192e+01,4.424496208e+01,3.506329330e+01
5.822262207e+01,2.494771689e+01,5.855192840e+01,8.436118092e+01,6.540533689e+01,3.772430332e+01,8.797398837e+01,6.572872626e+01,7.816079882e+00,3.479665205e+01,8.848325075e+01,9.108154486e+00,3.088856527e+01,1.286210856e+01,3.306086342e+01,3.393205451e+01,4.083143251e+01,1.060335283e+01,4.229117889e+01,4.740391976e+01,9.671570146e+01,8.844264033e+01,5.698952946e+01,4.869666594e+01,6.952752933e+01,2.339709078e+01,6.858847068e+01,4.295165688e+01,7.995110619e+00,6.420903209e+01,1.134133587e+01,9.407510421e+01,4.717603738e+01,4.959945886e+00,5.088239163e+01,1.151627167e+00,7.004299596e+01,2.814567202e+01,7.155096724e+01,8.519033856e+01,3.513324134e+01,9.479655613e+01,5.863580265e+01,8.433364500e-01,6.358475873e+01,9.426493771e+01
6.889453777e+01,2.018554235e+01,2.486369187e+01,1.876169009e+01,6.869248711e+01,1.609144488e+01,7.771364346e+00,3.349807623e+01,1.886358289e+01,3.434619402e+01,4.815709060e+01,1.864227318e+01,3.447707696e+01,7.771816372e+01,7.661066255e+01,4.445624598e+00,1.012533623e+01,8.014442860e+01,5.363377658e+01,5.149371409e+01,6.308956993e+01,8.368409749e+01,9.762290639e+01,2.352289959e+01,9.923749300e+01,9.882706386e+01,8.819541905e+01,4.567702461e+01,3.076083935e+00,2.652147578e+00,2.509150433e+01,9.321833087e+01,1.089365448e+01,9.218958272e+01,6.128303892e+01,2.624555004e+01,6.964930573e+01,2.203392448e+01,4.621776753e+01,1.388844611e+01,8.252816875e+01,7.418118312e+01,7.405771492e+01,9.549370322e+01,8.231052755e+01,4.113908428e+00
2.332913550e+01,8.604090857e+01,4.740696942e+01,6.828373169e+01,4.383021351e+01,4.546949173e+01,8.255710317e+01,1.181360885e+01,6.902414595e+01,4.695008441e+01,9.913457785e+01,8.072307227e+01,7.622988629e+01,4.423083827e+01,1.569484301e+01,6.070961228e+01,7.545845930e+01,3.049032046e+01,4.737422266e+01,4.838323569e+01,9.302499929e-01,7.851984443e+01,7.338414266e+01,7.858591894e-01,6.284564539e+01,7.119373910e+01,4.625557904e+01,3.331853558e+01,9.888903356e+01,8.887169464e+01,9.611830699e+00,4.928028201e+00,6.225785173e+01,4.498328783e+01,1.162048247e+00,7.914419118e+01,4.410482069e+00,6.527449750e+01,8.839798045e+00,6.492509860e+01,8.540405412e+01,3.182789459e+01,1.513671834e+01,4.576689459e+00,9.102850884e+01,1.122796696e+01
2.070158949e+01,2.474431731e+01,9.188714945e+01,9.170064239e+01,3.088417649e+01,3.580338872e+01,8.710783834e+01,4.740614186e+01,9.113776389e+01,7.317889008e+01,6.087705724e+01,8.179594880e+00,4.339302604e+00,3.217444363e+01,9.505532781e+01,8.408058234e+01,5.300374060e+01,3.470941504e+01,8.401095697e+01,4.512495289e+00,8.752595683e+01,4.661930609e-01,6.953097994e+01,3.114123625e+01,6.781214941e+00,5.745004254e+01,5.438567438e+01,7.142254356e+01,8.809663362e+01,8.392626970e+01,6.761655280e+00,5.384575876e+00,1.746082070e+00,6.548118102e-01,1.600906937e+01,4.447530113e+01,4.468114139e+01,2.539672225e+01,6.417714786e+01,8.285534419e+01,3.549874519e+01,2.678483301e+01,5.551421718e+01,7.010014214e+01,3.365046755e+01,1.375536593e+01
3.408815269e+01,2.670488304e+01,7.617196885e+01,9.451811113e+01,4.653997304e+01,7.515428313e+01,3.041495626e+01,3.496493175e+01,3.845976522e+01,3.989588934e+01,4.488492156e+01,8.183357424e+01,8.014388314e+01,2.711261098e+01,4.123409911e+01,8.306093041e+00,2.404809362e+01,1.451163986e+01,7.094504119e+01,3.521849105e+01,4.436356013e+01,3.025223586e+01,6.908849421e+00,6.584631459e+01,2.035030817e+01,4.511835465e+01,5.665740417e+01,4.190863776e+01,4.713624135e+01,2.616875511e+01,9.727693222e+01,2.285999899e+01,6.119868470e+01,7.111945110e+01,2.541974141e+01,1.056945764e+00,7.865072763e+01,8.436851489e+00,9.272918782e+00,7.811481840e+01,7.915291113e+01,8.617524144e-01,2.182899579e+01,6.756029936e+01,8.622224540e+00,3.948249368e+01
2.077196726e+00,4.346872183e+01,9.585657172e+01,1.555096889e+01,7.156138435e+01,1.084806719e+01,5.824522201e+01,5.093855439e+00,6.112615921e+01,4.069868028e+01,1.044719448e+01,4.539899754e+01,2.528698291e+00,7.284391541e+01,2.575913571e+01,3.111999638e+01,2.086136805e+01,4.881335317e+01,7.182294454e+01,4.797409441e+01,8.795005484e+01,6.038261905e+01,2.500305756e+01,5.084600134e+01,1.381272972e+01,5.631013985e+01,2.844234416e+01,6.010284864e+00,9.322916455e+00,1.884515772e+01,2.740491945e+01,7.640217791e+01,2.223737546e+01,8.658031466e+01,4.163210986e+01,1.004061809e+01,8.410947745e+01,9.612017312e+01,1.390076452e+01,2.844966074e+01,7.680431096e+01,8.382975324e+01,8.484254178e+01,1.114611810e+00,5.892750485e+01,7.772763793e+01
1.897133624e+01,5.021386406e+01,8.462188255e+01,2.409716394e+01,3.220225992e+00,1.135258140e+01,3.418092250e+01,8.952360191e+01,9.978582602e+01,3.252422859e+01,2.750449621e+01,1.284190826e+00,9.044684983e-01,8.699872264e+01,8.898827081e+01,8.179326367e+01,2.868735100e+01,6.128607390e+01,2.933274347e+01,8.788361947e+01,2.146115702e+01,8.130775596e+01,8.883287229e+01,3.546986607e+01,7.047851192e+01,9.517020732e+01,9.643803710e+01,6.689700456e+01,7.507191918e+01,8.275473932e+01,3.639061767e+01,6.511065207e+01,1.547220596e+01,2.333735190e+00,8.317509465e+01,3.609494211e+01,5.304826484e+01,6.797305419e+01,8.053179884e+01,1.966598316e+01,2.735969990e+01,1.833207946e+01,8.404428877e+01,9.429037621e+00,4.419665295e+01,2.191363221e+01
6.799362652e+01,6.908511326e+00,5.944653867e+01,4.288203257e+01,1.242366845e+01,1.099497667e+01,5.019381260e+01,5.987944499e+01,7.420915255e+00,7.142678671e+01,4.617596059e+01,7.804122393e+00,7.994154634e+01,7.036313979e+00,4.628791729e+01,2.425018746e+01,9.450609957e+01,3.623004615e+01,3.073130380e+01,6.540393098e+01,9.871274508e+01,1.875994528e+01,9.312497085e+01,7.772677493e+01,4.150819754e+00,5.161629601e+01,5.514441091e+01,4.869960010e+01,8.319102010e+01,1.480589407e+01,8.177401449e+01,4.433467353e+01,9.277216996e+01,5.400619393e+01,5.263152022e+00,8.745515185e+01,2.115699655e+01,8.983055573e+01,4.266280089e+01,2.249520748e+01,6.525201571e+01,7.395682955e+01,6.468355906e+01,5.064008861e+01,4.261458913e+01,3.563341550e+01
8.993839513e+01,5.498232587e+01,8.741496725e+01,2.208138562e+01,9.143711675e+01,3.893321663e+01,6.632536712e+01,2.394882406e+01,7.462683682e+01,9.000426932e+01,3.389157794e+01,3.091432601e+01,4.292912712e+01,5.924484723e+01,1.962818555e+01,5.102775058e+01,8.979276439e+01,1.571143379e+01,4.041350864e+01,9.641827623e+01,5.974831373e+01,4.759708953e+01,6.317521890e+01,8.491189398e+01,2.669452723e+01,5.717279886e+01,4.435086751e+01,6.995833199e+01,4.352520258e+01,8.432263313e+01,5.320828569e+01,3.481647820e+01,6.878246424e+01,7.158658086e+01,8.455694321e+01,9.382448060e+01,2.976316559e+01,8.704065554e+01,5.635612039e+01,7.579129828e+01,7.143197634e+01,1.565591030e+00,6.068783125e+01,7.632375476e+00,4.210857506e+01,5.329327539e+01
2.631114735e+01,6.325389502e+01,9.067339081e+01,6.684422394e+01,9.517331954e+01,9.335193257e+01,4.320810694e+01,3.138462418e+01,4.164304611e+01,8.689117496e+01,4.634662029e+00,4.447588529e+01,3.062240802e+00,2.345030027e+01,7.476758511e+01,7.253660146e+01,1.136824997e+01,6.820754818e+01,2.756375766e+01,8.448932071e+01,5.312341352e+00,8.535856066e+01,7.626375471e+01,7.354539201e+01,6.234837422e+00,7.181681571e+01,4.896925986e+01,8.097609911e+01,5.418525025e+01,2.470784340e+01,9.906915307e+01,3.185954191e+00,8.866875497e+01,2.443632042e+01,9.847752120e+01,6.735797026e+01,8.932629599e+01,4.262464528e+01,1.749146960e+01,9.075504401e+01,2.663818140e+01,4.067710395e+01,3.608134471e+01,6.168449865e+01,8.311267439e+00,2.467322364e+01
5.567714795e+01,3.809954501e+01,2.571302592e+01,8.933872237e+00,6.089052802e+01,3.384195224e+01,6.642351241e+01,8.054998644e+01,1.489623573e+01,5.896050087e+01,7.269951939e+01,6.819948905e+01,2.506315198e+01,5.139698802e+01,3.466691520e+00,3.591483292e+01,2.106801467e+01,9.704245022e+01,1.120973363e+01,9.297595253e+01,9.537502465e+01,7.473680286e+01,4.100393044e+01,9.531343085e+00,6.197411598e+01,6.079094519e+01,4.738670911e+01,1.674800138e+01,7.060733422e+01,3.014601778e+01,8.748696487e+01,2.659887401e+01,8.246999825e+01,5.460358820e+01,9.416561730e+01,6.220607728e+01,9.845804760e+01,7.717978010e+01,2.598304137e+01,6.786875172e+00,9.070976182e+00,1.134312164e+01,9.322382004e+01,4.342630876e+01,4.956934649e+01,6.911855123e+01
8.296778187e+01,1.566552731e+01,8.331297262e+01,3.030236803e+00,4.438727014e+01,4.615583547e+01,9.991237663e+00,5.305134443e+01,3.540377051e+01,3.242765738e+01,8.216642922e+01,7.429190055e+01,7.735837284e+01,2.314808817e+01,8.711636346e+01,5.351061353e+01,3.913058732e+01,9.088520339e+00,7.895660450e+01,7.261796587e+01,3.271887522e+00,7.550992528e+01,3.974508044e+01,4.682981535e+01,5.875643836e+01,5.335199408e+01,9.095939989e+01,5.976932691e+01,6.152810642e+01,4.164642030e+01,7.443944159e+01,1.891986937e+01,2.274233464e-01,7.283398522e+01,8.602006616e+01,2.493078680e+01,1.083871099e+01,5.328868373e+01,9.477848494e+01,6.410673793e+01,4.785229530e+01,5.040985225e+01,3.715144783e+00,6.000009349e+01,4.556600018e+01,6.352807248e+01
9.488533575e+01,6.587868047e+01,5.036054936e+01,2.964741983e+01,4.641726120e+01,7.085272620e+00,1.745915830e+01,1.119172067e+01,9.736528092e+01,9.587475589e+01,3.226117623e+01,4.285374169e+01,1.923051475e+00,7.834608910e+00,2.841332600e+01,6.875133922e+01,9.099976509e+00,4.067524386e+01,3.657649228e+00,5.674506852e+01,4.532438675e+01,6.334769525e+01,1.338618112e+01,2.230157998e+01,3.691847375e+00,6.468492938e+01,7.891886972e+01,7.398896262e+01,8.402738583e+01,4.899497595e+01,9.281517121e+01,8.630884181e+01,9.740357468e+01,9.197934180e+01,1.310386879e+01,4.802879348e+01,2.479113804e+01,1.816274481e+01,1.494031919e+01,5.649805754e+01,4.375791337e+01,1.459582348e+01,3.285490820e+01,9.749983598e+01,6.912490991e+01,2.393823233e+01
1.271729448e+00,8.829407755e+01,2.148347996e+01,7.444820827e+00,5.069721810e+01,3.750601783e+01,8.734591931e+01,8.526062772e+01,1.217192444e+01,5.757359111e+01,6.514616126e+00,5.673741240e+01,4.981482845e+01,4.773788311e+01,9.050660945e+01,2.571517425e+01,1.917429035e+00,3.995241829e+01,7.904470195e+00,2.366911944e+01,7.192093422e+01,2.842970206e+01,7.528105848e+01,9.227013282e+01,4.047918836e+01,4.782766432e+01,7.520416212e+01,1.296588293e+01,8.114467539e+01,7.915114739e+01,4.953810988e+01,7.981984631e+01,4.132163192e+01,8.383871581e+01,4.299454975e+00,2.575428727e+01,3.272739443e+01,4.909777895e+01,6.236403606e+01,6.625548198e+01,8.332023496e+01,5.806035425e+01,1.339128589e+01,1.402637729e+00,3.740072424e+01,2.554619997e+01
1.990126749e+00,7.961155399e+01,8.905813056e+01,7.812532359e+01,6.699726113e+01,5.906244404e+01,7.769091757e+01,8.059655423e+00,9.418601441e+00,8.383832032e+01,6.403305669e+01,1.331509292e+00,3.253532572e+01,8.823341442e+01,2.910454288e+01,9.638655154e+01,2.604796120e+01,2.650972017e+01,5.695184143e+01,1.326468540e+01,2.591810105e+01,6.958845693e+01,7.756535242e+01,6.968769793e+01,4.968750128e+01,2.575328162e+01,2.573616017e+01,8.383157839e+01,1.512747357e+01,8.548166341e+01,7.520266817e+01,9.380889321e+01,8.043948748e+00,1.500872793e+01,1.655292044e+01,4.005020682e+00,7.230044723e+01,9.063532800e+01,8.369509620e+01,9.532312066e+01,7.316034425e+01,5.953257380e+01,4.891942919e+01,1.142283187e+01,3.848850116e+01,8.334054771e+01
2.386770547e+01,7.187749358e+01,3.145655934e+01,1.624260116e+01,9.205885184e+01,1.786764864e+01,9.550157772e+01,7.793812287e+01,7.409959167e+01,1.607195434e+01,1.958518492e+01,7.606429574e+01,7.942273111e+01,8.943285497e+01,4.970152242e+01,3.568206811e+01,9.878288220e+01,4.716961129e+00,9.383439676e+01,2.354941288e+01,9.372568929e+01,6.997292648e+01,5.848269796e+01,7.492958812e+01,1.287826762e+01,1.009748042e+01,8.644212143e+01,8.089634274e+01,3.789839463e+00,8.690072771e+01,5.556371931e+01,3.592602412e+01,8.686136359e+01,2.946317257e+01,1.661072851e+01,3.472738580e+01,8.317624704e+01,4.424614987e+01,2.657579470e+01,4.107836761e+01,2.837594794e+01,3.400761353e+01,6.570495426e+01,2.369664470e+01,2.047221696e+01,3.552254328e+01
4.303086612e+00,5.201780651e+01,9.763585163e+01,9.078812329e+01,8.846683120e+01,7.897125592e+01,6.366810001e+01,2.373821135e+01,9.521873127e+01,8.949952091e+01,1.075167645e+01,8.835281150e+01,7.313525525e+01,4.306163207e+01,3.977651116e+01,4.138997509e+01,4.745944558e+01,1.920311215e+01,1.411658161e+01,9.346891124e+01,7.211434338e+01,4.156885555e+00,9.609902773e+01,4.690809977e+01,3.792599984e+01,2.922722405e+01,6.429248211e+00,6.529301273e+01,2.789703421e+01,7.508636509e+01,3.274904996e+01,6.191457571e+01,6.882775326e+01,4.060873896e+01,7.883960498e+01,8.101546064e+01,5.937961266e+01,4.248832430e+01,5.576147963e+01,7.467744006e+01,8.940288445e+01,9.818235953e+01,4.369842105e+01,1.484824217e+01,7.136841277e+01,3.290306890e+01
2.407723820e+00,9.383664522e+01,6.631235916e+01,4.191739090e-01,6.166264456e+01,9.323192339e+01,3.431426770e+00,1.254937311e+01,1.594105713e+01,2.680026530e+01,3.480125045e+01,2.863863824e+01,1.859768779e+01,3.644215396e+01,9.193174130e+01,9.621590754e+00,2.644983167e-03,5.189023335e+01,4.544489216e+01,4.873236631e+01,8.512468613e+01,5.099689672e+01,4.681763151e+01,8.268247872e+01,4.456984837e+01,9.461723567e+01,6.284147141e+01,4.234909386e+01,8.475213147e+01,3.191397428e+00,2.467268782e+01,3.414097078e+01,3.775831164e+01,2.591165063e-01,3.952952968e+01,9.233218703e+01,4.684541783e+01,7.219685250e+01,5.293452603e+01,8.879810309e+01,1.859328505e+01,3.952061156e+00,6.044502896e+01,3.114719320e+01,2.095943345e-01,2.904830200e+01
5.959433421e+01,8.026084893e+01,1.299614507e+01,5.827439634e+01,7.436637045e+01,5.845118787e+01,3.998958380e+01,7.546737760e+01,9.453233566e+01,9.237975174e+01,9.003571249e+01,7.782602855e+00,2.309932336e+00,5.280036434e+00,7.720945272e+01,5.455585750e+01,9.075049117e+01,7.862387997e+01,6.642304338e+00,1.207012708e+01,1.010299695e+01,3.016951587e+01,1.309340218e+01,1.074016589e+01,4.627452439e+01,1.440682911e+01,5.680620663e+01,3.901605368e+01,7.815296437e+01,8.039988763e+01,7.313949016e+01,8.839919619e+01,1.109983109e+01,9.566260562e+01,3.258514291e+01,8.128916157e+01,8.478023792e+01,7.268676779e+01,4.009203888e+01,9.516990913e+01,9.830912000e+01,6.966485905e+00,4.256279003e+01,9.731142674e+01,6.054580369e+01,7.119074191e+01
3.721121946e+01,5.404789651e+01,2.851878830e+01,9.351866623e+01,1.095814817e+01,2.259139502e+01,6.990856504e+01,2.904599181e+01,7.244204223e+01,8.406885280e+01,5.541536976e-01,4.117754766e+01,9.770642025e+00,3.844057003e+01,2.898651403e+01,3.177857395e+01,5.599121074e+01,2.593751303e+01,7.634129511e+01,4.034401134e+01,8.096948862e+01,1.757766825e+01,6.927830248e+01,5.592653468e+01,5.491678294e+01,7.647408634e+01,1.242430207e+01,2.361261424e+01,3.059823150e+01,2.798561111e+01,6.055725361e+01,4.037015659e+01,3.575678199e+01,5.383301987e+01,4.557180572e+01,3.332072442e+00,2.958189960e+01,2.889346024e+01,4.167785593e+01,3.821682421e+01,4.042273221e+01,6.509071356e+01,2.566519147e+01,6.325108711e+01,3.157477485e+01,3.619494433e+01
9.355066793e+01,3.498124077e+01,7.984797173e+01,8.866968629e+01,8.997333792e+00,7.900838895e+01,7.050160771e+01,3.448726339e+01,9.444974255e+01,1.988331221e+01,4.197399411e+01,1.446975872e+00,1.509938203e+01,7.714583990e+01,9.545845436e+01,1.567422855e+01,4.173040668e+00,7.166781587e+01,2.449356940e+00,5.667947496e+01,2.333467977e+01,2.325302723e+01,2.227323361e+01,4.793721404e+01,2.090203819e+01,9.144282751e+01,5.411669763e+01,8.825392201e+01,2.131962906e+01,8.203088392e+01,1.457358173e+01,3.733635737e+01,4.339922168e+01,7.422269678e+01,1.563272928e+01,3.802424631e+01,1.342809137e+00,5.523874898e+01,8.295375912e+01,5.578433700e+01,1.657934733e+01,7.618566214e+01,2.960029249e+01,3.819552467e+01,1.034910882e+01,1.983399607e+01
9.446182326e+01,1.375478657e+01,3.261790769e+01,7.910688837e+01,7.028934089e+01,3.367574362e+01,8.877113789e+01,6.793293050e+01,4.186852110e+01,5.885270659e+01,4.915817878e+01,9.102170910e+01,2.376064293e+01,3.083528748e+01,6.586325747e+01,4.371119907e+01,8.686207182e+01,2.151976167e+01,2.712439163e+01,7.436250224e+01,2.197267042e+00,9.763278427e+01,4.239503892e+00,5.164269599e+01,3.675264166e+01,3.144476670e+01,2.233713118e+01,7.364708164e+01,8.511265098e+00,8.378609204e+01,6.230526267e+01,4.351713718e+00,3.338039072e+01,9.557347023e+01,5.980503673e+01,4.705539616e+01,6.685299578e+01,7.000071789e+01,9.721970218e+01,2.979042449e+01,3.556998475e+01,7.509019009e+01,7.673343093e+01,6.859441984e+01,3.040043913e+01,1.483824598e+01
9.793784253e+01,6.506037608e+01,8.709667349e+01,4.986514906e+00,6.067391500e+01,7.283410893e+01,4.857229142e+01,5.368937491e+01,9.853564202e+01,3.576134526e+01,3.160171951e+01,1.345107749e+01,2.454204605e+00,5.087467504e+00,7.936333832e+01,6.655015130e+01,4.508408828e+01,7.494769853e+01,5.372685101e+01,5.340570087e+00,1.091615423e+01,2.801465330e+01,6.814295268e+01,1.369857015e+01,1.711918740e+01,1.154564603e+01,5.847581506e+01,6.782114229e+01,3.443543937e+01,6.013225689e+01,5.229151544e+01,2.187821446e+01,5.160607264e+01,9.089375492e+01,4.128676233e+01,5.182875026e+00,7.186693639e-01,7.967306715e+01,4.012437915e+01,4.096137777e+01,5.992040793e+01,3.030105895e+01,8.319275155e+01,3.978197590e+01,1.895866407e+01,8.738436508e+01
5.942269744e+01,3.238148149e+01,2.019637276e+00,8.405136043e+01,8.627252531e+00,4.552328119e+01,9.949177722e+01,7.054491209e+01,4.289190411e+01,1.064233001e+01,1.580397655e+01,5.571733647e+01,8.665194340e+01,4.038220895e+01,9.846983023e+01,6.739829767e+01,3.800763454e+01,1.593721828e+01,7.717023186e+01,6.551111379e+01,9.226118210e+01,9.013527784e+01,6.443439541e+01,1.139859051e+00,8.644841659e+01,2.475734275e+01,3.004413518e+01,5.566325242e+01,3.255812768e+01,3.251526439e+01,7.708421555e+01,7.583500781e+01,8.199840645e+01,1.356002683e+00,2.721540281e+01,3.732527676e+01,2.270010299e+00,1.038080066e+01,1.219316538e+01,7.881946275e+01,3.797782101e+01,2.526452316e+01,3.089194619e+01,4.285405934e+01,9.446630108e+01,1.414781311e+01
9.854506242e+01,1.960666446e+01,1.385106677e+01,8.813023546e+01,8.856550779e+01,6.786037735e+00,8.017191586e+01,7.893012282e+01,5.455710214e+00,9.422639668e+01,2.681273481e+01,2.006288173e+01,7.060859754e+01,3.139811404e+01,3.690139688e+01,6.417969880e+01,7.368161139e+01,1.961002379e+00,2.335378620e+01,3.857810310e+01,5.209562869e+01,3.731704778e+01,6.657292995e+01,7.096287075e+01,6.512576550e+01,9.266192208e+01,3.962915447e+01,7.704594731e+00,7.536666886e+01,2.053814657e+01,1.796839830e+00,8.969716744e+01,8.794462708e+01,5.340647033e+01,8.725764086e+01,1.309435687e+01,8.229604836e+01,2.664801177e+01,8.386102549e+01,1.021345285e+01,1.544242050e+01,8.296827099e+01,3.789351563e+01,2.162085523e+01,3.568176696e+01,3.166262110e+01
6.446562207e+01,3.728243999e+01,1.550038196e+01,9.095381993e+01,9.914127944e+01,7.805350389e+01,5.452120646e+00,7.466408140e+01,7.486959640e+01,1.476993420e+01,6.670493586e+01,8.372486214e+01,2.118753697e+01,3.614774723e+01,3.350162506e+01,3.748889144e+01,6.602466560e+01,1.948387289e+01,7.136415558e+01,9.723725122e+01,4.752599199e+01,2.355092634e+01,5.090079232e+01,4.870398046e+01,6.050612394e+01,6.613689438e+01,3.188236515e+01,3.028393654e+01,1.876294320e+01,8.240306367e+01,2.837463426e+01,5.536026618e+00,1.379874328e+01,3.086286070e+00,3.312017910e+01,4.503901145e+01,5.287450530e+00,5.394500958e+01,1.161925632e+01,1.732992756e+01,4.118867592e+00,4.653698448e+01,8.090087475e+00,5.648959607e+01,3.092936653e+01,8.018140710e+01
8.553384280e+01,7.387626306e+01,6.446519909e+00,9.192460959e+01,8.441010495e+01,2.059591474e+01,8.443414766e+01,5.176814537e+01,7.202232170e-01,7.002060453e+01,4.775934382e+01,4.060427600e+00,3.680442953e+01,3.583652033e+00,8.867264945e+01,1.879061912e+01,7.766872000e+01,1.146419211e+01,7.880414064e+01,3.952455394e+01,8.040487447e+01,5.984617556e+01,7.639758405e+01,3.249743537e+01,5.219214949e+01,7.803209318e+01,7.196445404e+01,1.470433971e+01,3.198558825e+01,6.088094673e-01,6.939371142e+01,7.172619016e+01,4.241016676e+01,9.076197563e+01,4.057693554e+01,9.497769090e+01,8.166703233e+01,3.782546343e-01,5.300749120e+01,8.308140843e+01,4.138410818e+01,6.955179040e+01,6.070914636e+01,8.965591934e+01,1.763598846e+01,5.013621332e+01
3.879346606e+01,7.907434386e+01,5.169348763e+01,5.752018449e+01,3.343642410e+01,7.885183756e+01,9.662201866e+01,9.975520016e+01,6.405929955e+00,2.027645117e+01,5.326388937e+01,2.968395504e+01,2.549842759e+01,7.954986530e+01,3.171296108e+01,4.119811581e+01,5.169454657e+01,6.265288184e+01,2.176314153e+01,6.495690537e+01,4.166001256e+00,6.354860480e+01,2.026667581e+01,8.120082667e+01,1.925198387e+01,1.041079287e+01,7.058074033e+01,2.077086750e+01,2.829622881e+00,7.834006848e+01,5.131755567e+01,9.451993738e+01,3.104010849e+01,1.389452959e+01,2.914678958e+01,1.146566146e+01,8.541742591e+01,7.748158043e+01,9.567590951e+01,6.269036010e+01,5.956689827e+01,9.645098582e-01,6.236279784e+01,6.205253670e+01,9.187467621e+01,8.700032086e+01
5.881083623e+01,1.683965453e+01,9.246273243e+01,6.606376903e+01,8.321365255e+01,4.954883362e+01,1.200259325e+01,4.921382234e+01,4.542301610e+01,4.449539636e+01,2.092063905e+01,6.792736410e+01,4.869123882e+01,7.560383917e+01,5.098802288e+01,7.458478484e+01,8.280993863e+01,8.644147299e+01,1.122160557e-01,6.890169693e+01,6.526004611e+00,2.589247118e+01,5.955471582e+01,8.118527846e+00,2.060254552e+00,1.259367220e+01,6.081150297e+01,3.497292104e+01,8.460286643e+01,4.144996234e+01,9.955377640e+01,7.094241742e+01,8.499645029e+01,9.940535950e+00,5.069025328e+01,1.873071449e+01,7.808761013e+01,6.702536000e+01,9.669094616e+01,8.084386870e+01,7.971702869e+01,9.956635999e+01,5.792301053e+00,9.192835405e+01,6.238034512e+01,8.996342910e+01
3.626349459e+01,5.122848189e+01,9.222550834e+01,4.094573140e+01,1.974914395e+01,6.720762258e+01,4.310419749e+01,4.997551416e+01,5.421763615e+01,1.722894369e+01,7.010366513e+01,8.535490652e+01,6.829700530e+01,4.499153452e+01,5.818335747e+01,3.370831079e+01,1.735391924e+01,6.892055498e+01,3.516059751e+01,6.807813611e+01,2.859589520e+01,3.166751221e+01,5.149403762e+01,7.378701754e+01,1.907833652e+01,4.016106052e+01,3.423206087e-01,7.589591275e+01,6.222830935e+01,8.427376493e+01,7.146879217e+00,5.285022949e+01,2.461182392e+01,2.644295750e+01,4.563339319e+01,6.035872293e+01,6.786141435e+01,8.034967681e+00,5.525117112e+01,7.738717520e+01,1.931361745e+01,1.791873611e+01,6.135429851e+01,7.631225793e+01,3.407403524e+01,2.773579471e+01
