v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40
4.654486123e+01,5.590180673e+01,1.441646210e+01,9.878381351e+01,1.957482333e+01,9.207077207e+01,7.601376123e+01,4.036720662e+01,2.317618324e+01,9.920737058e+01,5.796018592e+01,5.102197159e+01,9.899827107e+01,8.242998985e+01,9.728918351e+01,6.951356672e+01,7.544493597e+01,8.166523596e+01,7.265250007e+01,6.314875047e+01,8.275870396e+01,5.967053923e+00,8.795303781e+01,8.303237532e+01,1.768716781e+01,4.415885339e+00,1.724786313e+01,1.246005607e+01,1.041529361e+01,7.220146358e+00,7.194673939e+01,5.250830693e+01,2.597481826e+00,2.469371720e+01,9.628848080e+01,2.137539001e+01,9.548600680e+01,1.065084223e+01,8.138856689e+01,9.957147479e+01
4.821220956e+01,4.957925092e+01,1.874422568e+01,3.326756854e+00,8.084636787e+01,9.027170792e+01,9.281692122e+01,5.816195580e+01,4.805837714e+01,1.406208901e-01,3.901822624e+01,1.215671020e+01,8.469213377e+01,7.711430157e+01,3.074961709e+01,3.957942336e+01,4.478572541e+01,1.084791739e+01,9.925955964e+00,4.677701509e+01,8.744945530e+01,3.104144974e+01,2.646143418e+01,4.628940761e+01,1.902719063e+01,3.668991769e+01,6.954656343e+01,3.668444156e+00,7.235803245e+01,3.843270593e+01,7.366059346e+01,5.761090351e+01,1.629496837e+01,5.743509271e+01,6.222380889e+01,4.870660990e+01,1.595533837e+01,4.926864666e+01,7.830747598e+01,8.045857912e+01
2.167223430e+01,7.941820844e+01,6.152465406e+01,9.411157529e+01,2.641452841e+01,4.181111428e+01,4.391789768e+01,9.682736917e+01,3.302123509e+01,1.924574569e+01,2.523402199e+01,4.894419173e+01,3.564908238e+01,8.200243166e+01,9.145200863e+01,2.564530814e+00,6.861513539e+01,7.770791039e+01,4.855941226e+01,6.352027943e+01,1.056713497e+01,8.664657752e+01,8.685959153e+01,2.332365259e+01,3.184822795e+01,9.358257316e+01,6.923947290e+01,1.505909311e+01,5.013773178e+01,8.613158356e+00,9.781506911e+01,1.582793440e+00,1.560573077e+01,8.787477947e+01,8.412821535e+01,1.398132166e+01,4.223961197e+01,7.422199076e+01,7.459757137e+01,4.925388170e+00
2.499699722e+01,1.865367569e+01,1.833574380e+01,2.723905771e+00,1.797898817e+01,3.060273864e+01,9.253314770e+01,4.385508657e+01,1.304398114e+01,6.337808668e+01,9.434691186e+01,2.885038182e+01,1.946980869e+01,7.538904700e+01,5.263779116e+01,6.016125552e+01,5.856912449e+01,3.370770816e+01,7.172520224e+01,1.234410376e+01,1.542185350e+01,3.057531099e+01,1.736350547e+00,7.395677158e+01,1.923999002e+01,6.644143162e+01,9.000577563e+01,2.484083842e+01,8.078074011e+01,7.815663026e+01,8.360696414e+01,7.035414688e+01,3.301027684e+01,8.964372553e+01,9.921995030e+00,6.177651107e+01,1.898099022e+01,8.407088818e+01,6.810112919e+01,9.963838202e+01
5.188507225e+01,7.384712261e+01,6.041608770e+01,4.614011209e+01,6.661091358e+01,1.986132551e+00,5.921933865e+01,8.300108220e+01,4.483630969e+01,2.486747821e+01,5.988076877e+01,1.100502304e+01,5.702559906e+01,6.065214808e+01,8.551820856e+01,5.436063324e+01,4.409278381e+01,1.984306539e+01,5.369370746e+01,6.322967028e+01,7.855402621e-01,5.732213399e+01,9.519120834e+01,7.145146233e+01,2.275703082e+01,7.178267721e+01,2.394433348e+01,3.700687676e+01,1.490438259e+01,3.319902462e+01,7.358133585e+01,6.723306344e+01,5.713690852e+01,1.758918885e+01,3.624126794e+00,6.977974227e+01,8.437331867e+01,7.588444630e+01,9.050077052e+01,4.435571319e+01
4.375237069e+01,5.486427647e+01,2.272335580e+01,3.994416260e+01,6.552694338e+01,7.701097851e+01,7.030836103e+01,3.410872481e+01,6.613254148e+01,4.581480822e+01,2.882815278e+01,7.481995750e+01,7.798555534e+01,1.679753405e+01,4.790343609e+01,9.201160564e+01,1.144429580e+01,6.382704853e+00,1.200739132e+01,8.267909220e+01,6.300628337e+01,2.438952741e+01,8.051862686e+01,3.247021990e+01,7.559076886e+01,7.812969063e+01,4.498759585e+01,1.591471853e+01,3.935735956e+01,4.328109504e+01,5.456478164e+01,9.445832223e+01,6.532916014e+01,8.688808451e+00,4.634141055e-01,1.682168958e+01,5.423681715e+01,7.949664248e+01,3.480232336e+01,4.137746529e+01
2.858624282e+01,5.389223362e+01,2.973935296e+01,1.949379067e+00,9.246282513e+01,1.200107787e+01,6.870302706e+01,1.663092370e+01,7.635948301e+00,1.184801168e+01,4.572151796e+01,9.829021902e+01,9.808058581e+01,6.489319201e+01,5.808495040e+01,7.507647386e+01,4.551336918e+01,8.194345080e+01,1.685955187e+01,6.115812595e+00,1.552365003e+01,2.970562899e+01,2.928465405e+01,7.823020946e+01,6.663666383e+01,2.035020642e+01,6.982664017e+00,3.394912946e+01,7.749417337e+01,1.519809100e+01,7.068781100e+01,7.069077743e+01,3.329971294e+01,3.102653861e+01,5.140719358e+01,9.746427797e+01,3.362691869e+01,3.641957385e+01,2.201727643e+00,8.152963635e+01
3.169927716e+01,1.740952634e+01,5.019465266e+01,9.959154400e+01,6.526388171e+01,6.183650019e+01,2.725575291e+01,2.496957826e+01,9.392776301e+00,9.609462838e+01,9.630324468e+01,3.040914200e+00,8.767721927e+01,3.570247032e+01,7.423746683e+01,9.713448588e+00,3.763095890e+01,6.089325264e+01,4.438949863e+01,4.294389131e+01,5.695702207e+01,4.951890058e+01,4.712409249e+01,6.160647879e+01,7.050278108e+01,9.751405730e+00,5.799679957e+01,1.360454842e+01,3.632397612e+01,2.939262953e+01,9.804000597e+01,6.485689995e+01,6.958482460e+01,3.908719303e+01,6.495965370e+01,5.910179929e+01,5.804887002e+00,4.900840029e+01,2.286329157e+01,9.161829331e+00
8.249842607e+01,3.878131766e-01,9.281519951e+01,5.984068688e+01,7.789560938e+01,5.907424829e+01,4.733703138e+00,2.276536683e+01,9.663769687e+01,3.245281400e+01,5.402083644e+01,2.563677649e+01,1.248824655e+01,6.390595677e+00,2.261621963e+01,1.053061001e+01,4.719486683e+01,6.671556166e+01,2.716419359e+00,8.197751725e+00,1.237140734e+01,7.303347487e+01,1.938342387e+01,2.116465951e+01,9.276075613e-01,2.343242429e+01,1.005721262e+01,8.224637975e-01,9.473583607e+01,1.138587170e+01,6.846471974e+01,2.681519336e+01,4.273697809e+01,7.573634492e+01,3.154019376e+01,9.308333044e+01,3.625790026e+01,5.970906642e+01,6.964916610e+01,2.036857123e+01
4.397132723e+01,7.998566033e+01,3.429616168e+00,9.359293828e+01,7.309112799e+01,2.967973619e+01,5.564131843e+01,8.901989788e-01,4.235039354e+01,6.806192493e+01,2.107704194e+00,4.696714663e+01,5.253768765e+01,3.926730477e+01,3.533390680e+01,8.670659897e+00,6.310869718e+01,4.639977101e+00,9.737855997e+01,7.548609210e+01,4.611202353e+01,7.647908757e+01,6.900967613e+01,5.937554368e+01,2.835011969e+00,2.692544837e+01,9.816637346e+01,7.208524617e+01,1.308576734e+01,2.088029264e+01,9.270390378e+01,2.250667945e+01,1.601581732e+01,4.610494834e+01,1.677787882e+01,3.964000834e+01,4.301804503e+01,7.867417995e+01,5.343466008e+01,9.338456869e+01
8.706750073e+01,5.846383850e+00,7.232375654e+01,8.900650172e+01,1.469092021e+01,5.715069910e+01,6.310555350e+01,4.198480333e+01,4.744658332e+01,3.570290214e+01,3.138075917e+00,8.720859865e+01,2.743509906e+00,9.177751422e+01,6.151613649e+01,8.718080734e+01,7.850584495e+01,2.720170815e+01,8.201434330e+01,2.205937364e+01,1.654729164e+01,7.050742692e+01,4.933211004e+01,9.663228806e+01,2.069364027e+01,6.374693240e+01,2.268984863e+01,1.585014658e+01,1.846994781e+01,4.750834747e+01,1.997315753e+01,1.364304541e+01,2.645486457e+01,5.724222326e+01,8.974051775e+00,5.008861606e+01,8.316232676e+01,2.701362612e+01,1.222514559e+01,4.992460850e+01
6.032382853e+01,7.283996214e+01,9.654660328e+01,3.846108694e+01,2.953466053e+01,9.993655857e+01,1.934745941e+01,3.369406861e+01,2.494332458e+01,3.827540193e+01,6.771817112e+01,2.371183267e+01,9.434359651e+01,7.723274702e+01,4.379411584e+01,9.455338398e+00,7.710369239e+00,8.868173370e+00,6.516867474e+01,7.705481414e+01,6.237023509e+01,6.058981837e+01,3.774905471e+01,9.369478050e+00,7.046255546e+01,2.548989262e+01,3.441570424e+01,7.391883731e+01,8.256329621e+01,3.156248234e+01,8.476711316e+01,5.895711690e+00,1.989343204e+00,2.330787224e+01,1.862946256e+01,9.995793271e+00,5.108354806e+01,6.891147883e+00,2.232806693e+01,9.303160039e+00
3.822218934e+01,8.090998434e+01,9.635777528e+01,9.913964468e+01,4.314499294e+01,4.352629260e+01,1.307982399e+01,9.301366477e+00,9.960502465e+01,9.681870264e+01,6.809688409e+01,6.770319858e+01,5.354538518e+01,3.753589653e+01,7.676985537e+01,8.707314041e+01,6.658609696e+01,9.264100844e+01,3.537559230e+01,5.692042000e+01,5.888763350e+01,5.048606939e+01,1.412182802e+01,8.629517928e+01,2.297459870e+01,5.506299153e+00,7.763135414e+01,8.365054754e+01,3.072636124e+01,8.901937459e+00,4.694748789e+00,5.884030306e+01,8.911016551e+01,4.144271153e+01,1.680268878e+01,4.574566159e+01,9.040647942e+01,1.523427980e+01,7.072584500e+01,2.751045279e+01
4.284483221e+01,5.248446885e+00,2.611442526e+01,3.369547374e+01,7.934696995e+01,1.048454039e+01,4.571377824e+01,8.788822359e+01,5.199325990e+01,2.960324605e+01,6.268040546e+01,1.303150235e+01,4.802060853e+01,6.150302310e+01,7.468549286e+01,6.259334910e+01,5.063418612e+01,6.952158647e+01,3.071018607e+01,9.959345211e+01,4.525661087e+01,1.946020591e+01,8.566764477e+01,1.824361158e+01,9.476755347e+01,9.171040289e+01,3.729840408e+01,2.922166737e+01,4.690070194e+01,8.883028634e+01,6.872902153e+01,8.535800796e+01,5.239953607e+01,6.244526931e+01,2.994101086e+01,2.632212998e+01,3.867786859e+00,3.099945514e+01,3.235641979e+00,6.444481612e+01
3.414067465e+01,5.307712740e+01,9.993422790e+01,6.354870718e+01,8.649933120e+01,7.847476847e+01,1.043842689e+01,5.513225796e+01,2.019314232e+01,9.056602668e+01,7.568864553e+01,9.934314787e+01,5.078938680e+01,5.714210912e+01,6.943011904e+01,3.380206102e+00,4.550431558e+00,7.730839142e+00,7.506879672e+01,2.035106423e+01,4.448192581e+01,3.478554962e+01,3.207229884e+01,5.569251470e+01,7.079011977e+01,1.824987266e-01,2.651684788e+01,4.019209794e+00,1.223982623e+00,6.379792541e+01,9.879897990e+01,6.519849960e+01,4.497795167e+01,1.101890878e-01,1.048725860e+01,3.441863292e+01,2.567567183e+01,2.481611566e+00,1.719103097e+01,2.921637054e+01
2.368529826e+01,8.544137092e+01,7.312029994e+01,3.888928112e+00,6.017124635e+01,7.741036607e+01,2.109408084e+01,5.136524674e+01,8.769136522e+01,4.201846613e+01,9.420751998e+01,2.011083481e+01,8.982392550e+01,2.254514870e+01,5.711773499e+01,5.987977341e+01,8.070327671e+01,8.948562331e+01,9.278589762e+01,4.434169618e+00,4.087520132e+01,9.488373585e+01,8.366790585e+01,4.422171953e-01,1.230792709e+00,9.382853140e+01,2.732443902e+01,5.317503776e+01,9.727761859e+01,8.380954499e+01,4.332501388e+01,2.374732166e+01,7.210842583e+01,8.020476821e+01,2.930987638e+01,8.864637081e+01,5.999967715e+01,9.852879161e+01,3.266364622e+01,8.938703440e+00
7.613400986e+01,9.429282141e+01,7.505239717e+01,5.535726541e+01,7.992866576e+01,8.271150161e+01,6.088722103e+00,6.064094928e+01,4.523698168e+01,5.513330254e+00,7.950812496e+00,7.566992854e+01,8.933397978e+01,8.570293799e+01,4.804476455e+00,9.119618456e+01,2.102526210e+01,3.641111927e+01,2.724913249e+01,8.905029097e+01,8.695134619e+01,3.557239390e+01,7.753462064e+01,3.255563156e+01,5.433140077e+01,3.446847734e+01,9.296770059e+00,8.188655393e+00,7.575239495e+00,7.357093099e+01,7.096516349e+01,7.557532342e+01,9.836589764e+01,4.122494085e+01,4.003327253e+01,4.665557609e+01,6.592988015e+01,3.290127879e+01,5.053544910e+01,7.569724483e+01
4.146410474e+01,4.960732943e+01,5.289995403e+01,5.600379403e+01,4.942166758e+01,2.099825110e+01,7.392673525e+01,4.759841357e+01,8.318822531e+01,6.575222095e+00,2.934193302e+01,6.982976902e+01,5.064583612e+01,3.501492417e+00,7.867632241e+01,9.032016300e+01,8.342550980e+01,4.443136547e+01,6.845448888e+00,9.689177508e+00,5.040803536e+01,5.145267415e+00,1.362524111e+01,4.777638308e+01,8.344773219e+01,6.871340231e+01,8.157058636e+01,6.249289871e+00,6.130582883e+01,6.346528190e+01,5.312196939e+01,4.885053662e+01,6.590604828e+01,3.634506188e+01,8.248167229e+00,5.715876476e+01,2.129542451e+01,8.574729825e+01,8.819292539e+01,1.098051579e+01
8.309255314e+01,3.610934615e+01,8.473585467e+01,2.112756845e-01,9.661496065e+01,4.283876763e+01,3.144603352e+01,8.336474094e+01,5.813506237e+01,5.021989741e+00,7.610270377e+01,8.199286961e+01,4.076801864e+01,8.355614865e+01,5.524498211e+01,8.131333023e+01,9.032996246e+01,1.631818218e+01,6.570513857e+00,7.972534490e+01,7.901904016e+01,2.198401346e+01,9.990314063e+01,7.055208925e+01,7.978644988e+01,4.902279217e+01,2.871803412e+01,9.920662328e+01,6.584242638e+01,7.011410606e+01,7.088847971e+00,1.812675205e+00,9.202940115e+00,7.757724188e+01,7.634496727e+01,5.765178578e+01,1.114801781e+01,8.343014563e+01,2.267635047e+01,8.591200619e+01
5.230145305e+01,7.463628530e+01,6.258865848e+01,9.053591172e+01,3.887636960e+01,5.346156717e+01,5.385337102e+01,8.735293526e+01,6.027071669e+01,4.854573156e+01,7.723404529e+01,1.905243695e+01,9.501176984e+01,9.483463132e+01,6.000170777e+01,1.532001359e+01,7.594720077e+01,5.370948358e+01,2.765379501e+01,1.601261971e+01,6.983558470e+01,8.940268802e+01,6.335068459e+01,9.197930061e+01,8.393552250e+01,9.234362689e+01,6.878373312e+01,6.083858710e+01,6.354166874e+01,1.995120838e+01,5.856938467e+01,7.836279540e+01,4.600433859e+00,4.536169839e+01,4.847086875e+01,6.990572752e+01,4.652972675e+01,8.567621389e+01,5.312364424e+01,2.105755810e+01
8.569314133e+01,5.743386142e+01,2.168049130e+01,7.827456664e+01,8.893029087e+00,8.525190984e+01,4.971042940e+01,3.083878764e+01,1.767953136e+01,7.442166469e+01,8.443418706e+01,9.952620441e+01,8.473849330e+01,1.142857184e+01,1.505050472e+01,8.491885148e+01,2.011867377e+01,7.522606874e+01,4.214586820e+01,1.713188992e+01,4.927840735e+01,9.075240435e+01,5.469156831e+01,4.100484095e+01,6.769045278e+01,5.432110066e+01,6.145810226e+01,7.368073748e+01,1.565701247e+01,4.003267927e+01,1.373480505e+01,1.636042354e+00,8.650056374e+01,7.908619566e+01,5.314156648e+01,2.667417470e+01,4.506869541e+01,3.048440128e+01,9.222337738e+01,8.559692399e+01
8.441148411e+01,8.594073907e+01,9.197435126e+01,9.488873950e+01,3.364963772e+01,9.005900088e+01,7.447251532e+01,8.070841034e+01,7.313612981e+01,4.272392336e+01,8.475440561e+01,5.255607393e+01,8.317737863e+00,5.170571709e+00,2.113202143e+01,9.461770220e+01,5.669077742e+01,4.552443942e+01,2.309941468e+01,1.680193066e+01,2.093802844e+01,8.303899835e+01,4.909812871e-01,2.579891669e+00,9.188620636e+01,8.908316245e+01,1.765832109e+01,1.036988006e+01,8.985626277e+01,8.776802188e+01,8.424589164e+01,5.215856305e-01,9.635259867e+01,3.297859554e+01,8.558379908e+01,2.687530558e+01,4.618295341e+01,1.858287671e+01,8.627568946e+00,9.247737405e+01
8.462855079e+01,7.315028537e+01,5.082832634e+01,9.733388947e+01,5.243349356e+00,9.262443931e+01,7.990697136e+01,9.858467947e+01,7.971366228e+01,2.998192617e+01,8.183573043e+01,6.510458317e+00,1.661491897e+01,3.091219100e+01,1.223131145e+01,8.886625369e+01,5.995181872e+01,8.485841740e+01,9.855725729e+01,4.378087230e+01,7.481775268e+01,8.092550103e+01,8.517063843e+01,3.399163364e+01,3.448194686e+01,1.237961794e+01,9.272254318e+01,8.345098909e+01,9.806133472e+01,1.944765803e+01,3.428104792e+01,6.987195080e+01,8.484579379e+01,1.974112252e+01,5.126256598e+01,9.729795500e+01,1.733225894e+01,7.997273147e+01,8.836408366e+01,9.561713251e+01
6.706809691e+01,8.137590980e+01,5.329879840e+01,2.222562992e+01,6.406228414e+01,9.540295039e+01,9.181340067e+01,8.375416103e+01,1.682274378e+01,8.898703722e+00,8.124913635e+01,2.618739425e+01,1.516306488e+01,1.591416409e+01,3.652925744e+01,4.105828332e+01,5.763959108e+01,8.219182363e+01,4.881415835e+01,5.338635087e+01,1.753164986e+01,3.790227247e+01,7.997706724e+01,4.711348163e+01,9.173838812e+01,3.368530821e+01,6.529794847e+01,7.073498847e+00,1.608200092e+01,5.944976997e+01,8.923620266e+01,7.509724449e+01,8.161992873e+01,4.809996671e+01,7.341756283e+01,8.777930577e+01,2.131785464e+01,9.818047962e+01,3.134974350e+01,6.700356619e+01
2.766964751e+01,2.320486000e+01,4.473414733e+01,8.302567203e+01,1.264750999e+01,1.076395429e+01,7.925471146e+01,9.763434897e+01,7.417737116e+01,6.041219229e+01,6.544599147e+01,9.217017445e+00,4.020567446e+01,9.019043720e+00,8.479323136e+01,7.999153500e+01,8.877765950e+00,2.462229284e+01,4.758879795e+01,6.112085363e+01,6.881676977e+01,6.443363875e+01,1.735374503e+01,7.556261763e+01,2.351454531e+01,8.560344498e+01,1.436111145e+01,7.702917705e+01,9.885428636e+01,3.902781257e+00,5.781041314e+01,7.050830423e+01,1.006160449e+01,9.487078563e+01,1.338964381e+01,3.591420925e+01,9.968103626e+01,9.618830237e+01,9.243867252e+01,2.793958451e+01
3.285243674e+01,4.107247784e+01,8.303075691e+01,8.224509796e+01,2.239054646e+01,5.596819615e+01,1.023558747e+01,1.870546394e+01,5.292174453e+01,4.559629377e+01,3.864827740e+01,1.702278507e+01,4.894180737e+01,4.295927309e+01,9.785060244e+01,1.219229694e+01,5.210219137e+01,8.251966530e+01,4.990949591e+01,3.634072998e+01,9.963819607e+01,5.547833670e+01,5.332615890e+01,8.573898768e+01,8.774199050e+01,4.033583946e+01,2.121160641e+01,4.570227190e+01,4.064422572e+01,6.231563708e+00,9.730915495e+01,9.990641887e+01,7.837556774e+01,3.234162966e+01,1.301957981e+01,1.887428823e+01,1.816580825e+01,8.497446329e+01,9.586431988e+00,7.807544230e+01
9.379939190e+01,3.003187776e+01,4.050657045e+01,8.864429554e+01,4.895485291e+01,9.910329682e+01,1.163675019e-02,5.850398952e+01,2.073283126e+01,6.643949127e+01,7.574564848e+01,3.955326285e+01,3.057618639e+01,9.008510987e+01,6.872561864e+01,4.956757984e+01,6.345897486e+01,8.652615588e+01,1.142998883e+01,8.350470124e+01,1.700581406e+01,5.740243599e+01,8.451589427e+01,1.969900313e+01,2.920822259e+01,6.347458035e+01,8.870082259e+01,5.527770852e+01,3.036779134e+01,6.395296004e+01,5.285280233e+01,2.066909141e+01,8.632272367e+01,2.085796814e+01,3.537809900e+01,3.232438831e+00,2.277778617e+01,6.196018718e+00,3.918248780e+01,7.634310075e+01
6.849957015e+01,8.373895180e+01,5.726532081e+01,5.319247532e+01,3.199927276e+01,2.575426373e+01,8.502891873e+01,2.969490534e+01,2.170713429e+01,4.486821294e+01,1.569464005e+01,3.194661312e+01,5.440421040e+01,6.673765201e+01,9.385517383e+01,1.236375163e+01,9.886964971e+01,9.179464066e+01,5.039454874e+01,9.577064019e+00,2.766239898e+00,9.858806019e-01,6.535579666e+01,6.751810605e+01,2.626353561e+01,6.925063210e+01,8.563625599e+01,8.674913054e+01,6.760407564e+00,8.087695693e+01,1.721494939e+01,4.497667512e+00,7.685399991e+01,1.942170783e+01,3.265179524e+01,8.012831605e+01,7.389898704e+01,2.434132606e+01,8.838186907e+00,1.853586685e+01
6.813589080e+01,2.009419199e+01,7.648553986e+01,4.090041149e+01,9.395731475e+01,2.131795132e+01,6.035272495e+01,2.456468635e+01,4.566697396e+01,6.876231944e+01,9.661520777e+01,6.499394201e+01,8.627552833e+01,5.813236318e+01,8.821868526e+01,6.874957360e+01,9.996329268e+01,4.327801984e+01,1.041587551e+01,4.447891127e+01,3.095429758e+01,4.336399481e+01,2.880672800e+00,8.206483902e+01,4.870171025e+01,6.364564025e+01,2.465810563e+01,5.500870393e+01,2.092963026e+01,9.164530965e+01,2.769413776e+01,5.913900383e+01,6.513645657e+01,4.691920300e+01,1.692838735e+01,2.498293682e+01,4.176467605e+01,3.981800451e+01,1.788351366e+01,4.613700106e+01
9.279295093e+01,6.418291662e+01,8.977255498e-02,4.810198571e+01,6.054209193e+01,6.894492937e+01,3.156325846e+01,3.055604789e+01,6.169497837e+01,1.707096550e+01,3.188064811e+01,6.727320670e+01,3.882907856e+01,7.740667668e+01,3.398362859e+01,4.886819236e+01,7.961875289e+01,9.328094353e+01,6.875718432e+01,6.955121830e+01,7.914661072e+00,1.845662618e+01,6.558398322e+01,6.296532724e+01,5.954317799e+01,9.766388192e+01,6.353994604e+01,5.863754618e+01,5.700959832e+01,1.469160060e+01,2.820416069e+01,2.937173372e+01,6.641275027e+01,7.146020846e+01,6.558422600e+01,2.809667196e+01,8.934075325e+01,3.133734945e+01,9.077180540e+01,2.884235806e+01
7.882160170e+00,9.762446943e+01,1.746783647e+01,6.714632654e+01,4.683793014e+01,2.879618432e+01,7.131727075e+01,5.962444826e+01,6.722141293e+01,4.496597458e+01,5.322954811e+01,3.892884398e+00,2.926215512e+01,8.077204980e+01,8.858302331e+01,9.835564807e+01,6.811434958e-01,9.101289727e+01,9.686536998e+01,7.304384999e+01,2.465146512e+01,9.510778398e+01,2.409882654e+01,7.941190864e+01,7.693307030e+01,4.293071708e+01,8.612321855e+01,5.732548141e+01,1.621254345e+01,3.038884707e+01,8.827136268e-01,4.264398790e+01,1.394139125e+01,4.893495924e+01,1.999561433e+01,1.419616174e+01,2.389552164e+01,6.031308677e+01,4.595462084e+01,8.013675588e+01
7.414720811e+01,2.558096730e+00,6.763975640e+01,2.277262149e+01,6.397900177e+01,8.171235957e+01,8.882278106e+01,7.563700814e+01,8.573475187e+01,2.911186896e+01,8.498239000e+01,7.032896447e+01,8.448499942e+01,4.045050865e+01,8.438559802e+01,4.140999391e+01,9.458548630e+01,7.169892880e+01,4.208894122e+01,3.104967968e+01,4.062770243e+00,7.633817121e+01,5.160749562e+01,8.608208310e+01,6.411264742e+00,1.109957549e+01,8.173542244e+01,6.711011427e+01,3.678824639e+01,9.203663207e+01,3.946285169e+01,5.177271139e+01,2.208759246e+01,7.551811023e+01,5.693465748e+01,4.650037421e+01,8.161142976e+01,5.410898439e+01,1.731789750e+01,4.942286032e+01
5.242817383e+01,2.556085625e+01,1.498012836e+01,9.021198419e+01,5.147546228e+00,4.348683165e+01,3.960325905e+01,4.051730055e+01,4.401005458e+01,8.913927444e+01,4.489153640e+01,2.498311463e+01,6.335550380e+01,3.803512153e+01,3.403991183e+01,2.203983267e+01,3.392558643e+01,2.622739159e+01,1.631012623e+01,7.249864438e+01,4.842008858e+00,1.689662994e+01,1.172741410e+01,5.159623849e+01,1.162534402e+01,7.633111166e+01,2.634392457e+01,8.816384742e+01,3.327443012e+01,6.124086511e+01,4.225202885e+01,8.488062972e+01,5.992250605e+01,7.297883125e+01,9.754281152e+01,4.144976808e+01,7.395602968e+01,1.379073935e+01,7.590719085e+01,5.810491476e+01
7.282007250e+01,7.137284443e+01,6.738777574e+01,8.467783835e+01,3.337528959e+01,1.769990132e+01,7.482398916e+01,2.909646731e+01,3.690937326e+01,2.099212581e+01,3.021299270e+01,3.533588361e+01,1.883043263e+01,6.789073403e+01,9.439933221e+01,6.141574134e+01,9.226570283e+01,1.662995257e+01,9.769585901e+00,3.599840159e+01,1.063014858e+01,1.137191718e+01,9.943217906e+00,7.780247730e+01,6.862238443e+01,1.792312293e+01,2.106367395e+01,2.117009692e+01,6.203055218e+01,3.663126510e+01,8.699818338e+01,5.876353178e+01,4.495170222e+00,8.285093375e+01,9.772012129e+01,8.934168655e+01,3.429173847e+01,6.418476879e+01,5.368381715e+01,5.217868940e+01
5.340053286e+00,4.861142073e+01,5.917402419e+01,8.450848712e+01,6.613763578e+01,4.280470376e+00,7.784349075e+01,3.697474676e+01,6.229246608e+00,1.853036553e+01,1.967038050e+01,6.878499352e+01,7.136520391e+01,9.468606449e+01,9.811694670e+01,7.117748320e+01,4.572861299e+01,4.742754097e+01,1.009129461e+01,4.626405567e+01,2.685690968e+00,8.636489207e+01,1.689486534e+01,1.114477590e-01,8.360217049e+01,4.013353032e+01,6.754157277e+01,6.812154321e+01,7.414562792e+01,9.884038507e+01,2.685444897e+01,9.859469735e+01,8.174361551e+01,3.557183734e+00,4.532130958e+01,6.467609917e+01,2.000601853e+01,3.626354181e+01,1.598322469e+01,2.995423739e+01
7.975763395e+01,7.563924444e+01,9.224506673e+01,9.425468712e+01,5.803304925e+01,9.064190534e+01,4.414423739e+01,4.179404995e+01,6.183051789e+01,7.578893883e+00,3.241098183e+01,7.119477439e+01,4.320600670e+01,6.300796727e+01,8.817473781e+01,8.957933625e+01,8.823500420e+01,3.481394228e+01,6.055269274e+01,8.980682048e+01,4.986404698e+01,1.039334401e+01,8.691716695e+01,9.489487610e+01,9.599446660e+01,1.384891098e+01,5.024072512e+01,6.663494290e+01,3.608675368e+01,4.840557683e+01,8.430746214e+01,2.575300492e+00,3.252221496e+01,4.301501651e+01,2.296106654e+01,6.716661959e+01,5.636315712e+01,7.559056888e+01,9.986910372e+01,6.932939601e+01
1.177770555e+01,2.583605401e+01,5.810992464e+01,5.089996610e+01,9.216009898e+01,6.691616258e+01,4.931486574e+01,4.471082144e+00,1.617178270e+01,9.190297171e+01,9.624958342e+01,8.018375132e+01,2.622102494e+01,9.102753110e+01,3.138275544e+01,1.542089963e+01,6.381644144e+01,4.436905144e+01,7.452876954e+01,7.311592785e+01,1.934336103e+01,9.598499139e+01,4.941618802e+01,8.790142248e+00,5.251380498e+01,7.729831252e+01,4.350855070e+01,6.260956875e+01,9.815006173e+01,3.832754065e+01,6.342444186e+01,7.134884419e+01,1.272313992e+01,4.274959058e+01,9.439844906e+01,3.062547702e+01,7.467508889e+00,3.380179916e+01,3.459140158e+01,6.862086342e+00
7.716673589e-01,5.653528122e+01,7.299219077e+01,8.871274530e+01,2.810357440e+00,1.913153975e+01,1.540956135e+01,5.808453701e+01,9.766158204e+01,4.911289184e+01,7.715135528e+01,9.838296004e+01,2.283453944e+01,8.182477935e+01,7.054566852e+01,1.938806838e+01,4.312738411e+01,4.368622960e+01,5.343834197e+01,8.042918427e+01,7.724578542e+01,2.497217316e+01,8.342256430e+01,2.033193772e+01,2.945382344e+01,6.964454636e+01,9.085989992e+01,9.107441348e+01,1.252093621e+01,9.613311200e+01,2.747288105e+01,3.385089837e+01,7.023860779e+01,2.871540161e+01,1.111367446e+01,2.190394235e+01,5.334194369e+01,2.359985302e+00,6.461400869e+01,9.087370432e+01
