v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49
3.272224393e+01,9.791362890e+01,3.160764485e+01,2.501609588e+01,8.082609485e+01,1.510209053e+01,1.897997116e+01,5.199404837e+01,7.939717947e+01,9.609619525e+01,9.098813539e+01,5.966908824e+01,4.098210071e+01,9.677363889e+01,5.631648975e+01,3.252212149e+01,1.052755558e+01,7.565740789e+01,7.739061496e+01,1.978451243e+01,3.054537277e+01,7.711202855e+01,7.088905707e+01,3.730321342e+01,5.745775755e+01,6.321994071e+01,7.892081436e+01,9.282384286e+01,6.691799543e+01,3.028379545e+01,3.868634572e+01,2.813139648e+01,3.530937523e+01,2.739812949e+01,4.900189749e+01,6.583282908e+01,7.505070911e+01,4.566668307e+01,9.127088811e+01,5.837442209e+01,2.254428249e+01,3.306454290e+01,6.936329108e+01,8.376818162e+00,3.477133708e-01,1.755963482e+00,7.844135181e+01,2.096476138e+01,1.129996637e+01
6.489278046e+01,3.997109323e+01,6.015689791e+01,8.270543073e+00,3.552873732e+01,6.653853605e+01,4.469529006e+01,9.938050564e+01,7.194168089e+01,9.923171520e+01,6.264674125e+01,5.125452185e+01,3.023757930e+01,9.860826810e+01,9.668254320e+01,3.783177611e+01,2.913955961e+00,3.980158803e+01,4.179832617e+01,2.039401054e+01,9.318491718e+01,4.831429772e+01,8.938843259e+01,1.214795456e-01,4.525218822e+01,2.871478803e+01,8.037689535e+01,2.815867804e+00,9.311002673e+01,5.020060750e+01,6.040288646e+01,4.928151865e+01,1.379198380e+01,2.496504949e+01,3.154933438e+01,5.891494495e+01,9.417475536e+01,2.940337200e+01,5.844103661e+01,4.998575177e+01,2.933968590e+01,4.607558291e+01,6.609520175e+01,9.478887102e+01,9.232734128e+01,2.430781262e+01,5.564082089e+01,8.789777480e+01,1.553520634e+00
6.426469924e+01,7.498877625e+01,5.769610242e+01,9.274669628e+01,1.093385204e+01,7.503284939e+01,4.554589856e+01,5.896457757e+01,4.149286644e+00,9.066106679e+01,9.180937071e+01,8.861433739e+01,7.482298357e+01,4.844269196e+01,8.987736985e+01,6.944417452e+00,6.549609352e+01,3.283515100e+01,4.682809755e+01,3.222522908e+01,6.934324788e-01,3.037826807e+01,8.137298749e+01,8.793443343e+01,7.141037553e+01,4.997081801e+01,3.001044395e+01,5.676392000e+01,2.739382716e+01,8.840064719e+01,2.884064701e+01,9.412512068e+01,6.406005241e-01,1.922703192e+01,6.530824638e+01,6.869066958e+01,2.393433017e+00,5.164953407e+01,6.887396133e+01,4.834679702e+01,5.332095019e+01,7.106212424e+00,1.685795384e+01,1.232043420e+01,8.846331630e+01,6.490423934e+01,9.232747139e+01,3.046484560e+01,3.143965028e+01
1.984383905e+01,6.537581989e+01,7.107063844e+01,9.643309110e+01,4.527765001e+01,6.075753341e+01,9.981641392e+01,8.483320275e+01,8.925569554e+01,3.340219551e+01,5.620337810e+01,1.567158058e+01,4.456325409e+01,2.261997618e+00,6.561687680e+01,3.275488382e+01,2.981123402e+01,3.030214463e+01,7.959629253e+01,5.524028875e+01,7.616664428e+01,7.451613745e+01,1.677003738e+01,6.260747306e+01,3.921098054e+01,1.128958989e+01,2.805784348e+01,7.246517290e+01,3.771863546e+01,3.088629221e+01,2.069152049e+01,6.089354350e+01,8.250587166e+01,8.808872283e+00,8.498757448e+01,5.525190530e+01,3.428887660e+01,8.687484163e+01,8.292714496e+01,5.311216742e+01,1.352601052e+01,6.051280565e+01,7.932538129e+01,6.740810482e+01,2.342723978e+01,6.240227921e+01,6.980632658e+01,9.289802328e+00,2.252196432e+01
4.592531358e+00,6.369063256e+01,3.177113303e+01,1.091555125e+01,6.783806217e+01,5.909030750e+01,7.107872016e+01,9.140795865e+00,3.747982532e+01,8.337048335e+01,3.568488258e+01,8.700402988e+01,3.844843382e+01,9.899482985e+00,6.167334000e+01,5.422861965e+01,7.091108874e+01,5.321927708e+01,2.800072843e+01,2.146680630e+01,4.978733128e+01,2.379991645e+01,3.975777993e+01,7.350217350e+01,8.747714196e+01,9.700227704e+01,6.861264894e+01,7.804848411e+01,7.680808683e+01,8.017796939e+01,4.938938499e+01,5.760200194e+01,9.017000427e+01,8.121310286e+01,7.497448013e+01,4.735117849e+01,5.239355139e+01,2.503639591e+01,7.340199476e+00,1.050065359e+01,6.032320008e+01,6.446502926e+00,8.827230283e+01,8.967880233e+01,5.651497100e+01,7.236286349e+01,2.166089450e+01,5.936812403e+01,4.668531853e+01
7.962834237e+01,9.216507391e+01,4.254731854e+00,5.843101953e+01,1.164664228e+00,8.703476529e+01,7.013335963e+01,4.023489043e+01,5.801224221e+01,1.495496790e+01,2.943134638e+01,3.879090674e+01,8.516728163e+01,2.447531926e+01,6.271370607e+01,4.384345700e+00,2.574448442e+01,5.262238037e+01,2.619850499e+01,4.900171713e+01,6.827541655e+01,7.877447493e+01,8.322500163e+01,6.627976481e+00,8.180051675e+01,1.536716358e+01,1.546963222e+00,8.290198296e+01,7.647510798e+01,4.077471393e+01,8.153055937e+01,2.950190051e+01,6.101603389e+00,1.957016763e-01,5.950801056e+01,7.106096466e+01,7.334810236e+01,3.452762202e+01,1.919046340e+01,3.975755637e+00,5.455298947e+01,8.674836555e+01,4.668384740e+01,2.126773118e+00,7.731720829e+01,6.489874307e+01,8.006727957e+01,1.192191841e+01,6.786008318e+00
3.593004909e+01,6.720501121e+01,5.807773931e+01,2.658325060e+01,2.855580837e+01,1.239389491e+01,1.298123889e+01,2.573925779e+00,3.781098956e+01,5.282425878e+01,7.981355542e+00,9.264607934e+01,2.702475712e+01,7.848447670e+01,5.482292417e+01,1.179274948e+01,3.668485399e+01,3.227812498e+01,9.862932875e+01,1.174064173e+00,9.105496253e+01,4.653149426e+00,5.277081423e+01,5.084906115e+01,7.017299241e+01,9.730155112e+01,9.054026177e+01,1.447106344e+01,6.838817513e+01,4.925764309e+01,7.712440501e+01,6.851268387e+01,4.390415775e+01,4.425843841e+01,5.662459092e+01,9.935444197e+01,4.806294601e+01,4.962364668e+01,6.459439809e+01,4.040166187e+01,1.873927532e+01,5.442196211e+01,1.035660516e+01,4.045543057e+01,9.899403059e+01,6.625521720e+01,8.625059301e+01,8.508698457e+01,9.517139887e+01
6.210772420e+01,2.215605720e+01,6.665098489e+01,9.030749866e+01,4.366699379e+01,2.922207790e+01,4.759477094e+01,1.264875848e+01,9.666629656e+01,2.221596819e+01,3.383622795e+01,9.592510180e+01,4.745479429e+01,9.961037742e+01,9.004810574e+01,6.477583717e+01,8.058849731e+01,1.368260416e+01,9.947325496e+01,8.404113677e+01,8.613242208e+01,5.660965047e+01,6.912442940e+01,2.264473212e+01,4.630979589e+01,7.377081670e+01,1.987571731e+01,4.830890024e+01,6.407040426e+01,4.250553069e+00,3.048665912e+01,1.123621533e+01,2.271329666e+01,6.182555114e+01,7.102784030e+01,2.266648457e+01,5.732599406e+01,1.091569156e+01,1.379249526e+01,8.932724376e+01,6.664394643e+01,2.346969827e+01,5.735995590e+01,1.454607745e+01,8.743055655e+01,2.896492622e+01,3.758779752e+01,5.484320840e+01,5.185121616e+01
5.600855286e+01,5.050107354e+01,3.090202656e+01,9.234820970e+01,1.054372075e+01,9.256538996e+01,6.701989450e+01,7.158049082e+01,1.780224317e+01,3.960664872e+01,5.736416496e+01,6.851781228e+01,2.092898318e+01,5.525903853e+01,9.063507232e+01,6.587027698e+01,5.478934528e+01,7.393912818e+01,4.031892201e+01,8.820126290e+01,8.142942641e+01,7.385933742e+01,9.161007254e+01,3.496916830e+01,3.966413958e+01,2.765202186e+01,9.639153460e+01,5.579759713e+01,9.549124335e+01,3.693177273e-01,6.333494299e+01,9.187686640e+01,2.461203006e+01,2.978906153e+01,1.759095295e+01,3.182177179e+01,6.176978083e+01,1.614850731e+00,1.633868541e+01,9.935517399e+00,1.429910290e+01,6.836842559e+01,4.640336813e+01,7.424913859e+01,9.267125117e+01,6.697890718e+01,6.314952146e+01,2.350877086e+01,3.358142815e+01
6.552962966e+00,9.170640092e+01,5.454490574e+01,9.624134653e+01,9.866101362e+00,8.515425999e+01,8.840456164e+01,4.900480436e+01,8.562705344e+01,1.258858397e+01,8.301278145e+01,1.740022552e+01,1.959569527e+01,2.325311948e+01,7.395104816e+01,4.283411733e+01,2.784384455e+01,6.420491196e+01,2.140938557e+00,6.884816319e+00,8.465253791e+01,4.862878999e+01,7.921478282e+01,3.487399050e+01,6.452799095e+01,9.995237231e+01,3.586076059e+01,3.502288223e+01,6.043162826e+01,5.998040121e+01,6.859640864e+01,7.103728048e+01,6.645086420e+01,5.808546257e+01,9.735095111e+01,2.840345848e+00,2.508458461e+01,8.979425944e+01,8.806813744e+01,4.162616984e+01,2.031657533e+01,2.764474783e+01,3.246727380e+01,3.906559187e+01,5.008147228e+01,1.761039360e+01,1.241807739e+01,5.024044270e+01,4.281488384e+00
4.441594775e+01,3.771836194e+01,3.631744680e+01,1.358002951e+01,3.997291779e+01,9.973666483e+01,3.705962716e+01,6.911275583e+01,3.126294392e+01,5.946301983e+01,3.309900260e+01,7.385898735e+01,2.503613263e+01,9.050279765e+01,9.892879271e+01,6.591018023e+01,4.074436191e+01,1.220139626e+00,4.226161370e+01,3.728050891e+01,3.488884575e+01,8.223549974e+01,3.342502685e+01,9.629335361e+01,6.063615961e+01,9.839608723e+01,2.060488789e+01,6.153897329e+01,2.461846258e+01,1.987018607e+01,5.198675911e+01,2.157963620e+01,9.799855973e+01,1.987442172e+01,7.085343014e+01,6.690635654e+01,6.825163922e+01,3.860646506e+01,2.438681409e+01,8.987080398e+01,8.416821486e+01,1.292905083e+01,9.106938648e+00,2.083427586e+01,9.795444524e+01,6.756203445e+00,8.880910561e+01,7.647911925e+01,8.317072570e+01
4.544414610e+01,4.816084593e+01,5.029356829e+01,2.269037984e+01,7.517838965e+01,5.883095214e+00,6.330424324e+01,6.201339217e+00,2.965842859e+01,7.980412133e+01,2.260684224e+01,1.809677635e+01,6.483741450e+01,3.986536038e+01,3.617784006e+01,5.383779931e+01,9.175576585e+01,1.788596989e+01,7.872602107e+00,2.958422413e+01,8.028586016e+01,6.838917565e+01,2.890745479e+01,4.121581851e+01,9.299271259e+01,9.931014562e+01,7.606376357e+01,2.344289427e+00,2.549704700e+01,6.112695580e+01,1.766790892e+01,8.535525663e+01,8.222963554e+01,4.844043987e+00,8.617374881e+01,5.158486608e+01,7.813704407e+01,8.495553637e+01,3.925645330e+01,8.546253148e+01,7.391667886e+00,2.051171588e+00,8.342872544e+01,1.968236762e+01,7.453031693e+01,4.648175903e+01,9.680322067e+01,7.016072126e+01,1.067660282e+01
8.507848785e+00,9.003629121e+01,2.915961159e+01,2.182559537e+01,8.339004760e+01,2.484053957e+01,3.910464959e+01,9.537634302e+01,7.899391022e+01,7.129788492e+01,6.213374339e+01,4.949305536e+01,7.721106204e+01,1.038791588e+01,1.962033528e+01,1.758534383e+00,7.529270185e+01,9.459216636e+01,1.318950824e+01,5.466767099e+00,8.858190567e+01,8.496369235e+01,5.511449565e+01,1.164753961e+01,1.775048036e+01,5.752545879e+00,8.599434239e+01,4.980560212e+01,3.266966848e+01,9.345939339e+01,9.401096398e+01,3.553349971e+01,8.587993181e+01,6.747108057e+01,3.672166185e+01,9.865799250e+01,8.542529259e+01,9.420432630e+01,7.065255422e+01,6.917422609e+01,7.415638581e+01,7.205329822e+01,3.524799170e+00,7.353873057e+01,1.313689275e+01,2.578927070e+01,7.192992292e+01,4.591217521e+01,9.424353613e+01
1.747685660e+01,1.026909449e+01,5.947832284e+01,7.852751467e+01,4.174515064e+01,2.189277707e+01,5.428925317e+01,4.794980526e+01,8.293007198e+01,4.569267060e+01,9.569002543e+01,8.434701813e-01,2.178899968e+01,4.398567949e+01,9.713029289e+01,2.913889701e+01,2.279264181e+01,9.526235184e+01,9.268005618e+01,7.486143217e+01,2.910628582e-01,2.613688418e+01,5.959444956e+01,3.717122753e+01,9.103418409e+01,3.323003054e+01,4.486284950e+01,9.829176680e+01,3.418478103e+01,2.626668510e+01,3.837827485e+01,1.434582693e+01,1.913369793e+01,6.402440596e+01,3.321501063e+01,9.940766978e+01,1.296732681e+01,1.215974103e+01,2.263607121e+00,2.490509070e+01,2.273981785e+01,6.872532576e+01,8.270571371e+01,9.675918507e+01,6.308791119e-01,1.831467979e+01,7.239394965e+01,1.611625517e+01,8.712336229e+01
4.865013506e+01,4.415891469e+01,2.709689406e+01,1.102935850e+01,3.807679327e+01,8.228544439e+01,7.355367128e+01,2.322946233e+01,6.511463293e+01,3.659163526e+01,6.290863788e+01,5.023624992e+01,4.324187624e+00,7.003711921e+01,7.764145207e+01,1.318173683e+01,2.427345930e+01,7.349019020e+01,2.577712416e+01,3.716107415e+01,1.136585163e+01,4.330154016e+01,5.552127052e+00,7.897260587e+01,2.711608973e+00,7.491338774e+01,8.882249829e+01,5.602511044e+01,3.786446284e+01,5.001195633e+01,1.672196043e+01,8.991243702e+01,1.051224457e+01,5.992193496e+01,7.429987375e+01,6.312986908e+01,7.100794132e+01,9.250248784e+01,3.369811068e+01,8.268592855e+00,9.570517090e+01,8.864845704e+01,2.612700550e+01,7.191439163e+01,5.864636638e+01,1.001050472e+01,1.281943301e+01,8.512204622e+01,4.373848886e+01
6.118491709e+01,8.598919487e+01,4.233059994e+01,2.864760776e+01,6.478739000e+01,8.259883851e+01,3.893341218e+01,1.677963504e+01,9.062236457e+01,2.216754531e+01,4.927199470e+00,3.925964485e+01,9.485710825e+01,4.854980222e+01,9.215734187e+01,1.208997959e+01,5.759303754e+01,9.616501430e+00,5.666223829e+01,3.006119714e+01,7.159793237e+01,3.116609303e+00,6.512358674e+01,9.605221643e+01,5.474592668e+01,5.828560343e+01,9.310867975e+01,9.251351338e+01,8.647095022e+01,6.912802447e+01,2.087029916e+01,4.404285904e+01,9.244123618e+01,8.068983507e+01,9.229567031e+01,3.830971000e+01,5.316696345e+01,4.614941445e+01,8.692455150e+01,2.089026083e+01,7.477473003e+01,2.520766700e+01,1.858096032e+01,5.627694102e+01,5.725636557e+01,8.944932774e+01,8.787229722e+01,5.571094388e+01,4.936045794e+01
1.361937775e+01,5.473993603e+01,5.740262341e+01,2.415938751e+01,2.334670434e+01,5.248601395e+01,5.709902039e+01,2.647319158e+01,6.033085335e+01,2.028599767e+01,1.021250047e+01,9.605808964e+00,2.469535834e+01,8.802512158e+01,1.399830090e+01,6.369373279e+01,1.528469836e+01,9.294636591e+01,3.660308134e+01,7.340808779e+01,4.792400598e+01,2.352484100e+01,6.878941551e+00,4.194115626e+01,7.432287134e+01,2.120828741e+01,1.268707472e+01,6.356773176e+01,8.995253031e+00,8.001843644e+01,3.253864654e+01,1.424310636e+01,6.549787640e+01,2.227667390e+01,4.024142886e+01,8.893297807e+01,7.575299048e+01,1.986411211e+01,9.329256842e+01,6.220148285e+00,7.066922506e+01,3.596709532e+01,8.335832876e+01,1.334596856e+00,6.158444828e+01,6.403378133e+01,4.071183902e+01,8.036041799e+01,5.153569021e+01
9.978632216e+01,2.273433747e+01,8.445916766e+01,8.810119395e+01,9.668549737e+01,3.234465794e+01,5.716465976e+01,9.428794360e+01,2.380519197e+01,2.350007735e+01,6.489303058e+01,4.575185855e+01,4.054324083e+01,9.184319048e+01,9.391310876e+01,4.550901278e+00,4.941777424e+01,5.517034987e+01,1.366256473e+01,6.630626279e+01,5.808565230e+01,3.246173354e+01,9.102059842e+01,9.072856235e+01,9.984299706e+01,9.181952225e+00,3.389950188e+01,6.204359267e+01,5.054770578e+01,9.807782312e+01,9.710805250e-01,2.301262042e+00,7.145837298e+01,7.455824410e+01,6.729654488e+01,7.673593810e+01,7.250236601e+01,2.969108821e+01,1.550866495e+00,3.031167711e+01,1.216067110e+01,5.563551388e+01,7.479541705e+01,3.517966533e+01,4.653999601e+01,8.459366903e+01,4.414959346e+01,6.848271483e+01,5.405650281e+01
8.061187878e+01,4.442294900e+01,1.185755433e+01,5.733193466e+01,7.016767225e+01,3.843079304e+01,3.602331049e+01,5.809458839e+01,5.834735524e+01,9.120922888e+01,7.851496430e+01,4.752029713e+01,9.010325514e+01,9.627350256e+01,8.080138507e+01,1.749555304e+01,2.381386813e+01,8.308579947e+01,6.458361054e+01,8.653459226e+01,7.350282631e+01,4.976776886e+00,4.058302186e+01,5.950920068e+01,1.278631425e+01,7.137481619e+00,9.890040047e+01,6.455875834e+01,9.685667881e+01,4.856362231e+01,1.933921323e+01,6.049435986e+01,1.982777758e+01,3.623049149e+01,2.969173996e+01,2.341797060e+01,2.948193465e+01,8.793504798e+01,3.634389766e+01,7.813531439e+01,8.603453271e+01,9.449691665e+01,1.518627536e+01,2.970622097e+01,4.226555479e+01,2.284432240e+01,8.307937006e+01,3.058377387e+01,5.914145110e+01
9.697169339e+01,3.109632577e+01,6.791744963e+01,8.890036190e+01,4.620518384e+01,8.746094160e+01,3.068190137e+01,2.566662919e+01,3.326560414e+01,9.887199714e+01,8.123380429e+01,5.272926987e+01,1.102437823e+01,4.167791293e+00,3.608221876e+01,2.859965024e+01,3.201616035e+01,5.597600503e+01,5.599468192e+01,3.213224257e+01,8.700280908e+01,1.793336607e+01,1.472994225e+01,7.933563905e+01,9.382291006e+01,5.132326915e+01,2.372172783e+01,7.362775739e+01,5.164393422e+01,6.401696030e+01,1.793600522e+01,1.770420894e+01,2.033317115e+01,3.318510677e+01,1.228662984e+01,5.910284033e+01,9.657377842e+01,7.020791137e+01,4.861519155e+01,7.954084600e+01,1.968346924e+01,6.247074344e+01,7.894667112e+00,3.507211085e+01,3.635587999e+01,6.394584274e+01,3.813229587e+01,9.574991357e+01,9.641093120e+01
9.139793757e+01,9.257767467e+01,1.959456223e+01,2.458028507e+01,8.737971821e+01,3.990841958e+01,4.704429335e-01,7.989760425e+01,2.904843634e+01,8.766610229e+01,3.250729301e+01,1.183441230e+01,3.623153107e+01,9.942154641e+01,5.621631458e+01,1.267532252e+01,3.609709755e+01,3.298846834e+01,5.469022333e+01,8.030947556e+01,1.014724653e+01,9.023294090e+01,6.858371925e+01,8.498367429e+01,3.710909987e+01,1.023204655e+01,9.162599896e+01,8.835346376e+01,2.226347697e+01,3.452705920e+00,3.277171773e+01,2.499437132e+00,2.702041327e+01,4.672926464e+00,9.532301379e+01,8.878809822e+01,1.209220703e+01,9.356614991e+00,5.699103554e+01,3.492248455e+01,9.754026876e+01,4.164741201e+01,5.414476571e+00,5.580398715e+01,2.020680460e+01,2.505374179e+01,9.830456269e+01,9.134371957e+01,5.172964688e+01
8.680473075e+01,3.501268739e+01,5.932050520e+01,9.444328054e+01,1.591796697e+01,1.381290633e+01,4.139257977e+01,3.021270922e+01,7.561069534e+01,2.813460232e+01,4.948564230e+01,9.577264970e+01,8.755734680e+01,4.941194394e+01,5.933738210e+01,2.612407012e+01,4.300513507e+01,8.845712725e+01,7.313759613e+01,8.917743436e+01,3.117191150e+01,8.213851273e-01,9.050664749e+01,9.266218213e+01,8.891717106e+01,5.116985634e+01,6.115834849e+01,8.085013431e+01,5.233027881e+01,3.738618191e+01,3.702475324e+01,6.404372157e+01,6.101802376e+01,7.699584618e+01,1.821257101e+01,6.824081885e+01,4.828064728e+01,3.174307688e+01,2.537060385e+00,3.291676902e+01,6.790246025e+01,7.005507854e+01,1.530115760e+01,6.157920374e+01,4.048621941e+01,6.843322513e+01,7.803339193e+01,2.328701908e+01,1.982203563e+01
8.053032097e+01,6.305309836e+00,3.408146598e+01,7.813660116e+00,6.551598200e+01,3.050296864e+01,2.026498792e+01,6.445629459e+01,6.646752512e+01,4.098528238e+01,3.640414820e+01,1.521933256e+01,9.071236850e+01,8.740501228e+01,5.119120601e+01,8.800305991e+01,9.676809259e+01,9.565748175e+01,6.697380655e+01,6.371022614e+01,2.375839023e+01,8.750419724e+01,3.016267337e+01,5.190610038e+01,5.822197064e+01,1.336493070e+01,5.357531942e+01,8.230725127e+01,6.774166794e+01,5.116563011e+01,9.743581342e+01,9.462378579e+00,4.446678562e+01,4.072301031e+01,6.750636167e+01,3.774313835e+01,2.470479037e+01,9.328775610e+01,9.069493659e+01,2.131444524e+01,1.573142783e+01,3.069016871e+01,6.709402413e+01,7.265521739e+01,3.783601619e+01,6.412732926e+01,5.242470274e+01,8.341317698e+01,8.194420325e+01
9.600105028e+01,2.779927535e+01,5.250554680e+01,5.415383333e+01,7.611055151e+00,4.771745376e+01,9.390189931e+01,3.446986434e+01,2.555309534e+01,1.559286470e+01,4.035781520e+01,7.497079018e+01,5.953417586e+01,1.289860307e+01,8.261326231e+01,6.685216331e+01,4.920371273e+01,7.356856031e+01,1.215913897e+01,3.888260914e+01,8.532191381e+01,1.941429267e+01,1.207825887e+01,7.314262207e+01,4.050324493e+01,8.957366854e+01,6.630632938e+01,3.918848702e+01,8.279879587e+01,4.393059977e+01,5.970648562e+01,1.223431338e+01,7.381401133e+01,4.240947032e+01,7.144029791e+01,1.845848572e+01,5.443069474e+00,6.470782822e+01,2.319752502e+01,8.966387960e+01,3.448382328e+01,7.517232027e+01,3.118454144e+01,8.324916059e+01,8.839259239e+01,5.415910762e+01,1.552367200e+01,3.817324580e+01,1.538261619e+01
1.207937978e+01,7.717563293e+01,8.075365759e+01,6.214928610e+01,6.215791622e+01,1.397220900e+01,4.893575213e+01,7.906227772e+01,4.000532213e+01,2.096471658e+01,5.681630719e+01,8.948414010e+01,6.577338609e+01,8.614864229e+01,7.036211180e+01,7.406315975e+01,6.728863258e+01,5.793036494e+01,6.718142448e+01,9.522980315e+00,7.659506617e+01,6.074433069e+01,6.577255302e+01,4.348100766e+01,9.356450640e+01,1.651977561e+00,9.511400086e+01,1.972655514e+01,8.448693127e+01,9.054559566e+01,6.696340982e+01,2.040468878e+01,3.809975658e+01,5.022107170e+01,6.078013338e+01,3.700402907e+01,2.883208441e+01,9.766017029e+01,1.757143839e+01,9.325828059e+01,6.833870904e+00,5.808477800e+01,5.342185885e+00,7.655418796e+01,3.897378804e+01,9.890453340e+01,9.573575290e+01,2.282382652e+01,4.882498771e+01
7.723695259e+01,2.003865462e+01,7.125452166e+01,2.760720285e+01,9.449263690e+01,4.399473569e+01,2.761861709e+01,3.678955815e+01,3.301740641e+01,8.787021705e+01,3.579955786e+01,7.147028923e+01,3.990727480e+01,7.388678543e+01,8.461111028e+01,4.751215178e+01,6.230533129e+01,5.053612328e+01,6.892024744e+01,2.835471621e+01,9.692821711e+01,4.621218509e+01,1.807343910e+01,5.084058933e+00,6.285223322e+01,1.712407235e+00,8.021919879e+01,8.887017315e+01,6.564750517e+01,7.447910921e+00,6.839159624e+01,5.783906231e+01,1.813808701e+01,3.367853582e+01,7.565915835e+01,6.519157596e+01,5.059571024e+01,2.208302814e+01,8.106919568e+01,8.678806135e+01,6.254235288e+01,4.032492992e+01,8.966030423e+01,7.710109635e+01,1.005122394e+01,5.612644134e+01,3.872362339e+01,7.636712915e+01,9.898246762e+01
9.585596274e+01,4.046525116e+01,9.122930414e+01,3.527521116e+01,8.967188876e+01,9.890665375e+01,2.209036620e+01,7.718166257e+01,5.353344592e+01,2.266447506e+01,2.472152854e+01,3.796879500e+01,3.881341308e+01,5.610249582e+01,5.186366301e+01,6.668894400e+01,1.912649188e+01,7.626605538e+01,6.485297246e+01,5.601971363e+01,4.258873297e+01,9.976999244e+01,1.796649674e+01,5.863629672e+01,6.603057425e+01,3.490499807e+01,2.821998287e-01,9.889314613e+01,8.476585850e+01,2.170235039e+01,6.998054142e+01,4.626346699e+01,8.865586943e+01,9.075277694e+01,7.755474131e+01,7.289257657e+00,5.840404715e+01,4.588127141e+01,6.026690443e+01,1.978406057e+01,3.326702030e+01,3.885512205e+01,5.620204291e+01,6.100494798e+01,2.961131851e+01,8.236350726e+01,5.037820257e+01,2.504438571e+00,4.431326972e+01
6.109716570e+01,8.031783671e+01,6.452931467e+01,5.556906416e+01,1.047983527e+01,2.854085713e+01,5.567609660e+01,5.087782461e+01,6.885865712e+01,1.926132354e+00,4.519683002e+01,3.428166538e+01,9.220280294e+00,2.937546505e+01,4.595757090e+01,3.679853134e+01,5.432354187e+01,8.983142477e+01,8.069325302e+00,5.842846803e+01,8.999678588e+01,3.613583390e+01,1.467209716e+01,7.481079756e+01,4.951759310e+00,4.040253019e+01,5.120606754e+01,4.080156265e+01,7.758289910e+01,2.192910769e+01,3.887468390e+01,2.809223725e+01,1.671536101e+01,9.048928727e+01,1.361937738e+01,6.938098603e+01,8.738221262e+01,5.595914612e+01,6.217591957e+01,5.994713121e+01,4.353146715e+01,3.048292480e+01,7.446903095e+01,2.040613298e+01,6.869312474e+01,4.298347722e+01,1.179533841e+01,2.495840026e+01,7.021151393e+01
7.699591987e+01,5.439720447e+01,3.476169377e+01,9.636898888e+01,7.237814970e+01,3.755383901e+00,4.698247649e+01,6.111538983e+01,5.531526617e+01,4.863271921e+01,4.985725063e+01,8.695423350e+01,5.047099328e+01,9.764325341e+01,2.134045076e+01,3.557811343e+01,4.022201530e+01,1.988206953e+01,2.017856838e+01,8.217393896e+01,4.985148548e+01,9.869936699e+01,5.324704719e+01,4.151529329e+01,3.043885301e+01,8.062241817e+00,1.090569546e+01,2.229716614e+00,7.029332468e+01,7.692709365e+01,5.773349769e+01,4.974430834e+01,3.025375685e+01,6.169515305e+01,6.524319033e+01,9.003888702e+01,2.491590871e+01,9.813988283e+01,6.556999100e+01,8.685833161e+01,5.234095426e+01,1.104763469e+01,2.090530027e+01,8.692762163e+01,9.982078229e+01,7.843331028e+01,1.701907332e+01,8.696623963e+01,1.754559460e+01
3.859007768e+01,8.268281097e+01,7.518158304e+00,8.557667194e+01,8.238211684e+01,6.972419599e+01,5.519685039e+01,3.812669846e+01,9.103696408e+01,5.049316377e+01,8.348188811e+01,8.604587745e+01,7.564172760e+00,9.011354459e+01,7.892757288e+01,7.670258631e+01,5.426897850e+01,2.308978780e+01,3.865928175e+01,1.868833639e+01,1.098420540e+01,8.667590228e+01,8.168546391e+01,7.266200258e+00,3.751106556e-02,4.706940347e+00,6.209143896e+01,3.675773941e+01,4.104906505e+01,9.062087513e+01,2.865922362e+01,6.933043461e+01,5.760120578e+01,7.479817228e+01,5.030549343e+01,8.396933739e+01,8.571869227e+01,7.143664730e-01,7.800257079e+01,5.885106858e+01,3.836011250e+01,8.161938111e+01,9.210973420e+01,3.140244654e+01,3.926024810e+01,8.558297602e+01,1.603638332e+01,7.411427221e+01,3.299200296e+01
4.878889326e+01,3.184260224e+01,5.857855809e+01,7.699092442e+00,5.978592152e+01,4.560375315e+01,9.673324056e+01,9.570171309e+01,1.518856676e+01,2.106281052e+01,4.058164302e+00,5.096606069e+01,3.221312140e+01,5.152141171e+00,5.497062442e+01,9.960764939e+01,7.778410576e+01,3.891576972e+00,8.741897190e+01,7.774911889e+01,4.471131052e+01,3.467025850e+01,9.924730286e+01,1.725608754e+01,5.027482140e+01,5.495416550e+01,4.811120779e+01,4.963363761e+01,1.571008429e+01,6.592145395e+01,3.602852277e+01,6.435224759e+01,1.738310161e+01,9.189250445e+01,1.968579739e+01,3.791833632e+00,4.194229216e+01,5.111905667e+01,5.266714877e+00,1.359285142e+01,7.457534049e+01,1.086171380e+01,7.080184375e+01,2.434525625e+01,3.538028441e+01,7.522221750e+01,9.384210537e+01,9.935683545e+01,9.329997749e+01
