v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29
1.901960077e+01,8.530632528e+01,5.023693640e+01,6.107585671e+01,1.780382542e+01,8.612133401e+01,3.064755562e+01,5.077211893e+01,9.108547060e+01,3.380229739e+01,6.511558461e+01,8.592473534e+01,5.779114571e+01,6.525134524e+01,8.983822986e+01,5.784617762e+01,5.057907204e+01,2.435981436e+01,2.856142647e+01,5.287464540e+01,8.286726201e+01,4.192790843e+01,5.175571499e+01,5.000041923e+01,9.837067824e+01,2.122954755e+01,2.189461099e+01,4.500637986e+01,9.367270491e+00
6.089377980e+01,7.912656400e+01,8.020418074e+01,3.049047038e+01,5.603798717e+01,7.157221965e+00,5.494830347e+00,4.128372481e+01,1.296419380e+01,4.815726602e+01,3.519406685e+01,9.512419514e+01,4.043194814e+01,6.731276089e+00,8.503871526e+01,2.243744977e+01,1.836177570e+01,4.210111231e+01,2.074432297e+01,5.877309482e+01,4.554700568e+01,5.291404707e+01,6.810254171e+01,7.385688947e+01,9.132196117e+01,6.873655653e+01,7.399336580e+01,3.752325718e+01,5.293417109e+00
8.279449571e+01,3.286609477e+01,8.654176097e+00,4.561403158e+01,9.082542981e+01,9.828921162e+01,9.193203928e+01,6.246360532e+01,8.261137333e+01,6.940758046e+01,2.964440677e+01,5.635897976e-01,7.917701793e+01,4.442128519e+01,1.454886583e+01,6.277723018e+01,2.068121532e-01,9.001794874e+01,8.715906281e+01,4.439390311e+01,6.033269600e+00,5.423803064e+01,5.355098594e+01,8.398095041e+01,3.339580171e+01,2.697600529e+00,5.271618613e+01,3.120050996e+01,6.971159914e+01
3.712133266e+01,6.565263183e+01,5.268218860e+01,3.962436359e+01,2.962475648e+01,3.466718421e+01,3.283951063e+01,9.726491686e+01,9.660662194e+01,1.114895965e+01,3.745588002e+01,9.318739353e+01,1.826902555e+01,2.300895077e+01,8.496933452e+01,4.145190315e+01,2.380259331e+01,4.840168200e+01,7.505788757e+01,9.570185044e+01,5.099128524e+01,8.938600429e+00,3.755507943e+01,8.838720430e+01,9.424159761e+01,7.263608773e+01,7.597824485e+01,9.888380260e+01,8.436021737e+01
8.899173730e+01,7.437826802e+01,1.884622401e+01,9.452592152e+01,6.748469599e+01,4.819492249e+01,7.795362287e+01,2.779434705e+01,8.574469436e+01,5.601751310e+01,9.654935633e+01,5.849163789e+01,2.864091628e+01,1.360942282e+01,3.212429412e+00,7.682031706e+01,6.227606082e+00,6.172812738e+01,7.292088611e+01,9.467892929e+01,5.735836899e+01,7.286068029e+01,5.601218959e+00,2.691267483e+01,6.235642943e+01,6.465942985e+01,5.981081342e+01,4.633578786e+01,9.273543427e+01
8.357575998e+01,3.148452426e+01,8.099879167e+01,6.489336477e+01,3.401098231e+01,1.117204681e+01,3.007694581e+01,4.975607667e+01,2.149013321e+01,2.088240017e+01,4.391292173e+01,1.740718041e+01,5.334229619e+01,7.111532072e+01,9.423360441e+01,4.198859380e+01,9.019241711e+01,7.522903021e+01,7.979131694e+01,4.589338303e+01,7.374343718e+01,7.773474691e+01,1.211134282e+01,7.540939241e+01,9.512282740e+01,3.865758056e+01,7.317374017e+01,6.551665431e+01,2.505061112e+01
6.910554108e+01,3.722914181e+01,2.758424589e+01,2.935100517e+01,4.631507689e+01,1.360109957e+00,8.418780626e+01,7.945187378e+00,5.380245372e+01,2.649343227e+01,6.340468033e+01,7.519039893e+01,2.293191520e+01,2.167408053e+01,9.866259581e+01,2.666224909e+01,7.577016901e+01,6.219373614e+01,2.753145016e+01,8.683783706e+01,7.947091268e+01,3.253916577e+01,2.166927742e+01,5.563363316e+01,4.432939433e+01,2.569859048e+00,3.171528454e+01,6.079185657e+01,3.534013108e+01
8.886920980e+01,7.853524297e+01,9.191049443e+01,6.907485148e+01,3.781699938e+01,2.323111115e+01,1.356105264e+01,7.060665224e+01,5.175649924e+01,4.774427612e+01,7.601295364e+01,3.437112760e+01,3.495237031e+01,4.960587783e+01,6.319631974e+01,4.947688325e+00,5.417925116e+01,7.705256809e+01,2.749587175e+01,2.796230751e+01,6.561202326e+01,4.627836851e+00,5.021752448e+01,8.876580710e+01,4.754438667e+01,5.740607343e+01,1.221897931e+01,1.019724649e+01,4.532480666e+01
7.948543351e+01,7.634068299e+01,2.183152137e+01,2.615907900e+00,2.596641960e+01,9.816010908e+01,3.356037854e+01,8.789846481e+01,5.749062672e+01,2.950816248e+01,6.781338640e+01,3.668278472e+01,3.441479153e+01,8.362531688e+01,7.346788442e+01,6.983082493e+01,2.888025646e+01,9.434586956e+01,7.810628442e+01,6.576013612e+01,4.066040120e+01,5.410146776e+01,9.758808351e+00,2.871947674e+01,1.975916208e+01,4.386256452e+01,3.424689399e+01,3.276239783e+01,1.186743888e+01
1.078745344e+01,5.438089507e+01,1.031872504e+01,3.679480317e+01,3.737137792e+01,4.184012893e+01,6.154750001e+01,8.005385116e+01,6.327801876e+01,6.209115798e+01,5.984659491e+00,2.428487151e+01,4.338418836e+01,7.654031789e+01,1.263368782e+01,9.154369732e+01,5.148743042e+01,2.255456443e+01,9.142763252e+01,4.186179933e+01,7.007932367e+01,1.215103851e+01,6.841178345e+01,7.430724271e+00,5.025789029e+00,6.666393237e+01,8.753828855e+00,9.048420564e+01,9.993741052e+01
4.977052659e+01,6.040332184e+01,6.532429221e+01,8.835226661e+00,8.584271396e+01,3.377906294e+00,8.541956110e+00,3.779918399e+01,5.688402759e+01,9.205275893e+01,2.886461431e+01,9.503954506e+01,6.637011277e+01,5.464958563e+01,8.353014211e+01,6.680534384e+01,9.422485684e+01,5.497219622e+01,1.202869110e+01,6.132997890e+01,9.818123134e+01,7.951075193e+01,3.660461552e+01,2.808730977e+01,4.832435276e+01,4.471046277e+01,3.883828370e+01,9.710623460e+01,5.829447505e+01
3.814046077e+01,5.193595657e+01,9.464609247e+01,2.891962486e+01,2.689599504e+01,6.181854187e+01,1.887538788e+01,4.377720265e+01,2.497330627e+01,8.565417854e+01,8.135461559e+01,7.452847952e+01,6.993711236e+01,7.276762599e+01,5.502686582e+01,7.916133586e+00,2.401957500e+00,3.803906228e+01,5.523946327e+01,4.541090921e+01,9.219516143e+01,4.183964925e+01,8.248763782e+01,9.159075549e+01,8.067492856e+01,1.726607918e+01,5.268205496e+01,1.899287399e+01,9.155948643e+01
3.990339563e+01,2.712845217e+01,4.575310131e+00,7.530027373e+01,4.786549300e+01,3.428540054e+01,3.558621031e+01,8.168063184e+01,5.084905307e+01,5.620059503e+01,2.893476467e+01,1.994333982e+01,3.133197971e+01,8.105696959e+01,9.234195891e+01,1.339073568e+01,6.729120548e+01,6.927989357e+01,5.827880077e+01,8.026350646e+01,7.303180068e+01,5.308646468e+01,3.162461859e+01,6.422807793e+01,3.962988372e+01,6.933895099e+01,8.914260533e+01,7.129768259e+01,1.389956360e+01
5.864767074e+01,4.255974602e+01,4.882018993e+01,6.174361230e+01,7.828094835e+01,4.531794865e+01,1.827798201e+01,5.985547828e+01,5.315447669e+01,4.560986254e+01,9.348960396e+01,8.601886987e+01,3.812909025e+01,6.226294908e+01,8.830269075e+01,5.728677499e+01,6.002559673e+01,4.475439616e+01,3.757342935e+01,5.771309458e+01,2.121751928e+01,3.121846876e+01,4.387286698e+01,9.988448333e+01,5.029276381e+01,4.253258753e+01,8.695425274e+01,9.383130104e+01,6.132425124e+01
3.423493153e+01,8.087129542e+01,6.711919411e+01,8.876000881e+01,4.214016926e+01,7.265833956e+01,4.048035885e+00,8.227792746e+01,8.119197907e+01,9.520617165e+00,2.433056808e+01,3.856903116e+01,7.092941311e+01,9.244458075e+01,7.147765136e+01,8.868494536e+01,6.421028606e+01,7.918945704e+01,2.462140858e+01,2.218089578e+01,7.614945604e+01,2.182217191e+01,2.297835010e+00,2.422487554e+01,5.813980837e+01,3.655820515e+01,9.079777823e+01,7.963019922e+01,7.727066482e+01
9.731598185e+01,5.046239561e+01,1.446533855e+01,8.043796051e+00,5.761469380e+01,9.048783733e+01,8.065059414e+01,9.737579276e+01,4.757835036e+01,6.522978637e+01,8.545820603e+00,6.901012819e+01,8.111417588e+01,7.198257798e+01,3.106455352e+01,1.651036883e+01,5.309780721e+01,4.872068862e+01,9.007884621e+01,2.807479115e+01,8.643625154e+01,1.786936657e+01,4.180265204e+01,2.865189390e+01,9.600965610e+01,8.700406047e+00,7.468834252e+01,6.149232000e+01,4.512841934e+00
7.954265358e+01,1.219553717e+01,3.776544070e+01,5.701556700e+01,1.422026891e+01,2.404785312e+01,8.229297764e+01,1.765428024e+00,1.809713028e+01,6.095547563e+01,9.801921442e+00,4.931486470e+00,7.907125241e+01,2.055514519e+01,7.188339603e+00,2.901819976e+00,1.109210239e+01,6.515614941e+01,7.706662339e+01,6.497939216e+01,5.192250612e+01,5.004506166e+01,2.065018913e+01,6.153896140e+01,1.102112861e+01,8.418801371e+01,1.253504628e+01,3.691652076e+01,1.580869388e-01
7.502542344e+01,7.187270976e+01,6.416619298e+01,7.732998589e+00,2.527026816e+00,1.503015692e+01,2.300158159e+01,3.957345114e+01,1.515276297e+01,2.105321215e+01,1.530161411e+01,7.972622611e+01,6.394570919e+01,8.371204335e+01,4.940556915e+01,3.192995542e+00,3.013880659e+00,4.986337104e+01,7.119851391e+01,4.750301638e+00,7.712429046e+01,8.605967154e+01,4.596101041e+01,3.374028807e+01,8.512619672e+00,5.984130524e+01,4.397889527e+01,2.360515441e+01,4.282447853e+01
4.391228007e+01,7.785982657e+00,3.443760738e+01,6.477567562e+01,9.099115015e+01,8.565850029e+01,8.887252937e+01,9.875306162e+01,3.011640891e+01,5.679895969e+01,7.668644596e+01,4.983956956e+01,6.688992808e+01,3.316827460e+01,2.833592889e+00,9.994041816e+01,9.331335405e+01,2.797401770e+01,7.174633031e+01,2.304718224e+00,6.678150875e+01,5.268831825e+01,5.533655548e+00,3.798290004e+01,4.737673377e+01,7.127091133e+01,5.174966922e+01,3.930319123e+01,8.352438281e+01
1.553012287e+01,8.222406127e+01,9.551322246e+01,9.992816761e+01,5.376720527e+00,5.004896739e+01,9.604782759e+01,4.585334848e+01,9.492647574e+01,9.216382893e+01,1.556666814e+01,1.508566323e+01,2.915893768e+01,2.607605157e+01,1.271666335e+01,8.012433415e+01,1.047962402e+01,7.026931758e+01,8.139166625e+00,3.221817077e+01,4.450022021e+01,1.966856398e+00,4.159468866e+01,2.102632957e+01,5.187512018e+01,3.661210874e+01,4.153408645e+00,8.925574148e+01,4.346872507e+01
3.251607925e+01,2.201479739e+01,7.752009606e+01,9.674027997e+01,5.436788338e+01,3.345944347e+01,7.239930943e+01,7.236063859e+01,3.683469879e+01,5.569277748e+01,8.974577346e+01,7.477648189e+01,2.878434366e+01,5.720110431e+01,1.389452418e+01,6.416905062e-01,7.906945292e+01,8.537145969e+01,9.254697907e-01,2.060296895e+01,8.553462059e+01,6.406335608e+01,9.054209812e+01,5.414526124e+01,4.618853981e+01,8.399563415e+01,2.293741677e+01,8.473109945e+00,3.518498238e+01
6.033432644e+01,4.780484676e+01,2.112619015e+01,3.095417355e+01,9.419991061e+01,2.756138455e+01,1.471945388e-01,2.680642288e+00,7.056036190e+01,1.729174467e+01,2.191394752e+01,2.659393163e+01,8.896854238e+01,3.243986888e+00,9.997554178e+01,1.015829620e+00,8.707450535e+01,2.219836015e+01,3.301079638e+01,9.210995077e+01,8.797822774e+01,8.740782107e+01,5.760963540e+01,5.460282517e+01,6.315394584e+01,6.877764701e+00,5.691069402e+01,1.354112809e+01,1.835930328e+01
9.913637671e+01,5.757704435e+01,1.825326670e+01,8.582093901e+01,7.536863897e+01,1.681230324e+01,2.432140131e+01,3.658198187e+01,5.013293961e+01,6.732512165e+01,3.123119360e+01,9.731154655e+01,5.054021309e+01,3.597650656e+01,8.723280294e+01,6.247755657e+01,1.397904755e+01,6.907085042e+01,2.804505492e+00,3.237193038e+01,4.839100605e+01,8.224819059e+01,2.325578194e+01,3.151117685e+01,8.134508163e+01,4.032829939e+01,3.703752594e+01,6.161196875e+01,2.228218989e+01
6.698822497e+01,2.095466730e+01,4.002472917e+01,3.354859034e+01,8.817302240e+01,7.463681216e+01,4.494928969e+00,2.826492713e-01,1.671045612e+01,4.538924616e+01,3.521407781e+01,1.801858684e+01,7.674470193e+01,9.335439423e+00,5.213521538e+01,7.458751839e+01,3.739644050e+01,2.279497115e+00,8.206075896e+01,9.969782773e+01,9.995632499e+01,9.076073301e+01,2.481653425e+01,8.158001529e+01,8.288855560e+01,1.275393623e+01,7.006591582e+01,4.609564288e+01,7.257753518e+01
2.847166616e+01,1.883715921e+01,4.082744996e+01,5.720658738e+01,3.375333271e+01,2.246282018e+01,4.293628816e+01,9.459413296e+01,2.265689397e+01,9.350030764e+01,3.944089985e+01,5.848739927e-02,1.335384388e-01,6.254319404e+01,7.079485362e+01,7.427699629e+01,9.641891472e+01,3.293863305e+01,7.236262787e+00,6.166205026e+01,1.519070894e+01,3.631045867e+01,7.605660953e+01,5.968572918e+01,2.966678561e+01,6.080360915e+01,1.835438555e+01,9.365561614e+01,4.261348573e+01
4.113083650e+01,6.134250871e+01,9.051425012e+00,6.347443607e+01,3.067223894e+01,5.456563705e+01,2.492790117e+01,2.580520860e+01,4.696572299e+01,8.016785302e+01,6.902898037e+01,9.906911073e+00,9.288112427e+01,7.012453061e+01,2.100368007e+01,6.234456254e+01,9.728942098e+01,6.757288437e+01,7.904129268e+01,7.902619383e+01,4.306144289e+01,8.868979743e+01,4.144597150e+01,2.925557221e+01,4.425175871e+01,2.979111173e+01,2.380358900e+01,1.571338176e+00,6.888839232e+01
1.347302537e+01,3.247367434e+01,8.705978778e+01,5.551136405e+01,1.472240615e+01,7.016113238e+01,5.087026633e+01,7.275206368e+01,2.218329017e+01,5.204777093e+01,9.478897508e+01,2.203303191e+01,5.009227815e+01,4.294212225e+01,5.100119468e+01,8.453798046e-01,5.950882926e+01,8.364928148e-01,1.316177264e+01,8.063963834e+01,4.212483957e+01,1.581257932e+01,4.233663139e+01,2.077041340e+01,5.289203580e+00,9.044474845e+01,1.654570961e+01,9.957372226e+01,8.662943782e+01
4.837452729e+01,8.234655582e+01,5.976079252e+01,8.392762559e+01,5.912696905e+00,2.501614299e+01,4.883606348e+01,2.522091944e+01,7.540908392e+01,4.805028294e+01,5.516289103e+01,7.946436168e+00,2.149949756e+00,6.457502448e+01,2.532024789e+01,5.242923151e+01,3.222489225e+01,3.445362223e+01,2.769510101e+01,8.055703388e+01,4.057826668e+01,4.121538893e+01,8.142116336e+01,9.969113867e+01,3.693941147e+01,1.695470097e+00,3.284403035e+01,8.218245640e+01,9.563407774e+01
5.407387253e+01,7.740810900e+01,7.704265928e+01,5.982704211e+01,2.837798586e+01,2.914896767e+01,9.217502144e+01,8.836596879e+01,2.798324291e+01,6.100772476e+01,5.818840084e+01,2.396497986e+01,9.037218502e+01,2.710530614e+01,9.324269650e+01,8.394469712e+01,9.899729488e+01,3.006090515e+01,9.740129982e+01,6.680507517e+01,6.196722368e+01,3.889660144e+00,1.537576760e+01,1.392829010e+01,5.257335176e+01,2.510156056e+01,5.148034755e+01,5.486345667e+01,6.024776662e+01
6.871262882e+01,7.317751858e+01,2.943654333e+01,4.278588064e+01,2.691888281e+01,6.584207292e+01,1.498432404e+00,5.930893768e+01,8.882143725e+01,3.332759726e+01,7.625573983e+01,4.265922885e+01,4.424146510e+00,4.016623213e+01,2.377081578e+01,8.883777828e+01,4.605718517e+01,5.968688908e+01,1.868472191e+01,7.704022208e+00,8.549440903e+01,6.088912544e+01,5.184317631e+01,4.582656603e+01,3.473254613e+01,7.734986378e+00,6.712588802e+01,6.102719434e+01,8.410143863e+01
4.335973226e+01,1.683418052e+01,6.580796207e+01,2.324972418e+01,2.934159765e+01,9.083123232e+01,3.962520182e+01,9.381350947e+01,4.356711005e+00,8.543658879e+01,1.584313392e+01,3.524754168e+01,3.331204469e+01,1.209433652e+01,6.204517680e+01,2.438645650e+01,6.462560572e+00,8.254165004e+01,6.923078978e+00,6.815882138e+01,2.203297129e+01,8.303098602e+01,3.394403193e+01,9.138283219e+01,7.561630384e+01,2.756516230e+01,6.818471304e+01,6.452809882e+01,7.747308342e+01
1.847207489e+01,9.878632764e+01,6.910371701e+01,1.878815202e+01,5.819369087e+01,4.262482638e+01,5.993962368e+01,9.942104548e+01,3.161499957e-01,4.384877932e+01,7.320466956e+01,8.886682624e+01,6.810292767e+01,7.142214218e+01,1.725087309e+01,1.789055444e+00,5.523680910e+01,2.291731640e+01,2.886576785e+01,7.195113910e+01,4.387156504e+01,2.619720302e+01,3.846590563e+01,6.499410475e+01,4.201633203e+00,3.443090852e+00,2.932952539e+01,1.036977681e+01,5.624935894e+01
7.884404581e+01,9.230601932e+01,9.524448410e+01,9.739614079e+01,9.030937457e+01,5.572861048e+01,8.724728189e+01,7.546194126e+01,1.929236131e+01,7.033791884e+01,6.862422129e+01,1.152345585e+01,7.212246425e+00,2.772234944e+00,5.514726068e+01,2.242443866e+00,7.330077594e+00,7.899905787e+01,8.476097413e+01,5.082777596e+01,9.230575001e+01,1.508834798e+01,2.070273698e+00,4.412596925e+01,4.985353946e+01,7.453874502e+01,7.336307791e+01,8.566363348e+01,8.525778941e+01
4.571402624e+01,9.492251871e+01,2.580244456e+01,5.257273957e+01,5.212546665e+01,5.890133085e+00,4.918366487e+01,1.320202373e+01,8.665050875e+01,3.780514993e+01,8.429171315e+01,5.005452266e+01,2.232472014e+01,9.787910883e+01,8.823585016e+00,6.337646381e+00,4.061411322e+01,3.200859077e+01,2.301972706e+01,3.446890245e+00,2.650447154e+01,1.055926297e+01,4.359678886e+01,1.524945241e+01,4.867551641e+01,5.843461745e+01,7.619027093e+01,2.796263804e+01,5.275000501e+01
4.947262736e+01,7.519349026e+01,7.532065701e+01,8.658704832e+01,8.753662243e+01,7.694285824e+01,4.816461023e+01,4.085361245e+01,7.424425585e+01,8.599373223e+01,5.880824740e+01,8.445324221e+01,8.909296875e+01,3.611642749e+01,7.273182657e+01,2.333666769e+01,5.960618225e+01,2.525621031e+01,5.064487061e+01,2.612935846e+01,1.956896643e+01,7.852745138e+01,4.441424608e+01,3.631444394e+01,9.459513334e+01,3.173737492e+01,3.782096208e+00,6.740011909e+01,7.559700386e+01
2.994478074e+01,7.595324133e+01,5.347405617e+01,7.657492714e+01,5.576096319e+01,7.544305971e+01,5.221862157e+01,5.031987761e+01,9.628891993e+01,7.930236701e+01,5.799042139e+01,3.623840782e+01,2.376864063e+01,4.770788696e+01,8.952688233e+01,2.858107643e+01,1.331027538e+01,9.967368455e+01,3.557773011e+01,7.095207660e+01,5.565029910e+01,2.665432926e+01,9.691808707e+01,7.933944238e+01,3.780800741e+01,5.551926212e+00,4.898956771e+01,8.157284240e+01,5.911146054e+00
6.026060659e+01,2.414160401e+01,6.902059280e+01,3.924231100e+01,4.398655950e+01,6.243176083e+01,8.806384585e+01,4.651790978e+01,4.575940067e+01,8.101604550e+01,6.245010222e+01,4.413194412e+01,8.953257470e+01,1.585737379e+01,2.690337039e+01,4.417727634e+01,9.375035042e+01,1.035962348e+01,6.467565582e+01,2.169126242e+01,2.702611296e+01,4.040173419e+01,2.407270691e+01,7.239494480e+01,2.798869344e+01,5.089302463e+01,9.766611792e+00,5.349236563e+01,4.135778992e+01
5.744988752e+01,8.307937142e+01,8.002535737e+01,4.367047783e+01,2.980388485e+01,4.450446109e+01,6.220786025e+01,7.451062195e+01,2.816069565e+01,3.263090933e+01,8.520135590e+01,9.811497151e+01,8.481488655e+01,2.116876921e+01,8.599673670e+01,3.862486338e+01,3.067788225e+01,1.966070392e+01,3.052500132e+01,9.297078424e+01,1.339626797e+01,6.029058514e+01,2.452175653e+01,1.231144929e+01,6.125682641e+01,4.104773248e+01,2.520757412e+01,4.649883756e+01,9.328206134e+01
4.144316585e+00,3.734898495e+01,1.788464040e+01,1.260624592e+01,2.457951701e+00,9.497739735e+01,6.203640796e+01,1.843495476e+00,1.981102412e+01,1.897319759e+01,8.936882554e+01,5.369616803e+01,9.776360086e+01,7.930258498e+01,4.484580605e+01,2.575305702e-01,6.203464567e+01,7.218080005e+01,5.018648051e+01,2.559064303e+00,9.015890184e+01,5.899019799e+01,5.555660333e+01,6.714416406e+01,5.980021786e+01,6.010268995e+01,7.913202481e+01,5.089583778e+01,3.557846422e+01
1.871111609e+01,2.375178983e+01,4.315891475e+01,2.075935550e+01,2.417806219e+01,5.034308728e+01,7.711935119e+01,4.551593752e+01,3.148197794e+01,2.922986558e+01,5.224740623e+01,7.403421523e+01,8.511957691e+01,5.239031491e+01,7.283881122e+01,9.395847813e+01,9.410816772e+01,2.397537592e+01,6.232416536e+01,1.868341170e+01,3.634415293e+01,5.481216714e+01,6.054524649e+01,6.910844284e+01,1.836554001e+00,3.090685824e+01,9.380434487e+01,6.399638601e+01,6.990660603e+01
3.003912778e+01,4.037284751e+00,5.988888496e+01,2.746077373e-01,3.246382688e+01,4.302232766e+01,6.490543153e+01,6.397135014e+01,2.191723074e+01,9.170481179e+01,3.406416255e+01,9.195742806e+01,5.244576377e+01,9.112977665e+01,8.166700067e+01,9.858417962e+00,7.894001672e+01,5.528534332e+01,5.901011525e+01,1.986440367e+01,1.693875312e+01,4.132868842e+01,7.421943153e+00,1.563469488e+01,4.392980181e+01,9.992087598e+01,3.019409511e+01,8.397887830e+01,9.872268530e+01
7.998400333e+01,6.268595298e+01,5.018269919e+01,9.716881178e+01,5.002729146e+01,7.313339142e+01,3.051277198e+01,6.458694118e+01,4.915562719e+01,2.898846009e+01,6.847120661e+01,2.746496166e+01,3.417856375e+01,3.076628801e+01,8.618765778e+01,8.036931823e+01,8.099537539e+00,2.275803899e+01,5.435999745e+01,8.594190019e+01,1.665268445e+01,9.609905657e+01,2.926234405e+01,3.060537957e+01,2.735075113e+01,7.117049705e+01,8.474168506e+01,2.938669931e+01,4.471029083e+00
4.530876216e+01,8.000655093e+01,4.253268244e+01,3.477757048e+01,8.151832582e+01,5.282339437e+01,7.083728099e+01,5.505981252e+01,1.972174948e+01,3.004947113e+01,3.353542246e+01,7.135051327e+01,1.960223037e+01,9.850915790e+01,7.436852267e+01,7.816149253e+01,3.076425565e+01,9.725296927e+01,6.351293486e+01,3.084224304e+01,6.228696921e+01,5.992262029e+01,1.990639488e+01,7.181594051e+01,3.897118732e+01,8.912365794e+01,8.148955923e+01,7.389665798e+01,2.698161021e+01
7.635765745e+01,4.914677943e+01,8.436631345e+01,1.591557983e+01,6.248825934e+01,2.612291819e+01,8.848336212e+01,3.333723451e+01,4.846211574e+01,9.459016403e+01,5.836928500e+01,2.043098306e+01,4.524019593e+01,9.819082109e+01,2.741213505e+01,6.283023970e+01,5.620434171e+01,1.717454784e+01,5.602130480e+01,5.379970704e+00,5.536788803e+01,4.812668983e+01,8.718962069e+01,5.910149997e+01,1.213721421e+01,9.323345257e+01,8.298620767e+01,8.354849998e+01,4.016087709e+01
1.851399511e+00,8.748358999e+01,2.673015508e+01,3.606055523e+01,3.836644677e+01,6.785839735e+01,7.336970167e+00,8.523763315e+01,8.674284777e+01,9.122177669e+01,8.047612496e+01,4.148492083e+01,8.209646707e+01,6.635044239e+01,8.692349821e+01,3.768170397e+01,2.344390853e+00,7.517415664e-01,7.454828954e+00,2.445959230e+01,9.381521482e+01,2.075414569e+01,9.045194126e+01,9.754538443e+01,3.577463253e+01,7.418015187e+01,7.240715506e+01,4.997296187e+01,2.791753504e+01
1.894138293e+01,8.957643405e+01,1.161777697e+01,7.304315844e+01,4.284027631e-02,6.553976096e+00,5.577029930e+01,2.545629094e+01,8.254842631e+01,8.223070159e+01,1.656144412e+01,7.563834134e+01,8.400455527e+01,8.622623635e+01,1.173556455e+01,1.274290246e+01,1.405205921e+01,9.802438099e+01,8.243127732e+01,7.646879508e+01,5.129132328e+01,5.510289235e+01,3.690083138e+01,3.355585729e+01,9.242042938e+01,1.260650728e+01,6.617373904e+01,1.817378270e+01,9.779162113e+01
3.198117561e+01,5.420430609e+01,2.517822428e+01,3.718189754e+01,9.874733097e+01,7.309850340e+01,2.705157046e+01,5.957026967e+01,7.794680472e+01,1.283743597e+01,8.719196531e+01,9.881827957e+01,1.416982414e+01,4.898292026e+01,2.271054637e+01,2.549820645e+01,5.730632981e+01,1.771197881e+01,9.447056642e+01,7.759025564e+01,8.756270383e+00,2.591215424e+01,1.168858922e+01,5.656135303e+00,1.337821721e+01,2.198947103e+01,8.398136835e+01,9.760921069e+01,8.590577375e+01
5.914589501e+01,5.217715542e+01,1.308864694e+01,1.665367323e+01,4.659628013e+01,8.292893251e+01,2.007123081e+01,6.802221713e+01,5.305070412e+01,8.523054104e+01,9.221003108e+01,7.867509288e+01,7.741223129e+01,9.711996323e+01,5.815011869e+01,2.351225368e+01,6.147726457e+00,2.531617368e+01,1.176331403e+00,7.553753287e+01,6.395288309e+01,8.493237705e+01,7.274428051e+01,3.409996395e+01,5.233901469e+01,3.579969858e+01,5.425073815e+00,3.174058493e+01,5.789036358e+01
2.691702462e+01,7.817021592e+01,8.079381033e+00,1.976850707e+01,7.902372777e+01,9.290786435e+01,2.931157538e-01,4.247313784e+00,5.476670464e+00,5.292482729e+01,7.799329139e+01,5.563741899e+01,8.276414988e+01,3.257929067e+01,4.898706523e+01,8.525381697e+01,8.889490315e+01,4.696878205e+01,2.348463268e+01,8.828936189e+01,7.468084745e+01,3.518295474e+01,2.714994989e+01,1.296624398e+01,7.733795666e+00,7.983467439e+01,9.725337461e+01,4.175042712e+01,3.182087353e+01
2.135280637e+01,3.792718622e+01,5.704705622e+01,5.079415657e+01,2.468382552e+01,5.695775157e+01,9.726237059e+01,5.165359361e+01,6.433826570e+01,5.124914616e+01,6.144691996e+01,7.982266905e+01,3.608595970e+01,1.618467628e+01,7.750724143e+01,7.991428228e+01,3.457934315e+01,3.913789058e+00,7.194558970e+01,9.796960342e+01,5.023696582e+01,7.717830934e+00,3.433503691e+01,9.387386755e+01,6.006948348e+00,9.768836220e+01,2.546483198e+01,2.883118937e+01,3.505071486e+01
6.057256845e+01,6.331943341e+01,4.796172055e+01,9.273548874e+01,1.494547356e+01,7.289355868e+01,4.945304796e+01,8.086034006e+01,9.098686691e+01,1.657064871e+01,6.203997033e+01,6.685620855e+01,5.148208880e+01,4.693388181e+01,1.149079292e+01,1.469863371e+01,8.385673047e+01,4.955591229e+01,4.770790972e+00,4.018042540e+01,3.526538667e+01,6.429795450e+01,8.025876274e+01,7.365081418e+00,5.994831644e+00,4.271495479e+01,3.362881695e+01,6.030635963e+01,1.610925288e+01
4.229301701e+00,6.885612043e+01,4.782224413e+01,7.226313899e+01,2.267730583e+01,1.044901130e+01,7.276065372e+01,8.942556190e+01,9.436042030e+01,1.587714067e+00,9.563021073e+01,3.714586937e+00,4.619313199e+01,8.314887255e+01,2.512822621e+01,6.649107256e+00,6.480295301e+01,7.001934648e+00,7.856687378e+01,7.525884249e+01,2.504693481e+01,3.712705038e+01,6.802201807e+01,1.128521266e+01,9.896764472e+01,7.929461245e+01,3.748726762e+01,6.007320248e+00,6.058830954e+01
7.857408059e+01,8.948021218e+01,7.688153227e+01,5.496587564e+01,8.005797988e+01,6.778842528e+01,6.861764417e+01,5.089086777e+01,6.249885919e+00,4.653421197e+01,1.175786114e+01,1.430030704e+01,1.887946879e+01,1.002145020e+01,3.053561651e+01,7.187364590e+01,2.791827030e+01,4.510949999e+01,4.334744811e-01,9.908262792e+01,4.507403148e+00,3.838934705e+01,1.246351418e+01,8.074522086e+01,8.410342040e+01,2.528737752e+01,9.997182357e+01,7.730824880e+01,4.649629754e+01
