v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68
7.418193795e+01,4.714059155e+01,1.966915839e+01,6.208937912e+01,4.536269686e+01,3.409422013e+01,5.982467540e+01,8.978535581e+01,6.781105344e+01,9.902868061e+01,3.304609456e+01,1.762218355e+01,2.141280585e+01,5.434076893e+00,1.488630648e+01,5.639388590e+01,9.072552183e+00,3.624099954e+01,5.088793420e+01,2.847329175e+00,8.192836355e+01,6.986035150e+01,6.093318278e+01,8.870879458e+01,9.746206601e+01,4.490979609e+01,4.511901494e+01,8.646240365e+01,4.185057189e+01,8.361697500e+01,2.470841697e+01,5.511477204e+00,8.898317700e+01,4.938771419e+01,5.410135585e+01,4.266252920e+01,8.054925887e+01,5.360358342e+01,1.050662733e+01,6.521373811e+01,7.511332533e+01,8.938189062e+01,2.232076503e+00,1.942387633e+01,4.266366410e+01,9.691454482e+01,8.622658090e+01,8.922000857e+01,2.945628619e+01,6.156386457e+01,3.729938311e+01,8.740869563e+01,7.706176689e-01,6.859452614e+01,3.916315535e+01,4.596041472e+01,8.859273826e+01,2.787519547e+01,1.452744188e+01,5.239571826e+01,1.122799006e+01,9.125204112e+01,3.400343297e+01,8.372568964e+01,5.271518276e+01,9.667902806e+01,7.245868766e+00,2.641751291e+01
1.123273459e+01,2.784612352e+01,8.634649132e+01,4.884270881e+01,9.308823001e+01,4.607857001e+01,5.682710061e+01,7.951728312e+01,1.219350342e+01,1.697470510e+01,8.179212989e+01,3.951435836e+01,2.046774070e+01,9.749537206e+01,7.162607994e+01,8.766430569e+01,2.441322983e+01,1.381564691e+01,1.046427216e+01,6.696948267e+01,4.390506263e+01,9.132848150e+01,3.142323091e+01,3.597246039e+01,3.966285244e+00,3.271754724e+01,8.176629497e+01,6.269506147e+01,8.339371433e+01,7.111375207e+01,8.387795635e+01,5.225881969e+01,6.680354425e+01,8.337640916e+01,7.971955528e+01,9.770789629e+01,8.805474202e+01,3.082511188e+00,8.674133169e+01,1.209086603e+01,3.559117790e+00,7.936458330e+01,4.558387996e+00,3.704665694e+01,8.284053837e+00,5.228112569e+01,3.842651435e+01,1.030324494e+01,7.310740249e+01,4.579426888e+01,7.520921686e+01,1.760383617e+01,8.224002470e+01,4.478123560e+01,6.116520350e+01,2.690296801e+01,3.846857154e+01,5.000794113e+01,7.884418577e-01,7.107413226e+01,6.127191324e+01,2.081016841e+01,7.684124433e+01,5.802911341e+01,4.171105818e+01,9.275666470e+00,4.336948976e+01,4.718827915e+00
5.285797498e+01,2.570711677e+01,4.307769105e+01,3.162222997e+01,5.623541300e+01,7.889418100e+01,2.929570336e+01,2.920392183e+01,8.133758851e+01,7.660487852e+01,3.625047134e+01,3.208991391e+00,9.452814577e+01,4.823130957e+01,1.251978393e+00,7.853805477e+01,4.273958070e+01,3.040805797e+01,6.361241388e+01,8.533975809e+01,5.804996664e+01,8.867833904e+01,9.067627466e+01,7.948021688e+01,8.442409204e+00,4.564330317e+01,9.086294290e+01,7.226641545e+01,2.138407360e+01,3.320944518e+01,1.752315827e+01,7.528011584e+01,9.873798832e+01,4.289677168e+00,2.411385700e+01,5.735813850e+01,4.446173756e+01,9.080053934e+01,8.472597897e+01,6.223098549e+01,6.666378366e+00,8.965165873e+01,8.092455119e+01,1.387829973e+01,4.123612648e+00,2.241513508e+01,8.257161394e+01,6.198688157e+01,7.143668406e+01,8.048606847e+01,3.711797373e+01,2.260961394e+01,7.131655627e+01,5.810413735e+01,4.169268252e+01,8.493932814e+01,1.131254487e+00,1.177885060e+01,3.616923013e+01,2.559193951e+01,6.312904449e+01,8.242306128e+01,6.581513175e+01,4.907142051e+01,2.986560385e+00,4.609987654e+01,9.781891288e+01,2.244316836e+01
7.960257282e+01,6.564527756e+01,1.920881044e+01,8.357601039e+01,1.941723305e+01,7.562552139e+01,4.031657047e+01,2.877773191e+01,3.485240396e+01,6.643270148e+01,6.056210594e+01,9.858991820e+01,9.978165449e+01,8.231531930e+01,8.506276716e+01,9.702317710e+01,6.200805375e+01,5.182911995e+01,1.226101528e+01,3.116001749e+01,7.572857681e+00,8.921273170e+01,9.561686461e+01,5.094818542e+01,9.708987540e+00,3.446258530e+01,6.991556843e+01,7.058268890e+01,7.762150666e+01,5.687191050e+01,4.471611978e+01,5.425362807e+01,7.155363903e+01,5.101035905e+00,3.675791494e+01,1.886890264e+01,9.509471365e+00,6.202006197e+01,1.879763004e+01,3.688423166e+00,8.288605530e+01,6.011336308e+01,2.185612044e+01,8.999721930e+01,2.324244996e+01,1.874505758e+01,6.579011086e+01,8.880721527e+01,3.983014867e+01,5.483849920e+01,9.769720924e+01,6.747927112e+01,8.737783331e+01,5.886043335e+01,3.693207300e+01,8.335674090e+01,2.157472343e+01,4.380234864e+01,3.377094267e+01,6.930238601e+01,4.936886896e+01,3.323039821e+00,5.526872947e+01,6.265746917e+01,8.081336978e+01,8.553466916e+01,9.006386886e+01,5.278856914e+01
3.447615409e+01,3.357279160e+01,3.258293759e+01,1.785044657e+00,4.562016437e+01,6.855131983e+01,3.873966305e+01,1.633112504e+01,6.210466666e+00,1.674425201e+01,9.156547977e+01,8.867578707e+01,7.242992583e+01,9.751840516e+01,1.236884057e+01,5.227132578e+01,2.736840875e+01,1.822675830e+01,4.605362437e+01,8.554228813e+01,6.898335845e+01,1.926976110e+01,8.120398431e+01,6.316170388e+01,8.373687620e+01,4.118930715e+01,9.551961684e+01,7.271461937e+01,5.624334057e+01,1.166615260e+01,7.871123320e+01,3.503648483e+01,6.570048970e+01,1.179330160e+01,4.805830792e+01,4.898547105e+00,2.292519339e+01,5.610168086e+01,1.795333334e+01,2.954287475e+00,9.393964111e+01,2.444190832e+01,8.650800651e+00,5.951992673e+01,8.483009332e+01,2.638851126e+01,4.008650610e+01,3.762875605e+01,2.011727565e+01,8.056618033e+01,7.892254896e+01,2.963433525e+01,6.060785681e+01,5.973202043e+01,1.316663626e+01,9.569520504e+01,3.571202972e+01,3.360438435e+01,9.607248883e+01,2.167727525e+01,8.139046650e+01,4.196463031e+01,7.611747928e+01,1.498550274e+01,4.848845566e+01,9.727582123e+00,6.196704895e+01,9.147593895e+01
2.360863485e+01,9.589384864e+01,6.090932798e+01,9.249171711e+01,3.926534686e+01,9.708451610e+01,3.423218154e+01,2.887569077e+01,6.041401541e+01,3.135664303e+01,5.108298891e+01,3.492278402e+00,7.388667835e+01,7.794469450e+01,9.393994743e+01,3.259195757e+01,1.310338038e+01,5.168735870e+01,7.891154055e+01,6.479813936e+01,1.983974037e+01,4.777454290e+01,5.721064165e+01,3.479180381e+01,3.875791237e+01,4.783041000e+01,9.281081087e+01,4.830730442e+01,9.583450177e+01,9.369391850e+01,5.924515351e+01,2.135591402e+01,5.137512969e+01,5.210708874e+01,6.656999037e+01,9.768858318e+01,5.575457051e+01,7.373946466e+01,5.347169165e+01,3.714637565e+01,9.259393817e+01,5.823356759e+01,7.817558836e+01,8.832593363e+01,4.400259784e+01,3.221978670e+01,8.112788482e+01,6.165074278e+01,6.841430573e+01,9.729251610e+01,2.538626226e+01,8.342009201e+01,3.545383780e+01,7.982082572e+01,7.305544068e+01,1.468837627e+01,5.537805332e+00,8.193462660e+01,5.684686803e+01,6.031608297e+01,5.911523956e+01,2.595570441e+00,3.405720462e+00,6.777690513e+01,7.906674294e+01,1.708717165e+01,4.992756127e+01,1.989148010e+01
1.481942815e+01,7.289579899e+01,4.700417451e+01,3.567072528e+01,4.893652690e+00,9.048359458e+01,5.732191755e+01,5.554931234e+01,3.690738320e+01,5.277545322e+01,3.094747010e+01,2.112694194e+01,8.395171806e+01,3.179009471e+01,7.347391383e+01,5.787767882e+01,3.953321940e+01,3.079221958e+01,4.204155087e+01,3.201094277e+01,4.654160236e+01,5.164875951e+01,6.929117005e+01,5.298632146e+01,9.228375712e+01,6.535702801e+01,5.369519913e+01,1.228829382e+00,4.638973448e+01,8.104585242e+01,1.389285593e+01,5.286756262e+01,8.510584671e+01,2.867300140e+01,7.051265899e+00,1.908095536e+01,7.663091173e+01,2.565857430e+01,7.054136399e+01,3.977834270e+00,5.140335875e+01,4.777001563e+01,9.395940837e+01,6.588055401e+00,6.869555702e+01,6.323255227e+01,1.371245257e+01,3.586942622e+01,7.788296428e+01,8.829186639e+01,1.292570061e+01,5.141282065e+01,9.172745317e+01,8.277125208e+01,9.807532833e+01,7.122921522e+00,5.241898897e+01,1.201966431e+01,8.535607910e+01,1.016928823e+01,7.202338112e+01,5.426106342e+01,3.679436616e+01,9.894290238e+01,3.016683838e+01,2.708026653e+01,5.947668722e+01,2.742342845e+01
6.704698990e+00,4.837285533e+01,6.376790126e+01,9.561800233e+01,1.693978222e+01,6.672965979e+01,7.048979807e+01,3.349994645e+01,6.109766409e+01,3.265281297e+01,8.971002324e+01,2.077259351e+01,7.511408635e+01,9.844817599e+01,8.634561499e+00,9.216895555e+00,1.240359367e+01,5.241872861e+01,9.415450571e+00,9.072678828e+01,3.304079656e+01,3.088116778e+01,3.229431373e+01,3.614929879e+01,5.354750737e+01,8.718982549e+01,4.847290032e+01,1.292459046e+01,7.904915668e+00,4.538090768e+01,8.425562276e+01,3.906846935e+01,8.607973524e+01,7.124927310e+01,8.820569457e+01,1.354023828e+01,5.436524567e+01,3.675040616e+01,2.071534147e+01,8.252661303e+01,8.195696193e+01,3.230669286e+01,8.528603341e+01,3.477057478e+00,1.165612185e+01,9.860372504e+01,1.718646229e+01,5.492969340e+01,4.291437335e+01,9.644499265e+01,5.647406564e+01,4.960846616e+01,7.983230293e+01,1.593007064e+01,2.387519188e+01,5.420237630e+01,4.795140166e+01,4.621740349e+01,5.459049428e+00,5.019428863e+01,9.852788286e+01,4.122894675e+01,2.125278810e+01,4.544437819e+01,1.085997604e+00,5.184246585e+01,7.944399671e+01,2.088077573e+00
9.400884211e+01,7.268579512e+01,4.146269913e+00,6.054634048e+01,7.018431639e+01,8.919471922e+01,1.066385206e+01,2.888064967e-02,3.309216883e+00,9.814866463e+01,4.853088299e+01,5.010333530e+01,5.999469832e+01,8.969936892e+01,6.097103359e+01,3.946348486e+01,3.898981675e+01,7.845694785e+01,2.165180900e+01,9.675425901e+01,3.028727833e+01,6.200358332e+01,5.832696491e+01,8.944987597e+00,7.044182355e+01,8.474764989e+01,6.076303260e+01,5.294506328e+01,4.667219393e+01,3.166292948e+01,7.715421011e+00,2.801876826e+01,2.409631126e+01,6.244629870e+01,8.730454057e+01,6.366130746e+01,7.792414342e+01,2.558311358e+00,7.861999617e+01,4.995290639e+01,6.789735476e+01,8.800559996e+00,7.325901741e+01,8.970804233e+01,6.640512443e+01,4.265750905e+01,6.650910217e+01,6.523918641e+01,3.203733874e+01,9.810114363e+01,7.762495676e+00,2.062060152e+01,2.359496947e+01,7.205510300e+00,6.798593397e+01,5.268775285e+01,9.955972562e+01,2.050778748e+01,5.156495032e+01,1.515693510e+00,2.880600147e+01,3.609048463e+01,8.981105334e+01,7.432168727e+01,2.403707398e+01,4.397794304e+01,3.995015527e+01,9.211939172e+01
3.025843911e+01,1.113465870e+01,6.052056564e+01,7.547019136e+01,2.056292138e+01,4.745092713e+01,2.950907654e+01,5.949006896e+00,3.132578582e+01,8.193145600e+01,6.643485449e+01,5.452924907e+01,7.529386851e+01,4.666029234e+01,7.959407686e+01,2.075358985e+01,7.927062908e+00,6.509639449e+01,7.990033677e+01,4.481219971e+01,8.100488721e+01,5.838640391e+01,1.059276824e+01,5.118035096e+01,5.723593222e+01,7.434121813e+01,8.234592021e+01,1.969700266e+01,5.762525107e+01,2.891757693e-01,2.199878457e+01,2.574251745e+00,9.473525453e+01,4.532061782e+01,2.060259148e+01,6.824610026e+01,3.582367698e+01,6.527362680e+01,8.247127832e+01,9.881731553e+01,5.231680754e+01,3.425790307e+01,1.412265905e+01,3.378259557e+01,5.951107051e+01,9.873667747e+01,7.725160826e+01,9.871951812e-02,5.819072944e+01,3.212776563e+01,3.536068031e+01,7.506950844e+00,1.223636380e+00,4.728074971e+01,3.140630879e+01,3.019991435e+01,8.827184712e+01,4.250581300e+01,8.515655617e+01,9.789043831e+01,3.559923571e-01,1.151077491e+01,7.272246651e+01,1.707656115e+01,9.423234345e+01,3.087619189e+01,4.400156583e+01,3.168252793e+01
3.483946812e+01,4.539968203e+01,7.284522076e+01,7.438159637e+01,9.103523096e+01,8.681055626e+01,9.890931191e+01,6.141899444e+01,6.061080799e+01,8.512987928e+01,3.498861987e+01,3.401840109e+01,7.582255157e+01,9.189530356e+01,7.263953723e+01,7.404092054e+00,4.470740211e+01,9.783787536e+01,6.383606789e+01,6.720694224e+01,5.984249726e+01,7.325863489e+01,9.740290841e+01,5.395602629e+01,1.478344634e+01,3.813209879e+01,5.784952168e-01,7.508115977e+00,3.753239691e+01,3.249700484e+01,2.566330346e+01,9.871959315e+00,2.233066341e+01,2.206221480e+01,9.991762754e+01,7.369489381e+01,2.454636067e+01,9.106843332e+01,9.103971429e+01,1.413311840e+01,7.309143983e+01,8.533096312e+01,3.366323709e+01,2.555627990e+01,3.683740370e+01,9.902617469e+01,7.618056777e+01,2.061912545e+01,9.986335413e+01,5.108902920e+01,1.568425483e+01,2.186319004e+01,8.703917920e+01,3.306288980e+01,7.139166094e+01,4.154334135e+01,3.816277353e+01,4.037407998e+01,2.975827333e+01,3.999816241e+01,2.811836613e+01,9.498780632e+01,9.067118539e+01,7.989286261e+01,4.918242094e+01,2.859925698e+01,4.845669991e+00,8.922928049e+01
7.813492209e+01,7.312353949e+01,4.986332774e+01,4.626318288e+01,7.954775386e+01,6.273008347e+01,2.738858533e+01,9.238392919e+00,2.753488777e+01,4.054541772e+01,9.753786874e+01,4.812840371e+01,3.829119516e+01,9.878629389e+01,8.931351834e+01,5.241985282e+01,7.441125981e+01,2.419691785e+01,1.680355865e+01,7.415180187e+01,1.834885282e+01,9.032268566e+01,2.154702858e+01,4.271725167e+01,4.481778871e+01,5.927103829e+01,6.205355873e+01,1.396443005e+01,6.446026432e+00,5.400285257e+01,5.955601638e+01,7.266259357e+01,6.656538732e+00,8.916392915e+01,5.074315147e+01,2.720272293e+01,4.630434363e+01,6.421408261e+01,2.223933794e+01,3.786165884e+01,3.770627958e+01,3.388530542e+01,7.777964468e+01,2.092970487e+01,5.425261242e+01,3.977774155e+01,8.994966252e+01,9.954491869e+01,3.967495253e+01,2.239375431e+01,2.090669925e+01,2.957871876e+01,6.605778232e+01,9.182800381e+01,5.415956438e+01,3.034136306e+01,6.138866826e+01,9.950775098e+01,7.495080339e+01,7.000647184e+01,9.494369038e+01,1.732718785e+01,1.313632008e+01,5.560589105e+01,5.484475046e+01,5.522268474e+01,8.796515692e+01,3.539923615e+01
4.629287426e+01,7.643524283e+01,2.447076550e+01,5.139007519e+01,7.861347464e+01,5.814360414e+01,2.432537477e+01,5.915376509e+01,7.333885981e+01,8.276930514e+00,4.468614690e+01,8.379033452e+01,3.539579319e+01,8.083323094e+01,6.119752376e+01,5.455473908e+01,1.167057546e+01,5.038107535e+01,3.866547716e+01,1.794489323e+01,5.689009761e+01,1.744044828e+01,7.241454384e+01,1.534760197e+01,4.780406556e+01,1.868796233e+01,7.779537544e+01,3.316661734e+01,8.931478064e+01,2.601323873e+01,1.894635433e+01,4.872679817e+01,8.401435282e+01,7.264246813e+01,1.697198258e+01,7.222370385e+00,9.209631476e+00,9.431307363e+01,2.475708697e+00,9.953870935e+01,2.889812234e+01,1.902945465e+01,4.731039679e+01,4.035084670e+01,2.289646006e+01,5.820174517e+01,8.973320183e+01,9.099647527e+01,6.535436184e+01,8.359276097e+01,2.188442135e+01,3.857485382e+01,3.890183962e+00,9.111522391e+01,5.104090544e+01,7.611850944e+01,3.217452865e+01,9.992206683e+01,7.677642756e+01,2.442835825e+01,6.801584705e+01,1.703149261e+01,2.755744541e+01,4.531827190e+01,7.511726533e+01,8.701775776e+01,2.161971575e+01,1.433428873e+01
8.845690302e+01,9.845985015e+01,9.959166829e+01,8.116461218e+01,5.974322801e+01,1.167167002e+00,6.555218604e+01,3.729043610e+01,7.916734420e+01,9.747961221e+01,5.053455833e+01,4.223826026e+01,1.024466208e+01,1.167553072e+01,2.426014758e+01,6.371073506e+01,3.471293777e+01,6.480541441e+01,9.391289363e+01,9.945447500e+01,1.473782217e+01,1.045981666e+01,7.147038843e+01,3.264024923e+01,3.241246794e+01,4.827526031e+01,9.851290722e+01,9.388949630e+01,6.356364781e+01,5.658153272e+01,8.158316849e+01,5.250331647e+01,5.641432315e+01,9.969099844e+01,3.680525680e+01,6.245614722e+01,2.050223689e+01,9.713907453e+00,9.986994134e+01,2.737672087e+01,9.921963791e+01,9.181473346e+01,5.426602921e+01,3.733550581e+01,7.528360761e+01,3.132513446e+01,7.642145430e+01,1.815151127e+01,6.744201296e+01,3.164571522e+01,8.696130190e+01,8.369741506e+01,6.171440518e+01,5.007828428e+01,4.020316245e+01,7.799320101e+01,6.111566008e+01,5.679198774e+01,2.236264190e+01,7.042943015e+01,9.546564823e+01,5.576030496e+01,6.307773058e+01,9.164147365e+01,3.424859375e+00,3.276061301e+01,4.735628116e+01,8.345264540e+01
9.410982146e+00,7.013863507e+01,2.476080323e+01,5.724815743e+01,5.810797613e+01,9.649843887e+01,1.048797173e+01,7.818061569e+01,4.595404204e+01,8.889352819e+01,4.031993189e+00,5.130798156e+01,8.159671437e+01,9.198631213e+01,9.193777375e+01,5.101248530e+01,9.562026190e+01,7.284196103e+01,9.789371293e+01,9.333403809e+01,1.554362769e+01,6.836927434e+01,4.358101608e+01,7.870651931e+01,2.723828446e+01,1.079653079e+01,9.273667728e+01,6.098840091e+00,9.196030245e+01,1.704419687e+01,5.497816303e+01,9.510563074e+01,8.771738543e+01,9.082966800e+01,7.359094551e+01,7.773106925e+01,3.478862306e+01,4.163263837e+00,7.347728965e+01,3.723577105e+01,4.096463375e+01,1.718665641e+01,2.631134235e+01,4.558738561e+01,5.676243669e+01,9.384943583e+01,8.549529588e+01,5.320611886e+01,6.374882926e+01,1.625207735e+01,6.937041427e+01,2.823727628e+01,5.250838181e+01,4.933558466e+01,6.501292179e+01,7.949120391e+01,8.014405597e+01,8.808917245e+01,2.152610866e+01,5.109166740e+01,4.748655982e+01,6.246366263e+00,2.320228698e+01,4.393589666e+01,2.522626283e+00,9.120757055e+01,6.056032390e+01,8.623589876e+01
1.347814111e+01,2.517470433e+01,8.559838633e+01,8.362411411e+01,7.215537316e+01,5.154262873e+01,8.034984397e+01,8.718941836e+01,8.560499070e+01,6.286738196e+01,8.844213528e+01,7.925811393e+01,3.792893445e+01,8.156280918e+01,1.930598954e+00,5.745847772e+01,2.218234365e+01,4.545984635e+01,7.046211943e+01,7.391709154e+01,1.385051415e+01,6.060480928e+01,1.304188960e+01,6.252206063e+01,7.467230069e+01,8.270085673e+01,7.228124663e+00,3.532814245e+01,9.189248748e+01,4.585194671e+00,2.927897913e+00,6.075233628e+00,6.504280967e+01,5.431516282e+01,9.383259871e+01,1.163659878e-01,5.257458378e+01,2.783854001e+01,5.914538226e+01,6.024447129e+00,6.240810934e+01,2.615775701e+00,3.311710205e+01,2.569063049e+01,4.554980183e+01,7.753656369e+01,9.302697473e+01,1.626235001e+01,3.483369959e+00,3.340605817e+01,8.901163031e+01,7.042602995e+01,3.604910890e+01,7.519902803e+01,4.175893322e+01,5.715087050e+01,7.105236611e+01,4.566203816e+01,3.551206684e+01,6.104302743e+01,7.325571444e+01,1.913905355e+01,8.872504612e+01,8.991229882e+01,5.703273785e+01,2.586687996e+01,1.167661514e+01,4.533799515e+01
8.934370813e+01,9.898869159e+01,9.532684864e+01,7.275206613e+01,3.609937466e+01,3.903568329e+01,5.724231224e+01,4.836820607e+00,3.003569920e+01,4.526146799e+01,4.973320982e+00,7.496054307e+01,6.633642475e+01,4.261047003e+01,1.799813221e+01,5.328912207e+01,8.847394390e+01,8.809390046e+00,4.242090542e+01,4.673338998e+01,6.435228739e+01,4.468038836e+01,6.614236248e+01,2.591574958e+01,9.626723160e+01,2.900225765e+01,9.849610139e+01,4.786828692e-01,7.273687301e+01,1.201969285e+01,8.034947273e+00,2.105237659e+01,2.782092198e+01,9.853662288e+01,4.605289643e+01,8.962111299e+01,1.484534085e+01,4.310065179e+01,6.428301926e+01,3.126204726e+01,5.871110094e+01,7.528233290e+01,7.498091062e+01,2.166484678e+01,6.894565811e+00,3.446040951e+01,7.622918992e+01,5.121993646e+01,6.498705133e+01,2.042943441e+01,2.142821711e+01,9.304410202e+01,7.697994743e+01,9.534204531e+01,4.334044784e+00,2.479425495e+00,7.817376627e+01,7.841141908e-01,9.242548354e+01,9.472205884e+01,5.161382568e+01,3.042243774e+01,2.041064924e+01,1.637288184e+01,6.646842355e+01,3.565633833e+01,7.565271521e+01,1.298685541e+01
6.019591376e+01,4.595913946e+00,7.429320595e+01,6.693273404e+01,4.737683183e+01,2.468062726e+01,6.748381337e+01,6.362596434e+01,4.354495588e+01,6.416596617e+01,6.798188525e+01,2.273559833e-01,8.813148541e+01,8.577479943e+01,7.542223360e+01,8.011990506e+01,4.115121477e+01,6.285697936e+01,1.912552458e+01,3.507646800e+01,8.903265926e+00,1.429051260e+01,5.850952199e+01,3.910964819e+01,6.156487638e+01,9.856612433e+01,4.230710438e+01,9.538932303e+01,7.081767050e+01,2.376082547e+01,5.865442718e+01,8.450040484e+01,8.757159921e+01,5.571727825e+00,5.319596328e+01,6.598706666e+01,9.169109490e+01,3.639979962e+01,8.057161592e+01,2.626404478e+01,7.975490656e+01,2.966987048e+01,1.875462930e+01,5.537791330e+01,2.545772333e+01,3.813981587e+01,1.619338965e+01,2.015694045e+01,2.544754749e+01,5.304186095e+01,1.009264733e+00,3.910346654e+01,8.119619622e+01,9.639241989e+01,4.713598811e+01,5.847789739e+01,1.769871712e+01,6.027601751e+01,6.522361743e+01,6.571021552e+01,4.773783792e+01,5.691377859e+01,9.274631680e+01,4.103034963e+01,7.839408087e+01,1.988296371e+01,1.896006320e+01,1.383519846e+01
7.496753415e+00,1.556043835e+01,7.043211585e+01,7.146702294e+01,2.204861089e+01,1.287848471e+01,8.216034328e+01,3.091500002e+00,6.420442227e+01,5.490694162e+01,3.111438724e+01,5.334203467e+01,6.710273031e+01,1.863308823e+01,6.937268015e+00,8.685308248e+01,5.230186012e+01,7.053470973e+01,4.055030110e+00,9.778100475e+00,6.350546176e+01,6.695362753e+00,6.526511724e+01,2.377501945e+01,9.994867378e+01,1.848859069e+01,5.863428987e+01,1.676656041e+01,2.423734324e+01,8.452956969e+01,3.312916693e+01,3.582848678e+01,1.421154780e+01,1.923541031e+01,5.118699350e+01,8.386495647e+01,8.454323646e+01,5.584133125e+00,5.828054024e+00,9.577992594e+01,5.285008545e+01,2.005463880e+01,8.007106291e+01,5.769419409e+01,8.992378420e+01,7.823878788e+01,8.395597324e+01,1.460416526e+00,9.633428468e-01,5.279610970e+00,9.847760227e+01,8.792816795e+00,3.129771143e+01,9.489918434e+01,3.186680934e+01,1.649118839e+01,9.411632648e+01,3.354730036e+01,5.331723453e+01,1.623213478e+01,4.160652441e+01,1.846362742e+01,4.086688486e+01,3.611619164e+01,1.419957104e+01,1.755328217e+01,3.564769691e+01,7.980632083e+01
1.769129618e+01,5.079143864e+01,4.148434833e+01,5.872898463e+01,3.559752449e+01,1.138740610e+01,3.346014725e+01,6.516225784e+01,7.671974751e+01,3.658404960e+01,6.331720628e+01,4.824384292e+01,9.880322330e+01,8.704976277e+01,4.273131396e+01,2.455541249e+01,7.339587718e+01,9.196716900e+01,4.329837160e+01,3.962742109e+01,1.795870003e+01,1.857125278e+01,2.784434637e+01,4.966160513e+00,4.262927540e+01,3.420048768e+01,5.199803359e+01,7.614385542e+01,6.556357267e+01,8.019490972e+01,1.753654707e+00,5.440048574e+01,4.991832007e+01,2.697168236e+00,9.857365707e+01,2.511227758e+01,2.648690364e+01,6.848528574e+01,9.874407241e+01,5.915774593e+01,4.423209190e+00,2.096044655e+01,9.970495883e+00,9.075353231e+01,2.769164733e+01,7.684172850e+01,2.840732373e+01,6.793852302e+01,3.523389161e+01,4.791490603e+01,5.330672823e+01,1.374296001e+01,8.786951580e+00,4.126652049e+00,6.372347848e+01,2.791943439e+01,7.749722698e+01,1.308992479e+01,1.608703224e+01,3.771600851e+01,5.943316084e+01,6.421581094e+01,9.519112316e+01,5.550686953e+00,7.845114186e+01,4.107576589e+01,8.830665274e+01,8.955740619e+00
6.275238493e+01,7.806629042e+01,7.655386004e+01,2.469580456e+01,1.419113180e+01,4.779978124e+01,1.525434742e+01,3.673818917e+01,7.878893622e+01,3.205974108e+01,4.433940587e+01,8.546282136e+01,1.254217812e+01,4.390156663e+01,7.678742442e+01,1.262913319e+01,8.151826356e+00,2.140239406e+01,4.860120140e+01,4.295498148e+01,7.942571989e+01,5.288625112e+01,9.630435827e+01,4.567100293e+01,7.581579318e+01,2.610874705e+01,4.543989653e+01,3.093215122e+01,8.027321426e+01,9.642773517e+01,7.647840666e+01,8.605500776e+01,8.598903914e+01,8.546772764e+01,2.970128022e+01,1.655837112e+01,3.505244077e+01,6.827205735e+01,8.369297982e+01,3.234606886e+01,2.794515044e+01,2.043781156e+01,3.530367235e+01,5.331249282e+01,6.682914641e+01,7.929535231e+01,1.304754292e+01,6.700763705e+01,9.426721578e+01,3.697316215e+01,5.492525892e+01,7.058690817e+01,3.777749077e+01,9.079832822e+01,7.249694226e+01,6.103018350e+01,5.835765124e+01,3.575080808e+01,7.256558747e+01,7.350763447e+01,6.854349776e+01,8.315098182e+01,1.447853503e+01,2.641051971e+01,2.067804404e+01,5.197254716e+01,9.611259448e+01,3.367541531e+00
9.191131663e+01,3.050993337e+01,7.166807183e+01,2.109854844e+00,5.022284736e+01,9.712218472e+01,5.445460666e+01,4.513066968e+01,8.304770548e+01,7.998911034e+00,1.623865159e+01,5.532718100e+01,8.538577662e+01,3.421604092e+01,2.236939578e+01,4.829339127e+01,8.757062799e+01,9.232372727e+01,5.049057999e+01,5.357278098e+01,9.413857307e+01,1.828719692e+01,6.627022286e+01,6.542222701e+01,8.864251997e+01,6.560745275e+01,2.391581139e+01,8.732244176e+01,8.500801138e+01,3.897430354e+01,3.582923753e+01,1.533223259e+01,9.659985017e+01,5.244887478e+01,2.405384145e+01,7.241839728e+01,7.478324118e+01,3.985967899e+01,4.282959700e+01,8.083375972e+01,8.092361837e+01,7.669165907e+01,8.417107176e+01,7.928154235e+01,9.136067599e+01,8.137327499e+00,7.172692125e+01,8.725183170e+01,6.980074201e+01,5.876749187e+00,6.226322638e+01,6.498873063e+01,1.323397833e+01,9.299087482e+01,6.056555112e+01,7.910535144e+01,9.190387581e+01,3.915069563e+01,2.610874098e+01,6.404575620e+01,2.904852968e+01,9.345109537e+01,8.753741655e+01,8.631643319e+00,8.860021669e+01,4.925344926e+01,2.850479586e+01,7.891156114e+01
