v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59
2.332670430e+01,2.435304240e+01,8.477375085e+01,8.384196672e+01,1.112164124e+01,6.282473163e+00,5.951114489e+01,7.638968930e+00,4.205285067e+01,6.592156309e+01,2.582118388e+01,1.406189665e+01,9.160337712e+01,4.927611986e+01,4.931496870e+01,4.298545905e+01,2.550595122e+01,5.282034330e+01,5.588374167e+01,8.657066062e+01,8.316974061e+01,4.471542760e+01,1.337574643e+01,8.751155813e+01,5.113057903e+01,3.484112917e+01,3.120203081e+01,2.759298956e+01,8.188495166e+01,9.095952942e+01,5.341735667e+01,1.150891867e+01,6.725190992e+01,1.661981115e+01,2.839657817e+01,6.280444695e+01,5.165462823e+01,5.125003642e+01,9.587315904e+01,2.458723718e+01,6.115505722e+01,3.506742319e+01,4.151809580e+01,2.314890020e+01,7.398101267e+01,1.506916741e+01,3.889670359e+01,6.135014626e+01,4.059887482e+01,4.933072363e+01,5.309168410e+01,2.699059751e+01,6.927164924e+01,2.000175766e+00,9.747402638e+00,6.064053597e+00,3.393524165e+01,6.705522895e+01,6.633464738e+01
6.039584554e+01,8.078404089e+01,1.163725860e+00,1.458652329e+01,8.605054722e+01,1.861161731e+01,8.616548794e+01,3.878864713e+01,7.432483552e+01,9.937038708e+01,8.320525321e+01,8.233209039e+01,7.672254544e+01,5.219950362e+01,4.222458905e+00,7.774192321e+01,3.720695460e+01,8.715318563e+00,2.550717938e+01,8.008227836e+01,1.642089836e+01,2.671041542e+01,5.929627725e+01,6.826952086e+01,2.683090686e-01,4.075790011e+01,6.346032379e+01,5.228612366e+01,4.306624209e+01,3.531507514e+01,9.858506289e+01,5.384757639e+01,5.758154962e+01,4.805659531e+01,9.587049352e+01,1.270057234e+01,1.141165765e+00,9.645543815e+00,4.368210589e+01,1.314393050e+01,4.681358100e+01,5.866701877e+01,7.910246988e+01,1.560668315e+00,8.398380093e+01,8.902709342e+01,2.986299880e+01,2.757296987e+01,5.828304652e+01,6.977717533e+00,7.579829758e+00,5.959237518e+01,3.770611798e+01,6.482597115e+01,9.538215593e+00,6.533532006e+01,2.091222853e+01,9.373104928e+01,2.894862005e+01
3.578965475e+01,6.084645317e+01,4.533011765e+01,4.738670767e+01,2.972123789e+01,6.925673547e+01,9.975081332e+01,8.727513174e+01,2.997855645e+01,6.459468284e+01,6.617122509e+01,1.515845996e+01,1.554539768e+01,2.522501377e+01,7.652843157e+01,9.372000856e+01,6.782364957e+01,6.494871552e+00,9.670003621e+01,5.012785881e+01,7.655820257e+01,7.058762324e+01,1.567749212e+01,6.267632298e+00,3.076292143e+01,4.192183437e+01,2.689166383e+01,6.016846114e+00,3.194278662e+01,1.033084329e+01,4.107094430e+01,8.576255775e+01,9.783564791e+01,8.602704689e+01,8.413371648e+01,4.436204308e+01,3.764120132e+01,4.242437791e+01,6.863330587e+01,9.662041436e+01,6.875313047e+01,9.886960965e+01,5.419641683e+01,4.628491018e+01,5.964060712e+00,2.347282315e+01,5.696956977e+01,2.556718805e+01,8.202932295e+00,2.621308640e+01,9.216546127e+01,3.951229506e+01,5.862269612e+01,5.785684212e+01,4.309172761e+01,4.002387272e+01,7.814252472e+01,6.782153352e+01,4.722794773e+01
4.600186714e+00,1.978005970e+01,5.643725226e+01,1.361061526e+01,1.225447264e+01,4.613612500e+00,8.734530967e+01,4.260522771e+00,4.675989959e+01,2.719515228e+00,9.689632428e+00,7.138370546e+01,6.819051073e+01,9.229859294e+01,7.594157559e+01,3.612104899e+00,6.119808824e+01,5.597673539e+01,8.122611821e+01,6.180313143e+01,3.575462037e+01,6.543336811e+01,5.070150741e+01,9.962418264e+01,5.194023215e+01,3.932321554e+01,8.043401324e+01,2.054670953e+01,7.788276999e+01,5.395368149e+01,5.249918613e+01,7.657702245e+01,9.675059522e-01,9.236498410e+01,5.435113692e+00,5.496659422e+01,4.636169094e+01,1.101534963e+01,2.897661713e+01,7.853973669e+01,2.775504562e+01,9.414529016e+01,9.623860824e+01,1.787585814e+01,2.232601473e+01,7.968621575e+01,7.640603796e+01,7.191399256e+00,6.120115839e+01,1.159078252e+01,6.136134935e+01,3.304788554e+01,7.615813813e+01,3.034575370e+01,2.392673416e+01,6.681241961e+01,5.231482851e+01,1.248358361e+01,4.440552926e+01
4.674122127e+01,1.674861173e+01,7.289888657e+01,5.358812925e+01,6.168335771e+01,9.268465451e+01,7.721291660e+01,4.075510693e+01,6.838678496e+01,1.813708262e+00,3.960954173e+01,7.726552684e+01,3.354225952e+01,7.338188773e+01,3.390275182e+01,2.562020430e+01,1.312998336e+01,7.989914554e+01,5.707292604e+01,7.217479326e+01,4.342809899e+01,5.361557762e+00,9.786970089e+01,1.065357802e+01,4.722286908e+01,7.487534628e+01,2.468292690e+01,8.370500319e+01,2.986057429e+01,6.514147634e+01,4.206996724e+01,9.152933666e+01,5.437924964e+01,3.852300053e+00,3.589972723e+01,8.405883992e+01,1.216841487e+01,2.639184757e+00,9.102806675e+01,3.979529620e+01,9.424203335e+01,7.339604546e+01,3.109319873e+01,3.030576674e+01,5.837285353e+01,2.326088759e+01,8.486802640e+00,3.925520754e+01,2.470705065e+00,7.507508915e+01,1.996763908e+01,8.793109883e+01,5.354722672e+01,3.371450241e+01,3.683669945e+00,1.732935704e+01,1.518036615e+01,5.601612889e+01,2.974144022e+01
4.613069096e+01,6.362733811e+01,7.919821057e+01,3.331854608e+01,9.765404445e+00,3.043282324e+01,1.510812083e+01,9.853314135e+01,8.960687699e+01,3.353730785e+01,2.412642273e+01,7.893127426e+01,9.945328021e+01,2.393469571e+01,5.347108567e+01,8.722074345e+01,5.334435471e+01,7.012390870e+01,4.785634244e+01,2.250587487e+01,1.167584796e+01,4.984467614e+01,8.219758200e+01,6.347788498e+01,8.878481617e+01,4.146520358e+01,4.448556070e+01,8.541299326e+01,5.962353801e+01,4.565398279e+01,2.546084656e+01,6.913306857e+01,3.843515321e+01,6.196760567e+01,5.937645023e+00,9.052255476e+01,6.394520876e+01,1.966001408e+01,6.786628039e+01,9.941636813e+01,7.966041069e+01,7.227935212e+01,1.708137221e+01,4.071809522e+01,9.483722255e+01,2.798983775e+01,3.362839160e+01,2.655895763e+00,1.100620612e+01,8.182826230e+01,4.292233544e+01,2.975470109e+01,3.219285062e+00,6.822450100e+01,9.856224705e+01,5.593516324e+01,8.880700167e+01,7.757801786e+01,9.261853026e+00
4.834581146e+00,6.991486569e+00,9.639137801e+01,8.764659361e+01,9.640963151e+01,1.316323914e+01,1.611680488e+01,2.364015911e+00,5.954935071e+01,2.711709884e+01,4.809046257e+01,8.901646944e+01,7.538188636e+01,5.852415799e+01,8.336608165e+01,3.203650712e+01,6.742743851e+01,6.490640586e+01,6.233175234e+01,2.411310453e+01,7.772761734e+01,5.448361944e+01,8.962598536e+01,3.748126258e+01,7.906350493e+01,1.994813317e+01,8.452950111e+01,7.503672112e+01,1.369185591e+01,7.322464159e+01,1.959690521e+01,9.194999219e+01,6.855681964e+01,7.539358561e+01,6.215237345e+01,8.093499169e+01,7.884860743e+01,8.980022013e+01,2.697636084e+01,3.601922085e+01,5.909597926e+01,4.228181250e+01,8.637824512e+01,7.100807364e+01,2.973140724e+01,7.105967376e+01,5.513825548e+01,1.969939980e+00,8.479921608e+00,3.955230561e+01,7.068864241e+01,1.511358325e+01,7.774394742e+01,9.062079182e+01,1.823485527e+00,3.983939746e+01,3.251614495e+01,2.300731702e+01,4.250182574e+01
7.532511808e+01,7.909217891e+01,9.285874917e+01,9.295368331e+01,9.424375639e+01,6.893749235e+01,1.500069547e+01,7.113116441e+00,9.606232564e+01,7.549711090e+01,3.027246321e+01,6.256667985e+01,1.007787230e+01,7.632755776e+01,7.048389637e+01,4.449408466e+01,2.685967133e+01,9.553147192e+01,7.796698718e+01,4.359883763e+01,6.887108782e+00,9.648665115e+01,9.545856225e+01,4.922152379e+01,1.679456590e+01,9.073592187e+01,2.043560855e+01,7.199334309e+00,1.273632114e+01,2.287479148e+01,4.614279543e+01,5.290478136e+01,9.240762593e+00,5.882108486e+01,8.358841574e+01,1.626419501e+01,1.241171465e+01,2.884918971e+01,2.655340710e+01,8.155548448e+01,4.540655162e+01,7.663483303e+01,5.842890254e+01,5.952717019e+01,8.587769499e+01,5.755497473e+01,8.988326928e+01,8.809744719e+01,1.620304101e+01,4.126356510e+01,4.467822267e+01,1.015331037e+01,7.485537781e+01,4.663115008e+01,1.361364788e+01,1.485001268e+01,1.612552702e+01,5.947947481e+01,3.910609800e+01
4.942960809e+01,1.895073606e+01,4.595779798e+01,7.480021414e+01,5.757065576e+01,3.735385831e+01,2.773518753e+00,7.074073515e+01,2.799982781e+01,6.045354613e+01,3.173932237e+01,7.984268748e+01,8.137439239e+01,6.332295163e+01,6.523065016e+01,8.980459429e-01,3.010209355e+00,4.973408415e+01,4.620006246e+01,6.371804423e+01,3.280781495e+01,4.954335043e+01,6.598018074e+01,4.157019234e+01,1.479259459e+01,6.107535791e+01,2.955390601e+01,8.474694653e+01,9.441346975e+01,6.578645428e+01,7.465287696e+01,3.159434759e+01,6.107906077e+01,7.518076179e+01,8.747383436e+00,7.445968736e+00,5.542214295e+01,4.947021643e+01,2.627153732e+01,7.925561223e+01,8.570672381e+00,1.142043108e+01,6.157866752e+01,4.514050187e+01,4.680589420e+01,6.699959078e+01,4.780607486e+01,3.692286660e+01,4.084033809e+01,8.708005124e+01,7.907582403e+01,2.553289261e+01,6.360722738e+01,5.887409165e+01,2.473763653e+01,6.010045081e+01,4.599773152e+00,1.230517921e+01,2.533343480e+01
5.393555255e+01,7.051235120e+01,3.997511226e+01,5.744311052e+01,6.019648087e+01,1.249990043e+01,9.273238725e+01,4.065536652e+01,2.626023409e+01,3.124332695e+01,7.576155343e+01,1.215879435e+01,6.135099717e+01,8.391262105e+01,4.297874074e+01,4.528860920e+01,7.664306680e+01,8.615369107e+01,5.069911516e+01,4.854192175e+01,7.163447072e+01,5.070257753e+01,4.101704868e+01,9.443629462e+01,9.958014733e+01,9.643181734e+01,6.930937163e+01,1.138577091e+01,6.293854438e+01,5.369503391e+01,8.959550849e+01,7.273341393e+01,4.469096494e+01,4.757483694e+01,6.960198378e+01,4.397239502e+01,9.517447569e+01,6.113448949e+01,8.263664594e+01,4.283260394e+01,5.649254844e+01,2.120237006e+01,4.361815328e+01,3.593939723e+01,3.919115261e+01,3.630314144e+01,3.181771143e+01,6.002201612e+01,3.434147564e+01,4.584894084e+01,3.311509435e+01,3.699331738e+01,8.356387152e+01,6.517484488e+01,3.398361717e+01,1.412554863e+01,6.648662010e+01,6.032402631e+01,1.874875926e+01
3.874321342e+01,8.587157713e+01,9.279980128e+01,9.193532532e+01,4.695968525e+01,6.072406585e+01,8.550800922e+01,6.832250731e+01,4.559805709e+01,8.949004292e+01,2.483217609e+01,2.402497882e+01,1.966589893e+01,9.797383838e+00,9.969410630e+01,3.465787100e+01,3.974552805e+01,7.620643076e+00,1.416939783e+01,3.362715487e+01,8.384059866e+01,6.880660752e+01,2.762326429e+01,8.173405096e+01,4.145265409e+01,2.846973578e+01,8.400857327e+01,4.774867640e+01,2.839380848e+01,6.947981692e+01,5.853335885e+01,5.489791247e+01,2.782417938e+01,8.182498013e+01,3.483896912e+01,8.658707985e+01,1.025837789e+01,7.516707329e+01,5.582486518e+01,3.591910918e+01,9.937133234e+01,4.291003846e+01,8.041754700e+01,6.105165748e+01,9.059822426e+01,8.279223231e+01,8.920988639e+01,3.297133273e+01,2.986401791e+01,1.629785075e+01,7.160242396e+00,8.008049251e+01,4.438616853e+01,3.070401147e+01,2.855281958e+01,4.051466336e+01,8.275450047e+01,7.330060095e+01,8.355316891e+01
3.549435265e+01,5.367593154e+01,7.759527308e+01,4.568141221e+01,5.969498433e-01,2.813359797e+01,6.402367524e+01,2.551008451e+01,7.717759026e+01,8.862686095e+01,7.555360116e+01,8.998545258e+01,6.578158772e+01,1.383829314e+01,2.878093740e+01,8.021600931e+01,6.544356323e+01,2.589122170e+00,5.089452871e+01,5.436521537e+01,4.818847756e+01,2.994541817e+01,6.961900423e+00,1.722549769e+01,4.459614107e+00,9.692650127e+01,7.711246767e+01,7.185965799e+01,4.997248977e+01,6.343663592e+01,2.822524642e+01,7.023157300e+01,9.507922603e+01,6.516084865e+01,1.941819209e+00,3.897890535e+01,9.759301291e+00,9.660993759e+01,1.271980828e+01,6.665622828e+01,3.868177700e+01,1.288249953e+01,1.459043887e+01,6.341483333e+01,5.052559241e+01,9.987867533e+01,3.764807738e+01,5.095406806e+01,4.561222278e+01,7.191066676e+01,6.111786927e+01,9.315161250e+01,1.430586559e+01,3.041801944e+01,8.406082278e+00,9.948415350e+01,2.789987123e+00,7.097566099e+01,5.525728746e+01
9.937170274e+01,7.508689266e+00,2.827857792e+01,1.061014485e+01,8.289560368e+01,2.713269154e+01,2.103181294e+00,1.610298052e+01,3.329705549e+01,7.277686601e+01,8.155942146e+01,1.526116736e+01,6.053035525e+00,8.486487731e+01,9.972371186e+01,7.211453951e+01,8.721000301e+01,4.606908856e+01,8.236661117e+01,2.280268114e+00,8.174868884e+01,6.845114874e+01,9.675867802e+01,1.862662770e+01,6.226834489e+01,6.186139932e+01,4.584402886e+00,1.817064170e+01,5.592813274e+01,7.307675231e+01,9.922062471e+01,8.241672147e+00,7.191166931e+01,6.650757726e+01,4.234659399e+01,8.335714521e+01,5.500179526e+01,1.669930439e+01,1.917356234e+00,7.559819140e+01,1.387581785e+01,3.642462642e+01,8.947220879e+01,7.082626377e+01,3.111279773e+01,7.484028803e+01,7.549680905e+00,8.620225733e+01,5.783382990e+00,7.175450997e+01,3.614942973e+01,4.199482131e+01,5.097852331e+01,7.086757016e+01,8.838463611e+01,2.064995041e+01,6.018238119e+01,2.589828373e+00,6.196374728e+00
2.380489126e+01,4.011765005e-01,4.989166288e+01,1.295246785e+01,7.650054633e+01,4.612243444e+01,2.826763524e+01,3.833246467e+01,7.730324629e+01,8.215918116e+01,1.014450826e+01,3.867113920e+01,3.573681334e+01,7.105396629e+00,4.978640918e+01,6.538031244e+01,9.554242631e+01,7.245734872e+01,8.582580842e+01,6.289232812e+01,5.117413309e+01,1.581572148e+01,5.280198592e+01,4.587929285e+01,7.110546948e+01,2.389902569e+01,5.591895181e+01,6.083772719e+01,4.370996093e+01,4.280730906e+01,8.660831669e+01,9.083744364e+01,9.865226433e+01,9.994860359e+01,8.157616780e-01,3.232156576e+01,7.146769419e+00,2.489020679e+01,4.450499629e+01,3.993498851e+01,7.330260863e+01,2.878191948e+01,6.705171570e+01,6.642552135e+01,4.150238224e+00,1.609872162e+01,6.499816909e+01,7.052630140e+01,5.719112364e+01,1.616320603e+01,1.790709047e+01,4.716791761e+01,9.097513597e+01,9.359872105e+01,5.689735941e+01,3.413606715e+01,2.956833651e+01,9.064914063e+01,1.250974738e+00
8.267255132e+01,5.962449209e+00,8.908953711e+01,3.929487184e+01,2.806030380e+01,8.344837282e+01,4.897573932e+01,5.321562301e+01,3.672000558e+01,5.629224225e+01,2.320755179e+01,2.570571009e+01,9.564771626e+01,4.473932555e+01,1.396818431e+01,9.887231185e+01,1.811864509e+01,8.151002484e+01,5.607512741e+01,4.097582184e+01,3.859117509e+01,8.879853739e+01,2.502694380e+01,9.474165140e+01,7.745804465e+01,7.280751403e+01,6.164504817e+01,7.080971830e+00,4.089472282e+01,8.979862071e+01,7.309220975e+01,7.699491347e+01,3.468446597e+01,9.535905856e+01,2.558994117e+01,9.588928845e+01,1.540208278e+01,6.139414760e+01,6.844385290e+01,3.934275549e+01,3.166527776e+01,8.401582268e+01,7.303939684e+01,3.602105382e+01,2.997743220e+01,4.997441997e+01,9.132006780e+01,9.900066518e+01,3.639215298e+01,1.339684378e+01,4.905711477e+00,9.134902906e+01,6.294866726e+01,2.931251067e+00,1.771374765e+01,1.032403537e+01,4.185309248e+01,4.777924465e+01,8.644270038e+01
9.652016411e+01,8.661238444e+01,8.003510097e+01,4.193692615e+01,9.246196487e+01,1.320891858e+01,1.562931776e+01,5.333092583e+01,2.062108288e+01,8.037659175e+01,1.723068926e+01,8.495145448e+01,7.649760293e+01,4.143000647e+01,2.479499477e+01,6.809088997e+01,9.629898822e+01,7.793273157e+01,1.292525469e+01,9.225726015e+01,1.198749667e+01,7.711128652e+01,3.310112578e+01,1.558449406e+00,4.863635183e+01,3.375567208e+01,1.158704612e+01,7.385949981e+01,8.124867151e-02,2.452046531e+01,6.916713620e+01,5.331670643e+01,4.703418449e+01,3.093843829e+01,9.311474039e+01,3.611384789e+01,8.612736464e+01,7.642212555e+00,4.446920976e+01,1.473823296e+01,5.462477782e+01,8.537581074e+01,5.142492278e+01,3.124695054e+01,4.674985249e+01,4.189857994e+01,7.381551394e+00,1.026475748e+01,6.354328135e+01,6.897664274e+01,9.815253125e+00,1.505217638e+01,1.464946355e+01,4.209207116e+01,8.221098999e+01,9.862508352e+01,5.602296110e+01,1.855875566e+01,9.405708056e+01
6.477136890e+00,2.843250821e+01,3.977260161e+01,7.169330456e+01,8.240344678e+01,8.910418392e+01,4.757335910e+01,7.904360906e+01,6.680514803e+01,8.419842941e+01,7.281183053e+01,3.963094713e+01,5.172410061e+01,5.554832666e+01,8.996413346e+01,1.190556676e+01,4.190399808e+01,7.231822275e+01,8.909846311e+01,2.916718485e+01,5.295342513e+00,6.491105331e+01,8.532726904e+01,3.084911887e+01,6.822085164e+01,2.163955008e+01,2.894867476e+01,6.869213919e+01,9.208120805e+01,2.759016676e+00,6.110962565e+01,7.292517363e+01,6.279726686e+01,9.709227777e+01,5.638290802e+00,8.772004337e+01,5.251158885e+01,6.818626139e+01,2.719930002e+01,7.264551482e+01,4.795844817e+01,7.744213830e+01,7.615995967e+01,8.988401974e+01,3.646024381e+01,2.834150258e+01,1.925828778e+01,1.074187938e+01,6.723335567e+01,7.374900493e+01,7.298604868e+01,8.679245217e+01,9.222783194e+01,1.470503063e+01,3.294693253e+01,6.477652787e+01,8.729934530e+01,1.077397306e+01,6.776162207e+01
8.836946851e-01,8.683903956e+01,2.842730933e+01,4.074307637e+01,6.422776083e+01,9.944154551e+01,5.754653109e+01,9.627485035e+01,8.250859185e+01,8.406333014e+01,4.038333275e+01,6.919584257e+01,5.980237913e+01,8.351644344e+01,2.977443930e-01,6.708790041e+01,2.447666175e+01,9.443775846e+01,6.470155884e+01,3.322433823e+00,3.177515118e+01,4.740470532e+01,1.684259316e+01,1.780595570e+01,6.310678467e+01,3.882723156e+00,3.434225388e+01,8.743870243e+01,9.422247733e+00,4.813275814e+01,9.101177868e+01,6.681642044e+01,3.430394634e+00,9.586103392e+01,5.992563531e+01,1.152443016e+01,3.839951183e+01,7.951807687e+01,4.685626654e-02,2.697092437e+01,5.670732115e+01,1.082149431e+01,2.861470879e+01,3.070146358e+01,3.493297940e+01,6.580923746e+00,8.062254913e+01,8.841763753e+01,7.056400255e+01,3.997794580e+01,5.516708462e+01,8.918629451e+01,4.008892101e+00,9.214333531e+01,5.675104628e-01,7.658164508e+01,9.037892006e+00,3.704449567e+01,9.932950058e+01
6.010754452e+01,2.049761756e+01,7.593503826e+01,8.925077909e+01,2.595091074e+01,5.616216125e+01,8.855645496e+01,4.418545231e+01,7.800112708e+00,4.633949774e+01,8.704136095e+01,3.683758852e+01,9.310346606e+01,5.712071570e+01,1.301572707e+01,7.581507601e+00,2.656893308e+01,2.695027331e+01,4.634512561e+01,9.619730320e+01,4.126554623e+01,9.123378531e+01,2.867599439e+01,3.244233739e+01,3.834467736e+01,3.789563332e+01,4.172469841e+01,9.656068011e+01,9.114663956e+01,4.177350808e+01,7.672109710e+00,1.266480156e+01,8.461956233e+01,6.472966847e+01,6.261924767e+01,7.212223766e+01,8.919591697e+01,7.772188747e+01,3.736835587e+01,3.240756439e+00,5.590216341e+01,5.208158286e+01,1.421164121e+01,7.822880595e+00,7.631907230e+01,7.507823968e+01,9.374111169e+01,5.664715249e+01,1.152956846e+01,7.559458053e+01,8.628023169e+01,8.809324015e+01,3.794596792e+01,5.463195320e+01,4.867627651e+01,3.686619709e+01,2.818580975e+00,6.142836204e+00,1.717715587e+01
6.559852307e+01,5.346144048e+01,7.885966850e+01,2.442876953e+01,4.668568388e+00,9.853260642e+01,3.773909252e+00,3.883607473e+01,2.434572955e+01,8.459915875e+01,7.648724587e+00,5.712540807e+01,4.035236844e+01,7.984887720e+01,2.838492778e+01,2.674089612e+01,2.236514898e+01,9.791124664e+01,9.190373535e+01,5.361279104e+01,8.717517077e+01,5.316122847e+01,5.212918449e+01,5.045688433e+01,4.628112446e+01,6.949850739e+01,8.445803917e+01,2.393506836e+01,9.895625575e+01,5.987782810e+01,4.504123280e+01,5.929374699e+01,1.319900521e+01,6.489300984e+01,9.770394574e+01,6.355131103e+01,6.765990741e+01,5.983780686e+01,7.642226038e+01,6.156940804e+01,3.047114396e+01,5.233542875e+01,6.042115540e+01,3.986825844e+01,9.434218041e+01,6.374211692e+01,5.450475526e+01,3.110526217e+01,9.345833552e+01,9.259351854e+01,3.569628332e+01,5.469372717e+01,6.433573431e+01,5.095321625e+01,6.332218261e+01,2.779168677e+01,8.153684031e+01,4.345764269e+01,8.891718930e+01
3.647326631e+01,2.449626587e+01,9.913970932e+01,5.164836393e+01,4.419736006e+01,6.551040062e+01,4.803308745e+01,7.200028501e+01,9.789129960e+01,6.089291515e+01,4.736608046e+00,4.513727881e+01,2.467554315e+01,8.946176854e+01,7.233615123e+01,5.555949922e+01,4.484240576e+01,8.093423016e+01,2.289295225e+01,2.272387608e+01,9.642827978e+01,2.302256829e+01,9.243464925e+01,8.572949416e+01,7.546850043e+01,5.168907504e+01,1.681537387e+01,9.213779762e+01,3.428939103e+01,1.100948103e+01,5.209261062e+01,2.480383832e+01,7.047553391e+01,9.847985000e+01,8.145039238e+01,5.203318795e+01,3.546562650e+01,4.932901352e+01,7.666516280e+01,9.787701013e+01,1.647196607e+01,3.009135115e+01,4.672207892e+01,4.660827351e+00,4.408549770e+01,4.544100292e+01,9.700845248e+01,7.090394537e+01,1.431351815e+01,2.584402881e+01,1.120773630e+01,2.397432360e+01,6.955008543e+01,4.678221115e+01,7.246291110e+01,3.642209013e+01,9.547791000e+01,8.966091693e+01,8.885212985e+01
1.595975258e+01,7.018441666e+01,7.778696572e+00,1.855812279e+01,9.166573191e+01,5.954865489e+01,1.767784743e+01,2.042768065e+01,6.256724044e+01,1.038901939e+01,1.242676512e+01,6.078784746e+01,8.846792064e+01,5.964883955e+01,5.962215343e+01,2.125597842e+00,1.512033864e+01,7.706578089e+01,8.113612237e+01,5.744989858e+00,4.901156509e+01,9.821826874e+01,1.945343268e+01,2.794381851e+01,7.663260479e+01,4.939492190e+01,8.347018894e+01,8.646116251e+01,8.347504164e+01,5.538064172e+01,8.798389262e+00,7.557148013e+00,6.313172936e+00,8.683686448e+01,8.902519304e+01,1.611081150e+01,9.937299776e+01,7.658059592e+01,5.172324326e+00,8.116910575e+01,4.648372869e+01,3.628895637e+01,2.570255143e+01,9.869382484e+01,9.397796746e+01,3.208508031e+00,4.987621262e+01,8.243832380e+01,2.644516270e+01,5.762940864e+01,3.962075183e+01,5.331650130e+01,1.310636670e+01,7.629960284e+01,9.164121919e+01,6.564611330e+01,9.463693426e+00,5.840993258e+01,5.300267482e+01
5.116716253e+01,4.403036683e+01,6.024889271e-01,9.159302215e+01,8.875091778e+01,9.625257292e+01,7.376150784e+01,9.293209937e+01,9.619370650e+01,4.050433811e+01,6.194677261e+01,1.073019304e+01,1.898070835e+01,5.138886194e+01,3.674417411e+00,3.910740973e+01,8.908192239e+01,1.678157555e+01,1.467429598e+01,1.825445588e+00,4.021015404e+01,1.983721639e+01,3.287214966e+01,6.383622415e+01,7.136394191e+01,7.147737763e+01,5.836232482e+00,1.504915153e+01,2.739229227e+01,2.998787361e+01,1.663558709e+01,5.538691835e+01,5.339778781e+01,6.275495359e+01,7.421859832e+01,8.541786507e+01,3.009022889e+01,4.174840145e+01,4.247844147e+01,3.544640428e+01,6.018449501e+01,2.860554378e+01,9.550659326e+01,1.072570674e+01,6.342735025e+01,2.204103306e+01,9.648491307e+01,8.429524226e+01,5.328613907e+01,3.049402725e+00,7.179917494e+01,9.988059404e+01,6.683392515e+01,2.317706331e+01,5.258473279e+01,1.952795940e-01,1.609226404e+01,3.635477629e+01,1.139937590e+01
9.447904136e+01,1.716342284e+01,8.481642910e+01,8.565699786e+01,9.385996736e+01,3.129540811e+01,1.088430809e+01,8.789041753e+01,5.723334328e+01,3.953621389e+00,7.623518287e+01,2.153957185e+01,8.836493724e+01,8.467032407e+01,9.634629735e+01,1.155094591e+01,5.925746345e+01,4.877611863e+01,6.589343325e+01,9.076179245e+01,3.914394399e+01,3.668906215e+01,7.786311433e+00,9.201367659e+01,5.828366599e+01,6.998109885e+01,1.439663708e+01,4.387747310e+01,7.077711996e+01,1.260279889e+01,3.813284407e+01,8.093747168e+01,6.776441054e+01,6.114549976e+01,5.939707901e+01,7.987612160e+01,8.201559355e+01,2.149021568e+01,1.386745700e+01,9.966395196e+01,6.209339440e+01,5.452256151e+01,9.508209790e+01,9.856050093e+01,8.533570697e+01,8.114431558e+01,6.415629745e+01,6.776847090e+01,1.021833343e+01,5.660061688e+01,9.698203705e+01,2.401512266e+01,3.001831616e+01,1.880510733e+00,7.854086633e+01,2.480996905e+01,3.553743324e+01,5.646336314e+01,5.179431246e+01
9.160266644e+01,9.087061103e+01,3.384927911e+01,2.848590908e+01,7.067386062e+01,5.679136171e+01,3.345341054e+01,8.175034951e+01,8.700123265e+01,3.726970858e+01,7.441253299e+01,3.644604189e+01,8.253641070e+01,5.646587993e+01,5.126526623e+01,7.264140962e+01,2.161397556e+01,7.509705079e+01,2.403698920e+01,9.970919992e+00,2.230354244e+01,2.893545095e+00,1.307473835e+01,8.919584203e+01,8.807120636e+01,3.043247874e+01,3.706858589e+00,3.884111902e+01,7.090682037e+01,9.447593746e+01,8.905162326e+01,3.498697282e+01,3.421316544e+01,3.857261812e+01,3.377051608e+01,5.744843059e+01,7.334768689e+01,2.654556522e+01,7.171578208e+01,7.671278800e+01,4.836330064e+01,2.249982749e+01,4.430261028e+01,8.907326457e+01,5.743859796e+01,3.113593185e+01,5.176448510e+01,8.750743091e+01,1.639806644e+01,6.981448094e+01,8.572700347e+01,3.298297810e+00,9.216131267e+01,4.585606207e+01,2.325398982e+00,3.094312350e+01,4.282515225e+01,7.562591230e+01,7.273526774e+01
4.021350032e+01,9.156710507e+01,3.144305130e+01,5.062614492e+01,4.121398721e+00,6.435286236e+01,9.456837442e+01,3.421088638e+01,7.031839285e+01,6.125133209e+00,1.689404040e+01,9.748337326e+01,4.458153251e+00,8.109124171e+01,3.730336709e+01,4.860831153e+01,5.073429560e+01,9.015946188e+01,4.916667537e+00,6.690233263e+00,7.990371233e+01,1.085058873e+01,6.563864298e+01,5.901459710e+01,8.907848370e+01,6.307575843e+01,1.373850839e+01,4.051685886e+01,5.909093938e+01,4.468705445e+01,3.663773054e+01,8.634703973e+01,9.602052554e+01,9.419701276e+01,2.335347164e+01,2.546980859e+01,2.937910467e+01,7.035336489e+01,5.973769164e+01,2.664292226e+01,3.932537383e+01,4.466261282e+01,5.906471170e+01,8.320585519e+01,9.606240301e+01,4.944789640e+00,8.314523313e+01,1.753010333e+01,6.246264220e+01,1.688501887e+00,3.684994144e+00,3.382144761e+01,4.416838431e+01,2.002154687e+01,2.455925431e+01,1.711850529e+01,8.912753588e+01,7.022000723e+01,5.683574838e+01
