v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44
3.476534494e+01,1.952322777e+01,5.686965901e+01,5.096467107e+01,2.534935012e+01,9.007114684e+01,6.385940507e+01,5.901264158e+01,6.953560983e+01,2.895849876e+01,7.342838716e+01,5.295803584e+01,5.295750152e+01,3.257058895e+01,3.025715602e+01,9.725126422e+01,2.551268909e+01,4.084188983e+01,2.242536301e+01,1.257367759e+01,6.008857831e+00,4.496901118e+01,2.426325692e+01,7.111216153e+01,6.887194218e+01,8.911951321e+01,6.610468825e+01,6.654338642e+01,9.018467014e+01,8.531811279e+00,4.248440377e+00,6.403314131e+00,6.304903876e+01,4.645474992e+01,9.156397344e+01,5.589218573e+01,4.478881266e+01,6.883252371e+01,3.251742283e+01,3.750141694e+00,7.036079533e+00,3.714714393e+01,4.114175366e+01,9.352764218e+01
1.924351703e+01,7.618578239e+01,4.161798238e+01,5.522177155e+01,2.813755076e+01,9.882044153e+00,9.010987134e+01,8.719753944e+01,3.088279382e+01,7.864252308e+01,6.705023522e+01,1.432826992e+00,4.753769782e+00,7.760769323e+01,2.623471444e+01,8.106789615e+01,7.726495637e+01,1.365338537e+01,1.113908347e+01,2.030449518e+01,3.738821084e+01,3.600371158e+01,3.948673673e+01,4.567918730e+01,7.790551321e+01,9.647695622e+01,2.228087893e+01,9.511049732e+01,1.564108248e+01,5.333217246e+01,8.057239990e+01,6.151903569e+01,1.004631222e+01,2.304137111e+01,3.362506529e+01,9.307923396e+01,3.181642390e+01,6.342600080e+01,7.550279279e+01,6.050282534e+01,6.898940769e+01,6.639399205e+01,9.798391009e+01,3.747420532e+01
7.760616390e+00,2.670348172e+00,2.455507950e+01,9.601760347e+01,9.243624189e+01,1.491331969e+01,7.610118484e+01,8.885996072e+01,5.714226536e+01,2.871038892e+01,6.787559697e+01,9.922635594e+01,6.213828871e+01,6.904764497e+01,1.004514657e+01,5.670465913e+01,3.917977292e+01,6.333981176e+01,9.515801470e+00,7.186579175e+01,4.225380667e+01,7.920430059e+01,1.285873670e-01,8.578556067e+00,2.726466629e+01,2.022526900e+01,6.662596887e+01,7.234053131e+01,2.486303725e+01,9.450185294e+01,7.323131776e+01,2.359547876e+01,4.642474111e+01,7.753287731e+01,5.606934791e+01,6.835969830e+01,7.750153034e+01,2.834212489e+01,3.390260344e+01,5.188074355e+01,9.801042913e+01,6.646901833e+01,7.309410388e+01,8.659117247e+01
2.575128572e+01,2.636601564e+01,9.037201161e+01,5.004644681e+01,8.953813184e+01,8.984477698e+01,3.127203005e+01,1.555027295e+00,4.031171321e+01,9.987647481e+01,6.184110555e+00,4.970206728e+01,6.713391866e+01,9.397102543e+01,9.010126530e+01,3.142994052e+01,2.950965743e+01,9.325770992e+01,7.034609116e+01,5.726758330e+01,4.450897608e+01,1.072176094e+01,4.568933439e+01,9.592967043e+01,9.127449782e+01,8.391759590e+00,2.966690231e+01,6.813830684e+01,7.752623125e+01,2.911086362e+01,6.610229782e+01,3.343283552e+01,2.579933114e+01,8.313680970e+01,2.049930467e+01,3.713760941e+01,2.752636079e+01,4.167773827e+01,3.893983417e+01,7.954295590e+01,1.125655158e+01,2.535355202e+01,7.372750532e+01,6.986219468e+01
3.956627058e+01,8.976539427e+01,5.438215207e+01,8.104704746e+01,5.831880758e+01,8.261157707e+01,5.205786241e+01,4.600067871e+01,1.829557051e+01,7.893875810e+01,8.982899570e+01,7.610206355e+01,9.919022053e+01,4.896599575e+01,5.397990682e+01,9.884826071e+01,8.601065853e+01,3.465818338e+01,1.586970214e+01,4.871606183e+01,8.199999751e+01,3.904998599e+00,4.312550832e+01,7.667210082e+01,3.757356520e+01,9.434018945e+01,4.630384391e+01,5.993214759e+01,6.004195147e+01,1.353040885e+01,7.177914271e+01,8.705891163e+00,3.436863119e+01,3.508932516e+00,6.454443731e+01,3.300071996e+01,4.613937894e+01,3.897733159e+01,4.291775341e+01,8.979218128e+01,6.639353781e+01,2.321326209e+01,4.677238793e+00,1.815905366e+01
6.622779360e+01,9.239633006e+01,3.302977956e+01,4.080893767e+01,4.051572035e+01,3.677857132e+01,2.006909398e+01,3.201317928e+01,6.306080010e+01,5.940244463e+01,3.615143265e+01,3.286077785e+01,8.905669764e+01,1.621492983e+01,2.726311340e+01,4.140725423e+01,3.538062177e+01,2.773033038e+01,7.285232466e+01,8.637725138e+01,3.448419736e+01,1.214669993e+01,5.091557654e+01,9.683742404e+01,2.287247233e+01,6.951941151e+01,8.647445451e+01,7.172851936e+01,5.852621806e+01,6.321461626e+01,2.079088309e+01,2.391176970e+01,7.880003736e+01,4.630014992e+01,6.027153395e+01,9.914921013e+01,9.150926254e+01,5.124431921e+01,5.426130553e+01,7.390290025e+01,6.595113358e+01,5.927111399e+01,5.868271965e+01,3.186917359e+01
5.490572872e+01,2.487123288e+01,5.099153672e+01,6.364391628e+01,7.625335404e+01,2.040967082e+01,3.169280794e+01,7.756875681e+01,8.591626177e+01,7.173792599e+01,5.329381934e+01,6.960998065e+01,4.770797079e+01,6.534271211e+01,3.242641665e+01,6.820543537e+01,7.805771533e+01,9.006187568e+01,6.118684832e+01,4.818568044e+01,7.326774821e+01,8.073240462e+01,9.774071828e+01,9.210849802e+01,1.161021945e+01,9.562945313e+01,9.953969734e+01,6.761125057e+01,3.193005638e+01,2.692068531e+01,5.784743213e+01,1.831973555e+01,5.382450711e+01,6.808713931e+01,4.051452034e+01,9.931623935e+01,1.586174378e+01,9.450927630e+01,7.648523283e+01,7.166886989e+01,5.032826110e+01,8.528324220e+01,4.356116754e+01,1.227111799e+01
7.781530761e+01,8.674356116e+01,3.615166658e+01,6.740988701e+01,9.433151311e+01,3.376144214e+01,4.371883643e+01,2.862408618e+01,6.885122668e+01,4.553648671e+01,8.900289371e+01,8.951436596e+01,1.081729900e+01,1.143140888e+00,3.950002716e+01,2.332270232e+01,8.414044310e+01,7.619020541e+01,4.015842487e+01,5.795419080e+01,5.515452799e+01,5.100550339e+01,9.693202573e+01,2.296897199e+01,7.738794829e+01,6.637385043e+01,1.325856549e+01,2.195776664e+01,7.491964017e+01,3.714844012e+01,1.743384948e+01,7.382187873e-01,8.115587888e+01,4.785582510e+01,8.418666344e+01,8.675638739e+00,5.461588407e+01,6.465883539e+01,5.353208960e+01,9.415773893e-01,5.178826744e+01,8.999800636e+01,9.300458353e+01,2.988043591e+01
1.483389789e+01,8.949946526e+01,4.506492585e+01,8.594394114e+01,4.945821113e+01,2.939326280e+01,7.803476811e+00,4.703985714e+01,1.523740903e+01,7.262710586e+01,5.822880995e+01,5.405689837e+01,1.491753613e+01,8.432987093e+01,2.807850446e+01,4.045627609e+01,7.659494586e+01,8.395594093e+00,8.599375315e+01,3.062792688e+01,6.761788900e+01,2.752057958e+01,6.592528344e+01,4.404508590e+01,9.082120797e+01,2.702787906e+01,2.713885768e+01,7.876707716e+01,2.237575513e+01,1.995821252e+01,9.871825085e+01,3.872963749e+01,9.152289522e+01,4.512741097e+00,3.999213748e+01,8.424295263e+01,5.296630887e+01,4.219627585e+01,6.907318820e+01,3.841581159e+01,1.632078029e+01,9.440722676e+00,8.345359057e+00,6.911557542e+01
7.824671176e+01,1.024192780e+01,4.130421747e+01,3.235818114e+01,7.542626478e+01,7.703261583e+01,7.604343997e+01,6.896006056e+01,3.696273321e+01,6.226439999e+01,5.060920139e+01,6.655550023e+01,9.331604566e+01,2.850842931e+01,2.771379816e+01,7.887253283e+01,3.116377111e+01,1.717262472e+01,1.363872240e+01,4.990539557e+01,9.966214689e+01,7.749324691e+01,4.863850900e+01,7.149844894e+01,4.830689847e+01,3.298809469e+01,3.278803425e+01,2.983582329e+01,3.225903608e+01,2.183089207e+00,8.557372929e+00,5.172888577e+01,2.441802048e+01,2.602585837e+01,7.884616115e+01,6.318922344e+01,2.774378144e+01,8.176524410e+00,7.746857942e+00,4.580156906e+01,3.216281336e+01,3.539686498e+01,7.830632496e+01,6.793222675e+01
1.896030343e+01,1.030687568e+01,6.087426556e+00,9.246062233e+00,6.430700473e+01,6.449469662e+00,5.231233310e+01,1.077982976e+01,2.169147956e+01,2.908559000e+01,1.914730687e+00,4.602678517e+01,3.566842061e+01,4.272104469e+01,6.015196727e+01,4.012326902e+01,3.100597154e+01,7.086727009e+01,1.415948433e+01,4.793873046e+01,5.554895489e+01,1.625438536e+01,3.739901820e+01,2.874236324e+00,1.998501491e+01,5.013503582e+01,1.612835103e+01,5.212893248e+00,7.792223838e+01,4.683454897e+01,4.367553090e+01,7.924441593e+00,3.169373728e+01,8.615007172e+01,1.394815922e+01,7.141328924e+01,6.742196728e+01,5.164272414e+01,3.213536054e+01,8.835607448e+00,2.273894750e+01,3.893872218e+01,9.833194957e+00,2.577285274e+01
7.846768804e+01,4.226239006e+01,4.373387563e+01,7.384652631e+01,2.707675042e+01,2.611763017e+01,7.089054557e+01,5.944628140e+01,3.157620778e+01,2.192276541e+01,5.768562526e+01,2.458639308e+01,8.599462475e+01,4.035431858e+01,1.189406884e+01,5.725965971e+00,7.663570139e-01,3.578406135e+00,4.621188772e+01,1.125109466e+01,6.336716628e+01,7.356743912e+01,3.144295910e+01,5.488463734e+01,5.825288455e+01,6.064217795e+01,4.855454982e+01,6.671988896e+01,2.800057801e+00,9.084057973e+01,6.328707811e+01,4.785733832e+00,7.397074404e+01,2.854698262e+01,2.690530912e-01,7.632938442e+01,4.090923678e+01,1.084023797e+01,1.241549288e+01,3.318549699e+00,7.173406115e+01,6.928341490e+01,6.624654107e+01,8.617754368e+01
2.891898273e+01,8.374247214e+01,8.732161737e+01,9.646619936e+01,2.978194318e+01,1.530198798e+01,4.224966336e+01,9.976509630e+01,4.665858457e+01,2.127325684e+01,7.838259182e+01,8.446120890e+01,5.222987489e+01,1.633241930e+01,1.927439942e+01,8.712815278e+01,4.847315563e+01,8.702586730e+01,5.995825332e+01,4.327030805e+01,8.254781709e+01,1.027790643e+01,8.334326879e+01,9.415476987e+01,3.578666310e+01,1.950905553e+01,8.782870135e+01,9.941816955e+01,3.210692465e+01,5.746863254e+01,4.686666257e+01,1.589902230e+01,8.469532836e+01,3.877514261e+01,7.286820286e+01,2.277371922e+01,7.984220582e+01,2.736363482e+01,8.692364325e+01,8.520582808e+01,1.044159620e+00,6.413069823e+01,9.594406830e-01,9.929814319e+01
5.529814173e+01,4.192635250e+01,9.474182226e+01,8.390904051e+01,8.561898436e+01,2.713003515e+01,8.411963441e+01,6.133344223e+01,5.441792520e+01,1.328651892e+01,7.222145798e+01,7.642062958e+00,2.493470252e+01,3.719173279e+01,5.414588163e+00,9.714320674e+01,9.613571424e+01,6.510337889e+01,6.564088638e+01,9.499368686e+01,1.181156290e+01,1.822085863e+01,3.851987501e+00,8.245727713e+00,8.743497162e+01,6.803695697e+01,8.546518973e+01,2.222245530e+01,4.088964640e+01,7.734603284e+01,8.781912187e+01,2.742544904e+01,1.339974046e+01,6.214681498e+01,3.937019283e+01,1.666304614e+01,1.673131201e+01,5.283889425e+01,1.824878351e+01,5.229464165e-01,7.409684719e+01,1.539959744e+01,9.938585429e+01,9.996455220e+01
3.048980554e+00,1.740290438e+01,5.622610746e+01,8.254518148e+01,2.450986284e+01,6.338078071e+01,4.800517754e+01,7.927515862e+01,3.975187521e+01,3.577981847e+01,2.483443826e+01,1.365738875e+01,5.701905593e+01,2.788489608e-02,9.921720442e+01,4.491974369e+01,9.410793547e+01,4.288106430e+01,1.350023620e+01,5.624149709e+01,1.762972665e+01,9.004800836e+00,8.038148034e+01,3.965790085e+01,2.817620708e+01,7.393879217e+01,5.565373758e+01,1.243688476e+01,9.127361824e+01,3.350324436e+01,1.398011328e+01,3.144534597e+01,7.264979770e+01,7.241280440e+01,3.031538012e+01,1.509886966e+01,6.349861938e+01,5.091043413e+01,4.185820263e+01,5.340184679e+01,7.691050623e+01,2.336784637e+01,5.153777147e+01,2.386504979e+01
4.197526105e+01,8.071371412e+00,1.737678067e+01,3.224658301e+01,9.938152141e+01,8.492920446e+01,3.249223326e+00,3.379005493e+01,3.454124061e+00,1.903254422e+01,8.008716018e+01,3.217774268e+00,5.435402293e+01,9.770815880e+01,5.079979294e+01,1.955903265e+01,2.056132377e+01,4.793520137e+01,9.487770634e+00,2.695931928e+01,1.706832300e+01,7.505238676e+00,7.809639712e+01,4.927543492e+01,1.695766396e+01,6.173026321e+01,6.906300094e+01,1.144997850e+01,8.316456766e+01,3.187832500e+00,9.241562105e+01,1.934409868e+01,2.329367530e+01,3.091324361e+01,5.372020749e+01,6.159716063e+01,8.864480818e+01,1.424045698e+01,4.335154151e+01,8.757426837e+01,7.354877409e+01,1.753881457e+01,5.098127708e+01,2.366200749e+01
1.095336143e+01,8.044947857e+01,4.245018560e+01,3.376772263e+01,9.704328217e+01,9.853999479e+01,6.252416905e+01,2.015620523e+01,5.647599909e+01,5.726167383e+01,8.051560307e+01,6.276539040e+01,6.727479949e+01,2.394686490e+01,5.952101912e+01,9.750138938e+01,8.035843855e+01,3.854149671e+01,6.955753393e+01,2.452803966e+01,8.167204384e+01,6.808669217e+01,2.303224697e+01,1.290142583e+01,6.893232299e+01,4.420649746e+01,2.759643226e+01,7.004196439e+01,8.195894559e+01,6.936057115e+01,6.087507800e+01,2.425532839e+01,5.015437201e+01,4.137572978e+00,6.862802916e+01,6.563908773e+01,9.251660680e+01,8.690438505e+00,1.719938219e+01,9.388681946e+01,2.107540373e+00,2.205849824e+01,6.321813419e+01,9.911786849e+01
8.118790265e+01,3.055440132e+01,7.150348464e+00,2.580511251e+01,7.007496268e+01,7.675431527e+01,5.985495166e+01,4.387106278e+01,6.050282061e+01,9.962558106e+01,5.334503064e+01,9.238886059e+00,1.690421080e+01,9.416132796e+01,9.246098313e+01,7.339662434e+01,7.475549762e+01,7.120336735e+01,3.779483001e+01,9.878762448e+01,6.647052940e+01,7.411842670e+01,3.549171860e+01,7.784367441e+01,2.934508437e+01,4.990731898e+01,8.720640563e+01,8.777889292e+01,8.373828831e+01,5.007409859e+01,4.927486733e+00,3.834852237e+01,2.810095007e+01,7.830357499e+01,7.970703642e+01,2.705063187e+01,5.228994624e+01,7.544815222e+01,7.902002499e+01,7.969371111e+01,1.148143842e+01,9.795614263e+01,4.439908489e+01,1.719170159e+01
8.164822117e+01,7.164132350e+01,6.316299457e+01,6.823350540e+00,5.076862783e+01,7.323920610e+01,7.863849331e+01,9.747373808e+01,4.822776486e+01,5.471069263e+01,8.090345925e+01,8.633551973e+01,7.120805157e+01,5.340231911e+01,1.132137836e+01,3.457208218e+01,3.239378592e+01,4.116721262e+01,8.703182074e+00,5.146992011e+01,2.492674309e+01,4.727050958e+01,9.681094957e+01,8.209192772e+01,4.921856591e+01,8.856855309e+01,2.511720764e+01,6.636772833e+01,4.362343048e+01,3.245966239e+01,9.030123029e+00,6.745270318e+01,3.146872003e-01,8.205192534e+01,5.357550318e+01,9.471085140e+00,6.307251048e+01,8.072298296e+01,2.783071656e+01,1.714574064e+01,1.710064700e+01,8.653961510e+01,6.346907771e+01,3.563582692e+01
9.002356284e+01,5.263015552e+00,8.617472709e+01,5.124142797e+01,6.372734449e+01,3.216817017e+01,8.370983761e+01,9.162552853e+01,2.414897826e+01,9.168883790e+01,5.912490255e+01,5.666147828e+01,1.760578450e+01,9.587484987e+01,5.776424191e+01,5.900915103e+01,9.171137015e+01,5.905390387e+01,4.511949218e+01,7.482129039e+01,4.261921447e+00,1.346113880e+01,1.992627876e+01,5.302949264e+01,8.543587949e+01,7.553497769e+01,2.453863647e+01,7.945587239e+01,7.218805211e+01,2.337826247e+01,6.770433260e+01,5.164098353e+01,9.840916847e+01,8.011939351e+01,2.467552003e+01,6.600585587e+01,7.189474864e+01,8.165282872e+01,2.881705797e+00,5.259040898e+01,2.254445246e+01,1.123563143e+00,9.408856327e+01,6.326520373e+01
1.943591432e+01,2.459791916e+01,7.204695147e+01,4.946264667e+01,8.451548142e+00,9.923654891e+01,3.192975842e+01,2.233517513e+01,8.268464635e+01,9.607715872e+01,8.269978828e+01,8.585984714e+00,6.266571864e+01,7.531083461e+01,8.454685639e+01,4.223207930e+01,7.278128656e+01,1.837343752e+00,7.455939343e+01,8.450670334e+01,1.675033858e+01,8.150438668e+01,8.134814314e+01,5.817525477e+01,8.972302137e+01,7.303249988e+00,2.071759833e+01,7.199124697e+01,5.501100230e+01,6.357134925e+01,5.168987816e+01,8.537448647e+01,2.232291711e+01,1.616862575e+01,2.091254925e+01,1.204907354e+01,7.092084398e+01,6.318173242e+00,8.546482661e+01,2.752926169e+01,9.709369703e+01,9.248003220e+01,3.003988502e+01,4.867222599e+01
3.741493371e+01,1.647514377e+00,1.003810413e-01,5.539882504e+01,6.238210233e+01,5.944312057e+01,8.186517867e+01,3.856070199e+01,3.133638976e+01,4.621987237e+01,9.999177158e+01,2.946297300e+01,8.756353524e+01,4.267981953e+01,1.504908561e+01,2.712936430e+01,7.696797915e+01,1.916318491e+01,9.048967300e+01,1.098450655e+01,3.979466427e+01,3.056290834e+01,8.276477561e+01,1.731564642e+01,1.192596518e+01,9.979129823e+01,1.470097933e+01,6.135201541e+01,2.986288499e+01,4.824988292e+01,7.070007734e+01,7.038077546e+01,8.231490376e+01,4.190322826e+01,7.981864412e+01,2.654008817e+00,1.364091852e+01,6.075477845e+01,5.569668996e+01,4.060725179e+01,3.712909729e+01,5.941662797e+01,1.509933776e+01,3.086890005e+01
7.807082654e+01,3.485464308e+01,6.556150456e+01,8.978914885e+01,3.518187831e+01,8.644595373e+01,2.455380892e+01,2.022437014e+01,7.730989505e+01,4.806852073e+01,1.163046680e+01,6.607169034e+01,6.097233259e+01,5.473721330e+01,2.887765844e+01,3.201525964e+01,8.822987204e+01,1.620641556e+01,2.553121975e+01,2.052625276e+00,2.318468305e+01,9.719362862e+01,1.221834753e+01,6.650076014e+01,1.061282337e+01,1.704125451e+00,5.925852334e+01,5.979950213e+01,4.391331193e+01,5.761174791e+01,9.458145099e+01,2.212117261e+01,5.949343505e+01,5.172300880e+01,8.787331997e+01,5.914392122e+01,6.806742210e+01,5.535381359e+01,2.721804209e+01,6.241508435e+01,6.125742189e+01,4.739623037e+01,4.428098836e+01,9.548841780e+01
6.645416357e+00,6.743428549e+01,6.390914032e+01,9.288404946e+01,9.289411700e+01,5.029398978e+01,7.056698515e+01,4.808218132e+01,4.308070723e+01,6.494855185e+01,6.777425771e+01,6.976181806e+01,3.960351086e+01,7.656125775e+01,8.778697136e+01,4.446689768e+01,3.220857186e+01,4.689368119e+00,4.028476186e+01,5.704266007e+01,6.810713540e+01,4.643034143e+01,8.830366174e+01,2.782766105e+01,4.245958323e+01,9.518958933e+01,7.856502595e+01,4.823377952e+01,2.711240955e+01,4.958140581e-01,3.831338793e+01,5.532022637e+01,1.860044842e+01,7.919945657e+01,4.208054766e+00,1.629290536e+01,3.291739933e+01,5.711194982e+01,7.916199458e+01,4.738134889e+01,5.106635757e+01,5.662310234e+01,9.602689352e+01,3.630940331e+01
7.942062008e+01,1.864504604e+01,9.818869234e+01,3.766680983e+01,6.296232451e+01,2.734705096e+01,8.970541216e+01,3.485114542e+01,3.451141562e+01,8.987129295e+01,6.506985703e+01,1.186192704e+01,4.401751880e+01,5.759185568e+01,4.817698233e+01,9.775142314e+01,7.837274833e+01,5.046101534e+01,1.978407022e+00,8.977120482e+01,3.192220397e+01,1.118787202e+01,9.595622713e+01,9.072650612e+00,9.018375907e+01,2.395820970e+01,8.312757090e+01,8.732023717e+01,2.470959873e+01,2.362706169e+01,8.390487523e+01,5.226309683e+01,9.877864408e+01,3.760207365e+01,5.931068700e+01,3.658173686e+01,3.800447451e+01,2.662116859e+01,8.519837686e+01,6.847928809e+01,7.012366061e+01,9.090221813e+01,5.334058486e+01,6.061145810e+01
2.181195022e+01,2.958453500e+01,3.353940689e+01,1.268319670e+01,6.302473620e+01,9.662798107e+00,4.794021840e+01,2.405162288e+01,7.464477218e+01,2.393096307e+01,4.488792483e+01,2.839355566e+01,5.769051605e+00,3.854223197e+01,7.098058796e+01,6.335978405e+01,2.679434357e+01,3.498148995e+01,2.101704279e-01,5.154035609e+01,2.637721166e+01,4.620969791e+01,1.829322563e+01,7.279214487e+01,9.423815831e+01,9.786082193e+00,5.548118027e+01,1.494713796e+01,6.126307747e+01,6.718673187e+01,7.248739564e+01,9.770262135e-01,3.953182242e+01,5.073388657e+01,5.895030058e+01,8.246494587e+01,1.326117416e+01,3.804650656e+01,6.587922419e+01,9.047418672e+01,9.778339651e+01,9.063501421e+01,7.729070311e+01,8.192049005e+01
7.352958099e+01,1.739242623e+01,7.607709521e+01,9.088173389e+01,8.094576467e+01,2.876646854e+01,2.953247989e+01,7.183479571e+00,6.863303706e+01,8.772607213e+01,5.168879198e+01,5.799170757e+01,5.174753743e+00,7.502596001e+01,3.310876496e+01,3.019185021e+01,2.021616871e+01,9.828470126e+01,8.345709393e+01,3.655732934e+01,7.573166166e+01,5.125479785e+01,8.935307692e+01,8.127708889e+01,6.374992827e+01,7.356431227e+01,1.524727524e+01,2.554059580e+00,3.654045513e+01,8.724105699e+01,7.275685828e+01,3.526418351e+01,2.306323826e+01,3.806221936e+01,5.625205154e+01,7.202106668e+01,7.255068990e+01,2.034806418e+01,9.159232184e+01,2.673103293e+01,9.947299406e+01,6.620426303e+00,9.978571102e+01,9.716828192e+01
9.216826906e+01,4.794973294e+01,4.125666307e+01,6.240052259e+01,9.570015707e+00,5.218388512e+01,5.947137265e+01,8.932726587e+01,5.577991306e+01,6.027676659e+01,9.611891531e+01,1.229561052e+01,9.536816375e+01,4.320088031e+01,9.427278448e+01,8.912206544e+01,5.608859785e+01,5.013978318e+01,8.670106242e+01,5.495473029e+00,1.992509785e+01,3.758224925e+01,4.730671001e+01,7.623195340e+01,4.400279866e+01,2.075859554e+01,8.872633523e+01,2.907555271e+01,3.741265417e+01,9.606378381e+01,8.146678211e+01,8.018951164e+01,2.480219034e+01,4.387801449e+01,5.365667031e+01,1.930579171e+01,4.427242736e+01,9.690134967e+01,9.257087822e+01,2.642606002e+01,7.569558955e+01,5.979282976e+01,5.238859328e+01,5.368312966e+01
5.065297349e+01,3.565265213e+01,6.547564711e+01,3.899625341e+01,2.805385660e+01,6.130432127e+01,1.925508950e+01,1.218892656e+01,3.661253647e+01,4.020316635e+01,6.047450380e+01,5.726350813e+01,9.965568220e+01,6.356390312e+01,5.928020844e+01,4.656176291e+01,5.322809315e+01,9.303217363e+01,9.746967945e+01,8.723043143e+01,9.197928322e+01,6.109582670e+01,7.646157006e+01,3.017624300e+01,6.312575881e+01,9.128710048e+01,8.897775201e+01,7.557111435e+01,2.176069890e+01,2.357926444e-01,3.530095928e+01,4.580639892e+01,8.140198214e+01,8.439819794e+01,8.450392892e+01,8.197599393e+01,2.611973381e+01,9.615304369e+01,2.194898171e+01,6.024797705e+01,7.104692062e+01,5.641991629e+00,6.037958634e+01,4.453858728e+01
4.162656967e+01,6.067124777e+01,6.417654018e+01,4.244872633e+01,7.942910598e+01,5.699157620e+01,2.212946825e+01,6.029524943e+01,6.805470995e+01,5.812175565e+01,9.395054575e+01,5.133728087e+01,9.649176399e+01,3.140521220e+01,1.785345918e+01,8.577373876e+01,5.685467304e+01,1.776639985e+01,4.526091350e+01,4.262379528e+01,5.617208373e+01,7.153182826e+01,3.048435251e+01,2.870036896e+01,4.054122003e+01,1.702806681e+01,1.589046554e+01,8.472240553e+01,6.645539100e+01,1.481396850e+01,2.561547636e+01,5.856443936e+01,3.320515125e+01,6.702269324e+01,7.487970373e+01,3.255810196e+01,9.845133592e+00,5.626408017e+01,7.893561717e+01,8.375138631e+01,7.767766464e+01,6.475018199e+01,6.572443001e+01,9.507392829e+01
7.345995865e+01,1.383070315e+01,8.723553163e+01,6.895506551e+01,2.495400406e+01,4.840715038e+01,6.925866654e+00,6.873526672e+01,2.761964479e+01,9.177654068e+01,4.428024386e+01,9.884170398e+01,8.451504480e+01,5.897896342e+01,4.238266354e+01,9.928694278e+01,4.748089994e+01,4.959145834e+01,8.741464197e+01,9.794759166e+01,7.555336110e+01,2.575837035e+01,2.166712162e+01,7.029316180e+01,6.362312614e+01,5.860558731e+01,2.723691289e+01,2.534972397e+01,4.856141218e+01,4.844804027e+01,7.781157010e+01,1.319087010e+01,4.714129414e+00,3.834958747e+01,5.927431711e+01,8.234682515e+01,6.775157710e+01,7.984360986e+01,9.975468214e+01,8.176381004e+00,3.825288362e+01,1.636250874e+01,5.634248147e+01,8.070349901e+00
1.464798547e+01,4.738613406e+01,7.117853402e+01,1.678189700e+01,5.919219535e+01,1.468646615e+01,4.983387989e-01,4.303050353e+01,3.551300979e+01,1.543606003e+01,7.779995131e+01,4.176742314e+00,5.351608318e+01,3.032384738e+01,3.891381575e+01,7.151070985e+01,4.280115657e+01,1.279185368e+01,3.076908673e+01,1.151062169e+01,3.905491555e+01,5.745993943e+00,2.330479788e+01,2.098086706e+01,2.611291394e+01,5.242298224e+01,7.056512528e+01,5.600477131e+01,6.056543607e+01,5.807598517e+01,2.224227549e+01,3.400913607e+00,2.690341821e+01,4.023866930e+01,9.173963727e-01,4.781833874e+01,5.888604986e+00,4.822642403e+01,7.150660196e+00,6.580511662e+01,4.189049573e+01,7.056057936e+00,4.325708202e+01,3.843204552e+01
7.241192533e+01,7.530650349e+01,2.481911557e+01,6.442506751e+01,8.477312055e+01,4.822400450e+01,2.915143586e+01,8.731781780e+01,1.467716945e+00,4.371740636e+01,8.919618683e+01,6.041978662e+01,3.010150471e+01,4.582286122e+01,1.579698100e+01,9.017943319e+01,2.340350821e+01,9.515940191e+01,1.836773190e+01,3.851459516e+01,6.653396526e+01,2.779799347e+01,2.791219002e+01,9.963721965e+01,8.710866968e+01,1.280580414e+01,8.796682136e+01,4.224075120e+00,5.563678601e+01,5.499877982e+01,6.742444109e+01,8.390430358e+01,8.614010255e+01,1.897679894e+01,5.162232298e+01,6.169567395e+01,2.122849629e+01,6.037349530e+01,7.186524284e+01,3.609862066e+01,2.020130736e+01,7.920978080e+01,9.088531180e+01,1.367154137e+00
6.257629701e+01,5.872840622e+01,7.131894973e+01,3.244977024e+01,5.541840144e+01,6.270527939e+00,2.268016935e+00,5.718293258e+01,6.448001463e+01,4.898080082e+00,4.599508582e+01,4.703906365e+01,1.401591175e+01,8.409820351e+01,1.949899054e+01,1.221725440e+01,6.994302485e+01,6.773017658e+01,3.352098603e+01,9.663010387e+01,3.500809891e+01,5.702217524e+01,7.400216070e+01,9.568279322e+01,9.883361429e+01,4.721652961e+01,1.773286929e+01,6.124352980e+01,5.883360461e+01,8.384816045e+00,7.307833154e+00,6.635506551e+01,8.718024295e+01,5.093671203e+00,9.283912714e+01,2.154593733e+01,3.578716978e+01,5.844158069e+01,2.173838982e+01,5.300701386e+01,7.125441767e+01,6.396901598e+01,6.450229004e+01,3.092655989e+01
7.481672379e+01,2.859210667e+01,1.516299874e+01,2.408521867e+01,1.739145537e+01,4.599232534e+01,7.012291517e+01,8.189713358e+01,7.333451313e+01,3.716240007e+01,2.514028643e+01,9.544263297e+01,6.562466987e+01,7.592665966e+01,8.584886800e+01,5.237769233e+01,6.777184103e+01,3.448092243e+01,7.269064212e+01,2.999920584e+01,1.963336502e+01,7.805247828e+01,2.567893985e+01,5.113306828e+00,8.032808044e+01,5.225883436e+01,5.712201588e+01,3.721005740e+01,8.180955326e+01,3.984400802e+01,9.311205716e+01,8.004795910e-01,3.501953140e+01,7.930249843e+01,4.978348980e+01,1.869572338e+01,8.393611436e+01,1.563886836e+01,2.339170706e+01,6.662557751e+01,3.582490275e+01,8.562208802e+01,8.190059031e-01,2.165767763e+01
