v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70
6.379954179e+00,3.926896375e+01,9.909021698e+01,5.964318209e+01,5.326345956e+01,4.167083750e+01,2.721905809e+01,6.657729671e+01,8.999427810e+01,1.204011276e-01,7.816909442e+01,6.652634483e+00,1.736327675e+01,9.169211718e+01,3.110114209e+01,6.791931927e+01,2.959360879e+01,7.991210861e+01,6.799331796e+01,3.155866511e+01,5.185203764e+01,3.248801067e+01,1.683096243e+01,2.102549042e+01,3.415355013e+01,7.314437801e+01,2.441793762e+01,3.390697777e+01,4.620068382e+01,7.517501280e+01,5.620841419e+01,5.609422568e+01,6.444237793e+01,2.930342345e+01,5.814766035e+01,4.330825557e+01,4.992449763e+00,1.787488899e+01,4.918538135e+01,2.709340367e+01,8.265853058e+01,5.904513576e+00,1.675709398e+01,5.446798737e+01,6.803291043e+01,9.684118204e+01,9.858917640e+01,3.647728083e+01,5.723452319e+01,8.641614511e+01,5.975509753e+01,3.804790268e+01,8.388219720e+01,7.897432960e+01,6.746719024e-01,8.469127460e+01,2.167673165e+01,6.613830980e+01,6.304336287e+01,7.262483063e+00,1.707227291e+01,1.804116518e+01,6.799256710e+01,8.291547998e+01,8.297168174e+01,4.036111216e+01,9.923045679e+01,4.074278341e+01,9.623835580e+01,4.289000517e+01
6.513529372e+01,3.460838361e+01,7.645492753e+01,1.797279868e+01,1.945947746e+01,7.236434747e+01,4.776931395e+01,5.676050305e+01,8.068671370e+01,7.305482484e+01,5.887938204e+01,5.821669660e+01,4.356241067e+01,2.495436178e+01,8.287092110e+01,8.732410935e+01,2.895747511e+01,6.849665189e+01,9.605426833e+01,3.236332084e+00,8.119420628e+01,4.388647971e+01,8.061342516e+01,8.311758273e+01,8.264734141e+00,8.077894599e+01,5.508321634e+01,8.777609234e+01,2.204324582e+01,9.865717111e+01,4.637071104e+01,4.135662345e+01,1.002914613e+01,2.972671406e+01,3.312854842e+01,3.525845763e+01,4.673859901e+01,8.216084468e+01,7.738855671e+01,1.789596533e+01,2.031649674e-01,4.662043785e+01,3.355149036e+01,7.686114602e+01,3.794704625e+01,3.572131614e+01,9.043091617e+01,1.179402757e+01,2.399396482e+00,6.732997662e+01,2.177462894e-01,9.326182036e+01,5.797307466e+01,6.310535871e+01,9.410469074e+01,3.570756442e+01,6.324059906e+01,4.032905769e+01,5.460433303e+01,2.233142647e+01,6.133710918e+01,9.389557893e+01,7.026558541e+01,5.368913337e+01,7.330462486e+01,6.109242569e+01,1.296125206e+01,3.493539513e+01,5.802942376e+01,1.424264333e+01
7.981197550e+01,5.318148812e+01,6.224858569e+01,7.148326610e+01,4.953027180e+01,2.513590061e+00,4.182880692e+01,7.504970995e+01,1.474170109e+01,3.894813837e+01,8.364520224e-01,1.239334399e+01,2.527580745e+01,9.230502998e+01,7.293448749e+01,7.196955651e+01,4.027314357e+01,7.472819718e+01,9.021595599e+01,1.913295837e+01,6.508616047e+01,5.551555673e+01,5.406851076e+01,8.425931917e+01,6.933141761e+01,6.747505393e+00,7.544135568e+01,3.101507252e+01,2.942577350e+01,5.133335918e+00,8.269861347e+00,8.219768382e+01,1.993621977e+01,6.684609528e+01,9.610824286e+01,2.432571352e+01,8.470781416e+01,6.988956071e+00,8.759001437e+01,6.629509230e+01,2.237155022e+01,3.495453223e+01,5.017907641e+01,5.524919084e+01,4.233366049e+01,7.487352082e+01,8.442708183e+01,6.458767414e+01,5.816577572e+01,9.903569362e+01,4.654689741e+01,1.788947608e+01,3.609026263e+01,4.660817856e+01,5.159732224e+01,3.130368775e+01,7.143791020e+01,8.712206319e+01,6.071149348e+01,3.262537396e+01,5.496682151e+01,7.784325859e+01,6.474884172e+01,1.986886632e+01,5.269701782e+01,7.994770204e+01,8.804788683e+01,1.063054984e+01,3.437275224e+01,4.211141783e+01
7.601046446e+01,3.943366572e+01,7.601807084e+00,6.863532116e+01,3.496479804e+01,7.261154661e+01,6.811402959e+01,2.998523738e+01,2.405526866e+01,5.320918338e+01,3.450047216e+01,6.980249293e+01,5.209100083e+01,8.452364461e+01,5.699246161e+01,2.193215811e+01,2.725475917e+01,8.018157319e+01,9.979047484e+01,8.895796038e+01,9.549796592e+01,7.876100854e+01,3.643886655e+01,5.033417513e+01,8.622551834e+01,6.111381315e+01,1.920294041e+00,2.556533691e+01,9.842255417e+01,5.228552782e+01,5.190832018e+01,1.018493370e+01,2.758874460e+01,9.694286662e+01,7.151173936e+01,3.005951487e+01,9.942358570e+01,2.698425803e+01,5.179844430e+01,9.343471770e+01,9.212082770e+01,6.743131146e+01,7.284011728e+01,6.687977989e+01,8.817398578e+01,1.894483703e+01,2.673377494e+01,1.971070948e+00,2.027814523e+01,9.352975318e+01,5.067512997e+01,9.162374086e+01,6.115002559e+00,2.911646787e+01,8.906785451e+01,7.940632346e+01,6.888560991e+01,9.125253247e+01,2.955840918e+01,7.805749669e+01,2.432484409e+01,6.862891058e+01,1.184054602e+01,2.785199360e+01,3.882030389e+01,7.626244033e+01,5.839361970e+01,8.457146861e+01,4.682240726e+00,7.260168015e+01
4.345226383e+01,4.314647076e+01,2.016863096e+01,7.981269013e+01,2.780732368e+01,4.658287208e+00,6.879844527e+01,6.799219177e+01,6.903744603e+01,3.159669091e+01,1.807862823e+01,5.313060288e+01,2.164658520e+01,9.317522660e+01,9.605000302e+01,1.422314251e+01,3.086619879e+01,4.101728547e+01,8.513819680e+01,5.754201060e+01,7.056144126e+01,9.168431981e+01,1.447284239e+01,6.247854561e+01,5.583496554e+01,4.710109812e+01,8.745163089e+01,6.046428756e+01,9.530723038e+01,8.556594318e+01,6.867667428e+01,2.834529322e+01,2.260944170e+01,9.062021982e+01,6.730212299e+01,5.339183908e+01,8.089797538e+00,4.166896902e+01,3.448515107e+01,6.436695928e+00,1.910351750e+00,3.704662649e+01,1.433086008e+01,5.590316125e+01,3.443542420e+00,6.127066686e+00,1.452090047e+01,9.756102461e+01,5.623399244e+01,7.934628095e+01,2.021703099e+01,6.082010810e+00,6.809239601e+01,7.357257627e+01,1.026396975e+01,6.703982244e+01,2.184057821e+01,3.555985503e+01,2.030790216e+01,1.257588343e+01,4.934549589e+01,9.885166285e+01,1.839307336e+01,3.354953514e+01,9.362186231e+01,6.642749752e+01,8.683184022e+01,6.251466533e+01,2.414730168e+01,5.662948830e+01
1.072735030e+01,2.798360154e+01,8.411454090e+01,8.218625956e+01,7.062020322e+01,5.980531213e+01,1.769512658e+01,9.342644240e+01,9.224177807e+01,7.872626808e+01,5.878299649e+01,8.344115951e+01,6.014305743e+01,6.303956012e+01,8.684985625e+01,3.836719418e+01,3.668045709e+01,9.213435844e+01,5.031178650e+01,8.483569778e+01,6.787750034e+01,3.655548787e+01,4.922280878e+01,8.848727495e+01,2.326862400e+01,5.576620057e+01,9.141835335e+01,7.092854920e+01,7.339219640e+01,1.453472959e+01,8.574394751e+01,3.090897884e+01,5.434844734e+01,6.915477768e+01,3.527279285e+01,8.890545488e+01,3.690130333e+01,7.967280212e+01,7.624152282e+01,6.913154569e+01,6.068860630e+01,6.811459165e+01,1.853265081e+01,9.805112777e+01,8.854045627e+01,8.157280408e+01,1.805726223e+01,4.958883380e+01,4.345314420e+01,3.654279316e+00,5.479298124e+01,5.236133841e+01,2.937868946e+01,4.744477391e+01,6.148824497e+01,7.487113555e+01,2.478656265e+01,1.544817581e+01,9.669416321e+01,6.081571634e+01,6.909527771e+01,1.695160344e+01,6.368998530e+01,3.650084139e+01,3.060767381e+01,9.282109796e+01,6.816158105e+01,1.034796473e+00,4.292417317e+01,9.193566027e+01
3.809721522e+01,6.550769526e+01,4.739076558e+01,3.466867034e+01,6.019968818e+00,4.299579463e+01,6.447548366e+01,5.755243512e+01,1.371002993e+01,6.424250597e+01,4.557073188e+01,7.558072792e+01,2.615655937e+01,2.586838644e+01,7.404596066e+01,6.120776465e+00,8.190288842e+00,6.906191910e+01,8.601953310e+01,4.751030945e+01,9.936793165e+01,3.663550810e+00,9.307709965e+01,3.117385516e+01,5.668951187e+01,8.578678048e+01,1.373903903e+01,6.160686618e+01,3.879053600e+01,8.728412849e+01,2.260936816e+01,3.962059037e+01,2.856172713e+01,2.524235072e+01,7.771351824e+01,4.297074408e+01,4.208170072e+01,5.322808850e+01,3.593224749e+01,6.511988899e+01,1.778843804e+01,9.321987749e+01,5.140045814e+01,8.201688693e+01,9.898992267e+01,3.325783870e+01,3.262304559e+01,7.046678241e+01,6.931295088e+01,3.320752056e+00,2.969609934e+01,5.641798004e+01,2.096098747e+00,7.171665047e+01,2.548454439e+00,3.475752333e+01,1.827054964e+01,6.398402828e+00,9.642588789e+01,8.405776860e+00,6.953263969e+00,7.059387861e+01,6.801778341e+01,3.235243406e+01,7.558845955e+00,8.638937349e+01,4.034543580e+01,3.724577709e+01,5.961940623e-01,7.682423372e+01
4.734320814e+01,2.427304780e+01,7.321999946e+01,7.975466983e+00,2.701962208e+01,5.097662362e+01,5.592605314e+01,1.556106434e+01,5.108924521e+00,5.939315718e+01,3.877973039e+01,6.388678880e+01,7.088363299e+01,1.296476925e+01,1.573344350e+01,5.095864906e+01,9.980820144e+01,4.650304082e+01,6.033660431e+00,7.616267902e+01,3.807430195e+01,3.692727554e+01,2.813560886e-01,3.224172379e+00,2.277102302e+01,3.981227154e+01,5.453839579e+01,3.184885468e+01,9.071888532e+01,3.752778969e+01,8.151657304e+01,6.391741051e+01,7.093675986e+01,1.926683641e+01,3.474841651e+01,4.343744694e+01,8.928017700e+01,9.296325373e+01,7.026892609e+01,4.085838828e+01,6.233748267e+01,3.437977721e+01,8.464913004e+01,7.177902386e+01,9.764852589e+01,7.243680953e+01,4.146998598e+01,5.665397376e+01,2.587612102e+01,2.469942840e+01,9.948204131e+01,9.394287826e+01,1.939725470e+01,4.651204439e+01,5.289034424e+01,7.656062553e+01,2.670109890e+01,1.919063392e+01,1.130101224e+01,2.155830349e+01,5.524823939e+01,1.471628901e+01,5.315400323e+01,5.999785784e+01,5.817901052e+01,9.857537983e+01,8.134270833e+01,2.867474214e+01,1.203441448e+01,3.045017822e+01
8.188597267e+01,6.848590703e+01,8.158164373e+01,8.566082657e+01,7.874336804e+01,1.184379262e+01,1.034303756e+01,1.978490337e+01,7.994002404e+01,5.564309388e+01,2.058728296e+01,7.583255860e+01,6.848492599e+01,4.449383956e+01,9.995582749e+01,8.397703703e+01,5.627161378e+01,7.580589556e+01,6.726636776e-01,2.151452675e+01,4.318129607e+01,2.754685602e+01,9.250807262e+00,5.130360843e+01,8.103423541e+01,8.384195983e+01,9.525601957e+01,1.454875017e+01,3.762066874e+01,6.229033319e+01,6.031716754e+01,3.887034295e+01,4.511970472e+01,6.008435000e+01,8.698674285e+01,8.641013860e+01,2.180942979e+00,5.758356600e+00,4.132348635e+01,7.915088033e+01,2.796015338e+01,1.864578508e+01,5.325636634e+01,7.467328717e+01,5.496856038e+01,8.562364968e+01,2.266617899e+01,5.514258598e+00,4.722358852e+01,4.124078140e+01,9.132461744e+01,1.499001528e+01,2.153123859e+01,5.277736175e+01,3.224152133e+01,4.820568240e+01,7.264988340e+01,1.423995509e+01,8.020173936e+01,6.181270179e+01,3.224490975e+01,9.644559998e+01,5.245395024e+01,5.486837488e+01,8.051107077e+01,4.991658228e-01,3.853978565e+01,2.830811258e+01,9.855155605e+01,5.782496889e+01
1.884625313e+01,7.410162878e+01,2.133773131e+01,4.426240756e+01,9.873383975e+01,6.614486818e+01,6.063968512e+01,3.622907646e+01,3.082647420e+01,4.202234496e+01,5.709453308e+01,3.966570746e+01,1.925302944e+01,9.677080721e+01,7.760693759e+01,3.770199826e+01,3.060759899e+00,3.671622569e+01,1.231427016e+01,8.235246819e+01,9.320884771e+01,7.791831877e+01,7.449395621e+01,9.333441393e+01,5.162016181e+01,8.135620250e+01,2.991685595e+01,5.341293057e+01,8.445690245e+00,4.712005106e+01,1.200689441e+01,4.649563884e+01,2.785595770e+01,4.545753483e+01,1.726815738e+01,8.624122515e+01,1.387358296e+01,6.568735290e+01,8.382301623e+01,2.674089422e+01,6.885676554e+01,2.714054242e+01,7.496464647e+01,6.090380537e+00,4.121581289e+01,2.624638154e+00,9.367618285e+01,3.370101486e+01,3.907479964e+01,5.849461981e+01,2.226879856e+01,6.707408189e+00,6.686830125e+01,3.660806187e+01,2.372478625e+01,8.364764526e+01,6.106715047e+00,2.337513983e+01,5.784678483e+01,4.890468221e+01,8.089832024e+01,8.570487382e+01,3.008416384e+01,3.927024299e+00,3.841006218e+01,2.422984556e+01,3.996871756e+01,7.934308238e+01,5.712268135e+01,8.399336956e+01
4.796204498e+01,1.682440119e+01,6.455773084e+01,5.412352126e+01,6.811305508e+01,6.456696108e+01,7.858818014e+01,2.475896895e+01,4.907241563e+01,5.186169877e+01,3.398449903e+01,5.254310896e+01,4.502426954e+01,4.676043424e+00,4.901724679e+01,2.917704731e+01,6.623716306e+01,9.283574519e+01,9.888189030e+01,4.581861632e+01,3.475582670e+01,3.550760108e+01,7.926504175e+01,8.767529031e+01,1.839296141e+01,8.793738514e+01,4.389595742e+01,5.119626091e+01,7.368386602e+01,7.962811150e+01,3.372654459e+01,1.211622583e+01,6.104935436e+01,6.228735142e+01,9.290563728e+00,8.406987255e+01,4.211302323e+00,1.852482971e+01,2.340833323e+01,1.072057319e+01,5.651741686e+01,7.406017075e+01,8.235279616e+01,8.431832606e+00,1.910541671e+01,5.896927873e+01,4.563472887e+00,4.586235478e+01,8.056792903e+01,7.225833731e+01,4.995139353e+01,7.955597905e+01,4.554745493e+01,7.976186123e+01,6.707028468e+01,2.924919503e+00,3.567104786e+01,9.717249010e+01,3.551950405e+01,4.365021104e+01,3.059599898e+01,5.891911259e+01,5.039903195e+01,6.939941084e+01,7.507101377e+01,2.313344426e+01,6.965933484e+01,1.345297995e+01,9.458337830e+01,1.448210865e+01
3.005080229e+01,6.694361700e+01,3.528910428e+01,9.686166549e+00,5.199686458e+01,8.735798061e+01,5.338198337e+01,6.550457315e+01,1.062186059e+01,3.579683639e+01,8.392030394e+01,2.161661328e+01,4.570675815e+00,1.324048176e+01,6.045367833e+01,2.982497943e+01,1.580422665e+01,9.086481110e+01,3.067968206e+01,3.121350046e+00,3.310981718e+01,3.314602197e+01,2.334898832e+01,6.774436541e+01,2.220353845e+01,9.546441987e+01,3.149815479e+01,1.471884372e+01,9.989254542e+01,2.130301665e+01,8.185258840e+01,5.261264894e+01,7.225548099e+01,3.112416165e+01,5.609283299e+01,6.878466775e+01,5.313422587e+01,1.256631387e+01,3.300592054e+01,8.411705520e+00,3.145836737e+01,2.167549987e+01,5.561832969e+01,4.809206497e+01,4.294213882e+01,3.510924701e+01,3.639922707e+01,4.995452832e+01,6.510103720e+01,6.230885739e+01,9.908770517e+00,4.900743165e+01,1.757939477e+01,1.330744127e+01,2.507252700e-02,6.256933841e+01,5.019711127e+01,6.737990353e+01,5.922214614e+01,3.763676704e+01,9.566818411e+01,2.089570362e+01,9.916212994e+01,8.625938750e+01,2.272962689e+01,6.418786314e+01,5.662274269e+01,5.704750611e+01,8.937287781e+01,3.330135045e+01
3.502062319e+01,3.904105494e+01,5.825616333e+01,3.591900089e+01,3.922694348e+01,2.949034983e+01,6.929842360e+01,2.456916710e+01,3.371556246e+01,8.274251265e+01,9.954027226e+01,3.277846147e+01,2.314208425e+01,2.349488981e+01,7.907045892e+01,6.893996133e+01,7.668062875e+01,6.019126746e+01,4.309306078e+01,8.969234641e+01,8.447362382e+01,6.489878013e+01,6.176436448e+00,9.389713029e+01,1.213795861e+01,8.633029765e+01,1.559425941e+01,8.497119997e+01,2.420660493e+01,4.291737923e+01,7.307061013e+01,1.605692343e+01,5.888763510e+01,6.578703022e+01,8.567636670e+01,5.207595067e+01,6.203185054e+01,2.738000739e+01,9.666556815e+01,3.045155499e+01,8.615908940e+01,4.645837199e+01,2.129360394e+01,7.104173841e+01,4.685754202e+00,3.332312737e+00,3.338139494e+00,2.771454637e+01,1.559295688e+01,8.737787596e+01,3.727887871e+01,3.961032065e+00,3.694657679e+01,9.685432012e-01,4.402428552e+01,5.847981688e+01,9.654646041e+01,8.865034731e+01,6.443671970e+01,3.651555934e+01,3.578603661e+01,6.617993517e+00,1.071716436e+01,7.312098979e+01,1.375284002e+01,5.411712942e+01,3.899839484e+01,1.759089860e+01,9.073677274e+01,4.881331351e+01
8.654097399e+01,1.939265901e+01,8.734661027e+01,6.154115286e+01,2.617265388e+01,3.063350166e+01,6.628343588e+01,2.187623577e+01,1.703583124e+01,6.181676483e+01,4.311979955e+01,9.258117855e+01,6.550425297e+00,1.899679866e+01,4.193567112e+01,3.569884378e+01,1.051686049e+01,6.131016766e+01,1.771947588e+01,7.151914208e+01,7.445699433e+01,2.652497734e+01,9.141959659e+01,5.643309179e+01,3.398658518e+01,1.466653515e+01,6.096682301e+01,7.438637819e+01,6.849098904e+01,2.509462783e+01,7.392162507e+01,2.020822093e+01,4.956852698e-01,6.488863961e+01,6.050147714e+01,6.685902995e+01,7.041786127e+01,7.535593678e+01,7.778602276e+01,7.864738134e+01,5.056178571e+00,6.837744637e+01,2.644675152e+01,7.372783538e+01,7.401235572e+01,3.034245292e+00,8.957991831e+01,2.515953775e+01,8.089057096e+01,6.656786287e+01,9.320693965e+01,8.711629942e+01,2.149028547e+00,8.025435551e+01,7.344309890e+01,9.937855058e+01,3.280445992e+01,4.949826916e+01,7.286744043e+00,9.216788501e+01,9.930363876e+01,1.502129167e+01,8.032541249e+01,9.005406817e+01,2.442932959e+01,9.954659971e+01,5.604476940e+01,4.590620041e+01,5.651797007e+01,9.227191703e+01
2.094836856e+00,9.338997429e+01,4.863499364e+01,2.772131308e+01,2.280385784e+01,9.446357798e+01,3.229769368e+01,1.346091371e+01,8.769843723e+01,9.441267716e+01,1.388208087e+01,5.433296856e+01,8.094867925e+01,5.477860802e+01,9.802806618e+01,6.707543067e+01,1.327917915e+01,1.460207775e+01,2.456369673e+00,7.567592566e+00,3.724670634e+01,2.339351761e+01,4.460693285e+01,3.499745013e+01,5.190685782e+01,2.719036049e+00,7.984167649e+01,6.000628903e+01,3.991285962e+01,9.562718754e+01,9.138987014e+01,5.966660669e+01,3.711242870e+01,5.476522303e+01,9.179481944e+01,4.105074933e+01,7.336282188e+01,9.491926728e+01,6.171074960e+01,1.831493952e+01,4.198912927e+00,2.319866821e+01,4.951810418e+01,7.923101819e+01,4.326283633e+01,6.751248501e+01,4.654251301e+01,6.449828006e+01,1.052955627e+01,8.951044656e+01,3.507118783e+01,9.960803361e+01,8.610474916e+01,7.203361144e+01,3.051412175e+01,4.486681061e+01,2.879059135e+00,5.109566201e+01,4.425288800e+01,2.739199253e+01,8.070669557e+01,9.512385299e+01,5.003226004e+01,5.797678879e+01,4.344009418e+00,6.900485903e+01,1.529709222e+01,3.127576322e+01,6.799245656e+01,3.793353215e+01
8.003438672e+01,1.679082195e+01,3.210383468e+01,2.909713156e+01,8.530273543e+01,3.534433567e+01,8.221193550e+01,1.234682866e+01,4.572655413e+01,1.063718781e+01,4.987156833e+01,3.789625416e+01,9.236112463e+01,3.505871526e-01,4.418804616e+00,9.715426273e+01,4.369715959e+01,6.428399045e+01,6.718718514e+01,5.851520259e+01,1.229534910e+01,5.023031911e+01,6.305515318e+01,9.466298661e+00,5.111897817e+01,4.773190959e+01,9.715319754e+01,2.465070919e+01,6.585192307e+01,3.174192786e+01,5.564187039e+01,5.683974159e+00,1.964454844e+01,2.606190611e+01,4.794585501e+01,5.249066858e+01,7.938993336e+01,6.761423355e+01,8.704030775e+01,9.431951104e+01,5.713445372e+01,1.005552615e+01,2.114928681e+01,8.222232362e+01,4.959947075e+01,9.346665726e+01,3.784652419e+01,2.144245654e+01,8.390327946e+01,8.877708154e+01,3.710120617e+01,2.038762707e+01,7.402095777e+01,3.880817517e+01,3.176886250e+01,9.624923921e+01,3.189683120e+01,4.191642292e+01,9.090266121e+01,5.175930618e+01,9.707747133e+01,7.583380637e+01,7.075329665e+00,8.852125086e+01,9.130231029e+01,9.351453319e+01,9.752799659e+01,3.110113627e+01,6.226522912e+00,4.804598198e+01
6.644445277e+01,9.227378514e+01,4.168175266e+01,4.617427943e+01,2.665932200e+01,6.030022455e+00,5.543106553e+01,9.872948886e+00,7.505836473e+01,7.129410620e+01,9.781153148e+01,1.597294360e+01,5.561509697e+01,1.785808946e+01,1.307114508e+01,2.014570274e+01,2.781661202e+01,6.764598629e+01,6.690840372e+01,3.836993304e+01,4.363212695e+00,4.776760378e+01,1.991684530e+01,9.547157068e+01,6.772229662e+01,9.853760255e+01,5.706360823e+01,9.757241316e+00,4.878860728e+01,7.056823420e+01,6.782900819e+01,4.317655020e+01,6.278784728e+01,4.443122658e+01,1.227637231e+00,2.751594480e+01,9.510499608e+01,4.531322153e+01,2.418682115e+01,6.922252895e+01,2.511956167e+01,4.739552896e+01,2.107606973e+01,6.039950373e+01,1.151638458e+01,5.684201692e+01,5.927597263e+01,7.408778168e+01,8.222650154e+01,4.104063263e+01,9.498392688e+01,3.953736544e+01,8.963703778e+01,8.233761174e+01,7.689409855e+01,3.996600824e+01,1.678575787e+01,1.338677992e+01,1.994407350e+01,1.141900043e+01,4.468395994e+01,3.435399598e+01,6.089187988e+01,1.822552893e+01,4.229549242e+01,1.813163706e+01,9.992797642e+01,4.854696332e+01,6.883192881e+01,1.790688710e+01
4.036208337e+01,7.172403581e+01,8.880032324e+01,9.234237124e+01,7.748544626e+01,2.206214779e+01,5.347169631e+01,2.054651738e+01,5.327178049e+01,8.990016489e+01,5.959006485e+01,2.816606124e+00,8.949036476e+01,4.852852488e+01,8.077073386e+01,6.324929461e+01,9.624080193e+01,8.229921111e+01,9.925524159e+01,1.213779185e+00,3.763839177e+01,6.273355949e+01,3.377953317e+01,4.307666744e+01,3.908200954e+01,2.699149162e+01,6.946130755e+01,5.328649718e+01,2.378456648e+01,8.994022338e+00,2.699079785e+01,8.801936307e+01,3.267835743e+01,7.741812100e+01,2.099112288e+01,6.577218835e+01,1.980638048e+01,8.828979942e+01,4.237624405e+01,5.577112201e+01,8.881404529e+01,6.309701295e+01,6.688332815e+01,3.086713115e+01,6.496232453e+01,3.733555630e+01,1.132178887e+01,5.164531201e+01,6.477799666e+01,5.220877685e+01,1.946045970e+01,3.612945734e+01,1.847433869e+01,4.420689262e+01,5.596177436e+01,2.872222481e+01,3.867033289e+01,8.407932322e+01,7.173214390e+01,2.304753913e+01,2.184089486e+01,8.439805070e+01,3.089781085e+01,3.075820353e+01,9.650875728e+01,8.835146790e+01,6.364077984e+00,5.642189697e+01,8.252601121e+01,7.163314003e+01
7.403795278e+00,5.662242794e+01,4.111538553e+01,9.870638974e+01,7.544437107e+01,1.157106116e+00,2.297910909e+00,3.480281308e+01,2.484435770e+01,2.887819878e+01,6.286008469e+01,6.867713333e+01,2.153335438e+01,1.094402120e+01,9.449044807e+01,6.210195020e+00,2.747356730e+01,6.633731395e+01,6.903203569e+01,8.271043088e+01,5.772183344e+01,9.002142163e+01,2.134202706e+00,3.338634145e+00,3.636456094e+01,3.911634216e+01,5.893888096e+01,3.459782658e+01,1.885398205e+00,5.992909379e+01,6.430064636e+01,4.587340062e+01,3.057970879e+01,3.977716242e+01,7.017972379e+01,4.557293255e+01,8.126279799e+01,1.926169939e+01,8.163220338e+01,4.693432270e+01,6.372712553e+00,5.542896175e+01,6.397152062e+01,8.050681582e+01,3.571812395e+01,1.917434221e+01,1.003251767e+01,6.259151355e+01,1.959117962e+01,2.956641850e+01,2.602380583e+01,9.781692698e+01,5.063522986e+01,2.457360720e-01,5.130421980e+01,4.793973816e+01,1.187194128e+01,1.010006526e+01,9.086808798e+01,6.705099764e+01,6.553281137e+01,9.016283957e+01,9.660911057e+01,8.341279466e+01,5.877482920e+01,2.012033634e+01,9.252550116e+01,1.356063972e+01,8.488831487e+01,2.402497792e+01
3.581542919e+01,5.172990723e+01,3.313005717e+01,5.587233893e+01,5.723189593e+01,8.068547624e+01,7.477985293e+01,8.155180067e+01,1.600295173e+01,5.840068695e+01,9.927682218e+01,4.090940145e+01,9.983928783e+01,2.927869451e+01,2.830312366e+01,2.580193751e+01,5.176926357e+01,6.360987469e+01,7.172483746e+01,1.196258945e+00,7.288871275e+01,3.346681648e+00,2.321121969e+00,2.402371217e+01,5.755722200e+01,5.834267110e+01,7.754487622e+01,7.767113363e+01,8.491200486e+01,9.034511691e+01,4.565096628e+00,1.557281457e+01,2.314255077e+01,8.726284337e+01,1.859417689e+01,8.238733043e+00,9.751443516e+01,8.384312021e+01,9.689193892e+01,1.742894264e+01,7.356483504e+01,2.883042999e+01,5.712875317e+00,8.991459881e+01,2.654084115e+00,6.274766057e+01,4.787596376e+01,5.586471910e+01,1.961366844e+01,1.161267609e+01,6.235168362e+00,9.277555047e+00,5.489807730e+01,4.205045116e+01,5.687864637e+01,2.462476087e+01,5.494764232e+01,5.164841353e+01,3.093339516e+01,4.419226328e+01,8.464390960e+01,7.272269249e+01,2.943206246e+01,9.790393562e+01,1.277821139e+01,6.168317436e+01,5.915898025e+01,4.996625633e+01,1.955508648e+00,5.826646853e+01
8.287822151e+00,7.056187053e+01,2.808293367e+01,2.599424907e+01,1.396181546e+01,5.119924079e+01,2.756846292e+01,7.440889845e+01,5.499893369e+01,3.317955964e+01,7.363102319e+01,9.247427344e+01,9.224781500e+01,9.787532380e+01,7.075520751e+01,9.556907288e+01,5.361608667e+00,6.220264683e+01,6.181703857e+01,2.962522684e+01,7.691468610e+01,1.293918286e+00,2.945066233e+01,2.169101839e+01,6.595258199e+00,7.913956125e+01,4.434591918e+01,2.131659157e+01,4.229277747e+01,9.014143459e+01,3.859618970e+01,7.504072576e+01,8.945415463e+01,4.952692423e+01,7.369535241e+01,1.218238559e+01,8.114700553e+01,8.393605173e+01,2.129741306e+01,6.706280783e+01,5.122185280e+01,7.853439414e+01,9.695323098e+01,8.313649148e+01,2.643976452e+01,1.813050627e+01,2.597326901e+01,1.649485345e+01,9.967817613e+01,3.830148980e+01,8.887917334e+01,9.297937871e+01,9.857260881e+01,5.290818427e+01,9.091701561e+01,6.225276154e+01,2.469486224e+01,7.297305089e+01,6.529836508e+01,7.249026808e+01,7.922585391e+01,3.453392546e+00,6.932183531e+01,8.657091103e+01,4.278416145e+01,9.828262187e+01,9.605240175e+01,8.782402766e+01,9.440827473e+01,1.075836161e+01
