v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
2.869965388e+01,1.465698127e+01,3.748271860e+01,7.282055565e+01,1.098705242e+01,6.982519956e+00,4.852854247e+00,9.499503211e+01,4.636469777e+01,7.721548220e+01,5.526857242e+01,4.298412292e+01,1.142168829e+01,9.359054477e+01,5.389506388e+01,9.731566886e+01,5.174949661e+01,6.964700642e+01,1.687677790e+01,9.678116992e+01,5.032317097e+00,3.596030260e+01,9.713098593e+01
8.371740392e+01,7.950111523e+01,3.966957536e+01,5.885473208e+00,4.617236642e+01,1.011939395e+01,5.118594280e+01,8.051579645e+01,3.119757518e+01,8.247757782e+00,8.088019367e+01,9.487960405e+01,3.542085346e+01,5.869663988e+01,8.756256064e+01,4.247469310e+01,1.916238724e+01,6.220104675e+01,5.361626071e+01,1.027316738e+01,6.784162743e+01,7.956269678e+01,9.978313636e+01
5.910237124e+01,6.156210239e+01,3.132636265e+00,9.491934910e+01,3.316530838e+01,5.778580722e+00,6.574656470e+01,1.650202289e+01,9.793572888e+01,3.902243572e+01,7.782807951e+01,5.701965488e+01,4.052885763e+01,1.015436788e+01,7.863807983e+00,9.843638127e+01,2.200965743e+01,3.517992494e+01,8.261519485e+01,4.730942590e+01,6.836040583e+01,7.039874047e+01,7.982763179e+01
8.542538652e+01,6.322344033e+01,4.099924596e+01,7.721986834e+01,1.472611412e+01,4.798464671e+00,8.456639795e+01,7.539108973e+00,1.684136618e+01,6.934208864e+01,3.174506563e+01,4.579900713e+01,5.090333858e+01,4.912369581e+01,7.644250951e+01,5.370412134e+01,2.013878660e+01,8.542802286e+00,1.327213442e+01,8.345728159e+01,8.353038890e+01,1.727290320e+01,8.408522530e+01
7.751016573e+01,4.095637721e+00,7.445046707e+01,2.565041096e+01,2.735569070e+01,5.562349244e+01,6.309532462e+01,4.624498193e+01,4.428815463e+01,5.881373548e+01,6.375160986e+01,5.003313104e+01,1.561988321e+01,5.042666390e+01,3.723150511e+00,1.017923410e+01,3.445333051e+01,2.282345832e+01,1.606890940e+01,7.247255453e-01,5.353438488e+01,1.912521137e+01,4.377876523e+01
2.842264323e+01,6.290831943e+00,7.846478901e+01,2.884875425e+01,8.093074055e+01,2.662561006e+00,8.111891323e+01,2.670773369e+01,6.815506979e+01,9.193890411e+01,3.236983679e+01,6.384430811e+01,4.616093014e+01,6.198886136e+01,4.274259990e+00,1.216338384e+01,3.842031144e+01,4.880952718e+00,9.286430263e+01,6.537581831e+01,2.701972593e+01,6.283673535e+01,1.695790843e+01
3.206391681e+01,9.724618233e+01,6.267515317e+01,1.912770553e+01,2.942851437e+01,2.712963763e+01,4.419116448e+01,5.842969055e+01,2.552213947e+01,1.679462514e+01,4.912206956e+01,4.209725534e+01,5.153566877e+01,6.637813138e+01,6.289996072e+00,8.544974825e+01,9.577342082e+01,8.080317483e+01,4.706284483e+01,2.753809018e+01,5.218604444e+01,8.570130404e+01,6.148117835e+01
2.754075133e+01,3.488720893e+01,3.338549543e+01,8.491297112e+01,7.528677040e+01,1.878439573e-01,6.762666074e+01,8.187532667e+01,2.645121537e-01,4.977817579e+01,3.748761940e+01,9.540036198e+01,3.585769666e+01,6.509596664e+01,2.423595833e+01,1.771084267e+00,5.284552990e+01,6.026039670e+01,8.664021407e+01,8.186457409e+01,4.231381193e+01,3.441938016e+01,2.238197215e+01
5.576277074e+01,1.414748848e+01,5.002758712e+01,8.456559093e+01,8.214345494e+00,6.735578458e+01,7.780738694e+01,7.517212219e+01,1.127159821e+01,3.964256092e+01,2.872253786e+00,4.545601524e+01,2.956372183e+01,2.174701713e+01,6.164583992e+01,8.834062973e-01,1.088750549e+01,9.431802160e+01,6.587203728e+01,8.767310315e+00,6.664904275e+01,2.971030375e+00,8.422398715e+01
7.981379514e+01,6.716513942e+01,3.783182619e+01,6.331497495e+01,7.951868386e+01,9.225495574e+01,1.346049128e+01,3.040509465e+01,5.517264872e+01,5.116669487e+01,6.785302318e+01,8.481748300e+01,5.782469410e+01,6.748444654e+01,2.075705252e+00,9.315130197e+01,8.897408683e+01,3.852871381e+01,5.863919208e+01,4.600085462e+01,3.228694051e+01,1.128710361e+01,7.701702132e+01
6.716328218e+01,5.409887574e+01,5.160424558e+01,4.489812789e+01,3.960466449e+01,3.946219614e+01,1.463737835e+01,6.657986042e+01,1.883846764e+00,6.805159742e+01,8.585677464e+01,7.364790932e+01,1.873736774e+01,9.148893165e+01,6.956499988e+01,2.803795372e+01,8.889296202e+01,3.026922275e+01,1.585557703e+01,3.755913360e+01,6.155564599e+01,4.781580302e+01,5.251237459e+01
6.479632095e+01,5.502934350e+01,4.146992170e+01,4.220577421e+01,2.036700602e+01,3.180184062e+01,6.048965856e+01,3.190728805e+01,3.148187900e+01,4.042216798e+01,7.684622149e+00,9.710584350e+01,8.975762163e+01,6.817412600e+01,7.000651043e+01,8.277162447e+01,1.298999703e+01,8.654597335e+01,8.030631167e+01,8.816256550e+01,5.207403033e+01,1.057882112e+01,6.497984739e+01
3.019496026e+01,7.780814376e+01,9.311397141e+01,8.770420547e+01,8.680956627e+01,3.782658069e+01,8.842429158e+01,9.383528130e+01,2.568324006e+01,7.547253132e+01,6.462616233e+01,6.356397358e+01,9.605370137e+01,5.261051467e+01,1.260813424e+01,6.195084733e+00,9.001496443e+01,9.153851481e+01,9.419032398e+01,3.807430954e+01,8.411128402e+00,4.380068796e+01,1.446458941e+01
8.099405799e+01,1.876023586e+01,5.410916996e+01,7.650050709e+00,7.150572897e+01,6.554856605e+01,2.254652377e+01,8.569283162e+01,1.740775484e+01,7.595441482e+01,1.003339564e-01,5.519141826e+01,8.166812235e+00,8.498986394e+01,6.003552016e+01,9.442550275e+01,9.753861310e+01,8.460389050e+01,8.461096300e+01,2.000487734e+01,1.729214250e+01,5.836331743e+00,2.564380384e+01
4.286040754e+01,3.715610101e+01,2.624031995e+01,8.568996446e+01,8.972063768e+01,3.429849528e+01,6.482946226e+01,3.429866064e+01,2.460866891e+01,5.784951330e+01,6.507636155e+01,6.679952582e+01,7.706566517e+01,3.332026137e+01,9.149805872e+01,9.569614421e+01,3.998771104e+01,2.230566321e+01,5.888395647e+01,1.018165098e+01,8.063888247e+01,2.635187667e+01,8.864269196e+01
6.595821401e+01,2.707715487e+01,4.711458172e+01,6.499767608e+01,9.548103988e+01,6.454878195e+01,9.665957468e+01,9.205308969e+01,2.307651325e+01,5.913414834e+01,8.263996365e+01,6.179012541e+01,4.274047377e+01,7.503720079e+01,5.234327027e+01,3.190159719e+01,3.034785944e+01,2.226291805e+01,7.535216336e+00,4.217425817e+01,5.011591257e+01,3.603849491e+01,6.981977391e+01
7.406147546e+01,3.805253116e+01,4.932124468e+01,5.208224385e+01,6.594939056e+01,2.667793336e+01,8.532779315e+01,2.305636414e+01,3.855868732e+01,2.011040971e+01,4.551214773e+01,6.654564301e+00,5.971988161e+01,1.949633521e+01,6.342805650e+01,1.472130603e+01,3.316050970e+01,1.153728744e+01,8.926364788e+01,4.762333921e+01,6.655464767e+01,9.342344414e+01,9.283914873e+00
2.833368951e+01,4.270446942e+01,7.425388380e+01,7.785385542e+01,4.282182652e+01,6.814607330e+00,8.056678874e+01,5.196798670e+01,8.297261280e+01,4.121335111e+01,6.936982502e+01,2.872701710e+01,3.131763391e+01,7.924118033e+01,5.026338544e+01,9.729470339e+01,9.130977562e+01,8.540901200e+01,3.983152608e+01,4.380328826e+01,4.313598012e+00,1.184272496e+01,1.117013167e+01
5.927510213e+01,9.065265883e+01,8.306268480e+01,3.930475615e+01,6.512091477e+01,2.862199553e+01,3.512878839e+01,7.723442305e+00,2.524731799e+01,1.973804745e+01,2.179480583e+01,2.510830684e+01,5.536965078e+01,4.611194414e+01,7.194419637e+01,4.316282264e+01,3.457735530e+01,5.062722486e+01,8.129698156e+01,8.269045453e+01,4.000935072e+01,7.015733853e+01,4.564679653e+01
5.020155688e+01,1.782009319e+01,5.472284619e+01,2.174513496e+01,2.006521282e+01,6.775192994e+01,8.289712552e+01,3.142601517e+01,6.168783450e+01,8.470708908e+00,8.474438077e+01,6.847925661e+01,1.379741974e+01,9.652277644e+01,7.106955493e+01,3.536822439e+01,8.350555478e+01,7.627276213e+01,8.883544197e+01,2.312779397e+01,1.969269603e+01,4.794111717e+01,5.149817608e+01
1.980881083e+01,9.734176018e+01,8.082126616e+01,9.053413838e+01,2.860508551e+01,3.766979605e+01,9.852543935e+01,2.647326856e+01,2.189344024e+01,1.305998661e+01,4.946665956e+01,8.040058257e+01,8.026595046e+01,2.242959500e+00,2.627649863e+01,1.358707201e+01,9.793729514e+01,6.312661545e+01,6.203948754e+01,8.434153617e+01,5.227362860e+01,4.743576520e+01,3.649958372e+01
8.418413030e-02,8.198975151e+01,2.715766062e+00,4.515502607e+01,6.085349186e+01,9.488286305e+01,8.352967396e+01,7.033599581e+01,1.331997128e+01,2.888377788e+01,9.454285700e+01,9.327944071e+01,1.009114206e+01,5.957203180e+01,9.592706225e+01,1.469172945e+01,2.547509613e+01,1.628913471e+01,9.970000267e+00,3.077166650e+01,1.213770807e+01,3.341975505e+01,7.346008050e+00
4.916441674e+01,7.206878260e+01,2.812765282e+01,6.907411099e+01,2.226459279e+00,5.438054603e+01,4.148540223e+01,5.253426576e+01,7.404573838e+01,6.955437568e+01,1.855265478e+00,5.369845383e+01,2.914343503e+01,7.728139361e+01,1.610694996e+01,8.627062698e+01,3.080796896e+01,5.461700331e+00,7.252957189e+01,8.334360012e+01,3.825677142e+01,8.743680550e+01,6.748316568e+01
8.174274436e+01,7.178004405e+01,8.086299936e+00,2.344153257e+01,2.958014829e+01,1.432323855e+01,5.966913992e+01,7.345279005e+00,8.749303084e+01,5.094883383e+01,7.399960413e+01,4.457520136e+01,7.135976573e+01,5.460767169e+01,7.412308783e+01,3.154054997e+01,9.090907193e+01,3.402792554e+01,5.726092979e+00,5.180115540e+01,3.980948774e+01,9.084040719e+01,3.823337727e+01
5.563365061e+01,1.617965370e+01,8.743409576e+01,4.341986477e+01,9.762654496e+01,6.179708061e+01,9.529449252e+00,4.300840229e+01,4.141707365e+01,5.927397750e+01,3.311403097e+01,3.368395163e+01,2.336557210e+01,3.942920933e+01,2.013578653e+01,5.906169503e+01,3.818994605e+01,2.035363683e+01,9.159959180e+01,5.431666851e+01,6.081127643e+01,2.809538752e+01,8.431659134e+01
2.209587212e+01,9.395946657e+00,2.167822999e+01,7.666663403e+01,5.556513499e+01,9.635207527e+01,5.134798942e+00,2.427747688e+01,5.378077102e+01,2.724665179e+01,4.650116711e+01,6.369027146e+01,2.583348334e+01,3.817619127e+01,2.865468819e+01,1.766821522e+01,7.367455785e+01,2.688311334e+01,5.953072755e+01,1.872046685e+01,3.515610611e+01,8.251976605e+00,5.478705363e+01
6.180051126e+01,8.639739725e+01,9.280447065e+01,2.845580118e+01,8.825366826e-01,4.909815326e+01,3.835871254e+01,8.393535228e+01,6.207927673e+01,7.976065462e+01,1.909355553e+01,4.425077687e+01,4.575177096e+01,3.875743131e+00,2.952964136e+01,4.340179318e+01,3.207973417e+01,9.979721420e+00,3.488007955e+01,2.468742054e+00,1.464109936e+01,5.191575071e+01,2.592227127e+01
8.993979940e+01,1.960125089e+01,4.645002519e+01,4.161546190e+01,4.000556729e+01,2.021794825e+00,8.708901731e+01,2.632153975e+01,9.289964880e+00,1.585307625e+01,2.055796399e+01,1.842893339e+01,8.223435812e+01,3.732066395e+01,7.025443636e+01,1.417086840e+00,1.637591038e+01,2.407787451e+01,5.556477338e+01,4.904131785e+01,6.600873855e+01,9.332907273e+01,1.655855655e+01
9.701926726e+01,1.658852579e+01,9.884588506e+01,2.959322810e+01,5.622744496e+01,5.207170162e+00,1.369101212e+01,4.800701205e+01,3.894695756e+01,5.261623397e+01,5.902738153e+01,1.568266615e+01,2.128860679e+01,5.720157754e+01,2.237888573e+01,9.358993219e+01,2.719160322e+01,4.626135353e+01,3.344086289e+01,7.837444420e+01,6.455579411e+01,6.388299535e+01,6.443971887e+01
2.809001203e+01,9.202307134e+01,5.094057347e+01,7.705680294e+00,2.507923455e+00,7.054447887e+01,8.338599936e+01,2.140045272e+01,6.898017530e+01,5.313270541e+01,1.492916768e+01,4.326468746e+01,7.953772754e+01,7.295300841e+01,9.944050131e+01,9.647549494e+01,6.561345808e+00,6.899123066e+01,4.599640890e+01,3.029313175e+01,8.077737622e+01,1.280395126e+01,4.641234371e+01
2.087203456e+01,3.165077274e+01,3.303743524e+01,5.884901940e+01,6.346316360e+01,2.800314891e+01,4.215390671e+01,1.534113486e+00,6.649607517e+01,2.080884437e+01,9.033190203e+01,7.082199193e+01,4.199475723e+01,2.391222311e+01,6.570983916e+01,2.229006386e+01,8.218965808e+01,4.179865614e+01,9.992503900e+01,7.669139529e+01,4.136563399e+01,9.600248231e+01,8.589945210e+01
4.050521896e+01,2.412405051e+01,8.286148584e+01,5.124785573e+01,6.055066113e+01,8.376713572e+01,3.802453164e+00,2.108592046e+01,7.694540225e+01,5.716880908e+01,3.511768669e+01,8.080192500e+01,1.580718057e+01,7.603029425e+01,3.367594795e+01,3.720657977e+01,1.933379723e+01,7.818928344e+01,1.879329623e+01,8.493417480e-01,9.705980924e+01,8.481279091e+01,7.868962815e+01
3.177714225e+01,5.072154030e+01,2.067577459e+01,9.162389617e+01,5.601446986e+01,6.656992097e-01,7.927165728e+01,7.058621951e+01,8.133518329e+00,6.344483892e+01,1.771345405e+01,2.930515647e+01,9.496221334e+01,9.664714918e+00,2.396519257e+01,7.188118604e+01,8.242601532e+01,7.436379084e+01,4.925375027e+01,6.621351150e+01,6.107686470e+01,4.058216812e+01,6.911686485e+01
7.093655528e+01,8.964976620e-01,2.277292268e+01,9.723829455e+01,6.153947545e+01,7.951406390e+00,6.556636940e+01,2.153752544e+01,7.935596565e+00,3.698803089e+01,9.514615807e+00,2.720447822e+01,2.492731564e+01,6.058631048e+01,9.963895901e+01,7.845783327e+01,1.392622842e+01,3.560285311e+01,3.714902298e+01,6.329321020e+01,7.448328152e+01,2.749027066e+01,4.064914535e+01
6.309321281e+01,4.328617417e+00,3.797298771e+00,4.974734016e+01,8.492385489e+00,4.943906972e+01,2.917486314e+01,3.233474057e+00,6.037253135e+01,4.067543729e+01,4.040693877e+01,2.551349628e+01,4.914877687e+01,2.863707819e+00,2.924180706e+01,8.745601620e+01,3.393080739e+01,7.248473443e+01,6.374699762e+01,1.896542016e+00,3.032487420e+01,5.816429109e-01,7.735825822e+01
5.181317470e+01,7.186569132e+01,3.196612252e+01,6.820479846e+01,6.940392858e+01,5.802095839e+01,2.126622454e+01,5.696823643e+01,8.703781102e+01,2.101909684e+01,1.661580832e+01,4.216333220e+01,4.901507931e+00,3.767459765e+01,4.774786147e+01,7.858485541e+01,9.034245131e+01,7.175190764e+01,3.131266991e+01,6.615668810e+01,8.460162622e+01,3.831327946e+01,3.079566100e+00
6.698536862e+01,7.230356872e-01,9.246940609e+01,7.714483978e+01,5.392849547e+01,1.163638192e+01,6.667511126e+01,4.788328882e+00,7.384634386e+01,2.631648104e+01,8.595370248e+01,4.903782493e+00,9.631766223e+01,3.744465248e+01,6.479992553e+01,5.795167047e+01,5.253508840e+00,4.943733526e+01,5.874827087e+01,4.574975671e+01,4.477991862e+01,1.008120147e+01,4.862855012e+01
9.590988135e+01,2.400957787e+01,4.215807718e+01,4.438808528e+01,2.065632905e+01,5.376178407e+01,1.373722231e+01,5.709424372e+01,4.220330298e+01,6.358941560e+01,8.352737460e+01,7.686822713e+01,7.637574337e+01,2.949653180e+01,1.738429884e+01,6.552771666e+01,7.164382537e+01,9.446773117e+01,5.268466439e+01,1.278974836e+01,3.380483301e+01,8.600263831e+01,6.808521422e+01
7.186013213e+01,6.385255836e+01,7.807418310e+01,9.998147556e+01,9.795820631e+01,6.888463917e+01,8.756781403e+01,8.483069662e+01,8.891881923e+01,7.764896641e+01,2.332175740e+01,7.272950706e+01,8.714672356e+01,6.515160063e+01,4.356043354e+01,8.386639553e+01,7.435179960e+01,1.591598651e+01,2.772165114e+01,1.131291444e+01,4.696829379e+01,6.204346387e-01,4.112248513e+00
9.307037184e+01,5.831863132e+01,7.404935293e+01,2.128645111e+01,4.905438397e+01,7.070982766e+01,6.787604774e+01,6.477582817e+01,9.750735646e+01,5.492415971e+01,9.019138143e+01,1.025054634e+00,4.895842051e+00,7.470475251e+01,8.071627964e+01,5.222298435e+01,3.306098176e+01,7.180058595e+01,1.498938942e+01,2.340039998e+01,7.551759705e+01,2.873629647e+01,7.114957729e+01
4.243519503e+01,1.285747281e+01,5.850031664e+01,3.990319013e+01,3.071923475e+01,3.173248987e+01,8.568016103e+01,6.945949001e+01,4.945061809e+01,6.788906518e+01,3.252555095e+01,7.465667553e+01,2.889435126e+01,5.390266548e+01,2.464254024e+01,8.659904398e+00,7.373489041e+01,9.498042237e+01,4.063506288e+01,2.632124746e+01,1.582360647e+01,7.124290922e+01,7.912319268e+01
3.111360784e+01,2.029135684e+01,1.856427224e+01,7.599368817e+01,9.595343534e+01,1.282331807e+01,9.479606831e+01,7.111579464e+00,5.495256522e+01,8.749092297e+01,4.351427673e+01,2.309465752e+01,4.669704301e+01,4.624735999e+01,3.410920613e+01,3.920023789e+01,5.507144441e+01,1.733009391e+01,2.665531155e+01,1.247938355e+01,5.849146890e+01,9.017725547e+01,4.401685515e+00
8.281759980e+00,4.611149200e+01,6.963495039e+01,3.524845050e+01,2.371411916e+01,9.231055339e+01,7.582019808e+01,2.953272955e+01,2.699061873e+01,6.725107169e+01,3.351660505e+00,5.829164675e+01,9.915304059e+01,2.066892056e+01,4.698832509e+01,6.321676513e+01,5.478398206e+01,8.728487372e+01,8.560617177e+01,5.946234173e+01,9.275595830e+01,7.791481682e+01,6.235796006e+01
2.268321499e+01,6.426878091e+01,1.190580012e+01,1.942144301e+01,5.671133000e+01,1.936921875e+01,9.609031688e+01,6.081022704e+01,8.673881389e+01,8.841722845e+01,3.791144867e+01,1.049000175e-01,6.458020281e+01,5.947665000e+01,2.230808103e+00,9.297784309e+01,9.113576816e+01,5.673377132e+01,7.700432997e+01,5.667719842e+01,5.781777429e+01,3.229815034e+01,7.032942484e+01
7.847126066e+01,2.990359559e+01,9.908841407e+01,1.389889112e+00,4.814972080e+01,2.297542151e+01,1.616015738e+01,9.096390300e+01,9.198741676e+01,3.399468642e+01,4.853622933e+01,2.428193986e+01,3.125065600e+01,3.075511547e+01,2.379731652e+01,3.827421565e+01,1.586813887e+01,5.874597428e+00,4.050049720e+01,8.213966500e+01,6.942554832e+01,4.373483340e+01,1.915726011e+01
2.114438305e+01,5.053272958e+01,9.981060872e+01,2.262202744e+01,9.346120011e+01,1.991017256e+00,9.070722061e+01,2.589730325e+01,3.889323085e+01,2.938905716e+01,4.600237634e+01,1.488167806e+01,5.851929019e+01,1.474258723e+01,3.522859294e+01,8.477670181e+00,2.840472814e+01,4.996752612e+01,1.102651465e+01,9.253891555e+01,3.681014510e+01,1.084851156e+01,9.988810362e+01
3.036634951e+01,4.054696425e+01,7.907697073e+01,3.832379580e+01,4.608163763e+01,1.693703366e+01,3.796231948e+01,3.672193480e+01,5.770713240e+01,1.881437049e+01,6.689134109e+01,5.587314233e+01,4.040725941e+01,4.378216823e+01,3.553410670e+01,2.158579723e+01,9.568948801e+01,2.713681576e+00,9.452901912e+01,5.756839352e+01,2.910901420e+01,3.640777813e+01,9.509770033e+01
8.559056678e+01,4.797546676e+01,2.427205169e+01,2.680762317e+01,9.413688253e+01,4.539458103e+01,2.191707391e+01,9.948605797e+01,4.368381072e+01,2.073792405e-01,7.012493568e+01,3.130219579e+01,1.275949012e+01,3.032406027e+01,4.916082140e+01,2.179037763e+01,9.712633377e+01,9.198822296e+01,1.130508742e+01,5.308055578e+01,9.891518172e+01,4.499294587e-01,3.837609146e+01
3.504070899e+01,9.841676720e+00,3.085770552e+01,6.029121957e+01,6.410111549e+01,9.180652800e+01,7.826986438e+01,4.128722464e+01,4.171315150e+00,5.757266484e+01,8.414930420e+01,7.429051909e+01,7.614787566e+01,8.836427311e+01,1.777517674e+01,1.375266774e+01,3.497483326e+01,6.697005669e+01,7.811183862e+01,9.806042329e+01,7.540093643e+01,3.990484969e+01,2.947588919e+01
6.220995902e+01,3.461994100e+01,1.595110961e+01,8.836069831e+01,4.915348635e+01,8.315070002e+01,2.677261365e+01,8.688093937e+01,2.439414818e+01,4.519033194e+01,5.644227610e+01,8.400171362e+01,3.216537103e+00,5.591923594e+01,1.873508330e+01,7.372485664e+01,8.648754217e+01,6.282047346e+00,1.783651553e+01,5.551397462e+01,3.045924149e+01,7.268798462e+01,8.564489813e+01
7.972970126e+01,4.134365702e+01,9.858078683e+01,3.358533090e+01,4.821251014e+01,4.553047475e+01,9.081478030e+01,2.349441907e+01,4.260376365e+01,8.294362742e+01,2.613807094e+01,8.600738723e+01,6.988745026e+01,1.739991646e+01,6.405612817e+01,6.281371482e+01,8.317291106e+01,7.766716855e+00,6.951185120e+01,3.214195875e+01,6.390309231e+01,2.096675986e+01,7.474927157e+01
7.860703307e+01,5.750081883e+01,5.318421596e+01,9.851523009e+01,2.326798404e+01,9.404948891e+01,2.499160974e+01,2.076129072e+01,3.065410871e+01,6.952601056e+00,7.110444873e-01,9.351974492e+01,6.956576821e+01,9.924444831e+01,2.024999255e+01,4.647113699e+01,9.549533778e+01,6.172405339e+01,1.908955218e+01,7.928928784e+00,7.148920650e+01,4.113411864e+01,2.222821775e+01
7.143385390e+01,7.619466841e+01,2.873468747e+01,8.802297472e+01,3.474557766e+01,8.775057614e+01,3.179716913e+01,2.037702211e+01,4.102678242e+01,4.296375526e+01,6.553101570e+01,1.702787260e+01,6.639860084e+01,4.131164946e+01,5.672518790e+01,4.209805235e+01,9.062488957e+01,1.787846351e+01,2.866326321e+01,9.453900538e+01,7.295135739e+01,2.603964020e+01,2.118821750e+01
3.758780780e+01,6.553922580e+01,8.766373476e+01,5.262307710e+01,8.795167982e+01,9.949849951e+01,1.322595873e+01,1.772078688e+01,7.022364387e+01,5.646177666e+01,3.499700553e+01,5.206889518e+01,1.807480194e+01,2.105857533e+01,4.611189662e+01,8.247644274e+01,6.916835535e+01,5.620862123e+01,2.680321707e+00,5.720592247e+01,4.362148962e+01,8.477973446e+01,8.271595724e+00
3.189943063e+00,3.425742906e+01,5.030865882e+01,6.968057386e+01,1.427883024e+01,5.790557749e+01,3.903495905e+00,6.339234949e+01,7.687860162e+01,9.268703183e+01,9.172554380e+01,7.884428105e+01,6.212856866e+01,6.458110747e+01,6.651232681e+01,2.205950948e+01,1.877251777e+01,6.665974880e+01,2.889047287e+01,1.198885361e+01,1.252864053e+00,5.391776838e+01,9.679231927e+01
3.319071752e+01,8.344850330e+01,6.514001526e+00,6.660222502e+01,3.152348165e+01,4.660787658e+01,2.745763127e+01,7.359489764e+01,8.579788108e+01,2.902157813e+01,1.083830944e+01,8.098543544e+00,8.855259010e+01,6.283150094e+01,1.956720793e+01,4.529887607e+01,1.158764427e+01,8.178400201e+01,4.561685372e+01,3.879032961e+01,5.480416935e+01,7.200764493e+01,6.586341463e+01
4.478791982e+00,6.185154158e+01,9.302351080e+01,5.989924557e+01,5.661457424e+01,2.405317780e+01,1.017628291e+01,3.419981079e+01,1.165903873e+00,3.510747077e+01,3.124471764e+01,2.647921910e+01,5.372932204e+01,1.174992120e+01,6.699758951e+01,5.469145394e+01,1.357777607e+01,3.705307988e+01,4.098496588e+01,8.065408953e+01,6.142014485e+01,3.375636531e+01,6.893803804e+01
2.042189888e+01,3.916252071e+01,3.574482146e+01,9.206133204e+01,8.840258378e+01,8.023578481e+01,5.674401484e+01,4.755635364e+01,2.687013022e+00,9.642569827e+01,2.145530749e+01,8.591575020e+01,9.085848501e+01,6.907046477e+00,8.868269975e+01,6.332956016e+01,5.207738766e+01,3.629804222e+01,1.519593575e+01,6.493510385e+01,9.294738817e+01,1.883980705e+01,9.204714377e+01
3.544680836e+01,9.370723567e+01,1.074120759e+01,6.795810377e+01,1.595427260e+01,2.026250985e+01,9.827546206e+01,4.946186368e+01,1.973741165e+01,4.507022401e+01,9.396337491e+01,6.762648250e+00,1.253460997e+01,3.184113635e-02,2.261415107e+01,5.826895926e+01,9.636453411e+01,5.234615485e+00,2.001647325e+01,4.067228663e+00,2.289980163e+01,3.949786442e+00,1.769525650e+01
8.948512796e+01,4.453775405e+01,3.952712229e+01,7.001037337e+01,7.555171154e+01,5.401908539e+01,9.280401134e+01,3.913711286e+01,8.558979051e+01,8.209014808e+01,3.221149368e+01,9.475764609e+01,7.368078756e+01,3.135350493e+01,1.316577971e+01,7.961178022e+01,5.712340811e+01,5.852965241e+01,3.872443345e+00,8.631263670e+01,4.841746914e+01,9.407182376e+01,5.965947478e+01
9.809700824e+01,9.110229984e+00,6.908923796e+01,6.716819874e+01,3.844120471e+01,3.961731452e+01,3.035927383e+01,4.581524044e+01,2.967426487e+01,7.910721062e+01,8.768198221e+01,3.120814889e+01,5.962770216e+01,7.362298900e+01,8.723442570e+01,9.855885928e+01,3.973475309e+01,7.382186417e+01,1.348770860e+01,3.235767479e+01,7.521949911e+01,9.810077159e+01,7.770590872e+01
4.938857139e+00,3.001299721e+01,4.226665560e+01,2.180314957e+01,3.215259371e+01,6.974195982e+01,8.262717377e+01,4.823132587e+01,5.007841959e+01,3.421964602e+01,4.061958300e+01,7.397576119e+01,4.975108283e+01,9.259375384e+01,1.866465012e+01,1.303935462e+00,2.839786052e+01,2.855204543e+01,2.676752985e+01,9.177572581e+01,2.748630192e+01,3.847475986e+01,9.278968536e+01
9.848777721e+00,3.583469919e+01,5.724457618e+00,1.029905894e+01,4.581375484e+01,1.672911533e+01,8.966833811e+01,2.657671950e+01,6.882027875e+01,6.138380757e+01,2.362750956e+01,1.836341815e+01,7.826104200e+01,7.764163064e+01,9.438192042e-01,1.328336324e+01,9.162723620e+01,7.266903704e+01,1.765761425e+01,4.256732151e+01,8.080194037e+01,5.784433482e+01,7.201991816e+01
9.651399729e+01,7.287614525e+00,6.345239925e+01,3.327075718e+01,5.783725699e+01,4.846040567e+01,2.418450822e+01,1.811940158e+01,1.872525912e+01,9.404102670e+01,1.732461028e+01,7.135347792e+01,7.979296238e+01,1.130075016e+01,1.803467962e+01,7.207854446e+00,2.027189795e+01,3.171377824e+01,1.629693682e+01,4.249180792e+01,4.482591512e+01,7.898019387e+01,1.840495314e+01
9.929306651e+01,7.325452660e+01,9.405961195e+01,2.995294557e+01,3.695427608e+01,5.353300782e+01,9.243880769e+01,4.086865784e+01,1.648879104e+01,8.947946083e+01,2.271134780e+01,2.699306339e+01,1.334639657e+01,1.240001719e-01,4.899415282e+01,3.488646968e+01,2.796093555e+01,6.501343423e+01,9.089350065e+01,6.584886443e+01,2.808092683e+01,2.615998538e+01,1.260509507e+01
3.783971205e+01,2.449311938e+01,6.703948913e+00,1.010748194e+01,3.115184953e+01,7.951821759e+01,4.580869416e+01,6.751282790e+01,1.558243897e+01,9.113806386e+00,9.984440340e-02,1.359379922e+00,8.103684419e+01,6.832234042e+01,3.662727638e+01,2.684091082e+01,2.778743247e+01,6.936264912e+01,5.623261665e+01,4.194933496e+01,6.812777658e+01,3.471588969e+01,8.743619909e+00
6.558607444e+01,8.969776345e+01,8.121801755e+01,7.564428097e+01,8.939062773e+01,9.877471660e+00,7.875593641e+01,8.997810232e+01,5.803174754e+01,7.297984476e+01,9.552577599e+01,7.707949510e+01,8.308468490e+01,7.909085433e+01,1.413536516e+00,9.472087181e+01,1.433330471e+01,2.733320222e+01,4.915183320e+01,9.494134388e+01,1.595110966e+01,1.452080586e+01,5.155037667e+01
