v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
8.004708527e+01,9.423447074e+01,2.399413131e+01,6.243999037e+01,2.888373968e+01,3.671319491e+01,4.148861936e+01,4.642078382e+01,9.173706349e+01,3.398879192e+01,2.211019988e+01,1.623622208e+01,6.388934524e+01,5.622089075e+01,5.757934181e+00,2.004854696e+01,8.127151328e+01,2.635835926e+01,1.603314530e+01,5.563037941e+01,5.254107127e+01,2.306500944e+01,2.414698707e+01,4.098485593e+00,9.521958827e+01,8.777199798e+01,6.367425349e+01,9.752789113e+01,2.928863623e+01,2.589403378e+01,3.475013983e+01,2.286186559e+00,9.305127250e+01,3.958358867e+01,9.439267463e+01,1.516741521e+01,8.838227449e+01,7.543842293e+01,3.856988987e+01,7.924809260e+00,7.830296105e+01,5.245646050e+01,1.561890138e+01,7.316490942e+01,1.270341314e+01,1.563030195e+01,3.728935704e+01,3.988461626e+01,7.425375339e+01,2.680006681e+01,7.321427319e+01,7.775606570e+01,4.417226625e+00,2.785299729e+01,9.063284668e+01,3.647179365e+01,3.311089446e+01,4.608114505e+01,9.273166999e+01,3.116715895e+01,7.434157151e+01,1.235966854e+01,1.208220731e+01
8.927181076e+01,3.570373786e+01,9.268490447e+01,4.661830492e+01,6.387667047e+01,2.137211779e+01,5.059034687e+01,3.100973599e+01,5.842472787e+01,5.210714419e+01,1.024477835e+01,2.574438603e+01,8.106742349e+00,9.053270845e+01,2.239592093e+00,3.567005629e+01,8.511154996e+01,3.065327576e+01,5.017559506e+00,3.976781896e+01,7.041253847e+01,7.873407732e+01,2.022407176e+01,8.716275234e+01,7.643358670e+01,6.652740884e+01,6.226061238e+01,3.758031016e+01,5.763511469e+01,2.460733140e+00,5.052096341e+01,3.189929367e+01,8.565146465e+01,7.756396129e+01,8.939202445e+01,3.316542841e+01,7.397240086e+01,8.958325149e+01,1.126761825e+01,5.946859777e+00,1.247742857e+01,4.690600597e+01,1.544787772e+01,7.042792170e+01,4.728868079e+01,9.602904011e+01,4.666180736e+00,6.174250660e+01,1.947895065e+01,9.061146846e+01,8.278766163e+01,8.206209350e+01,9.936159620e+00,8.065425504e+01,5.289303999e+01,6.839802041e+01,4.581788246e+01,1.663468070e+01,2.075098612e+01,3.514653735e+01,8.178560363e+01,9.561064743e+01,1.606319469e+01
2.966872943e+01,8.241464404e+01,8.119899262e+00,4.552241241e+01,3.410528121e+01,6.571373655e+01,9.060692451e+01,1.596776014e+00,5.208043690e+01,1.444847649e+01,2.543033661e+01,6.586555451e+01,6.146408315e+00,1.864892979e+01,7.991221068e+01,2.297617749e+01,9.823336644e+01,5.259534478e+01,5.812512075e+01,7.307693255e+01,2.207215662e+00,9.438774736e+00,3.209074254e+01,6.429973934e+01,1.906026318e+01,9.256841191e+01,9.926112462e+01,3.929649016e+01,6.613072724e+01,7.111761954e+01,7.657415221e+01,2.299570991e+01,3.833664718e+01,2.349678964e+01,4.761040454e+01,4.242668540e+01,4.479132312e+01,7.560365866e+01,2.737962300e+01,8.501009872e+01,4.884777022e+00,4.800862159e+01,1.895886495e+01,3.830165171e+01,7.240054400e+01,1.217370259e+01,1.902692244e+01,4.260267483e+01,8.811688284e+01,1.255413148e+00,8.890677626e+01,6.926716487e+01,6.352671698e+01,6.704526484e+01,7.268214186e+01,2.205424654e+01,8.722294719e+01,8.896901965e-01,9.135172040e+01,9.365183825e+01,4.775117261e+01,2.856670434e+01,3.993926409e+01
7.288125082e+01,9.978958080e+01,6.925041769e+01,2.219124353e+01,2.935413171e+01,2.522601977e+01,9.934968319e+01,5.149787870e+01,8.815196515e+01,1.033333492e+01,9.268325011e+01,2.947935709e+01,4.136883463e+01,7.771177119e+01,7.905704252e+01,9.957039470e+01,3.516456308e+00,6.124284313e+01,9.111448365e+01,6.766844015e+01,3.894032446e+01,6.170061182e+01,9.958525521e+01,3.787714457e+01,8.631050998e+00,8.723260231e+01,4.433900128e+01,2.458390504e+00,1.104846726e+01,8.278943656e+01,3.198454653e+01,5.050818463e+01,5.510684863e+01,7.591433161e+01,8.289424166e+01,8.817610508e+01,6.092596877e+00,2.997972430e+01,8.585398565e+01,4.937373116e+01,3.474709028e+01,5.154688021e+01,8.326262747e+01,4.403748743e+01,6.090120754e+01,5.575501376e+01,1.823758513e+01,7.046484505e+01,1.116426966e+01,3.120705828e+01,2.876117766e+01,8.512932464e+01,2.169982267e+01,9.602754030e+01,6.311780438e+01,5.608313578e+01,3.349067393e+00,4.495125480e+01,8.710044900e+01,3.740366254e+01,8.601725295e+00,6.277440106e+01,1.747837143e+01
9.631753826e-01,6.294936252e+01,8.982544726e+01,3.858399142e+01,8.004376363e+01,2.258311016e+01,7.275411743e+01,5.574785478e+01,4.058144018e+01,1.407010448e+01,1.994238416e+01,7.054533442e+01,6.405720600e+01,2.536145271e+01,6.667817899e+00,7.443384631e+00,4.664072786e+01,6.248123193e+01,4.043792507e+01,7.386569004e+01,1.210703152e+01,4.941753864e+01,8.081072452e+01,3.665542043e+01,6.064819893e+01,9.726892558e+01,9.187802362e+01,7.224986729e+01,1.661394713e+01,9.678986464e+01,9.036121897e+01,4.769155896e+01,9.002288936e+01,1.082228165e+01,4.220446457e+01,4.553220191e-02,1.432822413e+01,7.774986767e+01,9.350295694e+00,9.373283113e+01,9.326299255e+01,6.214527629e+01,6.268588334e+01,6.375364700e-01,2.324749800e+00,2.615348893e+01,8.192077441e+01,4.686666195e+01,1.237187488e+01,3.065424212e+01,2.299633595e+01,2.432328911e+00,9.651406383e+00,3.673874992e+01,2.125251442e+01,9.930137941e+01,7.193517468e+01,1.495092218e+01,7.823982116e+01,1.085701593e+00,3.770492709e+01,4.607412245e+01,8.571308276e+01
5.587071763e+01,2.739733646e+01,1.072366344e+01,3.991957067e+01,3.949650662e+01,6.151355223e+01,7.638136716e+01,7.665805391e+01,3.523809326e+01,2.435270686e+01,3.765115743e+01,2.859591232e+01,4.845837774e+01,7.536059230e+01,1.214850682e+01,3.043976827e+01,6.464802142e+01,7.118567847e+01,2.900970699e+01,9.931811584e+01,1.379508050e+01,4.375232039e+01,7.783002056e+01,1.189255828e+01,3.915657469e+01,2.538232146e+00,3.819793557e+01,8.262149169e+01,1.013971392e+01,2.404269684e+01,4.441647790e+01,9.458384135e+01,7.360539899e+01,1.623024068e+01,4.614132942e+01,1.419345437e+01,6.503530853e+01,9.460498818e+01,7.907238453e+01,1.474039558e-01,5.236216323e+00,6.009242101e+01,1.174799696e+01,9.875179411e+00,1.154430034e+01,5.830310013e+01,5.339984276e+01,7.586485859e+01,1.444692888e+01,5.793032848e+01,3.970945334e+01,3.556685971e+00,8.700174632e+01,7.245878132e+01,9.763277660e+01,4.417170822e+01,7.726959375e+01,2.901249379e+00,4.546858002e+01,5.921077692e+00,7.590595929e+01,5.906106476e+00,6.607607034e+01
8.621473357e+01,7.027721720e+01,9.917259998e+01,4.732057221e+01,2.908718149e+01,1.858221492e+00,3.397968741e+01,7.463582395e+01,2.167165611e+01,7.270091398e+01,1.327942541e+01,6.537014222e+01,2.775024108e+00,5.650423270e+01,7.131819775e+01,9.006887929e+00,9.237583221e+01,9.001967133e+01,9.033072144e+01,4.359277629e+01,6.364199191e+00,9.907675620e+01,4.031229551e+01,5.776829698e+01,8.681234278e+01,6.857641525e+01,2.963742621e+01,7.492265372e+01,4.330438131e+01,9.570140107e+01,7.000051470e+01,5.076046945e+01,8.762226944e+01,3.130117732e+01,1.002298753e+01,7.600238174e+01,6.149140530e+01,2.729672585e+01,8.168944142e+01,6.106658262e+01,5.752050718e+01,6.896763685e+00,3.972572297e+01,7.196663131e+01,9.007786348e+01,8.320296710e+01,7.868807454e+01,9.620627329e+01,4.052658905e+01,6.557471058e+01,9.726440295e+01,9.280923491e+00,4.923545516e+01,3.313632316e+01,4.724681960e+01,8.365733491e+01,8.926975842e+01,6.659777413e+01,8.294095412e+01,1.232129237e+00,9.070008379e+01,4.837324484e+01,9.053760890e+01
3.265947394e+01,8.362561508e+01,5.951837282e+01,2.688239520e+01,1.778711756e+01,6.375793638e+01,7.200497714e+01,2.157137924e+01,4.292464023e+01,4.831724077e+01,1.129494681e+00,4.442878989e+01,1.737200876e+00,8.847675256e+01,1.622013386e+00,8.644975433e+01,1.106088753e+01,8.719799893e+01,1.957945937e+01,2.493621216e+01,6.363404112e+01,4.049941160e+01,1.035400756e+00,2.077994574e+01,4.566600625e+01,5.581061055e+00,5.210799539e+01,1.533408150e+01,6.608810114e+01,8.089183561e+01,5.509760208e+01,3.422667473e+01,5.297007828e+01,7.337412533e+01,2.480311594e+01,8.598091814e+01,6.667527181e+01,8.239078613e+01,6.367506468e+01,3.855792701e+00,1.076638682e+01,1.319712933e+01,1.041774151e+01,9.310130144e-01,9.464282478e+01,4.190670343e+01,7.433131702e+01,8.551952028e+01,3.814004243e+01,9.479416929e+01,3.242138453e+01,5.830907094e+01,7.292260614e+01,4.822917496e+01,2.423326054e+01,7.054028363e+01,6.879937678e+01,3.687621523e+01,7.120782311e+01,5.609259825e+01,2.289802837e+01,5.140837740e+01,7.040405797e+01
1.841724806e+00,3.481502443e+01,2.707691387e+01,2.148127923e+01,6.586111691e+01,3.819521002e+01,7.259702114e+00,6.062406003e+01,3.537208071e+01,7.988123601e+01,7.819588279e+01,1.680872181e+01,1.985386615e+01,6.783100845e+00,8.274976306e+01,6.895143303e+01,8.500811326e+01,8.178831293e+01,6.515566019e+01,8.474194840e+01,8.672151767e+01,5.424883233e+01,8.548162983e+01,6.084726045e+01,4.911822311e+01,2.611270128e+01,7.798310220e+01,5.740681241e+01,9.234053862e+01,1.521759045e+01,2.842763075e+01,4.546510896e+01,9.472063740e+01,5.220583612e+01,6.945530806e+01,4.263606215e+01,4.585184627e+01,4.819729981e+01,6.434465236e+01,2.681342895e+01,9.924215710e+01,5.004620602e+01,7.252908022e+01,1.511199811e+01,9.450108088e+01,8.108559609e+01,7.037290063e+00,1.788566901e+01,2.527066336e+01,5.720258772e+01,1.513849829e+00,1.128788384e+01,2.828883881e+01,3.576243370e+01,2.023025716e+01,7.578933695e+01,7.394995293e+01,5.688143138e+01,5.237809719e+01,5.701431262e+01,7.992981056e+01,5.672569353e+01,1.153605176e+01
2.534397786e+01,7.207964960e+01,7.394468533e+01,3.058154617e+01,2.303993627e+01,9.843309979e+01,8.614406788e+01,1.936751035e+01,6.557913758e+01,6.476247200e+01,2.062143912e+01,7.548242575e+01,5.708318444e+01,1.933676307e+01,1.569873228e+01,5.795248738e+00,6.930960379e+01,9.998780287e+01,3.233559985e+01,8.794991968e+01,3.459099066e+01,2.262070200e+01,8.456662359e+01,2.351995893e+01,8.207775475e+00,2.884385693e+01,2.730440875e+01,7.083764799e+01,4.895291167e+01,5.124472107e+01,8.148283029e+01,4.745634606e+01,8.056623987e-01,8.192750678e+01,4.879613462e+01,1.741078704e+01,9.572405512e+01,7.054661119e+01,4.281442529e+01,4.897320348e+01,7.964608868e+01,7.485298851e+01,2.747098022e+01,9.505666573e+01,3.241558108e+01,5.721384697e+01,3.347587685e+00,9.700670648e+01,2.730554083e+01,2.595860393e+01,7.547642065e+01,8.055859273e+01,6.769268136e+01,1.038035536e+01,7.236889693e+01,8.112462057e+01,1.300471536e+01,8.762895932e+01,6.908257061e+01,1.012065666e+01,7.110214380e+01,1.498612422e+01,3.272208604e+01
5.771669974e+01,1.279376012e+01,9.749351420e+01,7.604063571e+01,5.571931379e+01,7.982588870e+01,6.334485912e+00,9.455839155e+01,9.362758360e+01,9.103349695e+01,5.820996311e+01,9.003704235e+01,4.648329138e+01,3.950348975e+01,9.952719498e+01,9.896594570e+01,2.836205691e+01,7.596413024e+01,8.135493187e+00,8.167375772e+01,7.859725809e+01,1.665268598e+01,2.538704481e+01,5.950431057e+00,8.472919589e+01,9.860207871e+01,4.176833649e+01,7.678362972e+01,9.087733499e+01,4.244852702e+01,2.396236695e+01,8.421440289e+01,4.488321062e+01,3.719510185e+01,7.141892662e+01,7.164405805e+01,7.081519321e-01,4.696698066e+01,9.637262713e+01,3.379427356e+01,4.970665509e+01,2.349016316e+01,9.349932238e+01,4.102340767e+01,5.156748935e+01,1.279894242e+00,7.107014092e+01,2.535383987e+00,5.783912159e+01,1.045645741e+01,8.459749705e+01,3.825916748e+01,3.381561072e+01,6.651029860e+01,7.421869245e+01,8.395558200e+01,7.767962551e+01,3.298360692e+01,2.333126233e+01,7.704033016e+01,2.477436739e+01,3.345826907e+01,9.515603125e+01
4.644072244e+01,5.104183441e+00,7.612592116e+01,8.690995402e+01,4.373971186e+01,7.812621457e+01,8.407822302e+01,2.323256114e+01,1.402272481e+01,1.733210651e+01,5.962867026e+01,8.841335406e+01,2.923672146e+01,6.516536244e+01,5.926639404e+00,4.148340987e+01,8.262881938e+01,3.656534006e+01,9.467927758e+01,9.202742347e+00,3.102828589e+01,1.489822970e+01,6.979138524e+00,6.013212573e+01,4.607318157e+01,7.518398173e+01,9.511639967e+01,2.740381189e+01,4.983124797e+01,7.329835994e+01,5.089828576e+01,9.764874094e+01,5.850417658e+01,8.312712985e+01,5.263463692e+01,9.498525508e+01,6.712427146e+01,3.847334274e+01,5.869068363e+00,1.102202991e+01,4.029771560e+01,8.542586999e+01,5.795178492e+01,8.372750839e+01,5.194463919e+01,7.312752757e+01,9.069540226e+01,6.872849607e+01,4.940834293e+01,9.573074124e+00,3.074318009e+01,7.948787763e+01,8.351844321e+00,7.083171219e+01,2.455126550e+01,7.742608657e+01,8.555144897e+00,4.366148292e+01,1.364841752e+01,9.962821821e+01,8.524123712e+01,3.180208805e+01,8.911518802e+01
3.641138484e+01,6.509349092e+01,4.612649374e+01,2.536462966e+01,2.984675890e+01,7.806831550e+01,3.353447718e+01,7.136878192e+01,3.878050484e+01,2.891902730e+01,8.067662849e+01,1.789010399e+01,3.238238775e+01,9.669839273e+01,7.076517940e+01,8.230333587e+01,5.218459077e+01,3.355224298e+01,6.063450152e+01,7.717512504e+01,6.604185496e+01,2.025268997e+01,5.794233286e+01,1.417668230e+01,4.687009643e+01,7.058478310e-01,7.588535974e+01,1.591178240e+01,9.804299613e+01,7.453956406e+01,9.098283343e+01,1.169710152e+01,7.824709747e+01,7.250446309e+01,6.434979964e+01,4.699977692e+01,2.960124931e+01,5.188116503e+01,2.053555571e+01,5.570258977e+01,3.483310836e+01,8.645188051e+01,7.494852202e+01,7.171809263e+01,4.114288493e+01,2.690305502e+01,9.097835686e+01,1.206974295e+01,9.828862208e+01,1.171303125e+00,6.872392016e+01,6.266452351e+01,7.415484568e+01,6.861244458e+01,3.347423715e+01,5.487202578e+01,6.640910450e+01,2.279167714e+01,4.774438699e+01,2.796086343e+01,6.939614959e+00,4.365237484e+01,1.795053387e+01
1.178508681e+00,9.742149553e+01,8.144491304e+01,5.157174509e+01,6.682664625e+01,5.917138437e+01,3.436433540e+01,6.744777464e+01,2.966802507e+01,4.438489001e+00,8.967693596e+01,7.558466108e+01,3.187034351e+01,6.352310614e+01,2.495696510e+01,9.618040850e+01,3.524634938e+01,4.565368632e+00,6.948365977e+01,5.877025993e+01,4.838293476e+01,7.538566408e-01,2.995835658e+01,3.701387305e+01,2.187019054e+01,4.934921260e+01,6.054563162e+01,1.371890624e+01,4.072370885e+01,3.261782779e+01,7.374742616e+01,5.064173293e+01,6.571319223e+01,5.756273232e+01,6.852751688e+01,2.282440677e+01,5.151432928e+01,5.203507274e+01,1.904518820e+01,7.434631766e+01,1.253102913e+01,4.082313559e+01,1.254367976e+01,7.264484934e+01,3.131035548e+01,6.415941765e+01,5.402814265e+01,4.131622702e+01,7.775456870e+01,5.681319336e+01,7.478573492e+01,4.060196522e+01,1.291426555e+01,4.197234419e+01,6.997015948e+01,9.042208688e-01,8.329813101e+01,9.975070290e+01,7.337524270e+01,6.008130508e+00,7.530986019e+01,8.207555524e+01,7.964595051e+01
3.062502671e+01,6.515151524e+01,7.140250104e+01,2.009208330e+01,7.462199814e+01,9.949850950e-01,7.134521147e+01,5.881099195e+01,4.068848328e+01,1.052391529e+01,9.146456219e+01,4.065715979e+01,7.346997413e+01,9.980465415e+01,1.174208078e+01,4.555081016e+01,6.496748316e+00,1.032902605e+01,4.773070920e+01,4.374082087e+01,7.475705406e+01,8.873336058e+01,6.800078031e+01,7.092749266e+01,9.679977879e+01,8.259576439e+01,3.284143360e+01,5.649526391e+01,5.325214295e+01,5.524311614e+01,7.864804498e+01,8.649951838e+01,6.012685714e+01,5.427794354e+01,4.774437013e+01,3.499580079e+01,7.372963264e+01,6.878778601e+01,1.651156588e+01,8.861107622e+01,6.923505643e+01,1.291701570e+01,2.860963666e+01,4.653897177e+01,6.130296629e+01,7.354008878e+00,1.183666149e+01,4.105483815e+01,8.809470202e+01,9.554862629e+01,3.446116087e+01,2.641300294e+01,8.768347790e+01,9.070724370e+01,3.379407595e+01,2.026221917e+01,9.796437806e+01,9.680987544e+01,4.218196810e+01,2.304579574e+01,2.510558024e+01,3.969676429e+01,9.455732687e-01
6.475414091e+01,5.484689685e+01,6.464558941e+01,4.940289253e+01,7.170676858e+01,6.712120129e+01,9.694033723e+01,2.512131787e+01,7.907491142e+01,9.627603916e+01,6.257283689e+01,1.400219913e+01,7.724071304e+01,8.489727495e+01,7.204451855e+01,4.052809278e+01,8.295045557e+01,4.055708423e+01,5.206135938e+01,4.660784725e+01,8.481059300e+01,1.636093959e+01,1.194041977e+01,2.294295094e+01,4.987004981e+01,8.079988498e+01,3.469054651e+01,2.006845992e+01,1.942953304e+01,9.632452565e+01,3.778546348e+01,7.960539117e+00,3.792953457e+01,5.283449374e+01,9.321332117e+00,1.823351706e+01,3.805368031e+01,2.350037020e+01,8.800361425e+01,5.143164281e+01,6.585782918e+01,6.558700674e+01,8.727264236e+01,5.850404822e+01,5.077819898e+01,5.364487147e+01,5.971078817e+01,8.388639819e+01,9.329676334e+01,5.077686818e+01,7.761049087e+01,2.195007764e+01,2.912816466e+01,3.520090722e+01,6.553886838e+01,2.316579883e+01,8.105533674e+01,7.061453967e+01,8.752040340e+00,3.825929148e+01,6.186956467e+01,3.688964265e+01,8.910075211e+00
2.375335323e+01,5.374872565e+01,3.870447603e+01,8.906899792e+01,1.149408274e+01,2.912407796e+01,7.667951746e+01,2.830802028e+01,8.752037532e+01,5.383948413e+01,8.871100877e+01,2.659120538e+01,6.834342151e+01,4.723214583e+01,3.383332478e+01,3.050672797e+01,2.218887855e+00,3.672010373e+01,3.642288987e+00,9.074227272e+01,3.422453868e+01,1.561271318e+01,3.229404517e+01,7.659812777e+01,4.667055183e+01,5.728679125e+01,8.160821104e+01,5.550988235e+01,7.681838115e+00,4.816205602e+01,8.451010672e+00,5.698407996e+00,2.854237186e+01,2.313173776e+01,5.874662320e+01,2.766465672e+01,9.437449097e+01,1.871351306e+01,2.347599413e+01,4.182996823e+01,8.120318706e+01,8.252363071e+01,5.328335681e+01,5.696649068e+01,4.374866681e+01,7.647256829e+01,9.302376677e+01,8.571276290e+01,7.608695333e+01,1.221402988e+01,5.944688359e+01,4.377748154e+01,5.174216927e+01,1.298354060e-01,5.677987541e+01,4.061904370e+00,6.683110150e+01,4.369779106e-01,9.832721335e+01,7.734634659e+01,9.200838379e+01,4.783420166e+01,6.535832686e+01
7.344036246e+01,8.281367712e+01,9.862185687e+01,3.893616838e+01,6.519537590e+01,6.620852571e+01,4.826910438e+01,4.949931545e+01,8.634969283e+01,9.994557997e+01,2.196362377e+01,7.832872630e+01,3.845139655e+01,9.207171525e+01,1.730831601e+01,5.884554542e+01,3.638213603e+01,5.176482476e+01,9.739944829e+01,1.852265033e+01,7.444285874e+01,1.405092931e+01,5.026492995e+01,4.177349308e+01,3.803470553e+01,8.120913406e+01,8.114571629e+01,9.705187222e+01,2.500258932e+01,1.123577174e+01,5.808011461e+01,4.579719264e+01,7.000413656e+01,4.209639024e+01,6.271497456e+01,7.715913326e+01,6.794299739e+01,2.313000109e+01,4.303143026e+01,9.698841183e+01,8.739000762e+01,7.617415384e+01,8.856491311e+01,7.796706397e+01,7.706406840e+01,7.225092685e+01,5.948347115e+01,6.240938638e+01,6.194889838e+01,4.337967328e+01,1.085734870e+01,6.827178275e+01,6.848397707e+01,8.563260457e+01,4.671062274e+01,4.463294113e+01,9.948963627e+00,5.972131861e+00,8.177349846e+01,7.424671677e+00,6.048283972e+01,1.754963103e+01,5.748603839e+01
4.537813949e+01,7.181603168e+01,4.741294998e+01,4.392187048e+01,6.414933860e+01,6.527716631e+01,7.880883085e+01,8.712216886e+01,9.009842551e+01,6.544494455e+01,8.289699801e+01,7.397365415e+01,4.590582081e+01,7.936395006e+01,4.120801216e+01,5.720741840e+01,2.384876407e+01,9.022824479e+01,4.030346041e+01,1.116383926e+01,8.690419239e+01,9.008109420e+01,7.766104378e+01,4.206578703e+01,1.740460449e+01,4.295803673e+01,4.659534331e+01,8.591015513e+00,9.677134098e+01,2.371944504e+01,2.867776276e+01,7.072756425e+01,1.439930187e+01,3.128914920e+01,3.141930349e+01,4.970647782e+01,3.177367825e+01,6.565985941e+01,8.233354168e+01,4.489164768e+01,1.046295564e+01,2.964647827e+01,7.700384031e+01,6.456169425e+01,3.052132825e+01,2.005602753e+01,4.730405323e+01,6.452957266e+01,5.232363231e+01,3.558751952e+01,1.192404116e+01,1.000138002e+01,8.678114817e+01,5.063148757e+00,7.995025542e+01,9.667512749e+00,3.693421870e+01,2.686503625e+01,9.219029744e+01,8.955850889e+01,7.051026740e+00,3.369178928e+01,8.505919045e+01
3.683922712e+01,9.584206650e+01,7.169558859e+01,1.224710467e+01,4.931582062e+01,2.843993699e+01,8.081723163e+01,6.934381275e+01,1.919642285e+01,8.401505422e+01,8.797319072e+01,8.545490769e+01,3.609213242e+01,4.130561203e+01,3.799941307e+01,1.423962575e+01,7.487700891e+01,9.197169317e+01,5.267381027e+01,5.037333590e+00,8.355728618e+01,3.494856329e+01,1.104255357e+01,3.034372606e+01,9.716427207e+00,9.247590800e+01,6.323583529e+01,6.586334058e+01,7.930502461e+01,6.186044703e+01,6.348066233e+01,2.368813613e+01,6.243030689e+01,5.364086429e+01,9.998844493e+01,9.470422804e+00,1.335885284e+01,5.776006169e+01,4.172258409e+01,3.002719205e+01,4.699340274e+01,1.071579894e+01,7.170006257e+01,8.559708379e+01,6.033306560e+01,1.604389914e+01,4.626922887e+01,7.113049880e+01,4.016513562e+00,8.080916234e+01,5.137499768e+01,6.796084821e+01,7.134783550e+01,4.009000485e+01,6.108889457e+00,7.348712551e+01,9.036089690e+01,1.744527076e+01,5.696636817e+01,6.765787873e+01,7.006431729e+01,9.247706440e+01,7.666057247e+01
9.779719804e+01,2.061508607e+00,9.752234530e+01,2.862665552e+00,7.781046652e+01,1.119186302e+01,9.378347425e+01,1.500600064e+01,5.830352323e+01,1.943067514e+01,6.621163026e+01,4.370869865e+01,5.467915181e+01,5.331655098e+01,6.036768952e+01,3.305599684e+01,8.450087131e+01,9.803987941e+01,5.534016688e+01,3.179238354e+01,8.502984345e+01,2.628396203e+00,4.323062301e+00,4.161751184e+01,8.367746658e+01,4.640385135e+01,9.961263656e+00,6.188856272e+01,8.935480325e+01,5.457444097e+01,3.337943634e+01,4.512999138e+01,6.745113443e+01,1.908347561e+01,7.055704672e+01,3.690053396e+01,6.518631477e+01,2.923050356e+01,3.962618677e+01,5.322127197e+01,4.520733624e-01,4.056539211e+00,8.368203710e+01,3.158387771e+01,5.023440762e+00,9.763634616e+01,1.647988349e+01,1.496263270e+01,8.912770421e+01,1.203402148e+01,4.651818392e+01,1.608414829e+01,2.014544843e+01,5.735255043e+01,4.092928034e+01,9.590417111e+01,2.254936687e+01,2.012725812e+01,9.154458306e+01,8.172896545e+01,4.912506871e+01,8.169871741e+01,2.460863547e+01
4.133972453e+01,3.070049556e+01,5.762144037e+01,7.033467559e+01,4.713371426e+01,3.304589237e+01,5.370047951e+01,5.644775348e+00,9.035149439e+01,5.065409538e+01,8.255437242e+01,8.208144749e+01,3.834728860e+00,5.676437122e+01,8.163288562e+01,9.597868712e+01,1.721681233e+01,4.135387947e+01,4.788408705e+01,6.783807067e+01,1.593449746e+01,6.964956596e+01,9.335798597e+01,4.407893717e+01,7.593466460e+01,3.691473506e+01,4.369161366e+01,3.390609028e+00,2.223036835e+00,3.495544621e+01,3.188728604e+01,3.895011018e+01,9.764456638e+01,7.742843592e-01,7.168328671e+01,3.639822830e+01,5.417176780e+01,6.175783551e+00,3.979937687e+01,8.818736581e+01,9.393901438e+01,1.120784582e+01,7.159105862e+01,5.090067769e+01,4.835548076e+00,5.863916516e+01,5.437601054e+01,6.858875151e+01,4.936096824e+00,5.288739261e+01,3.901755334e+01,4.895123166e+01,7.971727152e+01,3.138107809e+01,7.979330134e+01,2.008338205e+01,1.205329800e+01,8.292102274e+01,6.732865755e+01,4.057643305e+01,6.988158381e+01,3.855119577e+01,8.102983706e-01
2.084725413e+00,7.638900491e+01,2.127447603e+01,1.515274046e+01,3.477626025e+01,2.339137909e+01,2.330627065e+01,6.915083156e+01,3.157524078e+01,8.729444450e+01,2.095681499e+01,3.291952552e+01,1.328461725e+01,8.544303837e+01,7.549719328e+01,5.794610453e+01,9.285505766e+01,8.540397795e+01,3.236833118e+00,6.545172080e+01,5.281512309e+01,5.731783115e+01,1.138308515e+01,2.302801415e+01,8.742157757e+01,4.085334523e+01,2.936543598e+01,8.341495529e+01,7.098053541e+01,2.705026812e+01,5.594221984e+01,6.612604712e+01,7.689120516e+01,4.327328330e+01,9.810206503e+01,5.216882552e+01,7.156623163e+01,4.222221558e+01,5.969365076e+01,8.103045075e+01,3.939647993e+01,9.827769721e+01,5.360108940e+01,4.118494675e+01,1.356874097e+01,3.840132528e+01,6.935768004e+01,5.514454550e+01,4.622254467e+01,8.241022107e+01,4.164510432e+01,4.012163847e+01,3.228645023e+01,9.219229534e+01,4.899045497e+01,8.829587007e+01,7.861785814e+01,1.735771044e+01,2.724276390e+01,9.848971865e+01,4.561940588e+01,4.568728388e+01,1.072991963e+01
2.307061167e+01,2.254197187e+01,6.287731237e+01,6.671040067e+01,2.519476680e+01,9.010978403e+00,1.026773422e+01,3.524362487e+00,1.035568634e+01,6.465561262e+01,4.197104459e+00,5.930101241e+01,6.744125028e+01,9.863772483e+01,7.369291119e+01,3.188001021e+01,4.213922638e+01,2.440684002e+01,8.750096112e+01,8.143009190e+01,2.678562378e+01,6.043969284e+01,9.080195093e+01,4.497435314e+01,5.254576704e+01,6.992426046e+01,5.900600889e+01,6.290387192e+01,4.318356560e+01,8.893564378e+01,6.993369955e+01,6.796964193e+01,6.560154174e+01,6.245151897e+01,9.632466633e+01,6.330158826e+01,5.404948761e+01,2.901860413e+00,9.647213796e+01,4.865692884e+01,9.650786580e+01,3.852544862e+01,8.545470025e+01,6.175340235e+01,8.584337154e+01,4.362994719e+01,7.757611639e+01,9.107366531e+01,8.857672965e+01,8.848375511e+01,3.596048929e+00,8.992693312e+01,4.114771482e+01,7.859828316e+01,7.955288036e+01,9.302533839e+00,2.243300834e+01,2.149147634e+01,1.107145314e+00,5.353611711e+00,7.546829863e+01,2.260905673e+01,5.180035373e+00
