v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48
8.888094614e+00,9.966261474e+01,4.384730122e+01,6.821749056e+00,7.412727145e+01,4.707016106e+01,8.949173931e+00,2.997379663e+01,2.642469168e+01,4.632719263e+01,9.271607540e+01,3.769712326e+01,2.318843284e+01,9.081538902e+01,2.113429222e+01,6.427575015e+01,1.586128231e+01,2.478808823e+01,6.447310993e+01,4.041788710e+01,7.922568673e+01,1.253720628e+01,4.443854791e+00,5.143467673e+01,6.409737338e+01,7.980369140e+01,7.569391664e+01,2.981592300e+01,3.442803856e+01,9.183821988e+01,3.924947175e+01,2.183349972e+01,9.356552344e+00,8.980825096e+01,7.390555906e+01,4.823547003e+01,1.194474182e+01,2.585740490e+01,4.807409330e+01,2.808149515e+01,6.685994116e+01,1.765963233e+01,7.422018032e+01,2.884547297e+01,7.823558911e+01,2.085413499e+01,3.877609463e+01,4.429976034e+01
3.963160548e+01,4.100943117e+01,2.842085017e+01,7.397279397e+01,2.515488001e+01,5.710310760e+01,5.974425151e+01,5.511411055e+01,5.430714687e+01,9.044362010e+01,5.559668469e+01,3.280260197e-01,4.683565049e+01,2.582104054e+01,2.889372021e+01,6.059562541e+01,2.922636264e+01,8.845267360e+01,7.489504135e+01,3.678941954e+01,7.259085727e+00,6.654049726e+01,4.216287765e+01,5.698923286e+01,6.429343201e+01,9.610849678e+01,1.993486235e+01,7.137503004e+01,2.784809453e+01,4.397430924e+01,2.333907615e+01,5.850290468e+01,7.271409729e+01,2.824871846e+01,3.206722131e+01,2.784573519e+01,8.526449417e+01,1.282404543e+01,2.254219100e+01,5.302902949e+01,9.439585760e+00,2.604697815e+00,8.688703413e+01,6.633343107e+01,5.292069286e+01,7.922444585e+01,7.200354934e+01,4.782618290e+01
6.573680626e+01,5.343141711e+01,2.734839656e+01,7.665783677e+01,3.493332062e+01,6.716434493e+01,1.922384013e+01,9.453269330e+01,7.888925485e+01,4.598914836e+00,1.443399794e-01,4.749909864e+01,7.311351424e+01,6.922855462e+01,8.650343589e+01,6.148141405e+01,2.180027829e+01,6.560520446e+01,6.095037795e+01,8.162718477e+01,2.998747245e+01,8.282780298e+01,3.963227472e+01,8.266608971e+01,5.081297256e+01,6.852888652e+01,7.709184575e+01,1.564849416e+01,5.500719925e+01,6.907579414e+01,1.621052011e+01,7.467993861e+01,6.173272616e+01,6.650404830e+01,2.593436555e+01,7.988210482e+00,3.493214125e+01,3.741146725e+01,4.817616874e+01,7.276064970e+01,7.154497884e+01,8.356513854e+01,2.347411823e+01,8.036474539e+01,3.328237685e+01,8.809582832e+01,3.157196616e+01,6.583697635e+01
2.763403436e+01,1.805472228e+01,9.997538974e+01,3.800725170e+01,6.805131685e+01,1.354321728e+01,2.283667637e+01,3.915301448e+01,8.633300468e+01,4.976579159e+01,1.414486712e+01,4.249884230e+01,9.712804018e+01,2.649358618e+01,9.361633263e+01,8.994200920e+01,2.238823759e+01,6.276219782e+01,7.571527954e+01,7.277928951e-01,9.961366486e+01,6.525773911e+01,4.170610199e+01,2.967643553e+01,3.035638403e+01,3.390603067e+01,5.279707268e+01,3.381911675e+01,8.903103146e+01,8.122334966e-01,1.821475122e+01,7.513747681e+01,9.461242862e+01,2.330921121e+01,6.660689152e+01,5.602316309e+01,6.915824883e+01,3.656578430e+01,3.921113528e+01,9.655760820e-01,1.357088726e+01,1.850312608e+00,8.403301163e+01,9.827914625e+01,3.560152945e+01,5.908169855e+01,5.365505801e+01,1.514508039e+01
3.431112871e+00,4.071447607e+01,1.782273194e+01,9.780402391e+01,8.530050083e+01,5.120304918e+01,1.955276527e+01,5.602242758e+01,1.606544063e+01,8.742471027e+01,9.587523882e+01,7.064699006e+01,5.212943533e+00,8.386214102e+01,8.948764742e+01,8.307032015e+01,6.749156366e+01,2.068601666e+01,1.779702285e+00,7.655628997e+01,9.531932560e+00,6.586875718e+01,5.112670103e+01,1.973456670e+01,4.546694167e+01,1.862119189e+01,6.195979191e+01,1.829149084e+01,8.005731107e+01,2.055474665e+01,5.843670251e+01,9.703491691e+01,5.881723421e+01,5.792313326e+01,5.178854331e+01,8.503559381e+01,7.430569731e+01,6.297157090e+00,5.800628154e+01,3.210738625e+01,5.251272209e+01,9.978974621e+01,6.915071104e+01,9.628982694e+01,3.145209731e+01,1.367777354e+01,9.684867718e+01,5.173464240e+01
8.548800019e+01,3.374419854e+01,9.012250880e+01,1.173390329e+01,8.521270252e+01,1.582727351e+01,3.790403731e+01,7.993668481e+01,3.140963510e+00,1.016580928e+01,6.133994003e+01,8.989652541e+00,2.777875456e+01,3.699694146e+01,7.351024193e+01,7.838825873e+01,7.396237979e+01,6.625466012e+01,9.291228864e+01,9.074336771e+01,9.502976702e+01,7.502496623e+01,7.358471006e+01,1.551874773e+01,3.814397498e+00,6.658328632e+01,3.376602971e+01,1.536233451e+01,5.197885241e+01,1.425392908e+01,8.427060803e+01,8.637421751e+01,6.524204691e+01,5.251273773e+01,2.945906731e+01,2.408621845e+01,6.417228627e+01,6.010634300e+00,5.395490031e+01,1.883701580e+01,3.171187737e+01,7.438382198e+01,3.159336507e+01,1.759550365e+01,4.534216766e+01,9.170096781e+01,3.089118360e+01,8.884911337e+01
9.922374619e+01,7.726484317e+01,4.750960160e+01,7.605936131e+00,6.618400634e+01,4.887602127e+01,4.090991115e+01,5.735852216e+01,7.171634151e+01,5.670418875e+01,4.656739298e+01,9.307015713e+01,3.938841763e+01,1.089046793e+01,4.159648560e+01,7.944571185e+01,9.114358011e+01,6.009019667e+01,7.849414927e+01,5.994236134e+01,7.002203582e+01,4.450987092e+00,4.945880603e+01,5.969519731e+01,7.499891533e+01,6.533678615e+00,7.475610485e+01,2.348768372e+01,6.616929799e+01,9.230141071e+01,5.482211583e+01,1.122841671e+01,6.569240854e+01,1.086156072e-01,7.919796270e+01,7.888103616e+01,4.679313830e+01,9.653096526e+01,5.236522851e+01,5.143390025e+01,9.562644855e+01,6.736619945e+01,8.883757223e+01,2.143185112e+01,6.073195559e+01,6.886798382e+01,7.028337852e+01,6.846472452e+01
7.903547623e+01,2.756229506e+01,2.882237239e+01,5.222411903e+01,2.013576041e+01,5.548667732e+01,7.399064096e+01,3.113467870e+01,3.762069608e+00,1.823162815e+01,2.590327454e+01,6.179750452e+00,4.283143677e+00,7.944980639e+01,8.506801635e+01,1.011879687e+01,5.520719175e+01,9.321453345e+01,1.418125587e+01,7.625360275e+01,1.775654525e+01,2.044510850e+00,4.395380189e+01,7.651362034e+01,6.619498808e+01,1.997349111e+01,3.132137211e+01,8.703238433e+01,5.115208069e+01,7.409930128e+01,1.512332633e+01,9.229476453e+01,2.514890363e+00,8.941791439e-01,1.743408813e+01,3.196038027e+01,3.047302020e+01,9.346151153e+01,2.574807002e+01,5.541938688e+00,2.602757656e+01,3.362223028e+01,6.362349765e+01,3.767439308e+01,1.372509884e+01,7.431120868e+01,1.545164457e+01,2.615845101e+01
2.783335350e+01,3.736453059e+01,6.190672884e+01,8.144581054e+00,9.392242905e+01,2.403053373e+00,9.374632699e+01,1.222325307e+01,8.320071825e+01,4.451957982e+00,5.840480028e+01,1.045664824e+01,4.577838896e+00,4.921773983e+01,7.136573681e+01,4.162279673e+01,3.823230781e+01,1.089060685e+01,3.429520695e+01,3.256100545e+01,5.325272833e+01,6.510670973e+01,1.057274888e-01,7.137570557e+01,2.558654620e+01,8.992668467e+01,6.946443065e+01,6.952894858e+01,6.188034018e+00,6.517484038e+01,3.346814843e+01,9.424234469e+01,7.881471150e+01,3.757790389e+01,5.478136015e+00,9.532258776e+01,8.000723570e+01,2.632848918e+00,7.357154440e+01,7.006528147e+01,5.110773503e+01,8.985511780e+01,3.334349851e+01,3.959682988e+01,1.732790757e+01,4.159403597e+01,5.621835697e+01,6.483713164e+01
8.840858586e+01,6.085798317e+01,7.754218480e+00,6.707591111e+01,5.179949489e+01,8.595161697e+01,1.758559882e+01,2.883816514e+00,1.717809505e+01,9.345878766e+01,6.806002316e-01,3.647059539e+01,3.278039497e+01,7.234867013e+01,8.664346943e+01,8.818207286e+01,3.556068947e+01,4.994138878e+01,8.773667946e+01,2.185030390e+00,1.833394089e+01,3.465871289e+01,6.080542815e+01,8.707920324e+01,8.137028415e+01,4.760766371e+01,1.845957922e+01,7.286559100e+01,4.699809494e+00,8.060747125e+01,8.382743108e+01,4.728235207e+01,1.210995241e+01,4.017493125e+01,8.187778303e+01,1.491611061e+01,4.844313979e+01,1.256304541e+01,9.656074075e+01,1.629122908e+01,7.888435081e+01,2.895143363e+00,6.659036119e+01,8.878117165e+01,2.903056730e+01,1.260142008e+01,8.974539986e+01,5.316230734e+01
8.960988884e+01,5.073008288e+01,4.489154601e+01,4.628388358e+01,9.176208335e+01,8.384590691e+01,8.889337097e+01,8.594235855e+01,8.529598052e+00,3.435400376e+01,7.935439361e+01,7.150467156e+01,1.804213858e+01,2.151097791e+01,9.091650564e+01,7.741688141e+01,5.085673531e+01,1.581956529e+01,9.825619395e+01,7.923994228e+01,7.284264850e+01,7.579580834e+01,7.275882150e+01,5.542015447e+01,9.056101884e+00,9.183105218e+01,4.827041711e+01,4.664253025e+01,6.290219715e+01,1.576142355e+01,1.092059690e+00,4.610090061e+01,5.214238803e+01,8.063461006e+01,2.954594445e+01,4.594101654e+01,8.750013896e+00,4.795906939e+01,9.356229080e+00,9.505230656e+01,5.398775698e+01,9.157920430e+01,4.335310585e+01,1.064522323e+01,5.220707587e+01,9.657468785e+01,6.866276758e+01,5.428519573e+01
7.308161115e+01,2.166842454e+01,3.697680067e+00,7.702328458e+00,4.825178779e+01,7.920515777e+01,4.860252855e+00,3.409480828e+01,7.016782172e+01,6.898019792e+01,3.309099313e+01,6.373066208e+01,1.270316445e+01,2.337086170e+00,6.562020621e+01,9.444514763e+01,3.798271130e+01,7.117021802e+01,4.415834467e+00,1.301865073e+01,6.166687650e+01,3.771059501e+01,1.025864943e+01,5.433397927e+01,8.410260138e+01,6.545325345e+01,8.611973782e+01,1.651146662e+01,6.913068007e+01,6.824997601e+01,6.684600303e+01,3.000444441e+01,2.067601246e+01,5.172559907e+01,2.863164255e+01,4.901015424e+01,7.172057133e+01,6.402585150e+01,7.991722722e+01,1.375195133e+01,8.250386784e+01,9.983680640e+01,2.566229259e+01,8.096590330e+01,2.413976425e+01,9.260693756e+01,1.311852242e+00,1.105268809e-01
4.377523891e+01,2.905976720e+01,8.903697371e+01,4.394198989e+01,2.244348574e+01,2.225022715e+01,2.466223044e+01,1.345255347e+01,1.268442642e+01,1.089490087e+01,9.175009520e+01,8.944811749e+01,4.413702163e+01,1.269762983e+01,3.828978348e+01,1.251162223e+01,9.316275178e+01,5.248203194e+01,7.217316650e+01,6.946855440e+01,1.865069840e+01,2.368852956e+01,1.715354169e+01,6.021711439e+01,5.104437395e+01,4.431744895e+01,3.173118266e+01,3.360053211e+01,5.205669529e+01,1.071749158e+00,4.627925742e+01,5.989733171e+01,9.195188698e+00,8.046289076e+01,5.423180803e+01,8.223168214e+01,6.074394262e+01,3.764745069e+01,1.820051490e+01,6.219636101e+01,6.696583417e+01,1.075093665e+01,5.544991998e+01,2.976947920e+01,3.047294201e+01,8.847523552e+01,9.366498585e+00,5.455166908e+00
2.526331669e+01,7.705712279e+01,1.276822684e+01,7.968865690e+01,1.144341020e+01,1.564683100e+01,7.899171227e+01,7.518794583e+01,5.467282419e+01,2.621108999e+01,6.271406619e+01,6.854228198e+01,1.559283153e+00,7.030654679e+01,3.236256454e+01,4.822902644e+01,1.330485030e+01,9.297624452e+01,2.522328227e+01,6.340296197e+01,3.110942953e+00,4.357593497e+01,9.712369772e+01,5.059453962e+01,2.325701799e+01,4.162225080e+01,1.104249754e+01,5.926853107e+00,9.043125980e+01,9.642612533e+01,6.567817212e+01,5.585454890e+01,5.846221642e+01,1.944878296e+01,7.190158204e+01,9.508302976e+01,1.226949044e+01,1.174901478e+01,1.476782382e+01,7.113361204e+01,7.257273704e+01,6.495667470e+01,2.287570153e+01,4.802719048e+01,4.123610781e+00,2.589105827e+01,6.294468261e+01,9.696863775e+00
4.176964721e+01,4.790663353e+01,8.144629156e+01,7.750105076e+01,5.762438583e+01,8.577389727e+01,2.734079628e+01,2.883535632e+01,8.511488439e+01,8.341930119e+01,6.266963975e+01,3.981035140e+01,4.307856922e+01,9.657902792e+01,3.986689913e+01,5.141123852e+00,7.343741845e+01,5.001957418e+01,3.221667293e+01,6.606182459e+01,8.926425005e+01,7.019726905e+01,1.905885620e+01,3.257466000e+01,4.836319273e+01,8.375294851e+01,7.178648419e+01,2.476134632e+01,6.337326560e+01,1.513330332e+01,1.351481791e+01,1.360311826e+01,5.554867623e+01,3.747443162e+01,9.842684792e+01,7.500644423e+00,5.190484110e+01,3.425371529e+01,5.017923734e+00,1.869386425e+01,6.808227086e+01,8.638546801e+01,4.869563627e+01,6.377521239e+01,4.434925114e+01,9.796745424e+00,8.821318039e+01,1.753606297e+01
2.452281109e+01,2.632942579e+01,2.703620229e+01,7.886410574e+01,5.758129166e+01,6.848595541e+01,2.377389857e+01,6.871352066e+01,8.037026090e+01,4.847320798e+01,8.710700020e+00,4.236954074e+01,2.910525089e+01,4.275700546e+01,6.992941967e+01,5.003150987e+01,1.502302858e+01,7.452909880e+01,4.489935954e+01,6.151009098e+01,7.633068408e+00,3.780067226e+01,3.274770417e+01,5.678940086e+01,6.305776572e+01,7.810393957e-01,6.103154669e+01,2.106131020e+01,6.517808074e+01,8.310938083e+00,1.010305511e+01,9.243291289e+01,8.755332541e+01,1.971136283e+01,3.407461725e+01,1.127785180e+01,1.376472393e+01,3.842995592e+01,1.876881718e+01,5.397742892e+01,6.567457768e+01,8.183392798e+01,3.946188952e+01,8.437397488e+01,8.085625516e+01,6.121760868e+01,7.910097480e+01,7.694570709e+01
7.237560459e+01,8.632032629e+01,5.862709787e+00,4.929051140e+00,2.179039196e+01,5.242469822e+01,4.222804787e+01,4.999840607e+01,5.699135014e+01,3.006752141e+01,9.041151558e+01,5.591963444e+01,1.771383033e+01,6.311308249e+01,4.517260483e+00,2.115610176e+01,5.547766314e+00,2.077139720e+01,8.705259966e+01,4.176689719e+01,8.531031087e+01,4.753500528e+01,5.338313732e+01,9.338130796e+00,8.654867325e+00,5.352570731e+01,3.086739391e+00,5.685876074e+01,6.372552785e+01,2.453767921e+00,8.129629586e+00,1.861895944e+00,9.341125473e+01,9.898684914e+01,1.068837082e+01,8.237190958e+01,2.186480330e+01,3.295920898e+01,7.674854857e+01,9.638313346e+01,2.464307886e+01,4.288424747e+01,8.279724206e+01,1.343966350e+01,4.492048464e+01,3.227208785e+01,7.436095342e+00,7.177734040e+01
7.638712189e+01,4.924191772e+01,6.285349506e+01,9.566436276e+01,3.609790537e+01,7.350457987e+01,2.351517378e+01,1.322747891e+01,7.373881783e+01,7.028371677e+01,3.907096688e+01,1.916619464e+01,5.184251041e+01,3.667455466e+01,8.448743825e+01,8.548376492e+01,3.508182751e+01,2.105469069e+01,1.450126035e+01,5.127657919e+01,3.388197585e+01,5.339040739e+01,9.500403071e+01,4.927932407e+01,6.525883641e+01,4.038955369e+01,1.854453688e+01,6.158742167e+01,9.862183520e+01,7.066861805e+01,1.330481167e+01,1.987868218e+01,2.803614016e+01,9.864213119e+01,7.245348016e+01,4.736853367e+01,9.589052708e+01,7.470220357e+00,9.143735641e+01,8.093703442e+01,8.601277365e+01,5.767862131e+01,1.852142424e+01,9.601405901e+00,8.322148257e+01,1.166314022e+01,2.153443457e+01,6.700569981e+01
4.837589994e+01,7.830036745e+01,7.619245047e+01,7.782848420e+01,1.760890661e+01,8.685319812e+01,3.546191804e+01,4.032802914e+01,4.756993375e+01,4.040849942e+01,1.984695138e+00,2.233893421e+01,4.055410714e+01,8.127638909e+01,9.762214732e+01,3.783266483e+01,1.448377494e+01,5.295837912e+01,3.157832295e+01,2.067380777e+00,4.008363428e+01,7.970019052e+01,9.877075183e+01,3.123801940e+01,5.986568123e+01,9.213892090e+00,9.157249424e+01,6.147152848e+01,1.890174559e+01,7.385329857e+00,1.890703950e+01,7.487934002e-01,1.151225336e+01,9.174805091e+01,5.650737676e+01,8.651324372e+01,6.659892892e+01,7.673670586e+01,1.069571178e+01,6.748606699e+01,5.409738326e+01,2.897994683e+01,8.142101214e+01,2.138081182e+01,1.148387057e+01,5.950546034e+01,9.710901821e+01,1.888042042e+01
2.375329432e+01,7.088868298e+01,1.609812618e+00,9.274840237e+01,3.002928278e+01,5.225586898e+01,7.432864212e+00,2.302655446e+01,6.222259227e+01,2.594822695e+01,5.896810761e+00,2.763554288e+01,2.436998792e+01,3.804963398e+00,5.882343030e+01,5.232439269e+01,8.699785323e+01,6.602268394e+01,4.741622410e+01,9.708068161e+01,8.354118601e+01,1.051354206e+01,4.240063062e+01,4.955853700e+01,5.272150042e+01,5.821992166e+01,1.745263145e+01,2.620774107e+01,8.054722778e+01,4.194239380e+00,4.938638093e+01,3.644933592e+01,3.348634709e+00,3.881136527e+01,6.788851403e+01,1.865632822e+00,5.632038929e+01,5.001955181e+01,6.663790722e+01,3.454139685e+01,5.091086230e+01,1.790935574e+01,7.600069934e+01,8.345442062e+01,1.608205761e+01,8.774926809e+01,9.523127966e+01,5.439159987e+01
3.557205448e+01,6.233372681e+01,2.850944252e+01,3.627257492e+01,4.753012566e+01,6.278862719e+01,8.655305047e+01,8.566112553e+01,1.993975368e+01,1.116200503e+01,4.461991904e+01,4.303233695e+01,5.152888627e+00,5.996204586e+01,5.937947464e+01,1.087561711e+01,1.863164592e+01,7.945954670e+01,2.787520522e+01,3.690738360e+01,1.037817814e+01,7.594651698e+00,4.827523748e+01,7.741573839e+01,2.573749694e+01,5.469894099e+01,9.122367219e+01,3.424678230e+01,7.868385151e+01,4.446560875e+01,1.947972765e+01,3.138784555e+01,2.116766768e+01,9.129090473e+01,9.376515694e+01,8.981301155e+01,7.515193473e+01,9.694432798e+01,8.499637341e+01,5.781398945e+01,8.000601738e+01,3.132318544e+01,7.158532123e+01,9.807630539e+00,8.345559172e+01,4.496107843e+01,9.065502649e+01,1.815502460e+01
8.663451382e+01,3.413788466e+01,6.901298673e+01,2.084304940e+01,2.762652349e+01,8.115949057e+01,2.559167539e+01,4.138207077e+01,3.910187577e+01,7.286290783e+00,4.814449490e+01,7.351323054e+01,7.839390615e+01,4.851560089e+01,3.997267951e+01,1.344278487e+01,1.387648652e+01,5.377433764e+01,3.641838742e+01,4.433925924e+01,6.135960862e+01,7.346438221e+01,5.127306165e+01,2.883370301e+01,1.736100135e+01,5.887964898e+01,7.587439803e+01,1.909318398e+00,9.684877396e+01,9.902140122e+01,6.516305662e+01,2.084560957e+01,2.083855220e+01,2.830162786e+01,2.694530658e+01,7.279578487e+01,6.354903242e+01,4.266777391e+01,2.367697584e+01,4.607377791e+01,5.901400241e+01,9.571024918e+01,1.704219759e+01,9.905469167e+01,8.250632214e+01,2.619039804e+01,1.994598176e+01,6.646251498e+01
9.660356099e+01,5.833882550e+01,4.951831445e+01,8.551402704e+01,4.233632708e+01,2.274002767e+01,6.976186705e+01,2.007784052e+01,6.360079238e+01,3.267659939e+01,7.403080061e+00,6.253551042e+01,6.182536315e+00,6.706764861e+01,8.005477778e+01,6.903011026e+01,8.168822963e+01,9.670151808e+00,4.830703945e+00,9.646302233e+01,5.404835323e+01,5.454912445e+01,2.167566091e+01,1.306773531e+01,1.024330357e+01,4.139222037e+01,5.776448808e+01,1.011298921e+01,2.298269986e+01,9.784247217e+01,2.634440969e+01,9.549663777e+01,2.676844179e+00,4.065282526e+01,9.949517646e+00,6.866084724e+01,2.134006336e+01,3.881786377e+01,6.201039639e+01,5.281884555e+01,4.259904680e+01,4.362921253e+01,4.983372383e+01,4.784720644e+01,2.523928446e+01,1.916025993e+00,4.398061944e+01,5.366550198e+01
5.247270050e+01,5.320962533e+01,1.340769199e+00,1.469480296e+01,3.140013092e+01,2.843164139e+01,5.232543538e+01,6.602609128e+01,9.300945945e+01,4.696130522e+01,9.680647237e+00,6.690495767e+01,2.140853091e+01,8.605974591e+01,3.101356079e+01,2.197390286e+01,2.340298010e+01,4.422607262e+01,1.119743164e+01,3.127712978e+01,1.486588477e+01,6.904582017e+01,6.932169633e+01,5.395586048e+01,3.175838361e+01,8.980553352e+01,8.555073560e+00,3.966861531e+01,1.110805819e+01,8.029704384e+01,4.740660788e+01,1.319632426e+01,4.924036546e+01,1.932882028e+00,3.123550510e+01,2.159643222e+01,8.218988938e+01,5.757400148e+01,6.259690953e+01,6.271920521e+01,4.949507694e+01,5.994161369e+01,9.497494843e+01,7.972573076e+01,3.782924437e+01,3.559788555e+01,8.943396145e+01,4.364893555e+01
9.216348536e+01,4.687196063e+01,8.199214745e+01,6.872622672e+01,2.215244919e+01,7.114254359e+01,7.846343801e+01,3.363820194e+01,5.869954373e+01,8.782454120e+01,9.524243533e+01,1.636119287e+01,4.176565628e+01,7.679959276e+01,5.079796500e+01,5.575257603e+00,8.507822342e+01,4.984244386e+01,5.034138112e+01,6.998554392e+01,1.273815465e+01,3.394521189e+01,3.945019821e+01,1.482022131e+01,5.246263759e+01,8.879740674e+01,4.565323728e+01,4.915033888e+01,4.415564223e+01,1.341140449e+01,4.051727676e+01,1.394849485e+01,4.451497038e+01,5.303924350e+01,4.557098184e+01,5.139532523e+01,7.940367932e-01,6.441150179e+01,9.716148672e+01,3.671693436e+01,5.498113828e+01,3.197476559e+01,1.396554698e+01,7.593310334e+01,2.690984884e+01,5.623302439e+01,5.907717040e+01,7.944381598e+01
2.118820124e+01,3.251645742e+01,9.023838894e+01,8.251727246e+01,5.789562909e+01,6.048346442e+01,5.049750242e+01,1.827392663e+01,2.783931660e+01,9.995183517e+01,5.682699343e+00,5.227289267e+01,8.695742251e+00,8.109252250e+01,2.365297108e+01,4.831081866e+01,7.331826988e+01,5.824421369e+01,5.141663423e+01,3.184229152e+01,5.481613008e+01,4.165677409e+01,3.755735881e+01,5.618357690e+01,3.568482366e+01,5.037817862e+01,5.269421240e+01,3.264858690e+01,5.971009829e+01,8.965721336e+00,2.304683038e+01,1.063294045e+01,9.601732455e+01,8.869886351e+01,7.452592905e+01,3.668920843e+01,8.474702494e+01,5.019084891e+01,3.950891880e+01,3.167135134e+01,6.123075253e+01,4.846183730e+01,7.727486687e+01,3.614373045e+01,7.431322796e+01,9.490124456e+01,1.362871559e+01,4.081162928e+01
8.227450779e+01,6.914318456e+01,1.613282667e+01,3.697835584e+01,6.504975531e+01,6.001989190e+01,5.764780819e+01,2.939116833e+01,9.144080743e+01,9.076844424e+01,1.159328108e+01,5.765034337e+00,5.295994138e+01,9.731095487e+01,4.871336970e+01,3.269643834e+01,5.759515118e+01,4.773283796e+00,1.022152289e+01,7.430213995e+01,5.718708468e+01,8.914717272e+01,8.425713458e+01,2.143279978e+01,4.183237519e+01,9.911091325e+01,4.407698183e+01,3.314091891e+01,2.593227836e+01,7.319487703e+01,4.694488515e+01,5.662824648e+01,9.030101629e+01,5.857136507e+01,5.110638110e+01,3.693859233e+01,5.393633538e+01,9.129351852e+01,3.066229956e+01,3.961886977e+01,5.780511206e+01,6.061977920e+01,9.024689833e+01,5.361488593e+01,6.981057762e+01,3.730474872e+01,9.890711814e+01,3.850107289e+01
2.439423697e+01,8.440084605e+01,5.810620465e+01,4.056796951e+01,4.505627407e+01,5.484486608e+01,6.964741689e+01,2.299780454e+01,8.676755790e+00,5.892558108e+01,1.058449581e+01,6.248147930e+01,6.933139975e+01,5.182888362e+01,8.793305105e+01,1.074197749e+01,6.188782334e+01,7.922581074e+01,5.467540394e+01,8.451791028e+01,6.675267948e+01,5.885065585e+01,7.339346474e+01,5.294353609e+01,3.683284037e+01,3.856750706e+01,1.293181971e+01,9.627574730e+01,6.092969343e+01,9.599599081e+01,9.445116134e+01,2.842339055e+01,7.683468653e+01,4.321079096e+01,4.169703895e+01,5.279602951e+01,8.084614416e+01,7.921380730e+01,1.239823310e+01,6.832421343e+01,4.321900743e+01,5.392316435e+00,2.304690353e+01,6.316868134e+01,4.840707573e+01,8.821328438e+00,8.289513283e+00,9.527246005e+01
7.596356052e+01,2.139558485e+01,4.837795823e+01,4.894284290e+01,4.784006983e+01,7.226674515e+01,7.427735662e+01,1.540535840e+01,6.668771272e+01,3.035433399e+01,5.985792253e+01,5.083293907e+01,1.714244683e+01,3.651351090e+01,9.346914914e+00,8.174555109e-01,8.481842418e+01,9.997301596e+01,6.269177733e+01,1.034173607e+01,1.254274280e+01,1.072510308e+01,5.275764565e+01,1.019168038e+01,2.821774836e+01,8.575033495e+01,9.330173500e+01,7.360261114e+01,5.532314700e+01,7.886183553e+01,8.147903713e+01,7.525673188e+01,8.032673539e+00,1.345240674e+01,4.226784230e+01,3.580557727e+01,4.471210114e+01,8.343008496e+01,2.315355481e+01,3.702606365e+01,1.958047461e+01,4.759886653e+01,9.473763600e+01,2.708516445e+01,5.238513697e+01,2.535839842e+01,8.153228744e+01,4.705120351e+01
5.820675875e+01,1.878376563e+01,5.824164324e+01,6.915526372e+01,8.885159440e+01,1.906094245e+01,1.753838181e+00,1.764721200e+01,9.291058322e+01,8.198318938e+01,1.788538487e+01,2.304843061e+01,3.842990131e+01,9.178959585e+01,6.777246026e+01,6.678055897e+01,8.433640127e+01,2.617896868e+01,8.216944418e+01,1.084015246e+01,4.462121437e+01,7.383455510e+01,3.624708621e+01,1.939860404e+01,1.465024322e+01,8.154275839e+01,6.725738935e+01,3.593830361e+01,3.543945296e+01,6.782948082e+01,5.302584520e+00,5.701561134e+01,4.064265166e+01,8.093444225e+01,5.794214253e+01,2.197185406e+01,4.860768952e+01,1.181489736e+01,8.917646610e+01,8.611033381e+01,1.751065240e+01,6.768138458e+00,9.486099841e+01,1.421345588e+01,5.462664320e+01,8.185441744e+01,7.652553288e+01,1.166400516e+01
4.967382640e+01,6.856414317e+01,6.566173519e+01,2.743884969e+01,5.878745289e+00,4.567979108e+00,5.242972598e+01,7.467745919e+01,9.970411303e+01,3.345307646e+01,6.865647162e+01,4.936764614e+01,6.613245962e+01,3.897804104e+01,8.826315883e+01,4.794849896e+01,2.021125176e+01,8.126764631e+01,3.002336209e+01,7.096225786e+01,7.411663345e+01,6.492379762e+01,6.752743553e+01,2.010359890e+01,5.224448259e+01,5.860458415e+01,2.404359650e+01,3.511844783e+01,8.191006347e+01,6.315617725e+01,7.667110068e+01,9.522570715e+01,4.113763538e+01,1.058721431e+01,9.780433390e+01,9.234141223e+01,7.186618626e+01,8.641876740e+01,3.261112817e+00,7.933431488e+01,2.265913187e+01,4.519616197e+01,3.714035153e+01,6.040987775e+01,2.751732920e+01,3.786973141e+01,4.281456933e+00,7.805464090e+01
4.879377020e+01,5.233601776e+01,1.138140007e+01,5.538779812e+01,2.394475091e+01,5.355780416e+01,9.918077429e+01,3.712498933e+01,9.499163246e+00,9.251334428e+01,1.674995691e+01,9.816864555e+01,8.707441665e+01,8.779058642e+01,4.306707329e+01,5.900522829e+01,2.104117060e+01,6.548105732e+01,6.830792853e+01,4.938551921e+01,1.752805814e+01,8.011767691e+00,9.864971420e+01,1.836139110e+01,7.814628563e+01,8.192924708e+01,6.161312151e+01,7.841505140e+01,9.776279502e+00,7.866670643e+01,5.905146221e+01,8.080229815e+01,8.553015489e+01,7.079943544e+01,4.602875026e+01,1.368129634e+01,1.614745259e+01,8.686778583e+01,3.882847401e+01,7.858209241e+01,9.986434387e+01,8.916208451e+01,6.866495781e+01,5.987361875e+01,2.397816936e+01,1.051441955e+01,8.745375724e+01,8.320577382e+01
