v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54
4.908863524e+01,4.622190279e+01,4.425173835e+01,4.749582618e+01,4.916963330e+01,1.427076908e+00,1.696315905e+01,3.272885284e+01,7.499020547e+01,9.360151176e+00,9.548465646e+01,8.073015079e+01,5.420250035e+01,4.953856037e+00,6.080492542e+01,2.561933739e+01,9.245151855e+01,5.025362813e+01,7.323874851e+00,5.376318363e+01,7.514499471e+01,7.985415845e+01,3.575661355e+01,6.452408082e+01,2.734856303e+01,9.592621041e+01,6.147263958e+01,2.407283447e+01,8.607321490e+01,8.617244054e+00,3.118407840e+01,3.791425947e+00,4.503928769e+01,7.503897452e+00,7.815504052e+01,8.602422608e+01,9.423431439e+00,1.368391527e+01,8.786857524e+01,4.598450013e+01,9.772079893e+01,6.716949401e+01,3.639665902e+01,7.939722398e+01,5.841600660e+01,5.686682995e+01,6.987108236e+01,3.077193458e+01,7.395708763e+01,4.286704020e+01,5.650345579e+01,8.123375524e+01,9.714093460e+00,2.575530563e+01
8.035520516e+01,2.174630853e+01,9.382572371e+01,6.878944170e+01,1.495226383e+01,2.692763415e+01,2.193846208e+01,5.286316571e+01,9.160726957e+01,8.930990060e+01,3.773287651e+01,9.664157655e+01,4.214107003e+01,8.710671112e+01,2.203409043e+01,3.739184493e+01,6.846482862e+00,5.489934215e+01,8.116266109e+01,2.616994329e+01,3.137095518e+01,2.370922460e+01,2.252352797e+01,5.766222975e+01,1.710490606e+01,6.937506532e+01,9.481021570e+01,5.712053998e+01,6.686866065e+01,5.989358474e+01,9.516531288e+01,3.682317974e+01,2.355756924e+01,7.176920189e+01,6.096457120e+01,2.153661352e+01,6.683470786e+01,1.376987637e+01,9.763220552e+01,6.630562017e+01,8.488134492e+01,1.311355240e+01,9.906795108e+01,2.112761236e+00,3.797052164e+00,8.263320021e+01,7.841952271e+01,1.040672605e+01,3.470371543e+00,5.850637232e+01,9.863920636e+01,8.008448535e+01,6.274657479e+01,3.324441199e+01
8.400956793e+01,7.007190667e+01,1.618816695e+01,2.568635266e+01,8.193067411e+01,3.461546584e+01,5.166276761e+01,9.544554172e+01,3.124984663e+01,4.935824339e+01,2.840074320e+01,8.827410960e+00,7.450744132e+01,6.711761741e+01,9.190132542e+01,2.853447930e+01,7.650276970e+01,2.392970238e+01,2.177765037e+01,5.054887265e+01,9.716245895e+01,1.228479279e+01,8.768447555e+01,5.743763342e+01,8.006256283e+01,9.663750842e+01,5.200640328e+01,7.203997885e+01,6.031578591e+01,9.778571659e+01,1.108523224e+01,9.150657779e+01,6.331645904e+01,5.373435516e+01,7.797544786e+01,6.046538883e+00,8.743948057e+01,9.451069962e+01,7.306725396e+01,3.665324145e+01,6.644473565e+01,6.432228412e+01,9.929930232e+01,4.743335212e+01,4.363711448e+01,7.306923622e+00,9.376698447e+01,4.447349383e+01,6.050511271e+01,7.663711285e+01,9.839821861e+01,3.057293987e+00,5.766653143e+01,5.492182185e+01
8.764236745e+01,9.152640240e+01,9.801679578e+01,4.287397651e+01,5.908210242e+01,1.918109131e+01,6.206405973e+01,1.185766551e+00,6.037129144e+01,2.433946263e+01,5.619217108e+01,4.662784915e+01,6.511129318e+01,9.149039366e+01,7.297229510e+01,1.346990262e+01,3.989358067e+01,6.536047689e+01,5.496216278e-01,8.438403821e-01,6.950353115e+01,2.130881821e+01,4.361486726e+01,9.752109323e+01,6.803158714e+01,7.521530107e+01,1.471849529e+01,6.453835630e+01,1.949212880e+01,3.894797836e+01,7.308501682e+00,3.584669595e+01,5.915744454e+01,6.777855720e+01,4.901686113e+01,6.284662850e+01,9.036587227e+01,5.812996717e+01,7.730366255e+01,1.428794307e+01,6.812342670e+01,2.487275968e+01,7.075565265e+01,5.168639979e+01,5.871336554e+01,9.681081882e+01,7.416632790e+01,5.643680419e+00,9.537452894e+01,4.236822642e+01,2.623435926e+01,1.691411374e+01,7.540095804e+01,3.927580311e+01
6.070805692e+01,5.973733174e+01,8.649958819e+01,2.777102432e+01,5.089679655e+01,9.670857982e+01,1.213796886e+01,3.799641976e+01,2.001024877e+01,1.547713660e+01,7.901324453e+01,8.508149216e+01,4.386794313e+01,9.202519082e+01,6.687780800e+01,7.174665812e+01,6.125492366e+01,3.255348056e+01,2.633402671e+01,6.447470793e+01,6.598138947e+00,1.383625303e+01,3.280808203e+01,6.622867313e+01,5.714309574e+01,2.753496130e+01,1.309707040e+01,8.625690500e+01,1.416396191e+01,7.783081430e+01,3.800522064e+01,2.878977722e+00,5.087799259e+01,3.318631895e+01,8.387738245e+01,9.988841349e+01,6.823521675e+01,4.015639072e+01,9.433532828e+01,1.360650170e+01,3.089408276e+01,9.700165673e+01,1.653573491e+01,2.456184194e+01,5.462744528e+01,6.637731090e+01,6.136271138e+01,7.405412297e+01,7.516055078e+00,1.075293171e+01,9.361922164e+01,4.554605030e+01,7.326600335e+01,9.224244089e+01
8.355058377e+01,8.286186036e+00,4.246007994e+01,6.450931522e+01,7.200585058e+01,7.103394248e+01,4.380903652e+01,6.111334151e+01,5.648349939e+01,4.623189218e+01,5.046915471e+01,2.396845317e+01,6.013022027e+01,4.351356691e+01,7.757882783e+01,3.030472535e+01,1.913327242e+01,4.574116692e+01,8.782809831e+01,3.070865693e+01,2.210847515e+01,9.085437098e+01,5.523252484e+01,5.344889408e+01,6.158234980e+01,7.880815271e+01,3.251603996e+01,2.504332827e+01,5.269375907e+01,6.349592055e+01,6.254886637e+01,6.228716201e+00,2.580892226e+01,2.456473590e+01,9.576979160e+01,3.802314062e+00,4.752519373e+01,6.303149277e+01,8.324504050e+01,8.568810072e+01,2.075616771e+01,7.362705326e+01,4.690364585e+01,3.368234266e+01,6.107354664e+01,5.808981270e+01,8.376381813e+01,7.789910007e+01,5.398411245e+01,8.303974289e+01,7.626092896e+01,4.874778709e+01,9.038355659e+01,5.112721443e+01
1.507537214e+01,7.228886887e+01,2.596144174e+01,7.388842713e+01,4.156013816e+01,7.214681020e+01,4.604934666e+01,3.669393057e+00,2.824033164e+01,4.510471665e+01,5.547602681e+01,5.782732346e+01,4.915152374e+00,3.878013207e+01,4.990161871e+01,4.334756295e+01,4.307691494e+01,7.979359671e+00,2.487229755e+01,4.412815734e+01,4.506513578e+00,8.940152463e+01,8.201366436e+01,6.584420563e+00,1.702630217e+01,9.822637911e+01,1.932757555e+01,7.035267300e+01,8.899865616e+01,8.145162692e+01,6.880011118e+01,1.081432803e+01,1.888746483e+00,2.650786439e+01,7.782922810e+01,9.433529265e+01,3.841075573e+01,5.689789966e+01,7.277660952e+01,3.648414889e+01,7.591744194e+00,3.331718497e+01,6.705082337e+01,5.766222640e+01,9.115915449e+01,3.115885644e+01,1.387089147e+01,2.853391055e+01,2.521222186e+01,9.375897058e+01,1.208944362e+01,6.853546852e+01,7.660854055e+01,5.683897074e+01
9.269572389e+01,4.446573390e+01,6.777245157e+01,5.850338498e+00,7.197382598e+00,7.582244757e+01,7.996349312e+01,6.104644897e+00,6.825629508e+01,7.456030840e+01,7.728902900e+01,9.619914137e+01,6.813119948e+01,9.609841485e+01,1.773316949e+01,8.274585905e+01,9.560877017e+01,6.758878908e+01,6.578070940e+01,6.683228317e+01,3.327427405e+01,4.434669396e+01,8.117505166e+01,3.243538428e+01,1.628950207e+01,8.097125359e+01,2.182623193e+01,2.360901605e+01,5.688840932e+01,5.125468902e+01,5.751403512e+01,1.494924136e+01,8.817272647e+01,3.943180734e+01,7.513769153e+01,6.476610036e+01,4.569902731e+01,3.474053533e+01,9.268799506e+01,3.578383350e+01,4.781973060e+01,3.267247312e+00,1.880890848e+01,4.400872297e+01,5.134400865e+01,4.525629695e+01,6.562372151e+01,6.371812286e+01,7.908897227e+01,7.218930397e+00,1.397851657e+01,9.608436343e+01,2.457351657e+01,8.894704542e+01
7.908775614e+01,5.297626020e+01,1.121752945e+01,9.509019857e+01,7.027939877e+01,7.570641124e+01,7.788296061e+01,2.296528197e+00,3.056814638e+00,1.464175336e+01,9.949277585e+01,6.917793920e+01,4.473372678e+01,2.255411296e+01,9.773009368e+01,9.199086132e+01,7.244347345e+01,3.061915662e+01,5.404592502e+01,9.853077538e+01,5.549856523e+01,1.542672234e+01,9.900078444e+01,4.383758649e+01,3.851340840e+01,8.650539197e+01,2.428356395e+01,1.364775710e+01,5.020409823e+01,1.020134954e+01,6.673322174e+01,7.976329842e+01,3.245201110e+00,7.133850375e+01,4.335157260e+01,2.730815487e+01,8.291202281e+01,1.568350089e+01,1.077484915e+01,3.972172387e+01,8.054643025e+01,2.746001418e+01,4.120071352e+01,7.306273367e+00,4.661599455e+01,6.306113566e+00,6.231865943e+01,2.428256717e+01,6.904166138e+00,1.660745650e+01,2.587744976e+01,5.547387998e+01,6.653710802e+01,8.583524683e+00
7.572856780e+01,1.422194460e+01,3.081689906e+01,9.447872423e+01,2.079557437e+01,5.253087552e+01,3.523388719e+01,1.390110565e+01,9.015920139e+01,7.290816648e+01,9.407933054e+01,3.445003213e+01,3.568005964e+01,8.508778368e+01,5.809088988e+01,6.077554904e+01,3.288280632e+01,6.719363206e+01,1.271238540e+01,2.070063610e+01,1.977084236e+01,5.779575291e+01,7.653386390e-01,1.719861012e+01,4.984936195e+01,6.372699333e+01,8.403196521e+00,4.926565408e+01,5.316034789e+01,9.124631074e+01,4.291169656e+01,7.078326145e-01,9.525347973e+01,9.813616531e+01,2.536616990e+01,9.685096398e+01,5.840262792e+01,8.659343638e+01,5.574489542e+01,9.571967800e+01,1.178157422e+00,1.152968179e+01,4.939890233e+01,4.848859694e+01,6.590180071e+01,5.589876989e+01,9.188126426e+01,3.815662747e+01,1.543235265e+01,7.979966516e+01,3.253464751e+01,4.963290441e+01,1.870447729e+01,9.601519830e+01
5.365237955e+01,9.410298998e+01,9.797078308e+00,4.397628480e+01,4.004033037e+01,3.655523810e+01,3.603428222e+01,9.145645606e+01,1.965495967e+01,8.206828327e+01,5.319704084e+01,2.041090611e+01,8.949512058e+01,1.793219061e+01,3.531911078e+01,9.087583498e+01,6.297515498e+01,1.173132079e+01,8.790577131e+01,2.257775891e+01,2.545588535e+01,8.228135041e+01,8.289637560e+01,8.651585237e+01,4.544568272e+01,6.447681181e+01,4.401959519e+00,2.427777098e+01,2.690221312e+01,8.696256697e+01,3.371650392e+00,8.033304803e+01,9.465435170e+01,4.866267219e+01,1.923150317e+01,5.436832934e+01,5.837626827e+01,9.579964583e+01,4.731632350e+01,2.375870704e+01,5.188282742e+01,7.014914960e+01,8.454962307e+01,8.829333821e+01,4.521777646e+01,3.230621066e+01,9.624462208e+01,4.262508753e+01,4.750273050e+00,9.552829150e+01,4.026666539e+01,1.899460360e+01,3.934186935e+01,3.366357390e+01
6.554210484e+01,5.903955518e+01,3.791957176e+01,6.374716340e+01,3.600274334e+01,3.127636356e+01,3.210304587e+01,8.723420460e+01,8.190974424e+01,7.131638960e+01,8.436494037e+01,3.910886213e+01,4.112619660e+01,7.228035735e+00,7.914811890e+01,8.722699611e+01,3.359419727e+01,5.121574863e+01,8.682023256e+01,9.536894389e+01,7.192278046e+01,1.330684653e+00,7.728738608e+01,1.360499354e+01,9.420461997e+01,1.705357205e+01,7.000584456e+01,6.686577700e+01,5.929035818e+01,4.009102694e+01,4.683496450e+00,3.452947484e+01,7.530759911e+01,5.169545771e+01,9.968614797e+01,7.155912844e+01,7.434930397e+01,1.274641545e+01,9.889824841e+01,1.779629798e+01,4.770691467e+01,6.031230052e+01,3.360502888e+01,5.273965654e+01,2.922901516e+01,8.773811450e+01,4.799971223e+01,7.586854629e+01,4.328721965e+01,4.039040723e+01,8.105775283e+01,4.243039735e+01,2.109801088e+00,3.939728210e+01
5.417622462e+01,2.325809882e+01,5.542389032e+01,5.277472103e+01,3.281405271e+00,2.074590985e+01,1.000957809e+01,1.228662096e+01,8.331980138e+01,6.710323626e+00,5.523634873e+01,5.701266109e+01,1.719521823e+01,8.153042033e+01,3.951755946e+01,8.542949596e+01,1.257502431e+01,5.553787235e+01,8.742256144e+01,8.671563584e+01,4.691351594e+01,1.599745646e+01,6.325742499e+01,5.432399324e+01,5.282676190e+00,2.414572524e+01,2.760751212e+01,7.325846570e+01,6.010747853e+01,1.602902438e+01,8.859054322e+01,8.605640412e+01,4.589223488e+01,7.090064240e+01,2.453580956e+01,2.601844223e+01,5.968005690e+01,5.814195915e+00,6.706882873e+00,2.824331603e+01,5.691538777e+01,6.041102072e+01,4.493883037e+01,1.609787900e+01,9.627785406e+01,7.694844490e+01,6.696430464e+00,7.428737605e+01,8.479389437e+01,9.230230058e+01,1.482657516e+01,8.217680876e+00,6.167784507e+01,7.521638113e+01
1.511421811e+01,9.682303669e+01,1.731987852e+01,8.947345552e+01,4.075172032e+01,3.054051672e+01,8.276845017e+01,6.268123527e+01,1.517679378e+01,1.669089874e+01,7.419536840e+01,7.672484999e+01,7.909421452e+01,9.079410482e+01,9.116468206e+01,1.329080872e+01,4.829714336e+00,5.715365444e+01,4.374876048e+01,2.572297862e+01,6.884621894e+01,1.686907348e+01,1.513945575e+01,7.303829395e+01,4.860637986e+01,9.113244787e+00,8.383845739e+01,5.799312746e+01,7.602573269e+01,4.686224518e+01,6.559239347e+01,5.434398476e+01,9.209308147e+01,7.959495111e+01,5.997940560e+01,5.057511712e+01,8.640193764e+01,8.754997956e+01,7.269279276e+01,2.407728914e+01,6.639127065e+01,2.515295950e+01,5.775606859e+01,9.720636868e+01,5.546247010e+01,4.791426264e+01,6.483289757e+01,5.540764369e+01,4.027752145e+01,7.681074121e+01,7.493646711e+01,2.565754654e+01,8.613286372e+01,9.611333562e+01
8.687509625e+01,2.131359967e+01,2.342371282e+01,1.222210763e+01,3.378173578e+01,3.444835206e+01,8.105689718e+01,2.896855884e+01,2.859684502e+01,2.666361659e+00,2.952589294e+00,9.929471283e+01,3.131392528e+00,8.983810013e+01,7.565208363e+01,2.930149313e+00,3.510468140e+00,1.186529336e+01,9.834960663e+01,7.475532067e+01,1.381389041e+01,1.627979142e+01,5.265606192e+01,7.114022042e+00,6.637633029e+01,4.481636921e+01,9.206967086e+01,7.725207349e+01,3.165025388e+01,9.038604243e+01,8.114130814e+01,3.133241614e+01,8.435001861e+01,1.640387074e+01,8.044823295e+00,5.332531917e+01,1.082173361e+01,7.769988442e+01,7.691505168e+01,4.228219405e+01,8.025748533e+01,2.419658705e+01,2.735887443e+01,6.931275224e+01,3.314901110e+01,5.055079850e+01,1.113915230e+01,6.740776359e+01,2.411082468e+01,8.740531603e+01,8.524280227e+01,7.188320294e+00,1.182930795e+00,6.250367764e+01
7.250961362e+00,7.118187791e+01,7.604958042e+01,8.038691147e+01,7.525307079e+01,8.780463459e+01,5.381853193e+01,6.959843306e+01,4.418428216e+01,7.487640795e+01,8.964635314e+01,1.663726284e+01,7.649095499e+01,4.215937835e+01,5.188126546e+00,7.934256323e+01,8.385414362e+01,2.813770326e+01,7.260622377e+01,2.903319074e+01,6.720008323e+01,7.228314642e+01,1.588149339e+01,5.301687208e+00,4.113798336e+01,9.777924212e+01,8.056081967e+01,9.732767132e+01,5.653425013e+01,5.404109751e+01,9.080632604e+01,6.130915730e+01,5.601212179e+01,5.676884655e+00,1.939102906e+01,9.395504674e+01,2.916073294e+01,9.029074560e+00,6.936994452e+01,7.685667055e+01,6.850526865e+01,7.086148910e+01,2.864226995e+01,3.590479967e+01,8.132251247e+01,6.847629662e+01,4.826524191e+01,9.939023422e+01,5.953005684e+01,5.472444067e+00,9.497704757e+01,6.806557637e+01,7.982407502e+01,5.663839904e+01
3.285627260e-01,4.268888822e+01,2.227813481e+01,2.585803926e+01,6.875389840e+01,5.065785506e+01,1.059620868e+01,1.897075119e+01,9.224745904e+00,1.756300780e+01,6.437879467e+01,1.793488135e+01,4.627153739e+01,4.196387728e+01,6.890074188e+01,3.383928865e+01,2.057830417e+01,6.083247286e+01,5.624046971e+01,2.746410879e+00,7.305906852e+01,5.389465330e+01,7.055592867e+00,8.792715443e+01,5.305856573e+01,2.894740087e+01,9.083326457e+01,5.102755294e+01,5.102728487e+01,8.039200770e+01,2.377171358e+01,6.686429962e+01,4.308534233e+01,7.158494401e+01,1.091526754e+01,1.632206795e-01,1.654540398e+01,3.202298900e+01,9.298017953e+01,9.673390454e+01,3.281859927e+01,9.182611838e+00,7.558489012e+01,5.701147186e+01,4.419189775e+01,2.913988993e+01,4.157794892e+01,7.179615111e+01,1.861053423e+01,7.043199185e+01,4.160152264e+01,2.796640366e+01,9.549902373e+00,8.269033042e+01
1.900647407e+01,6.578672803e+01,9.307158116e+01,6.466458854e+01,4.897707502e+01,4.209775550e+01,7.951856007e+01,6.948780018e+01,4.216470021e+01,5.377457392e+01,5.820337491e+01,3.049619663e+01,9.824588945e+01,1.758356286e+01,6.023094672e+01,1.459417488e+01,6.157270448e+01,3.689854340e+01,9.175891285e+01,4.402108870e+01,6.207614970e+01,7.909811459e+01,3.846644846e+01,1.495536396e+01,5.745888714e+01,4.841496364e+01,9.176918432e+00,6.761391356e+01,8.674168442e+01,3.531168271e+01,4.257409314e+01,9.602732155e+00,9.238585934e+01,2.878569111e+01,3.273019787e+00,4.939711811e+01,1.807327861e+01,7.874536526e+01,2.534602138e+01,9.722624677e+01,2.021580605e+01,4.999155255e+01,8.227194615e+01,1.437878971e+01,7.393448777e+01,1.527134370e+01,5.006467949e+01,2.096201744e+01,9.488046036e+01,2.676281834e+01,2.750431518e+01,8.334863608e+01,5.138120467e+01,4.259617600e+01
7.180625252e+01,8.936242373e+01,2.390588799e+01,1.551066828e+01,5.667854015e+01,7.473301969e+01,6.920010485e+01,1.590817271e+01,7.168765789e+01,4.579225534e+01,1.179109787e+01,1.126303851e+01,6.763409748e+01,2.419286092e+01,5.677016609e+01,7.392506088e+01,4.181158404e+01,4.992220672e+01,2.286800837e+00,3.421188506e+01,1.603896591e+01,9.438302641e+01,1.225332011e+01,2.914059669e+01,1.763138585e+01,3.925829038e+01,9.107568236e+01,1.999877534e+01,8.163732111e+01,7.968175106e-01,1.161411573e+01,5.799515701e+01,9.112249480e+01,4.949570530e+01,7.319387572e+01,5.185539130e+01,5.635632178e+01,2.210272482e+01,2.619215633e+01,9.198073819e+01,1.593515358e+01,8.292212454e+01,7.922972643e+00,7.897358320e+01,2.594013929e+01,9.658791434e+01,3.679475856e+01,2.791456919e+01,5.154170089e+01,7.782729748e+01,7.218201931e+01,9.164526211e+01,7.400204454e+01,8.202085795e+01
8.230438322e+01,5.753902731e+01,7.446610777e+01,7.741908582e+01,4.802173279e+01,9.180685623e+01,8.607291229e+01,3.494083427e+01,5.972994028e+01,3.764387023e+01,7.657003071e+01,2.870682356e+01,1.979099960e+01,9.118353985e+00,4.783379998e+01,6.946271965e+01,9.143480294e+01,7.638067178e+01,8.584643904e+01,8.192513363e+01,2.359353399e+01,3.854563372e+01,2.322864241e+01,4.717666405e+00,3.485405206e+01,4.804904934e+01,8.792970807e+01,8.808033439e+01,6.750877568e+00,3.809184056e+00,2.992469221e+01,5.209327240e+01,6.553870202e+01,5.513019405e+01,9.420987881e+00,3.842641178e+01,1.810442474e+01,2.031635976e+01,6.788067091e+01,4.306250003e+01,2.682805151e+01,1.938778196e+01,4.029701198e+01,1.668028854e+01,4.191931238e+01,2.671015965e+01,5.905192724e+01,1.481251999e+01,3.217734622e+01,2.158440462e+01,6.579145787e+01,8.369578015e+01,9.987970774e+01,7.121146436e+01
8.392013141e+01,5.145868218e+01,5.639097391e+01,7.797800095e+01,4.632724675e+01,8.138214146e+01,7.532662932e+01,4.795684154e+01,8.814855140e+01,4.810608535e+01,6.282858940e+01,9.809194481e+01,1.525803447e+00,7.666828783e+01,8.560107870e+01,3.729014783e+01,6.656662953e+01,6.485900964e+01,8.477396336e+01,7.580923175e+01,8.418340124e+01,1.273567265e+01,8.659867575e+01,4.247654944e+01,7.706290173e+01,3.453944712e+01,7.384731175e+01,7.660427484e+01,5.633552158e+01,5.191248421e+01,8.953016866e+01,2.346573131e+01,7.847844715e+01,6.851935777e+01,1.176434210e+01,7.829524679e-01,6.121668011e+01,5.338178248e+01,2.793882139e+01,2.164245191e+01,1.600253785e+01,4.470540862e+01,1.776832564e+01,3.417494415e+01,1.534866944e+01,2.202224135e+01,5.596497671e+01,5.412261346e+01,7.816824998e+01,2.849906831e+01,8.814233865e+01,1.475623576e+00,7.964251561e+01,4.017672428e+01
8.215760713e+01,4.027060815e+01,2.607105446e+01,6.127495175e+01,3.298748345e+01,3.718600464e+01,6.172148748e+00,1.726132931e+01,5.259435341e+01,2.415945108e+01,1.949517370e+01,9.299677053e+01,9.566687259e+01,4.867927187e+01,6.479639759e+01,3.934956470e+01,7.554116451e+01,7.096621931e+01,9.427103167e+01,8.115258534e+01,7.852264614e+01,7.283199772e+01,6.536806992e+01,1.166030757e+01,3.408870854e+01,5.678088927e+01,1.604029729e+01,9.262322274e+01,3.433466376e+01,7.404499047e+01,6.607827688e+01,4.301239188e+01,5.503848629e+01,8.572296913e+01,4.998491689e+01,6.540707567e+01,5.243398546e+01,8.922963777e+00,7.667470841e+01,3.656145338e+01,4.037325385e+01,1.248915116e+01,7.412568843e+01,4.854088004e+01,2.259167485e+01,1.575562846e+01,1.611269389e+01,3.516161252e+01,1.472232978e+01,5.915091671e+01,6.114801919e+01,9.277963415e+01,4.975260465e+01,9.797345914e+01
4.260094578e+01,2.149253664e+01,7.387592688e+01,3.834809578e+01,2.049230505e+01,6.426853172e+00,9.937876495e+01,5.633029432e+00,6.569081299e+01,2.422487680e+01,7.807435882e+01,2.232761607e+01,1.812500858e+01,9.677076689e+01,6.272606088e+01,7.438918741e+01,8.804165495e+01,8.946517045e+01,3.248980645e+01,8.494475013e+01,3.737345808e+00,1.241067904e+01,5.566913837e+00,7.155800887e+01,7.185435979e+01,8.245039173e+01,1.022673254e+01,1.212616010e+01,3.716888413e+01,3.488122101e+01,5.870404081e+01,8.990609861e+01,5.038226653e+01,3.907407524e+01,8.532606783e+01,2.664962199e+01,9.332908241e+01,8.472704180e+01,6.103668245e+01,2.260228009e+01,1.544365314e+01,7.077169052e+00,8.864251796e+01,5.379368829e+01,1.256827624e+01,8.921627897e-01,2.411922248e+01,7.257425754e+01,8.673408634e+01,7.034573515e+01,7.618419690e+01,8.399398712e+01,7.331323645e+01,3.173912953e+01
8.903681510e+01,7.102666225e+01,6.581719765e+01,8.085079912e+01,1.861307966e+01,9.287355387e+01,2.670858863e+01,3.508028609e+01,3.420068570e+01,8.354321075e+01,6.186677344e+01,4.166505044e+00,9.820029339e+00,7.882083083e+01,3.164174321e+01,1.111601091e+01,4.840858302e+01,5.507422259e+01,9.575691762e+01,9.511800367e+01,2.676904838e+01,1.281051935e-01,6.930774013e+01,9.411415662e+01,2.177330727e+01,5.010374964e+01,4.082561673e+01,2.684800539e+01,4.606530091e+01,9.934708337e+01,4.157576122e+01,3.046179798e+01,8.540316872e+01,9.205822821e+01,2.945896489e+01,8.335946301e+01,6.289246741e-01,9.946337121e+01,1.919007628e+01,9.214401434e+01,7.426416108e+01,9.307565080e+01,6.757770590e+00,2.895153943e+01,9.132611024e+01,7.184868215e+01,7.130779047e+01,8.998860235e+01,7.572643261e+01,8.292734896e+01,1.027924986e+00,7.184353119e+01,6.298178411e+00,7.574807611e+00
1.464942028e+01,7.949670065e+01,5.933413849e+01,1.813878512e+01,4.512183520e+01,8.832734639e+01,7.329476607e+01,2.385030287e+01,5.340236012e+01,1.431103982e+01,6.454756369e+01,7.273844460e-01,1.696115369e+00,7.545614146e+00,6.622435551e+01,5.089172286e+01,3.457235571e+01,3.407167175e+01,3.513471484e+00,5.772672066e+01,2.790276576e+01,6.302593203e+01,9.978834830e+01,7.026921882e+00,5.020674850e+01,7.793176855e+01,3.147335788e+01,9.380148201e+01,7.292700841e+01,7.621096802e+01,3.603795470e+01,9.481161664e+00,5.714239811e+01,8.435623418e+00,6.356417916e+01,1.755515111e+01,7.402433566e+01,4.398489843e+01,5.958421593e+01,7.316206555e+01,3.573635604e+01,2.117995347e+01,2.574046191e+01,4.437037415e+01,8.388597465e+01,7.332207896e+01,9.788581235e+01,5.717010552e+01,1.139437069e+01,7.200951423e+01,7.797046271e+01,3.170878216e+01,7.916688170e+01,4.691570927e+01
6.114132453e+01,4.094969147e+01,5.458407576e+01,2.985871371e+01,7.249791156e+01,9.564339074e+01,6.613008993e+01,7.734427682e+00,9.387206813e+01,6.104876478e+01,3.265897963e+01,8.656920482e+01,6.558178707e+01,2.106930614e+01,6.571739530e+01,8.497629266e+01,4.228545185e+00,8.730528724e+01,5.902032585e+01,7.763209132e+00,7.124164082e+01,7.911129487e+01,3.210003915e+01,4.134695676e+00,8.738559236e+00,7.318930168e+01,5.432964486e+00,8.667389022e+01,6.930731925e+01,8.663016245e-01,1.874390250e+01,4.501741345e+01,6.988037772e+01,4.856706891e+01,6.757851783e+01,8.302863481e+01,2.490975912e+01,7.106374292e+01,1.196906336e+00,7.372086845e+01,9.138136936e+01,3.895583218e+01,1.902093394e+01,5.717238215e+01,2.286465763e+01,4.835621264e+01,8.624577720e+01,8.053043114e+01,2.108798753e+01,7.485614526e+01,5.003714269e+01,5.336015614e+00,1.409941014e+01,1.158944424e+01
6.193092004e+01,2.191413057e+01,2.914070142e+01,4.804589896e+01,7.379310190e+01,5.122305087e+01,8.833215894e+01,7.108274761e+01,9.730247541e+00,3.094847250e+01,9.773515041e+01,5.052932010e+01,2.004065252e+01,5.770812715e+01,9.764291004e+01,3.837045561e+01,2.545210042e+01,4.213968810e+00,8.659618401e+01,5.487444209e+01,8.150765377e+01,3.023427901e+01,1.063313923e+01,6.992115248e+01,7.167368244e+01,2.970270019e+01,7.209363204e+01,8.766342078e+01,8.974719529e+01,9.688843383e+01,6.087666069e+01,3.633978751e+01,1.245678244e+01,1.209078217e+01,3.758418574e-01,1.350611921e+01,3.739433453e+01,7.123991263e+01,8.218041883e+01,4.589761643e+01,4.463528303e+01,1.453534569e+01,1.511648280e+01,2.714571266e+01,5.379316042e+01,4.376612722e+01,3.539133946e+01,1.125809412e+01,1.695305773e+01,9.935107398e+01,2.042504761e+01,2.338618647e+01,2.356853465e+01,5.192069110e+01
6.711869552e+01,7.462225912e+01,1.711317179e+01,1.039771171e+01,4.620077428e+01,6.800466809e+01,6.151380473e+01,4.400443249e+01,9.204891065e+01,3.292510618e+01,7.858750433e+01,7.590698865e+01,3.812812389e+01,9.336167626e+01,2.483897683e+01,5.551784768e+01,4.426511126e+01,5.045346815e+00,7.620496647e+01,5.800024215e+01,4.989550594e+01,9.045367051e+01,7.836453724e+01,9.621966284e+01,2.188788217e+01,6.422169782e+01,9.690790252e+01,5.844439162e+01,2.729261768e+01,8.606869663e+01,4.801200148e+01,1.127684644e+01,6.086259520e+01,9.706859103e+01,3.270666800e+01,7.300951653e+01,9.237149431e+01,1.929629475e+01,2.235602441e+01,4.628961038e+01,1.130040776e+01,1.397284557e+01,3.462093391e+01,3.848159493e+01,4.709612616e+01,8.867351322e+00,3.701377631e+01,8.162507396e+01,8.485821797e+01,1.920696295e+01,3.269389425e+01,1.808166599e+01,3.199618118e+01,8.281989853e+01
