v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74
3.560868167e+01,7.348800647e+01,6.569896142e+01,6.219886534e+01,1.774063351e+01,3.869648549e+01,5.963241617e+01,2.208254734e+01,8.420747182e+01,4.778025382e-01,9.908387634e+01,1.750296588e+00,5.265578339e+00,4.737521331e+01,4.900401661e+01,6.477949756e+01,1.879558367e+01,6.939428408e+01,2.453447690e+01,8.428100560e+01,9.815848077e+01,3.732620310e+01,9.782150074e+01,8.577216599e+01,3.382904591e+01,2.145651308e-01,4.223848490e+01,8.267358676e+01,7.441500121e+01,1.903875570e+01,9.694780461e+01,5.821892819e+01,9.824437855e+01,9.781619450e+01,8.601053518e+01,1.296947705e+01,5.975942017e+01,3.442259134e-01,5.338395713e+01,2.244783979e+01,8.741106902e+01,7.016215609e+01,3.689051597e+01,6.538808796e+01,5.766171351e+01,2.134498232e+01,9.990401345e+01,8.530386244e+01,4.093292745e+01,8.355311558e+01,2.586407399e+01,5.115222696e+01,6.850702044e+01,5.701683509e+01,3.517430361e+01,3.846210833e+01,8.773097287e+01,3.578852589e+01,1.143886133e+01,2.537660424e+01,9.370651591e+01,6.784249277e+01,9.585488512e+01,2.263679234e+01,9.244996526e+01,7.972906561e+01,5.122698189e+01,1.724911521e+01,8.989429727e+01,6.606884305e+01,2.181223592e+01,4.156890217e+01,3.208534352e+01,5.104133219e+01
6.154401020e+01,2.369729883e+01,6.262379967e+00,7.178272590e+01,3.721971233e+01,6.212070168e+01,5.674717273e+01,2.302156353e+01,2.397211345e+01,3.215943898e+01,5.379234808e+01,5.360530736e+01,2.694617311e+01,1.998899890e+01,6.302924503e+00,1.364339444e+01,1.746935672e+01,2.278588107e+01,4.624101169e+01,2.097542395e+01,4.958967901e+01,4.781377670e+01,1.784201102e+00,5.424254733e+01,3.461580470e+01,3.186730626e+00,5.551847477e+01,5.895885756e+00,4.633891996e+01,3.193019544e+01,4.160182287e+01,9.208197909e+01,5.672886108e+01,7.819679275e+01,7.101396315e+01,6.676899307e+01,4.022059766e+01,2.708212065e+01,7.286841283e+01,8.223905542e+01,5.028182900e+01,2.492444726e+01,4.612849900e+00,4.477007712e+01,6.127823620e+01,5.567776630e+01,8.126036976e+01,1.912638392e+01,6.256937864e+01,3.042824705e+01,2.208397942e+01,7.152235391e+01,9.106459302e+01,2.824813820e+01,1.920085892e+00,2.020133200e+01,4.146693573e+01,9.794870608e+01,5.997384693e+01,8.039794651e+01,3.269185658e+00,2.562378783e+01,9.735493084e+01,3.803341355e+01,9.708593746e+01,5.587734590e+01,7.022067954e+01,5.726387925e+01,7.639045008e+01,3.846108367e+01,9.179638764e+01,6.353870240e+01,7.241758674e+01,6.916587687e+01
7.768281615e+00,5.158886887e+00,8.131194144e+01,8.117407758e+01,6.907429010e+01,9.642514395e+01,8.680993442e+01,9.060032877e+01,9.662604428e+01,3.386922128e+01,7.457804794e+01,5.067111646e-01,4.301858999e+01,2.999608655e+01,4.497811214e+01,9.486355376e+01,2.153102958e+01,1.581397750e+01,7.883884330e+01,8.237509694e+01,4.077381694e+01,2.607259452e+01,7.638152171e+00,5.998304492e+01,2.891786638e+01,7.251135008e+01,4.882278438e+01,3.811987754e+01,6.457707066e+01,7.219424037e+01,7.471952411e+00,5.206130942e+01,5.967911412e+01,1.384110668e+01,1.319083563e+01,2.446405546e+01,5.149862542e+01,9.221513748e+01,2.125420678e+01,8.262347975e+01,4.746961233e+01,7.770932705e+00,6.504850286e+01,9.241519653e+01,2.577220423e+01,6.949718889e+01,5.646632907e+01,3.529609796e+01,6.693311612e+00,2.518314927e+01,8.862385242e+00,4.281881949e+01,2.634867532e+01,7.043328873e+01,2.857516510e+01,4.389283437e+01,2.062968989e+01,9.011926651e+01,7.072280512e+01,2.505807854e+01,1.743770470e+01,2.168133724e+01,4.328486767e+01,6.802255517e+01,5.623883019e+01,5.696232429e+01,1.716759618e+01,9.884218991e+01,5.995999872e+01,5.735407533e+01,7.478039472e+01,3.683118577e+01,3.369062445e+01,6.629383199e+01
7.494397749e+01,8.979782848e+01,5.971038667e+01,2.219232098e+01,9.611571095e+01,2.952138604e+01,5.680819192e+00,8.430969963e+01,3.506044929e+01,1.239214304e+01,8.675774816e+01,8.092682444e+01,2.567603499e+01,6.706752151e+01,1.474428944e+01,9.163851336e+00,6.938519445e+01,5.769743369e+01,5.609231633e+01,2.525014952e+01,9.579043149e+01,6.420447697e+00,6.365907583e+01,1.312263217e+00,2.520660883e+01,4.691164214e+01,3.252266795e+00,5.731688182e+01,3.306822487e+01,5.784389369e+01,5.789999353e+01,8.584503348e+01,5.790280034e+01,6.215693955e+01,3.279761359e+00,3.012931526e+01,5.131379128e+01,8.979082839e+01,1.282986246e+01,8.730225379e+01,8.978905131e+01,1.419277020e+01,3.952098295e+01,3.448348020e+01,9.539044932e+01,1.792073299e+01,5.865935339e+01,4.075694937e+01,1.246263339e+00,6.977220896e+01,7.676410706e+01,8.037195256e-01,4.940882572e+01,7.533196479e+01,1.128075693e+01,6.130499520e+00,6.498286228e+01,7.721458475e+01,5.243954123e+01,5.701250011e+01,6.100256131e+01,8.662209782e+01,5.794774684e+01,2.641958437e+01,7.410713669e+01,6.145150993e+01,8.478154516e+01,6.948957665e+01,2.442451939e+01,5.546431924e+01,9.402456741e+01,9.274284779e-02,3.054034810e+01,5.378394464e+01
7.029887857e+01,5.122367290e+01,8.173343906e+01,5.029316447e+00,1.831689840e+01,7.370787793e+00,6.959966140e+01,7.420258495e+01,4.432532300e+01,2.286602515e+01,9.609483120e+01,5.418216057e+01,5.171185653e+01,7.809469486e+01,5.046242063e+01,9.870248994e+01,8.309964736e+01,1.324968316e+01,8.984093614e+01,7.519365153e+01,3.190876276e+00,5.747279378e+01,1.357274494e+01,4.721204360e+00,3.438843440e+01,5.089132896e+01,3.078353117e+01,5.910653836e+01,5.638505482e+01,3.057358028e+01,3.561055652e+01,8.255352847e+01,9.423040644e+01,2.919535723e+01,9.738914803e+01,9.778576088e+01,7.971552404e+01,5.245421339e+01,9.558292896e+01,6.221525712e+01,9.052132257e+01,3.119244756e+01,5.781166789e+01,5.006255787e+01,7.036386573e+01,4.240269539e+01,3.576947561e+01,9.610465431e+00,8.437418123e+01,8.677856168e+01,5.990344083e+01,7.566232837e+01,9.884085795e+01,2.126319546e+01,7.887877306e+01,9.058418357e+01,4.495035048e+01,6.220626495e+00,8.760346024e+01,8.095769430e+01,6.861540876e+01,9.882656459e+01,2.484741862e+00,2.231792453e+01,1.988602248e+01,5.418804148e+01,1.197838253e+01,1.989616234e+01,1.498764231e+01,6.674671155e+00,7.141820400e+01,6.830436971e+01,7.561952204e+01,4.410276054e+01
9.069312627e+01,5.111354469e+01,2.852331263e+01,8.185950895e+01,6.451084404e+01,5.814765186e+01,6.779876557e+01,3.393529465e+01,1.781184371e-01,2.872752487e+01,2.125959881e+01,9.727465094e+01,1.637676240e+01,6.565260455e+01,7.569942423e+01,3.353870859e+01,1.841661727e+01,2.986890536e+01,9.002301218e+01,1.914691484e+01,3.865377896e+01,5.181952328e+01,7.196430883e+01,9.346841761e+01,1.231071847e+01,9.644465810e+01,4.388991828e+01,5.896415035e+01,3.745666118e+01,4.990091874e+01,5.590024532e+01,5.546316171e+01,4.562497926e+01,6.110702798e+01,4.398127737e+01,8.755037727e+01,1.964917074e+01,2.680797273e+00,9.071116568e+01,1.602901909e+01,4.738711953e+01,1.872622711e+01,8.966284619e+01,8.240696424e+01,2.889527864e+01,3.771882450e+01,9.802789737e+01,8.309644038e+01,9.511218120e+01,9.703760041e+00,3.159482031e+01,7.057050118e+01,1.902995642e+01,2.816286843e+01,2.075085779e+01,4.367745868e+01,4.661123118e+01,7.217563023e+01,2.541028406e+01,5.425712026e+00,4.083565745e+01,8.541354961e+01,6.045348456e+01,8.536969915e+01,4.895847116e+01,2.514783259e+00,3.492374417e+01,7.558067483e+01,9.352420258e+01,1.682066222e+01,4.361518231e+01,5.077564267e+01,1.886852882e+01,3.950417488e+01
8.118871359e+01,7.938097867e+01,7.454382357e+01,1.378499796e-01,1.106470635e+01,9.377857363e+01,4.478387951e+01,9.707686144e+01,3.661039040e+01,8.149505208e+01,9.636992351e+01,6.661550849e+01,5.595021820e+01,4.545996920e+01,3.990000686e+00,4.096880229e+01,6.297145702e+01,6.547873770e+01,6.867413327e+01,5.894036859e+01,4.607203279e+01,6.857198014e+01,8.514002408e+01,3.335231505e+01,8.750434558e+01,8.908006266e+01,7.306538214e+01,5.660075309e+01,9.912080623e+01,2.604991896e+01,4.368154999e+01,2.089125010e+01,5.628711740e+01,3.367017741e+01,7.431980372e+00,8.245537720e+01,4.566734041e+01,9.743927245e+01,7.141455086e+01,5.420359654e+01,1.003156316e+01,5.149434774e+01,6.867423731e+01,4.394578277e+01,1.651860808e+01,7.906737659e+01,4.059384766e+01,3.251421250e+01,4.520200783e+01,9.733602432e+01,6.628427669e+01,8.838397777e+01,3.786564183e+00,8.450411197e+01,4.381188824e+01,7.381026299e+01,7.044808222e+01,2.073847500e+01,5.919841226e+01,2.322840537e+01,6.244980204e+01,2.917303689e+01,7.662415616e+01,6.836225275e+01,1.846449466e+00,9.383894106e+01,8.679848514e-01,4.946980395e+01,5.952104334e+01,4.154345781e+01,1.522677716e+01,4.337724506e+01,7.208821701e+01,3.403329160e+01
7.619073168e+01,3.908550781e+01,7.559326705e+01,7.395894529e+01,4.183892263e+01,2.409629895e+01,2.774030055e+01,2.245132337e+01,9.166015462e+01,3.000047749e+01,3.516387786e+01,2.747506134e+01,6.695290346e+01,3.510885956e+01,4.425781435e+00,5.074175355e+01,8.023453289e+01,4.877639660e+01,6.503728741e+01,3.900460131e+01,5.438526651e+01,4.799895287e+01,9.756369183e+01,7.169490564e+00,9.669448607e+01,5.166578364e+01,4.302300117e+01,4.750545130e+01,7.960766948e+01,6.650483176e+00,2.685310198e+01,6.513166916e+01,7.221656319e+01,4.032678513e+00,9.257537806e+01,4.467230843e+01,8.742240973e+00,6.119397445e+01,3.625182005e+01,6.203759600e+01,4.335209066e+01,4.629478079e+01,6.305753972e+01,4.150009964e+01,6.964700973e+01,4.467246801e+01,3.076119899e+01,6.016465731e+01,6.240305065e+01,3.482190884e+01,6.493186811e+01,2.227270652e+01,4.123207510e+01,2.304794641e+01,4.003838612e+01,3.509085157e+01,4.917492630e-01,9.076680273e+01,9.857183713e+01,2.189304380e+01,2.048763937e+01,4.814223785e+01,7.802762021e+01,3.490431048e+00,7.066688442e+01,2.677730839e+01,2.617648269e+01,2.758691015e+01,3.455363338e+01,7.301865644e+01,5.310445725e+01,7.748270172e+01,3.079358057e+01,9.777505017e+01
8.904656094e+01,6.411451038e+01,5.936944402e+00,3.830041901e+01,2.476396701e+01,3.356001518e+00,3.468359287e+01,7.410992638e+01,5.400837667e+01,8.680343844e+00,3.773285244e+01,6.536228609e+01,3.411006812e+01,9.743183793e+01,8.305037928e+01,3.557041282e+01,1.519598466e+01,6.075286637e+00,8.187554471e+01,5.175071935e+01,8.371979902e+01,4.116394842e+01,6.385709695e+01,8.665330288e+01,6.349133073e+01,9.373743657e+01,9.235828312e+01,4.429900981e+01,4.164369694e+01,3.577370492e+01,9.052591822e+01,7.506088744e+01,9.310548995e+01,1.369230406e+01,4.609290220e+01,9.608205688e+01,9.522366541e+01,2.507142691e+01,8.923924707e+01,6.685004118e+01,2.199869593e+01,8.431464705e+01,2.194425099e+01,8.977487794e+01,4.999818173e+01,2.140315903e+01,8.574831603e+01,4.854392629e+01,1.047867693e+01,5.483143507e+01,2.010770246e+01,5.465357452e-01,9.375765052e+01,7.310992641e+01,5.273564389e+01,6.888712149e+01,5.992866942e+01,8.814534857e+01,1.947906458e+01,8.703517136e+01,2.000076401e+01,9.029574929e+01,8.545537596e+01,5.215365515e+01,5.229670548e+01,8.903054984e+01,9.985630097e+00,3.874367809e+01,2.306335814e+01,9.800649390e+00,7.984702849e+01,4.707511743e+01,3.580498210e+01,7.925854846e+01
3.870094992e+01,5.662014115e+01,8.682370897e+01,5.337166989e+01,1.334735349e+01,9.856814505e+01,6.116545338e+01,5.535231768e+01,7.549844052e+01,5.561018209e+01,3.159510966e+01,8.368104262e+01,4.231269216e+01,4.429000749e+01,1.261943179e+01,7.954735981e+01,4.212808939e+00,6.490487769e+01,1.456821794e+00,1.631717205e+01,5.515577512e+01,4.576828131e+01,1.018005624e+01,8.809111756e+01,6.767727843e+01,5.554559706e+01,9.207529323e+01,6.972690655e+01,2.071505510e+01,3.551311590e+01,5.793989914e+00,5.472730603e+00,7.612529277e+01,4.771336891e+01,9.717405204e+01,9.176454332e+01,8.093585910e+01,5.174027201e+01,6.772483331e+01,4.425571156e+01,6.997296196e+01,9.295913826e+01,9.196658198e+01,8.259660599e+00,3.667880430e+00,8.081289036e+01,2.405473712e+01,7.410103531e+01,6.090179547e+00,2.166504926e+01,8.048464964e+01,2.789513861e+00,4.843589519e+01,3.137784317e+01,5.734498726e+01,8.978228481e+01,6.827966296e+01,9.730240627e+01,1.700590216e+01,6.659847398e+01,4.622969409e+01,1.777369325e+01,4.806435445e+01,4.471995786e+01,2.263080280e+01,3.206364134e+01,8.524034179e+01,1.234888740e+01,6.569985582e+01,2.298408046e+01,2.993151371e+00,1.345396787e+01,5.150349161e+01,2.098078070e+01
4.656373757e+01,2.423578124e+00,2.726331264e+01,9.282469103e+01,3.616064365e+00,8.478887072e+01,3.300669164e+00,5.211462798e+01,9.504169897e+01,4.537975997e+01,4.436505660e+01,6.397688068e+01,4.604617804e+01,5.447076907e+01,5.336303393e+01,1.349920286e+01,7.018894524e+01,5.060014562e+01,2.624670959e+01,6.087854938e+01,5.359957532e+01,2.703849727e+01,3.085092684e+00,2.801639163e+00,4.066403735e+00,2.793668822e+01,7.791005932e+01,7.138550062e+01,8.510055953e+01,5.232154024e+01,4.094741461e+01,8.182313037e+01,2.893485525e+01,9.313426999e+01,4.285189565e+01,9.968446976e+00,3.066623833e+01,2.010814047e+01,6.294456142e+01,3.480072450e+01,4.639573671e+00,1.281190885e+01,9.788620731e+01,8.798603724e+01,9.951269191e+01,9.695351969e+01,2.121593825e+01,3.842163613e+01,9.429017017e+01,2.569849533e-01,8.034675444e+01,9.631861335e+01,1.564898339e+01,6.416199636e+00,4.180221291e+01,4.196137476e+01,5.249239094e+01,5.247997598e+01,4.105971262e+01,7.948420555e+01,6.870392609e+01,7.224618123e+01,4.016223323e+01,7.453616201e+00,3.956996266e+01,5.931227094e+01,5.240557470e+01,9.253095472e+01,3.449338104e+01,6.874290343e+01,4.964623955e+01,2.202186306e+01,2.645958912e+01,2.847916423e+01
2.021000806e+01,4.628843673e+01,2.790052581e+01,1.926718323e+01,1.064246392e+01,6.607082358e+01,3.648338683e+01,3.341881255e+01,3.158245757e+01,5.246705171e+01,5.360307134e+01,8.841918839e+01,4.018628161e+01,7.586440819e+01,6.573431439e+01,4.959506237e+00,5.171138570e+00,5.854973552e+01,2.048445747e+01,2.187554528e-01,1.698258367e+01,4.282508351e+01,5.752566107e+01,9.684562439e+01,3.820885618e+01,2.860157721e+01,5.854443508e+01,5.143113571e+00,4.816506926e+01,9.509734593e+01,1.345952085e+01,6.589986564e+01,7.944841776e-01,9.993561119e+01,6.001422610e+01,3.772804083e+00,7.442002258e+01,2.792035070e+01,8.369562421e+01,3.198200224e+01,7.114478976e+01,3.484106058e+01,2.888694864e+01,8.802305361e+01,6.888120758e+01,2.391559733e+01,6.429840888e+00,3.820368076e+01,1.945149659e+00,5.180572996e+01,8.169891031e+01,8.591483225e+01,3.711979551e+01,2.225964775e+01,5.542437155e+01,1.429011519e+01,7.095205471e+01,9.036774922e+01,9.525528295e+01,7.380095176e+01,9.814136835e+01,6.345174336e+01,5.159188195e+01,1.658446562e+01,9.626453178e+01,3.452622145e+00,7.256386697e+01,5.029197928e+01,9.379883305e+01,6.550012593e+01,8.495122833e+01,6.790816792e+00,6.184734212e+01,8.851333966e+01
3.744498402e+01,3.646215145e+00,1.557891088e+01,1.883139589e+00,5.470812471e+01,2.544454312e+01,2.797839712e+00,9.981524851e+01,5.167403384e+01,6.588122603e+01,5.969803372e+01,1.791547771e+01,6.809035722e+01,2.865273194e+01,4.038538399e+01,3.650248497e+00,2.149701773e+01,4.046482244e+01,4.487125476e+01,3.276091975e+01,2.097821082e+01,9.199108453e+01,7.384994710e+01,9.393671547e+01,4.189608868e+01,7.740300395e+01,2.791978915e+01,4.083150241e+01,6.732569340e+01,1.819518857e+01,3.622252108e+01,1.737524698e+00,9.297398317e+01,2.805737240e+01,6.801576942e+01,6.038967606e+01,8.737922847e+01,6.298093981e+01,9.437293147e+01,2.282423239e+01,6.139165609e+01,1.111257687e+01,5.240480260e+01,5.863575845e+00,2.916871941e+01,7.269874753e+01,6.612502173e+01,4.719272728e+01,4.499493217e+00,3.268398683e+01,3.233283264e+00,4.824011604e+01,3.397002638e+01,7.821544111e+00,7.574115496e+01,3.978458032e+01,9.239751267e+01,3.285733395e+01,8.295524697e+01,2.441774796e+01,6.899435734e+01,2.578407008e+01,5.431237449e+01,8.783437759e+01,2.905364445e+01,1.327315526e+01,2.795000189e+01,7.932603050e+01,1.400597786e+01,9.316853662e+01,6.032721305e+01,2.112655981e+01,5.887521676e+01,7.327330825e+01
2.151285608e+01,9.648244627e+01,4.324814533e+01,4.201496518e-01,6.372343030e+01,1.502325224e+01,9.905767848e+01,3.213922505e+01,6.204503802e+01,9.781491863e+00,7.996750045e+01,5.123717528e+01,1.650029009e+01,7.482352301e+01,5.623060948e+01,7.308448624e-01,4.040600675e+01,2.179479830e+01,3.198683760e+01,4.178283396e+01,8.956870150e+01,8.761149485e+01,3.275559560e+01,4.509167379e+01,5.148367598e+01,4.844834294e+01,9.638678976e+01,6.466120536e+01,4.571954965e+01,6.828488436e+01,6.016834900e+01,3.493482570e+01,4.342323025e+01,8.077419959e+01,9.436314417e+01,8.912030610e+01,8.818227370e+00,4.925202894e+01,6.426140925e+00,5.733096510e+01,9.973120105e+01,4.840152001e+01,1.717906375e+01,8.212047614e+01,5.174307414e+01,3.266513436e+01,9.277679972e+01,2.115928878e+01,2.056873854e+01,9.373240619e+01,2.352225641e+01,8.460039739e+01,3.284583963e+00,7.364635071e+01,5.180409645e+01,8.211916714e+01,3.726943477e+01,5.542179040e+01,2.767681146e+01,2.177522868e-01,9.322621153e+01,5.335285910e+01,6.875275406e+01,9.883294991e+01,9.313465731e+01,8.638968218e+01,4.265112094e+01,7.466521003e+01,4.300043416e+01,8.331508195e+01,1.277213644e+01,5.439565249e-01,1.179486603e+00,3.917640216e+01
8.177865968e+01,9.601694653e+01,8.958317335e+01,9.596553979e+01,6.075003409e+01,7.855157505e+01,5.914693737e+00,1.161944149e+01,4.336200864e+01,3.070854313e+00,7.773912378e+01,4.056684263e+01,6.304837324e+00,3.100045554e+00,1.355746930e+01,5.059588631e+01,8.940657267e+01,5.114403985e+01,6.276308702e+01,3.999348026e+01,3.406263525e+01,3.576792392e+01,1.209332354e+01,5.047183362e+01,3.630673734e+01,6.993177380e+01,7.600945074e+01,6.775043698e+01,6.190139801e+01,5.834135859e+01,8.288443318e+01,9.537117168e+01,8.871612003e+01,1.154927954e+01,5.472393772e+01,5.739179465e+01,6.111297262e+01,9.316800461e+01,6.884154134e-01,6.440698733e+01,3.527297565e+01,5.525195492e+01,5.689548042e+01,9.797495935e+01,2.391476930e+01,7.335669545e+01,3.498384688e+00,3.127545431e-01,3.866203769e+00,5.728957490e+01,6.751153103e+01,1.787531847e+01,5.568277404e+01,6.114706364e+01,2.356060968e+01,1.678332475e+01,9.554434790e+01,8.605876124e+01,3.841511894e+01,2.005431541e+01,9.482415816e+01,3.354790983e+01,1.109185588e+00,3.753553610e+01,2.651314840e+01,3.882333149e+01,5.497333987e+01,5.861502817e+01,2.459157342e+01,6.222699630e+01,3.503172962e+01,3.983441511e+01,9.481786146e+01,2.265422126e+01
5.279606368e+01,6.248537123e+01,7.814212687e+01,9.723313930e+00,7.902743780e+01,5.176032004e+01,3.507561405e+01,7.857160774e+01,9.333705003e+01,8.778558126e+01,8.895027820e+01,3.832760615e+01,5.966516384e+01,8.703966182e+01,1.661679796e+01,3.524151141e+01,6.876951369e+01,9.541004819e+01,4.223742292e+01,5.381284876e+01,5.675250004e+01,7.098015636e+01,6.941440101e+01,3.883413523e+01,8.063261292e+01,3.681753950e+00,2.603414286e+00,5.158536476e+01,4.824891827e+01,7.390608295e+01,6.226151700e+01,6.795143231e+01,4.110275999e+01,5.004454424e+01,3.139266018e+01,4.352166516e+01,7.170985461e+01,4.250282937e+01,1.064074306e+01,4.908730293e+01,7.340726006e+01,9.578617980e+01,1.549110108e+01,6.086846223e+01,5.812871455e+01,1.914696414e+01,5.586119033e+01,5.005000363e+01,1.885372638e-01,3.661200016e+00,2.765459248e+01,9.705547998e+00,5.939630662e+01,3.510600329e+01,9.043357882e+01,6.936744814e+01,1.606488694e+01,2.319844494e+01,9.748519679e+01,3.265178962e+01,3.751835953e+01,9.294530930e+01,5.521251350e+01,1.964023123e+01,6.311344045e+01,3.408663227e+01,1.937699145e+01,3.037135919e+01,3.110145005e+01,4.377279799e+01,7.755842664e+01,2.751080533e+01,2.468530429e+01,7.345241006e+01
4.804353950e+01,3.467155870e+01,1.045293172e+01,4.205664681e+01,2.236289738e+01,7.315357373e+01,4.417799687e+01,8.996692823e+01,2.016267020e+01,6.760421608e+01,4.706947786e+01,5.452379272e+01,2.318285056e+01,3.726518193e+01,8.572111106e+01,6.707592412e+01,7.698952832e+01,1.641168225e+01,3.015605419e+01,6.903152194e+01,1.920448761e+00,9.025026533e+01,1.057388162e+00,1.976822331e+01,7.083702307e+01,4.724654721e+01,3.757778513e+01,3.867189719e+01,3.239455952e+01,3.070257717e+01,6.194086858e+01,4.213651111e+00,1.002256658e+01,8.599411696e+00,5.179624833e+01,3.206901487e+01,8.245450638e+01,2.735040124e+01,3.192171930e+01,3.921288785e+01,7.042049181e+01,8.338228442e+01,5.034354578e+01,2.770072794e+00,6.406142573e+01,1.687436882e+01,7.941210909e+01,7.942323075e+00,9.332565641e+01,5.631768655e+01,4.859466271e+01,3.188758388e+01,2.293587392e+01,3.775563359e+00,4.079143726e+01,3.433910406e+01,1.587738545e+01,9.828744868e+01,8.848781345e+01,4.802204538e+01,6.993300679e+01,8.877030036e+01,7.413956424e+01,4.934662731e+01,8.176846430e+01,6.793664456e+01,7.737491677e+01,4.554233204e+01,2.185958263e+01,7.506422960e+01,3.459662482e+00,1.163434223e+01,6.144933638e+01,2.930185198e+01
9.045720909e+01,4.108370930e+01,2.055641468e+01,1.060886784e+01,9.476436585e+01,1.959873967e+01,8.436203126e+01,4.407810576e+01,1.768677077e+01,5.354155607e+01,8.760024846e+01,9.739132025e+00,5.168455889e+00,1.005985989e+01,4.859668442e+01,6.607648458e+01,3.197317266e+01,5.277319383e+01,4.561020540e+01,7.368710195e+01,4.184668840e+01,8.998636446e+01,7.424822512e+01,6.811951007e+01,4.534403296e+01,5.922805746e+01,4.462667708e+01,4.907032748e+01,5.537560658e+01,4.181139065e+01,7.875363044e+01,5.156608315e+01,8.472811199e+00,4.259481438e+01,1.497703869e+01,6.092891134e+01,6.668714080e-01,6.681862891e+01,6.804052263e+01,3.589401919e+01,3.949117849e+01,3.938948175e+01,9.571502498e+01,2.768117828e+01,1.789992124e+01,7.229438243e+01,4.094818439e+01,7.041879718e+01,4.950362495e+01,7.712163799e+01,3.712719394e-01,6.542797687e+01,4.248785334e+00,6.893122201e+01,5.075564288e+01,3.074118675e+01,5.566519566e+01,9.697765456e+01,1.575673626e+01,8.623357796e+01,4.205014935e+01,6.275451047e+00,6.951129863e+01,6.520261543e+01,3.889842077e+01,6.373458319e+01,5.144613885e+01,6.174504968e+01,8.729611796e+01,6.122510081e+00,9.321767253e+01,2.523832060e+01,5.040428434e+01,4.379607954e+01
5.694152426e+01,1.892257858e+01,1.563997790e+01,8.540863880e+01,7.039026453e+01,3.752207069e+01,3.018956628e+01,4.306342033e+01,1.298213091e+01,2.409062991e+01,5.520694851e+01,8.013259587e+01,4.493950599e+01,9.075783767e+01,4.345751692e+01,4.886788284e+01,9.431466441e+01,4.804287979e+01,4.930967849e+01,6.034091597e+01,7.097503415e+01,3.232471202e+00,6.794174185e+01,9.461026737e+01,8.287681158e+01,1.471127032e+01,7.722759239e+01,4.090440549e+01,8.212244173e+01,9.588742829e+01,4.282887686e+01,1.996835572e+01,3.060815643e+01,1.303280967e+01,2.386798646e+01,4.946215176e+01,5.569620775e+01,3.265167874e+01,2.808610907e+01,8.792576621e+01,1.939368832e+01,8.126879452e+01,2.660101592e+01,4.370138086e+01,1.351557665e+01,8.158260123e+01,5.893099764e+01,9.495415676e+01,5.972213441e+00,2.778832824e+01,1.212055214e+01,5.092758337e+01,7.160856461e+01,8.150266921e+01,2.369325612e+01,1.983421656e+01,9.440890013e+01,7.892736868e+01,8.098753152e+01,2.712479696e+01,6.179627458e+01,4.775123982e+01,2.676838642e+01,5.529235495e+01,8.965116010e+00,2.916449640e+01,5.407150126e+01,1.115723705e+01,7.101680155e+01,9.558340666e+01,9.051418578e+01,5.432629039e+01,7.406892616e+01,8.571212401e+01
5.170930954e+00,4.251378037e+01,7.908754364e+01,4.533383921e+01,3.041174013e+00,3.778072223e+01,7.425642540e+00,1.357121717e+01,7.690939153e+01,8.406644566e+01,7.332354822e+01,8.061363756e+01,8.603994320e+00,3.794892524e+01,9.025151065e+01,9.925047741e+01,8.254732437e+01,1.694951989e+01,3.288431199e+01,8.332041916e+01,4.568026136e+01,5.133779868e+01,1.813882026e+01,1.575818385e+01,6.431082058e+01,9.976561452e+01,5.721512218e+01,4.142633101e+00,3.033223894e+00,2.383999359e+01,4.708140403e+01,3.320389402e+01,3.472855642e+01,1.773124789e+01,1.027293865e+01,5.258535643e+00,9.568424905e+01,7.386786964e+00,7.730797168e+01,9.165242729e+01,9.571402782e+01,1.573988464e+01,1.371887162e+01,4.259361789e+00,7.010662032e+01,4.504510379e+01,3.412140192e+01,5.629845585e+01,3.705988864e+01,6.829082717e+01,6.894720277e+01,6.696185289e+01,4.005493801e+01,5.860884171e+01,4.166310955e+01,1.378424998e+01,3.060046201e+00,9.357228793e+00,7.894390838e+01,9.922170882e+01,2.295931720e+01,3.968031030e+01,6.742226110e+01,3.767255504e+01,2.563609579e+01,1.840607019e+01,5.078262982e+01,7.707084891e+01,2.552958015e+01,6.208129512e+01,3.358488027e+01,3.737503690e+00,3.118239480e+00,8.186898442e+01
