v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
9.197938595e+01,5.874788093e+01,3.770315491e+01,1.509134384e+01,7.561574112e+01,2.025203788e+01,1.535351199e+01,3.585586133e+01,6.120565579e+01,7.126163116e+01,3.748307991e+01,3.865119668e+01,3.863590088e+01,6.213226344e+00,9.717443133e+00,5.126533829e+01,5.623649544e+00,8.656137410e+01,8.026493730e+01,4.143720619e+01,4.976712488e+01,2.715759178e+01,3.434470341e+01,3.073317255e+01,9.120609106e+01,7.380420371e+01,4.345405585e+01,2.792313245e+01,2.810503323e+01,1.629370450e+01,2.859656347e+01
6.155977040e+01,6.572399814e+01,2.125425413e+01,9.832434456e+01,9.118050198e+01,5.236565952e+01,4.791324931e+01,6.157840361e+01,5.666271216e+01,9.861774769e+01,3.035191864e+01,5.417678168e+01,1.411613120e+01,9.677481973e+01,6.747351068e+01,9.653034759e+01,1.961304088e+01,8.093587154e+01,8.857657343e+00,3.566040190e+01,5.227504067e+01,4.350950431e+01,4.229936522e+01,6.605243709e+00,5.604090005e+01,8.257669611e+01,8.579017474e+01,9.713479310e+01,9.203904220e+01,7.973627467e+01,1.786759272e+01
2.169910588e+01,2.359156194e+01,8.429517233e+01,7.538272632e+01,7.663137359e+01,3.453545507e+01,4.865749270e+01,8.050882515e+01,5.924227543e+01,4.193176820e+00,6.255455415e+01,8.666463311e+01,9.508696664e+01,9.288338268e+01,3.400859021e+01,4.083742827e+01,2.077001422e+01,6.925385936e+01,5.798547207e+01,2.916403512e+01,9.812357991e+01,1.831357875e+01,5.428350482e+00,3.127563136e+01,3.821560203e+01,4.450924162e+01,8.407297220e+01,4.855304050e+01,2.191727044e+01,8.815381001e+01,5.932184064e+01
9.250373190e+01,4.637767898e+01,3.063717905e+01,8.816997634e+01,4.226452598e+01,1.382359542e+01,1.610981151e+01,1.676742640e+01,8.061824762e+01,7.140105440e+00,8.027633946e+01,2.040025911e+01,1.370646481e+01,3.115489520e+01,9.871179511e+01,2.683836630e+01,8.686671509e+01,2.488716579e+01,5.361859880e+01,3.252814860e+00,8.063183395e+01,3.177226203e+01,5.753524365e+01,4.332900023e+01,3.637542097e+01,7.688854261e+01,2.966233210e+01,3.693875540e+00,7.683572525e+01,7.511870061e+01,1.117903285e+01
6.390128464e+01,8.334483622e+01,6.421942670e+01,6.328931399e+01,6.409140488e+01,1.520168304e+01,1.573873609e+01,7.606022672e+01,4.801327463e+00,4.630147514e+01,5.972818640e+01,6.281234748e+01,3.691022031e+01,3.219035662e+01,1.098702441e+01,2.044116309e+01,6.143557701e+01,3.573591500e+01,2.639433311e-02,6.339368229e+01,2.992338575e+01,8.481947344e+01,3.686655857e+01,5.112096701e+01,2.345146166e+01,3.739724511e+01,4.446841528e+01,4.245707986e+01,9.855586115e+00,8.981933537e+01,3.025113656e+01
8.447113901e+01,2.346188855e+01,3.818890093e+01,4.403029933e+01,3.198505745e+01,6.668989180e+01,6.433919090e+00,6.624805373e+01,8.149494561e+01,9.338386117e+01,5.515996572e+01,9.896337309e+00,4.742428098e+00,1.916217323e+01,7.770961913e+00,8.518967765e+01,1.070861611e+01,4.981873695e+01,9.541520328e+01,3.613940076e+01,1.961287371e+01,6.890543116e+01,7.403099157e+01,7.464656478e+01,2.668477632e+01,6.629676109e+01,6.362289459e+01,1.852177164e+01,9.265720672e+01,4.366762028e+01,9.346680280e+01
9.415454467e+01,4.875392551e+01,2.307983640e+01,4.871524053e+01,6.096749328e+01,9.025518505e-01,7.200973056e+01,1.182871497e+01,4.711768040e+01,4.491631695e+01,2.983007720e+00,5.388629808e+01,9.537048845e+00,8.303493982e+01,5.184425447e+01,4.671908252e+01,2.674981187e+01,7.144658603e+01,4.033413155e+01,4.558067424e+01,4.021518265e+01,7.300129050e+01,6.099222635e+01,9.077787283e+01,7.611571676e+01,4.593197604e+01,2.943840478e+01,8.389142320e+01,6.524852825e+01,7.430120110e+01,1.366551349e+01
2.076591232e+01,1.183285874e+01,3.473133243e+01,2.434085235e+01,3.094332619e+01,3.373435514e+01,8.955076464e+00,5.349411790e+01,1.516237754e+01,7.821170592e+01,8.918639433e+01,4.782994085e+01,1.534161043e+01,1.506835331e+01,5.332990218e+01,4.804367181e+01,4.117164096e+01,5.079244722e+01,7.878152488e+01,8.093933246e+01,6.025698833e+01,3.991474936e+01,6.155722460e+01,4.852414051e+01,5.220846496e+01,9.920313456e+01,5.894566487e+01,7.494411228e+01,8.400203866e+01,1.908860746e+01,3.783274025e+01
6.048445423e+01,3.691412966e+01,2.261732236e+01,4.739293611e+01,3.019749779e+01,6.873794187e+01,2.413141171e+01,6.788155524e+01,6.327004837e+01,3.038726264e+01,3.806892633e+01,5.606654771e+01,5.641994484e+01,7.061530439e+01,1.783933111e+01,3.422191597e+01,8.605065960e+01,5.927721047e+01,5.910460598e+01,5.255993846e+01,3.862719930e+00,5.200096455e+01,5.189224032e+01,3.700921582e+01,8.079613798e+01,6.742307319e+01,6.323666416e+01,6.370698476e+01,7.183648638e+01,8.315430271e+00,3.007528628e+01
9.686422799e+01,8.616998881e+01,9.281418263e+01,5.059279285e+01,5.849665575e+01,1.995570722e+00,7.961835995e+01,5.112186184e+01,6.857807415e+01,9.323889512e+01,8.645671684e+01,7.619093019e+00,7.541513615e+01,8.948063806e+01,4.903440042e+01,3.271292174e+01,2.563507265e+01,5.360208176e+01,7.922673894e+00,1.705940349e+01,6.686983893e+01,9.514372302e+01,5.298763115e+01,1.702458741e+01,4.970116948e+01,1.406230287e+01,3.766294664e+01,3.492837773e+01,3.958555545e+00,1.096565741e+01,9.687523762e+01
6.107113709e+01,9.124844234e+01,6.985092559e+01,8.918975947e+01,1.525157704e+01,3.766597914e+01,4.151943790e+01,3.532862685e+00,2.762691790e+01,6.658626723e+01,9.378762017e+01,3.890703048e+01,8.652596632e+01,8.732258685e+01,2.376542772e+00,3.324346618e+01,3.746528828e+01,1.927717086e+01,9.126788233e+01,7.131484032e+01,8.222761036e+01,8.203934494e+01,6.488866975e+01,7.137375176e+01,5.908109031e+01,1.240406305e+01,3.854246179e+01,9.528378254e+01,7.825350499e+01,3.041351940e+01,5.994117587e+01
2.812684984e+01,6.211557360e+01,4.355169963e+01,5.418067188e+01,3.396822693e+01,3.186981348e+01,2.690782918e+01,5.289938887e+01,4.618201947e+01,2.015383967e+01,8.837282533e+01,6.000175849e+01,8.431699948e+01,9.373345295e+01,2.843062299e+01,1.918697226e+01,3.386248543e+01,7.086882902e+01,3.185202981e+01,8.705844419e+01,3.783160345e+01,3.790114226e+00,5.165755197e+01,7.416843888e+01,5.164392722e+01,3.054279411e+01,3.565949835e+01,8.624857604e+01,5.159129022e+01,2.948641621e+00,7.810263095e+01
4.246122998e+01,3.810929469e+01,7.346946836e+01,2.745734345e+01,3.084514687e+01,9.034301850e+01,9.256433666e+00,9.249327436e+00,1.294624097e+01,2.246286043e+01,7.317166917e+01,4.888405808e+01,9.153715722e+01,9.513118476e+01,8.978140211e+01,4.984109472e+01,9.150411960e+01,2.802847119e+01,1.116038888e+01,9.254742529e+01,3.935068582e+01,8.754918963e+00,2.253034675e+01,6.907642836e+01,3.713552824e+01,1.638354128e+01,8.564982024e+01,8.325402019e+01,1.007580602e+00,4.376629126e+01,1.109555484e+01
7.861372398e+01,7.690059306e+01,6.418791123e+01,2.170609895e+00,2.677287858e+01,7.668766143e+01,7.419130843e+01,2.589266924e+01,4.400378491e+01,2.222962104e+01,9.080038688e+01,2.239404473e+01,5.626393727e+01,2.487770957e+01,9.362996001e+01,8.749750047e+01,7.858684135e+01,2.793974522e+01,8.675234288e+01,9.306888020e+01,5.494390340e+01,4.800162263e+01,7.935982387e+01,6.943463274e+01,5.038228882e+01,1.217421610e+01,3.489655299e+01,1.410319408e+01,7.527434019e+01,6.297135654e+01,2.325302012e+01
2.736688611e+00,6.655940885e+01,5.091163487e+01,1.453182033e+01,2.363310883e+01,3.849695697e+01,9.158702338e+01,4.589251409e+01,5.757526737e+01,8.435934674e+01,1.940098414e+01,8.211939866e+01,5.321022592e+01,8.592297175e+01,7.572676048e+01,9.560800680e+01,1.482349784e+01,5.991584409e+01,3.970242004e+01,7.600492740e+01,5.576933020e-01,8.741352506e+01,9.955106430e+01,7.254584148e+01,7.944616784e+00,9.355832289e+01,4.637931121e+01,6.027772258e+01,8.923543527e+00,3.779558933e+01,6.313195512e+01
8.570730229e+00,1.146688564e+01,3.919964022e+01,2.587558758e+01,1.466900298e+01,2.046089861e+01,7.279023800e+01,3.498386237e+01,9.781706030e+01,7.267430539e+01,3.900734888e+00,1.506338922e+01,7.143101020e+01,6.346740492e+01,1.971086805e+01,5.224431303e+01,8.524503053e+01,1.611434597e+01,7.296094471e+01,1.229599626e+01,3.634575096e+01,9.957382970e+01,4.802531129e+00,5.251183495e+00,2.782078150e+01,7.424244983e+01,3.641526303e+01,6.683689419e+01,2.637244721e+01,3.826471319e+01,9.594285313e+01
5.990948762e+01,7.072393909e+01,3.990518524e+01,2.660184661e+00,2.049168946e+01,9.144717506e+01,4.534114175e+01,8.186984004e+01,7.397469936e+00,2.769504690e+01,4.595542000e+01,8.626168049e+01,6.324254831e+01,5.117077866e+01,8.270212117e+01,9.125152633e+01,7.107608770e+01,6.201186256e+00,6.698913342e+00,8.798051957e+01,3.708349919e+01,1.718568551e+01,8.607864055e+01,5.707652064e+01,2.720754306e+01,9.732448068e+01,9.342856497e+01,8.020486769e+01,7.819819010e+01,1.894764777e+01,4.314834930e+01
5.983090988e+01,7.350731935e+01,3.360325252e+01,2.481446577e+01,6.855630574e+01,4.120003735e+01,3.176717860e+01,8.026109866e+01,4.486132355e+01,5.968051805e+01,4.524055590e+01,7.504600184e+01,5.304138859e+00,4.735519162e+01,2.463389625e+01,9.345260371e+01,1.903126446e+01,1.874287293e+01,4.495938382e+01,7.479092504e+01,1.651163247e+01,4.793385120e+01,4.664823036e+01,9.688762078e+01,6.681777519e+01,6.241820522e+01,4.592903666e+01,1.478877007e+01,4.398004804e+01,5.295849518e+01,7.607748274e+01
3.274318650e+01,6.257929725e+01,9.544301957e+01,4.819620399e+01,6.030630620e+00,8.467248367e+00,1.093250278e+01,3.950294665e+01,5.722124101e+01,9.743829871e+01,3.546994321e+01,7.586083845e+01,5.639218534e+00,8.209220581e+01,1.321744454e+01,3.607516744e+01,8.341097492e+00,5.636616442e+01,1.236378666e+00,7.859948489e+01,5.460762083e+01,2.317760063e+01,1.357633177e+00,2.169579590e+01,1.044945424e+01,8.847575901e+01,5.839105571e+01,7.329405963e+01,6.501126958e+01,9.492558128e+01,9.483550349e+01
5.570861512e+01,4.539426638e+01,6.295033535e+01,9.161011240e+01,5.846518115e+00,6.125991669e+01,8.398139415e+01,9.240575548e+01,8.803016498e+01,8.646289732e+01,4.648023755e+01,7.611184079e+01,5.609400965e+01,1.476401831e+00,6.832554490e+01,6.850360648e+00,8.914475069e+01,3.548064779e-01,8.135271397e+00,3.231297112e+01,2.395687270e+01,2.213285599e+01,6.051958320e+01,5.555283637e+01,7.767459594e+01,3.412366323e+01,5.420499354e+01,9.847924541e+00,9.432214625e+01,8.545356297e+01,7.906273164e+00
3.437939612e+01,8.749794151e+01,2.238394326e+01,6.682477582e+01,6.766788993e+01,2.131689478e+01,6.036890366e+01,9.254867501e+01,6.003515991e+01,7.038900399e+01,9.725663414e+01,5.440099665e+01,8.016427504e+01,3.722835120e+01,5.706714416e+01,1.230292079e+01,1.885394660e+01,8.132198155e+01,4.582347309e+01,8.843770570e+01,1.779541307e+01,1.589108644e+01,4.095049631e+01,8.601156855e+00,2.526434184e+01,5.942222770e+00,6.846944769e+01,2.018746973e+01,9.891600687e+01,5.186401511e+01,9.924631484e+01
8.013076408e+01,6.299233010e+01,9.247396071e+01,8.558837162e+01,8.554906194e+01,4.506385921e+01,6.823856502e+01,9.375572183e+01,3.962032355e+00,5.513815879e+01,8.030221661e+01,3.454557836e+01,5.831141948e+01,6.192697926e+01,4.461842302e+01,5.388876488e+01,4.587128976e+01,8.972617079e+01,4.967535216e+01,2.177702728e+01,7.305063720e+01,9.131378303e+01,9.812309702e+01,7.953604217e+01,5.489967838e+00,1.042492112e+01,7.854215589e+01,4.256531832e+01,3.621001383e+01,2.201835700e+01,2.382434803e+01
7.476958062e+01,9.384897042e+01,1.261016638e+00,7.042271765e+01,8.510414497e+01,2.574503079e+01,6.756399786e+01,1.295669418e+01,3.139414977e+00,5.832465817e+01,3.426446992e+01,6.633700621e+01,9.326442692e+01,5.964879789e+01,5.324589954e+01,9.361790580e+01,1.520959882e+01,5.683653674e+01,9.838764955e+01,8.463559110e+00,7.228893480e+01,1.577685611e+01,6.001591552e+01,4.550262294e+01,6.709200545e+01,1.614319543e+01,9.488965862e+01,5.957135773e+00,3.129315572e+01,9.937275695e+01,8.544127578e+01
8.928596079e+01,3.620679562e+01,1.321140178e+01,7.984046402e+01,3.814763640e+01,1.278204566e+00,9.632102379e+01,1.306025008e+01,4.535371207e+01,9.094630386e+01,1.205059751e+01,6.555006229e+01,3.392620071e+00,6.707046607e+01,3.413562827e+01,9.637214074e+01,7.785876805e+00,2.612479078e+01,8.866909248e+01,9.527563472e+01,7.896649626e+01,1.557692204e+01,2.997351264e+01,7.332476008e-01,1.304155608e+01,1.371288777e+01,1.804003853e+01,7.901769985e+01,3.705395070e+01,2.510211079e+01,9.358315238e+01
1.771860244e+01,6.429613092e+00,1.166113350e+01,7.000440771e+01,2.529861369e+01,1.471582273e+00,3.543904645e+01,6.906975929e+01,8.284380310e+00,9.620093584e+01,7.265166473e+01,6.382728028e+01,3.320174712e+01,5.075930391e+01,2.458215692e+01,6.486228139e+00,7.047858301e+01,9.063848075e+01,4.258948208e+01,4.844429166e+01,2.091828156e+01,8.415328328e+01,8.648725406e+01,2.278686186e+01,9.086729256e+01,9.446224192e+01,4.465771838e+01,1.874303161e+01,3.099607753e+01,9.542513499e+01,1.337047052e+01
6.197263116e+01,3.992706586e+01,9.194885986e+01,6.201804767e+01,5.321490523e+01,5.043920120e+01,4.481124494e+01,8.994503101e+01,4.911246586e+01,2.732813236e+01,3.668524575e+01,3.415987173e+01,1.089156412e+01,6.252101520e+01,1.796681383e+01,1.630845685e+00,5.714171423e+01,4.312175924e+01,6.205503914e+01,5.846898813e+01,7.411442759e+01,1.000233039e+01,9.766218150e+01,9.638419379e+01,8.442837169e+00,9.336200320e+01,5.788580212e+01,2.662251371e+01,9.067635341e+01,9.610551243e+01,2.897664606e+01
7.998106866e+01,8.841618239e+01,9.946065321e+01,3.117815820e+01,1.455436201e+01,1.818590138e+00,4.243960693e+01,8.626535931e+01,3.576427462e+01,2.746175502e+01,3.777214426e+01,1.311990456e+01,1.784622295e+01,3.304808261e+01,5.855951393e+01,2.546832838e+01,2.925602911e+01,7.387218355e+00,7.751621903e+01,8.719950164e+01,2.668083536e+01,5.370768196e+01,9.839414834e+01,2.641696029e+01,5.312428628e+01,8.066978232e+00,4.458271338e+01,7.030076490e+01,5.451644416e+01,8.665489772e+01,8.320381415e+01
5.824759325e+01,2.305729310e+01,8.995803990e+01,4.717342343e+00,3.439389894e+01,9.539556528e+01,9.805155201e+01,3.398770129e+01,9.212045916e+01,5.814476100e+01,3.604406665e+00,7.311637734e+01,9.740849957e+01,3.388611571e+00,4.710088779e+01,9.745631148e+01,9.118451883e+01,9.835659178e+01,4.099699546e+01,4.929270699e+01,1.720836382e+00,8.043428364e+01,7.974509471e+00,8.410652075e+01,6.133496248e+01,5.405094751e+01,5.337039017e+01,7.011660487e+01,9.389827711e+01,2.564162940e+01,1.094311732e+01
2.317553662e+01,2.278636377e+01,7.740653696e+01,8.332341872e+01,5.900633451e+01,6.332774471e+01,3.787627831e+01,9.308599673e+01,5.784957147e+01,7.410366862e+01,5.679698412e+01,1.139756456e+01,4.966676090e+01,6.792723889e+01,9.947018399e+01,4.599692833e+00,2.237076346e-01,7.560901111e+01,4.885373513e-01,9.743594238e+01,2.724214678e+01,9.013508616e+01,1.892424880e+01,7.559776760e+01,3.074354579e+01,8.236596425e+01,9.298489438e+01,5.361709717e+01,5.077208543e+01,7.231667262e+01,1.290911113e+01
6.813174155e+01,5.246541113e+01,9.306918846e+01,7.807984978e+01,4.561321969e+01,3.045067226e+01,8.435720303e+01,3.462809395e+01,7.824251006e+01,4.516675275e+01,7.388922341e+01,6.324448019e+01,2.753197617e+01,3.575069566e+01,7.357663284e+01,6.046254312e+01,4.062156982e+01,8.497046273e+01,7.931349579e+01,9.613675415e+01,9.089728981e+01,3.216846420e+01,2.154055075e+01,2.390265713e+01,2.010225299e+01,4.741749664e+01,5.675487712e+01,2.863465171e+00,2.296855079e+00,4.516835175e+00,6.860232180e+01
5.174601550e+01,7.348398082e-01,2.636597942e+01,7.944129177e+01,4.992780502e+00,1.469015072e+01,4.674173412e+01,9.107203962e+01,5.655929769e+01,8.967321908e+01,3.312446848e+01,1.710530100e+01,9.915080901e+01,9.592158538e+01,5.306236163e+01,5.236083263e+01,5.227536656e+00,5.128314984e+01,9.298921338e+01,3.880681143e+01,4.092409112e+01,9.268705527e+01,8.263348833e+01,2.255162119e+01,5.159951103e+01,6.014952887e+01,4.541457899e+01,9.450446024e+00,4.985613758e+01,9.233631727e+00,1.832914767e+01
9.212311125e+01,5.565606164e+01,5.514697221e+01,2.662286959e+01,2.071447927e+01,8.458958884e+01,9.526132428e+01,5.809645197e+01,2.628067400e+01,3.594547101e+01,6.757599841e+01,1.295955325e+01,7.606435707e+00,8.459553938e+01,2.618221639e+01,9.787989418e+01,1.137824585e+01,8.215373872e+01,9.073430855e+01,3.836152374e+01,2.759209250e+01,7.991367845e+01,3.803749498e+01,7.076882165e+01,5.751165691e+01,3.378003490e+00,1.471002199e+01,4.040604894e+01,5.205643204e+01,4.532183188e+01,3.845085844e+01
2.480040608e+01,2.052698894e+01,5.825521411e+01,7.321526911e+01,6.269739275e+01,2.952106886e+01,1.742017882e+01,7.796471102e+01,1.834269312e+01,3.167026448e+00,8.288169608e+01,2.620600848e+01,1.468375317e+01,7.546049636e+01,7.194832844e+01,8.082941204e+01,7.964194837e+01,5.382513419e+01,2.626952908e+01,4.717917102e+01,6.135580075e+01,4.876581584e+01,6.623641811e+01,9.201393557e+01,8.458773305e+01,3.382371152e+01,8.633349635e+01,5.072593595e+01,6.203850179e+01,8.315361756e+01,2.189226153e+01
4.388969244e+01,1.895633990e+01,2.560537153e+01,8.234156291e+01,5.982947970e+01,6.897564141e+01,3.797369330e+01,5.594455473e+01,6.898726661e+01,9.268529349e+01,2.120299711e+01,6.525135986e+01,9.528484489e+01,5.442797310e+01,4.662496379e+01,2.947316515e+01,4.511841462e+00,8.943127119e+01,3.345610365e+00,7.621021680e+01,3.827981888e+01,9.967630760e+01,4.405790096e+01,6.630434654e+01,2.104889762e+00,4.520543286e+01,7.113613842e+01,9.189042904e+01,3.897293381e+01,2.686892077e+01,2.015765422e+01
4.099868677e+01,2.170844509e+01,7.106950442e+01,3.832799805e+01,8.308998386e+01,5.060208230e+01,7.165205774e+01,7.134502535e+01,7.097269323e+01,5.698360851e+01,8.012387083e+01,3.753267742e+01,8.591421204e-01,6.463895408e+01,7.850784827e+01,1.964936802e+01,2.819001639e+01,8.804338628e+01,6.238894381e+00,8.119491606e+01,1.166897686e+01,6.762180861e+01,1.100201962e+01,5.382738704e+01,6.631297074e+01,5.902842473e+01,6.954820631e+01,8.718159853e+01,5.903036991e+01,2.391738979e+01,6.699728105e+01
7.143176947e+01,1.782120507e+01,6.498348284e+00,3.344922413e+01,8.593977469e+01,2.145312669e+01,6.020179077e+01,3.225619293e+01,2.702036198e+00,1.859460095e+01,1.456953049e+01,7.601564666e+01,2.039523323e+01,1.556733887e+01,4.011402705e+01,2.264622768e+01,7.012509767e+01,7.868140255e+01,6.445617603e+01,5.587816299e+01,1.623525837e+01,7.537845691e+01,3.719380273e+01,6.825623850e+01,8.321657359e+01,5.864058062e+01,9.265886998e+01,4.973434604e+01,1.723745061e+01,1.706196615e+01,4.506824980e+01
4.722965941e+01,7.894784553e+01,2.918458881e+01,6.528848906e+01,9.672577216e+01,6.673000621e+01,7.674816829e+01,9.439922318e+00,1.750966036e+01,4.724185554e+01,7.475336381e+01,5.933997248e+01,7.109257104e+01,1.563446782e+01,6.052646291e+01,4.739864120e+01,2.605549303e+01,9.677766880e+01,3.642574290e+01,3.317465548e+01,6.090857288e+01,3.011588997e+01,5.137121461e+01,7.821649768e+01,9.454492094e+01,4.648784829e+01,4.428260911e+01,4.821364016e+01,2.376983529e+01,1.653798298e+01,6.397660070e+01
2.999583178e+01,7.579436688e+01,7.411972935e+01,6.691843616e+00,1.414293550e+00,7.088085589e+01,3.626643569e+01,1.967793183e+01,1.854391689e+01,7.434936632e+01,2.543850867e+01,5.260091920e+01,4.715228350e+01,4.650226796e+01,2.296988677e+01,8.739119902e+01,7.801498916e+01,9.472621283e+01,2.734268876e+01,2.245369452e+01,7.483823403e+01,8.184440890e+00,2.759293104e+01,7.592508849e+01,1.401465682e+01,8.755407041e+01,3.074996376e+01,6.262635782e+00,3.813244646e+01,6.839476438e+00,1.674824065e+01
7.011980057e+01,2.649107561e+01,6.506085040e+01,3.713333434e+01,4.052859893e+01,7.677610944e+01,4.254707223e+01,6.554475268e+01,1.333251882e+01,1.140572009e+01,3.411158812e+01,6.112024845e+00,9.119655833e+01,3.334097548e+01,9.200214189e+01,9.575851081e+01,2.863692023e+01,4.259149074e+00,9.672709863e+01,5.001298318e+01,9.782311761e+01,6.407625484e+01,7.296625527e+00,4.138486176e+01,1.538406520e+01,1.186534151e+01,7.307776952e+01,4.217266491e+01,1.107668744e+01,4.077898432e+01,4.477729269e+01
4.671780787e+01,2.798029378e+01,3.272403260e+01,9.624174809e+01,9.823675462e+01,2.197155956e+01,3.824805136e+01,8.677642983e+01,2.732587764e+01,8.470172440e+01,6.362673226e+01,5.709566039e+01,3.806853487e+01,3.593221840e+01,1.998685576e+01,7.603719292e+01,8.266940864e+01,7.289049414e+01,5.614933416e+01,4.999641042e+01,9.452183495e+01,5.763144518e+01,3.408486488e+01,6.339255923e+01,8.542744811e+01,8.637767335e+01,3.040967969e+01,6.739353311e+01,1.374421760e+01,6.397512343e+01,6.352361470e+01
7.233848188e+01,5.184940769e+01,6.383271716e+01,2.499410818e+01,4.365927836e+01,3.740848166e+01,8.295559911e+01,3.039007552e+00,5.850930823e+01,2.666177299e+01,2.254611312e+01,3.191972109e+01,1.388119578e+01,4.397739567e+01,2.164346842e+01,1.648741521e+01,5.364959759e+01,5.583721988e+01,9.654121896e+00,4.850025857e+01,7.995560026e+01,5.971673292e+01,3.706918503e+01,7.775611838e+01,7.644312860e+01,6.998831827e+01,7.011078718e+00,4.556590283e+01,6.853083766e+01,6.891195461e+01,5.467528112e-01
2.577921189e+01,4.462904122e+01,1.877362118e+01,6.649653577e+01,7.816030655e+01,7.877518423e+01,6.910771392e+01,2.004551628e+01,1.989498148e+01,6.096736681e+01,8.555875618e+01,7.869286794e+01,8.536432230e+01,5.833538713e+01,8.219156183e+01,4.529600668e+01,3.494654148e+00,7.991365804e+01,3.085344043e+01,2.463137350e+01,6.890486359e+01,7.528286127e+01,3.843758548e+01,2.593153926e+01,3.997367733e+01,2.414468934e+01,1.798071351e+01,3.109558967e+01,7.247153020e+01,2.783112277e+01,5.967796661e+01
1.202737302e+01,8.305559586e+01,3.222984365e+01,9.492648162e+01,9.231311661e+01,4.171172764e+01,7.092137264e+01,5.134642238e+01,3.728031284e+01,9.163147209e+01,3.444101298e+01,9.289344966e+01,7.531169196e+01,4.171121140e+01,9.859212318e+01,6.907693578e+01,4.600629398e+01,5.320979704e+01,6.890954834e+01,7.377683620e+01,3.760746344e+01,3.592794467e+01,1.574519210e+01,7.701443939e+01,9.439095160e+01,9.296091612e+01,8.227675670e+01,5.979388780e+01,8.267494360e+01,7.168359240e+01,3.940960231e+01
8.638135525e+01,9.924207239e+01,9.342182354e+01,1.522275433e+01,4.437165669e+01,2.467546152e+01,6.385445688e+01,7.802474213e+00,3.048338823e+00,7.863577905e+01,3.115596054e+01,8.910468346e+01,1.162786941e+00,9.081417609e+01,9.105334393e+01,5.009666109e+01,5.744199025e-01,2.378759477e+01,3.676602426e+01,5.271180242e+01,5.266112679e+01,8.132686477e+01,8.997742196e+01,1.417843857e+01,9.583990770e+01,7.074879265e+01,1.036086644e+01,1.007351574e+01,8.072491074e+01,9.231494109e+01,9.533507313e+00
5.597082512e+01,2.910973291e+00,9.669447622e+01,4.315814179e+01,8.943751015e+01,1.348641734e+01,3.139964776e+01,3.500018381e+01,2.719350604e+01,6.078839760e+01,4.260203136e+01,5.876238200e+01,4.458684268e+01,9.357338947e+01,2.235809381e+01,5.482385838e+01,5.859115841e+01,5.870129777e+01,1.359253774e+01,9.478839677e+01,3.296259883e+01,4.676565061e+01,9.621355160e+01,4.425328226e+01,3.546364461e+01,7.402994223e+00,8.547876995e+01,2.840048090e+01,1.471520281e+01,9.600979369e-01,6.007342200e+00
3.512062420e+01,1.993668693e+01,6.073295147e+01,3.108379104e+01,2.986311612e+01,9.524711905e+01,1.138174263e+01,2.027622482e+01,8.668642062e+01,7.653897816e+01,4.116842058e+01,9.547892476e+01,7.440100941e+01,6.941846385e+01,9.192281922e+00,3.704904972e+01,4.475803685e+01,9.403451335e+01,5.543043842e+01,5.579108562e+01,6.565848549e+01,7.545319080e+01,7.996143026e+01,7.034498280e+01,2.695218082e+01,1.955615653e+01,5.865743771e+01,8.776476276e+01,8.724279036e+01,3.583507592e+01,2.317242055e+00
8.823279364e+01,6.679320690e+01,4.190905381e-01,9.428212874e+01,3.559162239e+01,9.193927018e+01,1.038171684e+01,2.696017114e+01,8.432225734e+01,9.872629159e+01,1.972473661e+01,9.434284016e+01,5.574338621e+01,4.606187668e+01,1.939568094e+01,5.546380951e+01,7.052734989e+01,2.208433286e+00,7.993383957e+01,9.272580681e+01,2.677078347e+01,5.056194930e+01,8.066673014e+01,1.774168243e+01,1.680199087e+01,2.013760651e+01,3.208860914e+01,3.388210647e+00,4.480592555e+01,2.579488681e+01,9.749880428e+01
6.213420205e+00,3.755968070e+00,8.214444205e+00,5.456968746e-01,1.562663993e+01,3.385560653e+01,9.264040954e+01,7.322918304e+00,2.230118180e+01,5.000072104e+01,4.136734539e+01,8.002821362e+01,5.845653201e+01,1.891612822e+01,5.077819219e+01,7.885706192e+01,4.726758816e+01,5.656319697e+01,4.457590536e+01,8.230751708e+01,4.108081442e+01,6.227382301e+01,7.605144783e+01,5.249401937e+01,6.381337757e+01,7.448845050e+01,7.746739387e+01,8.803591429e+01,5.920569267e+01,6.762534006e+01,3.109262536e+01
6.768926719e+01,3.239583771e+01,7.673020960e+01,9.723804262e+01,3.625334691e+01,3.489202982e+01,7.480918921e+01,3.093600594e+01,1.261137853e+01,5.381293593e+01,5.363719097e+01,8.222140411e+01,4.987172270e+01,6.375875179e+01,8.498890114e+01,9.808019493e+01,8.017821529e+01,1.448926825e+01,3.078631763e+01,2.325029247e+01,6.558828376e+00,1.742586485e+01,6.691651557e+01,9.869727880e+01,5.289359294e+01,1.559699425e+01,7.215819658e+00,4.372252476e+00,4.695034096e+01,8.194630000e+01,2.832357071e+01
