v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55
5.827138014e+01,1.541491249e+01,3.917103965e+01,4.159790155e+01,6.628675183e+01,2.838815883e+01,7.497332180e+01,1.751011632e+00,6.476471538e+01,7.547548525e+01,4.524698286e+01,6.346409405e+01,3.345843913e+01,7.715297676e+01,7.984509329e+01,5.897187723e+01,4.056354110e+01,2.890792315e+01,8.775432544e+01,8.283485699e+01,9.023724175e+01,3.118219406e+01,1.862267400e+01,8.667565712e+01,4.748061807e+01,1.176412513e+01,5.577035945e+01,5.402995917e+00,6.935423134e+01,7.185057734e+01,8.703083587e+01,3.554006903e+01,6.200086140e+01,3.940587806e+01,9.641282510e+01,8.941819736e+01,2.947182008e+01,9.851986991e+00,9.776778390e+01,2.232297143e+01,9.204235928e+01,3.646860386e+00,6.388975731e+01,5.462591665e+01,7.103788451e+01,6.343127312e+01,9.295867911e+01,3.340722496e+01,5.496768989e+01,4.264468964e+01,6.505795658e+01,9.932044374e+01,2.005076303e+01,1.091415894e+01,2.509906702e+01
7.120792745e+01,5.427370642e+01,6.540390306e+01,7.592701641e+01,6.795944372e+01,7.766858772e+01,6.791161163e+01,4.618046794e+01,8.328191486e+01,7.949071475e+01,6.924789414e+01,8.053507242e+01,2.495021531e+01,4.350577599e+01,7.574746869e+01,3.440193398e+01,4.642391329e+01,7.951843116e+01,9.067517634e+01,3.984826924e+01,9.974706857e+01,3.092950944e+01,8.906233433e+00,3.462359880e+01,3.845094287e+01,8.186648251e+01,6.464034847e+01,2.948424364e+01,6.699290558e+01,5.998346053e+01,4.100559384e+01,6.404396725e+01,7.940514887e+01,8.026858964e+01,2.434478397e+01,2.280479693e+01,5.817112516e+01,3.558049467e+01,3.921321574e+01,5.685612855e+01,9.475428397e+01,2.082674798e+01,3.304104789e+01,3.067699738e+01,2.672188233e+01,2.612272448e+01,4.869245038e+01,1.998041403e+01,9.407111167e+01,7.694176367e+01,5.790016372e+01,1.746836480e+01,7.187178714e-01,5.004162149e+01,5.012095052e+01
5.182668797e+01,9.198079911e+01,5.013528193e+01,5.603272750e+01,9.309190926e+00,2.350145362e+01,9.269534012e+00,5.886045616e+01,3.332086290e+01,4.691219345e+01,5.200728328e+01,5.974888869e+01,3.930478950e+01,1.837685713e+01,6.806004111e+01,8.963117726e+00,7.371109677e+01,2.130949160e+01,5.611183449e+01,6.160703343e+00,1.645666694e+01,6.296298292e+01,9.899040558e+01,3.238935024e+01,9.329040732e+01,8.021848993e+01,9.753920023e+01,8.746718601e+01,9.571722007e+01,1.092089567e+01,9.963387112e+01,9.366434562e+00,5.238702981e+01,3.898881762e+01,6.107219227e+01,9.442961867e+01,3.325703099e+01,9.314742779e+01,7.358741692e+01,7.558853462e+01,7.040117455e+01,1.533293819e+01,8.162017940e+01,9.660423341e+01,5.339714077e+01,4.151260070e+01,3.456087833e+01,3.817445303e+01,4.724627981e+01,3.856328219e+01,2.774801541e+01,2.940476323e+01,2.635480977e+01,2.940388628e+01,7.932895628e+01
5.160744247e+01,5.414593781e+01,5.757631467e+01,5.302318175e+01,5.576743386e+00,8.901078906e+01,5.245968488e+01,6.444344827e+01,8.563808135e+01,7.303450796e+01,7.178145048e+01,6.901745214e+01,1.621890538e+01,3.812982336e+01,2.960462981e+01,5.388109197e+01,5.090258745e+01,3.361347072e+00,2.932321614e+01,8.677514392e+01,6.699922622e+01,1.522792456e+01,2.538534538e+01,1.293433222e+01,7.756100618e+01,7.850797496e+01,2.228780438e+01,1.882892297e+01,4.298591592e+00,6.028927273e+01,3.378524436e+01,1.278177578e+01,6.444855218e+01,1.519113185e+01,1.980203838e+00,9.549413631e+00,1.031902102e+00,9.457987825e+00,8.700445274e+01,1.485592572e+01,9.693794827e+00,5.484083708e+01,5.757776934e+01,3.169732621e+01,1.192024402e+01,8.980712271e+01,8.906018318e+01,5.995994662e+01,5.407503376e+01,8.711530259e+01,7.719414621e+01,8.467222297e+01,1.490344142e+01,6.671729626e+01,1.058405140e+01
5.608386175e+00,2.869259960e+01,3.475059330e+01,6.177499834e+01,1.752804611e+01,8.148658428e+01,1.636632286e+01,6.136812878e+01,4.881388244e+01,5.016587844e+01,2.989345929e+01,5.063566894e+01,4.203795765e+01,1.376599266e+01,1.930701349e+01,4.337222210e+01,6.793716609e+01,1.156355198e+01,5.154445460e+01,3.273587971e+01,2.804389618e+01,8.526277287e+01,4.807805156e+01,8.254092239e+01,6.579799460e+00,6.513085738e+01,5.714228150e+01,4.099860423e+01,3.531201738e+01,3.862090813e+01,8.574676431e+01,8.957736002e+01,1.825296272e+00,4.416478623e+01,1.621615501e+01,1.637886595e-01,1.107042121e+01,5.058955981e+01,5.382328464e+01,7.420847944e+01,2.322380595e+01,3.346302080e+01,2.653817126e+01,8.462535129e+01,4.623234286e+01,5.133896612e+01,4.198434296e+01,9.093591954e+00,9.206691905e+01,1.092375793e+01,6.067119867e+01,9.622957679e+01,6.108126942e+01,8.521456789e+01,7.678515638e+01
7.430856816e+01,8.146575080e+01,7.319065077e+01,5.690196068e-02,9.024524582e+01,5.903648217e+00,1.913323187e+01,9.079807275e+01,7.404930628e+01,9.620313302e+01,4.067850213e+01,7.564077141e+01,9.987724738e+01,1.649048544e+01,1.180222349e+01,4.452835670e+01,5.847275289e+01,8.551278315e+01,8.426850085e+01,8.373735651e+01,6.307903076e+01,7.961080349e+01,9.134473297e+01,1.347840903e+01,9.592820112e+01,1.682092132e+01,1.429940998e+01,4.031338671e+01,9.367697362e+01,3.123458085e+01,1.325588863e+01,6.627975582e+01,6.542111815e+01,3.559553298e+00,8.403176818e+01,5.115293069e+01,7.551170232e+00,8.294670425e+01,7.810354961e+01,1.892666648e+01,7.698228818e+00,4.158295847e+01,6.556625118e+00,3.025293246e+01,6.203499774e+01,7.876539321e+01,5.521036284e+01,1.602891553e+01,2.284859102e+00,6.321795590e+01,3.286042193e+01,6.263243786e+01,4.561190561e+01,9.514933766e+00,4.234340299e+01
7.915115260e+01,8.479029866e+01,1.059231603e+01,8.979260195e+01,2.641988614e+01,3.220957407e+01,4.085368618e+01,3.085923650e+01,5.811058057e+01,5.061432535e+01,4.648850326e+01,5.248300873e+00,6.051958585e+01,6.412994517e+01,8.288124656e+01,3.549083705e+01,8.030699755e+00,3.099490731e+01,5.501037472e+01,9.362275456e+01,8.666382556e+01,4.335338172e+01,6.558908519e+01,1.504499748e+01,9.036791770e+01,6.076348662e+01,2.526625199e+01,1.218988723e+01,1.993698048e+01,7.357609294e+01,7.477224175e+01,5.273718799e+00,4.918900043e+01,2.980878534e+01,8.264100223e-01,1.660770503e+01,6.559056021e+01,1.320744334e+01,2.171547974e+01,7.849924904e+01,2.065005781e+01,9.130468942e+01,4.515612332e+01,9.048363118e+01,1.222498303e+00,9.112866198e+01,8.128833688e+01,1.731371395e+01,9.746455072e+01,9.473353438e+01,3.766709870e+01,9.206381854e+01,9.036885886e+01,1.310632468e+01,9.844553158e+01
2.574526432e+01,6.328450726e+01,1.221022263e+01,4.741457156e+01,9.843153622e+01,3.616435008e+01,6.318694361e+01,6.019439655e-01,9.636776955e+01,4.743010792e+01,5.656462354e+01,5.174547155e+01,2.014286606e+01,6.160742710e+01,1.964922730e+01,5.497079320e+01,7.465640270e+01,4.892994957e+01,6.822676896e+01,6.775209076e+01,8.439555307e+00,7.164436643e+01,4.536470824e+01,1.079287133e+01,6.737967312e+01,1.633326568e+01,1.521562490e+01,7.403300032e+01,2.286447522e+01,2.615911019e+01,5.506161849e+01,6.328643160e+01,9.272197160e+01,9.661525876e+01,9.857667528e-01,4.794725443e+01,7.689935115e+01,4.850139676e+01,9.557063084e+00,3.592692864e+01,6.091364159e+01,4.427422931e+00,3.377607270e+00,3.287630502e+01,6.387572677e+01,9.279352028e+01,1.567812294e+01,3.236078717e+01,5.683928067e+01,1.984093641e+01,8.223716506e+01,6.210444184e+01,8.341290818e+01,3.484696852e+01,7.117874020e+00
1.724940658e+01,1.585792508e+01,6.119908236e+01,9.223553427e+01,9.294870470e+01,6.315102438e+01,8.336967183e+01,2.978050577e+01,4.434634330e+01,7.677436875e+01,9.149146427e+01,9.062064161e+01,9.480988235e+01,3.207539478e+01,9.488910406e+01,3.704759173e+01,9.903366578e+01,6.050157737e+01,9.184288880e+00,4.291864263e+01,3.775384808e+01,2.323136966e+01,8.367787786e+01,9.224870849e+01,9.170170915e+00,8.125667392e+01,9.600349335e+01,8.306632280e+01,6.512988464e+01,8.919731259e+00,4.785760264e+01,1.526160778e+01,5.551210508e+00,9.254586958e+01,2.596190070e+01,6.399600015e+01,2.127953993e+01,3.898974450e+01,6.737480149e+01,6.827020392e+01,8.539705738e+01,2.102329996e+01,6.653330204e+01,4.093744607e+01,7.473972338e+01,1.038031590e+01,3.788969529e+01,6.715205494e+01,3.768634443e+01,5.109639767e+01,5.690037518e+01,4.039232878e+01,9.101567543e+01,3.274267775e+01,6.385455248e+01
7.673602373e+01,8.500086040e+01,5.309448738e+01,4.168664352e+01,9.476801201e+01,6.027521801e+01,8.076633939e+01,8.776426706e+01,3.145544053e+01,5.425230344e+01,1.062256870e+01,6.288223628e+01,5.110079129e+01,5.760843319e+01,5.048335255e+01,4.464895161e+01,3.162330214e+01,1.002638416e+00,5.813976921e+01,8.180123318e+01,9.678022263e+00,8.143063958e+01,2.674382327e+01,3.891218270e+01,8.659231122e+01,6.019901114e+01,9.866932940e+01,8.601787454e-01,5.956665299e+01,5.066317374e+01,9.429194820e+01,2.477658519e+01,8.660868137e+01,2.604939792e+01,1.458113144e+01,4.446746088e+01,8.577860943e-02,7.919087170e+01,9.286064362e+01,5.088384465e+01,4.425273292e+01,6.001768875e+01,4.212913533e+01,9.147711682e+01,7.895079708e+01,8.862132563e+01,3.830007643e+01,4.039223875e+01,9.020002457e+01,7.909002758e+01,5.459525883e+01,1.302538417e+01,3.384606997e+01,1.031386279e+01,5.669321051e+01
9.530437858e+01,3.309500708e+00,5.846716568e+01,3.742313335e+01,3.871800849e+01,6.200991692e+01,3.896527200e+01,4.580839883e+01,3.572188980e+01,9.065683370e+01,1.039965257e+01,9.040936033e+01,7.072797055e+01,5.985655736e+01,2.109025871e+01,4.577824354e+01,2.899938186e+01,7.244393822e+01,1.195251465e+01,1.312302418e+01,7.140046591e+01,4.759818100e+01,2.917016358e+01,9.992188610e+01,6.539715286e+01,5.656059848e+01,9.019060786e+01,5.609535369e+01,8.254913648e+01,8.053080830e+01,2.065770201e+01,3.959939385e+00,2.529283112e+01,1.348668013e+01,2.206143998e+01,1.346482584e+01,7.102894926e+00,9.615312964e+01,1.828487094e+01,4.851917894e+01,5.114169417e+01,7.391704272e+01,9.352680431e+01,9.827191813e+01,1.211176417e+01,9.949620451e+01,8.502811271e+01,1.309216822e+01,6.552685120e+01,5.950713191e+01,1.006461512e+01,3.407251632e+00,2.199625611e+01,1.060083223e+01,9.048410841e+01
5.630280854e+01,2.416367507e+01,5.498777224e+01,9.898976434e+00,6.740364164e+01,3.484979796e+01,6.735419803e+01,9.356815959e+01,3.856701659e+01,8.613404239e+01,5.975922884e+01,4.439352038e+00,7.698319088e+01,7.080246352e+01,4.317152398e+01,1.064945185e+01,8.975914658e+00,2.212124664e+01,1.160722594e+01,3.729862771e+01,2.034858260e+01,4.980891215e+01,6.568159650e+01,2.418027982e+01,8.680511114e+01,4.635513633e+01,6.704629896e+01,6.501148775e+01,3.916928066e+01,2.688324667e+01,1.553701748e+01,9.115148913e+01,2.723169029e+01,1.560187356e+01,6.977356303e+01,7.873198731e+01,4.390648976e+01,3.848625013e+01,6.967834806e+00,6.018871969e+01,6.062374871e+01,6.168883009e+01,1.078447204e+01,8.336012228e-01,2.534360373e+01,9.385363772e+00,9.194246962e+01,4.892759251e+01,8.013134699e+01,9.878186237e+01,3.514432543e+01,5.730491393e+00,6.531161353e+01,4.981616073e+01,3.151548669e+01
9.994138462e+01,5.363421211e+01,6.228352322e+01,2.585134716e+01,1.324744955e+01,6.370491936e+01,9.125408390e+01,6.989778698e+01,1.471089384e+01,6.150942347e+01,1.071383057e+01,8.769398555e+01,6.989493037e+01,2.671137304e+01,8.855058107e-01,8.649297178e+01,8.619436724e+01,9.206442375e+01,2.227191388e+01,9.102289062e+01,8.922067604e+01,3.907318715e+01,6.322557899e+00,7.471107586e+01,3.702874841e+01,6.580368968e+01,7.904565924e+01,2.298101354e+01,5.913693569e+01,7.307870772e+01,7.165838717e+00,3.850213990e+01,4.345152018e+00,5.557162810e+01,7.419372024e+01,1.507573103e+00,9.315832840e+01,9.519041183e+01,3.271971043e+01,7.225889834e+01,9.082348938e+01,7.903468076e-01,8.990446257e+01,4.795254764e+01,3.262934374e+01,3.222516866e+01,4.342944664e+01,9.840376622e+01,1.450746557e+01,8.505767382e+01,7.213313936e+01,6.551770302e+01,9.369060189e+01,5.277263830e+00,2.185202983e+01
4.863603949e+01,5.260961419e+01,2.978182843e+01,8.398191069e+01,2.028264768e+01,9.168328317e+01,6.893398521e+01,4.107106415e+01,1.353858006e+01,9.094386629e+01,7.542132071e+01,4.129051310e+00,5.583392729e+01,2.958182658e+01,7.788012828e+01,5.735553193e+01,4.781154183e+01,1.770306808e+01,5.659607029e+01,7.203162393e+00,3.612558207e+01,5.445320631e+01,9.191061093e+01,3.056732222e+01,5.268453253e+01,1.692043265e+01,8.989212747e+01,6.519196590e-01,5.387049584e+01,4.365611939e+01,6.490451239e+01,4.483645738e+01,7.905321478e+01,7.254255763e+01,1.105541341e+01,4.245095083e+01,9.988271541e+01,6.688055663e+01,2.506899160e+01,1.993912884e+01,8.548520952e+01,6.851393141e+01,7.635217540e+01,7.156561775e+01,4.937358520e+00,7.360190068e+01,4.475315448e+01,2.472355777e+01,8.865117256e+01,1.711159749e+01,8.905315928e+01,7.392879699e+01,6.843195148e+01,6.264117654e+01,8.344705697e+01
6.351800818e+00,2.064602050e+01,7.773106044e+01,8.015402397e+01,2.005137068e+01,6.017550898e+01,7.706373742e+01,5.319579625e+01,7.493934810e+01,2.760162124e+01,2.403909474e+00,3.281268366e+01,7.164725803e+01,6.484954243e+01,4.766680693e+01,4.649969842e+01,5.953035190e+01,6.124802118e+01,1.186011145e+01,6.023110365e+01,8.973722378e+00,1.889529192e-01,9.236691712e+00,3.969800619e+01,5.171461725e+01,4.232997818e+01,6.737676428e+01,7.485230609e+01,7.293361503e+01,5.490158547e+01,8.789412539e+01,4.440517350e+01,1.058013355e+01,5.447772552e+01,7.741889774e+00,7.302881989e+01,9.313597839e+00,4.944314177e+01,2.572778547e+01,1.044306605e+01,2.899071034e+01,8.213218495e+01,3.280056315e+01,9.303018851e+01,8.318693727e+01,4.874962589e+01,8.498187957e+01,9.748353994e+00,1.759313506e+00,7.826484738e+01,5.193205608e+01,3.002917143e+01,5.153898427e+01,4.570503827e+01,4.105105514e+01
3.434970582e+01,1.635774144e+01,4.687469172e+01,4.573177393e+01,1.996220237e+01,7.486037210e+01,9.995357770e+01,2.796209203e+01,2.977547448e+01,9.607101933e+01,3.669742728e+01,6.794541136e+01,1.466607872e+01,8.579388718e+00,7.072985286e+01,7.056116096e+01,1.380643771e+01,1.490176454e+01,5.173307026e+01,3.014776202e+01,6.509341221e+00,7.004969527e+01,9.585746647e+00,2.317325267e+01,2.757102001e+00,8.983472921e+01,2.210617872e+01,5.674629623e+01,1.630263891e+01,3.918343094e+01,2.650313092e+01,2.380081475e-01,3.665404936e+01,4.558997657e+01,3.691357938e+01,1.302240229e+01,2.441378758e+01,1.498286211e+01,8.642648716e+01,2.577227704e+00,9.840075549e+01,1.541094701e+01,3.135692159e+00,7.257771469e+01,6.839201843e-01,4.480436645e+01,4.058819372e+01,2.019370217e+00,7.570910703e+01,6.760901887e+01,5.495983642e+01,1.132961936e+01,7.146261127e+01,6.441838094e+01,3.967996656e+01
5.597535416e+01,3.171723453e+01,2.953734230e+01,8.980930989e+01,5.276610491e+01,5.965234624e+01,3.439879143e+01,3.644760936e+01,9.934340244e+01,3.526182740e+01,6.408001725e+01,3.379648275e+01,4.449858963e+01,5.493294419e+01,5.294946435e+01,5.274466360e+01,1.437668215e+01,3.969390352e+01,2.571239723e+01,5.511621546e+01,9.573375246e+01,4.098736107e+01,4.355858231e+01,1.015944834e-01,9.926394000e+01,7.482005491e+01,4.608807361e+01,8.954127839e+01,2.363621394e+01,5.713422574e+01,8.390372360e+01,1.874163898e+01,1.823917626e+01,6.280530025e+00,9.766442075e+00,6.107739995e+01,9.166184307e+01,5.669036487e+01,2.215467070e+01,8.252059417e+00,6.320136224e+01,9.106769559e+01,3.888472117e+01,8.623215085e+01,6.250550228e+01,9.412657727e+01,3.523024532e+01,7.953592147e+01,5.883447805e+00,6.309520330e+01,6.018736626e+01,4.534778621e+01,6.272921757e+01,5.144984946e+01,4.267972701e+00
8.288668192e+01,7.754204819e+01,8.457285120e+01,2.374655520e+01,5.494314990e+01,4.423239326e+01,8.233587423e+01,8.186658097e+01,2.527672121e+01,4.754033853e+00,4.980137080e+01,7.216805110e+01,4.358348930e+01,7.539455952e+01,8.927703656e+01,2.804416275e+01,8.780759561e+01,7.329483096e+01,6.262148532e+01,5.822566919e+01,2.457142527e+01,7.215022274e+01,2.995164214e+00,8.853387902e+01,5.423772173e+01,4.448048174e+01,5.403719393e+01,7.498728021e+01,2.021127388e+01,4.054197806e+01,2.439638766e+01,6.806300733e+01,8.073491717e+01,1.095754514e+01,5.476728726e+01,7.796427768e+01,3.630062949e+01,9.138932273e+01,3.018564385e+01,9.783382028e+01,1.855103517e+01,2.700272165e+01,4.168442909e+01,8.730510113e+01,1.715846510e+01,7.549220023e+01,6.982025758e+01,2.787262040e+01,4.646627249e+01,6.334349155e+01,5.737016459e+01,8.040889671e+01,9.744171801e+01,9.026686568e+01,4.061918495e+01
9.524836842e+01,1.095193874e+01,1.177918356e+00,1.570874272e+01,5.517365554e+01,7.894987326e+00,8.864841180e+01,8.550177066e+01,2.321921051e+01,9.719937543e+01,9.075428208e+01,7.969221830e+00,2.837573420e+01,5.947954994e+01,3.456339260e+01,4.292558289e+01,8.049550399e+01,5.519789879e+01,9.031192644e+01,6.585949233e+01,2.994110046e+01,3.393358825e+01,8.487387106e+01,5.929501402e+01,1.168852246e+01,5.530072785e+01,2.499695034e+01,5.628965868e+01,7.185434259e+01,5.654493338e+01,8.144473390e-01,4.886352221e+01,9.453234866e+01,7.459155013e+01,4.776246231e+01,8.535991183e+01,5.169169260e+01,4.545977942e+01,9.266005225e+01,7.687747423e+01,9.223846683e+01,5.384254631e+01,5.226474411e+01,7.095415633e+00,3.624294726e+00,6.514623232e+01,7.391437677e+01,8.788048341e+01,5.819506615e+01,6.819531508e+01,4.349974005e+01,9.964392481e+01,4.366324930e+01,2.966840510e+01,3.531202287e+01
7.702257874e+01,3.860701950e+01,8.733950164e+01,8.124699536e+01,7.058019891e+01,2.206672599e+01,7.681979941e+01,6.071208926e+01,7.010840528e+01,8.319988937e+01,8.791899330e+01,5.389736988e+01,9.305443539e+01,5.691179099e-01,3.905425583e+01,9.079343287e+01,4.515516936e+01,2.448385378e+00,9.632191068e+01,4.470475363e+01,6.715221877e+01,2.951256435e+01,5.311006564e+01,4.817797204e+01,6.448429558e+01,5.308849005e+01,4.148824879e+01,2.961127163e+00,4.171838362e+01,7.433591456e+01,2.214149310e+01,2.334250563e+01,2.942858638e+01,8.183596229e+00,5.501292427e+01,2.088519508e+01,7.557520621e+01,4.488879719e+01,9.394868717e+01,6.960255089e+01,9.378997432e+00,3.407053367e+01,2.235141026e+00,5.367128700e+01,3.774983235e+01,3.072038310e+01,3.065539980e+01,3.696610307e+01,5.017054818e+01,5.372994234e+01,1.314732585e+01,3.852858720e+01,1.608019181e+01,4.776647303e+01,8.201097701e+01
4.980426685e+01,7.454639375e+01,2.884850198e+01,7.097053414e+01,5.945863628e+01,2.143975044e+01,5.834182349e+01,5.173705860e+00,2.642721802e+01,9.548881361e+01,9.343020213e+01,7.872496937e+01,1.014488845e+01,6.932659310e+01,7.401488310e+01,6.484322866e+01,2.845252135e+01,6.738733202e+01,7.740397798e+01,3.417373100e+01,2.409275782e+01,5.935674009e+01,1.978534852e+01,8.650304014e+01,6.474458952e+01,4.878615373e+01,8.190776643e+01,1.445754163e+01,5.686956144e+01,4.315235176e+01,8.632744221e+01,4.773089889e+00,8.403232238e+01,9.646707549e+01,8.170718237e+01,5.926568062e+01,2.998585285e+01,1.842863942e+01,1.682016296e+01,2.266580424e+01,9.370660636e+01,2.147927255e+01,7.821589675e+01,1.200719111e+01,8.987863743e+01,5.966132070e+01,3.321779389e+00,8.346558418e+01,4.732758958e+01,5.593677441e+01,8.092273188e+01,3.188095654e+01,9.094525857e+01,5.614277060e+01,1.436805668e+01
4.798089489e+01,5.047449811e+01,9.419265132e+01,7.442257218e+01,1.550357345e+01,8.288446678e+01,1.271154425e+01,1.853540324e+01,9.965022729e-01,5.843807830e+01,9.179384987e+00,3.483451872e+01,2.093829891e+01,1.697409116e+01,7.998394317e+01,7.726974825e+01,1.188023141e+01,7.408090296e+01,2.166337416e+01,4.826868709e+01,1.658975564e+01,6.140254966e+01,1.689649980e+01,3.927338834e+01,4.701327825e+01,9.315741875e+01,3.717469127e+00,1.625524366e+01,5.893095439e+01,4.809543207e+01,5.212682800e+01,5.719288745e+01,8.037510965e+01,9.376603188e+01,7.649197834e+00,7.318312470e+01,9.094815228e+01,9.509332115e+01,7.381291609e+01,9.482678689e+01,1.359208074e+01,5.596255579e+01,3.806652268e+01,1.807073450e+01,6.968060146e+01,6.226813782e+01,2.698868589e+01,6.414103102e+01,9.984513134e+00,4.557966521e+01,4.548227123e+01,8.118770475e+01,7.450103852e+00,5.161258161e+01,4.259762011e+01
7.542357910e+01,1.385256913e+01,8.498159566e+01,7.680210631e+01,5.525760137e+01,7.110463285e+01,8.459332762e+01,4.914629603e+01,5.906715577e+01,2.850039449e+01,4.357454850e+01,7.768894639e+00,6.106352492e-01,1.825346394e+01,7.431541425e+01,1.022407758e+01,2.514558366e+01,5.457692413e+01,6.045795836e+01,7.109230074e+01,4.499695094e+01,3.062341897e+01,5.865824015e+00,9.011588321e+00,8.435238056e+01,7.874631834e+01,7.576197892e+01,4.991711171e+01,9.520573508e+01,8.889064534e+01,8.568089352e+01,5.359248877e+01,4.947829392e+01,4.072218611e+01,3.308731571e+01,9.742443825e+01,5.577572875e+01,9.935352446e+01,3.944812657e+01,8.041874549e+01,3.176862479e+01,8.146159172e+01,7.535051560e+01,3.774272669e+01,2.346889885e+01,8.638546726e+01,4.878307288e+01,8.039814432e+01,4.003222861e+01,2.945861032e+01,9.289953188e+00,5.735959524e+01,5.652897883e+01,7.767091589e+01,4.700946128e+00
8.805473219e+01,5.329942852e+01,1.721253124e+01,6.247726353e+01,4.972943995e+01,6.236425681e+01,7.662161810e+00,5.395614650e+01,3.116554863e+01,8.456915501e+00,6.280722974e+01,9.803591757e+01,5.191397784e+01,5.275941314e+01,4.493574213e+01,5.344557520e+01,7.583498215e+01,9.642008130e+01,6.847267965e+01,2.657245723e+01,6.350308949e+01,2.607472804e+01,3.170406266e+01,3.804928017e+00,3.775046564e+01,8.475400147e+00,4.566251333e+01,5.259082162e+01,9.952089204e+01,3.834573836e+01,3.263515100e+01,5.487506181e+01,6.941093216e+01,9.478464373e+01,3.661729992e+01,3.023942137e+01,5.565149040e+00,8.997925442e+00,7.393818242e+01,9.948977060e+01,9.614305340e+01,5.864905149e+01,6.623610649e+01,1.504300771e+01,9.127093718e+01,7.286969626e+01,1.900994660e+01,6.954436136e+01,6.247359012e+01,5.762580107e+01,7.973234333e+00,1.145272880e+01,3.311806456e+01,1.394819957e+01,5.336014644e+01
1.219622666e+01,2.448493817e+01,5.987082151e+01,2.694183037e+01,7.838467950e+00,3.065481052e+01,5.418832151e+01,8.414138331e+01,1.110057767e+01,3.242762487e+00,1.029587315e+01,2.984801295e+01,4.170568726e+01,4.958644917e+01,6.567130156e+01,4.783668317e+01,8.811073584e+01,8.204319390e+01,5.470618463e+01,1.887025938e+01,5.902496285e+01,9.992744714e+01,4.079407877e+01,3.749801310e+01,5.161399189e+01,4.059148873e+01,3.447343969e+01,5.440742810e+01,5.165388355e+01,1.239787141e+01,3.569999340e+01,7.488170352e+00,5.474882277e+01,9.958475054e+01,6.493426162e+01,3.084253712e+01,7.721823277e+01,3.688296063e+01,3.705779047e+01,5.466147210e+01,3.370247174e+01,8.671028368e+01,8.391677911e+01,1.591165247e+01,2.515700428e+01,2.536260602e+01,2.165592264e+00,1.988764723e+01,3.601084425e+01,7.551987621e+01,5.776768944e+01,5.505076485e+01,1.866286468e+01,7.622418754e+01,9.200235871e+01
7.957200116e+01,3.663093819e+01,9.872892033e+01,2.277422285e+01,7.337996832e+01,1.355320559e+01,7.389120161e+01,6.046318564e+00,8.463257810e+01,5.600725938e+01,7.406192804e+01,2.341553043e+00,6.862030999e+01,7.164452071e+01,4.007361132e+01,7.202276886e+01,6.246351467e+01,5.427392676e+00,9.554411979e+01,3.944501305e+01,1.204783642e+01,1.056063208e+01,4.167505265e+01,8.200905451e+01,5.256803462e+01,6.337266315e+01,2.149891961e+01,1.140328777e+01,7.122039444e+01,7.450347441e+01,5.887530147e+00,6.119033023e+01,5.219172418e+01,7.287603440e-01,6.624860885e+01,4.585893571e+01,3.246496435e+01,8.008021104e+01,2.351764596e+01,8.421683117e+00,7.060766480e+01,9.005489140e+01,9.076568540e+01,3.345386333e+01,4.867770604e+01,2.281688054e+01,9.446753687e+01,5.733422141e+01,6.977563385e+01,3.628986026e+01,4.231769968e+01,8.064626261e+01,7.531251713e+01,5.215899085e+01,4.207727263e+01
2.317301596e+01,5.982442085e+01,8.060474369e+01,5.115011923e+01,8.220800342e+01,6.096636634e+01,2.673267045e+01,6.294049643e+01,7.839399315e+01,4.785373349e+01,7.783562987e+01,2.372055162e+01,6.958839444e+00,7.381174284e+01,9.247406457e+00,7.331413013e+01,3.135421052e+01,4.023541432e+01,5.466761606e+01,6.164127629e+01,2.951889434e+01,1.261061928e+01,4.206963420e+01,8.492558543e+01,4.960926049e+01,4.406080654e+01,7.595505953e+01,8.802605249e+01,3.517175515e+01,6.438073834e+01,8.461898266e+01,9.066062763e+01,6.824784832e+01,2.278785647e+01,4.127722134e+01,2.256789091e+01,5.688603654e+01,4.258720721e+01,9.688370738e+01,5.208335417e+01,6.607946566e+01,7.167783342e+00,9.205966162e+01,6.698854299e+00,6.285597676e+01,7.787669713e+01,5.113050805e+01,4.647912905e+01,5.319596292e+01,6.909926254e+01,2.062455005e+01,4.282177033e+01,3.044162007e+01,8.324596727e+01,9.589848772e+01
