v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
3.832781952e+01,6.474949540e+01,2.111492178e+01,5.199285151e+01,2.559107419e+01,7.367698695e+00,5.720126819e+01,6.888367015e+01,3.662976904e+01,1.308525029e+01,6.383732493e+01,5.499229671e+01,7.377285802e+01,8.715083656e+01,1.112712856e+01,9.870390516e+01,7.437396163e+01,3.733606334e+01,9.268767084e+01,7.978881678e+01,4.745499955e+01,9.455923460e+01,9.853508716e-01,6.926984109e+01,2.890880473e+00
8.266998330e+01,2.170486080e+01,3.217877547e+01,3.820762437e+00,1.301200510e+01,6.264041347e+00,6.015297973e+00,6.704732868e+01,4.731636637e+01,3.467782235e+01,3.797555112e+01,9.251194311e+01,2.725882009e+01,7.261869160e+01,8.396063895e+01,8.002001925e+01,7.474460778e+01,4.410079336e+00,5.989342401e+01,3.537871674e+01,7.364475011e+01,6.371716506e+01,4.578974404e+00,7.509370139e+01,9.835771527e+01
6.266518079e+01,7.292228866e+01,5.872424763e+01,7.871655244e+01,9.082844664e+01,6.918900363e+01,1.161965494e+01,7.004308909e+01,5.314548221e+01,2.651225123e+01,8.116985180e+01,5.752464182e+01,9.554836283e+01,1.445936921e+01,3.419673761e+01,6.326769742e+01,7.495239212e+01,7.312872414e+01,6.110147220e+01,3.836259630e+01,9.997601774e+01,8.712308194e+01,1.941753895e+01,1.573760134e+01,8.772791046e+01
2.133083876e+01,1.486733849e+01,7.484704979e+01,6.821952739e+01,2.497420890e+01,1.772862447e+01,8.266100344e+01,9.638087255e+01,7.565108908e+01,7.049714452e+00,5.666196500e+01,5.567155934e+01,1.184531481e+00,4.550217167e+01,3.773050528e+01,6.959609088e+01,6.708178047e+01,3.717054823e+00,8.360592778e+01,9.684697064e+01,3.165523401e+00,7.753882671e+01,6.622183861e+00,5.185284974e+01,2.351098312e+00
1.008632964e+01,9.747462767e+01,6.183972431e+01,3.055230726e+01,2.129294695e+01,2.608094301e+01,9.662108423e+01,2.396830679e+01,7.844311249e+01,8.490267053e+01,6.570338150e+01,6.025612999e+01,7.041271655e-01,3.766994227e+01,2.765327653e+01,3.985120176e+01,7.922132157e+01,4.706329840e+01,5.490942587e+01,2.761114670e+01,8.604317975e+01,6.171010642e+01,1.797207348e+00,5.458286519e+01,7.189519207e+01
1.666568345e+01,8.582818808e+01,9.656086669e+01,6.786641056e+01,9.341829134e+01,1.909133726e+01,2.430009253e+01,3.210649005e+01,7.618718620e+01,8.796529344e+01,3.616114350e+01,4.908146780e+01,6.355869861e+01,7.513076894e+01,9.496689806e+01,6.389855632e+01,1.554201934e+00,9.585928837e+01,5.350687278e+01,9.009211443e+01,8.080710828e+01,3.313585296e+01,4.535351012e+01,1.484507926e+01,6.028159625e+01
2.220361315e+01,2.977382493e+01,4.163783883e+01,2.365695540e+01,6.122579686e+01,3.104118110e+01,4.488705768e+01,5.967862482e+00,5.872033353e+01,2.023927193e+01,8.221708235e+01,2.887821157e+01,8.725856474e+00,2.951024661e+01,4.158774344e+01,5.476405233e+01,3.095744560e+01,3.004335115e+01,2.150137190e+01,1.201369476e+01,5.068960223e+01,8.697166047e+01,4.154538886e+01,4.256936374e+01,6.645568710e+01
5.980652140e+01,1.957867497e+01,8.587947382e+01,4.486103767e+01,8.390850492e+01,1.212945388e+01,6.676651717e+01,8.292150236e+01,2.818560766e+01,2.990278988e+01,1.154962114e+01,1.076046974e+01,2.970346833e+01,8.252969862e+01,5.567198458e+00,9.302525602e+01,3.001607037e+01,1.013642482e+01,4.883840829e+01,9.291113827e+01,2.235466440e+01,8.368727115e+01,6.173719660e+01,9.534250123e+01,9.349402893e+01
4.026809149e+01,4.840583575e+01,4.248733862e+01,2.595716874e+01,1.891762986e+01,8.407912654e+01,2.904200170e+01,9.490974067e+01,5.347757470e+01,7.465339791e+01,3.631121568e+01,4.153298099e+01,9.517215039e+01,8.880725999e+01,1.288870654e+01,9.801389047e+01,7.961923057e+01,1.099998869e+01,8.470150769e+01,4.507495298e+01,2.747335297e+01,2.951001101e+00,8.491181163e+01,2.972680766e+01,9.374128355e+01
1.101324636e+01,1.387971045e+01,8.071784527e+01,9.113453839e+01,6.288068863e+01,4.665219627e+01,4.900619377e+01,2.235225129e+01,3.357537832e+01,3.751676645e+01,1.092855908e+01,8.730734475e+01,8.584030559e+00,1.293510231e+01,9.182866597e+01,8.363750320e+01,2.724813881e+01,5.761010708e+01,4.396327127e+01,5.973228298e+01,8.565556656e+01,1.661020606e+01,7.116573343e+01,6.810045647e+01,3.303483033e+01
5.889863252e+01,9.915378060e+01,3.227662761e+01,9.993445187e+01,3.675786662e+01,1.638123873e+01,3.134620471e+01,6.100696671e+01,9.649275079e+01,7.391458467e+01,2.613724614e+01,2.926819635e+01,9.913296838e+01,5.881334436e+01,9.386280185e+01,3.685119115e+01,3.064397621e+01,1.767585736e+01,5.035521038e+01,7.630485102e+00,5.794833999e+01,3.785016378e+01,2.435112161e+01,8.357100139e+01,1.669070446e+01
6.783290866e+01,4.170360407e+01,9.697080946e+01,3.039854203e+01,2.099161690e+01,1.695108844e+01,7.122773968e+01,5.630308999e+01,3.933638902e+01,7.954370295e+00,4.636059354e+01,1.485254139e+01,4.960778818e+01,5.125047418e+00,1.016649561e+01,1.361857377e+01,3.801360105e+01,4.443000239e+01,6.265886572e+01,7.735455172e+01,8.359421926e+01,8.033572692e+01,3.211297275e+01,1.550786633e+01,2.388953434e+01
8.079219472e+01,4.909978209e+01,9.011704455e+01,4.995035631e+01,9.494970938e+01,1.832532681e+01,8.589105522e+01,1.400782641e+00,6.577503430e+01,7.688926423e+01,1.330255206e+01,4.861330707e+01,7.544471257e+01,3.510586402e+01,5.357390200e+01,2.868490150e+01,1.002044303e+01,8.787814393e+01,6.033198404e+01,6.250078359e+01,7.477001990e+01,4.897646648e+01,5.884582532e+01,6.723164734e+01,1.113834940e+01
2.368281916e+01,8.837896209e+01,5.369419247e+01,2.221183348e+00,9.661515950e+01,1.925606439e+01,4.415489385e+01,6.998527264e+01,9.495994129e+01,5.796896318e+01,4.518521104e+01,3.989140305e+01,3.691470512e+01,2.221819028e+01,6.966985444e+01,9.063633657e+01,1.811850898e+01,4.660987675e+01,6.342729359e+01,6.777980741e+01,8.401379332e+01,5.252571044e+01,1.786475561e+01,9.390352431e+01,3.406634909e+01
3.161914223e+01,2.039952558e+01,5.184471351e+01,6.515270792e+01,2.262535204e+00,4.214366700e+01,4.873634204e+00,9.433653402e+01,3.391353651e+01,3.184141650e+01,5.391085534e+01,7.956027910e+01,7.982553221e+01,7.927055482e+01,2.072021459e+01,4.955916572e+01,2.430905839e+01,8.515855232e+01,8.258090215e+01,4.415310543e+01,3.324692579e+01,3.810484458e+01,3.583395278e+01,9.562156593e+01,1.287882772e+01
7.706701965e+01,9.999786444e+00,8.235144438e+01,8.936957558e+01,8.340903469e+01,5.653728289e+01,8.705637395e+01,4.766388878e+01,3.174805482e+01,4.480479921e+01,6.094747643e+01,6.989103037e+01,4.091141937e+01,6.568010463e+01,1.101656150e+01,6.063994999e+01,2.174255028e+01,2.655448253e+01,9.735421048e+01,7.834715783e+01,1.324505376e+00,6.124351945e+01,2.509296508e+01,2.967877859e+01,4.079211436e+01
1.415831786e+01,7.157785918e+00,7.853924193e+01,9.401522855e+01,7.889965871e+01,5.307528617e+01,1.416646483e+00,8.288003923e+01,6.144316030e+01,8.324367303e+01,7.990800376e+01,8.745602647e+01,8.201311733e+01,9.915878440e+01,7.709492565e+01,9.778307847e+01,7.914958189e+01,9.314163974e+01,8.672391723e+01,5.567035120e+01,6.356151140e+01,4.737208276e+01,9.537198378e+01,6.024286139e+01,7.611673326e+01
5.483738262e+01,7.434554088e+01,8.154227899e+00,7.304985154e+01,9.478749873e+01,4.002258144e+01,3.230021832e+01,5.447990174e+01,2.406062077e+01,1.325808563e+01,9.669707365e+00,3.219213747e+01,2.780100276e+01,8.933365779e+01,5.674993176e+01,9.926869765e+01,8.921100691e+01,5.408691569e+01,4.677308043e+01,9.878778357e+01,4.424147631e+01,8.174770782e+01,2.487941361e+01,4.926215106e+01,8.534644752e+01
4.949389388e+01,6.721677689e+01,9.552975963e+01,9.634405261e+01,4.867461563e+01,6.269172114e+01,8.926829843e+01,8.976392765e+01,4.756449735e+01,6.083192447e+01,8.410756927e+01,4.129652523e+00,7.880323184e+01,5.097748916e+01,8.352957844e+01,9.465645528e+01,5.208192772e+01,8.230780104e+01,8.392425325e+01,3.312736069e+00,3.927510094e+01,6.871323735e+01,9.203057754e+01,9.468723650e+01,8.474891425e+01
2.111270176e+01,3.021602283e+01,7.875425838e+01,8.898457667e+01,6.458171252e+01,8.387242670e+01,9.934628829e+01,8.640641700e+01,2.730881017e+01,8.221909424e+01,5.723016479e+01,4.872867968e+01,2.667884475e+01,2.925285949e+01,2.617689184e+01,5.627238176e+01,4.115305762e+01,9.962257274e+01,7.446283588e+01,5.224652958e+01,5.289708705e+00,7.388741438e+01,9.001643014e+01,3.516204005e+00,4.904634913e+01
8.841340473e+00,9.430886110e+01,1.011601538e+01,3.868840922e+01,9.014846140e+01,7.027877609e+01,9.270863482e+01,2.420148038e+01,9.206053800e+01,6.301153294e+01,5.799325494e+01,4.319200396e+01,9.984675758e+01,6.306666554e+01,8.466005435e+01,9.635222064e+01,3.182189121e+01,6.605944338e+01,2.819952386e+01,5.915533073e+01,8.052659946e+01,5.173184613e+01,8.992849909e+01,2.087491633e+01,5.848782268e+01
3.487350419e+01,4.332043065e+01,9.381462843e+01,7.988193541e+00,5.956695648e+01,2.587189656e+01,8.024693399e+01,2.100061131e+01,6.061107267e+01,6.728892756e+01,4.400111253e+01,9.245893581e+01,5.252644210e+01,8.801491183e+01,3.694049178e+01,7.388004769e+01,8.592343240e+01,2.565707792e+01,8.147634324e+01,4.628125194e+01,5.426059160e+01,1.518275306e+01,2.255116448e+00,4.048744486e+01,2.036348621e+00
6.078873189e+01,9.814703633e+01,7.997761408e+01,5.312592777e+01,5.592680568e+01,2.889388321e+01,6.800344187e+01,4.893537742e+00,2.390823501e+01,7.840396425e+01,7.955359460e+01,1.799978869e+01,2.839534316e+01,1.627625484e+01,2.520629970e+01,7.699312740e+01,3.621165988e+01,8.303079220e+01,8.289671772e+01,2.393605593e+01,6.372739790e+01,1.848860315e+01,9.895126121e+01,3.797598404e+01,5.578491066e+01
5.650341332e+01,1.052638062e+01,8.840874675e+01,7.744437831e+01,8.598637024e+01,2.103037946e+01,7.583268114e+00,9.835259403e-01,5.174896260e+01,6.271662535e+01,6.141928303e+01,1.987818762e+01,6.375308952e+01,5.045818766e+01,6.140258994e+01,3.760716291e+01,3.441705736e+01,2.090668853e+01,2.775607852e+01,1.166377842e+01,9.693716205e+00,7.975892507e+01,9.767784092e+01,6.590030514e+01,8.097970742e+01
9.929711504e+01,2.327859641e+01,3.576089930e+01,7.375286265e+00,5.560052707e+01,2.397003243e+00,2.711320155e+01,5.028119162e+00,4.179363271e+01,8.337747710e+01,7.470851124e+01,7.338756343e+01,1.308333474e+01,4.662441504e+01,3.373832870e+01,2.278189637e+01,9.214133491e+01,5.952167950e+01,9.721010151e+01,5.771889160e+01,2.884072942e+01,1.823400365e+00,7.626304514e+01,2.839479762e+01,2.464284701e+01
8.406254996e+01,4.304508142e+01,9.339469105e+01,4.396183894e+01,1.036437103e+01,4.376853154e+01,3.172831725e+01,1.673140563e+01,1.496353952e+01,4.916853939e+01,1.963255659e+01,3.638218798e+01,4.483682093e+01,9.799273645e+01,5.009815532e+01,4.404923115e+01,9.107768487e+01,3.099969722e+01,4.206611683e+01,5.068881620e+01,6.671034440e+01,1.321563200e+01,2.464919311e+01,7.467048623e+01,1.254730265e+01
8.925420326e+01,5.535429655e+01,6.709347209e+01,1.580108896e+01,5.916745429e+01,9.721578467e+01,4.090207968e+00,6.736808762e+01,9.794531569e+01,7.147998230e+01,5.364552029e+01,6.834675440e+01,2.836279266e+00,7.463568865e+01,4.469561565e+01,1.392236012e+01,9.027211903e+01,9.634382895e+01,2.132008380e+01,8.607426491e+01,7.865862522e+01,1.707555288e+01,1.770373060e+01,3.131419242e+01,1.297734531e+01
6.174495491e+00,3.636948268e+00,4.572767514e+01,7.768062181e+01,8.755604827e+00,7.076184116e+00,5.840237502e+01,8.425579482e+01,5.811005408e+01,2.059333237e+01,2.412460006e+01,6.116971048e+01,2.920114433e+01,8.796811119e+01,9.222703807e+01,1.310528274e+00,9.743425441e+01,2.794598464e+01,6.517120531e+01,8.207267573e+01,7.216313362e+01,2.822429381e+01,4.209443029e+01,9.657336268e+01,5.074720281e+01
7.443514869e+01,9.468066159e+01,8.928524423e+01,4.938126797e+01,7.679052598e+01,5.195299103e+01,9.181936195e+00,9.274014302e+01,6.008461741e+01,5.005266208e-02,2.952698987e+01,5.195928326e+00,2.602208687e+01,6.765854741e+01,5.168390091e+00,1.866345215e+00,8.052083655e+01,5.538695026e+01,5.364060344e+01,6.302060283e+01,5.153014540e+01,2.888969907e+01,1.094255354e+01,7.197875279e+01,6.276350932e+01
3.269028300e+01,1.612788504e+00,5.845328363e+01,6.259391311e+01,8.531025439e+01,5.083050448e+01,2.927155130e+01,4.132269276e+01,3.728399593e+01,5.632811407e+01,2.404311603e+01,1.012861786e+01,7.739038712e+01,4.910084313e+01,5.687039846e+01,4.543576128e+01,9.954079194e+01,5.846532292e+01,9.624606344e+01,3.438430763e+01,4.973509532e+01,4.438243134e+01,1.764164400e+01,6.782290793e+01,3.050982928e+01
7.282960162e+01,4.186661550e+01,9.605707249e+01,7.107822873e+01,5.513318580e+01,2.967242949e+01,8.332399657e+01,8.826757856e+01,5.397161468e+01,2.171156654e+00,5.237200985e+01,9.554815838e+00,8.745668331e+01,2.580530805e+01,6.925540749e+01,5.133323461e+01,1.307784589e+01,6.321953963e+01,5.165076915e+01,2.972656945e+01,2.560212254e+01,5.833530991e+01,4.022828319e+01,3.754392150e+01,8.259310279e+01
8.522802463e+01,8.625890115e+01,1.926853722e+01,2.178589242e+00,1.645435193e+01,2.326995403e+01,7.670642546e+01,7.842782258e+01,4.794991884e+01,9.210571229e+01,9.261438115e+01,3.676979263e+01,1.337768583e+01,5.489649847e+01,1.765586243e+01,8.137380791e+01,5.172110274e+01,7.827912356e+01,6.389063750e+01,5.502967073e+01,3.381620936e+01,4.166663912e+00,1.036479141e+01,7.285006723e+01,7.941602409e+01
5.358204004e+01,3.555021106e+01,3.609788156e+01,5.060348644e+01,8.366232622e+01,4.591544141e+01,9.799016471e+01,9.749417707e+01,2.844597623e+01,9.327138829e+00,1.056377863e+01,3.709631382e+00,2.519890895e+00,8.310689654e+01,1.305659171e+01,4.832619079e+01,6.139469502e+01,1.922761069e+01,2.791971575e+01,8.314679273e+01,2.080736135e+01,1.940312999e+01,6.582967437e+01,4.137636802e+01,3.777952701e+01
9.855554084e+01,2.631583473e+01,1.959472038e+01,8.198390783e+01,7.057999691e+01,7.454350718e+01,7.424422895e+01,2.967900024e+01,8.939828127e+01,3.134551616e+01,6.425603326e+01,9.559596475e+01,3.340758587e+01,6.158415500e+01,5.542585481e+01,1.792745260e+01,3.692752078e+01,6.929355350e+01,9.704011753e+01,9.731342712e+01,3.148621471e+01,1.036065632e+00,3.568419719e+01,4.269753072e+01,2.649275550e-01
4.196619995e+01,9.548179409e+01,6.261835857e-01,5.787934446e+01,7.131495120e+01,5.253474350e+01,5.882921708e+01,7.450138611e+01,4.553739100e+01,2.467540427e+01,1.393083822e+01,3.979930892e+01,4.610026232e+01,3.334155464e+01,8.370270550e+01,5.604772685e+01,5.614690678e+01,3.436101074e+01,3.657684287e+01,3.906494181e+01,5.384437197e+01,9.595232133e+01,1.084297458e-02,9.612999496e+00,4.751000481e+01
2.731080763e+01,4.948852757e+01,3.421763205e+01,1.277733499e+01,6.347311328e+01,6.967357935e+00,6.825560357e+00,7.612876788e+01,9.656037602e+01,6.814502200e+01,2.059696292e+01,1.978543580e+01,2.893013025e+01,5.865557573e+00,4.483353699e+01,9.485104150e+01,8.303072092e+01,7.016792757e+01,1.393302091e+01,2.573375978e+01,9.842258638e+00,1.797801361e+00,4.044473250e+01,6.768790730e+01,1.977616839e+01
9.503797794e+01,4.591262740e+00,6.552514784e+01,2.693760479e+01,3.156303985e+01,3.420097232e+01,5.147191154e+01,9.803101034e+01,7.094967739e+01,1.509280563e+01,3.666272218e+01,4.795804544e+01,2.077588941e+01,7.685339378e+00,9.829852231e+01,7.282950678e+01,4.065212365e+01,7.815122080e+01,6.062322516e+01,9.399724223e+01,8.383101558e+00,3.921354431e+01,5.996989485e+01,9.320503812e+01,5.711853567e+01
8.124118841e+01,1.286723801e+01,2.431561415e+01,6.450172196e+01,1.323794024e+01,9.470317948e-01,9.350669373e+01,2.273866267e+01,9.295392847e+01,2.131661937e+01,7.006224817e+01,2.270330932e+01,4.570441998e+01,1.984204849e+01,6.345425020e+01,2.094138599e+01,6.863540137e+01,3.581350968e+01,6.800336245e+01,7.097119259e+01,3.890807556e+01,6.530778166e+01,6.112030052e+01,6.064950729e+00,3.473000262e+01
2.656438191e+01,2.570670212e+01,2.172372993e+01,9.585880103e+00,9.704386991e+01,6.034529510e+01,2.450678514e-02,4.838859127e+01,5.060117858e+01,6.165095662e+00,6.528333850e+01,6.270155733e+01,3.593866451e+00,4.777379802e+01,7.668218861e+01,6.135258497e+01,2.528869035e+01,8.039297848e+01,7.660250277e+01,5.630047792e+01,7.095790879e+01,1.258824711e+01,8.583416026e+01,7.998484286e+00,7.162501972e+01
4.876225187e+01,6.868742055e+01,6.248260140e+01,2.492459136e+01,5.547570533e+01,9.668655211e+01,5.294152679e+01,6.256351596e+01,7.060160060e+01,4.657522018e+01,2.965161468e+01,9.026271437e+01,6.572024594e+01,6.281607899e+01,9.883745875e+01,7.790119681e+01,2.905047970e+01,2.235982005e+01,5.631104140e+01,1.624095711e+01,7.530625265e+01,1.584712393e+01,3.604080196e+01,6.569214463e+01,9.482884085e+01
7.653699055e+01,4.493264326e+01,1.008355939e+01,6.315623476e+01,9.839180709e+00,6.065937032e+01,2.572054781e+01,4.259427918e+01,4.159421741e+01,5.926268191e+01,2.301189100e+01,9.678126997e+01,5.379133026e+01,2.244736998e+01,9.856844823e+01,3.587184335e+01,1.158513617e+01,7.213814788e+01,4.091337102e+01,8.965072003e+01,1.323962524e-01,5.443060434e+01,8.956176399e+01,1.265596704e+01,8.944810138e+01
8.906467260e+01,4.727751213e+01,7.478839392e+01,6.639620116e+01,9.960347450e+01,3.510994309e+01,1.472515915e+01,7.260452922e+01,9.431425655e+01,7.425432676e+01,3.052027543e+01,8.171791421e+01,3.325778040e+01,1.844917259e+01,5.078620838e+01,3.610301801e+01,6.813566845e+01,9.507918020e+01,2.525251811e+01,9.075288703e-01,3.538603994e+00,1.869934677e+01,2.892244186e+01,6.897138080e+01,1.436722867e+00
6.014214923e+01,4.625274272e+01,8.465779560e+01,5.095605331e+01,2.464186416e+01,5.261690429e+01,8.573670499e+01,3.248148934e+01,9.047295873e+01,5.755851193e+01,8.206916582e+01,5.295670106e+01,2.224417593e+01,6.100944023e+01,6.234686563e+01,1.090663560e+01,5.481802979e+01,5.285686368e+01,2.212840349e+01,6.928039933e+01,9.175384275e+01,1.544893174e+01,3.937090820e+01,2.880137994e+01,2.627526463e+01
3.612254679e+01,5.156651449e+01,3.688535977e+01,1.416254030e+01,7.397417354e+01,8.924696246e+01,4.627750136e+01,1.976674846e+01,1.520306416e+01,9.824011423e+01,8.718812810e+01,9.434167910e+01,5.587430155e+01,8.747885995e+01,2.877076776e+01,5.714956855e+01,2.925177536e+01,6.791873479e+01,9.400744111e+01,7.875658505e+01,9.949297511e+01,5.340768170e+01,1.298736080e+01,6.323109873e+01,2.202589584e+00
9.604354221e+00,2.532468925e+01,9.984484985e+01,9.398854157e+01,4.416389733e-01,9.625941356e+01,2.339538282e+01,1.106701330e+01,5.292997928e+01,9.936913378e+01,4.453098919e+01,6.323836081e+01,3.096468797e+01,4.339444235e+01,1.412778296e+01,5.422588439e+01,8.311629822e+01,2.422957733e+01,3.618483872e+01,8.528624214e+01,9.001733278e+01,1.487311460e+01,8.471647012e+00,8.478827282e+01,3.068526233e+01
4.172341769e+00,4.092516738e+01,9.367432031e+01,6.750040423e+01,1.390088176e+01,4.397003478e+01,1.318209590e+01,6.779194303e+01,1.140264595e+00,3.287097683e+01,9.708156400e+01,8.274451688e+01,5.429911586e+01,6.251851900e+01,7.064923710e+01,5.443335011e+01,5.216306577e+01,4.563220721e+01,7.310950432e+01,8.168037874e+01,1.586011036e+01,2.585434248e+01,3.544735275e+01,6.545695550e+00,6.164119869e+01
3.892986544e+01,6.165662277e+01,7.037986612e+01,3.610016830e+01,6.264211797e+01,7.913908926e+01,7.191688794e+01,4.591579312e+01,1.347403185e+01,3.708963292e+01,7.093770961e+01,5.675429425e+01,6.523445472e+01,5.158301524e-01,9.252754422e+01,4.255343915e+01,5.378862199e+01,8.588109462e+01,3.800103525e+01,5.132490595e+01,9.786739627e+01,5.068935635e+01,3.580496328e+00,3.766913848e+01,5.751334556e+01
6.044253353e+01,8.661433075e+01,3.900447205e+01,8.693902497e+01,9.981199020e+01,8.315812334e+01,1.917172507e+01,5.142915741e+01,8.094567971e+01,3.328886913e+01,6.994852588e+01,3.062671107e+01,7.767948296e+01,5.380067218e+01,8.366136249e+01,6.280831391e+01,1.893632947e+01,7.736236093e+01,9.782513015e+01,8.075405115e+01,3.690366095e+01,1.363824403e+01,6.713315126e+01,9.626767634e+01,4.229926267e+01
7.505795994e+01,1.675127699e+01,6.102644867e+01,4.709723705e+01,3.142607397e+01,8.935015087e+01,3.512051056e+01,2.926648442e+01,9.889787427e+01,2.322940050e+01,9.317917899e+01,4.026394996e-01,6.802048213e+01,7.562060898e+01,2.751236581e+00,5.974903745e+01,6.129545835e+01,2.716016713e+01,5.187497610e+01,6.684890440e+01,8.516644705e+01,3.570080641e+01,5.079841913e+01,1.380070641e+01,1.475206775e+01
6.945636480e+01,2.990943769e+01,7.218294277e+01,7.348868636e+01,8.217936957e+01,9.079388856e+00,3.586499509e+01,7.180507722e+01,4.624458214e+01,7.634787401e+01,6.953838888e+01,3.376064705e+01,8.240215011e+01,4.017666365e+01,2.459504927e+01,2.554126023e+01,5.125417890e+01,8.668402392e+01,1.298119518e+01,2.232795279e+01,5.910972729e+01,1.427500828e+01,3.662620351e+01,3.994671736e+01,6.615554292e+01
7.570181474e+01,1.208577387e+01,6.489972628e+01,2.479183110e+01,7.163303598e+01,8.619700936e+01,5.778820664e+01,5.907792775e+01,1.471817352e+00,5.193281394e+00,6.964753750e+01,7.308904113e+01,8.444962999e+01,4.489799792e+01,8.267867929e+00,7.069058424e+01,4.571035305e+00,7.235624533e+00,1.338935782e+01,1.562982501e+01,7.083726143e+01,2.125925908e+00,5.681490605e+01,3.453635288e+01,7.848486376e+01
5.048138280e+01,6.020142404e+01,9.858936841e+01,1.491516405e+01,5.863491315e+01,2.352599183e+01,6.525374919e+01,2.675413115e+01,7.511790060e+01,5.460831382e+01,5.015467983e+01,5.301617489e+01,3.440836911e+01,6.655242786e+00,7.482230020e+01,5.797384898e+01,2.462733605e+01,9.844409513e+01,5.447069957e+01,1.459494481e+01,9.894634473e-01,7.832257842e+00,1.361745047e+01,1.283711672e+01,9.310710996e+01
8.791919459e+01,6.876261898e+01,6.587710325e+01,8.903479950e+01,5.066772324e+01,3.293735768e+01,4.246177905e+01,9.933126846e+01,6.910894387e+00,4.038890863e+01,7.260654908e+01,9.269530237e+01,5.358653030e+01,1.964651368e+01,1.034954552e+01,3.792616653e+01,7.748059106e+00,7.473729440e+01,7.122920340e+01,1.367388904e+00,4.579296076e+00,1.749651288e+01,7.665334449e+01,2.634565209e+01,9.418255310e+01
7.298537636e+01,1.152730286e+00,1.152756664e+01,7.721805679e+01,6.520590458e+01,5.594385339e+01,8.254539318e+01,2.769669242e+01,7.447921479e+01,1.912705653e+01,4.759662129e+01,2.716086684e+01,7.141332071e+01,8.628287943e+01,4.232886592e+01,8.262364578e+01,5.832913782e+00,6.761320334e+01,9.540535757e+01,4.420155917e+01,7.897732859e+01,2.211340469e+01,1.189414211e+01,8.831489316e+01,3.988697563e+01
1.623927000e+01,2.506827203e+01,1.369233970e+01,1.959567099e+01,1.603065004e+00,4.914043293e+01,9.876039395e+01,8.380692127e+00,9.617150644e+01,4.677876992e+01,9.022246769e+01,7.007218756e+01,7.517088483e+01,5.328991146e+01,5.021938552e+00,3.889233814e+00,7.208296987e+01,3.886557706e+01,2.099560242e+00,9.740274449e+00,4.504787159e+01,7.628461662e+01,3.336259640e+01,9.175890947e+01,6.903287191e+01
3.841009635e+01,1.396990862e+01,5.224199153e+01,9.581013420e+01,4.802366451e+01,4.029975024e+01,6.582972294e+01,2.210017642e+01,9.532018943e+01,1.429840168e+01,4.290231726e+00,7.697122301e+01,5.886904355e+01,1.351567380e+01,7.838391204e+01,9.720194211e+01,3.881942443e+01,5.044353735e+00,8.337133332e+01,5.667238292e+01,6.484397670e+01,4.533376480e+01,7.801459170e+01,1.748388590e+01,4.617257859e+01
3.499124591e+01,7.047386216e+01,2.851114600e+00,3.560513816e+01,8.720987149e+01,6.709714006e+01,1.029626231e+01,8.156189489e+01,2.515725025e+01,2.631559108e+01,4.127332954e+01,3.152426608e+01,2.541553327e+01,8.094720870e+01,5.196032729e+01,9.749909082e+01,4.309501153e+01,2.556912228e+01,3.576977297e+01,7.453556774e+01,3.284655579e+01,1.356038855e+01,2.886790332e+01,1.786757393e+01,7.600640260e+01
2.237864834e+01,3.658933904e+01,8.413404562e+01,3.788219866e+01,7.596959814e+01,2.213365683e+01,2.581442336e+01,8.047150830e+01,1.084044027e+01,7.384387921e+01,4.573832008e+01,3.149421741e+01,5.232303012e+01,8.415434389e+01,8.882072658e+01,8.840689916e+01,8.743096599e+01,2.686640184e+01,1.000401851e+01,1.909948128e+01,5.634688832e+01,8.334870598e+00,6.508944113e+01,8.857116867e+00,5.684742435e+01
6.979033520e+01,9.874934022e+01,2.683076838e+01,8.167480073e+01,5.559956066e+01,3.592621680e+01,2.051761166e+01,8.761553028e+01,8.925071765e+01,3.879345079e+00,8.109287845e+01,7.770330704e+01,6.386625360e+01,7.849446661e+01,1.066074380e+01,9.225857261e+01,5.787474252e+01,4.657903202e+01,9.043282930e+01,3.690316179e+01,2.963881578e+01,9.790222888e+01,1.488551354e+01,4.571570921e+01,4.634360005e+01
2.834729472e+01,4.144684952e+01,8.964796443e+01,6.604318256e+01,2.478223967e+01,4.259296039e+00,3.928008704e+01,2.480817450e+01,5.051171790e+01,8.669954973e+01,9.694310996e+01,5.117478635e+01,3.454196857e+01,1.416393437e+01,8.698721346e+01,8.689079178e+01,5.748050350e+01,4.969949564e+01,2.024739017e+01,6.176120529e+01,4.930745885e+01,5.922485446e+01,1.650152668e+01,1.902608924e+00,7.638766204e+01
4.624580064e+01,9.205885390e+01,2.128217594e+01,6.421813617e+01,4.144086173e+01,6.584301241e+01,4.799206022e+00,5.595121980e+01,3.197083136e+01,1.613813344e+00,3.397384481e+01,4.091906821e+01,5.140004838e+01,4.062653315e+01,2.466667618e+01,3.316156135e+01,8.815938071e+00,7.006066455e+01,3.174315959e+01,4.647304820e+01,6.462140194e+01,6.738222066e+01,9.603336917e+01,4.098665013e+01,5.668512498e+01
