v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24
3.142878102e+01,8.833509732e+01,2.770967039e+00,9.221498435e+01,7.200280494e+01,2.829589467e+01,5.317943047e+01,8.858180492e+00,8.700975155e+01,4.621493865e+01,6.587720522e+01,1.534946331e+01,8.987721122e+00,8.157742343e+01,6.616370307e+01,3.315970044e+01,8.523285934e+01,1.567592845e+01,1.264975481e+01,4.772464556e+01,6.147000879e+01,9.460314012e+01,3.551956875e+01,6.337669508e+01
5.354201470e+01,3.497577058e+01,3.185078886e+01,5.788357247e+01,7.483769276e+01,5.081396717e+01,6.672683136e+01,1.674455475e-01,8.542367741e+01,9.095927557e+01,2.426091976e+01,7.927643443e+01,6.673095514e+01,8.677408754e+01,5.575049760e+01,4.392953772e+01,1.527918156e+01,4.577895619e+01,6.419225668e+01,4.640666056e+01,6.978765834e+01,9.722199116e+01,4.478453394e+01,8.006514249e+01
3.272669819e+01,9.138673539e+01,2.542507925e+01,7.305613919e+01,1.410463473e+01,7.148133267e+01,5.578797784e+01,4.097193236e+01,9.025163810e+01,5.858430717e+01,8.446440427e+01,1.891074151e+01,7.389765059e+01,1.073998193e+01,6.463898917e+01,9.307501535e+00,2.032992358e+01,8.509042945e+01,6.994057671e+00,2.865142249e+01,4.063376718e+01,6.967991896e+01,3.927233784e+01,9.751508653e+01
7.332563851e+01,6.880971102e+01,6.578111360e+01,1.027155858e+01,4.491287367e+01,6.720272578e+01,4.155967084e+01,2.239654980e+01,9.816732260e+01,5.255606317e+01,5.872927608e+01,1.927383318e+01,2.673190644e-01,8.441794639e+01,7.731298656e+01,9.675173618e+01,1.514771441e+01,9.670949349e+01,1.042685012e+01,6.144648730e+01,6.823952239e+01,9.582711748e+01,7.266789502e+01,8.460409417e+01
8.851109837e+01,9.188920079e+01,6.955069820e+01,8.554828504e+00,8.723175955e+01,1.174728644e+01,9.890316614e+01,2.760993674e+01,2.161241570e+01,2.593955466e+01,2.179438971e+00,9.745284655e+01,1.528795564e+01,1.031154339e+01,8.215787400e+01,2.186577328e+01,4.629738464e+01,3.803859770e+01,5.619540410e+01,2.109737598e+01,6.633301779e+01,4.583211292e+00,2.506890989e+01,9.356957454e+01
2.927074622e+01,3.925965768e+01,2.591905087e+01,5.808065082e+01,8.533443380e+01,4.550746584e+01,6.970540699e+01,4.508668878e+01,4.989793382e+01,8.470737299e+01,7.782102490e+01,2.114397094e+01,7.666743415e+01,2.269316874e+01,2.721726698e+01,1.258582811e+01,7.552355907e+01,3.559609022e+00,7.405530969e+01,3.447321576e+01,9.843249585e+01,1.278371245e+01,8.123717734e+01,2.119002406e+01
5.641215295e+01,7.726702346e+01,8.773876087e+01,3.863253389e+01,4.489908185e+01,1.032191268e+01,9.927121472e+01,9.422691399e+01,2.150872688e+01,9.025303729e+01,5.473938088e+01,2.870634903e+01,4.221545019e+01,6.367888421e+01,3.630960803e+01,6.484036559e+01,1.217936121e+01,3.829377525e+01,8.933345233e+01,2.548188989e+01,9.382906032e+01,5.568343821e+00,3.876242687e+01,8.750914827e+01
7.794879113e+01,6.897022302e+00,7.056663166e+00,3.029473410e+01,6.601105705e+01,1.802370730e+01,6.950595208e+00,6.495097319e+01,6.921388538e+00,9.549469732e+01,4.127900510e+00,8.612314476e+01,3.358653189e+01,4.182259217e+00,4.418399302e+01,4.247871533e+01,8.154573485e+01,9.116244984e+00,8.693671340e+01,6.593120097e+01,2.924004678e+01,8.444017576e+01,8.186815617e+01,6.308964870e+01
2.275654850e+00,7.812359400e+01,3.202001190e+01,6.558247153e+01,9.919075714e+01,3.397869459e+01,4.355202434e+00,4.897883733e+01,7.716463013e+01,8.373207909e+01,6.097436880e+00,7.961816857e+01,8.719406941e+01,1.717223555e+01,2.899486308e+01,2.195513383e+01,4.394167698e+01,6.258851126e+01,9.469111276e+01,4.928732085e+00,9.476774662e+01,5.387417819e+01,3.816894607e+01,3.250517010e+01
3.506584616e+01,6.892277958e+01,4.348048840e+01,8.037184913e+01,7.897477437e+00,3.911205046e+01,9.480293238e+01,6.161357063e+01,1.897087667e+01,6.790633110e+01,8.833467709e-02,4.952630772e+01,6.000281032e+01,9.348307522e+01,8.789495110e+01,3.263410367e-01,7.867977163e+01,9.787196594e+00,9.051712856e+01,8.263553569e+01,2.344040147e+01,8.741715177e+01,5.347636337e+01,8.023792408e+01
3.050088450e+01,2.831476505e+01,1.883626696e+01,3.928214603e+01,9.471460209e+01,6.641896979e+01,3.591965086e+01,8.050334111e+01,3.281245273e+01,5.839095764e+01,2.636640824e+01,8.859522356e+01,1.996187460e+01,5.068729865e+01,3.109103507e+01,3.540922918e+01,9.577300368e+01,2.367112562e+01,6.643965648e+01,3.249896176e+01,6.368194294e+01,3.487567184e+01,6.509510150e+01,2.670710139e+01
2.278843526e+01,8.406239964e+01,7.195927308e+01,6.945060097e+01,1.676726266e+01,1.218229663e+01,7.293053994e+01,3.493060115e+01,9.424772971e+01,9.882915784e+01,7.954718751e+01,6.401128649e+01,9.257733462e+01,4.318383511e+01,3.456520273e+01,3.472713616e+01,5.972443615e+01,2.140602134e+01,6.807215388e+01,2.318486877e+01,3.113689552e+01,1.641412371e+01,2.065149630e+01,8.697306035e+01
7.304183574e+00,6.081818559e+01,1.257758918e+01,4.362598130e+01,7.858452672e+01,6.000132531e+01,6.644062709e+01,3.331799451e+01,1.860730084e+01,2.465514870e+01,8.957446173e+01,5.311578727e+01,1.655356228e+01,7.670462603e+01,8.585916901e+01,3.893821577e+01,5.460582205e+01,6.489486462e+01,5.782251256e+01,5.436921891e+01,1.961320392e+01,4.805872799e+01,2.890860932e+01,1.813820472e+01
9.671410306e+01,6.510263650e+01,8.638101846e+01,5.716144871e+01,7.471613037e+01,9.320935997e+01,6.053574808e+01,1.839774074e+01,3.800764250e+00,8.585687483e+01,6.178527367e+01,3.090859419e+01,6.729216958e+01,7.746186258e+01,6.264242670e+01,5.187151716e+01,2.928496407e+01,2.547129724e+01,7.831068871e+01,3.561020695e+01,9.726351502e+01,1.453376859e+01,4.455533039e+01,4.284909529e+01
6.359286627e+01,7.156782919e+01,1.572765343e+01,6.289683883e+01,4.710259790e+01,2.565783138e+01,8.360086027e+01,6.211996979e+01,8.557330803e+01,9.178520415e+00,1.053369290e+00,3.188143966e+01,5.166445582e+01,6.949341981e+01,7.781534822e+00,5.592801817e+01,7.492185116e+00,8.994875085e+01,1.884469433e+01,8.361589478e-01,4.153523649e+01,2.346250599e+01,2.071491041e+00,8.165872485e+00
9.707296697e+01,6.763348931e+01,7.439809216e+01,2.336823293e+01,8.361362823e+01,2.798820562e+01,9.606222372e+01,3.427738235e+01,8.177375103e+01,6.185110906e+01,9.034473108e+01,5.852634252e+01,1.570101016e+01,9.021787320e+01,1.198172540e+01,4.294023273e+01,7.822222082e+01,5.565486378e+01,9.836021686e+01,6.573017910e+01,7.947486187e+01,2.031215770e+01,3.156169534e+01,6.587041555e+01
3.459239700e+01,6.606413971e+01,6.063052616e+01,3.100904640e+01,8.056429999e+01,2.078522215e+01,2.188545942e+01,4.606464034e+01,2.339610489e+01,3.486140798e+01,5.055867121e+01,3.930983481e+01,4.871627544e+01,3.185513172e+01,2.024580864e-01,8.889953692e+01,4.782135499e+01,9.396355608e+01,6.266788993e+01,6.457776504e+01,9.308709692e+00,2.333441668e+01,4.245392433e+01,4.260445472e+01
6.104978386e+01,2.632654598e+00,9.950188878e+00,1.875264941e+01,4.880384951e+01,3.663568830e+01,7.499305188e+01,3.678048811e+01,7.726518001e+01,1.699696031e+01,6.763823196e+01,7.444650023e+01,3.496836522e+01,2.336989828e+01,1.059270711e+01,5.157432025e+01,7.881858564e+01,4.778471438e+01,2.455368645e+01,8.102342715e+01,9.306915718e+01,4.707588804e+01,2.703110265e+01,9.553145419e+01
3.948789499e+01,5.270008716e+01,8.684859035e+00,8.933303515e+01,4.806516003e+01,5.318486439e+01,5.631388559e+01,1.905728470e+01,3.451035210e+01,4.529917851e+01,9.780564009e+01,9.587562529e+01,9.687407841e+01,7.148605603e+01,7.937219424e+01,4.156205856e+01,2.175182588e+01,3.038683911e+00,2.293663794e+01,6.623292252e+01,3.973264058e+01,4.366254165e+01,7.487739544e+01,6.404364369e+01
9.666983567e+01,5.793574580e+01,4.593674379e+01,3.620562580e+01,3.407048281e+01,5.473341451e+01,9.763262189e+01,7.501401914e+01,2.851012646e+01,5.227337644e+01,2.679920511e+00,2.749211113e+00,6.124583070e+01,7.464029813e+01,3.987420183e+01,9.238615006e+01,6.339576921e+01,7.908138621e+01,7.499875025e+01,2.821674393e+01,7.904454140e+00,6.619337814e+01,6.788469895e+01,3.636858918e+01
8.592828023e+01,5.668074537e+01,3.805682385e+01,8.291619991e+01,1.972834667e+01,9.048766539e+01,2.370223200e+01,1.510445911e+01,2.068115519e+01,9.575462039e+01,5.964473738e+01,7.039968193e+01,6.082972806e+01,9.865884050e+01,7.017091369e+01,4.113727553e+01,5.185327857e-01,8.125691200e+01,1.222899221e+01,7.459944703e+01,7.565237407e+01,2.524484409e+01,5.211716307e+01,1.821902337e+01
1.481402312e+01,2.620179058e+01,5.953650680e+00,7.395012704e+01,3.905016796e+01,3.829152829e+01,4.125890126e+00,4.623695573e+01,2.708020096e+01,9.727142171e+01,4.699015302e+00,9.562698223e+01,7.531046166e+01,7.992908731e+01,4.114271784e+01,7.329474572e+01,4.078433952e+01,6.684260541e+01,4.404693958e+01,2.092435720e+01,7.833594137e+01,3.424462737e+01,8.151659224e+01,7.817677022e+01
2.791277173e+01,6.492561236e+01,8.411703421e+01,5.289083984e+01,2.953020259e+01,4.245470929e+01,8.720664380e+01,8.507874622e-01,8.759408804e+01,6.628423373e+01,9.848177462e+01,6.471781509e+01,8.148389141e+01,8.239117917e+01,1.972612504e+01,9.216633622e+01,8.467660954e+01,2.359211143e+01,4.133373214e+01,9.241524644e+01,4.651235737e+01,4.355641736e+01,5.019089996e+01,6.224141006e+01
5.772357323e+01,3.332891043e+01,5.956123612e+01,3.343960594e+01,6.355151876e+01,2.513774361e+01,5.225722670e+01,6.394101669e+01,5.139488496e+01,9.168206017e+01,3.709924872e+01,4.099812139e+01,5.409570370e+01,7.562143431e+01,1.030104983e+01,2.959161281e+01,1.005230028e+01,5.942011027e+00,4.842635459e+01,8.789401423e+01,4.216805079e+00,2.944013381e-01,1.380771118e+01,2.611586697e+01
5.056121109e+01,9.683095465e+01,7.073032410e+01,1.004832094e+01,7.326622667e+00,2.029487728e+01,5.300780452e+01,7.278888131e+01,3.182099084e+01,1.351269712e+00,1.416288970e+01,1.725970102e+01,3.549034849e+01,6.276206470e+01,6.706910444e+01,1.177881791e+01,7.854921777e+01,8.062618098e+01,3.938790392e+01,2.403094113e+01,1.371543949e+01,8.124801843e+01,3.044242621e+01,5.089309200e+01
6.557152159e+01,5.949028596e+01,5.942381726e+01,6.673593221e+01,8.669932858e+01,3.795451420e+01,5.001842393e+00,9.935933913e+01,4.716752621e+01,3.761848753e+01,3.489862783e+01,2.742299812e+01,1.169466497e+01,7.003091354e+01,7.261188545e+01,1.784462734e+00,3.592646228e+01,1.390138174e+01,1.023991189e+01,2.770314979e+01,3.494029457e+01,3.943911376e+01,6.228461252e+01,9.368492347e+00
8.539823726e+01,7.322901588e+01,4.119061945e+01,5.754126118e+01,1.257554230e+01,1.785855631e-01,1.484070103e+01,5.570028469e+01,1.294531943e+01,9.984733775e+01,4.021691349e+01,7.681449533e+01,5.753053003e+01,7.715350191e+01,2.639394979e+01,3.179995691e+01,4.655373362e+01,8.424697307e+00,5.231273152e+01,9.840150324e+01,1.674585411e+01,2.698450768e+01,2.529784970e+00,6.104911984e+01
6.725041445e+01,6.653467677e+01,9.031218654e+01,3.558405438e+01,3.022225062e+01,7.560975703e+01,4.743998294e+01,3.713878051e+01,9.399765808e+01,7.051382276e+01,1.993822057e+01,2.777685776e+01,3.729277770e+01,9.175338293e+01,9.276111388e+01,2.845690113e+01,4.765057910e+01,7.426192590e+01,8.882028905e+01,1.973068606e+01,2.898363844e+01,9.688267648e+01,5.424673346e+01,2.557868774e+01
1.850313750e+01,3.884636448e+01,3.052641044e+01,8.203571410e+01,6.005021510e+01,9.232717957e+01,8.249168348e+01,5.683482087e+01,3.589198969e+01,2.959506943e+01,9.938561268e-01,1.649152205e+01,2.345725784e+01,2.001416242e+01,6.844903416e-01,2.160518094e+01,7.890178667e+01,4.488891241e+01,3.824138821e+01,3.144668966e+01,6.258223682e+01,6.811002559e+01,1.889588492e+01,5.293541310e+01
5.281678852e+01,6.557214050e+00,3.423417786e-01,2.855451780e+01,3.082089622e+01,4.829419416e+00,9.692187997e-01,3.175945095e+01,6.105609002e+00,5.410019833e+01,6.798055312e+01,1.794032477e+01,2.649747076e+01,1.725060191e+01,6.139422292e+01,2.284645712e+01,1.319090573e+00,5.768791744e+01,1.590760761e+00,8.683421215e+01,5.988078517e+00,2.415295649e+00,5.083715845e+01,4.869702415e+01
4.969425459e+01,1.547464079e+01,3.976885616e+01,7.837198831e+01,2.889458915e+01,2.948445613e+01,7.883433494e+01,5.143016762e+01,7.428382751e+01,3.199370949e+01,9.389726463e+01,4.015720172e+01,3.778020456e+01,1.922291883e+01,7.399227210e+00,5.612419169e+01,7.708111218e+01,4.296016195e+01,9.247616829e+01,2.720154643e+01,6.784592912e+01,7.678877941e+01,1.177270418e+01,6.460376153e+01
4.946171690e+01,4.695840347e+00,2.567007788e+01,1.837528788e+01,3.895041860e+01,2.910457039e+01,7.846919619e+01,4.438023036e+00,9.753067901e+01,2.589552134e+01,7.377467670e+01,6.150792975e+01,5.077588343e+01,3.625049005e+01,1.007953696e+00,5.248119974e+01,5.084134770e+01,5.267258454e+01,8.913876759e+01,5.823995893e+01,3.107641021e+01,4.983836069e+01,2.435445027e+01,2.367453822e+01
5.840131057e+01,3.809227868e+01,5.493979242e+01,2.948546458e+01,2.649210656e+01,6.430756211e+00,5.165616535e+01,2.289322901e+01,5.535571924e+01,6.245982999e+01,6.283821665e+01,4.901511007e+01,8.841069820e+01,2.946908931e+01,8.049024785e+01,1.189606252e+01,3.227459593e+01,9.964588913e+01,2.417782061e+01,2.036456178e+01,1.019763327e+01,9.106275544e+00,6.386817383e+01,7.367529343e+01
1.880460858e+01,7.021698794e+01,3.691853061e+01,7.043162139e+01,6.135956064e+01,9.576028868e+01,7.558116865e+01,4.361429418e+01,7.546406688e+01,8.065426475e+01,1.694795102e+01,3.802140938e-01,7.634826134e+01,8.536909490e+01,4.186515715e+01,3.154696895e+01,8.074294314e+01,2.944091733e+01,5.264609480e+01,3.622055793e+01,2.934269888e+01,6.481538225e+01,6.837903413e+01,4.247187527e+01
6.713033631e+01,4.057803999e+01,5.656973398e+01,2.918844800e+01,3.585547008e+01,5.245856514e+00,2.782294608e+01,1.896237353e+01,5.860710129e+01,1.052230748e+00,5.275061343e+01,7.729597268e+01,9.364961514e+01,7.598940250e+01,5.723897648e+01,3.532997132e+01,8.361261383e+00,3.012441773e+01,9.433242875e+01,9.578491394e+01,4.208511771e+01,6.034998989e+01,8.927958419e+01,5.024733988e+01
1.181904755e+01,3.279395180e+01,4.072610452e+01,2.623657095e+01,6.734145751e+01,8.242976108e+01,5.064060572e+01,9.057034595e+01,6.038041766e+01,4.275183852e+01,4.576474199e+01,9.938048924e+01,1.195136868e+01,6.586607904e+00,1.990224152e+01,6.761055925e+01,2.405040910e+01,2.010372565e+01,6.746933333e+01,8.285291757e+01,9.441830034e+01,6.471004297e+01,8.926906791e+00,1.309525468e+01
6.640366773e+01,9.724712362e+00,7.746387005e+01,8.004602338e+01,1.361594155e+01,1.295750073e+01,4.592239544e+01,4.485578384e+01,6.785824943e+01,1.249260165e+01,8.025051435e+01,6.564297267e+01,6.143212926e+01,7.396405991e+01,1.608368227e+01,4.837709938e-01,4.335061214e+01,5.651558032e+01,7.057382490e+01,7.629152345e+01,2.957880369e+01,5.893675690e+01,4.761423117e+01,6.230859155e+01
8.432795289e+01,5.303895770e+01,7.705414654e+01,7.683092499e-01,8.235120716e+01,5.836208572e+01,3.252553471e+01,8.712433803e+01,1.627879793e+01,8.433235426e-01,4.950837550e+00,6.676663555e-01,9.095803293e+01,8.972487873e+01,9.947929808e+01,9.050119002e+01,4.525631312e+00,2.177247652e+01,6.250182048e+01,7.390468269e+01,4.527933429e+01,7.995700872e+01,4.019168752e+01,1.982501981e+01
6.709233214e+01,7.564340264e+01,7.914024064e+01,4.397966437e+01,6.304545892e+01,2.052457096e+01,3.785153838e+01,9.636625742e+01,6.547367834e+01,5.150894018e+01,7.925719998e+01,5.957775677e+01,8.679038756e+01,8.462156088e+01,8.854485105e+01,1.830421406e+00,5.037229570e+01,9.121376142e+01,1.796124156e+01,3.678094643e+01,2.312128193e+01,4.324179460e+01,5.587131296e+01,3.028721385e+00
4.876530815e+01,2.441443542e+00,5.117178697e+01,3.704430841e+01,1.264336706e+01,6.349740526e+01,7.115466616e+01,1.124006022e+01,7.529651751e+00,8.306157635e+01,5.265970588e+01,4.239956078e+01,6.168907228e+01,7.700457184e+01,1.685958024e+01,9.047492997e+01,7.840602000e+01,2.836135910e+01,2.836287323e+01,1.894443762e+01,7.605603439e+00,4.769707559e+00,5.908096388e+01,3.623332221e+01
5.600895489e+01,2.176096428e+01,9.483476014e+01,4.304671516e+01,2.083467363e+01,2.630047836e+01,9.036261453e+01,9.954178003e+01,2.686457368e+01,5.036047242e+01,8.013589039e+01,9.327600680e+01,2.467584559e+01,8.760750900e+01,7.828805016e+01,4.826291434e+01,2.167400517e+01,4.882662672e+01,7.161057471e-01,5.089630756e+01,5.662261806e+01,8.607453849e+01,5.851716872e+00,1.875657007e+01
6.196901154e+01,4.174314926e+01,8.002999929e+01,2.807412468e+01,1.472860433e+01,3.091088172e+01,4.637459870e+01,7.664470460e+01,9.067253245e+01,3.437530776e+01,6.390204418e+01,8.372292428e+01,2.713393482e+01,2.787109667e+01,2.080602995e+01,1.745536498e+01,3.472448470e+01,4.662408592e+00,8.706476535e+01,6.438540650e+01,3.236292053e+00,2.735847075e+00,8.216997215e+01,1.789326475e+01
5.632122669e+01,8.775297569e+01,8.868460921e+01,2.992269748e+01,1.123772405e+01,3.960619407e+01,9.374217468e+01,9.708300943e+01,8.520189274e+01,6.888227316e+01,1.057550372e+01,2.276366117e+01,8.933469687e+01,3.609491037e+01,1.768175486e+01,7.838218857e+01,5.190291329e+01,3.230228148e+01,9.047494838e+01,6.151099921e+01,8.432568024e+01,1.841781376e+01,9.643984997e+01,7.960256296e+01
2.989494013e+01,7.707018688e+01,1.737123020e+01,4.013259366e+01,3.626930971e+01,2.383454264e+01,7.142828281e+00,1.272438364e+01,8.593620694e+01,1.991875210e+01,3.953242612e+01,4.381729453e+01,6.626550805e+01,3.125755839e+01,9.961046026e+01,1.931100607e+01,3.119907582e+01,9.859140116e+01,4.592087081e+01,5.528514206e+01,7.393866059e+01,9.044917222e+00,8.759836341e+01,4.320585787e+01
4.746235269e+01,4.379221487e+01,1.973156486e+01,2.079049322e+00,5.537112119e+01,3.499190107e+01,3.222728821e-01,8.814690632e+01,2.403614713e+01,3.702457110e+01,5.768632420e+01,7.945857771e+01,8.536219038e+01,8.311830808e+01,4.390045616e+01,6.144903492e+01,3.707278825e+01,9.568073943e+00,9.565669873e+00,2.896335664e+01,3.882116807e+01,4.070433988e+01,3.165078775e+01,5.144374058e+01
6.284767002e+01,5.266271692e+01,9.135880436e+01,9.045341053e+01,8.332109757e+01,7.564951265e+00,7.034963847e+01,2.147988175e+00,3.247855437e+01,4.541153032e+01,2.856013197e+01,9.828620996e+01,3.702568467e+01,8.543233483e+01,9.469960232e+01,3.065947622e+01,8.849611393e+00,6.474985238e+01,4.481075273e+01,3.602833634e+01,3.336540674e+01,4.636463858e+01,6.447568384e+01,2.279498153e+01
8.751935149e+01,3.155498674e+01,7.361711102e+01,3.971716831e+00,5.423570363e+01,3.696920574e+01,3.244270264e+01,3.917278507e+01,6.065363600e+01,8.298315260e+01,1.366620198e+01,4.533703282e+01,8.572890843e-01,4.515443830e+01,5.085745488e+01,8.557595190e+00,7.386887053e+01,8.560290950e+01,8.651595938e+01,4.627211229e+01,5.794400136e+01,7.475713447e+00,4.968788874e+01,8.222778269e+01
7.875742885e+01,8.963727606e+00,1.709068193e+01,1.382115219e+01,4.508631331e+01,7.974894846e+01,7.103883720e+01,5.634326240e+01,2.241417315e+01,7.408491878e+01,3.273862162e+01,5.523294539e+01,3.618766019e+01,6.497918636e+01,3.527022958e+01,7.015827318e+01,9.984052723e+00,5.483957953e+01,9.718548583e+01,3.668185322e+01,6.719540158e+01,5.403193383e+01,9.516994779e+01,4.518226709e+01
6.478258752e+00,7.288546033e+01,7.973092853e+01,2.833340245e+01,6.339146801e+01,3.360910125e+01,9.000785875e+01,9.607973083e+01,3.231839370e+01,1.510438858e+01,4.040025547e+01,1.975486430e+01,1.441021521e+01,2.359241272e+01,8.766768422e+01,6.052370885e+01,5.488060946e+01,2.928799730e+00,7.523813020e+01,8.728630962e+01,5.697878427e-02,3.352320008e+01,3.457669120e+01,9.398492104e+01
1.837944492e+01,1.593809722e+01,6.326152526e+01,3.215773129e+01,4.121755943e+01,1.642732567e+01,3.077979265e+01,6.952385641e+01,4.093080294e+01,5.433971647e+01,3.591012522e+01,5.951819617e+00,7.138491438e+01,3.032388532e+01,9.602192659e+01,7.047226123e+01,8.556156683e+01,5.037183647e+00,6.556835428e+01,9.865577711e+01,7.088824815e+01,8.249414448e+00,1.243235109e+01,3.512003802e+01
5.011469584e-01,4.585714842e+01,4.530303957e+01,2.245740374e+01,3.399159023e+01,9.152277876e+01,6.621164303e+01,9.891771100e+01,8.937239924e+01,5.340983685e+01,8.939025564e+01,3.744482170e+01,5.247910735e+01,3.748016821e+01,2.952689946e+00,8.610616476e+01,2.821814519e+01,5.304620663e+01,2.028033258e+01,4.967907789e+01,5.459795733e+01,7.574384728e+00,9.923018767e+01,8.897605125e+01
8.698529670e+00,6.775793830e+01,4.823705346e+01,6.108732488e+00,9.002098470e+01,5.585494188e+01,1.318081511e+01,2.298657707e+01,8.220827822e+01,7.730846777e+01,8.388904901e+01,5.529471774e-01,3.329640898e+01,5.807414523e+01,7.215579735e+01,2.816970452e+01,1.411266378e+01,2.081204496e+01,4.977062948e+01,6.843477873e+01,3.166218928e+01,9.169415053e+01,2.408302043e+01,4.353756200e+01
5.667042721e+01,2.788948555e+00,1.550107570e+01,3.084262954e+01,1.500939940e+01,5.745879977e+01,2.270056896e+01,5.414702328e+01,3.018556188e+01,2.705473503e+00,2.534195836e+01,1.113970574e+01,9.026604579e+01,4.069007515e+01,9.500484539e+01,7.962551246e+01,5.146971920e+01,9.283389877e+01,4.394575077e+00,4.667783347e+01,6.347440070e+01,2.200726779e+01,5.030739776e+01,4.149679063e+01
6.915328574e+01,1.489796724e+00,2.828046196e+01,7.027872329e+01,2.395597414e+01,7.329063433e+01,7.279957649e+01,7.461672901e+00,3.561321695e+01,8.109159466e+01,9.479277681e+01,8.437082737e+00,1.963144518e+01,8.825036618e+01,3.326831784e+01,6.524262024e+01,7.926629798e+01,3.759941994e+01,6.720608337e+01,2.619535103e+01,8.990967942e+01,4.686373603e+01,6.450090205e+01,1.112319393e+01
4.361920888e+01,3.127091068e+01,7.253177445e+01,9.834541967e+01,7.300899252e+01,9.914433262e+00,6.184730452e+01,7.543222078e+01,7.029830844e+01,8.668463140e+01,9.834449498e+01,6.251847686e+01,9.405105089e+01,1.991975690e+01,2.041700901e+01,8.155949140e+01,6.741452397e+01,5.900243822e+01,1.762556679e+01,5.981556574e+01,2.687808517e+01,8.980244071e+01,1.770799544e+01,7.948498044e+01
4.807349496e+00,3.684129243e+01,5.124976675e+01,3.301208331e+01,1.279292185e+01,9.440109853e+01,4.853913583e+01,9.719951074e+01,3.334925295e+01,3.551346238e+01,8.196168407e+01,6.549642511e+01,8.458618586e+01,4.846598125e+01,2.129070102e+01,9.536859739e+01,8.577246676e+00,5.022982983e+01,4.245703977e+01,2.852310035e+01,1.481632019e+01,9.062709953e+01,3.911860907e+00,1.292486050e+01
3.308139767e+00,7.204086874e+01,9.196828335e+01,3.885131335e+01,7.510449313e+01,2.973415053e-01,8.769773586e+01,2.428427604e+01,5.358651649e+01,6.752080868e+00,8.757160987e+01,4.661705912e+01,7.822805258e+01,7.579625544e+01,5.819551014e+01,2.254999860e+01,3.979006489e+01,2.988959255e+01,3.219872559e+01,5.426101963e+01,2.435704895e+01,3.569991574e+01,3.121978649e+01,6.991389644e+00
5.875098604e+01,7.683919305e+01,2.345453745e+01,8.790668508e+01,3.162485828e+01,5.614425807e+01,5.757098855e+01,7.008511804e+01,3.737942904e+01,3.256668064e+01,1.401261720e+01,9.203751532e+01,2.387245992e+01,9.454914840e+01,6.899257267e+01,2.542248332e+01,2.347591843e+01,4.111575239e+01,8.748039976e+01,4.838291317e+01,2.878557998e+01,6.446474619e+00,7.554195361e+01,3.734327007e+01
8.408100489e+01,5.236292478e+01,7.448405952e+01,9.466023564e+01,7.985467902e+01,2.857994620e+01,8.378372886e+01,4.885741488e+01,4.628529152e+01,5.139267990e+01,4.477345065e+01,7.591883706e+01,9.845681210e+01,9.711625993e+01,5.000349989e+00,8.163521761e+01,7.768539549e+01,1.760019535e+01,8.828600021e+01,8.397190862e+01,8.551942925e+01,8.622927111e+01,1.955630554e+01,2.018691818e+01
3.660439688e+01,5.311034730e+01,2.274413156e+01,2.034907413e+01,8.279217358e+00,2.458957132e+01,3.141930180e+01,5.994499887e+01,8.519722332e+01,5.582881337e+01,8.379934442e+00,9.606918456e+01,2.216673497e+01,7.266952652e+01,5.271124867e+01,7.443289998e+01,3.284319710e+01,2.793054911e+00,2.890929090e+01,6.500762417e+00,4.313896295e+00,4.993484686e+01,5.731952148e+01,6.833691392e+01
6.923631994e+01,6.558493586e+01,1.564604655e+00,8.010792998e+01,5.168121542e+01,9.004446511e+01,1.061745116e+01,7.168670020e+01,4.294704619e+00,5.841260576e+01,7.644409835e+01,8.808593401e+01,6.539261612e+00,4.621313067e+01,2.109837291e+01,7.169829694e+01,5.452021633e+01,3.699921960e+01,2.249750658e+01,4.153584423e+01,1.774869258e+00,7.248928559e-01,5.691991891e+01,3.641154495e+01
1.476350544e+01,5.932320784e+01,1.763853702e+01,4.511746185e+01,3.373776753e+01,7.617643278e+01,3.130672750e+01,6.822152975e+01,1.678014134e+01,2.385539961e+01,1.194266414e+01,5.714965829e+01,6.069182162e+01,8.834810584e+01,8.036134085e+01,1.103126361e+01,2.396735877e+01,1.774695947e+01,4.413538819e+01,9.147578581e+01,4.482120591e+01,4.281668512e+01,7.764875875e+01,8.826593946e+01
4.047068524e+01,7.555060182e+01,2.789033070e+01,5.568473166e+01,5.790136654e+01,7.790506686e+01,9.115265854e+01,8.391061398e+01,3.792189902e+01,6.707450350e+01,3.282488720e+01,5.426569702e+01,9.303469643e+01,9.987613231e+01,7.160162014e+01,1.709652707e+01,6.782380488e+01,6.332255079e+01,2.985780584e+01,8.211595551e+01,8.203968006e+01,8.091517844e+01,6.350659785e+01,8.056195971e+01
2.745676955e-01,7.794383286e+01,1.295767265e+01,6.927803864e+01,6.088536411e+01,1.015610507e+01,1.620069117e+01,8.555085340e+01,9.852665658e+01,4.608829545e+01,4.858672450e+01,3.008351736e+01,1.415356424e+01,5.239393936e+01,2.563510556e+01,6.298297041e+00,6.301487690e+01,9.865953217e+01,4.616179007e+01,3.938949962e+01,1.457254237e+01,9.373134664e+01,2.665935607e+01,4.203990629e+01
