v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36
6.125031263e+01,6.528744671e+01,2.678787003e+01,9.186562680e+01,8.929442537e+01,3.020803727e+01,5.943376329e+00,1.900444477e+01,3.071534994e+01,2.598904228e+01,9.869825750e+01,8.614836342e-01,2.150563137e+01,1.533165115e+01,2.492386392e+01,8.237625848e+00,7.852553217e+01,3.322326657e+00,3.797874809e-01,5.129328297e+01,9.274624100e+00,8.912661680e+01,5.008859417e+01,8.538703242e+01,8.168403791e+01,4.999894331e+01,9.885641577e+01,3.647853338e+01,1.352600054e+01,6.749157148e+01,1.142676424e+01,9.135415597e+01,3.121411387e+01,7.884415200e+01,6.493068484e-01,8.128936213e+01
2.916767513e+01,1.200777496e+01,2.619781542e+01,6.204031099e+00,6.823215779e+01,4.063313449e+01,5.052555573e+01,5.911674889e+01,5.652966525e+01,1.372389857e+01,7.078796129e+01,7.088398947e+01,1.311319103e+00,6.877487879e+01,4.069100139e+00,6.132168788e+01,1.084642824e-01,7.184475657e+01,4.695660701e+01,5.177670040e+01,9.149851167e+01,2.287347205e+00,1.179436492e+01,8.560747544e+01,9.143761612e+01,1.020463849e+01,3.201488830e+01,8.870958286e+01,7.399701816e+00,1.895825162e+01,4.925441106e+01,2.392538051e+01,7.578336649e+01,9.942639203e+01,4.711685020e+01,3.891547435e+00
7.561520428e+01,7.962561223e+01,2.427363315e+01,5.921741003e+01,6.155019717e+01,1.271315180e+01,5.573272641e+01,2.357152235e+01,7.370852232e+01,6.076232725e+01,9.171801410e+01,1.619958404e+01,5.593834041e+00,3.736028783e+01,1.094023005e+01,5.484685272e+01,4.256321612e+01,3.254573019e+01,7.836499269e+01,6.786960889e+01,6.271726874e+01,4.516392714e+01,7.932142245e+01,2.051318203e+01,6.896615405e+01,2.431725024e+01,8.609350671e+01,7.859733908e+01,4.215671290e+01,7.901877152e+01,9.975998442e+00,7.744928977e+01,7.738036962e+01,4.547883317e+01,6.685026672e+01,5.227356522e+01
4.164835597e+01,1.650309607e+01,3.531444932e+00,4.381653224e+01,4.256229952e+01,2.835273958e+01,3.555461544e+01,1.958397069e+01,8.956005094e+01,4.999826474e+01,6.931345070e+00,9.064756254e+00,4.041211674e+01,5.388436920e+01,3.144659337e+01,8.141969257e+01,9.389151228e+01,5.171935492e+01,8.487756882e+01,7.289705395e+01,3.542406497e+01,2.140928265e+01,9.933054832e+00,3.887972960e+01,6.002364788e+01,6.340620413e+01,6.377858377e+01,8.387271868e+01,4.021018787e+01,9.046868982e+01,3.233893200e+01,7.409688461e+01,1.869203726e+01,8.454952890e+01,9.963654448e+01,4.477371859e+01
9.992440489e+01,6.287898178e+00,5.926620192e+01,1.966119925e+01,9.095640758e+01,5.333458879e+01,3.288563172e+01,9.972760000e+01,3.647493747e+01,2.487291532e+01,3.489547543e+00,4.326778293e+00,1.951035125e+01,6.379557005e+01,7.288993820e+01,2.666603097e+01,3.441685636e+01,7.904533259e+01,5.292558216e+01,2.134288089e+01,7.724197256e+01,3.334272751e+01,8.199730314e+01,9.741655868e+01,9.669192640e+01,7.943017316e+01,3.840240323e+01,4.528418364e+01,3.491762668e+00,9.879043002e+01,6.625510079e+01,8.590893131e+01,4.054965259e+00,4.261916489e+01,3.391881964e+01,9.054586635e+01
9.493365388e+01,2.027253033e+01,9.191002042e+01,7.865844629e+01,6.502220425e+01,4.414512342e+01,6.575761759e+01,1.561797275e+01,9.262855324e+01,6.685897080e+01,1.604653991e+01,1.640581459e+01,4.686053728e+01,4.481302929e+01,9.058732777e+01,6.471904750e+01,3.313743744e+01,8.336988560e+01,4.753674808e+01,4.423573077e+01,8.336919045e+01,1.348702042e+01,8.027685221e+01,5.306049406e+01,2.997303112e+01,6.431086581e+01,6.021016222e+00,6.985272002e+01,7.974795317e+01,8.647522303e+01,6.336910152e+01,2.777383288e+01,8.029926630e+01,1.578904365e+01,4.798088890e+01,3.390626148e+01
8.584419873e+01,5.709297178e+01,1.232283358e+01,9.816142517e+01,3.808943994e+01,9.404731404e+01,1.230072729e+01,3.113649014e+00,3.436196988e+01,7.101062257e+01,7.710942976e+01,3.190273336e+01,1.268470456e+01,5.888944638e+01,9.921662112e+01,9.898771391e+01,7.447345769e+01,7.390975835e+01,8.399546727e+01,7.799989132e+01,7.479787093e+01,8.937327505e+01,2.426447300e+01,3.750145957e+01,4.495580869e+01,1.470919150e+01,7.895647534e+01,9.571606481e+00,3.049397843e+00,4.806078075e+01,6.606999861e+01,7.516918834e+01,6.598558280e+01,5.537074619e+01,3.616041262e+00,1.067572650e+01
2.756695623e+01,6.752690460e+01,9.803264422e+01,2.798529528e+01,7.962310143e+00,6.047415554e+01,8.808561273e+01,3.646688733e+01,5.499174004e+01,6.167475590e+01,4.264558380e+01,3.386581768e+01,6.603906951e+01,2.200649266e+01,9.173025265e+01,6.832604618e+01,2.618429903e+01,1.251346395e+01,2.493097056e+01,1.815328367e+01,6.675183163e+01,1.303000460e+00,3.920889937e+01,2.805797726e+01,2.133730907e+01,9.320491895e+01,8.650805328e+01,9.168477771e+01,1.532421989e+01,1.385686978e+01,3.361371669e+01,4.005636465e+01,2.593438307e+01,2.083479362e+01,3.508668355e+01,8.400401492e+01
7.840853121e+01,7.008108179e+01,8.816349435e+01,2.586560947e+01,3.070709461e+01,8.434551145e+01,1.572323207e+01,6.459631086e+01,4.586957663e-01,7.682677232e+00,5.292583692e+01,4.168253134e+01,4.112002198e+01,4.450713782e+01,4.582217671e+01,1.096459389e+01,9.045844194e+01,3.617915647e+01,1.895945322e+01,2.427778572e+01,2.664377067e+01,4.487222666e+01,3.479080400e+01,7.610550067e+00,1.208377901e+01,4.145257511e+01,6.511640258e+01,8.982374057e+01,5.804498695e+01,6.384899598e+01,6.009619357e+01,6.665481105e+01,3.334230438e+01,7.676566545e+01,1.353250582e-01,9.825445577e+01
8.133427444e+01,7.608235621e+01,5.281934741e+01,5.844599353e+01,7.922904985e+01,5.821735222e+01,3.676580775e+00,6.376287626e+00,9.274673211e+01,7.506152740e+01,9.966922434e+01,9.006916439e+01,2.429441186e+01,2.660917814e+01,5.541237502e+01,2.065708157e+01,5.611442947e+01,9.038423640e+00,6.664542768e+01,6.925328531e+01,5.563792809e+01,9.060664706e+01,8.120802331e+00,2.661230276e+00,5.135853304e+01,7.862126358e+01,5.018142819e+01,5.432937558e+01,3.413789249e+01,3.317553727e+01,1.080528633e+01,1.121625308e+01,8.940741049e+01,7.441792127e+01,2.329828890e+01,8.711663931e+01
8.239356659e+01,9.897000642e+01,1.316894451e+01,9.081404616e+01,1.395818889e+00,8.342608805e+01,1.583803281e+01,2.773003407e-01,6.657556232e+01,6.484706784e+01,2.487652153e+01,5.163815559e+01,4.548007344e+01,8.934545927e+01,4.801808283e+01,9.064101335e+01,9.289809476e+01,5.976799107e+01,9.501845217e+01,9.925843775e+01,6.246667531e+01,6.068561182e+01,7.920774032e+01,2.317637754e+01,4.713410470e+01,2.866169087e+01,4.456566898e+01,3.583180509e+01,6.030326514e+01,1.995413645e+01,5.001599844e+01,2.662204993e+01,8.041072948e+01,6.490903776e+01,5.335835400e+01,7.483912664e+01
8.371967108e+01,1.783112518e+01,3.048628824e+01,7.351742944e+01,8.442392288e+01,7.143568114e+01,2.032776880e+01,7.811811719e+00,3.520262877e+01,8.761357991e+01,2.014100271e+01,4.274054135e+01,5.317311357e+01,6.770882555e+01,6.546691099e+01,3.532493618e+01,3.145987193e+01,4.335084064e+01,8.014587471e+01,3.648709026e+01,5.124268505e-01,4.250973081e+01,8.030695682e+01,2.428048735e+01,5.776227321e+01,5.192000344e+01,9.611158294e+01,5.185683372e+00,8.861911650e+01,4.662232582e+01,6.236491655e+01,4.639846233e+01,6.068329926e+01,3.060586808e+01,7.231144832e+00,4.115116830e+01
9.607263773e+01,4.975488489e+01,7.494943709e+01,9.153674069e+01,1.045286007e+01,4.215296866e+01,1.270798210e+00,9.182022758e+01,6.703512591e+01,4.807748853e+01,7.986867334e+00,7.647359427e+01,3.111576130e+01,5.613424923e+01,5.641621095e+01,5.778331731e+01,4.411744940e+01,7.472855268e+01,3.813832268e+01,9.488012869e+01,4.469042018e+01,6.226003857e+00,2.035247155e+01,1.969952540e+01,7.584678288e+01,5.967419716e+00,3.994464036e+01,9.708087693e+01,7.186659554e+01,9.423985554e+01,1.744646746e+01,3.388524295e+01,4.458443753e+01,3.763541437e+01,7.481414321e+01,2.461193328e+01
5.142545609e+01,7.792263178e+01,8.326341793e+01,3.918831183e+01,3.336161465e+00,1.753096945e+00,1.612841397e+01,9.871542114e+01,6.749137303e+01,4.964788430e+01,8.771686580e+01,4.459608054e+01,8.616485312e+01,5.419455546e+01,4.731157468e+01,5.570938253e+01,2.351393267e+01,5.925771514e+01,9.919556511e+01,1.248079852e+01,8.392926375e+01,7.932792877e+01,1.955239483e+01,4.151226564e+01,2.715176719e+01,8.656776636e+01,5.840013384e+01,5.846982508e-01,8.071275025e+01,4.471223173e+01,2.620077458e+01,2.357326808e+01,3.491868624e+01,5.542817060e+01,9.450353629e+01,4.112993977e+00
8.312184456e+01,8.544437323e+00,3.819677669e+01,5.694512437e+01,9.057702368e+01,6.299056697e+01,2.484773016e+01,8.551921509e+01,1.971994766e+01,6.753570491e+01,6.907057551e+01,1.276394265e+01,6.910035786e+01,4.397998146e+01,5.074475895e+01,7.746968473e+01,9.247666809e+01,8.931038586e+01,2.783406756e+01,9.705932417e+01,3.104224443e+01,4.369309589e+01,2.449279461e+01,8.854094546e+01,1.747973217e+01,6.364459274e+01,6.662111528e+01,1.159055624e+01,4.990226950e+01,6.788574067e+01,7.214989427e+01,4.938303441e+01,3.923337005e+01,4.886663836e+01,9.391201777e+01,5.524976090e+01
6.423840594e+01,8.846253182e+01,1.249727841e+01,5.414255694e-01,2.874018203e+01,5.647175992e+01,5.379151835e+01,5.534700389e+01,5.521965883e+01,6.695408469e+01,9.502080309e+01,1.255981116e+01,2.934851141e+01,9.327764974e+01,6.133069645e+01,3.241711023e+01,6.259233354e+01,3.435563201e+01,6.986715499e+01,4.929697174e+01,8.406681950e+01,8.779199505e+00,7.778897805e+01,5.108909897e+01,3.313962162e+01,7.919002594e+01,9.601272696e+01,8.233884653e+01,2.403623433e+01,5.448024669e+01,9.596829409e+01,4.450762529e-01,6.249146505e+01,8.208503041e+00,9.657318510e+01,8.667021221e+01
2.966627529e+01,7.705593407e+01,2.039207468e+01,5.064173150e+00,5.636906902e+01,4.874929673e+01,5.071401727e+01,5.672933173e+01,2.838586444e+01,1.983178964e+01,9.363053002e+01,6.094556804e+01,5.877011490e+01,1.270828766e+00,9.949177069e+01,4.019202103e+01,4.062726214e+01,3.853823755e+01,6.190627375e+01,8.205956001e+01,5.670868917e+01,1.735306093e+01,8.392977600e+00,7.564616874e+01,1.962416148e+01,2.583043966e+01,4.345260490e+01,5.237882500e+01,8.174976128e+01,5.568187128e+01,2.376752651e+01,9.588908816e+00,8.412857605e+01,6.065857311e+01,3.647711106e+01,9.641736924e+01
5.518600887e+01,1.832602918e+01,6.296167968e+01,8.819129664e+01,5.300525473e+01,4.961360448e+01,7.384075916e+01,2.173039509e+01,3.428094592e+00,4.875212238e+01,5.557178785e+01,4.016499278e+01,3.800569605e+01,5.669695265e+01,4.646150804e+00,1.835555484e+01,9.125851408e+01,2.899728291e+01,3.953521067e+01,9.411644748e+01,3.362922283e+01,6.664272813e+01,6.864546922e+01,2.625843262e+01,6.219630968e+01,1.573402623e+01,9.056582913e+01,1.356859629e+01,8.734056515e+01,3.074473952e+01,7.954518994e+01,2.317874899e+00,4.255491497e+01,9.900954894e+00,8.316027539e+00,8.647423988e+01
7.838869926e+01,9.263795508e+01,2.868642782e+01,2.437488430e+01,3.865703119e+01,9.876352824e+01,9.049416580e+01,4.150584208e-01,7.652150154e+01,4.431721079e+01,5.766694162e+01,4.622071764e+01,2.169342234e+01,9.814721377e+01,6.630333834e+01,9.255374596e+01,5.249107526e+01,9.192252393e+01,9.008903734e+01,1.380049966e+01,8.766252209e+01,9.008172229e+01,7.157968392e+01,1.380383850e+01,2.263662127e+01,6.397813657e+01,4.979891599e+01,6.026362583e+01,6.892530601e+01,6.332067350e+01,6.020349402e+01,1.881861529e+01,3.802529923e+01,1.166016555e+01,9.124407548e+01,2.335435259e+01
8.621146696e+01,5.447434528e+00,2.904240020e+01,9.390835388e+01,2.846856078e+01,8.409207666e+01,4.884540032e+01,1.648483909e+01,8.290983163e+01,7.280990244e+01,8.204641091e+01,4.199408532e+01,8.768194835e+01,2.171727766e+01,6.408763116e+01,8.864507868e+01,8.894648120e+01,5.874828967e+01,9.319231852e+00,6.239372900e+01,7.768631945e+01,2.588230156e+01,8.357894242e+01,6.819029046e+01,3.976829591e+01,3.633693110e+01,2.669081327e+01,2.707247937e+01,2.631541983e+01,7.443645767e+01,9.078389205e+01,6.646101934e+01,3.044500721e+01,9.114030889e+01,9.160765586e+01,9.714570247e+01
5.529148382e+01,4.449878173e+00,1.461237282e+01,6.841167109e+01,1.125518633e+01,3.518116338e+01,6.683834201e+01,7.351463556e+01,4.321707468e+01,7.376706484e+01,8.744633190e+01,8.633488817e+01,1.968307135e+01,8.091609759e+01,2.919483782e+01,2.777828173e+01,3.767696204e+01,4.740196841e+01,9.953439080e+01,5.830583363e+01,6.190197887e+01,9.265279863e+01,2.975682551e+01,5.183108490e+01,8.468499011e+01,4.594840429e+01,5.187456880e+01,7.178835907e+01,6.199026367e+01,9.797954961e+01,8.723579818e+01,5.122963598e+01,4.785267614e+01,7.746020085e+01,6.027407026e+00,6.459363717e+01
4.372087243e+01,9.382832997e+01,1.557139589e+01,7.576434350e+01,7.302518375e+01,4.706306232e+01,9.336666636e+01,6.776748251e+01,6.697876495e+00,7.936623620e+01,2.340798165e+01,3.554198546e+01,6.191600800e+01,6.680843960e+01,7.174546147e+01,4.295785512e+01,7.222426524e+01,7.020338040e+01,2.006489492e+00,3.013984818e+01,6.861619281e+01,4.018188353e+01,5.741304706e+00,4.876304515e+01,9.494420495e+01,6.275578894e+01,6.832257770e+01,1.263219607e+01,8.540179969e+01,3.873041380e+00,6.892371602e+01,4.471389552e+01,8.784324904e+01,8.641302073e+01,3.591642216e+01,3.764213714e+01
9.523924108e+01,1.331846999e+01,7.925850583e+01,5.287161398e+01,6.454008262e+00,3.464639214e+01,4.693070690e+01,3.537566534e+01,3.315999350e-01,2.778929133e+01,3.684689181e+01,7.515244988e+01,5.032136209e+01,7.212526577e+01,6.203381256e+01,4.979640409e+01,9.079676968e+00,7.753622828e+01,6.698361965e+01,2.457535144e+01,7.000961516e+01,8.591586734e+01,8.189880335e+01,2.398075499e+01,3.826724123e+00,4.279170161e+01,4.403060134e+01,7.039200437e+01,4.599932337e+00,5.748012799e+01,6.422673128e+01,6.972226816e+01,1.874574988e+01,5.926169005e+01,2.601794154e+01,9.919812732e+01
2.420186079e+01,5.989671405e+01,9.213437521e+01,8.677549457e+01,5.335270430e+01,1.613643695e+01,6.609016385e+01,4.214932727e+01,8.382808661e+01,2.648563738e+01,5.319689480e+01,9.451384679e+01,6.406301133e+00,7.087411695e+01,6.501305842e+01,8.230892631e+01,5.704107757e+00,7.121785881e+01,3.424969961e+01,9.010799982e+01,6.388503668e+01,9.667991671e+01,7.362284858e+01,9.195178386e+00,7.532572131e+01,8.175052925e+01,2.438031519e+01,8.204355312e+01,5.226693041e+01,7.880850570e+01,6.871703121e+01,5.053157275e+01,5.265301010e+01,1.454180435e+01,2.130217862e+01,1.259240975e+01
3.835485176e+01,5.153624403e+01,8.863749215e+01,5.911910727e+00,3.193997834e+00,9.307729030e+01,4.563583409e+01,7.018665380e+01,8.860238894e+01,8.830734016e+01,6.850598320e+01,5.517208313e+00,6.877437847e+01,1.836917163e+01,5.726460105e+01,1.497347175e+01,5.795570865e+01,5.232807173e+01,5.961228623e+01,3.456155019e+01,2.682476555e+01,9.599596536e+01,9.896727298e+00,9.802974092e+01,4.026728719e+01,4.016985045e+01,8.488517280e+01,7.691998828e+01,3.356479723e+01,9.825083450e+01,9.135372514e+01,7.131232243e+01,1.466392591e+01,8.059780682e-01,2.513353636e+01,5.377677664e+01
8.870642723e+01,9.471885854e+01,7.330629449e+01,2.758493958e+01,8.884378837e+01,2.522960871e+01,9.300483822e+01,4.857695445e+01,4.703256357e+01,2.184898418e+00,8.588093699e+01,3.983212166e+01,4.853803359e+01,8.721529768e+01,4.293114382e+01,7.008622487e+01,4.352830400e+01,2.328765989e+01,2.764468029e+01,5.487713957e+01,7.755150417e+01,6.926639384e+01,7.677381157e+00,4.825656408e+01,7.834607357e+01,3.921485924e+00,3.920473220e+00,3.471781953e+00,1.629365582e+01,3.746394358e+01,2.761758285e+01,8.759845603e+00,2.775644106e+01,8.781751728e+01,2.527087285e+01,6.237409950e+01
1.657680162e+01,6.246372996e+01,7.528953498e+01,6.709236445e+01,8.525938322e+01,5.868093782e+01,1.047897466e+01,7.327676702e+01,8.457927311e+01,9.255130244e+01,8.461191057e+01,8.360740223e+00,7.648381552e+01,4.026622170e+01,5.948939149e+01,1.471288021e+01,3.201558894e+01,7.800765442e+00,4.015076849e+01,2.074080568e+01,5.441705157e+00,1.400914583e+01,6.923351838e+01,4.744945799e+01,7.515692379e+01,1.789072780e+01,3.093322195e+01,9.750399142e+01,4.397253124e+01,4.576709761e+01,3.263699467e+01,1.162433151e+01,4.226374449e+01,7.620096213e+01,3.487956669e+01,1.035372153e+01
9.236493726e+01,6.099416135e+01,4.891177853e+01,7.245823203e+01,8.439013869e+01,1.541468953e+01,7.850380154e+01,4.160838642e+01,2.094291349e+01,8.324813755e+01,8.224445123e+01,8.634890610e+00,4.388464494e+01,6.229202033e+01,4.274023103e+01,8.638877753e+01,6.943423492e+01,4.436347024e+01,8.998031783e+01,5.051003912e+01,9.698291343e+01,4.766114710e+01,6.457468604e+00,3.369264110e+01,9.234842978e+00,4.261385308e+01,6.322508371e+01,9.777587388e+01,7.252648773e+01,8.835469014e+00,2.208408800e+01,6.805457388e+01,2.954366579e+01,7.855261389e+01,7.826310371e+01,5.351399370e+00
8.395036954e+01,7.864766337e+01,6.940431001e+01,1.333101562e+01,3.697195109e+01,5.839590552e+01,3.248890702e+01,8.455653707e+01,7.461942627e+01,5.385160781e+01,9.492070672e+01,4.237783067e+01,8.643380351e+01,7.601001893e+01,8.320645624e+01,8.883114460e+00,8.743954018e+01,6.237219548e+01,9.332687180e+01,8.740337500e+01,5.916158434e+01,4.556673698e+00,7.084942069e-01,4.462737318e+01,8.758222847e+01,6.454453302e+01,1.412963280e+01,2.436094782e+01,2.890088386e+01,4.231393781e+01,9.377174061e+00,8.024141474e+01,7.931819312e+01,4.874141103e+01,2.775286329e+00,7.017239243e+01
8.655101647e+01,2.206264125e+00,1.083186995e+01,3.272582311e+01,8.497318174e+01,9.162414976e+01,3.039258419e+01,1.718087760e+01,5.092362337e+01,3.167875048e+01,1.723829189e+01,3.359942852e+01,3.433670833e+01,1.658558446e+01,9.557739787e+01,6.006967067e+01,9.721181673e+01,3.638519926e+01,7.462804495e+01,9.548760889e+01,5.338220025e+01,3.049542087e+01,2.243043416e+01,8.062226678e+01,8.729288753e+01,8.646583587e+01,7.570794650e+01,8.000385464e+01,1.633655129e+01,2.320833548e+01,3.388019643e+01,9.264153586e+01,9.648665834e+01,8.228340720e+01,7.508716933e+01,4.324887338e+01
3.043861188e-01,3.726881289e+00,5.236558212e+01,3.090258547e+01,7.363140592e+01,6.948996950e+01,7.479200639e+01,2.731280428e+01,8.616959451e+01,8.993318367e+01,2.042687373e+01,2.559660338e+01,7.930928901e+01,5.702962266e+01,4.662921452e+01,4.779377122e+01,8.416352641e+01,8.463700964e+01,9.904247200e+00,1.885180011e+01,7.232743749e+01,5.298163742e+01,8.140207254e+01,2.203381791e+01,1.824922642e+01,1.076309869e+01,4.683799211e+01,4.343055332e+00,4.175127294e+00,8.209780589e+01,1.850121418e+01,8.966457134e+00,6.251538641e+01,8.746051357e+01,5.890038871e+00,2.890367812e+01
2.253580522e+01,9.327534988e+01,1.411508759e+01,7.035678595e+01,4.606432273e+01,8.648226730e+01,8.408405607e+01,3.158210097e+01,6.535832489e+01,3.690438011e+00,1.133028114e+01,3.374111167e+01,2.231813349e+01,4.752953792e+01,9.784984267e+01,3.209095148e+01,1.740352994e+01,8.619823572e+01,6.788541550e+01,7.370910570e+01,4.640697846e+00,9.809071235e+01,2.710465657e+01,3.528637326e+00,2.832635429e+01,3.160401008e+01,3.935876793e+01,3.020117787e+00,6.782080953e+01,3.437278174e+01,2.147923556e+00,8.482456493e+00,7.297661165e-01,5.790929256e+01,6.432761259e+01,3.221973881e+00
9.937054899e+01,7.919067682e+01,3.778777388e+00,7.299609165e+01,6.841102150e+01,7.017324540e+01,3.434768416e+01,5.101204694e+00,9.569843748e+01,1.815568253e+01,1.619766370e+01,6.061760697e+01,6.525682803e+01,6.508033661e+01,3.975528223e+01,3.558623883e+01,2.533441962e+01,6.336690682e+01,6.584600826e+01,7.693932412e+01,3.062809975e+01,7.236971039e+01,8.488304467e+01,4.960303598e+01,5.922309273e+01,2.429634043e+00,3.311269331e+01,9.725578845e+01,5.743120850e+01,1.011894094e+01,6.862165303e+01,6.631659687e+01,4.486112120e+01,7.643267509e+01,9.561382705e+01,6.280185287e+01
3.669294605e+00,7.637548562e+01,2.354268521e+01,6.880622381e+01,8.181846566e+01,3.998682329e+01,1.320336591e+01,1.974779530e+01,1.288904767e+01,8.364195422e+01,1.130912328e+00,2.275118157e+00,1.322839327e+01,4.801424466e+01,8.748816599e+01,2.481631274e+00,2.772210549e+01,5.834262064e+01,5.932859451e+01,3.892534554e+00,6.255494714e+01,7.390457999e+01,1.607878553e+01,9.029249016e+01,9.629531140e+01,7.797402928e+01,8.679237364e+01,8.515056652e+01,4.712324183e+01,7.490157485e+01,3.047561680e+01,4.463199588e+01,9.620730395e+00,2.629968913e+01,7.179198946e+00,1.110900133e+01
9.367392785e+01,5.005365059e+01,5.075313377e+01,1.697921210e+01,4.964662122e+01,7.819167369e+01,6.718623719e+01,8.443337936e+01,6.391594128e+01,5.482650507e+01,1.184885308e+01,7.239515639e+01,7.837338990e+01,7.018393331e+01,3.235218216e+01,9.766618730e+00,3.957510687e+01,4.406583694e+01,4.839913807e+01,9.328241862e+01,2.162270970e+01,4.104789967e+01,6.847386742e+01,4.047877156e+01,4.171397425e+01,2.281537776e+01,1.998463597e+01,7.729413084e+01,7.303126209e+01,4.068711012e+01,3.736087314e+01,6.787090379e+01,1.598017035e+01,6.714952324e+00,8.028277443e+01,4.044396304e+01
9.507708193e+00,9.357981005e+01,2.151297639e+01,2.365369347e+01,7.800007380e+01,6.866911716e+01,4.491864998e+01,9.262911407e+01,8.005216271e+01,4.929017610e+01,1.831695311e+01,4.708965281e+01,3.953051929e+01,8.372528645e-01,7.479885519e+01,9.783470134e+01,3.411870958e+01,3.842888650e+01,4.487207849e+01,9.517365318e+01,1.765988418e+01,4.615374320e+01,4.145368532e+01,7.479541141e+01,9.291058617e+01,8.155620738e+01,1.107685507e+01,1.421622346e+01,4.615583236e+01,4.249738846e+01,7.907985758e+01,1.274346839e+01,7.173487629e+01,4.987568810e+01,2.017901609e+01,1.892566201e+01
6.947493295e+01,9.071192405e+01,7.622542033e+01,5.198726361e+01,4.049446670e+01,1.564447702e+01,3.185110413e+01,4.933911640e+01,5.425249572e+01,5.783342916e+01,6.441204025e+01,1.293817866e+01,5.834211406e+01,9.280674596e+01,6.961608578e+01,2.966474947e+01,5.346723511e+01,7.871649703e+01,2.180095941e+01,1.988938097e+01,8.187877812e+01,3.215835461e+01,3.555564157e+01,8.288904917e+01,1.420299852e+01,6.427199529e+01,2.136225851e+01,6.915053826e+01,3.875370553e+01,2.555037107e+01,5.403104407e+01,5.207650500e+01,2.932554466e+01,7.392898329e+01,2.912811175e+01,5.395742082e+01
5.837867807e+01,9.256601951e+01,2.269560527e+01,1.219037319e+01,7.837778983e+01,2.098478364e+01,4.780531012e+01,4.608183383e+01,2.726490651e+01,3.791561336e+01,7.408733595e+01,7.026347120e+01,6.708459007e+01,6.729358074e+01,1.077976249e+01,3.611166407e+01,5.076271653e+01,4.990009408e+01,6.829973152e-01,2.114861477e+01,6.961826400e-01,7.860647311e+01,5.833933079e+01,6.483020210e+01,7.523671620e+01,2.452273002e+01,8.972442182e+01,3.226002253e+01,8.997464536e+01,4.613288410e+01,9.624065299e+01,6.704595991e+00,2.111473675e+01,3.196716692e+01,7.115658525e+01,8.744885821e+01
4.402331740e+01,1.579933760e+01,3.285053175e+01,9.546926528e+01,9.199637907e+00,1.520665136e+01,7.025674810e+01,8.769199604e+01,4.793954634e+01,1.631822691e+01,6.779657127e+01,9.127311098e+01,1.648245687e+01,2.456206744e+01,7.396937401e+01,5.596759166e+01,1.024068106e+01,9.485891596e+01,4.793583502e+01,1.030065863e+01,4.310769468e+01,3.209801053e+01,7.958810343e+01,4.815013668e+01,3.118731221e+01,6.400694841e+01,8.437162668e+00,1.603755241e+01,4.319682654e+01,6.159522884e+01,3.568363874e+01,6.930532650e+01,6.140178514e+01,4.621468196e+01,9.076559357e+01,8.928930610e+00
8.060771380e+01,9.582428606e+00,6.862337254e+01,6.357586770e+01,6.131236770e+01,7.384442538e+01,9.077835923e+00,4.901676972e+01,8.194712961e+00,7.415939939e+01,7.483632984e+01,8.714173545e+01,8.186478227e+01,4.166748915e+01,1.025415707e+00,9.365506774e+01,4.225385975e+01,8.691021362e-02,7.814080615e+01,8.320038772e+01,2.772655439e+01,1.839316676e+00,1.960472455e+01,3.624230025e+01,7.177456584e+01,7.810446688e+01,4.087205881e+01,7.468435761e+01,2.706013037e+01,4.228452322e+01,7.267221752e+01,4.668423346e+01,4.274001353e+01,8.618017588e+01,1.592639110e+01,4.362693667e+00
1.443478478e+01,5.476940717e+01,3.212746849e+01,7.202453456e+00,1.275582154e+01,6.071909116e+01,5.841125453e+00,5.235353716e+01,4.046028986e+01,4.716936827e+01,3.287115049e+01,8.281427916e+01,8.320263049e+01,9.599082884e+01,9.683294472e+01,1.899517359e+01,4.273431565e+01,9.877816120e+01,2.103842987e+01,7.988067301e+01,8.953477191e+00,9.252670095e+01,3.592427885e+01,1.789848618e+01,5.209184424e+01,2.534394689e+01,9.166282979e+01,9.420851212e+01,5.354909285e+01,4.988870840e+01,3.930739726e+01,5.438477462e+01,9.153760890e+01,2.005714394e+01,7.073296596e+01,1.446701709e+01
2.189332459e+01,2.809571045e+01,2.249765173e+01,4.648294344e+01,7.289571967e+01,6.906309544e+01,8.131083449e+01,1.435499669e+01,9.501571346e+01,2.938565422e+01,3.466384710e+01,3.835120350e+01,3.933018507e+01,6.069258778e+01,3.229578752e+01,5.239363287e+01,3.043348085e+01,7.411012995e+01,1.934441816e+01,5.679786081e+01,6.606911829e+01,7.413044559e+01,4.544774418e+01,8.954524301e+01,7.221819468e+01,5.814475870e+01,7.650698232e+01,5.771068693e+01,4.975701776e+01,7.059490407e+01,4.291737315e+01,1.231056450e+01,1.615111943e+01,2.347169056e+01,5.918487426e+00,5.934310531e+01
