v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72
5.005437395e+01,3.942510926e+01,5.092889340e+01,7.143823528e+01,8.680225222e+00,1.378727377e+01,6.988585701e+01,6.390293407e+01,4.558579535e+01,2.122754378e+01,3.317010994e+01,5.532782637e+01,3.807960999e+01,8.424140156e+01,7.078267765e+01,4.936548985e+00,9.264502271e+01,9.834630575e+01,6.273796397e+01,1.774055670e+01,6.484531899e+01,7.045157659e+01,1.381399023e+01,6.387079791e+01,4.127310854e+01,3.498819859e+01,9.880831476e+01,3.226860549e+01,1.176416232e+01,1.323023063e+01,9.983493090e+01,9.599540567e+01,7.643671189e+01,9.807230334e+01,4.079059809e+01,9.842489914e+01,8.929735016e+01,3.165800043e+01,4.337890735e+01,6.143085341e+01,1.011362958e+01,4.011156846e+01,5.987553838e+01,7.753929261e+00,4.228481646e+01,6.070790246e+01,3.327892400e+01,3.714533135e+01,2.629896199e+01,5.278974149e+01,9.666750018e+01,2.132525226e+01,4.746107327e+01,1.857583747e+01,3.042925279e+00,1.667417256e+00,3.386641795e+01,1.381943110e+01,6.064770185e+01,6.852676220e+01,3.279455328e+01,3.158658566e+01,7.085110444e+01,2.038679806e+01,8.011790677e+01,3.227480317e+01,9.517051761e+01,5.788419027e+01,7.907489405e+01,3.937142325e+01,3.925379952e+01,9.882119752e+01
5.132695495e+01,3.595866809e+01,5.634950120e+01,8.742005437e+00,8.576552325e+01,9.515480649e+01,2.728648659e+01,5.196626795e+01,4.105030920e+01,4.891894735e+01,7.793927368e+01,4.348168420e+00,9.426765678e+00,9.672791059e+01,2.225357722e+01,5.318521581e+01,1.219743624e+01,5.718970788e+01,6.836545334e+01,8.409856890e+00,8.606285872e+00,9.611727225e+01,5.829100891e+00,7.426446292e+01,9.128810075e+01,2.518945300e+00,7.068740655e+01,1.158064886e+01,9.677623845e+01,7.847543785e+01,3.356373950e+01,1.700583072e+01,6.946185364e+01,6.647538883e+00,2.790180010e+01,9.999986533e+01,4.898817235e+01,5.127947774e+01,8.399921357e+01,2.955167984e+01,6.850416958e+01,7.081146800e+01,1.179126635e+01,8.775603755e+01,5.945713459e+01,1.247254750e+01,5.890233564e+01,7.909776419e+00,7.966830602e+00,9.021678881e+01,7.206797173e+00,4.733544827e+01,6.251089025e+01,3.119637508e+01,7.926542733e+01,8.881477737e+00,3.041449442e+01,3.165409090e+01,4.981981717e+01,2.452144703e+01,7.742510435e-01,7.506451924e+01,5.520007291e+01,4.652487808e+01,1.555454018e+01,9.320603839e+01,7.095657731e+01,4.503799594e+01,4.916339089e+01,4.112020497e+01,5.860037637e+00,5.792143662e+01
4.125649013e+01,9.385394779e+01,8.046709839e+01,6.504180131e+01,4.462356369e+01,1.551468435e+01,9.567487364e+01,5.211961711e+01,2.159663555e+01,6.844198121e+01,7.316468337e+01,8.104178126e+01,8.037202508e+01,2.201496230e+01,9.464688626e+01,4.519913636e+01,4.174700131e+00,1.912619080e+01,3.049637028e+01,5.960290239e+01,2.858279267e+00,3.361434538e+01,9.601321367e+01,5.075154042e+01,8.195346224e+01,4.789298756e+00,4.362115859e+01,1.703290412e+01,6.194496987e+00,2.152622785e+01,4.610117097e+01,5.663814488e+01,9.569311737e+01,8.395783796e+01,5.196405146e+01,1.474339052e+01,6.321172919e+01,4.233002799e+01,5.615783850e+01,1.998590349e+00,1.957645422e+01,4.030369515e+01,6.995652693e+01,2.542112215e+01,8.020118365e+01,4.366978278e+01,1.369566534e+01,8.121806599e+01,5.958588299e+01,3.545818410e+01,6.574789199e+01,7.855851220e+01,4.946801656e+01,2.741308651e+01,2.173211537e+01,7.813346842e+00,6.995216709e+00,3.130601097e+01,8.109034820e+01,4.720079890e+01,4.101778472e+01,3.560899463e+01,6.805385020e+01,8.544630570e+01,5.807240786e+01,5.159343726e+01,8.618192321e+00,9.507756606e+01,2.695759234e+01,2.352062560e+00,1.093634593e+01,8.148892576e+01
4.512542147e+01,3.282758446e+01,6.977471171e+01,2.215238564e+01,5.732157471e+01,5.954611749e+01,2.584870600e+01,4.054224572e+01,4.933684486e+01,6.295921657e+01,5.840341342e+01,8.365817480e+01,3.738215012e+00,8.710523164e+01,4.034794128e+01,7.708259991e+01,4.212906105e+01,4.379355905e+01,3.289865418e+01,8.980154553e+00,8.775774370e+01,7.789147499e+01,3.813680928e+01,3.450945724e+01,3.352273766e+01,5.500857153e+01,3.828130938e+01,9.421251915e+01,1.657221782e+01,5.690884962e+01,4.408914193e+00,6.660036032e+00,6.363110912e+01,7.177126028e+01,2.971703917e+01,7.625529626e+01,7.444063274e+01,8.615783290e+01,6.708115832e+01,8.135790601e+01,7.669648604e+01,5.598289135e+01,5.828402542e+01,4.534493038e+01,4.419181080e+01,1.261428673e+01,1.990492380e+01,3.928219237e+01,6.137496793e+00,8.175661786e+01,3.871063248e+00,4.048390063e+01,9.994963814e+01,4.507033538e+01,7.284751101e+01,9.935286221e+01,7.757758357e+01,3.997880163e+01,7.516260126e+01,5.204625851e+01,1.499165337e+01,6.782588167e+01,3.564021983e+01,2.523467888e+01,4.767773924e+01,5.449545539e+01,6.896807029e+01,6.901124986e+01,3.080145097e+01,4.521020938e+01,7.353360212e+01,5.748125303e+01
2.869605901e+01,4.552161130e+01,8.959643167e+01,8.664263660e+01,5.348686896e+01,9.461551442e+00,2.600635463e+01,6.661401571e+01,8.116478799e+01,8.893913272e+01,9.607703633e+01,7.478334205e+01,7.367166837e+01,8.969051781e+00,2.713059951e+01,8.929548292e+01,7.203337536e+01,7.857570095e+01,3.396472641e+01,5.133655233e+01,2.801684155e+01,8.678254153e+01,7.946736869e+01,9.744051443e+01,4.660597528e+00,2.894949260e+01,5.969731395e+01,3.570247182e+01,5.035791985e+01,1.868307354e+01,7.153421515e+01,4.773926663e+01,6.630981351e+01,9.597705636e+01,3.188609760e+01,1.426545649e+01,3.401454543e+01,6.512139400e+01,3.185889764e+01,4.955742853e+01,8.692958524e+01,2.490210976e+01,4.900619985e+01,7.450668703e+01,2.025948226e+01,9.155849469e+01,3.018047653e+00,4.717899591e+01,7.436827385e+01,9.685704856e+01,7.181889851e+01,2.650233620e+01,6.170761110e+01,3.525281638e+01,1.194565239e+01,2.639237477e+01,5.969290107e+00,3.535918207e+01,3.371407587e+01,7.826729347e+01,6.749611445e+01,2.583595865e+00,9.607045778e+01,5.672693995e+01,7.795754237e+01,6.495215884e+01,7.112831591e+01,5.272026329e+01,5.321911166e+01,8.292472684e+01,2.982626834e+01,2.978187219e+01
7.012628816e+01,2.685779947e+01,4.380206990e+01,1.688579428e+01,1.966182111e+01,4.413071508e+01,3.397886945e+01,3.563829458e+01,4.181146722e+01,4.320799524e+01,1.219102685e+01,7.607506837e+01,3.354943519e+01,3.698503294e+00,1.565222355e+01,7.927382565e+01,5.895185141e+01,3.574826021e+01,1.013524128e+01,5.989636991e-01,7.696845645e+01,9.705277506e+01,4.636957430e+01,1.922537752e+01,4.060686030e+01,7.964294570e+01,3.746094890e+01,5.466164353e+01,1.676584496e+01,5.554465644e+01,1.861141571e+01,8.245065448e+01,6.216131721e+01,6.233432283e+01,8.377544745e+01,1.234074662e+01,7.634834073e+01,1.420608794e+01,1.902783045e+01,2.268829356e+01,4.772509022e+01,9.435203590e+01,1.981573078e+01,6.565492649e+00,6.572533612e+01,7.691636537e+00,9.534121319e+01,5.533998771e+01,4.605912149e+01,7.777196855e+01,9.218586046e+01,6.757782467e+01,6.483334577e+01,6.489554599e+01,2.821538760e+01,4.218040011e+01,8.111722895e+01,5.875994275e+01,1.460588435e+01,9.375699352e+01,9.891311165e+01,3.633562390e+01,4.772476343e+01,3.565712342e+01,4.543076147e+01,9.552763922e+01,2.318425201e+01,8.882770767e+01,5.035305749e+01,5.594540998e+01,9.830637851e+01,1.835930740e+01
1.048725369e+01,1.464401637e+01,7.038135142e+01,4.944671723e+01,3.143289567e+01,9.841232740e+01,2.857942265e-01,8.268460861e+00,8.647075798e+01,1.792084896e+01,6.179084167e+00,6.635226539e+01,8.751217796e+00,5.725547590e+01,1.777539799e+01,3.197118207e+01,3.807130899e+01,6.575946260e+01,6.196558911e+01,9.286231114e+01,7.947452451e+01,6.709818489e+01,5.562680126e+01,3.110320500e+01,3.021099900e+01,1.992800898e+01,3.531156719e+01,6.256866387e+01,2.155004370e+01,2.783704730e+01,7.338588715e+01,9.441223373e+01,4.308143683e+01,5.020276557e+01,3.162742638e+01,7.262264226e+01,7.956618186e+00,2.783652835e+01,4.720932267e+01,2.255089781e+00,8.542842067e+01,2.051249858e+01,7.260476682e+01,8.407813906e+01,1.264285279e+01,9.265052877e+01,8.028485589e+01,7.871612153e+01,5.060837780e+01,6.471398210e+01,9.107303557e+01,6.324111906e+01,4.316646862e+01,1.455417761e+01,6.567579558e+01,2.645031587e+01,8.070060982e+01,5.085858702e+01,7.615132909e+01,8.396681619e+01,5.226091429e+00,5.452930583e+01,1.712678328e+01,6.013794069e+01,2.594350881e+01,1.441857470e+01,1.406215633e+01,9.879513281e+01,5.794563091e+01,7.837984764e+01,5.324953210e+01,7.231534199e+01
2.596412604e+01,2.120564863e+01,2.089291323e+01,9.778920785e+01,5.885818541e+01,4.868326730e+01,4.809307217e+01,8.645094191e+01,7.819599537e+01,1.993222669e+01,7.918010100e+00,1.097960637e+01,5.534458456e+01,4.187774649e+01,9.774846264e+01,6.692910078e+01,5.793896928e+01,9.606048217e+01,9.204734805e+01,5.844994052e+01,3.546489866e+01,1.331258747e+01,6.275924492e+01,8.483113595e+01,2.004389716e+01,1.974540634e-01,3.457571931e+01,8.960739117e+01,1.501568832e+01,8.270095656e+01,4.761878286e+01,8.335290861e+01,6.876342928e+01,3.120264303e+01,5.406231293e+01,7.170606231e+01,8.848141234e+01,5.695782222e+01,1.036038191e+01,5.605579272e+01,2.620179135e+01,5.483468167e+01,9.899319873e+01,7.879893474e+01,5.212283408e+01,8.901143793e+01,4.362216902e+01,4.552829439e+01,2.152121853e+01,1.167676217e+01,1.390399870e+01,5.160020019e+01,6.357835388e+00,8.536926340e+01,3.495515946e+01,1.122505729e+01,2.797854258e+01,8.014868593e+01,2.325270379e+01,8.094023983e+00,9.160827336e+00,9.198649579e+00,1.255437066e+01,3.186023630e+01,2.042375894e+01,5.452689182e+01,2.109233113e+01,6.917425104e+00,8.327342339e+01,1.469023838e+01,2.295871173e+01,3.593034303e+01
7.401380184e+01,8.931742180e+01,6.855041571e+01,1.798020423e+01,3.372059394e+01,4.474059168e+01,1.107367021e+01,5.991116644e+00,7.894536474e+01,4.806861608e+01,5.139667738e+01,2.789260119e+00,2.971051036e+00,2.224214512e+00,5.100903167e+01,2.933017448e+01,2.765442589e+01,5.126178685e+00,9.419255988e+01,2.058206760e+01,9.413802199e+01,8.035364129e+01,6.634056771e+01,5.158618674e+00,5.278766596e+01,4.198558478e+01,9.651225852e+01,3.609211688e+01,6.516087765e+01,8.872816992e+01,9.146023495e+01,5.219362256e+01,7.352729014e+01,1.482204266e+01,5.111623885e+01,4.418647579e+01,2.733098773e+01,1.015851579e+01,5.706217985e+01,5.217341385e+01,1.321749110e+01,8.309980276e+01,9.448271810e+01,4.018666456e+01,8.838046724e+00,5.085060996e+01,5.447231762e+01,7.749440235e+01,2.818001874e+01,8.527797020e+01,1.264030004e+01,6.778197383e+01,7.337496198e+01,1.570370305e+01,8.135493873e+01,4.046146876e+01,7.633791177e+01,3.214412333e+01,8.136420410e+01,9.479564382e+01,6.807633416e+01,2.423824538e+01,3.118532831e+01,3.805854921e+01,7.377172760e+01,9.955974729e+01,4.758796751e+01,3.278385190e+01,8.142597051e+01,8.400153860e+01,8.751446759e-01,1.893811228e+01
8.698688345e+01,3.719289867e+01,2.816979374e+01,3.319871265e+01,3.097591602e+01,8.662168974e+00,7.838700585e+00,8.919559496e+01,1.789889301e+01,4.477057156e+01,4.951892883e+01,6.720175503e+01,5.492361692e+01,7.871240492e+01,1.944389738e+01,2.545889086e+01,9.547116874e+01,4.516098975e+01,4.554343240e+01,8.041049463e+01,6.057792350e+01,4.996832959e+01,3.303553950e+01,6.330703082e+01,8.227755745e+01,1.115202340e+01,1.593827228e+01,7.648125926e+01,8.430657068e+01,1.524623421e+01,8.332348993e+01,6.118870500e+01,7.439073861e+01,1.038684814e+01,9.334227284e+00,8.387077420e+01,9.484861003e+01,3.828299390e+01,4.044257596e+01,5.895594012e+01,2.171667678e+00,4.556144997e+01,5.514509705e+00,9.352633990e+01,5.673010196e+01,6.228129604e+01,6.531771462e+01,2.740945869e+01,4.305906890e+01,5.899057026e+01,4.832175176e+01,2.731809523e+01,2.687692882e+01,8.052691105e+01,4.657834839e+01,5.428302218e+00,3.026112329e+01,7.599710765e+01,8.713878904e+01,7.598590662e+01,1.441058779e+01,2.198783914e+01,2.618329252e+01,8.080529958e+01,9.433794585e+01,8.420554042e+01,5.024774573e+01,2.323606966e+00,6.904218184e+01,4.635582920e+01,4.247609180e+01,8.014669698e+01
7.628819645e+01,2.618893508e+01,4.471590412e+01,8.167691056e+01,8.010911674e+01,5.129240736e+01,7.380987765e+01,3.690904208e+01,5.993025217e+01,8.770535994e+00,6.905395144e+01,4.897226354e+01,7.454121947e+01,3.733446139e+01,5.039658475e+01,3.528170939e+01,5.538504211e+01,5.611758701e+01,1.339631969e+01,2.891877847e+01,2.137885867e+01,6.664824897e+01,2.135366354e+01,7.237202459e+01,1.122519858e+01,5.512743782e+01,8.175701263e+01,5.885323268e+00,2.541204240e+01,6.514199270e+00,1.313486312e+01,4.255903233e+01,8.338007453e+01,8.574919218e+01,1.507094828e+01,2.884962737e+01,1.680952779e+01,9.826935590e+01,6.440808696e+01,1.230504839e+01,4.742962901e+01,6.626507235e+00,6.158978277e+01,4.042707481e+01,7.655550861e+01,3.825392832e+01,1.604765695e+01,9.491356583e+01,8.698212414e+01,1.436710517e+01,4.664034029e+01,5.524714303e+01,9.799180237e+01,2.006064007e+01,3.985003158e-01,5.743257050e+01,9.510091570e+01,7.121212612e+01,7.269921690e+01,4.310033153e+01,4.203425481e+01,7.033619671e+01,7.103933661e+01,3.460625509e+01,3.413954963e+01,7.623348597e+01,6.410680674e+01,4.934918141e+01,5.128169242e-01,9.436410144e+01,1.305264299e+01,1.608600272e+01
9.679779133e+01,9.215346014e+01,1.287929827e+01,8.110053690e+01,3.850713272e+01,5.414238897e+01,4.628794209e+01,7.625422629e+00,9.277728967e+01,8.269414560e+01,1.846156890e+01,4.697802995e+01,8.200364087e+01,7.433707219e+01,3.612600853e+01,2.554472057e+01,3.958736714e+01,4.872033367e+01,2.457149570e+01,5.832035054e+01,1.669042378e+01,7.304465718e+01,1.399257165e+01,6.579361232e+01,4.475320239e+01,6.925205729e+01,7.609155803e+00,1.461558467e+01,6.961727433e+01,2.749150728e+01,8.015825566e+01,7.750797018e+01,2.578526344e+01,9.746874875e+01,6.955690920e+01,7.542373166e+01,2.915408080e+01,7.588464565e+01,2.587425721e+01,7.482941477e+01,7.574033443e+01,1.334101452e+01,1.517782710e+01,4.128112664e+01,1.164509939e+01,1.953809214e+01,2.322949051e+01,5.743689826e+01,8.729095945e+01,7.481345549e+01,7.267943219e+01,7.994824944e+00,9.037171713e+01,6.605189207e+01,4.712653279e+01,7.713206954e-01,9.998323915e+01,5.295959957e+01,4.582490273e+01,8.103506910e+01,6.620150363e+01,2.699616977e+01,7.677184910e+01,5.755621674e+01,1.318148342e+00,9.731660146e+01,3.606969210e+00,9.991476917e+01,7.531960533e+01,2.040949766e+01,3.132220402e+01,3.672429736e+01
3.673485771e+01,2.392657252e+01,4.684777837e+01,5.175647376e+01,3.061308968e+01,5.832380904e+01,8.633728264e+01,2.969989900e+00,3.408767689e+01,8.226183583e+01,9.613485614e+01,6.747849537e+01,6.284401453e+01,7.899667756e+01,3.301442744e+01,6.604061401e+01,8.857825665e+01,9.430508296e+01,1.875046995e+01,8.331569789e+00,3.921266333e+01,1.699133379e+00,8.205955701e+01,7.438776091e+00,4.160559182e+01,2.701600673e+00,6.706580682e+01,2.261639660e+01,7.214716573e+00,2.563108663e+01,3.800019746e+00,8.034446995e+01,3.201826591e+01,3.000635650e+01,9.999472639e+01,2.814976626e+01,7.117579555e+01,5.267802632e+01,7.552498182e+00,5.860131707e+01,4.638548143e+01,2.358567960e+01,8.471339302e+01,8.895919888e+00,8.996717307e+00,9.099274524e+01,9.496732649e+01,8.799721375e+01,3.367616625e+01,8.209335146e+01,4.931975051e+01,9.677623739e+01,2.864704556e+01,4.390399938e+01,6.406295981e+01,8.026220488e+01,3.614558389e+01,4.605940625e+01,4.042004076e+01,9.795017330e+01,8.033261810e+01,7.069683089e+01,8.245641214e+01,5.342659942e+01,7.758505210e+01,3.485766216e+01,3.467467084e+01,1.073351691e+01,6.491752908e+00,7.960027568e+01,7.117367715e+01,4.558968373e+01
4.208175863e+00,5.209062880e+01,8.734794250e+01,8.529823022e+01,5.779656500e+01,8.758912498e+01,3.534643929e+01,6.816061740e+01,3.544268299e+01,5.389745093e+01,4.292690465e+01,6.305436599e+01,8.342062730e+01,1.045138661e+01,2.871473642e+01,3.468692544e+01,4.872270718e+01,8.773171180e+00,3.453071868e+01,7.864888125e+00,8.278844171e+01,7.980373598e+01,2.582718054e+01,7.265330326e+01,2.946756051e+01,2.909390715e+01,8.320162335e+01,4.267013446e+01,6.564501615e+01,8.358380116e+01,9.564133964e+01,4.397344444e+01,7.704153214e+01,3.760432735e+01,8.023439073e+01,8.550975455e+00,9.922291993e+01,8.951172815e+01,7.726830658e+01,1.645876924e+01,5.378486664e+01,5.338759317e+01,7.004430653e+01,9.638570550e+01,5.251670169e+01,5.909789880e+01,2.922526218e+01,9.951167368e+00,5.164274627e+01,3.440283836e+01,5.627296877e+01,9.681747758e+01,3.354426696e+01,5.316364787e+01,1.342314922e+01,3.522013823e+01,9.691980937e+01,2.125296005e+01,9.004999670e+01,1.376326122e+01,8.184798079e+01,2.505310621e+01,1.026766633e+01,8.488974780e+01,5.194172752e+01,2.938922896e+01,8.397990172e+01,6.736134670e+01,7.108063699e+01,8.498028233e+01,1.525607338e+00,6.758419928e+01
3.828625560e+01,3.704641984e+01,7.809592757e+01,4.716150472e+01,4.927127271e+01,4.710420103e+01,5.671615229e+01,1.044268439e+01,9.059407898e+01,5.654013803e+01,6.063387104e+01,6.925968620e+01,2.850408712e+01,7.487463735e+00,5.260676440e+01,3.750434934e+01,1.246485133e+01,9.817965735e+01,5.938741212e+01,4.210691735e+01,6.185194658e+01,3.197922565e+01,7.420496959e+01,9.121997652e+01,7.129872430e+01,8.966009492e+01,3.394377357e+01,3.621895424e+01,7.956346499e+01,9.098160359e+01,9.625631896e+01,4.168365031e+01,4.107890851e+01,3.530030550e+01,6.447336287e-02,4.004824859e+01,3.604476911e+01,4.246146794e+01,5.315984895e+01,3.916608140e+00,5.296971699e+01,8.224319966e+01,2.694392210e+01,8.795601579e+01,4.093588762e+01,6.042260971e+01,1.921319209e+01,9.511243677e+01,3.722641738e+01,6.167081825e+01,6.345984080e+01,7.603577293e+01,3.785628996e+01,8.253793017e+01,1.125515043e+01,1.443415494e+01,2.102185879e+01,8.264428701e+01,9.966060773e+01,6.177032463e+01,1.950947843e+01,2.109848889e+00,1.854772216e+01,1.966649886e+01,2.389215112e+01,4.642005110e+01,9.787023694e+01,3.197180807e+01,4.931250644e+01,8.523938222e+00,6.592087437e+01,6.289694802e+01
3.034856029e+01,7.110697559e+01,9.372626624e+01,6.739452157e+01,8.846329408e+01,7.104699523e+01,6.279532994e+01,1.455929308e+01,6.746933041e+01,5.152251989e+01,6.380765668e+01,3.596159014e+01,1.334425360e+01,6.295556670e+01,9.451781821e+01,7.837488497e+01,4.899502432e+01,9.954035905e+01,4.825450004e+01,9.020731057e+01,2.014766524e+00,4.344670603e+01,2.637102239e+01,5.552137465e+01,9.898728818e+01,1.144129244e+01,1.867040479e+01,2.523463074e+01,3.518121136e+01,6.277991847e+01,7.805128497e+01,5.842888145e+00,7.226869457e+00,7.907685793e+01,9.877420578e+01,2.341249517e+01,9.440777114e+01,3.599265837e+01,7.229166157e+01,7.550163712e+01,5.538023966e+01,9.587818810e+01,2.379236287e+01,8.210343030e+01,9.580019006e+01,4.801624405e+01,6.604933003e+01,3.413170140e+01,5.408580048e+01,4.516529467e+01,8.332125271e+01,4.980459862e+01,8.382342195e+01,5.961667757e+01,9.106795058e+01,6.254885953e+01,7.684935622e+01,6.514301951e+01,9.582987052e+01,7.645917967e+01,3.336971406e+01,3.043628660e+01,6.911737416e+01,6.654084590e+01,2.649368607e+01,1.227497134e+01,1.169663275e+01,1.048177184e+01,3.415094818e+01,7.295542185e+01,3.789826224e+01,7.539101359e+01
6.399127129e+01,2.961197240e+01,1.116241505e+01,4.998798780e+01,5.835157962e+01,3.205453588e+00,9.532400577e+01,6.334685254e+01,7.176644674e+01,4.086678967e+01,2.569561838e+01,7.271665603e+01,6.955883020e+01,6.884443103e+01,6.897502400e+01,4.611539374e+01,8.658777147e+01,1.472630097e+01,2.402703638e+01,7.712083043e+01,9.475884935e+01,1.109813453e+01,1.569913014e+01,6.394754503e+01,8.024731516e+01,4.151347760e+01,4.004752366e+01,6.310236115e+01,1.240656050e+01,4.619812659e+00,9.025125057e+01,8.687278237e+01,2.344815722e+01,4.932289401e+01,9.025088569e+01,2.219401397e+01,6.299750260e+01,2.605152453e+01,9.640779354e+01,7.716974693e+01,8.983245389e+01,2.459559534e+01,4.214480835e+00,3.412090490e+01,3.219194910e+01,7.202036712e+01,1.653252876e+01,7.020537089e+01,9.213330126e+01,4.339961875e+01,4.326623527e+01,4.142465630e+01,5.835787152e-01,8.406286195e+01,6.357505872e+01,7.959564417e+01,9.496256234e+01,6.995480334e+01,4.299803247e+01,1.946266775e+01,1.904222746e+01,1.345957696e+01,2.720356227e+01,3.496988475e+01,3.890691569e+01,1.958745844e+01,1.730706707e+01,7.300407505e+01,6.728731918e+01,7.560639003e+01,3.713451420e+01,2.069331069e+01
6.497035280e+01,8.686307173e+01,8.380988810e+01,6.782113561e+01,8.359053711e+01,1.232260653e+01,5.489252661e+01,8.513557347e+01,6.526124811e+01,3.113852018e+00,4.479511749e+01,8.557375758e+01,4.571119082e+00,5.619912232e+01,8.922294741e+00,9.471671566e+01,1.713784340e+01,8.983213295e+01,7.544299388e+01,4.325862293e+01,9.279817658e+01,6.810059161e+01,3.777381334e+01,5.241222088e-02,3.774179485e+00,5.533440778e+01,9.214170343e+01,8.583471273e+01,5.216978226e+01,7.291963945e+01,9.048709147e+01,8.211822405e+01,6.243013277e+01,5.366604856e+01,3.407184360e+01,9.352497679e+01,7.670936724e+01,3.996351634e+01,6.569805673e+01,6.754006077e+01,4.167976190e+01,6.418412124e+01,2.980302260e+01,4.057644832e+01,4.045130035e+01,4.722181808e+01,3.960800926e+01,4.792108282e+01,7.629678695e+01,1.502118958e+01,4.698059323e+01,2.570137876e+01,7.895567462e+00,3.959128762e+00,8.153200419e+01,7.445228523e+01,6.904744272e+01,9.809568026e+01,7.157893788e+01,3.934521419e+01,1.636809273e+00,8.085883157e+01,5.348536747e+00,7.218986056e+01,7.319348615e+01,4.453523141e+00,7.889546851e+01,2.030792706e+01,1.414662011e+01,2.630776902e+01,5.147295649e+01,8.316873334e+01
2.183654937e+00,2.001786252e+01,2.401676739e+01,1.237242140e-01,4.485740324e+01,1.792534138e+01,1.777194392e+01,1.711008513e+01,5.066294755e+01,8.197420715e+01,9.843770788e+01,1.750450923e+01,2.428028574e+01,7.373105428e+01,7.808444008e+01,9.828457712e+01,8.009454914e+01,6.777205364e+01,6.656391197e+01,9.212729430e+00,9.010032864e+01,3.323873446e+01,8.155755506e+01,3.135480414e+01,1.866766842e+00,3.442524672e+01,7.524674117e+01,3.920878307e+01,5.249679939e+01,6.433968911e+01,1.421260595e+01,1.726043040e+01,3.640398800e+01,7.033569679e+01,8.941196837e+01,5.370835302e+00,7.058881753e+01,6.053177763e+01,3.193198384e+01,8.175142621e+00,5.570429434e+01,6.024867263e+01,9.150774380e+01,4.680667082e+01,1.992540887e+01,5.670136565e+01,4.979301264e+01,3.769351866e+01,8.090013767e+01,3.870378309e+01,1.841356032e+01,9.631113376e+01,7.415508683e+01,5.775257689e+01,4.886367411e+01,7.196864984e+01,3.620377604e+01,3.234210995e+01,5.196786955e+01,7.601184560e+01,4.669967405e+01,1.970368734e+01,1.749645752e+00,8.526519692e+01,1.849709446e+01,6.800308169e+01,1.459744351e+01,2.948821023e+01,9.125250916e+00,4.530822026e+01,6.577868319e+01,8.408297644e+01
2.188668410e+01,5.629839837e+01,9.040560769e+01,1.161694641e+01,8.585524369e+01,3.685262421e+00,7.162431160e-02,2.241725989e+01,8.231391920e+00,3.410893633e+00,1.299307823e+01,2.151877173e+01,2.781044664e+01,9.958290254e+00,8.547729184e+01,6.290244398e+01,1.812737687e+01,4.151990942e+00,6.429666498e+01,1.426910407e+01,6.328961643e+00,8.767479343e+01,6.266165931e+01,1.852756995e+01,2.116184528e+01,8.390891333e+01,5.991380365e+01,3.465454608e+01,5.183773600e+01,3.802828386e+01,2.114312787e+01,1.982234777e+01,2.264776194e+01,3.920507892e+01,3.384551519e+01,5.021073556e+01,4.087244656e+01,5.608801744e+00,4.220245547e+00,4.462826827e+01,2.994970655e+01,8.579513941e+00,1.838603242e+01,3.127226850e+00,9.989803000e+01,9.486751349e+00,2.993931768e+01,9.425927284e+01,1.592714197e+01,7.302340280e+01,9.594291295e+01,5.635079747e+01,8.144971761e+01,1.642877955e+01,3.369926584e+01,8.561058820e+01,4.094109421e+01,4.032421970e+01,4.111553374e+00,7.416358956e+01,8.127916359e+00,2.835517936e+00,5.824323164e+01,5.405941107e+01,4.076274012e+00,6.048293284e+01,2.020535434e+01,4.039588552e+01,2.345876350e+01,3.783814540e+01,3.363810183e+01,3.438346425e+01
6.633792961e+01,7.085822663e+01,8.699743617e+00,9.781329602e+01,3.104445653e+01,2.254247804e+01,1.152260916e+01,6.694208367e+01,2.687794840e+01,7.808385516e+01,5.860543117e+00,6.147942017e+01,3.901017148e+01,8.411174246e+01,6.420928467e+01,3.763103761e+01,5.375404246e+00,4.817500882e+01,9.287449271e+01,2.469501183e+01,5.379310269e+01,5.608438966e+01,2.931486869e+01,1.882608767e+01,9.940250652e+01,1.508489518e+01,6.214112000e+01,1.911665844e+01,4.038909266e+00,8.708342436e+01,5.870312226e+01,8.967146319e+01,5.155601701e+01,1.735336525e+01,4.167032016e+01,3.812554468e+01,9.024334447e+01,4.515639183e+01,1.366116340e+01,9.041504734e+01,6.890002198e+01,4.186094574e+01,8.308593927e+00,4.427018872e+01,2.089325318e+01,2.211342551e+00,3.863772050e+00,2.889403578e+01,6.764458507e+01,9.959822358e+01,3.084720951e+01,9.526547296e+01,7.130288622e+01,9.640331292e+01,8.526579945e+01,4.760644467e-01,7.937919185e+00,5.180769797e+01,6.881220027e+01,9.249302069e+00,6.055885458e+01,7.818470747e+00,5.436895023e+01,3.904855164e+01,1.272348544e+01,4.113437403e+01,6.273033914e+01,6.427029482e+01,7.830218483e+01,4.727687702e+01,1.812951250e+01,1.336927937e+01
