v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32
5.660403175e+01,4.893821198e+01,1.408263539e+01,4.254044993e+01,5.714696621e+01,9.898685139e+01,4.462478577e+01,7.286087952e+01,5.093542442e+01,2.952012570e+00,9.118306422e+01,3.820997204e+01,1.878315025e+01,8.935640925e+01,3.052769415e+01,9.095430616e+01,6.410308001e+01,1.351520826e+01,7.767505006e+01,5.304584747e+01,7.211434338e+01,7.602797952e+01,5.459272978e+01,8.335502031e+00,8.929789941e+01,9.725222253e+01,6.679971106e+01,1.731005842e+01,4.189047339e+01,4.002535646e+00,2.190317667e+01,5.669169532e+01
8.686385045e+01,3.618725708e+01,4.740696942e+01,8.525190751e+01,6.538991650e+01,1.084806719e+01,3.787997082e+00,9.984304499e+01,7.727771257e+01,9.883333605e+01,3.135892660e+01,8.904163916e+01,2.193828909e+01,4.328038183e+01,4.727975709e+01,7.706883057e+01,2.660432383e+01,9.588564739e+01,8.393840890e+01,7.937197169e+01,8.396123248e+01,5.455405508e+00,5.528866999e+01,7.642068137e+01,8.375736468e+00,7.267455444e+01,8.270429851e+01,5.462305004e+00,8.070966159e+01,5.853504108e+01,1.870611985e+01,7.126858044e+01
1.536012345e+01,2.691149758e+01,3.977238606e+01,6.595069446e+01,6.417447973e+00,6.889457650e+01,7.550475064e+01,6.835235435e+01,9.853564202e+01,7.191611780e+01,3.070267067e+01,2.361440748e+01,9.507704118e+01,7.317491697e+01,7.483556178e+01,6.253237023e+01,5.980780079e+01,6.294561623e+01,8.158751288e+00,2.686801366e+01,6.362223666e+01,5.586470959e+01,5.906867276e+01,8.589010866e+01,9.390129484e+01,4.275422790e+01,9.643803710e+01,6.051956958e+01,2.168841178e+01,8.254694873e+01,3.937022935e+01,1.443841026e+01
8.931146279e+01,1.352281365e+01,3.166481981e+01,4.456088599e+01,5.018466710e-01,5.761336509e+01,6.012636867e+01,5.143628288e+00,9.546993189e+01,8.268255715e+01,4.335649335e+01,8.193393392e+01,8.964461657e+00,8.720016356e+01,7.312010757e+01,4.827227316e+01,4.090819398e+01,1.295540334e+01,2.260652208e+01,1.427957794e+01,2.779760560e+01,5.916959447e+01,1.049168948e+01,8.758520917e+01,5.811892471e+01,6.640935081e+01,4.664555980e+00,5.679412193e+01,3.148695622e+01,5.930827668e+01,7.467175731e+00,4.316596476e+01
9.330237777e+01,8.506833919e+01,2.351232914e+01,6.390783204e+01,5.649174409e+01,8.652742067e+01,5.563469074e+01,3.273419771e+01,3.143260823e+01,3.281193621e+01,5.882751284e+01,6.054613869e+01,3.236103305e+01,7.214489239e+01,8.170366727e+00,9.292344498e+01,3.240174963e+01,7.682892359e+01,7.616307612e+01,9.389532590e+01,9.606087712e+01,7.776992496e+01,1.976456124e+01,8.160725743e+01,1.649041749e+01,8.274128558e+01,2.100022892e+01,6.444492965e+01,4.821699993e+01,6.749965813e+01,7.833769460e+01,1.621408703e+01
8.220443337e+01,3.500376651e+01,9.006431989e+01,4.306146365e+01,8.356222787e+01,3.285081706e+01,3.926709522e+01,6.642727152e+01,8.064233406e+01,5.757359111e+01,6.583748785e+01,9.081886262e+01,2.154838196e+01,1.479649445e+00,1.337470849e+01,8.798191338e+01,7.799916042e+00,9.964376279e+01,3.387779902e+01,6.205376922e+01,7.192093422e+01,4.587423573e+01,6.737191705e+01,5.696024858e+00,5.500707289e+01,1.059264249e+01,1.067267119e+01,6.979265263e+01,9.020030487e+01,8.026160681e+01,1.212658150e+01,8.697667399e+01
1.612263021e+01,5.814155207e+01,3.622827537e+01,4.699263342e+01,9.994688698e+01,7.559797888e+01,6.228503758e+01,9.458415543e+01,4.408414508e+01,8.359977549e+01,2.177888658e+01,3.224496888e+01,5.990786013e+01,2.525947587e+01,8.057472258e+01,3.823712306e+01,9.529369813e+01,6.130667136e+01,3.672587134e+01,6.024238577e+01,3.156926644e+00,2.370372377e+01,9.394286908e+01,2.505673089e+01,1.663608231e+01,9.358671513e+01,2.876722880e+00,6.564516304e+01,4.875898870e+01,7.442720781e+01,3.996106590e+01,2.703204425e+01
1.506391776e+01,8.079087641e+01,9.785612140e+01,1.803800223e+01,8.118570557e+01,9.587028037e+00,4.624305046e+01,2.928266647e+01,8.606375193e+01,1.708809062e+01,6.393354288e+01,3.336036262e+01,2.621254194e+01,1.286210856e+01,3.317968664e+01,3.472653054e+01,1.204041057e+01,9.796689329e+01,3.654817345e+01,5.551448964e+01,7.349765270e+01,4.627460396e+01,6.726208135e+01,8.205665727e+01,1.730438851e+01,1.918133499e+01,2.152180999e+01,8.239037245e+01,7.695211094e+01,1.664089984e+01,1.078427210e+00,6.240221852e+01
3.348043208e+01,5.666684866e+01,8.816832063e+01,2.355434109e+01,5.742377277e+01,1.028224201e+01,3.754988146e+01,1.383834633e+01,5.262964478e+01,7.283028593e+01,5.816920882e+01,8.097796769e+01,4.302552389e+01,7.937250806e+01,1.864386312e+01,1.108492018e+01,9.203821026e+01,6.490582437e+01,7.624025533e+01,3.913791651e+01,3.414942950e+01,1.495839742e+01,9.290810450e+01,9.076465108e+01,1.046880464e+01,5.695919434e+00,9.422800992e+01,8.341233050e+01,5.052258492e+01,2.388115857e+01,1.085916384e+01,4.896223294e+01
9.966583161e+01,7.877470817e+01,1.715485195e+01,3.195103051e+01,1.747997589e+00,5.896246392e+00,5.059574392e+01,9.843982040e+01,1.357725634e+01,8.678363451e+01,4.149021085e+01,4.759671604e+01,6.311790422e+01,3.126159400e+01,1.144743712e+01,4.125284516e+01,9.198167422e+01,5.319073723e+01,6.298258247e+01,1.134512101e+01,2.131810168e+01,9.703795155e+01,8.809782209e+01,3.062413874e+01,5.089257731e+01,6.160744598e+01,7.146960726e+01,3.191083316e+01,8.894930008e+01,8.468548867e+01,8.823619258e+01,8.561915344e+01
1.470840269e+01,2.289679749e+01,9.330843701e+01,3.480713634e+01,5.687633574e+01,6.743015349e+01,4.253031512e+01,2.362338438e+01,1.264273303e+01,2.748149075e+01,7.886761930e+01,2.798507591e+01,9.660481268e+01,2.940491666e-02,6.201112502e+01,5.716830034e+01,1.264219478e+01,9.174985944e+01,6.515502476e+01,6.551111379e+01,2.483801832e+01,6.846270534e+01,9.865145410e+01,7.950658222e+01,7.448232554e+01,3.259170730e+01,3.140721804e+00,7.129574651e+01,6.936761253e+01,4.853346000e+01,9.002908620e+01,8.072198131e+00
3.684580609e+00,2.562160508e+01,9.162892632e+01,8.070720908e+01,4.776495586e+01,5.436931478e+01,1.049103711e+01,5.326077992e+01,7.486959640e+01,4.210834010e+01,5.603111056e+01,3.344083645e+01,4.410627843e+01,7.673489349e+01,9.783064068e+01,4.531231743e+01,4.771147278e+01,1.295133330e+00,6.855842225e+00,6.470455063e+01,4.293326034e+01,8.825888425e+01,2.675888771e+01,4.961278433e+01,6.448931653e+01,5.575028149e+01,6.370630677e+01,9.810090814e+01,1.621913975e+00,9.416741278e+01,1.432338393e+01,1.110098194e+01
3.197816242e+01,4.632920373e+01,7.238488618e+01,9.249348561e+01,3.012598259e+01,7.759734751e+01,1.381045598e+01,8.441127365e+01,1.455685313e+01,3.540132723e+01,8.405404786e+01,1.895885778e+01,7.277590133e+01,4.113912061e+01,7.193001058e+01,8.838744685e+00,1.725971248e+01,5.748185027e+00,8.474345891e+01,6.818452962e+01,9.298489003e+01,6.649577156e+01,7.747971281e+00,2.532416754e+01,6.453100826e+01,4.480661813e+01,8.325175046e+01,8.538531466e+01,4.045071277e+01,6.088066986e+01,2.400419053e+01,6.782162469e+01
9.637528514e+01,4.167625873e+01,8.564135883e+01,1.014528884e+01,1.672542750e+01,6.603023922e+01,1.082522909e+01,5.311494949e+01,4.302621774e+01,7.789287287e+01,7.020329665e+01,7.242920513e+01,8.922520705e+01,4.337235866e+01,4.788806041e+01,4.635575351e+01,2.307019338e+01,3.761639954e+01,9.799927236e+01,6.442796886e+01,1.997590777e+00,8.106070199e+01,8.866664691e+01,9.227013282e+01,4.299174544e+01,6.860205621e+01,5.605114712e+01,2.004345862e+01,6.134228404e+00,3.863159161e+01,1.671048983e+01,8.471229735e+01
4.386934811e+01,3.935370756e+01,4.783693844e+01,3.550506434e+00,6.395143609e+01,7.165460343e+01,9.406246927e+01,4.681107016e+01,1.223873356e+01,3.483704298e+00,9.017499740e+01,1.673516664e+01,5.206762627e+01,9.065979182e+01,4.513054349e+01,6.777591214e+01,6.108939671e+01,2.400932781e+01,8.866353518e+01,2.715878644e+01,8.291440624e+01,6.997292648e+01,6.807067745e+01,5.284892281e+01,5.770175412e+01,4.687564707e+01,9.892176267e+01,2.282494896e+01,3.285961339e+00,7.402346141e+01,5.038022960e+01,3.327289464e+01
1.076621571e+01,7.736670821e+01,5.891004581e+01,5.773409555e+00,9.199441884e+00,7.384448520e+01,5.991905475e+01,8.729306375e+01,6.566873940e+01,2.246824527e+01,4.295039482e+01,7.890835477e+01,5.342761592e+01,3.206633024e+00,2.202031003e+01,5.662519264e+00,1.141361931e+01,1.485324229e+01,4.325502316e+01,6.395192053e+01,4.785400524e+01,1.901421388e+01,9.158556212e+01,5.174786654e+01,4.930985316e+00,6.065681266e+01,9.370727751e+01,7.981592421e+01,4.432461072e+01,4.759850269e+01,7.554387769e+01,3.242848650e+01
9.510525865e+01,6.791386487e+01,9.791131338e+01,8.201466634e+01,1.190948372e+01,5.575540558e+01,2.613721462e+01,5.208277626e+01,5.757317381e+00,7.002060453e+01,5.718470721e+00,6.328189887e+00,8.813348761e+00,4.241668405e+01,5.330187783e+01,8.665792873e+01,6.657852719e+01,3.461025437e+01,7.328706059e+01,4.073765518e+01,8.752595683e+01,6.802342508e+01,9.717906252e+01,9.232687390e+01,3.089504540e+01,7.668419086e+01,6.867391723e+01,2.388806713e+00,3.996349307e+01,3.371405433e+01,1.803232411e+01,6.311943002e+01
6.656170737e+01,9.663475019e+01,7.196232672e+01,9.807462103e+01,8.057165347e+01,2.433540152e+01,3.194728772e+01,8.059655423e+00,5.923246298e+01,4.957886541e+01,5.065081324e+01,9.676251519e-01,8.226118435e+01,2.626259074e+01,9.596059065e+01,8.427047011e+01,9.094298368e+01,5.488943518e+01,7.720296195e+01,2.076922903e+01,2.656172418e+01,1.661268883e+01,6.115214414e+01,3.214192300e+01,3.326697188e+01,6.023134130e+01,2.242929396e+01,9.179951063e+01,5.342211319e+01,5.799934477e+01,8.278620214e+01,6.564991635e+01
9.752035049e+01,5.141713759e+01,9.977710343e+01,3.926572428e+01,6.091695380e+01,3.973196634e+01,4.773192140e+01,8.747296665e+01,5.455710214e+00,8.108543509e+01,3.491286110e+01,1.947787569e-02,1.718019980e+01,9.858242023e+01,4.982500184e+01,5.283682098e+01,9.214603774e+01,9.309090249e+01,2.518496997e+01,6.932356386e+01,3.252525639e+01,7.302291798e+01,8.613700965e+01,9.817023021e+01,3.920792502e+01,3.264786005e+01,6.439807071e+01,9.311314691e+00,3.341714135e+01,7.871396239e+01,1.568934923e+01,3.825901026e+01
8.762393470e+01,4.516925606e+00,9.421553995e+01,4.145006249e+01,6.985804608e+01,9.981333246e+01,3.152364854e+00,6.969344923e+01,7.032750404e+01,9.019839759e+01,3.573504346e+00,7.782602855e+00,9.821429059e+01,2.864055204e+01,3.030688289e+01,4.889552725e+01,1.624564006e+01,7.238583644e+01,7.934561922e+01,6.841358539e+01,9.671570146e+01,6.018629572e-01,8.056603571e+01,9.773239555e+01,9.368351236e+01,2.124081884e+01,8.443946911e+01,2.950546844e+01,1.432191725e+01,5.786527214e+01,8.124656449e+01,5.705605620e+01
9.887921810e+01,8.783256741e+01,9.116977687e+01,8.180912999e+01,9.933431443e+00,4.074130357e+01,9.937299635e+01,8.703449973e+00,3.012447271e+01,8.022412976e+01,2.187790691e+01,2.847639972e+01,9.983914446e+00,1.716438744e+01,1.474387499e+01,5.520133353e+01,4.584582951e+01,2.305395224e+01,2.134654297e+01,5.222716914e+00,6.251263580e+01,2.337647899e+01,5.913637391e+01,6.019903724e+01,3.701181007e+01,5.702801689e+01,5.149553136e+01,5.593814816e+01,6.127528346e+01,3.369938662e+01,1.609711880e+01,1.179570324e+01
8.380004517e+00,7.530130062e+00,1.228738323e+01,1.173622318e+01,9.667401344e+01,9.013674174e+01,5.718977836e+01,5.422353734e+01,2.825070512e+01,5.309056193e+01,4.284846788e+01,7.443818688e+01,4.347442935e+01,6.584425861e+01,2.960462031e+01,2.178811809e+01,3.006434367e+01,1.795591825e+01,4.945013167e+01,1.478084308e-01,5.014983826e+01,7.924454335e+01,8.964247218e+01,8.044089476e+01,6.538976607e+01,5.437821124e+01,1.093422148e+01,5.077504197e+01,1.195612292e+01,2.378649602e+01,1.652813501e+01,8.707421738e+01
8.956633001e+00,5.795076279e+01,4.512412943e+00,7.904598423e+01,7.351017620e+01,2.667300171e+01,5.072263983e+01,8.498919882e+01,5.069222162e+00,9.145438629e+01,2.581838791e+01,8.012484447e+01,1.082575126e+01,7.086475170e+01,8.674109677e+01,5.564619646e+01,4.930083348e+01,7.099221125e+01,8.649683362e+01,6.144787596e+01,2.162860508e+01,1.030004620e+01,1.322001381e+01,3.365307222e+00,3.583969856e+01,9.839559446e+01,2.069900794e+01,7.256382216e+01,7.079554304e+00,6.525138616e+01,8.724724778e+01,9.369069654e+01
1.747871983e+00,5.441655318e+01,8.821613866e+01,4.760531860e+01,2.367378735e+01,1.441884888e-01,8.037927608e+01,4.989006344e+01,8.702679070e+01,2.589741744e+01,6.615476278e+01,1.369788415e+01,6.310633364e+00,3.502181885e+01,4.149580813e+01,1.523508244e+00,8.437721478e+01,8.313628557e+01,1.027758073e+01,3.623119685e+01,3.036600254e+01,7.438843548e+01,2.996950939e+01,1.695389022e+01,4.986058260e+01,5.335199408e+01,9.511095365e+01,9.230519785e+01,9.088568557e+01,8.226097860e+01,2.615494142e+01,1.306421875e+01
8.406419457e+01,9.092586835e+01,6.351353380e+01,7.525528794e+01,8.738957697e+01,7.213920100e+01,9.999372549e+01,5.305134443e+01,7.447773066e+01,5.725014972e+01,2.220913926e+01,3.699212952e+01,4.448803388e+01,9.779971151e+01,2.076714872e+01,1.972898927e+01,2.692296195e+01,8.907278118e+01,8.818081814e+00,4.709373921e+01,8.683435828e+01,7.632790518e+01,4.423213818e+01,3.632778655e+01,8.365809412e+01,5.254901949e+01,1.184420626e+01,7.853498997e+01,8.773909864e+01,3.883821023e+01,5.337578462e+01,2.013980973e+01
2.579567294e+01,7.372566433e+01,2.297828859e+01,9.766934205e+01,1.974914395e+01,2.819026774e+01,9.005266375e+01,9.167176098e+01,2.176803513e+01,9.863849567e+01,5.305533295e+01,4.838534741e+01,1.065139779e+01,6.451869696e+00,3.335478647e+01,1.190144311e+01,5.548451669e+01,5.114053004e+01,6.443476826e+01,6.629735807e+01,9.770310650e+01,3.194777633e+01,3.722227749e+00,5.300715643e+01,6.733201092e+01,3.405601862e+01,5.881770867e+01,5.391085116e+01,1.820124839e+01,2.560397883e+01,4.749591437e+00,1.061228889e+01
9.317350055e+01,5.653548386e+01,9.532225611e+01,3.557013121e+01,3.343642410e+01,9.850533561e+01,1.708852272e+01,2.854974255e+01,7.806609704e+01,2.280432901e+01,4.081970983e+01,9.108154486e+00,5.928528696e+01,6.122124278e+01,5.220139954e+01,3.036241265e+01,5.853417737e+01,2.225620691e+01,7.895660450e+01,9.854748865e+01,9.361641308e+01,2.939763167e+01,5.399566842e+01,5.746532637e+01,1.166283927e+01,1.224869781e+01,6.462091753e+01,4.944204902e+01,7.941500762e+01,4.311856537e+01,5.455657884e+01,3.182303069e+01
5.095259189e+01,7.723341680e+01,5.041650962e+01,8.615586222e+01,2.673612315e+01,7.074083158e+01,6.366810001e+01,4.946805614e+01,6.958327175e+01,2.734980900e+01,5.851251823e+01,5.548918191e+01,6.426916030e+01,6.662158741e+01,8.470469202e+01,1.511138012e+01,9.366586449e+01,4.562077115e+01,2.329039812e+01,6.165247490e+01,4.154465975e+01,1.631561169e+01,2.026667581e+01,9.905577633e+01,9.089260310e+01,9.804056735e+01,3.260958688e+01,8.193986814e+01,3.900445550e+01,9.420978771e+01,8.296135391e+01,4.037015659e+01
7.890994804e+01,7.111704021e+01,4.801301421e+01,7.070275596e+01,2.299641135e+01,1.286665364e+01,8.076455869e+01,9.490801679e+01,6.238422725e+01,1.236158689e+01,4.385099765e+01,3.969546212e+01,7.267014885e+01,4.357679238e+01,4.926502078e+01,4.909023814e+01,2.353534129e+00,6.310525275e+01,5.556709381e+01,6.970866774e+01,5.712253899e+01,5.099689672e+01,8.843817427e+01,7.997501210e+01,5.057305137e+01,4.618921027e+01,8.687638096e+01,6.453228143e+01,5.604775181e+01,8.901235810e+01,7.053792688e+01,5.219006131e+01
3.470133724e+01,5.498232587e+01,6.021410262e+01,1.555096889e+01,2.922421778e+00,3.151123298e+01,7.731914231e+01,9.081907573e+00,3.934797371e+01,6.863379948e+01,1.209270657e+01,9.176777865e+01,8.532250084e+01,1.213810571e+01,2.933869035e+01,5.060927884e+01,9.240378787e+01,9.473214436e+01,8.581526499e+01,2.244481494e+01,1.859622812e+01,1.935003208e+00,1.603050747e+01,8.998986301e+01,5.628890692e+01,3.239382704e+01,1.258634908e+01,1.905862859e+01,4.290685904e+01,8.690072771e+01,3.367071535e+01,2.828430142e+01
6.635709617e+01,2.799894566e+01,6.903277861e+01,4.741015108e+01,2.911316792e+01,4.282322970e+01,7.022197662e+01,7.458243670e+01,3.155112320e+00,7.832204214e+01,2.255564453e+01,9.027174704e+01,5.490967957e+01,4.346819987e+01,7.907582055e+01,8.657627127e+01,6.427214938e+01,4.861928598e+01,1.979508085e+00,5.363971460e+01,7.248027884e+01,5.851507010e+00,2.841323212e+00,4.000259799e+01,3.650682738e+01,6.854167923e+01,8.363999300e+01,8.886160849e+01,9.544906217e+01,9.935554253e+01,5.229151544e+01,8.533342505e+01
1.443189792e+01,6.479124849e+01,4.077718035e+01,2.664269670e+01,6.960909039e+01,7.060630545e+01,4.084303999e+00,7.893012282e+01,8.439675871e+01,5.365816323e+00,6.050233391e+00,7.339534954e+00,2.593614325e+01,5.534754477e+01,8.647426957e+01,6.516172837e+01,1.853868975e+01,4.727237928e+01,6.190582128e+01,2.572444291e+01,7.820615702e+00,3.726476583e+01,8.202427545e+00,7.792963829e+01,7.419186108e+01,8.828439839e+01,5.208187230e+01,2.830657809e+01,4.860674256e+01,8.340057723e+01,2.258355124e+01,8.882005292e+01
4.124003725e+01,2.269491487e+01,6.140682131e+01,2.422397511e+01,2.387050926e+01,3.995445144e+01,1.024108578e+01,4.072153752e+01,7.023836227e+01,2.228576553e+01,1.364744083e+01,4.891001071e+01,5.229712054e+00,6.622919412e-01,4.470972978e+01,4.612199461e+00,3.504791816e+01,7.580942875e+01,8.531261748e+01,7.450520519e+01,1.800341016e+01,8.149444098e+01,1.345362310e+01,2.267895535e+01,3.829855463e+01,4.083686242e+01,8.486848820e+01,7.850311051e+00,8.327351080e+01,1.934904974e+01,1.095053215e+01,5.893295447e+01
1.371538736e+01,4.797830254e+01,7.827921057e+01,5.914008370e+01,2.486456590e+01,2.177112299e+01,1.071019647e+01,1.592405733e+01,2.569814704e+01,4.475552345e+01,2.060623450e+01,1.854740178e+01,9.332711103e+01,5.507514786e+01,1.579434470e+01,1.073218095e+01,3.798410512e+00,3.363067515e+01,2.086665675e+01,4.716332027e+01,5.541660663e+01,5.895049830e+01,4.350134504e+01,5.880022031e+01,9.852596993e+01,8.805749014e+01,3.194707707e+01,1.450800395e+00,5.088762354e+01,3.525052398e+01,1.888363703e+01,1.390283525e+01
9.192613254e+01,6.295938687e+01,2.260516350e+01,2.425218305e+00,3.384814757e+01,6.894280300e+01,1.538895609e+01,5.953489212e+01,2.504658679e+01,6.747071070e+01,1.533795072e+00,9.572163146e+01,9.707482800e+01,6.763117951e+01,5.717836898e+01,6.132249745e+01,5.389555989e+01,9.143343401e+01,3.508166475e+01,8.846890192e+01,5.776016002e+01,4.096239756e+01,5.681346215e+01,4.661674395e+01,3.831888363e+00,7.017323046e+01,2.533401983e+01,6.022572313e+01,6.049345117e+01,2.431837849e+01,3.828736848e+01,2.227055177e+01
1.921437416e+01,2.494771689e+01,9.222550834e+01,8.565939232e+01,3.749780970e+01,3.244681321e+01,9.185462576e+01,2.938210910e+01,2.492843336e+01,4.805378570e+01,9.686510386e+01,4.515555746e+01,4.160092143e+01,4.133358900e+01,3.466691520e+00,7.969777202e+01,1.935104484e+01,3.294500528e+01,1.506113454e+01,7.203928519e+01,9.648315529e+01,8.873625556e+01,6.751406331e+01,4.713206621e+01,6.364030266e+01,8.105444954e+01,3.628760053e+00,6.380668044e+01,4.226718676e+01,3.190223908e+01,8.359290802e+00,7.466289479e+01
1.261372009e+01,9.827478286e+00,5.513745858e+01,8.778192241e+01,9.876148589e+01,3.047703695e-01,3.843207600e+01,4.469405020e+01,1.909254179e+01,4.605962650e+01,5.200429939e+01,2.096481141e+01,8.473455194e+01,2.635319899e+01,9.366062291e+01,6.292299900e+01,3.844510267e+01,7.924190459e+01,2.188604396e+00,9.723725122e+01,8.444414371e+01,5.653945001e+01,6.786421818e+01,5.364231683e+01,7.207155798e+01,7.367816795e+01,5.977210702e+01,5.995895265e+01,8.074108170e+00,3.482071102e+00,9.258455262e+01,2.713853880e+01
5.400244699e+01,6.737998115e+01,1.457288146e+01,6.547219169e+01,5.928675427e+01,5.215878387e+01,4.379611718e+01,4.552858077e+01,7.850723109e+01,7.303483251e+01,9.438360429e+01,7.259203235e+01,2.458235380e+01,9.441403223e+01,4.643004178e+01,3.738856951e+01,2.658427017e+01,2.624456478e+01,2.994933046e+01,3.499687613e+00,8.619981790e+01,7.256135007e+01,2.035319795e+01,8.786143933e+01,1.818165222e+01,7.980313555e-01,5.993101136e+01,9.186048162e+01,9.939407275e+01,6.532324431e+01,6.743302704e+01,9.796064524e+00
7.821907830e+01,2.259328904e+01,9.714409960e+01,6.055646632e+01,3.608331025e+01,1.794665761e+01,2.797861998e+01,4.646000023e+01,7.126245176e+01,1.299503402e+01,1.800938690e+00,7.702944532e+01,7.840623301e+01,1.388508754e+01,3.052544258e+00,2.204392223e+01,8.609818587e+00,8.243820451e+01,1.606148594e+01,2.993675134e+01,9.871274508e+01,5.665045734e+01,2.491043103e+01,4.895600213e+01,9.952923467e+01,5.450839481e+01,8.139634512e+01,3.543251682e+01,7.581632496e+01,2.912176183e+01,2.119389820e+01,2.311531625e+01
2.487823773e+01,3.351256618e+01,3.405930510e+01,7.661002581e+01,2.905876207e+01,1.321911421e+01,7.640170228e+01,2.617978610e+01,9.134768799e+00,7.468322558e+01,9.481841457e+01,9.381633381e+01,9.201398613e+01,9.438112155e+01,8.469497259e+01,6.031321632e+01,5.702263532e+01,4.538878034e+01,2.525904825e+01,3.521849105e+01,7.975805085e+01,6.773192527e+01,9.732878259e+00,9.299106896e+01,5.334594635e+01,3.810141925e-01,9.850779704e+01,2.921521722e+01,3.788304535e+01,7.067783695e+01,8.793596283e+01,1.723851373e+01
2.313084507e+01,7.697016770e+01,4.159782181e+01,7.185188798e+01,4.137408529e+01,8.108169130e+00,2.463253306e+01,4.817875063e+01,6.080427684e+01,9.411832692e+01,8.739596348e+01,1.598508067e+01,7.877566858e+01,6.643503091e+01,8.163406427e+01,1.711933466e+01,4.594220429e+01,9.974048599e+01,4.868963073e+01,4.486957715e+01,6.393021311e+01,9.755012183e+01,9.658567981e+00,7.026568177e+01,2.129888715e+01,4.646599476e+01,5.169246855e+01,4.854166382e+01,3.473716355e+01,6.359668124e+01,6.425450628e+01,3.170360226e+01
4.940754797e+01,4.376254149e+01,4.852222313e+01,8.358616700e+01,1.944412418e+01,6.531462078e+01,3.513992791e+00,1.158864300e+01,1.365863138e+01,1.886130144e+01,4.795547247e+01,2.322060137e+01,8.393119676e+01,5.791106456e+01,7.413743793e+00,6.591613612e+01,1.551029620e+01,5.275360172e+01,4.648349289e+01,2.743651934e-01,4.614812570e+01,2.647197225e+01,6.637636989e+00,2.679732559e+01,2.507103432e+01,6.971671538e+01,5.003552494e+01,8.641991297e+01,8.812413558e+01,2.992736193e+01,8.008790833e+01,9.742507239e+01
3.288978573e+01,5.537982071e+01,2.989470051e+01,8.264388042e+01,1.911812727e+01,9.692416585e+01,1.186256841e+01,7.613178440e+01,8.480551102e+01,7.292308386e+01,7.472600190e+01,6.301080010e+01,9.106285939e+01,9.999329145e+01,1.781568903e+01,1.531786475e+01,4.739118371e+00,6.411758182e+01,5.924488776e+01,7.188096459e+01,7.595898280e+01,6.179418073e+01,2.860877052e+01,4.549321883e+01,8.182208952e+01,8.966448776e+01,5.966446649e+01,6.580748499e+01,8.640062958e-02,7.607555026e+01,9.135995143e+01,1.602553201e+01
6.514984964e+01,3.817444152e+01,7.100021330e+01,8.793051165e+01,3.405451246e+01,3.346729383e+01,3.998958380e+01,6.314481665e+01,2.101194899e+01,6.455410506e+01,5.057816048e+01,9.850700237e+01,3.321505831e+01,6.478325951e+01,1.858200743e+01,7.482153667e+01,2.606123972e+00,9.430681736e+00,1.499082477e+01,4.512495289e+00,9.790805465e+01,4.121881036e+01,7.234901756e-01,6.214189959e+01,1.689170471e+01,2.844983531e+01,9.875807887e+00,4.780545667e+01,6.978473907e+01,5.146705471e+01,5.799721097e+00,1.733733781e+01
9.028692507e+01,1.252913388e+01,6.415586176e+01,7.095808874e+01,2.611687846e+01,9.001280557e+01,7.499808051e+01,2.270379002e+01,4.885509979e+01,4.988450215e+01,4.925220877e+01,1.815335361e+01,1.208591916e+01,9.579002017e+01,5.734727476e+01,4.818880210e+01,8.963807448e+01,3.866023162e+01,2.359120437e+01,1.803038778e+01,1.609797098e+01,9.803469343e+01,4.701656560e+01,3.596117512e+01,2.482562284e+01,8.443104964e+01,2.276666311e+01,2.295967036e+01,4.983202433e+01,1.227974549e+01,7.328856777e+01,6.738473833e+01
6.698517609e+01,5.963365125e+01,7.380017375e+01,6.442837808e+01,7.329457152e+01,7.616495593e+01,1.002108112e+01,9.921016641e+01,5.153561086e+01,5.023076655e+01,5.870788605e+01,2.923605639e+01,6.518640042e+01,7.195206119e+01,5.404523749e+01,8.749476993e+01,2.970646162e+01,1.337623534e+01,9.213001507e+01,8.616788123e+01,2.012454626e+01,7.393398554e+01,2.639070116e+01,9.576597605e+01,8.202401965e+01,6.057577101e+01,7.247476241e+01,2.276365133e+01,5.379265670e+01,9.535941021e+01,9.383127684e+01,2.741344075e+00
2.907879844e+01,1.980687998e+01,1.626080706e+01,1.840480185e+01,2.052979842e+01,4.327551409e+01,7.381029535e+01,7.888393084e+00,1.607653101e+01,9.697384574e+01,5.508739137e+01,5.057451898e+01,6.279197832e+01,7.954986530e+01,5.867058338e+01,9.955870375e+01,8.658979038e+01,9.567559044e+01,7.904723114e+01,1.889505301e+01,4.436356013e+01,1.389990351e+01,4.699154885e+00,4.911100944e+01,3.465771169e+01,5.972228618e+01,4.463533395e+01,1.777371566e+01,6.622740375e+00,8.369408416e+01,3.212178009e+01,5.770854273e+01
6.648949369e+01,7.935690728e+01,1.667303641e+01,3.354110237e+01,5.988112259e+01,1.581582305e+01,1.263735892e+01,4.305338938e+01,4.917230437e+01,1.124747238e+01,4.953123699e+01,3.456718009e+01,6.829700530e+01,3.971418306e+01,6.399332840e+01,1.338295548e+01,4.297434941e+01,2.326609030e+01,7.442108868e+00,7.124272251e+01,8.282143490e+01,5.317097000e+01,7.377636732e+01,7.457461749e+01,8.062293822e+00,9.461723567e+01,6.361158055e+01,9.375609360e+01,2.868301989e+01,1.460133859e+00,7.915199404e+01,1.703846864e+01
