v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
3.045334311e+01,4.163610279e+01,7.399098620e+01,8.528325646e+01,2.726572658e+01,6.082502585e+01,1.519682136e+01,6.885345355e+01,8.090678239e+01,2.306219116e+01,4.996668363e+01,9.673705958e+01,3.293195916e+00,8.156442432e+01,8.631067186e+01,6.248290658e+01,5.692544974e+01,6.439689262e+01,3.438328405e+01,8.937479751e+01,7.901238739e+01,1.465189043e+01,5.252138287e+01,7.861438404e+01,9.706675863e+01,4.840140647e+01,1.333149942e+01,2.131519154e+01,2.561719106e+01,8.707904713e+01,4.984808347e+01,9.039513871e+01,3.100052374e+00,1.881244926e+01,7.270395693e+01,4.473834491e+01,5.218335084e+01,2.426904714e+01
5.923192612e+01,6.878416814e+01,5.590148503e+01,3.937209109e+01,6.564410241e+00,8.977699927e+01,8.887105991e+01,1.697931047e+01,7.213190921e+01,1.749365913e+01,6.637628968e+01,5.294580638e+01,5.496657436e+01,5.747585704e+00,4.618332816e+01,1.114072451e+01,4.300163553e+01,8.926366572e+01,2.998142594e+01,8.846047289e+01,4.121844019e+01,1.764302928e+01,7.711473520e+01,5.039320161e+01,5.622174384e+00,3.024014593e+00,4.007531817e-01,8.107798442e+01,5.026528284e+01,9.877963977e+01,6.736106091e+01,6.932659703e+01,6.492089372e+01,3.844322580e+01,2.333467333e+01,3.533631844e+01,7.235378200e+01,1.039167688e+01
6.557769538e+01,2.165551760e+01,7.507877358e+01,9.530338138e+01,3.533595583e+01,1.407590878e+01,4.440792412e+00,1.677225334e+01,9.876133083e+00,1.824010273e+01,1.142383305e+00,4.945072332e+01,4.158790334e+01,1.812215756e+01,4.029838118e+01,1.425274638e+01,1.488092905e+01,8.131045137e+01,6.471596912e+01,8.595321285e+01,3.738129428e+01,5.717964243e+01,9.542967762e+01,2.851283899e+01,5.721321405e+01,5.429931602e+00,6.633860682e+01,5.003040305e+01,1.018939870e+01,2.531735609e+00,7.379411256e+01,4.409633100e+01,5.775575689e+01,7.631623895e+01,3.116647251e+01,7.220642774e+01,6.943489180e+01,3.810880070e+01
3.979847706e+00,1.231977302e+01,5.727519825e+01,6.948050026e+01,9.058671874e+01,8.619839938e+01,2.837910745e+01,7.011497000e+01,2.021507930e+01,3.011258361e+00,9.697532439e+01,9.600265413e+01,6.054242692e+01,2.867259640e+01,3.995797891e+01,2.939291078e+01,6.406475289e+01,1.829628963e+01,9.296788584e+01,3.676977496e+01,5.298997191e+01,8.954859499e+01,7.804017369e+01,5.055760609e+01,9.329782364e+01,2.944822862e+01,5.323998138e+01,1.265487757e+01,2.923292318e+01,6.050978335e+01,4.175657613e+01,3.542005355e+01,9.939003882e+01,5.522836756e+01,2.484704776e+01,3.957202402e+01,8.822552323e+01,2.658382909e+01
4.580780875e+01,3.970888317e+01,4.044436564e+01,9.026079664e-01,2.024411807e+01,1.731594533e+01,6.562320012e+01,7.673891814e+01,8.399449861e+01,2.340468662e+01,5.532916255e+01,4.986588977e+01,5.594671860e+01,7.962424036e+01,1.588814360e+01,4.750747787e+01,7.809995690e+01,4.167970595e+00,1.104785621e+00,8.992592422e+00,5.752788913e+01,3.171976999e+01,9.493296922e+01,3.895082875e+01,1.080164519e+01,6.560540859e+01,6.273589548e+01,2.339218942e+01,4.012585379e+01,5.041002001e+00,4.122849386e+01,9.344077511e+01,6.928120703e+01,5.906652093e+01,3.947290717e+01,3.401980157e+01,3.582193790e+01,1.316440374e+01
5.164556255e+01,9.258519167e+01,5.020615945e+01,1.379297064e+01,3.761218237e+01,3.223574433e+01,2.596914266e+01,8.574824980e+01,5.276239800e+01,2.583350180e+01,6.487744802e+01,3.176574208e-01,7.839255036e+01,8.524910009e+00,3.474660822e+01,6.323713762e+01,8.305126741e+00,6.231001436e+00,9.937035382e+01,1.765290868e+01,6.821190777e+01,4.376234190e+01,8.938440812e+01,3.319725039e+01,3.889074616e+01,3.262851867e+01,8.666566828e+01,9.276112993e+01,5.220765749e+01,1.614659783e+01,8.087752259e+01,2.545630935e+01,7.496550281e+01,8.517181074e+01,6.582843734e+01,1.408072741e+01,7.778303076e+01,7.587433970e+01
1.762060561e+01,1.002645033e+01,1.457412289e+01,8.978986777e+01,9.156333098e+01,1.634806059e+00,9.118007996e+01,2.278928390e+01,8.802802763e+01,1.712630929e+01,7.031581028e+01,2.095459167e+01,8.775736921e+01,7.800549287e+01,4.229749011e+01,5.034778079e+01,9.728122366e+01,2.845106467e+01,8.875751384e+01,6.010579668e+01,2.117140232e+01,6.300365350e+01,1.039214736e+01,3.040699808e+01,4.829127402e+01,8.243721422e+01,3.351533030e+01,8.827699850e+01,1.671165417e+01,1.728740509e+01,1.899105139e+01,8.223460303e+01,2.519782722e+01,4.315840539e+01,7.644356989e+01,4.828937095e+01,8.738359094e+01,8.098768527e+01
9.178268611e+00,3.390606221e+01,6.676337707e+01,3.131566409e+01,3.564059006e+01,6.813734824e+01,8.722962158e+01,8.715567939e+01,2.975794973e+01,6.442744096e+01,5.685525748e+01,5.741243314e+01,3.609820357e+01,7.183725065e+01,1.396388879e+01,7.430864504e+01,5.127663373e+01,4.812795150e+01,3.207579603e+01,6.063964261e+01,2.063325340e+01,7.443342618e+01,1.956760919e+01,9.892191621e+00,9.788470194e+01,3.914736690e+01,7.396352588e+01,8.177298293e+01,9.310745516e+01,2.356259372e+01,9.214773141e+01,4.648885891e+01,7.310887030e+01,3.786281794e+01,3.384652355e+01,4.389812346e+01,1.754050699e+01,3.767676106e+01
2.706987001e+00,1.950592517e+01,3.787970292e+01,5.249924947e+01,2.807877744e+01,6.859672493e+01,6.353201648e+01,5.977027107e+01,6.833070988e+01,3.525897251e+01,6.417257105e+01,6.394537999e+01,2.018325193e+01,1.277808177e+01,7.079078952e+01,6.001067582e+01,3.024182647e+01,7.953732178e+01,5.987297820e+00,4.766166527e+01,4.228947594e+01,7.276533510e+01,1.971118076e+01,7.155553624e+01,8.908330478e+01,3.959623130e+01,1.422473632e+01,6.892729090e+01,8.285493615e+01,3.551040123e+01,2.841921485e+00,9.829621688e+01,1.843718187e+01,7.407838678e+01,7.076228688e+01,6.997814091e+01,6.156221157e+01,7.493920793e+01
7.144549460e+01,3.499936973e+01,3.884942629e+01,8.351641512e+01,6.752515968e+01,5.059741269e+01,6.588051747e+01,4.371948371e+01,3.955257046e+00,6.345417817e+01,4.260701304e+01,6.248600765e+01,5.253245046e+01,5.082660516e+01,8.856770669e+01,7.117100637e+01,9.402129101e+01,7.400675056e+01,9.635241371e+01,5.129733142e+01,6.151330688e+01,6.476446225e+01,8.680843257e+01,7.009843378e+01,6.238496197e+01,9.647747020e+01,8.398673121e+01,1.337400262e+01,7.103696484e+01,1.257225791e+00,4.718219621e+01,5.459575216e+01,1.014917836e+01,9.680491455e+01,2.654917533e+01,9.322639902e+01,7.526530902e+01,4.484713610e+01
6.694653857e+01,3.372501643e+01,4.848944082e+01,9.833402327e+01,5.405577068e+01,6.073228529e+01,6.897082852e+01,6.522111213e+01,4.603278405e+01,7.612151030e+01,9.853741528e+01,6.202043947e+01,8.294543795e+01,9.465052551e+01,6.553013688e+01,3.304728245e+01,5.996890656e+01,4.711990791e+01,8.156989709e+01,9.848187268e+01,9.047336563e+00,9.996850751e+01,9.553413821e+01,2.557782376e+01,8.256103589e+01,2.057482527e+01,6.155413744e+01,8.061527010e+01,9.121946443e+01,9.143613346e+01,4.723505864e+01,3.816544478e+01,5.010753226e+01,1.650509025e+01,3.009786607e+01,1.437692747e+01,3.476775228e+01,8.043855916e+00
4.994139578e+01,2.009479030e+01,7.636597259e+00,7.981309380e+01,7.666817375e+00,3.299205690e+00,2.447819922e+01,8.110432147e+01,5.044458929e+01,9.616310391e-01,9.146033394e+01,1.374212443e+01,6.118933376e+01,9.871368678e+01,9.907254450e+01,7.479604820e+01,2.158241710e+01,5.203428801e+01,7.860327166e+01,8.584931928e+01,4.113650659e+01,1.933257150e+01,1.722483897e+01,8.108340019e+01,3.904953356e+01,3.636489627e+01,5.570817995e+00,7.095763410e+01,3.675521360e+01,3.217014008e+01,2.686465225e+01,6.710109061e+01,6.243084265e+01,1.679009105e+01,4.567638085e+01,4.262544282e+01,7.117264436e+01,2.492377407e+01
7.287044603e+01,1.910869347e+01,6.242362787e+01,8.748218169e+01,9.887899390e+01,6.061173799e+01,3.064218399e+01,1.632144878e+01,5.799180183e+01,5.687443023e+01,4.911065756e+01,1.997150371e+00,4.444185434e+01,3.887277929e+01,1.051083573e+01,6.353401888e+01,7.774410981e+00,7.012778532e+01,6.036295576e+01,4.320645069e+01,6.656615826e+01,6.727001048e+00,2.636999748e+01,2.919735901e+01,5.237324338e+00,7.303761428e+00,7.785678759e+00,7.108499773e+01,1.222965032e+01,2.280402436e+00,2.205685654e+01,8.517283929e+01,6.316271174e+01,1.625826147e+01,8.255840951e+01,5.248546148e+01,6.025499499e+00,9.506588882e+01
2.600067217e+01,9.757320898e+01,9.682505918e+01,7.256404235e+01,7.485358392e+01,8.370428433e+01,5.206359102e+01,1.743142313e+01,9.272289050e+01,5.212238110e+01,1.980268048e+01,7.721044685e-01,3.565038172e+01,7.575152498e+00,9.280738760e+01,7.833627782e+01,9.102764524e+01,2.332497542e+01,3.488056668e+01,1.786398974e+01,4.407474198e+01,9.072520288e+00,5.419555804e+01,6.369730816e+01,3.915403568e+01,3.443972516e+01,3.926861483e+01,4.605026585e+00,5.700623022e+01,7.503101877e+01,7.868183515e+01,9.291601855e+01,1.735180023e+01,6.182789913e+01,8.313349152e+01,4.240864274e+01,2.563732635e+01,4.431708449e+01
7.931035414e+01,1.212301458e+01,5.687663775e+01,6.199157703e+01,3.438028973e+00,2.055094227e+01,9.066635134e+01,1.849173973e+01,7.629717720e+00,8.766152662e+01,6.349954791e+01,3.774546351e+01,1.119711957e+01,1.284818429e+01,9.264926118e+01,8.603915269e+01,5.740536704e+01,2.516741418e+01,5.252543106e+01,4.839958906e+01,2.282564036e+01,4.654031225e+01,3.596496439e+01,8.347115137e+01,7.272620293e+01,8.001304544e+01,5.734063882e+00,2.013041223e+01,6.693444815e+01,3.981244450e+01,2.012068826e+01,1.146932710e+01,4.453530135e+01,4.382452599e+01,4.348825436e+01,1.663983437e+01,4.328572261e+01,3.960997221e+00
5.846631463e+00,1.873285962e+01,5.829726488e+01,2.684414451e+01,8.046949464e+01,7.423998816e+01,4.731394084e+01,9.894145517e+00,1.577193811e+01,7.852146541e+01,9.610368758e+01,4.297212439e+01,2.172172838e+01,5.981991137e+01,6.477064199e+01,9.353566523e+01,2.220946808e+01,9.523038493e+01,9.437124376e+00,1.597867871e+01,8.440731146e+01,9.739144796e+01,7.242413969e+01,5.409272611e+01,4.175608780e+01,5.184130925e+01,2.693808166e+01,1.005489233e+01,7.257008734e+01,7.604026147e+01,9.586282664e+01,8.143136579e+00,9.195792033e+01,1.619560621e+01,8.767247896e+01,9.531349967e+01,4.768519626e+01,1.330786530e+01
9.927568937e+01,4.853240823e+01,1.058477954e+01,5.910932094e+01,7.160190120e+01,9.662085802e+01,5.378339905e+01,6.447721954e+01,5.559647280e+01,6.947289123e+01,7.646031613e+01,4.478921749e+00,3.557128946e+00,2.542882481e+01,4.149484307e+01,7.463461597e+01,6.907380354e+01,3.006864285e+01,9.189449641e+01,7.200261469e+01,9.566514348e+01,3.341764396e+01,9.192461006e+01,6.628088675e+01,1.902488981e+01,2.561350095e+01,4.191264286e+00,6.168944969e+01,9.239240195e+01,7.753821539e+00,9.228051314e-02,4.835311880e+01,1.720679058e+01,5.569235743e-01,8.565275142e+01,6.084990498e+01,9.217374851e+01,8.057567775e+01
2.074044955e+01,8.524830228e+01,4.157805460e+01,4.295972701e+01,6.976881091e+01,6.869825223e+01,4.656702248e+01,7.795129642e+01,7.257782343e+01,4.475364900e+01,4.397729544e+01,2.256057788e+01,7.543841728e+01,8.325902420e+01,3.643890696e+01,1.616825752e+01,6.476834252e+01,5.343928888e+01,2.454566670e+01,9.105054000e+01,9.586993257e+01,5.903564935e+01,9.105697354e+01,6.154842319e+01,5.113807262e+01,2.087855362e+01,5.479987649e+01,7.329190634e+01,5.282193695e+01,1.286102667e+01,6.269257923e+01,7.742507682e+01,6.638434673e+01,8.185411531e+01,5.442447921e+01,5.522503448e+01,7.424735924e+01,7.684660246e+01
5.184499493e+01,2.759240944e+01,7.416744787e+01,5.206936705e+01,4.313867089e+01,4.261264542e+01,2.129440376e+01,6.313085152e+01,6.268781746e+01,2.009412853e+01,9.061296304e+00,4.808554372e+00,4.333324881e+01,2.281866813e+01,1.164427663e+01,6.086001599e+01,5.267749513e+01,8.369842112e+00,8.743152985e+01,1.486321589e+01,9.537442898e+01,5.451137916e+01,2.619836104e+01,6.064028651e+01,7.910716505e+00,9.461565108e+01,2.738026270e+01,2.711038100e+01,8.081768804e+01,2.363271378e+01,6.728623614e+01,9.481427073e+01,8.003385328e-02,5.700947897e+01,1.709121079e+01,6.196048476e+01,8.308120766e+01,1.101759199e+01
9.421863128e+01,2.563010739e+01,6.426142128e+01,8.774771429e+01,1.680384621e+01,6.807292158e+01,4.907691860e+01,4.596536510e+01,4.392471560e+01,7.946548390e+01,5.736157272e+01,9.338354338e+01,7.400858875e+01,5.860648908e+01,8.155600084e+01,7.502884934e+01,3.322324892e+01,1.348256511e+01,2.859400755e+01,5.518307384e+01,9.047717056e+01,6.861261711e-02,7.436689174e+01,8.311077893e+01,8.330835337e+01,3.597971298e+01,5.870569913e+01,1.361711591e+01,4.497498190e+01,2.730849647e+01,8.018945827e+00,7.578944592e+01,8.453585285e+00,9.497049836e+01,4.963871272e+00,6.446302317e+01,9.788868859e+01,3.841636726e+01
7.996021460e+01,3.662954043e+00,6.169999406e+01,3.992167248e+01,7.457930823e+01,1.752047763e+01,5.481486057e+01,8.097228268e+01,2.998027722e+01,9.130949402e+01,1.216690166e+01,1.401182934e+01,6.101032695e+00,4.892486556e+01,4.066087451e+01,3.294927777e+01,6.581178869e+01,1.036874937e-01,6.778221918e+01,4.220986910e+01,1.052591810e+01,8.150107974e+01,3.083772480e+01,5.063357309e+01,4.489199511e+01,7.413644693e+01,9.467374011e+01,2.821507374e+01,4.072252385e+00,4.466237277e+01,9.010789127e+01,6.246355117e+01,3.373796666e+01,1.217736410e+01,3.689481863e+01,8.859825218e+01,2.413175874e+01,8.879883070e+00
2.843677192e+01,5.777708481e+01,5.149101218e-01,3.920019334e+01,3.628727753e+01,8.320109845e+01,9.601956667e+01,9.175322904e+01,1.993451041e+01,1.918613001e+01,6.629659544e+01,2.793053685e+01,2.495588461e+01,3.168847445e+01,6.782760114e+01,3.337416944e+01,3.855259219e+01,7.037363300e+01,2.400429211e+01,9.311205597e+01,6.854607995e+01,6.314997430e+01,7.365584200e+01,6.242420636e+00,8.198782856e+01,3.480035867e+01,6.611641583e+01,6.318277799e+01,1.257745521e+01,1.209581283e+01,7.546478664e+00,4.377993659e+01,2.204935820e+01,9.827160160e+01,1.336270760e+01,3.640675473e+01,2.950773859e+01,9.218351949e+01
2.387918763e+00,8.063493557e+01,1.730296894e+01,1.067402024e+01,7.239092219e+01,7.938374711e+01,8.276318711e+01,9.376330621e+01,7.045502195e+01,6.707683491e+01,3.963917298e+01,6.864974942e+00,1.320169317e+01,1.381588260e+01,1.970830231e+01,3.938220338e+01,4.945167106e+01,5.322318261e+01,5.100526437e+01,7.818567454e+01,5.243758292e+01,1.657789048e+00,2.292518342e+01,5.933671175e+01,9.925763730e+01,9.816519934e+01,3.261186712e+01,1.778096340e+01,2.504868694e+00,8.514169205e+01,2.276407133e+00,3.912335614e+01,1.188454599e+01,5.760023067e+01,8.800913100e+01,8.065674755e+01,4.970524542e+01,2.530563560e+01
7.576052178e+01,5.923715097e+01,9.798469367e+01,2.891044038e+01,4.821991069e+01,5.596364841e+01,4.076068753e+01,6.719546978e+00,1.698903872e+00,4.731064541e+01,3.506250350e+01,6.301490534e+01,8.577385113e+01,6.570023630e+01,9.180185219e+00,6.830072684e+01,2.773723540e+01,7.819980894e+01,8.233817112e+01,2.448247494e+01,8.692035913e+01,8.723712852e+01,6.579946916e-01,8.092768883e+01,2.382566165e-01,1.932611209e+01,3.200131872e+01,3.341867740e+01,2.913271743e+01,7.822482558e+01,2.464394279e+01,3.067761668e+01,5.631922849e+01,9.217190229e+01,1.342086533e+01,3.268100003e-01,7.907936528e+01,3.619485253e-01
7.164551019e+01,7.794010120e+01,2.964497237e+00,6.373615403e+01,1.605791493e+01,5.709440195e+01,3.808611420e+01,4.266387100e+01,1.003549115e+01,7.461826091e+01,4.203542603e+01,9.566674448e+01,1.408201999e+00,1.413452078e+01,4.039414582e+00,1.813451361e+01,7.597137664e+01,6.403616254e+01,6.490969500e+01,1.406228983e+01,5.271278788e+01,4.759701801e+01,9.142770150e+01,7.511180159e+01,5.910932210e+01,3.945580813e+01,4.761710284e+01,7.769224488e+01,4.058781180e+01,7.558937913e+01,6.799934804e+00,9.537589074e+01,2.239368104e+01,3.401500815e+01,5.756107509e+01,7.826969544e+01,2.772441342e+01,5.094995721e+01
6.852217384e+01,7.335192886e+01,8.482576402e+01,2.813227340e+01,4.190430497e+01,1.765360348e+01,5.132719123e+01,4.481837782e+01,6.057491907e+01,6.900227223e+01,1.389738237e+00,6.499365914e+01,9.735552909e+00,3.671327985e+01,1.725336575e+01,1.315192005e+01,8.192347059e+01,7.235190959e+01,4.976242792e+01,1.858280393e+01,3.038543477e+01,3.165756854e+01,6.909279456e+01,8.585442862e+01,8.472679395e+00,5.290327345e+01,8.598295652e+01,4.343514574e+01,6.769457845e+00,5.638517910e+01,5.638989876e+01,7.998001217e+01,9.174665888e+01,3.940093571e+01,6.649590758e+01,6.591136315e+01,5.733900188e+01,2.341289856e+01
1.173860440e+01,4.354693703e+01,2.744979390e+01,2.255276319e+01,4.513301190e+01,7.021512212e+01,5.342744128e+01,3.949161926e+01,7.359649231e+01,9.470467931e+01,3.479820869e+01,1.177868099e+01,1.987538189e+01,8.667591990e+01,6.674104449e+01,6.777027099e+01,9.169234623e+01,3.110123986e+01,8.864017688e+01,6.694555970e-01,2.079045082e+01,6.951215772e+01,9.986953263e+01,7.123582852e+00,7.802006222e+01,4.964418549e+01,4.971507377e+01,5.432280259e+01,1.732319774e+01,6.364572846e+00,4.348660062e+01,5.627539662e+01,1.666486144e+01,7.046893335e+00,6.735419798e+01,9.253942241e+01,4.471526272e+01,8.155991576e+01
1.324603930e+01,3.801894504e+00,5.894756006e+01,1.533121219e+01,7.119698960e+01,7.492203412e+01,7.639236593e+01,6.944023825e+01,3.106072281e+01,9.140543363e+01,4.164635782e+01,1.394796191e+01,5.809034503e+01,4.489665922e+01,9.301440323e+00,5.027319505e+01,2.665981979e+01,2.303090406e+01,1.285161518e+01,3.965539719e+01,8.142145761e+01,7.310117048e+01,4.210246630e+01,2.811034504e+01,7.596320027e+01,4.391597889e+00,7.649623652e+01,9.105222076e+01,8.576723014e+01,3.680692951e+01,8.227649258e+01,6.181295375e+01,7.547515602e+01,7.751111604e+00,7.734787009e+01,8.274396536e+01,3.715787181e+01,7.571691611e+01
3.533632680e+01,7.059953445e+01,8.060962552e+01,6.885866277e+01,6.235513919e+01,5.729012841e+01,9.508638782e+01,6.732578448e+01,8.909437215e+01,8.493417863e+01,7.294237496e+01,8.751293143e+01,9.621610537e+01,6.787234422e+00,5.160085196e+01,1.587397877e+01,9.755068138e+01,3.932612043e+01,4.236185949e+01,6.352722219e+01,5.182198132e+01,4.392109226e+01,4.432017071e+01,9.043857257e+01,4.863793193e+00,5.127718557e+01,9.027500073e+01,2.423615278e+01,1.515370856e+01,5.263425828e+01,1.677660121e+01,8.245024472e+01,4.922693081e+01,5.319007540e+01,7.976248128e+01,3.462029193e+01,6.217670467e+01,6.249638339e+01
9.846533727e+01,9.506869637e+01,5.061523308e+01,6.954826681e+01,1.366994020e+01,1.862223552e+01,9.880995489e+01,8.655472832e+01,5.680569720e+01,1.142580574e+01,4.291624596e+01,9.578388335e+01,8.866094320e+01,2.517362900e+01,7.552514388e+01,5.202790829e+01,2.359717926e+01,6.032660646e+01,2.971971584e+01,5.539080917e+01,5.935148638e+01,9.870396586e+01,7.461791084e+00,5.443136385e+01,3.427907342e+01,3.339267231e+01,8.711435884e+01,9.164554267e+00,8.766682095e+01,6.312330795e+01,2.304288143e+01,6.908496571e+01,1.073121437e+01,3.684530871e+01,7.842866330e+00,9.695818201e+01,2.891224546e+01,4.448003263e+01
3.325932177e+01,6.070006196e+01,9.885664345e+01,7.925237628e+01,9.473598543e+01,6.451539090e+01,5.470462758e+01,8.792199051e+01,8.237197152e+01,4.248926772e+01,7.702596326e+01,7.116630252e+01,2.052638983e+01,8.406090396e+01,9.386654697e+01,7.418378477e+01,2.673899005e+01,5.712819261e+01,1.034562778e+01,7.551451202e+01,1.099129679e+01,7.977804170e+01,8.408356361e+01,7.846348992e+01,2.509764851e+01,4.855169431e+01,5.347685950e+01,6.256779858e+01,4.231641509e+01,1.327263873e+01,1.531740064e+01,5.252876319e+01,7.959988533e+01,9.602337475e+01,2.199047572e+01,2.923765831e+01,1.173037257e+01,9.512141624e+01
2.113843164e+01,6.673962368e+01,6.831339875e+01,4.328836175e+01,1.665347352e+01,1.233558191e+01,6.404204880e+01,1.479232718e+01,4.708733237e+01,3.489332733e+00,2.710452783e-02,9.360943866e+01,4.180277216e-01,6.043928625e+01,2.743718222e+01,6.925598053e+01,6.944767685e+01,7.106967520e+00,3.033688565e+01,8.467776161e+01,2.089955640e+01,7.479887311e+00,8.025825213e+01,6.498941598e+01,5.091585927e+01,4.848866169e+00,2.849875682e+01,4.200013224e+01,9.024331317e+01,1.021190809e+01,5.756527223e-01,3.855235470e+01,4.992540645e+01,9.392356787e+01,2.260443501e+01,1.379150676e+01,9.868587366e+01,5.183559590e+01
7.151611376e+00,9.019756405e+01,4.881156408e+01,9.960187681e+01,5.104762037e+01,3.660017874e+01,9.143442878e+01,8.068632627e+00,4.102982678e+01,1.898271219e+01,7.342283751e+00,8.649543189e+01,1.425425880e+01,3.288773796e+01,7.684716219e+01,3.313238429e+01,9.795234833e+01,4.176954551e+01,2.669832621e+01,1.415893199e+01,4.782914284e+01,1.622130955e+01,9.485833328e+00,4.684492959e+00,6.328061627e+00,9.725795821e+01,3.379897380e+00,1.355931040e+01,5.474267465e+01,9.043350152e+01,8.069789430e+01,9.456327236e+01,6.804571150e+01,8.036245523e+01,2.444902162e+01,9.542120433e+01,1.994106489e+01,2.066135944e+01
6.981318268e+01,1.078077737e+01,7.992177980e+01,4.478830728e+01,6.383720163e+00,5.424166694e+01,3.643305608e+01,3.083009979e+01,9.151028145e+01,1.618022880e+01,5.415034411e+01,7.191649338e+01,9.711150488e+01,9.599316293e+01,1.448179880e+01,1.404339711e+01,7.048854389e+01,8.893012136e+01,1.599023481e+01,3.436850139e+01,5.049778626e+01,4.852848310e+01,5.138628122e+01,9.067991820e+01,9.803620833e+01,8.281942019e+01,4.316198817e+01,2.537219040e+01,9.738880555e+01,6.090655147e+01,6.986261627e+01,8.060492549e+01,6.365065582e+01,7.926164498e+01,5.478234525e+01,9.121881893e+01,4.945474305e+01,9.981441411e+01
8.645657204e+01,7.630202918e+01,6.228790733e+01,5.106254717e+01,8.717759574e+01,5.580679999e+01,6.095129571e+01,2.252313173e+01,6.892660823e+01,1.935618250e+00,3.000622591e+01,3.219472134e+01,4.679689665e+01,5.599852639e+01,2.582254736e+01,2.146801358e+01,3.261548636e+01,4.280644726e+01,7.888790218e+01,2.105883866e+01,5.282451118e+01,8.546410812e+01,1.346274753e+01,2.719389932e+01,1.699308252e+01,6.582010373e+01,6.424077635e+01,1.955548668e+01,3.841997863e+01,9.561935460e+01,5.344529873e+01,1.086383004e+01,7.205340605e+01,4.201722924e+01,9.608235271e+01,5.786149794e+01,2.009100251e+01,2.722459813e+01
1.817086835e+01,5.588170589e+01,7.974530558e+01,6.570039233e+01,2.930578327e+01,1.001923692e+01,1.159431630e+01,9.313538708e+01,5.101297906e+01,6.773321424e+01,4.411876311e+01,1.297387319e+01,1.051063161e+01,4.446013521e+01,4.303679343e+01,3.981992324e+01,5.019233913e+01,3.042998291e+01,9.203450061e+01,5.904602745e+01,9.204972145e+01,8.695317984e+01,4.062419043e+01,9.106642975e+01,8.118910676e+01,2.193781760e+01,3.569527847e+01,6.288099652e+01,3.134581344e+01,6.673322331e+01,7.004480581e+01,1.037077756e+01,4.431163369e+01,1.804843268e+01,7.187241162e+01,9.175202492e+01,8.716164353e+01,6.102555809e+01
2.376929705e+01,9.166743266e+01,4.031757725e+01,3.856558250e+01,8.623425559e+01,6.694078739e+00,5.170313682e+01,6.649546926e+01,9.030944832e+01,5.034172648e+01,2.159273512e+01,3.205874280e+01,8.233037124e+01,8.942904697e+01,9.934235811e+01,9.303987583e+01,6.305995950e+01,7.864672654e+01,6.400855780e+01,8.714539961e+00,5.872537942e+01,6.541482217e+01,8.397251795e+01,5.900643914e+01,6.985910825e+01,8.992022933e+01,9.613639152e+01,8.785937563e+01,9.917684216e+01,3.448873139e+01,5.114757954e+01,7.672088202e+01,5.941779030e+01,1.497389280e+01,8.383310802e+01,3.354099133e+01,5.129533464e+01,8.879956815e+01
5.281772732e+01,6.471007486e+01,9.427052362e+01,9.702411787e+01,2.899208366e+01,1.020663696e+01,1.708509869e+01,1.549311467e+01,2.775039647e+01,5.327109361e+01,6.527287819e+01,8.573553468e+01,1.318488849e+01,1.507319321e+00,6.430994426e+01,4.582061717e+01,1.736368307e+01,6.528914939e+01,7.360890335e+01,4.703604444e+01,8.069350517e+01,2.128364328e+01,5.705796456e+01,3.458606575e+01,3.752766915e+01,4.925547562e+01,3.705123248e+01,3.445857487e+01,3.699986732e+01,1.553898555e+01,9.886798778e+01,9.025291351e+01,8.889708711e+01,2.664725414e+01,2.281834700e+01,4.026425146e+01,5.163550397e+01,1.366334789e+01
9.194979800e+01,1.306716716e+01,6.289694251e+01,4.716274689e+01,5.352389177e+01,8.755278093e+00,6.629431974e+01,2.489382708e+01,9.979754836e+00,5.252474053e+01,5.354417116e+01,4.234226545e+01,9.261210903e+01,9.520897824e+01,4.070524758e+01,1.122806818e+01,4.128657992e+01,9.602501906e+01,8.223471965e+01,7.658389951e+01,4.179665447e+01,9.817515681e+01,4.667753366e+01,6.572937896e+01,1.604794546e+01,1.302340612e+01,1.358135575e+01,8.364427523e+01,1.321424879e+01,1.186645736e+01,1.340958097e+01,3.626378730e+01,7.581317150e+01,3.895733962e+01,9.849309671e+01,9.726880822e+01,7.744014897e+01,7.280829858e+01
4.268032745e+01,3.601530473e+01,6.795250530e+01,2.533999980e+01,8.575165738e+01,3.359471659e+01,1.376861509e+01,7.314235902e+01,4.638852744e+01,4.588001206e+01,2.902999518e+01,9.185125523e+01,6.520658201e+01,7.282962912e+01,2.507721324e+01,8.987239594e+01,1.912865222e+01,1.059618716e+01,7.669996102e+01,9.780597920e+00,8.791688385e+00,5.990470816e+01,5.069960277e+01,2.121828046e+01,9.883979285e+01,5.713464993e+01,6.925117090e+01,2.008660856e+01,3.354001834e+01,9.394689640e+01,4.094493871e+01,9.835000504e+01,9.619854327e+01,9.870068529e+01,1.636589919e+00,4.849503055e+01,1.684695848e+01,8.336494463e+01
