v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66
6.896652074e+01,5.015651159e+01,7.175529606e+01,4.840004170e+00,6.475909471e+01,2.094311962e+01,7.792214636e+01,8.817642282e+01,9.727387231e+01,9.718228624e+01,2.569196779e+01,9.195500748e+00,6.630438716e+01,8.628331116e+01,1.785557295e+01,3.109463293e+01,2.171556604e+01,1.183111168e+01,6.125531147e+01,6.809503511e+01,6.078529456e+01,9.140609221e+01,5.576979559e+01,3.040191983e+01,1.136080938e+01,7.420155218e+01,4.574083871e+00,7.000056906e+01,2.746471446e+00,6.070061062e+01,5.586157742e+01,5.290650284e+01,3.987647705e+01,2.190759267e+00,5.338230333e+01,2.193980854e+01,8.177428886e+01,6.822775524e+01,9.446392482e+01,8.666026481e+01,8.140530080e+01,4.670421663e+00,4.891355299e+01,6.464016937e+01,5.544130241e+01,8.651675425e+01,1.059597201e+01,5.311010399e+01,8.134658662e+01,4.343864694e+01,1.114174832e+01,4.101047838e+01,7.106178700e+01,6.142213479e+01,4.026213982e+01,8.495330221e+01,1.321912821e+01,9.505389716e+01,4.523567983e+01,8.720625735e+01,5.255845017e+01,8.098990467e+01,6.670512574e+01,7.722173382e+01,3.882523362e+01,2.584986375e+01
3.335658301e+01,7.770020785e+01,3.275504320e+01,5.358120521e+01,1.800180999e+01,6.889914822e+01,4.129477880e+01,1.761049290e+01,9.247191690e+01,8.793336831e+01,2.493399916e+01,2.677873809e+01,2.240372012e+01,5.094829979e+01,2.037382919e+01,8.104716547e+01,9.252934380e+01,9.464434621e+01,7.879291464e+01,4.482388150e+01,6.968957814e+01,3.862727296e+01,6.344707625e+01,3.487314963e+01,6.167748691e+00,9.207313476e+01,2.936685590e+01,5.318310902e+01,3.763794063e+01,5.629166019e+01,5.015393247e+01,4.864692728e+01,5.040509932e-01,3.861936990e+01,2.268085969e+01,6.332165984e+01,1.049257828e+01,6.559588009e+01,7.700242642e+01,8.798831949e+01,8.746158704e+01,4.370827068e+01,3.325811974e+01,8.406811891e+01,8.870929274e+01,6.957283495e+01,4.536034028e+00,5.055929375e+01,8.824344846e+01,3.569363880e+01,6.503440233e+01,7.747889412e+01,7.145663454e+01,7.214169886e+01,4.760169123e+01,2.954169258e+01,8.835164027e+01,3.491423799e+01,8.803620327e+01,5.899723127e+01,1.388529809e-01,9.926766437e+01,9.679476593e+01,6.446223177e+01,7.158195492e+01,1.284394941e+00
1.391114530e+01,3.371926856e+01,5.364372892e+01,5.767530709e+01,7.686311671e+01,8.208773270e+01,7.451076127e+01,1.182960601e+01,8.390773906e+01,6.565767320e+00,1.376138534e+01,7.341261403e+01,9.172895954e+01,5.256422577e+01,4.281708346e+01,4.377708249e+01,2.732976056e+01,3.922059252e+01,8.279272289e+01,4.340611220e+00,1.077555715e+01,3.310518839e+01,5.260458119e+01,3.983514874e+00,5.219337638e+01,2.315210279e+01,3.826097259e+01,8.807648770e+00,6.473593569e+01,2.160223000e+01,5.452232497e+01,9.701185275e+01,8.434794269e+01,6.122855249e+01,5.521092202e+01,1.655296946e+01,8.115480848e+01,5.235195230e+01,9.439961353e+01,5.236295694e+01,5.011519544e+01,8.661330108e+01,3.646345902e+01,8.830594306e+01,9.428898989e+01,3.507726231e+01,4.021258602e+01,1.936734044e+01,6.524484658e+01,6.243163571e+01,9.092603191e+01,9.721078889e+01,3.003355194e+01,3.276780146e+01,8.530874156e+01,4.342410475e+01,2.513464993e+01,7.787476605e+01,8.901996556e+00,9.927991249e+01,2.389329444e+00,6.972232401e+01,2.650725493e+00,4.867516097e+01,2.872748597e+01,7.696622719e+01
2.818705750e+00,4.033196072e+01,1.283848631e+01,2.985964977e+01,9.186533490e+01,7.007151042e+01,2.289710609e+01,4.025261342e+01,6.694737245e+01,3.133949377e+01,5.781563166e+01,9.987335937e+01,7.872814183e+01,4.133428047e+01,9.108315318e+01,2.755645323e-01,6.545996870e+01,5.540028121e+01,1.341706774e+01,4.683631116e+01,7.820864108e+01,8.891088255e+01,9.010390071e+01,8.722935938e+01,9.430456782e+01,3.217667012e+01,7.664483344e+01,8.910661659e+01,4.158046373e+01,5.228740120e+01,8.339188655e+01,6.897344340e+01,1.813877832e+01,9.687409725e+01,5.029976157e+01,8.692400024e+01,3.553495616e+01,5.173697172e+00,8.905409017e+01,8.729384187e+01,7.100245571e+01,9.389246432e+01,1.809170616e+01,7.908960532e+00,1.810832955e+01,5.380150639e+01,4.924158531e+01,2.653701671e+01,1.711915384e+01,3.903420317e+01,8.215915954e+01,9.325350874e+00,3.439641299e+00,2.886663355e+01,9.574025740e+01,3.503942602e+01,4.771212562e+01,8.787995985e+01,2.016739503e+01,2.243839770e+01,5.902060198e+00,2.394346226e+01,3.302640854e+01,2.767166470e+01,4.667473217e+01,3.993909858e+01
5.052330801e+01,9.861074465e+01,5.488754682e+01,4.420905810e+01,8.411605077e+01,5.658865392e+01,5.803993648e+01,6.095812244e+01,1.214777495e+01,3.488736566e+01,2.114160288e+01,2.770112757e+01,6.470938102e+01,4.789780081e+01,9.306471840e+01,9.818518592e+01,2.501756032e+01,5.995027776e+01,4.075244263e+01,6.990443185e+01,8.153585118e+01,7.732346130e+01,5.306284052e+00,2.580075811e+01,8.070883924e+01,8.401671818e+01,2.502960726e+01,5.563186631e+01,3.712483480e+01,4.151888270e+01,2.512457335e+01,6.235642013e+01,7.536176916e+01,8.461770499e+01,2.025609987e+01,7.981043232e+01,8.410436166e+01,3.057941028e+01,7.684278816e+01,1.997606675e+01,7.791806285e+01,6.912312423e+00,6.284101477e+01,9.579373137e+01,2.012415913e+01,6.548211879e+01,3.090204300e+01,3.646316967e+01,8.247515393e+01,3.207851472e+01,6.087815688e+01,8.420540338e+01,5.390028986e+01,1.162519012e+01,9.284680648e+01,1.935134555e+01,2.110546407e+01,3.122311349e+01,4.407557565e+01,3.221821110e+01,4.709436033e+01,2.074693036e+01,5.902809186e+01,3.909427592e+01,4.198922761e+01,2.104236305e+01
1.096900857e+01,3.400097032e+01,7.992107731e+01,2.231816504e+01,1.292745187e+01,6.705996645e+01,2.798221931e+01,6.527581291e+01,8.205198038e+01,3.813899177e+01,2.751556348e+01,1.518264895e+01,3.971224485e+01,3.745765971e+01,1.012527716e+01,8.813659748e+01,6.346173027e+01,8.446780537e+01,1.231859419e+01,7.302827734e+01,5.998996642e+01,3.780413364e+01,1.319893750e+01,7.994045311e+01,2.773040872e+01,6.996405334e+01,4.814761121e+01,6.717773627e+01,7.072939453e+01,5.463940936e+01,1.298824165e+01,1.715633901e+01,8.092738789e+01,8.757051628e+00,8.270191155e+01,6.808217948e+01,5.233472538e+01,9.098676684e+01,4.424544705e+01,5.817022916e+01,8.932987031e+01,1.781187069e+01,8.721798843e+01,6.144686856e+01,4.502489029e+01,8.683840813e+01,2.966830346e+01,5.603692435e+01,9.021050431e+00,2.020646910e+01,1.141646957e+01,5.436505773e+01,7.935693697e+01,7.567626377e+01,6.873988874e+00,3.313806839e+00,4.544951566e+01,4.392798207e+00,5.336645009e+01,9.781326482e+01,7.005286850e+01,6.204973111e+01,5.994417369e+01,4.874673028e+01,8.714314618e+00,8.163532177e+01
5.242863776e+01,7.855811539e+00,8.015150547e+01,7.438509785e+01,6.082149406e+01,4.593743743e-01,1.422722085e+01,4.580320121e+01,7.828081464e+01,2.974559161e+01,8.383456789e+00,8.626796375e+01,5.095107651e+01,4.279074993e+01,3.016741622e+01,1.029706452e+01,6.486481029e+01,4.150696912e+01,2.948920084e+01,2.974510273e+01,1.846306595e+01,4.042040633e+01,4.643942529e+01,2.629694179e+01,6.321522813e+01,4.607016591e+01,5.168986256e+01,9.037094500e+01,2.405807903e+01,6.917850841e-01,8.224311215e+01,2.738185192e+01,2.346985249e+01,6.110358288e+01,7.740309403e+01,4.796863824e+00,7.038329072e+00,4.779562991e+01,8.273741253e+01,7.580767996e+01,3.464789743e+01,7.375341857e+00,6.309754956e+01,5.773698707e+01,7.703970303e+00,4.866171403e+01,9.655620916e+01,6.174611371e+01,7.024836281e+01,3.280063010e+01,4.316186463e+01,4.438810202e+01,3.178930416e+01,2.340236498e+00,7.943644445e+01,3.362435475e+01,1.586686943e+01,4.069613388e+01,3.207483824e+01,7.290023202e+01,8.070219792e+01,2.688475559e+01,8.989701619e+01,4.515444966e+01,3.220931201e+00,9.757213032e+01
2.870549226e+01,6.355586788e+01,1.234727066e+01,5.750077753e+01,3.626015167e+00,7.108786938e+01,3.055863658e+01,3.265980145e+01,5.257449413e+01,6.841943117e+00,1.603205488e+00,6.586487973e+01,8.562342452e+01,2.134848434e+00,6.826305677e+01,7.369947567e+00,5.332388652e+01,3.908791702e+01,9.276588451e+01,2.539829068e+01,3.107914074e+00,3.013677949e+01,9.917873725e+01,1.413777324e+01,8.801071721e+01,5.806259220e+01,3.515023130e+01,1.055213976e+01,3.806741979e+01,9.042382380e+01,8.201975190e+01,3.361882131e+01,5.658817426e+01,6.312348053e+00,4.052738292e+01,9.639997220e+01,7.331999931e+01,4.117410654e+00,3.019171236e+01,8.172904155e+01,2.746559776e+01,4.610466906e+01,2.128017719e+01,5.060437380e+01,1.141617196e+01,6.841078609e+01,2.144769313e+01,3.460003463e+01,6.992078657e+01,8.217213946e+01,1.543456526e+01,1.987405931e+01,9.766782822e+01,9.576028094e+01,2.424597476e+01,8.785361277e+01,8.212091405e+01,3.590480758e+01,4.416127743e+01,9.603125488e+01,4.788795441e+01,4.841502477e+01,3.113327074e+01,2.365462181e+01,8.860722503e+00,7.941540498e+01
6.388491819e+01,1.384983879e+01,4.779171186e+00,3.183091159e+01,5.535182880e+01,4.020236600e+01,9.310258018e+01,7.840507095e+01,3.053282716e+01,7.474206152e+01,6.571555063e+01,5.395622143e+01,1.245572933e+00,3.254477990e+01,7.083106089e+01,3.438882238e+01,9.626554561e+01,4.897129690e+01,9.431338580e+01,6.340205864e+01,5.135430155e+01,6.270200431e+01,9.872554045e+00,3.539316380e+01,1.740100281e+01,3.300582877e+01,2.850316110e+01,2.608955166e+01,3.615968442e+01,7.633523182e+01,6.404856657e+01,2.638854548e+00,7.982088633e+01,5.426020314e+01,8.892520578e+00,8.901398874e+01,2.457822849e+01,6.953369680e+01,3.681630619e+01,4.789642736e+01,9.472036296e+01,1.801249145e+01,7.367060571e+01,2.494365040e+01,1.107121701e+01,3.429057351e+01,6.619058247e+01,1.329370536e+01,4.768500311e+01,2.042239584e+01,7.438035234e+01,8.872960256e+01,8.850523042e+00,5.668129650e+00,9.013438816e+01,3.447097837e+01,6.504754738e+01,3.281288176e+01,3.794199525e+01,8.300474712e+01,4.673981839e+01,9.770828358e+01,1.359876329e+01,1.039363201e+01,9.702638965e+01,9.429065370e+01
9.429368771e+01,2.014403971e+01,3.698868454e+01,8.873989031e+01,1.347903818e+01,7.963136082e+01,6.687424717e+01,6.917328709e+01,1.685968686e+01,2.577335250e+01,8.535278595e+01,9.698207635e+01,8.416776472e+01,5.648366053e+01,9.176297145e+01,4.842157891e+01,2.078382651e+01,2.890443565e+01,1.486934350e+01,5.807673598e+01,8.129424055e+01,9.894880977e+01,4.917543991e+01,5.588595943e+00,2.226867445e+00,9.129201213e+01,1.422190723e+01,5.824363239e+01,8.251070240e+01,5.737855123e+01,4.024333361e+01,6.260218127e+00,4.841776785e+01,8.512343786e+01,6.864302876e+00,5.241722757e+01,3.148545560e+01,9.954186636e+01,4.978115807e+01,3.218797072e+01,3.779415981e+01,1.603462107e+01,6.422225810e+01,2.819028128e+01,4.471301120e+01,8.063247383e+01,8.449912162e+01,5.911010587e+01,6.310343256e+01,2.810013244e+01,2.252633160e+00,1.739022011e+01,1.863322121e+00,5.443512722e+01,3.225816282e+01,2.873345257e+01,7.117316137e+01,9.049167960e+01,5.151816666e+01,8.679968023e+01,4.341321833e+01,4.001973307e+01,2.613679630e+01,2.868677600e+01,3.173835180e+01,7.681076367e+01
6.668584276e+01,8.913596148e+01,9.343794949e+01,4.925551019e+01,8.105089729e+00,7.061061235e+01,8.665383072e+01,5.475152081e+01,1.835611968e+01,9.202926429e+01,1.081168004e+01,2.460434162e+01,9.931364336e+01,7.743142611e+01,2.584818921e+01,5.363117328e+01,3.746990447e+01,3.501742708e+01,8.317115311e+01,9.613139777e+01,2.316039368e+01,5.234961310e+01,7.466503075e+01,9.417800361e+01,7.543314914e+01,2.118447997e+01,6.746456230e+01,1.397015801e+01,7.951486050e+01,9.319038897e+01,8.150751902e+01,7.582193979e+00,2.505622505e+01,5.788873713e+01,7.668324064e+01,5.027871701e+01,4.677576806e+01,7.507192670e+01,6.051460655e+01,3.425077663e+01,8.464255624e+00,8.347078485e+01,1.091119710e+01,9.756813876e+01,6.263548792e+01,1.319454248e+01,3.004719926e+01,9.122768110e+01,9.949630943e+01,3.233600019e+01,7.610372971e+01,7.882912907e+01,2.438551299e+01,3.622646683e+01,8.130399823e+01,6.845544637e+01,4.372308873e+01,1.023679938e+01,2.122693764e+01,8.582627573e+01,3.111110059e+01,5.432117884e+01,8.495092912e+01,3.460959963e+01,2.968779145e+01,5.559386507e+01
1.210673636e+01,7.495136448e+00,6.220698129e+01,8.376708577e+01,5.137195650e+01,5.964862971e+01,1.192222454e+01,3.104669396e+01,5.260570850e+01,1.003786625e+01,3.151133406e+01,7.444948835e+01,8.474088026e+01,6.523526832e+01,1.131287009e+01,8.938680406e-01,2.969949290e+01,3.825298542e+01,2.398011274e+01,6.624727176e+01,7.188957522e+01,3.423462036e+01,7.013925258e+01,7.208609824e+00,6.051760522e+01,8.515041601e+01,7.495131651e+01,8.807374145e+01,4.052360359e+01,2.295329530e+01,5.963722953e+00,8.054832267e+01,4.485694794e+01,7.587216651e+01,3.429078885e+01,6.251775249e+01,7.508022014e+01,9.363442763e+01,8.929280137e+01,1.725526163e+01,8.475098153e+01,5.354140244e+01,9.988536417e+01,6.969972884e+01,3.752882752e+01,8.346953037e+01,5.276362134e+01,3.377381878e+01,8.650589185e+01,1.335321244e+01,4.698831194e+01,1.688220039e+01,8.355463991e+01,7.061641341e+01,6.530947122e+01,3.497851307e+01,5.967561554e+01,4.194095373e+01,6.727182222e+01,8.661232686e+01,4.940600182e+01,7.639510217e+01,9.706300732e-01,6.028701072e+01,6.297126354e+01,7.845288338e+01
8.422386171e+01,8.299330167e+01,3.616341597e+01,6.116417683e+01,1.476871115e+01,6.619247403e+01,9.410439648e+01,6.720241116e+01,9.525954297e+01,2.019305810e+01,4.963549123e+00,8.750915657e+01,3.642227598e+01,2.297540907e+01,2.001256273e+01,7.574940748e+01,3.492583975e+01,6.044004532e+01,7.741512910e+01,3.333361097e+01,1.212787403e+01,3.931642205e+01,5.690338906e+01,2.528233067e+01,7.563280751e+00,2.924600177e+01,8.524032845e+01,1.321644940e+01,3.877293293e+01,3.570069971e+01,2.972628288e+01,1.047092830e+01,5.489160401e+01,7.320343408e+01,4.669189960e+01,4.198416098e+01,1.943576928e+01,7.498583935e+01,9.573487898e+01,7.283679569e+01,3.271952903e+00,1.334656516e+01,2.616823379e+01,2.454005252e+01,4.886299400e+01,2.542700005e+01,6.985844046e+01,9.244498801e+01,7.480485853e+01,7.576734415e+01,3.930487027e+01,8.089665620e+01,1.087906631e+01,4.632733336e+01,6.226692467e+00,7.410913837e+01,5.137900835e+01,6.684294238e+01,6.846012088e+01,5.815201083e+01,6.395831934e+00,5.688394573e+00,2.360954317e+01,2.375154043e+01,1.561321541e+01,1.109157589e+01
2.922395595e+01,3.307172041e+01,8.710719667e+01,1.976756299e+01,1.190185265e+01,8.299616067e+01,5.727186502e+01,5.125074224e+01,7.174903693e+01,5.718323875e+01,4.015603172e+01,5.581797780e+01,7.637436194e+01,9.683028303e+01,4.708347397e+01,3.014609493e+01,5.241464363e+01,3.459616926e+00,3.199584962e+01,3.757517998e+01,5.090883105e+00,7.754543812e+00,3.023046160e+01,9.089730961e+01,4.797020999e+01,9.815230480e+01,9.863345062e+01,5.289449980e+01,1.707929975e+01,9.856810494e+01,7.946351375e+01,5.367139761e+01,9.877414151e+01,2.622780881e+01,4.906417539e+01,2.292933340e+01,5.542342939e+01,3.643343895e+00,5.337522890e+01,7.401586752e+01,2.870392480e+01,9.469938158e+01,6.668346284e+01,6.793669783e+01,4.377771270e+01,6.661369458e+00,2.904531184e+01,3.427829040e+01,3.346751553e+01,3.820395672e+01,6.004429805e+01,1.460223137e+01,9.701736667e+01,7.020186128e+01,2.591116523e+01,8.618666856e+01,5.974290541e+01,9.370818402e+01,4.176944985e+01,9.257597502e+00,1.755857063e+01,1.650337728e+01,9.965396405e+01,4.376326538e+01,4.083227199e+01,9.864700065e+01
7.941340163e+01,2.198951279e+00,9.039524888e+01,5.953195621e+01,3.670293694e+01,3.737785604e+01,9.542143273e+00,6.606691477e+01,6.194330069e+01,6.973439877e+01,1.479632765e+01,6.087855713e+01,6.072491679e+00,6.452414845e+01,7.547365288e+00,5.625613546e-01,6.919669045e+01,2.342381817e+01,1.113987524e+01,5.747272972e+01,2.461890094e+01,7.280574223e+01,4.923671918e+01,3.844876507e+01,3.055169252e+00,4.510779314e+01,6.352764282e+01,8.410814794e+01,4.045025283e+01,5.436168277e+01,5.898553545e+01,3.334046021e+01,1.135274783e+01,8.070379652e+01,7.026642301e+01,6.635420926e+01,2.745282733e+00,7.545195652e+01,5.754055201e+01,3.341534997e+01,8.641618134e+01,7.656089854e+01,4.150260087e+01,9.366587514e+01,5.140958868e+00,2.343794119e+01,3.901377732e+01,3.625566284e+00,8.110715777e+01,4.467766041e+01,6.304919178e+01,9.019456936e+01,1.702610078e+01,9.000553446e+01,1.589329668e+01,1.594616449e+01,5.108365675e+01,9.202757197e+01,5.494331714e+01,3.690399454e+01,1.906967174e+01,6.343400563e+01,3.629144396e+01,8.947616740e+01,9.611416355e+01,3.592613833e+01
6.211310577e+01,9.747500760e-01,2.105722187e+01,2.292981208e+01,1.780879012e+01,9.798638196e-01,9.401643534e+01,1.140337894e+00,3.925260461e+01,4.669238812e+01,2.471768087e+01,4.312131619e+00,3.412672508e+01,2.211122332e+01,6.918234069e+01,6.197866707e+00,8.030439568e+01,2.329858465e+01,1.771524436e+01,8.534468681e+01,4.756590874e+01,5.488193532e+00,2.614406035e+01,7.884038485e+00,1.355269973e+01,6.259973624e+01,2.281845752e+01,1.314677314e+00,1.605784162e+01,2.682833669e+01,1.304323330e+01,9.089272532e+01,6.877919575e+01,2.549394598e+01,1.150022354e+01,7.810487521e+01,3.947639009e+01,8.023985730e+01,8.813285340e+01,5.772872771e+01,1.253710926e+01,5.211299490e+01,4.402588875e+01,4.399789042e+01,4.762567058e+01,2.874254618e+01,4.489092394e+01,6.853653603e+01,6.623732414e+01,1.746017320e+01,4.374980920e+01,8.217141869e+00,6.511640508e+01,1.719738014e+01,5.069689416e+01,7.193335250e+01,6.762783329e+01,4.997512327e+00,3.190451702e+01,4.251312168e+01,7.317912636e+01,9.536310720e+01,4.726643421e+01,6.489255389e+01,3.271211165e+01,8.919658131e+01
3.520350526e+01,5.104671476e+01,8.176066968e+01,8.843578391e+01,5.687406543e+00,7.737906774e+01,3.331575016e+01,6.862765605e+01,2.583720485e+01,4.159500889e+00,9.501640444e+01,7.581454653e+00,7.583829527e+01,7.756881343e+01,3.367190812e+01,9.321747062e+01,2.887157469e+01,2.521321542e+01,4.936355726e+01,3.907798686e+01,7.039679078e+01,6.093034098e+01,6.226829374e+01,1.955691571e+01,4.075512176e+01,2.747824163e+01,8.305391075e+01,9.667070587e+01,1.932595358e+01,7.305876473e+01,5.167135043e+01,3.434267382e+01,4.340964484e+01,9.014254780e+01,3.845331471e+01,1.436659819e+01,3.398468925e+01,9.262085696e+01,3.734456354e+01,9.158011004e+01,3.674413773e+00,5.100748011e+01,1.479380743e+01,7.335721752e+01,1.683313379e+01,7.809371042e+01,8.240294995e+01,8.420805630e+01,4.532778548e-01,2.231916944e+01,6.271136375e+01,3.452699952e+01,5.973812939e+01,9.219312987e+01,7.850597932e+01,9.726304456e+01,9.814263133e+01,9.057376454e+01,4.686931977e+01,7.958692985e+00,4.683138911e+00,1.159450287e+01,4.290335983e+01,8.034486925e+01,6.655025751e+01,1.914533446e+01
4.259719240e+01,5.324816668e+01,2.156990956e+01,4.990511698e+01,8.201775916e+01,3.679213533e+01,2.328343540e+01,3.382504487e+01,3.148563173e+01,1.144646242e+01,8.368229742e+01,5.306183673e+01,7.143957128e+01,9.500891166e+01,9.000776636e+01,2.899851683e+01,9.999039924e+01,7.173538841e+01,5.738554640e+01,4.978203098e+01,7.965390299e+01,4.576086255e+01,2.305171115e+01,9.643317649e+01,1.369864454e+01,3.093311185e+01,6.034986782e+01,2.102831790e+01,8.229048414e+01,1.376635360e+01,4.030647189e+01,4.228207160e+01,4.553499120e+00,4.065530722e+01,1.217634315e+01,8.046034966e+01,7.000205037e+01,7.421378703e+01,6.965273443e+01,1.799242441e+01,5.598916421e+01,2.224294239e+01,6.641005582e-01,5.040659227e+01,3.583857613e+01,4.065974239e+00,4.837763831e+01,9.551057259e+01,5.437098534e+01,5.975606937e+01,2.278044711e+01,5.365355666e+01,2.766598955e+01,3.855027157e+01,7.086347836e+01,5.314356593e+01,2.865611993e+00,4.280733376e+01,8.028518269e+01,1.696580906e+01,2.564648499e+01,1.476488914e+01,1.900743229e+01,6.500340503e-01,9.148190231e+01,1.343962339e+01
8.854818537e+01,1.013856768e+01,3.887729797e+01,5.437492492e+01,5.051847424e+01,2.003306667e+01,2.903356524e+01,7.638791430e+01,5.103731161e+01,1.827818842e+01,9.035876798e+01,2.819066245e+01,9.916976888e+01,3.246751747e+01,5.058454175e+01,5.127933345e+00,4.988040774e+01,9.549332735e+01,4.099134873e+01,3.741567294e+01,6.374162492e+01,3.711557332e+01,9.669098957e+00,8.162258164e+01,9.285581061e+01,5.903276841e+01,8.450469441e+01,2.811442584e+01,1.298199029e+01,6.839407825e+01,8.411966298e+01,3.250684477e+01,9.976929647e+01,8.913706537e+01,5.305898526e-01,4.214186755e+01,2.263218185e+00,5.876153778e+01,5.311861987e+01,4.580650584e+01,8.175596269e+01,4.406530118e+01,7.231644103e+01,9.989538058e+01,2.607113017e+00,4.383085328e+01,4.885208301e+01,7.455644813e+01,4.217372540e+01,9.998538936e+01,2.844752483e+01,4.502543533e+00,3.296892082e+01,3.244135111e+01,7.686288893e+01,5.684110883e+01,1.198339484e-01,3.870029003e+01,6.110932482e+00,8.030437983e+00,8.103145859e+01,1.348095151e+01,2.894855603e+01,9.075764556e+01,5.986452341e+01,3.663278069e+01
6.708585358e+01,8.268181523e+01,6.039053011e+00,8.539675176e+01,5.688336958e+01,6.501119573e+01,2.250177819e+01,6.053526211e+00,7.268066001e+01,9.060161326e+01,2.836631517e+01,5.547599577e+01,3.921886981e+01,5.571958951e+01,2.300823339e+01,4.589088703e+00,5.663037238e+01,8.932457879e+01,5.242380385e+01,1.832961508e+00,8.270187191e+01,2.342269827e+01,3.497075346e+00,4.193675558e+00,5.586982584e+01,4.939392773e+01,7.917234368e+01,6.904027764e+01,3.740435935e+00,2.098236975e+01,6.796357571e+01,3.050186862e+01,1.495726839e+01,2.055730513e+01,3.952238114e+01,5.147107955e+01,8.655730598e+01,4.982603437e+00,1.920493708e+01,1.247916677e+01,7.589515061e+01,2.943420902e+01,9.298125488e+01,7.544228220e+01,1.466834360e+01,2.169435969e+01,7.047847489e+01,4.645690499e+01,4.947221527e+00,8.344341634e+01,9.790084702e+01,3.895635679e+01,8.289959663e+01,8.271855303e+01,4.905519528e+01,1.541803796e+01,9.520201192e+00,8.712499758e+01,2.261267685e+01,9.240366247e+01,5.832648074e+01,5.140130884e+00,7.566666269e+01,8.986854084e+01,2.213671789e+00,2.786016662e+01
8.220730652e+01,4.158573232e+01,8.230710659e+01,8.789831651e+01,8.871187977e+01,5.890970373e+00,7.603798568e+01,1.755729736e+01,8.730356466e+01,3.733330591e+01,1.888371845e-01,4.790125796e+01,2.665712038e+01,6.862384768e+01,6.091686696e+01,5.492047837e+01,5.559979979e+01,6.002444727e+01,3.440092151e+01,9.223215608e+01,8.476473982e+00,9.290366951e+01,6.794656847e+01,7.702642650e+01,6.981741526e+01,8.337508907e+01,8.483369257e+00,2.567692057e+01,8.500081707e+01,9.409114552e+01,6.857700316e+01,4.309042870e+01,1.783435297e+01,9.362206233e+01,8.566631462e+00,3.715643589e+01,7.742292622e+01,9.590330727e+01,8.667746862e+01,6.634145525e+01,8.612472843e+01,6.868576122e+01,8.751307002e+01,5.385990034e+01,3.257982259e+01,8.542352778e+00,3.393019029e+01,5.400313668e+00,8.291724242e+01,5.383190395e+01,4.336279451e+01,3.285130446e+01,5.487702052e+01,4.374039806e+01,2.068865649e+01,7.953778695e+01,1.272977349e+01,6.885229493e+01,6.383695287e+01,5.037946549e+01,8.901947815e+01,1.877413790e+01,5.159063183e+00,2.146586452e+01,7.576005908e+01,6.534085792e+01
4.408255391e+01,7.413957017e+01,2.639733489e+01,2.330294575e+01,5.116176071e+01,5.382916259e+01,5.435005013e+01,4.715037442e+01,1.602526202e+01,3.786693650e+01,5.921398695e+01,5.719706780e+01,4.630835076e+01,5.877069616e+01,4.008222403e+01,8.645694702e+01,2.475751168e+01,7.518371629e+01,2.061957512e+00,5.203749071e-01,5.628113031e+01,4.956872981e+01,5.669189586e+01,1.115695800e-01,9.752557029e+01,4.577624539e+01,7.995357975e+01,7.940505222e+01,3.950899749e+01,8.973913154e+01,1.177433854e+00,7.064248736e+01,7.543211691e+01,4.339470249e+01,9.648718560e+00,3.646597771e+01,4.378722505e+01,3.367896741e+01,2.060375936e+00,4.090310887e+01,3.390092474e+01,4.234864498e+01,6.073547430e+01,6.558191964e+00,7.262260670e+01,5.965137435e+01,1.903030100e+01,2.084527073e+01,1.476898850e+01,2.707167260e+01,6.882922986e+01,8.098402585e+01,1.094196464e+01,7.492460625e+01,5.883552194e+01,6.501143374e+01,5.808735752e+01,9.940751132e+00,8.918648305e+01,5.213771394e+01,5.070633845e+01,3.303560606e+01,2.445146984e+01,7.683116660e+01,5.125102985e+01,9.471050033e+01
8.733805327e+01,8.979928733e+01,9.818268114e+01,8.451015467e+01,4.489300978e+01,3.934281218e+01,2.610862392e+01,9.298223190e+01,3.007558566e+01,7.535573916e+01,6.730325586e+01,1.302457796e+01,8.743031634e+01,6.293868328e+01,2.853162131e+01,1.512104475e+01,1.378435920e+01,5.475953200e+01,3.051668719e+01,9.561615263e+00,5.979407809e+01,7.141640368e+01,2.403607343e+01,4.627872152e+01,3.360285185e+01,5.379311337e+01,6.547295078e+01,6.630833916e+01,7.973409535e+01,3.261067032e+01,7.244007771e+01,7.516148639e+01,2.079577292e+01,2.364986517e+01,1.985492542e+01,5.570984031e+01,2.324255314e+01,3.707182856e+01,2.618597391e+01,3.712635292e+01,9.966265902e+01,8.399053175e+01,5.436504705e+01,8.509835143e+01,7.637706099e+01,1.870557563e+01,9.146572254e+01,3.074516206e+01,5.948812820e+00,4.785723057e+01,7.327156740e+01,1.410050541e+01,5.654498154e+01,4.390691441e+00,5.144954917e+01,2.840740616e+01,5.726355706e+00,7.595115147e+01,5.488775581e+01,1.167548626e+01,3.461336608e+01,9.743261995e+01,5.854591535e+01,2.982341003e+01,5.262312282e+01,9.105387091e+00
