v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65
5.026464241e+00,6.544223787e+01,4.635158249e+01,1.993122162e+01,3.745652304e+01,2.801146992e+01,8.043659997e+01,3.137736874e+01,6.039406773e+01,1.587851762e+01,8.233172825e+01,5.437746052e+01,6.291449761e+01,8.187523299e+01,4.675087277e+01,6.001026023e+01,8.782526610e+01,4.450834023e+01,1.047235632e+01,8.438799642e+01,3.940120587e+01,5.053765794e+01,9.086962855e+00,9.966282965e+01,8.476949675e+01,1.096562310e+01,3.745376359e+01,1.421648904e+01,2.792982711e+01,5.976914087e+01,5.310736185e+01,1.306707223e+01,3.306442634e+01,4.665093343e+01,1.583322503e+01,7.695555270e+01,6.897139871e+01,8.617212500e+01,7.041909074e+01,7.865254948e+01,5.359506306e+01,2.975752478e+01,2.155036594e+01,7.689183890e+00,8.249634779e+01,1.326527050e-01,4.416973243e+01,2.165825672e+01,4.772187875e+01,1.810409248e+01,5.911997201e+01,9.283064690e+01,8.283741790e+01,2.964067051e+01,2.640702302e+01,9.091574862e+01,2.412079837e+01,9.169340274e+01,1.608155876e+01,1.758269585e+01,7.000533972e+00,1.339554864e+01,2.288571650e+00,2.351744137e+01,6.458839987e+01
5.054574004e+01,8.789750579e+01,1.930376105e+01,8.135084214e+01,4.785326274e+01,3.305485036e+01,6.439278306e+01,6.494296627e+00,3.822473114e+01,8.626586411e+01,7.355868228e+01,8.571470146e+01,9.078144178e+01,1.228899131e+01,1.572710888e+01,8.958899993e+01,1.887880679e+01,2.581017279e+01,5.306764033e+01,7.974377439e+00,3.749112858e+01,9.659100929e+01,4.324899374e+01,4.125086082e+01,4.049413755e+00,8.489426451e+01,1.343750050e+01,5.083231412e+01,1.005135100e+01,3.407073283e+01,1.273921362e+01,1.586740883e+01,5.146523932e+01,6.476564908e+01,5.994650331e+01,9.889218670e+01,2.971764156e+00,5.090312137e+01,2.456729755e+00,7.259211184e+01,2.872968890e+01,6.873440949e+01,3.963043997e+01,9.203590306e+01,9.989977620e+00,4.001903997e+01,2.859191759e+01,4.015965251e+00,2.784153617e+01,4.518827957e+01,3.691326494e+01,6.538674768e+01,4.802479760e+01,6.394332717e+01,8.997836381e+00,8.172807276e+01,1.786928543e+01,3.135732627e+01,3.620968534e+00,5.343720723e+01,6.590283895e+01,6.862908106e+01,9.517563301e+01,6.990556577e+01,2.454265573e+00
8.885127282e+01,1.057230144e+01,5.629616144e+01,4.462875710e+01,8.912391689e+00,3.758164742e+01,9.215268281e+01,6.198700356e+01,8.987162850e+01,1.972642864e+01,6.344268613e+01,2.244502713e+01,8.518370014e+01,1.530964155e+01,7.127329788e+01,3.416276432e+01,3.326740483e+01,4.040548435e+01,9.577156508e+01,5.947798127e+00,4.393873738e+01,5.877583278e+01,9.679630862e+01,5.342016069e+01,3.516921773e+01,4.288871946e+01,8.905734326e+01,9.628819866e+01,1.789310444e+01,4.501757289e+01,6.404423727e+01,7.192567088e+01,9.323497964e+01,2.677342154e+01,1.420472851e+01,2.531200273e+01,8.615385010e+01,8.507838472e+01,2.255840587e+01,2.735378641e+01,8.632869131e+01,7.991190942e+01,8.003297527e+01,1.463305053e+00,9.164949424e+01,8.458355589e+01,1.391474131e+01,6.347752606e+01,7.031794564e+01,2.277334494e+01,1.940675425e+01,6.973398524e+01,8.858215144e+01,2.806433161e+01,9.790112369e+01,2.189024867e+01,3.529736034e+01,2.823512587e+01,5.887716809e+01,8.053635378e+01,2.435710010e+01,7.167272774e+01,8.677275565e+01,2.866024760e+01,8.455473981e+01
1.499119762e+01,8.229255369e+01,8.922610270e+00,8.338597704e+00,6.843731439e+01,6.251178764e+01,2.326858245e+01,6.412017556e+01,6.371164873e+01,1.391565086e+01,5.626559103e+01,1.369516401e+01,9.779315647e+01,6.519838387e+01,8.702626396e+01,6.248500528e+01,9.900178515e+01,3.711898011e+01,4.327172821e+01,4.695856197e+00,3.465133973e+01,1.773686202e+01,9.611904648e+00,8.813712069e+01,1.297982079e+00,6.782373444e+01,7.411042764e+01,5.402205710e+01,5.109275273e+01,8.756516363e+01,2.583882918e+00,5.104404967e+01,8.104352890e+01,3.058117054e+01,3.250945044e+01,4.550077945e+00,1.156169902e+01,1.171402581e+01,4.876057510e+01,3.036277296e+01,8.842215615e+01,8.983459603e+01,9.052116421e+01,7.706778028e+01,1.416484469e+01,6.637957822e+01,4.225119891e+01,5.390897598e+01,9.635496039e+01,3.218329596e+01,3.442343973e+01,7.218621551e+01,7.375073765e+01,3.422733375e+01,2.827279884e+01,9.856604228e+01,2.169546694e+01,5.970352311e+00,7.688275263e+01,8.233018636e+01,1.789787399e+01,2.285581653e+01,7.539952185e+01,3.573814642e+01,3.750818028e+01
4.084368967e+01,4.187966233e+01,1.397764318e+01,9.117997673e+01,9.706532036e+01,4.830739689e+00,8.781276911e+01,6.902189849e+01,3.655182914e+01,1.462150915e+01,9.626657583e+01,6.554826006e+01,9.783300194e+01,3.716852410e+01,6.751747877e+01,5.181398380e+01,3.224701740e+01,3.206800166e+01,9.388865093e+01,1.362705192e+01,3.909394971e+01,5.616374370e+01,5.628175340e+01,9.183324724e+01,7.562864287e+01,6.124241073e+01,3.591833370e+00,6.345704406e+01,2.248650047e+01,4.131525071e+01,4.542545315e+01,8.156197674e+01,7.660547659e+00,5.955354410e+01,6.735552742e+01,7.479365056e+01,1.298480613e+01,8.980383262e+01,4.193184511e+01,4.314390174e+01,6.334612891e+01,1.380723130e+01,2.006121635e+01,5.669031861e+00,6.161781710e+01,6.381140754e+01,6.129886635e+01,1.166664933e+01,2.671150635e+01,8.513824937e+01,2.806389393e+01,2.402762150e+01,2.287714607e+01,9.323674446e+01,4.658537350e+00,5.144610642e+01,1.825166240e+00,9.400017059e+01,4.731633875e+01,3.365701697e+01,4.559480401e+00,4.972110365e+01,6.154372077e+01,8.815915371e+00,3.403333699e+01
7.884657744e+01,6.868973583e+01,5.062730418e+01,7.006970136e+00,6.872108091e+01,2.043553547e+00,5.962495074e+01,5.822833128e+00,2.172854808e+01,4.518069413e+01,4.856772943e+00,7.409427776e+01,7.709998319e+01,6.014113321e+01,1.978082033e+01,1.342795580e+01,9.832664517e+01,9.226285786e+00,4.294733396e+01,4.465670578e+01,2.831771880e+01,4.549509431e+01,1.875735059e+01,2.678887673e+00,1.737811272e+01,7.126642303e+01,9.935430615e+01,2.228195217e+01,1.829173294e+00,2.536797748e+01,3.434192099e+01,7.868353175e+01,4.201711710e+01,7.123329077e+01,6.157822964e+01,8.408579467e+01,1.300962172e+01,8.276883915e+01,1.695800192e+01,2.012561729e+01,4.427172610e+01,4.662180310e+00,4.870810791e+01,9.769540315e+01,4.114220683e+01,1.567228203e+01,8.847499695e+01,3.105323752e+01,7.692313380e+01,6.170034623e+01,8.143663661e+01,6.787084024e+01,8.611232085e+01,2.094254249e+01,7.304818035e+01,2.657512371e+01,9.905879381e+00,5.565948286e+01,5.327693009e+01,1.161159563e+01,7.113927333e+01,8.067471990e+01,1.998871540e+01,3.437003698e+01,4.151256252e+01
5.074706144e+01,1.251540716e+01,4.837142523e+01,4.323865599e+00,4.290819282e+01,9.997915394e+01,2.339809570e+01,4.099979976e+01,6.481234899e+01,9.413594360e+01,8.375843635e+01,8.446407851e+01,1.806788670e+00,3.216835925e+01,3.691985856e+01,4.557494991e+01,4.863841267e+01,6.689931456e+01,3.935526145e+01,5.823985131e+01,1.533726102e+01,1.227500625e+01,9.430238650e+01,1.965168382e+01,2.960857761e+01,6.481075533e+01,5.905332575e+01,2.577749339e+01,6.615847647e+01,8.941597425e+00,6.233987464e+01,3.065877577e+01,5.911744492e+01,9.659663267e+01,6.271649126e+01,3.656459599e+01,3.387770667e+00,3.482749619e+01,1.574294219e+01,6.524201025e+01,4.723463954e+00,8.015886591e+00,8.591277883e+01,7.544687044e+01,5.689240398e+01,6.482305756e+01,2.681676160e+01,9.172041720e+01,4.509493888e+01,9.404981711e+01,1.363266644e+01,6.639053784e+01,7.020892216e+01,6.807966992e+01,8.775797307e+01,1.491811537e+01,1.247679355e+01,8.137316262e+01,1.353141641e+01,7.560292109e+01,1.550265651e+01,7.572046630e+00,2.020444132e+01,9.596445963e+01,4.116135321e+01
8.176826642e+01,1.799805015e+01,7.791053290e+00,1.580466207e+01,5.323517310e+01,9.479269425e+01,6.116591131e+01,3.437018469e+01,5.824818329e+01,2.167146036e+00,7.990316951e+01,9.257039615e+00,3.424289447e+01,8.795733158e+01,9.436408166e+01,2.375650510e+00,3.002791827e+01,1.515825718e+01,7.955330062e+01,5.907410838e+01,5.783803495e+01,2.816137159e+01,1.963964301e+01,5.103754099e+01,9.905204472e+01,8.851324793e+00,3.080646604e+01,1.317580779e+01,6.700445115e+01,1.375220496e+01,4.445935219e+01,6.363345168e+01,9.968511310e+01,4.956729912e+01,7.447718464e+01,6.967905279e+00,2.463502175e+01,4.790730613e+01,3.038152466e+01,7.408380309e+01,3.729249198e+01,9.762052649e+01,4.786957642e+01,4.925399880e+01,9.634395183e+01,2.078295737e+01,6.550016550e+01,7.536761078e+01,1.028692803e+01,2.965882118e+00,2.724925869e+01,3.970907698e+01,3.211649159e+01,6.029563806e+01,9.279299548e+01,6.954901456e+01,1.943158367e+01,2.332441204e+00,9.892830617e+01,6.539929657e+01,7.989808802e+01,3.368026442e+01,3.319300678e+01,9.046876620e+01,8.675448759e+01
2.848266455e+01,9.117917208e+01,4.548642328e+01,1.673296444e+01,9.674548019e+01,8.708480630e+01,8.539349090e+01,3.874269352e+01,1.614290833e+01,7.256491498e+01,8.283582294e+01,8.174979513e+01,3.095385560e+01,2.311050199e+01,5.704207597e+00,3.780654224e+01,5.934698165e+01,2.198862725e+01,8.081125784e+01,7.537273168e+01,2.313104026e+01,5.599143934e+01,7.600881308e+01,6.088768417e+01,9.099919248e+01,4.568516827e+01,7.395388902e+01,4.033567376e+01,7.505182881e+01,2.984773718e+01,2.757429661e+01,6.029973433e+01,2.758140137e+01,9.601784964e+00,6.654211924e+00,1.569671690e+00,3.358963215e+01,6.279549093e+01,3.891511367e+01,9.060347140e+01,4.940036252e+01,5.643446759e+01,8.268944036e+01,2.820495541e+01,7.316978701e+01,4.130079686e+01,1.704787986e+01,9.495745634e+01,4.003638746e+01,7.298178762e+01,2.016220312e+01,4.227601564e+01,8.686495507e+01,3.830062531e+01,1.215755278e+01,5.929379361e+01,6.813544016e+01,8.539575817e+01,4.305556652e+01,4.011287480e+01,8.810398960e+01,8.182678429e+01,5.733146098e+01,4.781423210e+01,4.357621543e+01
9.207586044e+01,6.469270989e+01,3.325124253e+01,7.595612881e+01,3.823395229e+01,7.717384003e+01,6.733987575e+01,6.260970459e+01,5.157497699e+01,2.455086327e+01,2.278890885e+01,4.312741841e+01,2.824451117e+01,6.262765332e+01,5.463921825e+01,5.996112517e+01,9.875151443e+01,8.408953364e+01,8.077509059e+01,9.483191070e+01,4.318330465e+01,4.702978759e+01,3.747537396e+01,8.327659286e+01,9.250592685e+01,4.032797076e+01,8.963034837e+01,8.821594650e+01,4.965865853e+00,4.328019998e+01,4.889472840e+01,2.839966855e-01,3.183269166e+01,4.594637511e+01,8.921247462e+01,8.379879488e+01,5.540122514e+01,6.156265167e+01,6.915248068e+01,2.898954442e+01,9.860814811e+01,7.263804458e+01,8.082271136e+01,9.527298724e+01,5.157316692e+01,2.152126063e+01,5.522758856e+01,7.238871420e+01,9.781497141e+01,1.274832197e+01,9.778201679e+01,3.663828244e+01,9.161947971e+01,3.262658632e+01,7.628764969e+01,6.450726131e+01,7.192453353e+01,7.214374744e+01,4.359306233e+01,5.612422997e+01,8.848431178e+01,5.769820698e+01,2.698655060e+01,8.863340711e+01,5.316689341e+01
5.313390248e+01,4.837429909e+00,3.333619684e+01,8.822792878e+01,6.418314084e+01,3.519623056e+01,1.642055747e+01,2.634965482e+01,7.570574127e+01,4.734781557e+01,7.389745855e+01,9.681964901e+01,4.019609094e+01,4.783199634e+01,6.977976761e+01,9.141412534e+01,9.261043341e+01,4.076746587e+01,7.740923802e+01,5.668596978e+01,4.712247797e+01,8.370080243e+01,7.041416340e+01,5.795952795e+01,1.514831949e+01,2.690523718e+01,5.965370681e+01,5.780867209e+01,8.785283216e+00,1.827164521e+01,6.632750412e+01,1.134262071e+01,2.210588797e+01,6.323853289e+01,6.529208300e+01,4.304252318e+01,8.475146193e+01,1.367582665e+01,9.496936558e+01,9.494446259e+01,2.666051480e+00,6.640782358e+01,1.014498708e+01,7.166033435e+01,1.901710060e+01,6.292958204e+01,2.944712125e+01,1.675586407e+01,7.646124994e+01,2.283613129e+01,2.570789033e+01,7.209346281e+01,2.151936152e+01,7.270278157e+01,4.141421998e+01,2.949255610e+01,2.059660355e+01,7.000753110e+01,9.432197587e+01,7.353071506e+01,2.055187998e+01,1.088141654e+01,7.857964473e+01,3.399794604e+01,5.548249146e+01
3.276839779e+01,4.813838210e-01,3.624454099e+01,8.588707022e+01,8.000218152e+01,3.161243063e+00,7.208630205e+00,7.765770084e+01,6.671077801e+01,5.435703921e+01,3.726695097e+01,1.625841793e+01,6.253699099e+01,1.213720636e+01,5.452747779e+01,2.431475765e+01,6.810870398e+01,2.811343578e+01,6.150472193e+01,6.253304849e+01,8.973102098e+01,8.290701763e+01,1.392949632e+01,2.085262217e+00,5.279676981e+01,5.157900766e+01,7.433640438e+01,8.709601403e+01,7.463272997e+01,4.261426156e+00,9.701511111e+01,5.183912337e+01,8.564174067e+01,4.566429695e+01,1.302965768e+01,3.158716369e+01,8.586813117e+01,7.546575280e+01,1.732533509e+01,9.180453183e+01,8.594541191e+01,6.807559416e+01,5.479474666e+01,3.290415515e+01,4.433093000e+01,2.540387379e+01,9.807712098e+01,4.893831231e+01,2.695611781e+00,4.218002610e+01,8.254905785e+01,8.601769226e+01,6.152169713e+00,5.644238455e+01,1.535831188e+01,5.880000192e+01,4.519847374e+01,4.746840324e+01,1.271610525e+01,4.148435367e+01,8.189044634e+01,2.848379921e+01,3.734666133e+00,9.200966415e+01,1.807901331e+01
6.864151259e+01,7.131201037e+01,8.976218799e+01,9.818975981e+01,6.130770262e+01,7.944309988e+01,6.338218686e+01,6.094724871e+01,2.137204076e+01,2.827726437e+01,4.842346502e+01,6.572935399e-01,2.797185690e+01,1.785742144e+01,1.887421354e+01,7.390898151e+01,7.660244881e+01,9.192335414e+01,9.506294661e+01,4.710589329e+01,2.299713599e+01,3.336892919e+01,6.274558524e+01,4.106845920e+01,2.298119179e+01,1.737519514e+01,1.055467073e+01,3.364594750e+01,5.428167742e+00,4.155959861e+01,1.815822418e+00,2.101159559e+01,5.266406706e+01,6.091783516e+01,5.800988372e+01,8.421443045e+01,8.327554308e+01,6.200035393e+01,7.998990464e+01,6.924279994e+01,2.193670219e+00,9.433199031e+01,9.457208162e+01,3.455755025e+01,6.275524544e+01,6.928007254e+01,1.147667981e+01,3.113926093e+01,3.928963910e+01,8.343583719e+00,4.239415177e+01,9.955162370e+00,1.200871683e+01,5.083343311e+01,6.464308120e+01,4.365126414e-01,7.690585183e+01,1.614169835e+01,2.869607850e+00,5.097041766e+01,5.954934872e+01,1.859202766e+01,1.742573002e+01,9.296055737e+01,9.950968115e+01
8.839076608e+01,6.280714699e+01,8.816047806e+01,6.481755434e+01,4.034470750e+01,1.800861724e+01,6.370239604e+00,4.786542291e+01,6.680373584e+01,6.170686400e+01,4.320154296e+01,4.344344677e+01,9.820188610e+00,7.159334878e+01,2.028477207e+00,4.616778817e+01,4.461806725e+01,9.829402327e+01,5.562046734e+01,1.446719223e+01,9.593301675e+00,9.675693822e+01,7.493160124e+01,4.160953020e+00,1.102176562e+01,9.888049828e+01,4.052917065e+01,7.578043670e+01,3.595605163e+01,1.365161299e+01,9.448019457e+01,3.261016526e+01,9.583683874e+01,1.834543949e+01,6.668334162e+01,9.220408238e+01,3.528154932e+01,9.271156294e+01,2.413227543e+01,4.519893423e+01,7.889865715e+00,7.228808087e+01,1.318670900e+01,6.629592259e+01,8.260517969e+01,1.452909201e+01,4.605597438e+01,7.742111332e+01,8.470067478e+01,8.600391145e+01,3.149769013e+01,6.294336689e+01,2.586726765e+01,2.257762220e+01,1.227074211e+01,5.775755286e+01,2.101410359e+01,7.284606933e+01,1.178390502e+01,6.071565989e+01,7.921927789e+01,9.199309785e+00,5.360288184e+01,7.989091595e+01,7.286355277e+01
9.143617764e+01,5.772819076e+01,8.359085866e+01,5.231928513e-01,8.098210708e+01,7.890669583e+00,4.939383785e+00,8.551417251e+01,9.724069638e+01,6.848290868e+01,5.314444469e+01,8.244193390e+01,8.364337236e+01,9.444014550e+01,6.493679360e+01,7.552792236e+01,7.482692366e+01,3.572622391e+01,6.538376968e+01,1.916357558e+01,1.023094512e+01,4.634416217e+01,1.000559391e+01,3.896646210e+01,5.750438717e+01,7.780256540e+01,7.954548154e+01,6.865142401e+01,5.350270410e+01,8.248061876e+01,9.231135220e+01,9.534959400e+01,4.646785835e+01,5.001833171e+01,4.660036533e+01,8.742744483e+01,3.981257527e+01,3.226421615e+00,8.134632235e+01,8.426651715e+01,8.648672074e+01,3.933283931e+01,8.214264369e+01,3.207805590e+01,7.106621787e+01,5.638219963e+01,1.329581501e+01,7.284633574e+01,9.801944354e+01,3.864790720e+01,5.094307953e+01,8.152870539e+01,9.356595633e+01,9.156654819e+01,3.849711025e+01,9.269730585e+01,1.664501289e+01,3.683625281e+01,3.551896576e+01,9.039361382e+01,4.217443359e+01,9.364385247e+01,1.066270188e+01,9.528879548e+01,4.296733578e+01
7.295654617e+01,8.192736965e+01,3.124107181e+01,7.740051593e+01,3.125537064e+01,4.515427819e+01,4.701604005e+00,6.699145144e+01,6.271358356e+01,6.526922755e+01,3.939399338e+01,5.333275125e+01,8.961742456e+01,8.608510652e+01,5.354801707e+01,5.028491833e+01,1.456833104e+01,8.022391164e+00,6.567401122e+01,9.973949140e+01,1.926272542e+01,5.228097559e+01,9.234491426e+01,6.746532300e+01,8.336006229e+01,9.317016614e+01,9.449402807e+01,6.799730043e+01,1.190379630e+01,3.329079888e+01,7.569731213e+01,9.635500200e+01,1.463430326e+01,4.045392635e+01,7.625497852e+01,5.446635315e+01,8.295124112e+01,5.368709037e+01,1.626019922e+01,3.840726617e+01,1.709229493e+01,2.883139196e+01,4.597123948e+01,8.101486256e+01,2.023726348e+01,2.625748399e+01,6.459112325e+01,4.309246058e+01,1.232360675e+01,5.950253013e+01,6.255396731e+01,2.377807541e+01,4.006026542e+01,5.401905249e+01,5.196882208e+01,8.578914122e+00,4.386396727e+01,7.682913536e+01,4.684376493e+01,4.029139397e+01,5.582037776e+01,2.892435374e+01,5.743284669e+01,2.639814939e+01,6.268793853e+00
4.344867681e+01,5.052637031e+01,9.112148168e+01,5.756294073e+01,5.014406976e+01,2.519215414e+00,2.185522130e+01,6.532214944e+01,3.632724541e+01,5.468479585e+01,7.003084533e+01,5.947259121e+01,8.783934224e+01,7.570849493e+01,6.708579474e+01,9.933324840e+01,5.285918797e+01,5.682361700e+01,1.767119097e+01,2.656098468e+01,4.019362197e+01,8.521358145e+01,7.270166748e+01,6.781871601e+01,2.070696146e+01,8.240750618e+01,8.785674052e+01,6.710670557e+01,6.186316226e+01,5.412597047e+01,3.726399229e+01,7.639235163e+01,7.564932815e+01,5.798662509e+01,3.542732395e+01,9.570068628e+01,1.572017347e+01,4.288985937e+01,4.104511879e+01,9.691515780e+01,9.350272113e+01,7.219102668e+01,9.108147917e+01,8.323372285e+01,5.229985766e+01,9.245045610e+01,1.669155137e+01,6.646545748e+01,3.457552821e+01,2.538748888e+01,1.415389580e+01,8.105555367e+01,6.918824379e+01,1.581309145e+01,8.277268269e+01,5.391068192e+01,7.083118063e+01,3.101965915e+01,6.023263174e+01,2.197356310e+00,8.336184673e+01,1.517234180e+01,7.259729438e+01,9.510935371e+01,9.921516617e+01
5.175804879e+01,5.160819773e+01,2.923792701e+01,4.130324240e+00,5.238275347e+01,2.871701331e+00,4.871290492e+01,1.273323273e+01,3.458881005e+00,8.921971784e+01,1.158366134e+01,4.833218231e+01,1.973163103e+01,3.529862156e+01,4.855254277e+01,6.835662194e+01,5.299390128e+01,2.053560611e+01,2.614188609e+01,3.235271553e+01,8.284794019e+01,2.464022066e+01,3.681289385e+01,1.797282477e+01,9.205252942e+01,4.528447200e+01,4.502449600e+01,1.430588156e+01,9.155540202e+01,1.322857029e+01,4.363850231e+01,5.948556651e+01,2.139417715e+01,7.183012190e+01,2.594083622e+01,9.400029683e+01,5.006917393e+01,8.713410697e+01,5.240420519e+01,5.123307335e+01,8.037421627e+01,2.784494258e+01,7.554958968e+01,7.436907047e+01,2.657714624e+01,1.811117201e+01,8.544320389e+00,5.689321652e+01,7.565659011e+00,4.772080346e+00,4.882760123e+01,8.664739050e+01,3.085045977e+00,1.147272937e+01,2.837836417e+01,2.101008743e+01,8.124850574e+01,7.170056688e+00,5.903766438e+01,4.943315158e+01,4.308104810e+01,9.391312455e+01,1.389959839e+01,9.503352552e+01,8.572324688e+01
3.278918860e+00,1.070934408e+01,8.439998772e+01,5.331068940e+01,4.056624104e+01,2.045866154e+01,4.177884649e+01,9.089192778e+01,8.690216331e+01,6.386937158e+01,8.579226134e+01,4.853509305e+01,6.521086517e+01,1.551658798e+01,3.289838671e+01,1.867017111e+01,4.585177391e+01,7.023101175e+01,3.857617934e+01,9.914747482e+00,7.971385386e+01,1.053708039e+01,5.304442171e+01,3.693391210e+01,6.486860545e+01,6.115085601e+00,5.067691324e+01,5.561140648e+01,1.227607602e+01,3.053786442e+01,7.272023065e-01,2.579501770e+01,4.602729215e+01,2.810655309e+01,5.244199482e+00,9.744092270e+01,4.091447850e+01,8.517913755e+01,5.303231910e+01,4.975050990e+01,6.284433734e+01,9.325843076e+01,5.799196353e+01,3.768230097e+01,2.379055154e+01,7.646864623e+01,7.172311761e+01,8.753973302e+01,6.712561581e+01,9.519266393e+01,5.294345872e+01,4.372432856e-01,2.338650608e+01,1.526204510e+01,8.496555463e+01,9.804783914e+01,5.705599533e+01,9.551192944e+01,3.921022666e+01,6.678631574e+01,1.199742550e+01,8.921618107e+01,5.867596744e+01,5.521449590e+00,2.999292722e+01
9.523709727e+01,6.568409005e+01,1.816220277e+01,6.337158674e+01,9.198791288e+01,4.090527800e+01,8.609904744e+01,1.922366382e+01,7.690231487e+01,1.307898123e+01,5.904290613e+01,4.746442458e+01,1.457860933e+01,8.233221962e+00,6.479594346e+01,3.952689640e+01,5.180574015e+01,3.684103146e+01,5.967379726e+01,7.620456147e+01,8.820678122e+01,4.666377299e+01,4.192066422e+01,6.134204877e+01,8.164444417e+01,8.873588796e+01,5.494849021e+01,3.242256462e+01,9.467718528e+01,7.448049441e+01,4.108055515e-01,9.833344297e+01,5.745407191e+01,4.210677007e+01,5.431006240e+01,4.891894739e+01,9.296680686e+01,6.431843848e+01,2.886127176e+00,6.326167496e+01,2.411034869e+01,1.073509106e+01,2.559784570e+01,8.176934326e+01,9.625873348e+00,1.016937574e+01,3.317353478e+01,9.702068724e+01,5.588111894e+01,4.339223046e+01,9.490845567e+01,2.520783576e+01,9.381219777e+01,8.834470455e+01,7.655867016e+01,3.256619995e+01,6.205264690e+01,5.458127650e+01,1.943765178e+01,7.773935593e+01,4.541145317e+01,1.916350413e+01,3.845250170e+01,4.888754849e+01,9.600350279e+01
9.847330856e+01,5.258976712e+01,6.634193948e+01,2.209079631e+01,3.645152818e+01,1.019042398e+01,5.544728997e+01,5.909368511e+01,7.837903640e+00,9.933537210e+01,1.759672260e+01,2.259178910e+01,1.204110892e+01,6.345731649e+01,9.469705671e+01,5.263141876e+01,4.982686137e+01,3.257492791e+01,3.560318997e+00,4.123778247e+01,7.929759610e+01,5.284530079e+00,4.661550309e+01,1.353399508e+01,7.669467299e+01,2.850126426e+01,9.805346865e+01,2.895205074e+01,9.331944402e+01,1.858898441e+01,7.300161845e+01,1.040802975e+01,3.524471069e+01,7.506785550e+01,6.894683835e+01,5.009110189e+01,2.493845633e+01,3.008790313e+01,8.055629995e+01,6.063241196e+01,1.778625738e+01,9.988320939e+01,5.757588576e+01,2.890636531e+01,7.326776186e+01,4.744532099e+01,4.483774459e+01,6.406667341e+01,5.279686674e+01,3.922650155e+01,7.862389791e+01,2.470792365e+00,4.433440247e+01,6.977841327e+01,6.054364739e+01,1.991134007e+01,1.384315258e+01,9.671328112e+01,2.378376265e+01,6.551579649e+01,8.938994100e+00,3.465625239e+01,3.967403515e+01,3.821030500e+01,1.660687054e+01
4.349986532e+00,4.072833391e+01,8.105888924e+01,3.517701774e+01,4.346224337e+01,3.110827527e+01,8.876849297e+01,7.343861802e+00,4.561788349e+01,4.705843312e+01,1.469673044e+01,1.132158326e+01,3.753825697e+01,9.116893616e+01,1.269027254e+01,5.603874954e+01,2.545556365e+01,7.118171380e+01,7.478094364e+01,2.752070936e+01,7.995610888e+00,5.388550753e+01,9.724975848e+01,4.927774159e+00,6.264364838e+01,8.137999740e+01,7.174715798e+00,3.559234123e+01,5.442945566e+01,7.711650739e+01,4.199103648e+01,2.049997528e+01,7.574203085e+01,6.282330438e+01,6.259062559e+01,9.730697781e+01,4.719484678e+01,7.653927499e+01,2.845841224e+01,7.106651907e+01,4.397390011e+01,5.207673042e+01,3.905930870e+01,5.441634918e+01,3.836765312e+01,1.965910747e+01,1.166456095e+01,2.845898366e+01,9.695633350e+01,7.501268682e+01,1.338693573e+01,2.203908605e+01,9.151605195e+01,4.730364675e+01,4.258373508e+01,4.665396547e+01,9.789157732e+01,6.601204532e+01,4.776050601e+01,3.623301331e+01,8.167064703e+00,6.114723879e+01,2.948645005e+01,7.303026063e+01,1.118200434e+01
9.734999880e+01,9.197895527e+01,4.381405832e+01,6.058316292e+01,4.048471620e+01,1.061707253e+01,3.474794184e+01,3.415632971e+01,9.142805238e+01,4.400495410e+01,8.273392160e+00,3.170345510e+01,2.286285681e+00,2.152514254e+01,8.930017761e+01,2.335793845e+01,3.688956228e+00,4.425270359e+01,6.065358984e+01,8.661495582e+01,5.257623686e-01,3.125462019e+01,4.814528165e+01,7.978504603e+01,3.117441160e+01,3.472497939e+01,5.836002191e+01,1.521364492e+01,7.345113014e+01,5.939378343e+01,8.471997060e+01,4.510122357e+01,3.998835701e+01,9.845966595e+01,9.475080931e+01,2.973442477e+01,5.473720927e+01,4.029784855e+01,3.464589428e+01,9.863425861e+01,1.037078002e+01,7.257872477e+01,1.419263745e+01,6.615682459e+00,5.862737470e+01,2.662474146e+01,4.715250167e+00,9.103727446e+00,7.421513080e+01,5.367807880e+01,6.271593204e+01,2.358616244e+01,4.684298780e+01,2.155229996e+01,8.875549353e+01,5.832923654e+01,1.361913360e+01,3.764475241e+01,5.787466407e+01,9.992711217e+00,9.189151330e+01,5.342011552e+01,8.932231623e+01,2.796145042e+01,4.703970343e+01
