v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18
2.980925435e+01,2.347596473e+01,4.560987513e+01,3.991957067e+01,5.171182307e+00,7.406679603e+01,9.840385547e+01,4.834157154e+01,7.639309086e+01,9.803588387e+01,1.631132031e+01,3.982305015e+01,7.399391641e+01,5.189886220e+01,6.283828653e+01,9.828743810e+01,6.185112496e+01,5.096081111e+01
8.151181969e+01,3.648275487e+01,2.399413131e+01,8.603646420e+01,3.827121388e+00,8.189419986e+01,2.258927322e+01,6.533794159e+00,5.647306484e+01,6.404962606e+01,3.571861306e+01,1.492859403e+01,5.669825628e+01,5.430799364e-02,7.236449763e+01,7.719934172e+01,6.891136466e+01,5.152066169e+01
1.803916291e+01,6.005374660e+01,7.285497202e+01,9.206085285e+01,2.224159283e+01,8.469241420e+01,8.804650854e+01,7.190810819e+01,3.873105582e+00,6.985441225e+01,1.751497025e+01,7.977094404e+01,5.207019895e+01,2.889848372e+01,4.234272173e+01,9.135518403e+01,8.007624516e+01,9.236638782e+01
8.242127352e+01,2.444292142e+01,8.018048473e+01,4.883047238e+01,7.565008921e+01,3.761549833e+01,7.939379975e+01,9.491157486e+00,8.097935334e+01,2.632837072e+01,8.609826054e+01,5.344037750e+01,8.197539659e+01,1.278796666e+01,9.485568938e+01,9.707856386e+01,7.996252681e+00,4.625921979e+00
6.996494280e+01,8.005673361e+01,3.793881404e+01,4.188950605e+01,3.135404256e+01,8.818747945e+01,1.382587985e+01,6.952402643e+01,7.315849025e+00,8.488602628e+01,4.333295794e+01,3.028175627e+01,8.018843367e+01,9.963715620e+00,4.268832817e+01,3.796224204e+01,6.869696787e+01,5.723418176e+01
1.013007564e+01,4.999820051e+01,5.853429230e+01,3.864656354e+01,9.986471779e+00,4.722760968e+01,6.363581802e+01,7.988722514e+01,5.704668815e+01,4.009941982e+00,1.089175433e+01,1.255134044e+01,1.803768349e+01,9.406206861e+00,5.277327859e+01,6.423871933e+01,2.611987135e+00,9.791385624e+01
1.131838508e+01,9.029364047e+01,3.236500784e+01,7.915465388e+01,1.267804993e+01,3.896850667e+00,5.995005252e+01,4.916934644e+00,2.455654949e+01,2.181790925e+01,5.962867026e+01,7.179400554e+01,3.994926601e+01,2.703441093e-01,6.546448975e+01,1.726564343e+01,6.912334971e+01,3.138609275e+00
6.812665341e+00,2.093364419e+01,8.401591780e+01,7.447808074e+01,3.032092581e+00,7.396807775e+00,1.545885686e+01,9.855159372e+01,1.485630401e+01,1.574535951e+01,2.661783742e+01,8.695701132e+01,4.604328532e+01,1.202053366e+01,7.781261060e+01,9.791193506e+01,4.940627250e+01,2.231005480e+01
5.007808262e+01,4.674537385e+00,2.714628007e+01,9.837702031e+01,7.276776657e+01,4.823451458e-01,1.307720813e+00,1.967596828e+01,5.265607149e+01,8.249052601e+01,8.797319072e+01,2.859591232e+01,4.532064383e+01,2.425312923e+01,5.450849255e+01,1.942324021e+01,7.066571092e+01,1.413164021e+00
5.310583511e+01,7.547768583e+01,7.085925133e+01,9.898620082e+01,6.001113328e+01,5.850918583e+00,8.395756624e+01,3.700884895e+01,5.545383619e+01,2.971674802e+01,2.337837856e+00,4.969065462e+01,7.212670958e+01,3.030991287e+01,3.982631348e+01,5.443768896e+01,6.254256904e+01,2.136065365e+01
6.583936069e+01,4.222407909e+01,3.286499910e+00,5.145935266e+01,7.471178224e+01,9.424271456e+01,7.754708410e+01,2.438751142e+01,7.333053649e+01,4.563431101e+01,8.157526947e+01,1.068771169e+01,5.003468139e+01,5.300416562e+01,4.577801201e+01,1.791041329e+00,8.285260634e+01,5.134869824e+00
1.853300487e+01,5.821819708e+01,5.286004857e+00,9.774256682e+01,3.403827573e+00,4.446147900e+01,6.582013713e+01,7.850988804e+01,1.092030052e+01,4.337379697e+01,1.408567048e+01,7.950028918e+01,2.646834860e+01,5.259772099e+01,5.153652364e+01,2.738428328e+01,9.259226682e-01,6.651704899e+01
4.093139005e+01,8.526125686e+01,3.496296379e+01,3.552546226e+00,9.913915612e+01,1.402540911e+01,7.095153323e+01,2.925446412e+01,7.793896933e+01,5.221449894e+01,8.430048563e+01,6.540465604e+01,4.122970038e+00,6.226094472e+01,6.433164053e+01,7.693243135e+01,4.034894961e+00,6.067917802e+00
4.201620613e+01,3.387204960e+00,2.846005456e+01,3.285626756e+01,9.649365090e+01,1.144588229e+01,4.907447679e+01,9.923385744e+01,3.137601991e+01,3.973177958e+01,4.851015020e+01,6.164219088e+01,5.983139993e+01,4.795465431e+01,1.013495014e+01,5.920995127e+01,5.858630751e+00,7.524592781e+01
8.878588468e+01,6.561910228e+00,9.617931651e-01,9.689016450e+01,2.394081320e+01,3.777440344e+01,8.393161534e+00,9.934441576e+01,3.981261574e+01,6.465561262e+01,5.566807338e+01,9.567902284e+01,7.493369429e+01,4.108043557e-01,1.201069447e+01,9.578350969e+00,9.270150012e+01,2.493211984e+01
4.930607519e+00,9.521838653e+01,4.450190234e+01,1.411235371e+00,3.024481396e+01,7.965172196e+01,2.534186326e+01,6.304785511e+01,8.653964325e+01,5.576117109e+01,5.452696710e+01,1.727572632e+01,5.953508471e+01,2.228083713e+01,6.004838551e+01,2.039903467e+01,6.176731872e+01,7.799098842e+01
3.663555056e+01,4.917523564e+01,1.640829080e+01,6.277248470e+01,6.990040808e+01,4.019046874e+00,8.145050011e+01,5.018571142e+01,4.254784422e+01,1.490618452e+01,8.508719270e+00,9.384898677e+01,5.430516923e+01,3.965153715e+01,4.957212202e+01,1.121624404e+01,9.977032886e+01,3.890862434e+01
4.825087566e+01,7.455964922e+00,3.353378241e+01,5.701814721e+01,5.049582662e+01,3.852814922e+01,8.049733734e+01,3.402908352e+01,8.188382609e+01,1.444847649e+01,2.680242921e+01,4.980278544e+01,6.070135419e+01,3.831686280e+01,9.651277599e+01,6.991111951e+01,3.461392706e+01,3.231691506e+01
8.760308752e+01,9.283409625e+01,4.741294998e+01,6.437390472e-01,2.921080915e+01,4.784477858e-02,4.056861858e+01,5.608333888e+01,6.625918999e+01,2.206148588e+01,9.742361799e+01,6.100119778e+01,8.495894378e+00,6.349402319e+01,9.418020880e+01,2.558292117e+01,3.327081954e+01,7.580197324e+01
8.004708527e+01,3.711760113e+01,7.234254769e+01,3.739911788e+01,9.097509582e+00,6.737138552e+00,7.606438026e+01,6.632855376e+01,9.550194614e+01,7.427421075e+01,6.822786745e+01,3.179307552e+01,7.658374470e+01,8.519102051e+01,4.607979892e+01,5.327464342e+01,5.526780777e+01,1.192829235e+00
9.018970975e+01,5.859900944e+01,8.070123729e+01,6.902614487e+01,7.886459454e+01,4.142321916e+01,1.277349840e+00,4.067824528e+01,9.096363225e+00,4.920828816e+01,2.449713676e+01,8.671938340e+00,9.534912953e+01,5.386298624e+01,2.009481195e+01,1.178891484e+01,7.085915124e+01,5.107283178e+01
9.499552356e+01,3.630273233e+01,2.595755408e+01,5.327063894e+01,7.259127512e+01,5.252887609e+01,1.183443924e+01,1.737112513e+01,5.024071388e+01,5.890154616e+01,4.648138692e+01,5.716804234e+01,6.815160619e+01,1.325307508e+01,9.335564820e+01,7.608004993e+01,7.837484556e+01,3.726815861e+01
5.284256494e+01,7.207964960e+01,1.808326328e+01,3.689321249e+01,4.857261418e+01,5.502297862e+01,7.175756517e+01,2.338554084e+01,9.842013593e+01,4.697050606e+01,7.317335398e+01,5.026893417e+01,6.388934524e+01,4.801996450e+01,4.354062860e+00,1.400145495e+01,1.702632153e+01,2.219481865e+01
3.327180486e+01,3.335651754e+01,3.159535192e+01,6.505933042e+01,5.488600705e+01,3.711255767e+01,4.168349859e+01,4.487557689e+00,2.149308732e+01,5.032355961e+01,2.978587985e+01,5.822761897e+01,4.374447516e+01,4.192330644e+01,5.326391153e+01,7.915219502e+01,6.359838107e+01,6.124284313e+01
2.433982675e+01,8.922061042e+01,5.588728197e+01,2.101893085e+01,5.817121392e+01,2.912407796e+01,7.667951746e+01,9.002391407e+01,7.054615549e+01,6.350359404e+01,7.622587395e+01,9.163334469e+01,6.598084972e+01,2.297467083e+01,9.066064624e+01,4.535982819e+01,7.989750504e+01,6.854314655e+00
3.546152616e+01,1.652084869e+01,8.568327390e+01,5.533790479e+01,8.688942700e+00,1.743519228e+00,8.816238709e+01,5.387412303e+01,2.543654673e+00,5.684658154e+01,7.108283153e+01,4.783719366e+00,3.432773351e+01,9.152068622e+01,6.168596203e+01,8.412447672e+01,2.861231611e+01,1.831672883e+01
2.472399863e+01,2.612331351e+01,5.822919147e+01,7.590897476e+01,1.035662209e+01,6.939397471e+01,8.516072913e+01,8.675459249e+01,8.309090352e+01,7.229720681e+01,6.027706444e+01,5.099960268e+01,5.455748840e+01,9.669839273e+01,9.305491133e+01,8.302601911e+01,1.143326096e+01,4.757395442e+01
7.961222485e+01,7.395722823e+01,3.759362942e+01,9.444584224e+01,2.275116027e+01,8.515606020e+01,6.277220851e+01,7.928807414e+01,9.064542963e+01,8.205499286e+01,5.553436155e+01,3.235376626e+01,3.053097287e+01,5.440642766e+01,7.815660126e+01,7.736840267e+01,8.691833331e+01,1.932491323e+01
8.426339384e+01,6.434611141e+01,3.640267794e+01,5.928806851e+01,6.715839922e-01,3.021675983e+01,3.147609036e+01,1.594940746e+01,1.502667366e+01,9.375902899e+01,2.919057158e+01,1.282063732e+01,1.020736062e+01,3.741308234e+01,7.176164757e+01,2.676514130e+01,7.942250187e+01,7.812621747e+01
5.508411034e+01,9.959669844e+01,5.267877214e+01,4.645559636e+00,5.678378760e+01,6.947540175e+01,2.569852379e+01,4.636938777e+00,9.869302688e+01,3.521354994e+01,4.388536921e+01,5.037167881e+01,4.064124571e+01,7.890353328e+01,7.850070247e+01,1.016424824e+01,1.757167268e+00,8.768201498e+01
5.569154115e+01,8.865853144e+01,3.445280796e+01,8.313879190e+01,6.403077949e+01,8.740466523e+01,1.676402196e+01,1.315183113e+01,3.114885716e+01,6.956170648e+01,6.403995770e+01,7.623855352e+01,2.744402861e+01,6.387672930e+01,1.640457729e+01,4.400735638e+01,6.098966644e+01,6.595129713e+01
8.214247525e+00,9.448123162e+01,1.229467433e+01,2.241434123e+01,9.286843200e+01,7.492381797e+01,2.575140573e+01,1.988529388e+01,3.670559235e+00,8.913989133e+01,4.503120939e+01,8.873569607e+01,6.986915393e+01,6.134167189e+01,9.503852196e+00,8.660749427e+01,3.149623666e+01,9.100821174e+01
3.254404492e+00,3.770711745e+01,8.822365446e+00,6.538284707e+01,8.628999314e+01,7.859220267e+01,6.045310168e+01,2.829153991e+01,7.150735497e+01,6.821297404e+01,3.693649414e+01,9.443774432e+01,8.541448583e+01,2.370107645e+01,4.056121101e+01,6.476028125e+01,1.815885110e+01,3.780572861e+01
4.525559478e+01,4.198573508e+01,6.657425351e+01,2.050293950e+01,4.628472191e+01,2.572019147e+01,1.103610504e+01,7.981762400e+00,2.001501643e+01,4.667409055e+01,3.217432364e+01,7.397365415e+01,2.173569720e+01,2.487264582e+01,7.017183223e+01,6.773412241e+01,4.315614957e+00,1.661439765e+01
2.723159728e+01,9.733104701e+01,5.350988923e+01,1.908946444e+01,2.097418834e+01,8.238069010e+01,4.034771191e+01,5.087558939e+01,2.010536783e+01,7.027406808e+01,2.890373489e+01,1.339387913e+01,4.936084845e+01,9.102772027e+01,8.281474177e+01,6.857601547e+01,8.718166429e+01,9.489984117e+01
2.646357047e+01,8.670301602e+01,5.039120075e+01,1.743921025e+01,6.540223859e+01,6.985810818e+01,7.473634928e+01,5.547299866e+01,6.495731056e+00,7.070956683e+01,5.981680925e+01,6.354409532e+01,8.201461931e+00,2.890077620e+01,5.130132523e+01,9.242831608e+01,6.537572390e+01,7.515522384e+01
7.206594097e+00,1.694163598e+01,4.384068696e+01,5.415973361e+01,2.295475169e+01,5.417931875e+01,3.364784368e+01,1.193681079e+01,6.842023178e+01,5.616658375e+01,2.497388163e+01,8.083832967e+01,6.292141163e+01,4.222550256e+01,1.778152340e+01,5.013707918e+01,8.806629359e+01,2.616578988e+01
7.007024228e+01,3.826389017e+01,7.247691843e+01,3.807631899e+01,7.162175152e+01,4.065676036e+01,4.568575117e+01,6.440120304e+01,4.784039332e+01,7.554883214e+01,6.897769919e+01,5.250706978e+00,8.768448524e+01,3.626001959e+01,6.336630478e+01,7.187190648e+01,6.452001130e+01,9.880045185e+01
5.980877384e+00,2.461880697e+01,9.733893656e+01,4.842893519e+01,9.371160155e+01,9.342584227e+01,4.434809111e+01,5.120910267e+01,6.915745029e+01,9.699528827e+01,6.326324332e+01,2.361690562e+00,8.535527185e+01,2.390133437e+01,6.485966453e+01,5.101415705e+00,7.293839340e+01,4.105760461e+01
5.989425404e+01,9.202502435e+01,4.095128782e+01,9.244173910e+01,6.008069114e+00,1.389764527e+01,1.212709036e+01,2.582364501e+01,6.092455050e+01,6.597686039e+01,6.515151600e+01,9.489049284e+01,5.477617095e+01,9.677598044e+01,7.400984520e+01,7.647341906e+01,2.152267860e+01,3.070382993e+01
5.374259797e+00,4.674401197e+01,9.115345483e+01,9.918009267e+01,7.738437909e+00,3.055416139e+01,2.347909884e+01,1.494173754e+01,9.449146936e+01,4.831724077e+01,3.250190721e+01,7.462148340e+01,5.191749413e+01,7.926849555e+01,5.080671010e+01,7.137991872e+01,5.848593138e+01,3.213482835e+01
6.533074604e+01,5.479594924e+00,8.435384334e+01,8.179918382e+01,9.466247466e+01,2.616527945e+01,8.070899664e+01,5.574785478e+01,5.369714043e+00,3.577710261e+01,1.111922704e+01,4.326009577e+01,8.834876246e+01,5.466701297e+00,8.632416563e+01,1.598828386e+01,2.558168993e+01,1.917806106e+01
3.883355503e+01,3.009576883e+01,1.099711786e+01,1.822751341e+01,1.660972391e+01,2.779580324e+01,4.955486142e+01,9.817286228e+01,1.202330193e+01,3.932311666e+01,1.247654103e+00,1.759535434e+01,3.410743076e+01,7.957124836e+01,2.433073484e+01,6.147527380e+01,9.659363225e+01,1.053299368e+01
7.364921758e+01,8.541932941e+01,4.323200018e+01,6.646174302e+01,5.024715407e+01,6.924486168e+01,6.482273835e+01,6.381113444e+01,3.645558101e+01,3.865929875e+01,7.682120718e+01,6.639418683e+01,9.025490938e+01,5.056844992e+01,7.880082442e+01,2.355457438e+01,9.928541763e+01,2.424307030e+01
9.063735608e+01,3.388309726e+01,6.115233996e+00,8.443843915e+01,8.321482531e+01,8.942702769e+01,4.515405768e-01,3.261905224e+01,9.956069412e+01,5.725795568e+01,2.619059254e+01,9.045265999e+01,2.296564242e+01,7.542694220e+01,5.178581837e+00,3.553664437e+01,9.373182639e+01,8.432478899e+01
7.344036246e+01,5.616787942e+00,6.271369236e+01,2.260372215e+01,9.759020845e+01,2.213468193e+01,3.186514093e+01,6.490169419e+01,8.694971648e+01,8.415294318e+01,9.585407363e+01,1.241263886e+01,2.367593153e+01,4.871326747e+01,6.561396473e+01,9.806353072e+01,8.150171395e+01,9.514360060e+01
4.116754279e+01,2.401450424e+01,2.774990493e+01,2.520112183e+01,5.371919782e+01,9.571977952e+01,5.161132163e+01,2.755592059e+01,8.892549279e+01,5.512741926e+01,9.385423432e+01,6.727588122e+01,1.997947974e+01,8.954171037e+01,5.212073995e+00,3.111153967e+01,1.014042006e+01,1.112755472e+01
5.705305715e+01,2.005511473e+01,2.218410064e+01,2.756865169e+01,6.299566209e+01,8.440593799e+01,6.259513203e+01,8.464734579e+01,3.595002577e+01,1.130740400e+01,8.341786924e+01,7.183696375e+01,8.284939105e+01,2.791528000e+01,1.678738017e+01,5.458856152e+01,1.865233980e+01,3.433547950e+01
4.901205598e+01,8.970915156e+01,9.271182370e+01,6.746902833e+01,3.896235102e+01,3.821122113e+01,4.760090679e+01,2.955345137e+01,5.109408918e+00,1.253810751e+01,1.573526000e+01,1.108400607e+01,3.281457861e+01,9.976921665e+01,7.724615625e+01,3.203923390e+01,3.060103784e+01,2.455343662e+01
3.277233156e+01,2.917462463e+01,8.919038153e+00,1.090515839e+01,5.087491629e+01,5.779382972e+01,5.133162177e+01,6.465965514e+00,5.857012913e+01,4.141917005e+01,9.172894687e+01,7.097419388e+01,8.551349475e+01,9.743838415e+01,3.148474690e+01,4.816213885e+01,3.675864156e+01,8.025866622e+00
5.786901310e+00,3.050199880e+00,7.948068690e+01,9.872992971e+01,9.832910501e+01,8.636175745e+01,1.133036321e+01,6.711995821e+00,1.621088985e+01,8.905685906e+01,9.622311810e+01,7.279938327e+01,2.872875310e+01,1.162181377e+01,8.879655909e+01,7.444125679e+01,6.372174504e+01,3.974048762e+01
3.095952611e+01,2.757618539e-01,2.751066314e+01,1.314818345e+01,3.032053881e+01,7.746493586e+01,3.655666182e+01,6.287646453e+01,4.829869164e+01,4.767171904e+01,1.153202401e+01,3.264136650e+01,3.141037227e+01,3.484072067e+01,6.828637529e+01,8.045485677e+01,4.978827446e+01,1.806291905e+01
6.382054783e+01,1.028397167e+01,5.723776762e+01,5.859652120e+01,5.879299489e+01,1.598741385e+01,4.817270908e+01,3.068256921e+01,9.340795160e+01,5.693375538e+01,6.489570281e+01,5.633335265e+01,3.727130448e+01,1.509497063e+01,9.606405624e+01,3.271334628e+01,1.106088753e+01,5.978045579e+01
1.217212455e+01,3.269201778e+01,9.473410616e+01,1.808497759e+01,5.657901715e+01,3.463568949e+01,4.807427178e+01,5.404774041e+01,7.185449566e+00,4.614445450e+01,6.658154177e+01,5.698132849e+01,5.962664440e+01,1.302343535e+01,6.325116524e+01,7.243528106e+01,7.700637370e+01,6.885033704e+01
4.583319719e+01,8.824050368e+01,1.875666047e+01,1.485501635e+01,9.600979734e+01,8.584822877e+01,6.205354109e+01,9.449933087e+01,1.847883980e+01,3.705609069e+01,2.529428983e+01,4.420787425e+01,1.336715482e+00,2.909049113e+01,6.834200235e+01,7.752251870e+00,2.094356448e+01,4.958140298e+01
2.936071897e+01,5.884304465e+01,6.037001045e+01,2.009208330e+01,2.856329202e+01,3.219617793e+00,3.454657193e+01,1.293995612e+01,7.130058890e+01,5.740645871e+01,5.131433147e+01,3.783027420e+01,2.192053655e+00,5.622089075e+01,7.471047409e+01,3.767574126e+01,4.117278549e+01,8.862609644e+01
2.519161796e+01,9.641025320e+01,1.915642817e+01,4.159865656e+01,1.866218899e+00,2.732659551e+01,1.715116429e+00,5.070743810e+00,8.986258290e+01,5.053850558e+01,5.333683899e+01,9.704281073e+01,6.574738255e+00,9.686454330e+01,8.437622701e+01,2.115758024e+01,1.134459037e+01,2.305961317e+01
7.839355756e+01,6.716625621e+01,5.552476515e+01,5.362205296e+01,4.413306688e+01,5.727967730e+01,4.676398829e+01,4.703795714e+01,8.855792163e+01,4.882084137e+01,2.015258232e+01,1.296721407e+01,7.989890459e+01,6.352310614e+01,6.752279208e+01,1.374784838e+01,2.920310700e+01,9.974328994e+01
5.240456532e+01,3.801394878e+01,5.322492879e+01,1.161657816e+01,2.512967760e-01,9.565144408e+01,4.148861936e+01,2.540023251e+01,4.690341387e+01,1.639429789e+01,5.037168993e+01,2.717070040e+01,3.812086711e+01,2.037020474e+01,8.710455262e+01,7.769112415e+01,1.620091657e+01,7.097564768e+01
2.157012629e+01,6.895801128e+01,8.061697582e+01,9.941156082e+01,5.405466142e+01,2.230836807e+01,9.572147655e+01,9.188038417e+01,2.073908020e-01,4.532072764e+01,3.824713896e+01,3.147228683e+01,2.083570297e+01,4.383170918e+01,3.216211390e+01,8.250032378e+01,1.795703910e+01,7.544959862e+01
6.594261999e+01,5.835595035e+01,7.701190537e+00,8.690995402e+01,9.997068544e+01,8.191923423e+00,9.278044944e+01,1.051370820e+01,4.506292558e+01,8.945026908e+00,9.885110282e+01,8.208144749e+01,5.343305517e+00,5.738903400e+01,3.565625904e+01,5.357587977e+01,5.309239020e+01,3.754940653e+01
7.483866972e+01,5.068307356e+01,1.374238815e+01,5.376095918e+01,9.407718409e+01,7.232117168e+01,2.213906125e+01,7.674402898e+01,1.636773019e+01,2.806745311e+01,2.601091324e+01,7.737223702e+01,1.133597250e+01,4.349051371e+01,5.446240171e+01,8.867862158e+01,9.217758633e+01,3.509286487e+01
6.877786904e+01,4.656587904e+01,2.628193366e+01,5.212457140e-01,6.755881826e+01,7.730832130e+01,5.047582983e+01,8.337344800e+01,3.318945750e+01,5.845519497e+01,9.850850431e+00,6.155847006e+01,9.918159577e+01,8.060833536e+01,5.795058538e+01,7.706318073e+01,2.426444626e+01,9.987795400e+01
8.040488381e+01,4.535940235e+01,2.509919410e+01,6.141367612e+01,1.052905348e+01,8.626728493e+01,3.202160863e+01,6.453767209e+01,4.020070109e+01,7.840400903e+01,2.373505997e+01,3.584661099e+01,9.251011363e+01,8.614937549e+01,9.006322611e+01,2.994787568e+01,2.444809552e+01,1.394784676e+01
9.425370838e+01,2.781686583e+01,2.832556923e+01,8.119230982e+01,8.065136858e+01,4.284784499e+01,8.933597189e+01,4.781310673e+01,4.329183696e+01,2.872288734e+01,4.934124271e+01,6.466278092e+01,1.894163440e+01,4.598608523e+01,6.427682941e+01,6.045323110e+01,7.427078883e+01,7.735809470e+01
8.581714318e+01,3.587446128e+01,8.509133597e+01,9.492706028e+01,6.192578914e+01,3.592447500e+01,7.050957171e+01,8.303696445e+01,7.572472541e+01,7.329700367e+01,3.094610852e+01,7.480776646e+01,2.423160777e+01,3.406528963e+01,6.585613730e+01,8.322594878e+01,8.350509389e+01,6.393116084e+01
1.327229283e+01,2.020423260e+01,5.059329080e+01,5.602649835e+00,2.249134297e+01,7.342843880e+01,3.156074329e+01,8.349801501e+01,8.743944712e+01,4.918275811e+01,1.439175755e+01,5.600507073e+01,8.052112154e+01,9.036555895e+01,7.329500575e+01,9.411706865e+01,4.577164599e+01,2.059194799e+01
9.349336180e+01,5.559014940e+00,8.576840111e+00,3.690221206e+01,2.655974509e+01,2.921558911e+00,9.161121684e+01,1.035481786e+01,9.339956293e+01,2.568108352e+01,6.034606542e+01,4.202018114e+00,6.223249625e+01,9.817842398e+01,9.521991008e+01,4.529265618e+01,5.896710213e+01,4.787071412e+01
8.368713809e+01,1.416110923e+01,2.195437025e+00,7.469894974e+01,7.407139823e+00,7.688918007e+01,1.802892640e+00,2.391577973e+01,6.175719479e+01,2.641339191e+01,9.908824743e+01,3.281138631e+01,2.546020890e+01,4.189196027e+01,4.027103231e+01,2.715943690e+01,7.270687987e+01,7.193832124e+01
8.390644316e+01,4.706396007e+01,7.321160737e+01,3.410937792e+01,1.306215440e+01,4.491493082e+01,3.239915300e+01,9.777309897e-01,4.058144018e+01,2.047325077e+01,2.639345798e+01,3.507152195e+01,3.782568813e+01,7.058848180e+01,8.022281242e+01,3.655657034e+01,7.975963243e+01,9.153552592e+01
7.909734724e+01,6.746759152e+01,9.917259998e+01,9.996862542e+01,3.484904732e+01,1.485062577e+01,1.466644766e+01,1.874311859e+01,1.485153435e+00,6.837017787e+01,2.415199206e+01,8.036038347e+01,4.736653783e+00,2.266904242e+01,2.995924323e+01,4.872026005e+01,7.914320053e+01,5.247667460e+01
3.157755072e+01,8.087501610e+01,2.382826908e+01,1.021511377e+01,9.317140341e+01,7.970094512e+01,5.626287248e+01,2.801980367e+01,5.067068518e+00,6.520084526e+01,4.560375125e+01,5.693895663e+00,8.240533581e+01,7.152468305e+01,3.635281404e+01,9.109247726e+01,3.747516027e+01,4.563908444e+01
7.568172774e+01,2.630256707e+01,6.215010322e+01,5.169995245e+01,2.115176620e+01,2.702994726e+01,3.112108023e+01,8.618097287e+01,7.651669056e+01,2.395167756e+01,2.942499458e+00,1.730380683e+01,5.091780143e+01,2.214949798e+01,1.087936092e+01,3.379631677e+01,4.387617807e+01,8.404241336e+01
9.580324014e+01,2.841738887e+01,2.749745196e+01,2.562711550e+01,3.536998291e+01,7.252225647e+01,3.948792509e+01,3.316754981e+01,7.483046143e+01,2.580961168e+01,6.114873453e+01,7.823573845e+00,9.360401058e+01,5.953909047e+01,7.877818757e+01,3.567005629e+01,2.103372241e+01,9.773311854e+01
4.411637895e+01,5.365980560e+00,1.835719618e+00,5.977818658e+01,3.869373487e+01,4.869626297e+01,2.370317682e+01,6.905228433e+01,1.361541257e+01,8.358472943e+01,4.886897645e+01,1.374747519e+01,8.741115543e+01,3.688692401e+01,7.761472841e+01,7.777052098e+01,5.682751832e+01,5.492928627e+01
8.223521663e+01,7.464358151e+01,5.383225980e+01,5.068154161e+01,3.322656363e+01,1.063045204e+01,8.694072979e+01,9.660960349e+01,5.813567042e+01,6.343125053e+01,3.314031062e+01,4.537372844e+01,8.633665911e+01,7.346010930e+01,3.063776630e+01,5.406600870e+00,5.752003164e+01,2.162453060e+01
7.195916776e+01,8.552992613e+01,4.336422779e+01,1.579076499e+01,3.807543020e+01,2.196155754e+01,5.985132220e+01,5.228163825e+01,6.743113264e+01,9.467609995e+01,7.111353671e+01,3.639524992e+01,8.228986249e+01,1.800694411e+01,9.297097995e+01,9.671034308e+01,5.442987955e+01,9.285579561e+01
4.624432698e+00,4.071055532e+01,8.113587408e+01,2.748404958e+00,3.963002482e+01,2.475242600e+00,8.187936332e+01,1.122962545e+01,1.541892683e+01,7.202207612e+01,1.063504287e+01,4.393570186e+01,8.962493567e+01,2.276678070e+01,1.924103119e+01,3.531882338e+00,6.027434927e+00,6.143981743e+01
1.203502683e+01,9.089718263e+01,5.299066347e+01,2.940926112e+01,9.938395529e+01,6.000435267e+00,7.200497714e+01,9.388702585e+01,9.078238731e+01,6.446247397e+01,6.217542435e+01,8.673587540e+01,4.590582081e+01,4.057858315e+01,7.116806414e+01,9.618040850e+01,6.726387948e+01,2.565307847e+01
8.669443490e+00,2.147099032e+01,9.588942799e+01,1.523014211e+01,7.895297224e+01,9.133595930e+00,4.012620838e+01,6.211788427e+01,2.665144535e+01,8.925396916e+01,8.928947955e+01,9.619479291e+01,2.513059152e+01,1.492584663e+01,7.388968863e+01,1.027179675e+01,8.546316080e+01,7.493298426e+01
4.280142874e+01,3.922458709e+01,2.006544452e+01,7.481301013e+01,1.962680589e+01,9.599306240e+01,5.414746307e+01,7.789240253e+01,2.983177708e+01,5.416777683e+01,1.947557811e+00,2.189358237e+01,9.740240996e+01,3.442420818e+01,2.326268276e+00,2.917467825e+01,2.016946935e+01,2.462444451e+01
4.623788916e+01,6.327861084e+01,8.704499847e+01,7.790824540e+01,1.656307626e+01,3.415462035e+01,7.625940954e+01,4.520435904e+01,5.842472787e+01,7.334552863e+01,8.662795313e+01,2.139848976e+01,5.041833045e+01,5.565794104e+01,1.943070838e+01,8.089322957e+01,5.579330794e+01,7.369651873e+01
1.120018616e+01,9.144507206e+01,4.612649374e+01,9.357309173e+01,9.864465531e+01,6.364317608e+01,7.524649856e+00,1.947597221e+01,8.353990722e+01,8.016956797e+01,8.352514699e+01,8.309665204e+01,7.472089587e+00,4.012758162e+01,8.149771406e+01,6.086245477e+01,6.807851479e+01,5.578134682e+01
5.442961933e+01,2.579251861e+01,4.696824871e+01,7.888085580e+01,3.996793344e+01,2.692011820e+00,3.992409482e+00,7.977057442e+01,3.916681163e+00,8.967482551e+01,8.853196022e+01,2.600040114e+00,8.317435363e+01,6.166459124e+01,6.395023462e+00,2.182176236e+01,5.490430888e+01,6.998059235e+01
1.029167613e+01,7.337775017e+01,6.161202899e+01,8.455762876e+01,5.757324961e+01,8.576929764e+01,7.356033495e+01,1.309548904e+01,8.566462840e+00,8.235143874e+01,3.065978282e+01,6.812869722e+01,3.834728860e+00,4.295533567e+01,5.334360231e+01,5.522454329e+01,7.343101753e+01,3.253879531e+01
7.631070507e+01,9.099884176e+01,8.526541564e+01,4.137681100e+01,1.255010207e+01,4.320419608e+01,1.252354854e+01,8.224168648e+00,4.134789897e+01,7.318885878e+01,3.410411322e+01,1.088369069e+01,6.565236602e+01,7.860648071e+00,1.021921407e+01,5.650315843e+01,5.821948943e+01,8.507777779e+01
