v1,v2,v3,v4,v5
6.031508614e+01,2.924977718e+01,1.027667202e+01,1.939486016e+01,7.502465520e+00
9.913821142e+01,5.547125060e+01,2.158121496e+00,1.024558210e+01,9.745307378e+01
5.119755760e+01,4.574208708e+01,3.503852908e+01,5.654470164e+01,3.148640211e+01
4.408863715e+01,4.214220875e+01,5.126466133e+00,8.978748524e+01,4.298411004e+01
9.921968070e+01,1.575852645e+01,5.801329841e+01,9.081475849e+01,6.750946196e+00
9.660422480e+01,5.226119565e+01,3.536242402e-01,3.320595911e+01,5.245063777e+01
4.912078642e+01,5.333063636e+01,1.561367303e+01,3.407640475e+01,3.699287990e+01
4.042900449e+01,2.789843989e+01,2.928871860e+01,8.738598100e+01,3.131387115e+01
9.551195069e+00,7.995031364e+01,7.439105429e+01,8.790293633e+01,5.861323991e+01
1.763834667e+01,1.637697807e+01,8.096040245e+01,4.848190134e+01,2.055853361e+01
2.240523034e+01,2.818713808e+01,6.127186329e+01,6.182252642e+01,4.422222001e+01
2.234605740e+01,1.032214455e+01,6.784367849e+01,6.495671097e+01,5.707691538e+01
8.668135839e+01,8.973636514e+00,8.968169125e+01,7.167420709e+01,9.561677068e+01
5.969133924e+01,9.530050036e+01,5.920101820e+01,6.407667657e+01,6.029850013e+01
6.599311759e+01,6.422032456e+01,6.392579130e+01,2.051761489e+01,2.342768298e+00
7.095492899e+01,1.184844800e+01,6.222693967e+01,5.398074011e+01,5.151963779e+01
9.477003287e+00,8.354234299e+01,1.906701546e+01,1.863367396e+01,6.836065068e+01
4.193381773e+01,3.668096171e+01,7.818358603e+01,2.581386973e+01,3.340615663e+01
2.753051166e+01,8.023814206e+01,4.253748070e+01,4.007150091e+01,1.427291108e+01
6.715199568e+01,1.826448594e+00,2.507965795e+00,2.401831363e+01,4.602725663e+00
7.959130585e+01,9.559265027e+01,1.963974587e+01,1.752737519e+00,2.629635884e+01
2.823679769e+01,3.303474750e+01,5.369174692e+01,4.779855658e+01,1.672414518e+01
5.070631475e+01,2.245249840e+01,6.416298610e+01,2.626562114e+00,7.890110739e+01
1.350424701e+01,2.740030769e+01,3.604904657e+01,7.570466378e+01,5.702590733e+00
9.537625698e+01,2.460841828e+01,1.227215471e+01,2.167616347e+01,8.609458243e+01
8.307029024e+01,7.288852740e+01,6.946075583e+01,3.969563927e+01,6.162213754e+01
6.507341537e+01,5.169047230e+00,9.208573527e-01,7.836320991e+01,1.308457016e+01
3.770694835e+01,5.108614065e+01,7.730094355e+01,8.564043787e+00,7.759191396e+01
7.289175938e+01,9.302521692e+01,3.708614599e+01,4.387714498e+01,2.980723305e+00
4.755335617e+00,2.033846029e+01,4.134394945e+01,6.088480930e+01,6.265909120e+01
6.780908126e+00,7.879420598e+01,7.164739934e+01,8.015936282e+01,3.369660658e+00
8.086457920e+01,8.570723266e+01,8.878962753e+01,5.834336456e+01,8.938866423e+01
5.338171078e+01,3.108944537e+01,5.001532254e+01,9.182257088e+01,7.328945027e+01
2.376681412e+01,9.368344054e+01,5.633583195e+01,5.385148990e+01,6.139181567e+01
8.167753488e+01,9.201796178e+01,9.335805744e+01,9.881543390e+00,4.232584605e+01
7.062240635e+01,4.642196271e+01,5.868448147e+01,5.588553961e+01,6.523741050e+01
5.167118730e+01,7.306429244e+01,8.382297324e+01,6.235784267e+01,1.866387277e+01
4.728817382e+01,7.592275743e+01,5.534361325e+01,6.380978679e+01,3.814109878e+01
6.862803064e+01,5.741066550e+01,2.621497712e+01,1.556626968e+01,1.637856652e+01
3.861222117e+01,8.505169949e+01,9.018880532e+01,4.903520437e+01,8.322626268e+01
3.274983275e+01,5.622090408e+00,9.353984378e+01,2.804721450e+01,4.753852072e+01
7.642867641e+01,9.384874507e+01,4.929414552e+01,8.742791213e+01,9.709319056e+01
7.542121826e+01,1.743151374e+01,5.015192194e+01,9.934782470e+01,1.894120972e+01
8.594436735e+01,7.594653596e+00,4.119509470e+01,8.533366827e+01,9.974855793e+01
1.520265534e+01,1.694065144e+01,5.107327713e+01,9.740326462e+00,7.436148334e+01
8.615189080e+01,2.304277422e+00,7.508194356e+01,7.294445772e+01,4.915405041e+01
6.898424649e+01,3.908540840e+01,3.980802535e+01,3.957670390e+01,1.932294596e+01
5.916655154e+01,9.297897695e+00,9.484815919e+01,1.085774833e+01,2.039522678e+01
5.225586860e+01,2.433986382e+01,7.717207853e+01,5.116792188e+01,9.764600126e+01
5.209035901e+01,3.876046422e+01,9.064250076e+01,6.024757092e+01,4.491120177e+01
3.943867110e+01,1.245816813e+01,2.592998689e+01,5.665841170e+01,3.080730593e+01
4.881549765e+00,4.656492416e+00,8.596256248e+01,3.674453003e+00,3.252708394e+00
1.634999323e+01,3.988114125e+00,5.877054419e+01,7.237060968e+00,2.322669786e+01
4.542158891e+01,2.983067359e+01,6.511908707e+01,2.201687746e+01,6.054289321e+01
2.065029775e+01,3.776635298e+01,3.008163063e+00,9.508444663e+01,5.023984015e+01
1.035178598e+00,8.276314217e+01,6.906762860e+01,4.336042610e+01,8.897705179e+01
2.569345602e+01,9.466363281e+01,9.349624549e+01,3.933336773e+01,4.335994324e+01
9.482903601e+01,3.452688476e+01,8.322847432e+01,4.891075189e+01,1.582803839e+01
9.780375389e+01,6.154739422e+01,9.381604976e+01,7.553327627e+01,4.323841755e+01
6.578067840e+01,9.549263156e+01,6.115586415e+01,7.439277776e+01,6.185010059e+01
5.771303214e+01,7.953947283e+01,6.991941473e+01,5.473691814e+01,6.545973338e+01
7.785723895e+01,8.187418823e+01,6.370743813e+01,8.609087912e+01,7.277368461e+01
7.886399189e+00,6.868306600e+01,2.058900585e+00,7.912476278e+01,3.460407661e+01
2.420132577e+01,9.963931006e+01,9.605813912e+01,1.831374292e+01,9.961581420e+01
4.135283234e+01,4.066552302e+01,8.120839713e+01,5.739495135e+01,4.481774921e+01
4.819106525e+01,7.781178917e+01,3.816883228e+01,9.467151118e+01,8.242215212e+01
2.144517148e+00,2.549001988e+01,9.227966613e+01,1.818951058e+00,6.035823410e+01
9.843689479e+01,2.769146080e+01,4.876383334e+01,4.919053765e+01,1.038934209e+01
5.368171488e+01,3.273819890e+00,4.798612005e+01,9.297097173e+01,1.591842172e+01
2.711064972e+01,7.806689789e+01,6.925168643e+01,2.927453632e+01,3.554116406e+01
