v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34
9.464892348e+01,6.194589736e+01,5.272013190e+01,8.009413692e+01,5.124924305e+01,2.367971601e+01,5.023830208e+01,8.685822921e+01,8.079307704e+01,7.310218424e+01,8.596753429e+01,4.639050763e+01,6.584136072e+01,5.953810531e+01,9.508512216e+01,9.169267150e+01,7.388414516e+01,5.205212269e+01,6.262783089e+01,9.136072691e+01,6.998312591e+01,1.300693735e+01,4.988620958e+01,2.380963875e+00,8.322778827e+01,2.951467733e+01,1.175921242e+01,5.602897507e+00,2.677330344e+01,9.531420488e+01,5.867319780e+01,6.804656028e+01,3.812743979e+01,1.545497460e+01
9.852653556e+01,7.185368564e+00,5.358547387e+00,8.647438566e+01,9.672854473e+01,8.580699063e+01,2.386046993e+01,8.965162282e+01,6.893577621e+01,9.050565109e+01,1.272464049e+01,1.280917031e+01,9.961993457e+01,6.494625510e+01,9.016232886e+01,8.091865471e+01,9.378965735e+01,7.594127947e+01,7.790051319e+01,4.576711488e+01,4.490693344e+01,6.041781620e+01,1.829927847e+01,6.582800096e+01,4.735966935e+01,7.839004651e+01,6.559654239e+01,5.470606123e+01,9.504942482e+01,2.775507416e+01,6.042609584e+01,2.494910601e+01,8.013633669e+01,9.761780576e+01
2.114459835e+01,2.811791739e+01,3.933923156e+01,1.459687449e+01,5.079089524e+01,5.925700593e+01,8.663224113e+01,7.802875441e+01,2.610325515e+01,4.936657676e+01,3.393441792e+01,8.818685812e+00,6.662198212e+01,5.987726662e+00,8.018563480e+01,7.254812868e+01,9.486056609e+01,1.930022421e+00,6.032512092e+01,7.961926244e+01,3.911475710e+01,2.685544127e+01,2.200330127e+01,8.392562495e-01,3.591764131e+01,9.033627088e+00,1.674384614e+01,2.869704884e+01,5.256106332e+01,9.959965369e+01,5.644746108e+01,3.142283583e+01,3.796444562e+01,3.409160802e+01
2.317940934e+01,3.380209855e+01,5.507810877e+01,3.375602232e+01,4.552165165e+01,8.732361994e+01,6.334427230e+01,9.157743595e+01,3.564126336e+01,9.142233773e+01,5.978597098e+01,9.669211887e+01,3.532290079e+01,8.462281468e+01,4.542244604e+01,8.789950591e+01,7.969563228e+01,5.069591034e+01,6.725334894e+01,8.122855270e+01,7.783410335e+01,4.024262733e+01,5.290076431e+01,7.813926483e+01,7.565072580e+01,7.555244232e+01,2.353497815e+00,5.846273711e+01,2.574963384e+01,4.917132775e-01,7.624022521e+01,3.823557884e+01,6.675835114e+01,3.308270714e+01
7.936046225e+01,6.655233408e+01,7.373967851e+01,7.606910010e+01,8.382914616e+01,4.278285694e+01,1.602935613e+00,9.626122571e+01,7.852445543e+01,5.655098070e+01,6.813428505e+01,7.498158154e+01,5.125275659e+01,3.873454437e+01,8.093374647e+01,7.557446814e+01,3.954182626e+01,4.020054251e+01,9.115456228e+01,9.319337802e+01,3.704552579e+01,6.780762690e+01,7.987680211e+01,2.845198376e+01,1.723704231e+01,5.598261861e+01,1.930869731e+01,8.150099791e+01,6.985684300e-02,1.857424008e+01,9.944566992e+01,8.550740551e+01,3.776759909e+01,5.179341045e+01
7.956474188e+01,1.152143923e+01,9.707274000e+01,2.566761406e+00,1.009856007e+01,1.356208819e+01,9.321157594e+00,7.071719222e+01,7.922394511e+00,3.106584812e+01,8.271757218e+01,1.234130978e+01,4.290848346e+01,7.500110842e+01,4.698807235e+01,4.600357542e+01,6.327411159e+01,4.243720177e+01,8.413649285e+01,4.072610719e+01,7.623364071e+01,5.561218778e+01,3.204526692e+01,7.091347831e+01,8.861146157e+01,1.742761781e+01,4.796400348e+01,1.952215368e+00,3.348628389e+01,9.100903267e+01,8.753792530e+01,7.699421955e+01,3.963978716e+01,8.247067562e+01
2.437639260e+00,2.446935081e+01,1.998073899e+01,2.672062861e+01,9.955415444e+01,7.522299513e+01,3.227554185e+01,8.982662800e+00,6.716622308e+01,3.547275693e+01,7.911858634e+00,4.401969080e+01,6.395079084e+00,4.808541204e+01,9.075945864e+01,8.644441302e+01,2.652287596e+01,5.653383146e+01,3.435672659e+01,5.564980952e+01,7.635877585e+01,6.861623264e+01,4.124566925e+01,8.486653680e+01,1.203773562e+01,4.565064110e+01,9.966750908e+01,2.757705855e+01,5.348052366e+01,1.675342175e+00,1.532371201e+00,6.787497292e+01,3.440319800e+01,3.448372474e+01
9.967780791e+01,8.319315960e+01,5.692304738e+01,3.537603483e+01,8.234050071e+01,2.938357198e+01,4.334494469e+01,2.978510132e+01,5.118602719e+01,5.167283717e+01,8.797157606e+01,6.242942176e+01,5.172899189e+01,2.940927328e+01,6.583003783e+01,3.054129948e+01,2.901653221e+01,3.911199364e+01,2.223007739e+01,7.957720437e+01,3.046192876e+01,7.472192902e+01,2.897592900e+01,1.008226248e+01,2.390701896e+01,4.266646405e+01,3.743760527e+01,8.460752312e+00,5.412519177e+01,9.625215444e+01,4.289162777e+01,7.807785322e+01,8.412360697e+01,2.753735142e+01
7.792921207e+00,1.048796951e+01,2.572163326e+01,2.056201950e+01,7.385356592e+01,3.931581922e+01,9.504823627e+00,5.542134471e+01,6.964758522e+01,2.096263394e+01,6.890373324e+01,1.585923193e+00,7.728102193e+01,8.483110594e+01,5.740828999e+00,1.071393289e+01,2.406446123e+01,8.955947008e+01,6.001726152e+01,3.349325755e+01,7.618054057e+01,1.486575025e+00,5.479054005e+01,7.050432891e+01,7.071913097e+01,5.617271529e+01,7.114584855e+01,7.783966234e+01,5.059333762e+01,9.675183662e-02,2.880793348e+01,2.115667813e+01,9.769081540e+01,6.672637708e+01
8.223976535e+01,3.885612616e+01,6.169396835e+01,8.722187487e+01,2.731995874e+01,8.216610348e+01,8.748350124e+01,4.195116778e+01,1.331856106e+01,2.222725149e+01,3.145553038e+01,2.542309360e+01,1.394712786e+01,8.651990874e+01,2.071239994e+01,1.751291702e+01,7.394487806e+01,3.342701977e+01,3.906578213e+01,7.073558603e+01,1.844489524e+01,6.495785944e+01,5.568985859e+01,3.023384532e+01,5.266409110e+01,4.082180980e+01,2.458483889e+01,2.507940031e+01,6.948348776e+01,6.758960471e+00,7.848600279e+01,6.866240782e+01,1.352883305e+01,9.625887072e+01
4.141270625e+01,4.808949443e+01,1.388377725e+01,1.240770544e+01,6.507219162e+01,2.957165499e+01,9.174105321e+01,8.264670810e+01,4.701110049e+01,5.035238810e+01,7.260010749e+01,8.146728617e+01,2.486951264e+01,1.644274837e+01,6.153200854e+01,3.233439166e+01,9.974096866e+01,3.147215651e+01,7.878149549e+01,7.376080932e+01,7.384232699e+00,8.086674077e+01,4.969384312e+01,1.991838990e+01,9.437711109e+01,8.683063924e+01,5.313196637e+01,9.942135710e+00,9.281111700e+01,6.946128359e+01,9.757489507e+00,9.153896067e+01,1.762373442e+01,7.637484916e+01
5.597835306e+01,2.399140499e+01,3.589683410e+01,2.470086247e+01,7.957911936e+01,2.175507036e+01,3.595146447e+01,3.740894125e+01,4.818053038e+01,8.942110294e+01,6.510128399e+00,5.707500944e+01,7.903656600e+01,2.703559377e+01,7.779043338e-01,7.344201372e+01,5.967083288e+01,1.757148499e+01,9.152675216e+01,9.796338006e+01,3.854422851e+01,2.947082219e+01,2.875793225e+01,9.209441451e+01,6.064032455e+01,1.266861731e+01,5.172439178e+01,8.447976443e+01,2.388706266e+01,2.218084224e+01,5.896474160e+01,9.639251145e+01,8.850824675e-01,1.575821197e+01
2.735651998e+01,8.017866934e+01,9.647841408e+01,9.784917929e+01,2.778901999e+01,3.927519638e+00,9.060782311e+01,6.981016138e+01,8.119061622e+01,1.184535584e+01,3.086980284e+01,5.891893772e+01,3.478806129e+01,8.055975970e+01,2.565985027e+01,5.094355483e+01,5.656884453e+01,7.016120157e+01,4.925257224e+01,9.680995922e+01,5.711861717e+01,8.253384223e+01,3.535902626e+01,7.708299032e+01,3.665192343e+01,9.923370023e+01,5.714846870e+01,4.529779567e+01,7.929484958e+01,5.824425240e+00,9.215761956e+01,1.534725814e+00,1.909170122e+01,2.851691988e+01
9.446705278e+01,8.561999464e+01,9.806729154e+01,7.413160366e+01,1.363148149e+00,2.382094985e+01,9.133135723e+01,8.570375694e+01,8.745213166e+01,8.355737721e+00,1.956145180e+01,1.677133793e+01,6.127194285e+01,7.966042923e+01,9.048629676e+01,7.968375293e+01,2.060896797e+01,2.855157854e+01,3.160951521e+01,3.418583120e+00,7.094043156e+01,8.460635409e+01,5.697636825e+01,6.121950824e+01,5.961605292e+01,1.004398585e+01,7.976395869e+00,7.653349340e+01,3.537680141e+01,1.072639821e+01,2.960333826e+01,5.444223666e+01,8.171224815e+01,6.768512332e+01
1.394961811e+01,1.613931779e+01,4.626208062e+01,9.950632268e+01,2.698372608e+00,4.959007682e+01,5.312169019e+01,9.036586044e+01,4.826389546e+01,5.801981000e+01,9.990915191e+01,9.403827736e+01,7.113099037e+01,9.737768968e+01,5.124985261e+01,9.089729998e+01,6.988891532e+01,5.018673324e+01,5.161954870e+00,4.600659177e+01,7.269781176e+01,7.381745632e+01,3.424287890e+01,8.004929773e+01,5.882970887e+01,6.303196645e+01,6.239535982e+01,1.319054794e+01,1.560056196e+01,7.672676298e+01,4.666093581e+01,4.080911984e+00,1.740517326e+01,5.118311716e+01
6.450019203e+01,2.116983597e+00,1.168720015e+01,7.511756659e+00,1.896532452e+01,3.218244120e+01,4.488583527e+01,1.046901425e+01,3.899840896e+01,7.168721647e+01,6.426552511e+01,4.195782226e+00,5.369593551e+01,5.873825864e+01,7.044067706e+01,7.505675810e+01,2.031850844e+01,2.668548005e+01,8.646473656e+01,4.135892265e+01,6.960664696e+01,9.155746162e+01,3.276751129e+01,6.018476203e+01,3.800855047e-01,4.002371999e+01,5.494177096e+01,5.394318207e+01,4.810435995e+01,4.847107202e+00,8.423988332e+01,4.358353955e+01,3.568969556e+01,6.689925757e+01
9.719461699e+01,1.350127415e+01,2.807267000e+01,3.761570253e+01,6.153658772e+01,8.811857927e+01,3.010542742e+01,2.448473551e+01,4.138336698e+01,4.883688309e+01,3.403623075e+01,9.607777583e+01,1.890973872e+01,1.012191149e+01,5.459711761e+01,1.464139054e+01,7.103871852e+01,2.060703590e+01,8.079017366e+01,6.735202099e+01,3.416506016e+01,8.990394006e+01,8.655441312e+01,7.369871906e+01,8.555809107e+01,6.851274323e+01,3.380678322e+01,6.609804622e+01,4.746202004e+01,5.705899321e+01,6.782668997e+01,6.107886860e+01,9.534318502e-01,4.513356201e+01
2.034384912e+01,7.587139950e+00,8.038676865e+01,8.244327652e+01,9.130727767e+00,8.054197453e-01,2.626051834e+01,4.977111706e+00,7.833654387e+01,8.282263094e+01,3.562496539e+01,3.367103085e+01,8.781122953e+01,8.444808562e+01,8.722353621e+01,6.625656625e+00,7.767074464e+01,7.422373621e+01,9.917299334e+01,5.184391723e+01,6.810272802e+00,5.736867268e+01,9.988054556e+01,8.199371226e+01,2.000167463e+01,6.907908790e+01,3.905848418e+01,3.457969583e+01,5.900363519e+01,4.951926389e+01,2.617879784e+01,5.848314465e+01,4.999053302e+01,9.835489797e+01
8.756736619e+00,8.246293501e+00,9.329855581e+01,1.739888637e+01,7.880223265e+01,6.255550964e+01,6.077307897e+01,9.613068419e+01,1.527776559e-01,1.665047367e+01,1.011465182e+01,8.223634258e+01,2.952560007e+01,8.564083829e+00,2.593038552e+01,7.062469515e+01,9.918161215e+01,7.394040357e+01,1.577841710e+00,7.831201784e+01,2.130968284e+01,2.466589429e+01,3.676637630e+01,4.894587810e+01,5.153323662e+01,9.465348064e+01,9.611761359e+01,1.807199033e+01,4.325449282e+00,3.685512410e+01,7.825312380e+00,8.774361684e+01,7.208277324e+01,5.692990647e+01
3.596988641e+01,1.348624058e+01,8.783721376e+01,2.182690160e+00,1.953461058e+01,2.618165787e+01,6.548137963e+01,5.807546507e+01,3.936106507e+01,9.316185105e+01,8.030946005e+01,8.615669020e+01,7.634395455e+01,7.457242014e+01,5.737230596e+01,6.774974223e+01,4.744224800e+01,7.041067839e+01,4.163520788e+01,4.131562247e+00,1.279161678e+01,7.912181335e+01,6.266773616e+01,6.463144623e+01,7.868025146e+01,7.692706600e+00,2.207536348e+01,4.470710273e+01,8.377593752e+01,2.499923327e+01,5.133484063e+00,6.825925133e+01,8.488758666e+01,2.652008137e+01
1.277034490e+01,5.470549727e+01,2.757455378e+01,4.519600303e+01,1.922093395e+01,5.040059888e+01,4.719449900e+01,5.848313676e+01,4.220514237e+01,6.467834918e+01,8.875268803e+01,9.334291849e+01,4.969845368e+00,7.714008468e+01,4.198166932e+00,5.435326107e+01,4.444407525e+01,4.286526373e+01,7.121426695e+01,7.115524135e+01,7.454542018e+01,4.635966064e+01,6.814256359e+01,3.608145062e+01,4.994061399e+01,3.788252408e+01,8.530242300e+01,1.209390501e+01,2.664788753e+01,3.091282411e+01,4.370397240e+01,1.061970145e+01,8.140369592e+01,8.120240130e+01
8.813542635e+01,5.053238979e+01,8.931530204e+00,9.656414171e+01,4.338337988e+01,9.525686926e+01,6.524099259e+01,5.570631514e+01,1.074042567e+01,7.607145542e+01,3.079832678e+01,3.291177316e+00,1.181212283e+01,5.141879320e+01,4.286749139e+01,6.249925176e+01,2.486774595e+01,2.776807261e+01,6.807840308e+00,3.907277582e+01,7.910308892e+01,6.129907066e+01,8.639241288e+01,1.056994618e+00,2.376566339e+01,9.343034900e+01,8.743138211e+01,4.248283810e+00,2.800569665e+01,4.083954552e+01,8.084548175e+01,2.504377173e+01,8.192901499e+01,9.520660917e+00
4.616187961e+01,5.813382570e+01,1.274845815e+01,4.653490775e+01,4.836339436e+01,5.490925959e+01,2.493821505e+00,9.535730858e+01,2.993605869e+01,6.620678381e+01,3.822305880e+01,8.576643304e+01,4.990016794e+01,5.979833321e+01,7.549710310e+01,7.519404730e+01,7.125642456e+01,2.671293278e+01,5.666125521e+01,4.659102712e+01,8.577964729e+01,5.300679533e+01,8.189392000e+01,2.058954920e+01,1.101223669e+01,3.573281967e+01,7.527986956e+01,2.600095880e+01,5.885930128e+01,7.140731482e+01,6.970020976e+01,7.960747906e+01,7.971737810e+01,9.007565405e+01
6.108729945e+00,4.638565982e+01,7.590319157e+01,8.122200510e+00,6.882905996e+01,1.404437045e+01,3.209380347e+01,1.672381494e+01,1.190754750e+01,3.595386903e+01,5.819923497e+01,8.117209469e+01,1.883487658e+01,8.696233035e+01,3.035962077e+01,5.639215853e+01,6.311601964e+01,3.081477744e+01,7.842842612e+01,4.501970577e+01,4.744923059e+01,6.287053828e+01,2.663128963e+01,2.798945570e+01,8.631143921e+01,1.056461445e+01,6.208654283e+01,1.208597280e+00,3.158756875e+01,5.091893949e+01,5.028106926e+01,3.030584628e+01,7.921220447e+01,9.199425888e+01
4.872738177e+01,7.489483114e+01,9.609264542e+01,6.880601774e+01,6.431794043e+01,4.845893534e+01,5.567357712e+00,4.998490941e+01,4.168460206e+01,3.028447716e+01,7.056930192e+01,5.801461306e+01,7.838958582e+01,7.985303806e+01,6.471955341e+00,5.146125123e+01,2.984574542e+01,8.433464805e+01,3.270764033e+01,8.349113797e+01,1.767359353e+01,3.645956120e+01,3.760455823e+00,2.124371866e+01,5.457369467e+00,7.186433921e+01,6.318102169e+01,2.577435665e+01,2.089283975e+01,2.221205352e+01,4.912948071e+01,1.222164759e+01,4.002597033e+00,2.117985309e+01
7.557543340e+01,3.022220567e+01,4.914872776e+01,3.139901028e+01,2.079326286e+01,9.213508351e+01,3.946707791e+01,1.528208157e+01,9.172092164e+01,4.620063980e+01,1.790147142e+01,2.432234260e+00,5.926310375e+01,8.853153425e+01,1.306794102e+01,9.640580904e+01,5.145780603e+01,9.266021840e+01,7.532875539e+01,8.570650078e+01,6.078315653e+01,5.888897548e+01,7.405012849e+01,8.723961397e+01,2.033422992e+01,8.806946093e+00,9.419184211e+00,5.266433826e+01,5.588167456e+01,2.701812649e+01,7.800127305e+01,1.374209706e+01,7.770373502e+01,7.623151894e+01
4.700863695e+01,2.174056811e+01,7.295175663e+01,5.051406787e+01,5.287183514e+01,1.021170831e+01,9.438097759e+01,6.043252039e+01,7.800766504e+01,5.213041982e+01,4.337273601e+01,9.054595660e+01,7.979329935e+01,9.832658321e+01,1.466565497e+01,2.444050200e+00,4.736776963e+01,1.451412570e+00,6.151513039e+01,7.352646609e+01,6.449580292e+01,1.334468841e+01,9.075173010e+01,8.703436969e+01,3.469724031e+01,2.055433114e+01,1.602641525e+01,5.525015821e+01,4.876567605e+01,7.815007026e+01,6.796212127e-01,5.279611000e+01,8.059522260e+01,4.468780281e+01
3.298727566e+01,1.769759343e+01,6.847632086e+01,3.978676211e+01,8.949686195e+01,6.975450546e+01,9.427429899e+01,1.359056482e+01,5.596331465e+01,6.816157913e+01,2.636097477e+00,3.761308009e+01,3.758897474e+01,2.488086241e+01,4.333241881e+01,8.182472000e+01,5.084537429e+01,8.172514936e+01,2.411611887e+01,9.847957638e+01,2.442018271e+01,4.967653263e+01,1.667221231e+01,1.137973172e+01,7.286846894e+00,6.769939245e+01,5.208445611e+01,2.905027001e+01,7.116741741e+01,4.656206805e+00,1.602316789e-01,6.081628192e+01,7.418602015e+01,5.841879401e+01
5.522310605e+01,8.397127656e+01,8.761979156e+01,7.927349373e+01,4.211227250e+01,5.277017365e+01,6.388507470e+01,3.987057834e-01,8.864330717e+00,5.985980865e+01,9.673922319e+01,7.627540617e+01,7.998380893e+01,4.818946876e+01,5.107164677e+01,1.618415425e+01,7.807309855e+01,4.296438521e+01,2.720929613e+00,2.778075822e+01,4.037031545e+01,2.511905739e+01,1.269192360e+01,4.499170861e+01,1.756752761e+01,5.399130969e+01,3.571789498e+01,4.504505968e+01,7.000516184e+01,3.489125126e+01,2.498855961e+01,1.046761885e+00,1.466945099e+01,7.587482752e+01
6.265387272e+01,8.439165747e+01,8.458684111e+01,3.708888408e+01,6.761032384e+01,8.544583919e+00,8.642465004e+01,7.228230497e+01,8.367741333e+01,1.010480350e+01,9.535220780e+01,9.891359710e+01,1.275683639e+01,2.860592863e+01,4.981110716e+01,6.768730537e+01,4.180513971e+01,9.948777063e+01,8.682503683e+01,4.951469630e-01,2.171122647e+01,8.451327174e+01,9.298797799e+01,9.542319881e+01,2.462153407e+01,8.663240996e+01,8.186908413e+01,7.765071426e+01,7.271651698e+01,9.850326339e+01,8.046840555e+01,1.141364398e+01,4.196951937e+01,2.839448867e-01
9.630552639e+01,4.418926108e-01,7.309094918e+01,7.701723647e+01,9.514035270e+00,6.373685133e+01,1.908342585e+01,1.861390244e+00,5.814415848e+01,5.935005011e+01,1.913388895e+01,8.120971968e+01,6.003471405e+01,2.362187980e+01,7.386872374e+01,8.539400309e+01,8.482247850e+01,6.540312774e+01,6.440570006e+01,9.789376089e+01,6.580227660e+00,7.699888088e+01,4.453431642e+01,1.727877812e+01,6.456596231e+01,4.590295304e+01,9.331200195e+01,9.730416381e+01,8.180538727e+01,9.232939614e+01,9.379412030e+01,1.022816779e+01,9.192274784e+01,8.112442947e+00
5.262027801e+01,1.700656099e+01,1.330046871e+01,6.065556289e+01,8.167016651e+01,2.585122328e+01,3.487655951e+01,3.704020897e+01,5.771369442e+01,1.944863642e+00,7.869504048e+01,3.858123827e+01,3.008978854e+01,4.767156283e+01,3.560395978e+01,1.001597771e+01,9.995745199e+01,8.277211567e+01,7.059042619e+01,5.738670354e+01,9.619870231e+01,8.674535859e+01,1.869577605e+01,8.215086151e+01,5.291362144e+01,8.503900812e+00,5.909934428e+01,4.510481353e+01,7.758363704e+01,2.835831367e+01,3.365054782e+00,1.039172758e+01,8.177974458e+00,7.012667875e+01
8.872633937e+01,4.792556658e+01,4.944894387e+00,8.682395154e+01,6.336275146e+01,1.260162944e+00,8.348801430e+01,6.527295024e+01,6.921381989e+01,3.633851585e+01,8.006198136e+01,3.804810555e+00,9.473785224e+01,5.800844720e+00,5.204874008e+01,6.407012563e+01,3.260566201e+01,7.916587641e+01,2.100344189e+01,8.532378149e+01,2.360593872e+01,2.862576477e+01,7.263340851e+01,6.535473440e+01,1.929896092e+01,6.042951833e+01,5.159477032e+01,4.241916463e+01,7.645244650e+01,7.605797552e+01,3.522297860e+01,3.086005635e+00,9.082379417e+01,9.801212139e+01
3.232357929e+01,6.495298693e+01,3.232886228e+01,6.453263817e+01,2.833371286e+01,8.150399518e+01,1.308487200e+01,5.698117702e+01,3.735236063e+01,3.312477788e+01,4.539408388e+01,5.011535929e+01,8.484876138e+01,7.394469708e+01,5.987466271e+01,6.926590222e+01,5.174955682e+01,4.306806746e+01,8.673469416e+01,3.547617573e+01,4.877926260e+01,3.541192710e+00,5.063471085e+01,8.398542802e+01,9.812678323e+01,6.490011944e+01,4.623672303e+01,9.947282448e+01,1.179105919e+01,6.759902706e+01,1.871878770e+01,7.640536797e+01,1.427108796e+01,2.827663042e+01
7.134264424e+01,7.801112505e+01,4.862262134e+01,8.992474980e+01,9.838766527e+01,2.494542081e+01,4.022953884e+01,3.820086383e+01,4.363190597e+01,7.945574549e+01,6.983907543e+01,6.116131098e+01,1.991920067e+01,2.194200066e+01,8.057883939e+01,2.398558283e+01,6.655429800e+01,4.900099182e+01,1.666196657e+01,7.138162377e+01,2.345879742e+01,8.742018439e+00,1.896146178e+01,2.962915936e+01,7.833342048e+01,3.495230024e+01,6.132721565e+01,7.923515741e+01,2.615330243e+01,4.046796624e+01,1.387848724e+01,8.883148735e+01,9.897124392e+01,9.125962440e+01
9.949948068e+01,2.585553218e+00,1.552489563e+01,3.474399879e+01,4.918392015e+01,9.225944561e+01,8.056964026e+01,6.639488583e+01,9.548972434e+01,6.927890181e+01,8.102872781e+01,9.502610568e+01,5.883756814e+01,4.494351147e+01,1.134932914e+01,3.441621865e+01,7.932330604e+01,7.188723479e+01,8.459035508e+01,7.204439845e+01,6.831852558e+01,1.249228629e+01,5.528771315e+01,7.164524648e+01,4.096634212e+01,2.155402149e+01,6.086207763e+01,3.767940639e+01,7.773427289e+01,8.156111687e+01,8.360411482e+01,5.906260344e+01,4.953925162e+01,5.210739099e+01
8.833457754e+01,8.401384999e+01,8.683057715e+01,1.051200334e+01,5.382657693e+00,7.419871948e+01,3.143546463e+01,1.022992034e+01,1.299973784e+01,4.397661308e+01,4.173808599e+01,1.653398773e+00,8.113467351e+01,9.209475795e+01,3.096106137e+01,3.825952889e+01,6.332994498e+01,9.873883872e+01,8.295322750e+01,6.922072335e+01,9.291765526e+01,7.369012092e-01,8.484432086e+01,8.452020697e+01,2.482485113e+01,9.421671422e+01,3.310907087e+01,3.399000370e+01,2.851007136e+01,1.506428134e+01,8.430766236e+00,9.319122136e+01,7.778341898e+00,1.301008651e+01
9.977986254e+01,4.697481119e+01,8.989137611e+01,2.360057903e+01,6.578660284e+01,9.385307965e+01,5.414992879e+01,5.330233626e+00,3.872405361e+01,3.825936503e+01,9.771061938e+01,1.542929465e+01,3.466795738e+01,8.814620927e+01,6.642018673e+01,1.445503439e+01,9.060895431e+01,9.559545460e+01,6.208111295e+00,9.527008924e+01,6.723848749e+01,6.765741338e+01,3.806088343e+01,5.124671952e+01,7.700958767e+00,4.310484746e+01,8.408531903e+01,2.695137239e+01,9.172229513e+00,9.117858036e+01,3.315191118e+01,4.044900436e+01,3.460303056e+01,3.564227011e+00
3.761082940e+01,3.412026755e+01,3.373177960e+01,1.683864197e+01,9.918465778e+01,4.728068186e+01,3.905043720e+01,8.413488575e+01,5.372376573e+01,1.834667832e+01,8.809350759e+01,3.576640508e+01,1.205169977e+01,6.991356832e+01,6.061049857e+01,2.387155111e+01,5.806282226e+01,4.443083820e+01,6.965372929e+01,3.375495458e+01,8.276323404e+01,3.419525516e+01,5.841566068e+00,6.365729004e+01,7.744135411e+01,9.716852452e+01,2.718734352e+01,8.551608042e+01,2.308532676e+01,2.715359577e+00,2.277191122e+01,1.097341025e+01,6.140439890e+01,2.898331706e-02
1.809517488e+01,3.794363624e+00,9.046127464e+01,7.018150881e+01,5.482857102e+01,3.924442616e+01,5.251035946e+01,5.363337483e+01,7.051500384e+01,8.129505028e+01,4.799336366e+01,7.265054555e+01,9.197577064e+01,4.429970096e+01,6.386584456e+01,6.629631857e+01,6.951658198e+01,3.835301629e+01,2.046531747e+01,8.004567112e+01,5.043869766e+01,7.807155295e+01,5.218385869e+00,4.164569481e+01,6.575513746e+01,6.981828739e+00,6.562178920e+01,9.295103586e+01,7.485699247e+00,8.792713677e+01,3.127588994e+01,8.635784196e+01,9.976176792e+01,9.101162266e+01
9.401590902e+01,2.534755276e+01,5.661053097e+01,2.859139571e+01,5.584379086e+01,5.514408658e+01,3.874594185e+01,9.070991564e+00,6.018010846e+01,3.900104985e+01,2.114394706e+01,1.320894834e+01,2.536720772e+01,4.206249292e+01,3.043123923e+01,6.327377840e+01,8.022984429e+01,2.757217616e+01,7.212259429e+01,8.405213022e+01,7.735689513e+01,7.363046977e+01,4.797840709e+00,6.699813261e+01,5.590443694e+01,6.709952590e+01,8.266464690e-01,9.845551548e+01,3.178064428e+01,1.984872127e+01,3.682287012e+01,6.114673943e+01,2.324198969e+01,2.621575887e+01
1.916067711e+01,2.921970294e+01,4.689854346e+01,7.302586254e+01,1.032731941e+01,5.634128879e+01,3.419404706e+01,9.758842638e+01,5.007415514e+01,4.916731919e+01,9.246299427e+01,2.715632513e+01,9.067196508e+01,9.512273137e+01,8.009640448e+01,7.929763807e+01,5.767184241e+01,1.584150355e+01,3.736208327e+01,2.218383798e+00,3.622236857e+01,3.716324177e+01,8.285227363e+01,9.809945938e+01,1.368664182e+01,3.744620182e+01,2.616761908e+01,9.765349310e+01,3.022355516e+01,4.316217139e+01,2.596115599e+01,3.024502289e+01,9.338057895e+01,6.034052284e+01
8.178134632e+01,8.871899375e+01,4.133040462e+01,7.229027854e+01,8.446127969e+01,1.461893460e+01,5.354696021e+01,2.960743040e+01,5.932642556e+01,3.145491224e+01,9.463787612e+01,3.972792930e+01,4.445342672e+01,6.150195407e+01,5.601116528e+01,3.958821803e+01,1.964964818e+01,7.406350846e+01,8.749431984e+01,7.431738513e+01,6.429322571e+01,7.007553197e+01,2.853746483e+01,1.569848108e+01,6.506840906e+01,9.316478015e+01,7.202824615e+01,7.954522968e+01,8.152790196e+01,7.036961683e+01,4.546687269e+01,8.357228543e+01,5.711399907e+01,5.010824255e+01
6.344743930e+01,1.382885513e+00,3.608943368e+01,5.677501695e+01,8.001745954e+01,4.768367674e+01,2.044319981e+01,1.722565465e+01,8.281357269e+01,8.479798823e+01,9.921200622e+01,3.597033042e+01,8.719104718e+01,4.321538838e+01,3.852376022e+01,3.522508535e+01,1.525932002e+01,2.152955193e+01,3.811923246e+01,9.008305093e+01,9.964004086e+01,5.076161967e+01,8.814678300e+00,6.495754520e+01,4.171597045e+01,9.803013213e+01,5.843863886e+01,3.613215894e-02,4.536736827e+01,8.870315286e+01,1.866441062e+01,9.672916591e+01,6.011705612e+01,7.354318238e+01
9.160625638e+01,7.827065915e+01,9.680723618e+01,3.097519614e+00,3.835225316e+01,8.258279369e+01,1.291984399e+01,9.106089875e+00,4.501639634e+01,6.945463951e+01,1.337838984e+01,9.757963741e+01,9.763957651e+01,4.930692452e+01,4.650228211e+01,3.742048248e+01,9.535978996e+01,1.592369039e+01,7.134726694e+01,8.117844059e+01,4.566659776e+01,2.779682752e+01,2.167678760e+01,3.239621337e+01,5.403728243e-01,8.116311796e+01,3.898978317e+01,6.478096591e+01,3.199004740e+01,6.129707455e+01,8.974429531e+01,9.078140307e+01,1.935699579e+00,6.183384622e+01
