v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61
9.110362431e+01,1.392357424e+01,2.745911459e+01,4.318816903e-01,2.343862010e+01,7.118483606e+01,9.002816878e+01,8.301237620e+00,6.220956968e+01,7.260324069e+01,2.463042359e+01,9.041010840e+01,8.450584250e+00,1.653322655e+01,6.073525325e+01,4.175716043e+01,8.201460350e+00,5.198967068e+01,8.502831569e+01,1.063707396e+01,6.469473090e+01,2.684088114e+01,5.483914053e+01,8.348509579e+01,2.811628595e+00,6.856014435e+01,8.683117569e+01,5.714930364e+01,1.380536812e+01,5.079126661e+01,5.717585287e+01,2.829404336e+01,2.761993671e+01,9.404910991e+01,4.892241582e+01,4.274611516e+01,3.574063545e-01,5.465475388e+01,3.230881270e+01,4.518753865e+01,1.854979739e+01,4.020913633e+00,8.391841055e+01,1.022934762e+01,4.446923272e+01,3.950216122e+01,1.874917351e+01,1.622218868e+01,4.832739822e+01,6.939482209e+01,5.157742775e+01,6.425248596e+01,8.240582106e+00,5.330288386e+01,7.206262138e+01,3.420760205e+01,2.654696713e+01,5.528720424e+01,9.330855124e+01,4.598706482e+01,6.664836332e-01
5.601165202e+01,5.227574444e+01,1.272367352e+01,2.738546605e+01,5.211561588e+01,2.564951442e+01,2.133146346e+01,4.746689157e+01,9.161926521e+01,8.942041206e+01,9.766804839e+00,5.306123605e+01,5.350384646e+00,5.764316867e+01,8.668643384e+01,5.343190127e+01,4.510756394e+01,4.076677296e+01,3.673006380e+01,4.833566421e+01,1.210621968e+01,1.124095852e+01,8.145959897e+01,6.968709053e+01,6.554825112e+01,3.811655416e+01,3.366579771e+01,6.560768713e+01,1.240374932e+01,8.033709109e-01,1.809845528e+01,3.549540531e+01,7.194176621e+01,9.966010879e+01,7.718616276e+01,8.967025201e+01,9.764083394e+01,2.008402715e+01,2.980244364e+01,5.572265978e+01,5.894350852e+01,3.036607097e+01,6.989037842e+01,7.598810490e+01,7.732847023e+00,9.554964306e+01,5.864660090e+01,7.696813094e+00,7.396373854e+01,4.753259209e+01,4.611386255e+01,4.835760013e+01,3.761209811e+01,9.284727592e+01,8.745697419e+01,9.170369811e+01,6.370522561e+01,1.392073264e+01,2.961619822e+01,6.933851269e+01,8.841373185e+01
4.026768518e+00,7.518227931e+01,2.931262152e-01,3.327588658e+01,1.657536902e+01,8.761389906e+01,5.890186854e+01,7.418648703e+01,6.204763533e+01,3.344949990e+01,3.403332400e+01,4.752955136e+01,4.973990116e+01,2.396986324e+01,8.213580110e+01,8.696914913e+01,9.461047042e+01,2.891324486e+01,6.027371996e+01,8.057900223e+01,9.193192614e+01,4.960036682e+01,8.651195578e+01,5.899678191e+01,5.813192788e+01,2.175095765e+00,6.872640822e+01,4.527452620e+01,7.183223200e+01,8.131207670e+01,7.198087326e+01,5.561125638e+01,8.922517666e+01,6.071529180e+01,4.858444050e+01,6.584019582e+01,4.338167374e+01,6.256627644e+01,6.872505069e+01,4.072470902e+01,9.667472140e+01,3.367366532e+01,6.223860030e+01,6.558228109e+01,5.461606736e+01,3.634609747e+01,6.468554851e+01,1.099518900e+01,1.322022730e+01,7.588688890e+01,2.036402105e+01,8.413859411e+01,4.254754930e+01,5.829700930e+01,3.379654866e+01,8.751075681e+01,1.174227056e+01,9.815891217e+01,4.652609702e+01,2.724499373e+01,4.319098864e+01
1.808990914e+01,1.517189148e+01,4.953146022e+01,4.426030651e+01,4.364230367e+01,6.925011075e+01,8.739002191e+01,5.852282200e+01,6.964129517e+01,8.636069233e+00,8.557317039e+01,2.737012086e+01,7.294719335e+01,9.901511364e+01,3.260373629e+01,3.862550250e+01,7.239689395e+01,4.337945947e+01,5.966067485e+01,4.061620759e+01,8.469483876e+01,9.405009902e+01,1.969967697e+01,4.097710378e+01,6.304402377e+01,9.769349463e+01,3.674935546e+01,5.282733085e+01,6.353113081e+01,7.910563311e+01,8.785484892e+01,6.487948807e+01,7.779858781e+01,2.171771709e+01,2.106361484e+01,3.120834536e+01,3.810487200e+01,5.355014229e+01,8.769953123e+01,1.119879097e+01,8.830335589e+01,3.124286758e+01,8.936571924e+01,5.720136455e+01,4.872608404e+01,3.021029167e+01,3.973902651e+01,2.695229409e+01,6.758404155e+01,7.712441214e+01,2.418126206e+01,6.280929908e+01,4.889120184e+01,8.075813719e+01,1.084300872e+01,4.262963211e+01,7.630295915e-01,8.131777082e+01,6.027084987e+01,7.823008836e+00,9.235863123e+01
1.035398653e+01,9.662537081e+01,4.644217116e+01,7.534042187e+01,5.862946556e+01,4.480058295e+00,1.107285229e+01,1.842298739e+01,5.124949952e+01,6.360044157e+01,2.093188268e+01,7.805962320e+01,1.730209948e+01,4.956688201e+01,3.809178949e+01,2.063053535e+01,7.442322840e+01,6.916305164e+01,4.584227948e+01,7.441176590e+01,4.619531252e+01,2.317026616e+01,2.052789594e+01,4.960896988e+01,4.055622883e+01,2.634746766e+00,3.229557953e+01,2.146503074e+01,7.283817775e+01,4.611573812e+01,9.756751521e+01,1.124916765e+01,6.151513300e+01,2.834382971e+01,4.137370708e+01,5.252624996e+01,7.968987066e+01,8.563270399e+01,1.138063991e+01,7.911164869e+01,9.819361626e+01,9.248334349e+00,7.701047105e+01,1.813493139e+01,6.019846005e+01,3.134163588e+01,9.850009806e+01,7.749134563e+00,5.659895627e+01,9.123531507e+01,1.169988500e+01,6.641906010e+00,8.411399581e+01,2.892426109e+01,6.922614641e+01,2.234782331e+01,5.015726651e+01,2.532196584e+00,9.186469235e+01,9.917014190e+01,3.797074444e+00
6.074385656e+01,4.003335874e+01,1.771636927e+01,9.280606305e+01,5.295204763e+01,7.083273987e+01,9.650037240e+00,4.506141833e+01,7.766447054e+01,3.014098767e+01,8.751114923e+00,7.102733602e+01,7.742794037e+00,3.101608123e+01,4.926311364e+00,1.947962592e+01,2.167454266e+01,6.563133877e+01,2.481999376e+01,5.513530644e+01,2.053793790e+01,9.986040884e+01,6.258496789e-01,2.118197213e+00,7.788627428e+01,6.528528193e+01,2.405966614e+01,8.104989968e+01,9.982567849e+01,1.505132323e+01,9.409531152e+01,3.324329577e+01,3.566391089e+01,6.431475566e+01,1.641535570e+01,8.443720485e+01,8.870471822e+01,7.075024507e+01,7.078527538e+01,5.874662995e+01,9.792118230e+00,2.336954950e+01,7.039911673e+01,4.071660325e+01,4.153979629e+01,5.168060775e+01,1.849668581e+01,7.395586254e+01,8.482363617e+00,1.330649110e+01,7.062526342e+01,8.999997821e+01,6.243013288e+01,7.732724751e+01,7.467411595e+01,9.083966105e+01,6.187008203e+01,3.505009643e+01,6.250655714e+00,7.203106608e+01,5.118019386e+01
8.140198538e+01,2.047168826e+01,2.815552829e+01,5.043353828e+01,1.236804628e+01,4.152038824e+01,3.596669519e+01,9.749098184e+01,1.584515034e+00,2.835147040e+01,8.904733392e+01,6.544879580e+01,8.311209736e-01,8.839696311e+01,7.355050481e+01,6.573912239e+01,6.096990932e+01,5.019480820e+00,8.993381312e+01,8.609238714e+01,8.795487807e+01,1.993283662e+01,4.140280319e+01,2.499188811e+00,2.441604980e+01,5.598874129e+01,6.627853063e+01,9.281750770e+01,6.979603039e+01,1.193385505e+01,9.849262336e+01,7.865830534e+01,2.161599468e+01,6.456131564e+01,3.990292207e+00,3.393392352e+01,3.909653681e+01,1.010851531e+01,6.118287521e+01,5.607683410e+01,4.253192655e+01,6.651467998e+01,8.526870659e+01,8.727317074e+01,3.652665267e+01,1.495302330e+01,2.698299856e+01,6.794436545e+01,9.790681770e+01,6.614299003e+01,3.009352430e+01,3.807586712e+01,7.365057980e+01,5.529477864e+01,8.726413285e+01,1.886222062e+01,7.419708766e+00,6.693562935e+01,8.932833899e+01,4.065661912e+01,8.578622870e+01
1.505385620e+01,7.140102894e+01,5.922489957e+01,8.585614934e+01,7.946541613e+01,8.183766802e+01,7.169372132e+01,3.088650485e+01,1.033536347e+01,4.554683304e+01,7.425495289e+01,2.569537212e+01,6.904166737e+01,3.845221986e+01,4.412518920e+01,4.006806474e+01,6.497756507e+01,5.522405721e+01,6.675413709e+01,6.944215218e+01,3.145207597e+01,3.931410149e+01,7.047149797e-01,3.401895803e+01,4.511870027e+01,6.227697983e+01,6.415046776e+01,7.401469319e+01,5.409369635e+01,7.260028132e+01,2.289181437e+01,2.045485793e+01,2.300810538e+01,3.207995196e+01,5.738983749e+01,3.349484602e+01,6.350850504e+01,3.411580725e+01,8.281931853e+01,1.410709182e+01,6.599291995e+01,8.810779394e+01,5.273736478e+01,8.551615397e+01,6.135810573e+01,1.172086019e+01,5.016727872e+01,9.395800643e+01,2.194727102e+01,1.259937711e+01,8.537554926e+01,6.425707487e+00,7.045595231e-03,7.293602941e+01,9.519457153e+01,5.263894213e+01,1.584257178e+01,5.292358896e+01,2.955689669e+01,3.981256526e+01,7.673656627e+01
7.953826635e+01,4.281431115e+01,3.516990493e+01,3.840292918e+01,6.709913254e+01,5.656516642e+01,8.998358795e+01,2.421575049e+01,6.834269717e+01,4.020309067e+01,8.356115262e+01,2.705413040e+01,9.861041776e+01,1.332518387e+01,1.194520898e+01,3.270479851e+01,6.999832986e+01,9.338327879e+01,1.494016898e+01,7.274890517e+01,9.240053520e+01,8.241164434e+01,7.553738185e+01,4.345002159e+01,4.108405839e+01,5.442234550e+01,9.881617986e+00,3.275989634e+01,5.026422774e+01,9.244240768e+01,5.805867241e+01,2.735122926e+01,4.195817970e+01,7.779088387e+01,9.959489950e+00,7.165598788e+00,6.666165831e+01,1.052234155e+01,8.138468710e+01,7.660916288e+01,9.300339955e+01,1.084382460e+00,2.442573813e+01,9.038574016e+01,1.349032773e+01,4.853308736e+01,4.470869189e+01,7.201667309e+01,5.510958922e+01,4.632186743e+01,8.920414697e+01,6.488375324e+01,5.855788518e+01,4.396470228e+01,2.154399008e+01,7.667476086e+01,7.127581594e+01,4.641166218e+01,1.078402930e+01,2.367279927e+00,3.459056594e+01
2.095193946e+00,3.076248179e+01,6.109356758e+01,9.212979919e+01,7.640496721e+01,2.467642065e+01,8.980828029e+01,2.391607100e+01,7.604460377e+01,4.008558330e+01,8.103377836e+01,6.257124755e+01,7.657187559e+01,7.875777381e+00,6.957767483e+01,1.278383997e+01,8.437928601e+01,9.950118950e+01,8.763080986e+01,5.700936372e+01,5.070311099e+01,5.838959586e+01,3.332761109e+01,3.078192424e+01,1.384603819e+01,5.764412371e+01,5.955228866e+01,5.052883387e+01,3.348245239e+01,6.535177349e+01,5.257223142e+01,7.765856580e+01,4.361903068e+01,1.382108955e+01,8.270022882e+01,8.479195645e+01,8.285206514e+01,5.959840620e+01,1.226950203e+01,2.497665586e+01,5.435725430e+01,3.406175432e+00,7.880898349e+01,7.868587045e+01,6.119452762e+01,9.773026067e+01,9.784666969e+01,8.581435830e+01,8.517065877e+01,1.889846029e+01,7.396732665e+01,5.156981716e+01,9.516922559e+01,5.252226584e+01,3.469578779e+01,7.231271606e+01,9.641865256e+01,2.610216296e+01,7.430578797e+01,2.968712947e-01,1.278381512e+01
5.014374300e+01,7.931860633e+01,6.214581741e+01,9.415884551e+01,7.517530347e+01,4.796829524e+01,1.399339020e+01,4.105868166e+01,6.188943965e+01,5.666362320e+00,4.531039254e+01,4.668513367e+01,9.361546694e+01,3.607641607e+01,9.940587598e+01,5.539424761e+01,3.017730900e+00,7.943788380e+01,5.232713746e+01,3.369566240e+00,2.955446547e+01,3.047262483e+01,9.861191106e+01,8.813018499e+01,3.196447831e+00,2.070683005e+01,1.368230430e+01,7.437290299e+01,7.883906965e+01,5.003774963e+00,5.704426882e+01,9.644089200e+01,7.659936615e+01,1.774960721e+00,7.080734517e+01,9.975161910e+01,7.832403104e+01,7.349087435e+01,6.852924164e+01,3.678598942e+01,3.824112560e+01,8.683623361e+01,8.720444689e+01,7.270299481e+01,8.124771001e+01,2.459104021e+01,6.016107435e+01,5.251625994e+01,1.169519764e+01,7.434686858e+00,9.210691831e+01,9.897452612e+01,1.607956902e+01,8.109506979e+01,4.053956162e+00,7.455600582e+00,7.271740501e+01,3.347088871e+01,4.783002644e+01,5.063612750e+01,4.732913768e+01
3.343412611e+01,8.717869535e+01,3.154604236e+01,8.563436730e+01,2.866471839e+01,8.070968938e+01,6.795211139e+01,2.691841855e+01,2.095183919e+01,4.353039524e+01,7.479575229e+01,1.478556421e+01,4.842265292e+01,1.293660018e+01,8.620351754e+01,4.668940461e+01,2.356252212e+01,8.396929654e+01,4.725516649e+01,5.684835079e+01,3.004699807e+01,1.884873687e+01,1.496758639e+01,8.811741213e+00,9.382213826e+01,1.066920962e+01,8.405333902e+01,6.362144406e+01,1.799498869e+01,5.664515010e+01,8.299614760e+01,2.032961133e+01,4.213335738e+01,8.288423886e+01,4.692024617e+01,3.562566336e+01,7.539085197e+01,4.518006793e+01,9.036234002e+01,7.143919864e+00,5.149380125e+01,1.724735686e+01,6.661419128e+01,8.466173784e+01,2.342623988e+01,8.348122276e+01,3.414714894e+00,4.306316899e+01,3.740951144e+00,9.975309831e+01,4.103473712e+01,2.017767922e+01,9.335017994e+01,4.925892958e+01,2.808550960e+01,2.316415041e+01,5.849314071e+01,4.620300369e+01,2.441427622e+01,7.870418485e+01,9.150408656e+00
4.605899322e+01,7.589890353e+01,3.005265697e+01,6.395622161e+01,9.509375632e+01,1.289654134e+01,3.955522302e+01,4.846935310e+01,9.750478640e+01,3.032383105e+01,3.974259131e+00,9.964540291e+01,2.245325615e+01,7.923280172e+01,7.459092768e+01,4.260323278e+01,7.650661998e+01,8.898748634e+01,2.735489333e+01,9.406883729e+00,5.092312685e+01,4.014140606e+01,8.471937322e+01,3.067479322e+01,4.152259187e+01,9.752153692e+01,1.255350778e+01,3.838976757e+01,6.303936934e+01,3.089856785e+01,6.160753465e+01,6.839195620e+01,6.164504668e+01,6.286537113e+01,7.800492338e+01,5.079395433e+01,7.654193682e+01,3.431999385e+01,2.036397423e+01,8.588606831e+01,7.523045807e+01,3.673635617e+01,8.216657643e+01,9.587846951e+01,1.089256313e+01,9.002304816e+01,6.484435104e+01,8.924884045e+01,6.948023905e+01,5.422818910e+01,7.626578028e+01,7.814867067e+01,9.497435608e+01,4.434922295e+01,3.255127257e+01,7.260718158e+01,6.518912333e+01,3.891138686e+01,1.362495512e+01,9.591304576e+01,9.439490812e+01
2.548287278e+01,1.945495894e+01,4.800453756e+01,4.767240553e+01,8.236520825e+01,7.919654027e+01,7.862043768e+01,6.347182733e+01,5.323980495e+01,4.368139882e+01,5.544840322e+01,8.440736165e+01,1.109005201e+01,5.873918340e-01,3.685959446e+01,8.193192202e+01,3.503939340e+01,4.240110324e+01,9.977293395e+01,9.484595893e+01,7.674489052e+01,4.047084921e+01,4.629920694e+01,7.618932582e+01,8.705704521e+01,1.001516369e+01,6.575424328e+00,2.939318524e+01,2.286937158e+01,7.544164224e+01,8.052314531e+01,1.820014501e+01,7.851544155e+01,7.786078454e+01,9.732215103e+01,3.413902933e+01,3.197927680e+01,5.962879635e+01,5.433694721e+01,2.333280550e+01,3.390935581e+01,9.766023258e+01,1.879534144e+01,9.201455944e+01,6.833880112e+01,8.460258605e+01,1.359402232e+01,8.085783119e+00,6.622036029e+01,2.632843366e+01,8.556132343e+01,1.594615832e+01,7.092170989e+01,5.484438860e+01,9.130562202e+01,2.541780219e+01,6.445588483e+01,7.761851885e+01,4.025832256e+01,3.335801977e+01,9.477943431e+01
2.329161885e+01,5.148615252e+01,2.399446784e+01,8.165417010e+01,3.019711098e+01,6.656313677e+01,3.270825246e+01,1.338422030e+01,5.987671213e+01,3.797561725e+01,2.049944408e+01,4.549630800e+01,9.505490596e+01,9.117108289e+01,5.019288652e+01,8.393804439e+01,6.262792058e+01,9.855324125e+01,5.684068571e+01,6.819549465e+01,8.711060730e+01,5.387698668e+01,4.678432391e+00,9.897127327e+01,4.289690951e+01,4.746013092e+01,8.896211587e+00,1.325925310e+01,1.492138283e+00,3.629954988e+01,4.340153622e+00,1.648883901e+01,6.227197279e+01,1.413826742e+01,7.814753493e+00,8.145738711e+01,4.268576702e+01,6.942285125e+01,1.024205056e+01,6.874513976e+01,9.211939832e+00,1.915314254e+01,8.471386566e+01,3.077497466e+01,9.935615035e+01,4.606209753e+01,8.482238953e+01,7.261939701e+01,2.004757147e+01,3.962152699e+01,7.506429970e+01,9.212393735e+01,5.921181641e+01,1.230427661e+01,4.357118208e+00,7.172649919e+01,7.326988424e+01,8.436562852e+01,9.101560513e+01,6.022440897e+01,6.281185854e+01
4.513242338e+01,7.980798461e+01,4.559381151e+01,7.751343248e+01,9.402834304e+01,4.383764247e+01,9.753334079e+01,8.178519965e+01,2.185268934e+01,2.630675263e+01,3.702907414e+01,3.011720050e+01,3.122497408e+00,4.606427267e+01,5.452697996e+01,7.136376180e+01,3.291276896e+01,8.904790129e+01,7.238485384e+01,4.760684915e+00,9.387221439e+01,3.564417741e+01,4.572335467e+01,8.609515790e+01,4.261460651e+01,5.180728556e+01,3.250931852e+01,7.086820476e+01,7.810488413e+01,5.458995039e+01,7.181630657e+00,9.843945237e+01,7.380026839e+00,6.349344329e+01,7.523435188e+01,9.465076102e+01,6.541503051e+01,6.739280127e+01,5.516883494e+01,8.699308954e+01,4.084925220e+01,3.064017739e+01,9.273856991e+01,1.968055753e+01,5.904658010e+01,4.548036980e+01,8.102470000e+01,1.486725084e+00,8.618028953e+01,1.355172763e+01,4.509466958e+01,7.650138516e+01,4.482856481e+01,2.323059824e+01,6.987503951e+01,3.845223327e+01,9.584938662e+01,2.837095556e+01,1.028924197e+00,2.374074393e+01,6.298772964e+01
2.078379962e+01,3.205394486e+01,4.091195983e+01,7.554035398e+01,6.644034546e+01,3.151346846e-01,8.248685988e+01,2.466191363e+01,7.023098620e+01,8.528439887e+01,4.360516345e+01,3.326587359e+01,6.078784843e+01,1.445304958e+01,5.232841567e+01,5.726900646e+01,9.487044346e+01,7.177785596e+01,8.570763487e+01,8.461301399e+01,3.265685571e+01,9.217281806e+01,3.695049875e+01,2.759430376e+01,4.505044048e+01,6.296730528e+01,8.967337859e+01,5.105631812e+01,6.528775048e+01,4.023137664e+00,4.220056139e+01,7.095950118e+00,8.857443254e+01,1.179636770e+01,9.233602951e+01,8.956483818e+01,6.222276376e+01,9.277544167e+01,4.900984683e+01,2.246156511e+00,6.319791632e+01,5.492268979e+01,6.327862992e+01,5.169915755e+01,7.472982206e+01,2.898864165e+01,7.793344858e+01,7.613851660e+01,2.882811992e+01,8.420706282e+01,6.348212759e+01,7.479294527e+01,5.546110966e+01,4.530260534e+01,6.786590352e+01,5.492950519e+01,5.512612181e+00,8.020889778e+01,3.356090270e+01,9.686737171e+01,4.921730917e+01
3.166338530e+01,2.474338209e+01,6.801386940e+01,8.686929434e+01,1.191943647e+01,9.557396612e+01,4.882014165e+01,9.836708996e+01,4.521154976e+01,8.350069105e+01,9.316961097e+01,5.455290483e+01,8.840399165e+01,1.278000902e+01,6.310342630e+01,8.895841293e+01,6.313961802e+01,6.166160059e+01,1.543700519e+01,2.665086096e+01,7.796782538e+01,5.649453857e+01,1.122343024e+01,3.539905501e+01,3.907759805e+01,6.215844720e+01,8.100678051e+01,5.166794131e+01,3.792533137e+01,6.767937819e+01,1.694001020e+01,7.873314735e+00,3.120624002e+01,2.669727267e+01,5.111753923e+01,8.835457470e+00,5.059104930e+01,1.552916929e+01,2.817049125e+01,5.002333047e+01,2.160647647e+01,8.247655588e+01,8.912852668e+01,3.403032989e+01,4.958078713e+01,7.908673045e+01,8.663787480e+01,8.596274167e+01,8.352328413e+01,3.725748125e+01,9.441810695e+01,9.265284392e+01,7.519057572e+01,2.443929386e+00,5.409679944e+01,5.227481448e+01,4.138281025e+01,6.736374121e+01,2.587053294e+01,9.326562104e+01,3.326263062e+01
8.503105784e+01,9.568407342e+00,7.476326429e+01,5.624250631e+01,2.086629942e+01,5.749300076e+00,6.713223327e+01,7.189887490e+01,7.485852292e+01,3.769762713e+01,3.359984263e+01,5.114564166e+01,6.249407173e+01,8.520527122e+01,5.585770903e+01,8.551289290e+01,3.579475886e+01,2.264744387e+01,9.499118754e+01,5.263583473e+01,1.753013385e+00,2.114361849e+00,6.597041060e+01,1.649555214e+01,6.247844857e+01,2.121637534e+01,2.231543074e+01,3.788277329e+00,1.454630721e+01,1.692384753e+01,1.951068365e+01,8.419179445e+01,4.341224305e+01,8.694423282e+01,7.398988264e+00,2.243135105e+01,6.802644749e+01,3.261694609e+01,8.038101894e+01,1.640999753e+01,6.142423215e+01,8.708514889e+01,3.341293942e+01,6.288016247e+01,7.093267791e+01,7.301479231e+01,6.665175676e+01,6.743958763e+01,5.892768035e+01,8.759071172e+01,4.364440358e+01,1.261665045e+01,4.817421855e+01,2.950281377e+01,2.397963788e+01,6.376668868e+01,4.448911635e+01,1.287617021e+01,2.320454262e+01,8.429866053e+01,4.499185833e+01
8.809331648e+01,8.961098504e+01,6.266563762e+01,2.728901641e+01,3.249744026e+01,7.037616562e+01,7.148331899e+01,2.208728914e+01,1.956363129e+01,6.593024765e+01,2.218549253e+01,7.677680310e+01,6.117904859e+01,9.620869301e+01,5.138618926e+01,8.958467034e+00,3.414965734e+01,2.271650212e+01,8.699594024e+01,8.582016330e+01,6.082057015e+01,4.273286140e+01,6.805886877e+01,7.187950900e+01,4.247278589e+01,4.976048793e+01,4.660354218e+01,5.841464706e+01,3.833527704e+00,3.914336221e+01,6.808779521e+01,4.653401840e-01,6.209738044e+01,6.526252119e+01,6.246901363e+01,4.037210542e+01,7.100949743e+01,4.141502696e+01,9.739456112e+00,4.329235580e+01,5.853193839e+00,6.482536383e+01,3.030951006e+01,3.304782841e+01,9.989714538e+01,1.992895284e+01,4.248758154e+00,8.191279500e+01,8.290855855e+01,9.102928975e+01,6.444799151e+01,4.947056841e+01,9.979223222e+01,8.359235382e+00,8.247494351e+01,6.738904854e+01,7.957525422e+01,1.683757709e+01,9.828337010e+01,2.380283451e+01,5.712551043e+01
1.747581108e+01,3.989004450e+01,2.550034519e+01,6.116749788e+01,8.634903491e+01,5.182995496e+01,3.227015588e+01,3.868391630e+01,6.651947774e+01,1.505411138e+01,4.264318564e+01,6.374683619e-01,2.263449347e+01,7.347891652e+01,6.744317884e+01,1.713563550e+01,7.377450302e+01,9.063394036e-01,9.413013883e+00,9.818284970e+01,2.405339625e+01,4.263771511e+01,3.106620406e+01,9.086952589e+01,1.846278790e+01,3.604635589e+01,6.325498813e+00,7.352180789e+00,6.807954937e+01,9.533305607e+01,2.042844944e+01,5.454230409e+01,1.722407222e+01,3.817120892e+01,4.474287878e+01,6.386056690e+01,6.520588359e+01,1.542323644e+01,6.917446789e+00,2.969867358e+01,2.726619017e+01,1.704350036e+01,1.495101053e+01,1.503079086e+01,1.527903179e+01,4.758114068e+01,3.098572740e+01,6.811762294e+01,9.476323919e+01,8.091195708e+01,6.947067012e+01,6.952923682e+01,3.899508410e+01,6.308443180e+01,9.641953194e+01,1.002871949e+01,5.605036403e+01,5.858385263e+01,2.315008167e+01,2.179490698e+01,2.954939196e+00
2.855517115e+01,1.095326291e+01,5.854692300e+01,9.837171613e+01,1.212237627e+01,1.956425032e+01,8.850478770e+01,8.840571745e+01,8.861205283e-01,3.776282848e+01,5.152454506e+01,7.271230406e+01,9.349163855e+01,9.953208192e+01,3.676522416e+01,4.517379368e+01,1.838864321e+01,1.778796843e+01,9.862378051e+01,1.896309810e+01,6.977124654e+01,3.890988534e+01,4.850928102e+01,1.661210534e+01,8.980642992e+01,4.590254946e+01,2.477171331e+01,3.694450282e+01,1.620543605e+01,1.178780536e+01,1.917468181e+01,4.736819029e+00,4.498451139e+01,1.379158298e+01,1.617126987e+01,4.969270935e+01,4.914322861e+01,1.231240850e+01,1.743037454e+01,1.030059540e+01,1.696962912e+01,2.225828540e+01,6.253592775e+00,5.476356662e+01,2.081700899e+01,8.515417497e+01,7.287172405e+01,9.209321158e+01,2.040387573e+01,7.756645501e+01,6.281069920e+01,9.434889643e+01,3.522888293e+01,5.048112271e+01,2.898688736e+00,4.138173659e+01,5.252278311e+01,6.338618425e+01,2.064357142e+01,7.816724254e+01,8.889628673e+01
5.808062420e+01,9.376748939e+01,3.831326786e+01,4.606692065e+01,9.454421694e+01,9.082821194e+00,2.900449939e+01,5.939766026e+01,1.124525381e+01,8.959701747e+00,7.316371422e+01,3.345628894e+01,7.246394803e+01,6.315091063e+00,2.217442343e+01,5.638269012e+01,1.767954442e+01,6.876767220e+01,6.352501365e+01,2.058201742e+01,5.041356961e+01,8.419530994e+01,3.062426742e+01,5.749009506e+01,6.250336916e+00,3.399685592e+01,1.664183707e+01,4.796676623e+01,5.905138355e-01,9.389508784e+01,4.569723205e+01,7.016119904e+01,7.385457168e+01,2.944731783e+01,6.219466629e+01,4.659228061e+01,2.507789590e+01,6.476802586e+01,9.288394114e+01,3.398797824e+01,1.121161263e+01,8.035887941e+01,6.371315812e+01,3.549972366e+01,7.307712636e+01,8.872063602e+01,7.206423056e+01,5.392605858e+01,6.409110117e+00,4.188521887e+01,9.882408426e+01,3.876575866e+00,7.498918496e+01,7.795728410e+01,9.037398835e+01,8.738219634e+01,6.601367404e+01,8.118602116e+01,2.031189444e+01,9.637641982e+00,6.729340443e+01
6.166707775e+01,7.770637237e+01,4.015832273e+00,7.829908758e+00,4.445780492e+01,9.468732568e+00,9.162957996e+01,5.024989591e+01,1.597318075e+01,5.925673360e+01,5.520879810e+01,1.177088227e+01,6.546382576e+01,6.200602812e+01,2.566880726e+01,3.555276506e+01,6.766460372e+01,9.678070752e+00,3.880025428e+00,2.319848827e-01,9.361638095e+01,6.256986296e+01,6.525923649e+01,1.651700041e+00,1.164892585e+01,9.828374353e+01,2.485524753e+01,1.649143171e+01,9.181505812e+01,3.526378106e+01,4.463773045e+01,4.993712447e+01,2.279911598e+01,5.584800983e+00,2.102589192e+00,1.165650280e+01,8.973203947e+01,8.258484708e+01,9.504811464e+01,9.187060861e+01,6.167390981e+01,1.316386441e+01,4.953355512e+01,2.338455414e+01,9.860448218e+01,2.529389151e+01,3.441564404e+01,7.706330008e+01,9.810442504e+01,1.681957331e+01,2.470472532e+01,5.344258270e+01,1.530486885e+00,7.370341632e+01,1.197574786e+01,2.002389180e+01,3.612719058e+01,5.686284230e+01,3.093050375e+01,2.964771837e+01,6.881206362e+01
5.460507098e+01,1.841092802e+01,1.061098865e+01,6.909125087e+01,3.733199497e+00,6.837613289e+01,6.350461355e+01,3.168774393e+01,7.032883183e+00,9.708881203e+01,5.319941777e+00,3.054930089e+01,1.287469282e+01,3.913430931e+01,9.778403284e+01,3.680777884e+01,5.389005789e+01,1.703025941e+01,9.418265150e+01,6.253326633e+01,2.210672161e+01,1.096716618e+01,9.650413598e+01,7.247363937e+01,6.286051268e+01,3.539576027e+01,5.320578711e+01,3.640557416e+01,2.729133774e+01,1.465722577e+01,3.437282675e+01,6.960290850e+01,9.342345518e+01,3.743738863e+01,1.722210600e+01,3.361939949e+01,7.884351377e+01,6.807540622e+00,2.736094875e+01,3.619872307e+01,5.844922896e+01,5.154239834e+00,7.417407116e+01,3.217739250e+01,1.318929686e+01,7.864249196e+01,5.555914640e+01,5.619847184e+01,5.160530500e+01,4.219977315e+01,9.049271182e+01,4.274757654e+01,4.034267493e+01,1.440309232e+01,1.883085500e+01,6.927880507e+01,8.542608601e+01,4.688593838e+01,1.160637976e+01,1.284277066e+01,5.150217155e+01
