v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71
8.952114274e+01,2.331921465e+01,1.855983155e+01,6.820855756e+01,7.091355660e+01,5.592280997e+01,2.970606722e+01,1.338981428e+01,7.429441141e+01,3.022674006e+01,5.646301652e+01,1.022226025e+00,4.604195117e+00,5.242894372e+01,5.488025771e+01,8.607451845e+01,3.441199702e+00,1.250110906e+01,5.866362230e+01,8.029928910e+01,1.866985989e+01,5.142861632e+01,3.387394477e+01,5.582197179e+01,1.156418274e+01,3.696039567e+01,2.374571632e+01,1.157549306e+01,3.458537211e+01,7.969739852e+01,1.497715740e+01,7.783808383e+00,2.379257153e+01,7.349301112e+01,1.717663348e+01,2.119793835e+01,5.915044676e+01,6.948236252e+01,2.946944101e+01,1.090534851e+01,4.522413741e+00,8.530416010e+01,1.203387005e+01,6.910146252e+01,9.331736505e+01,6.293720070e+00,9.286818022e+01,4.302612777e+01,6.960906876e+01,9.600857379e+00,1.452719229e+01,2.689345801e+01,2.048788292e+01,1.502798363e+00,9.228978078e+01,8.953577841e+01,6.280624123e+01,4.819302161e+01,4.379737668e+01,1.670152128e+01,3.404473658e+01,6.883927153e+01,3.013634840e+01,8.249631265e+01,5.563933600e+01,6.852479733e+01,6.680730661e+01,1.051320147e+01,6.630011440e+01,7.197314399e+01,7.801802470e+01
3.613305309e+00,7.289415512e+01,9.341889772e+01,5.023543238e+01,3.254171286e+01,6.143059693e+01,3.367290498e+01,2.719529188e+01,7.365993561e+01,8.999647188e+01,6.477232857e+01,4.983554676e+01,9.290789662e+01,7.168555396e+01,9.270073802e+01,7.395357726e+01,8.141529704e+01,1.113383672e+01,7.171692487e+01,4.241222207e+01,5.545974752e+01,7.926518484e+01,6.306669042e+00,6.338457742e+01,6.958184009e+01,9.884260159e+01,3.939289141e+01,8.548230039e+01,7.690967035e+01,1.878665122e+01,2.844901103e+00,6.933394085e+01,5.961267295e+01,2.181506378e+01,6.968407103e+01,3.056526478e+01,9.237642059e+01,4.878941093e+01,4.032701887e+01,7.396600731e+01,5.915894001e+01,4.433695888e+01,5.511070859e+01,6.077076463e+01,7.070320567e+01,6.865716378e+01,2.926510029e+01,8.867897757e+01,4.200795474e+01,5.735194791e+01,1.255579580e+00,4.488642937e+01,2.947383884e+00,2.585959029e+01,3.133212669e+01,1.574326823e+01,3.854968258e+01,6.969450012e+01,4.159423314e+01,7.266201279e+01,5.984183547e+00,4.312337212e+01,2.457316229e+01,3.004728984e+01,4.931321991e-01,9.862287164e+01,7.911547964e+01,9.760316732e+01,3.876682459e+01,5.970547254e+01,7.712341183e+01
4.232762279e+01,8.799962710e+01,8.806740274e+01,3.386863586e+00,1.160822594e+01,2.176310763e+01,6.233960102e+00,6.773870113e+01,4.329668922e+01,5.851570126e+01,2.322601285e+01,5.334776390e+01,5.107126550e+01,2.783450934e+01,3.988285294e+01,4.041173764e+01,3.792284763e+00,7.897648333e+00,3.825558111e+01,2.720422258e+01,9.546080162e+01,5.982463284e+01,1.366050198e+01,4.555860754e+01,9.025692903e+01,6.774604195e+00,5.356215876e+01,5.101603251e+01,2.337924795e+01,2.163366295e+01,2.969835658e+01,2.481415300e+01,7.195015581e+01,8.112905765e+01,7.809436551e+01,9.978023771e+01,9.371035337e+01,9.597814288e+01,5.875738525e+01,2.769039729e+01,4.262863555e+00,9.755239202e+01,2.430854541e+01,7.201114922e+01,2.205652014e+01,3.201232954e+01,7.436102034e+01,9.945754823e+01,4.712230858e+01,1.346029778e+01,2.533143984e+01,2.404554238e+01,7.639393579e+01,6.507952524e+01,3.942687331e+01,7.314995235e+01,7.431274468e+00,2.219631242e+01,2.762642375e+01,4.926159493e+01,3.858272115e+01,3.731436263e+01,5.328802890e+01,2.336280411e+01,4.057956009e+01,6.944221158e+01,8.821281353e+01,5.951690863e+01,7.456290480e+01,6.521993699e+01,5.187055855e+00
8.154856685e+01,5.190571990e+01,8.609300532e+00,6.192336737e+01,6.556725571e+01,2.823376346e+01,3.982783121e+00,5.156985923e+01,1.179952364e+01,6.068610947e+01,1.728412975e+01,1.681870674e+01,7.885046673e+01,5.396680455e-01,8.823280792e+00,1.423240876e+00,7.093571017e+01,6.508275179e+01,7.123321897e+01,5.797928721e+01,7.771737223e+01,4.376629280e+00,7.014288335e+00,8.698441390e+01,1.142483780e+01,7.265305263e+01,2.995552296e+01,4.663634193e+01,8.067162300e+01,3.611932356e+01,2.293508666e+01,2.911035877e+00,7.090983440e+01,3.599061856e+00,4.841124380e+01,2.586796877e+00,6.426237503e+01,1.564079457e+01,1.027528452e+01,5.405403407e+01,3.609768953e+01,6.624620072e+01,8.568038911e+01,5.551235988e+00,5.350073356e+01,5.314807342e+01,2.302466118e+01,5.455149476e+01,6.906075349e+01,9.438975660e+01,6.853096359e+01,8.148447899e+01,9.169396750e+01,9.985871570e+01,7.925937330e+00,8.495800206e+01,1.737459140e+00,2.334180959e+01,7.965842139e+01,7.011657616e+01,8.275751708e+01,3.391327968e+00,5.728174881e+01,2.141796599e+01,2.262696752e+01,7.159994419e+01,2.134958762e+01,4.911637912e+01,8.153373282e+01,9.528431620e+01,3.803267644e+01
5.714992843e+00,4.421910462e+01,2.686001745e+01,8.110818754e+00,3.961513578e+01,6.075850568e+01,4.032225613e+01,8.504408187e+01,8.009589942e-01,7.456829166e+01,8.643438187e+01,5.102792295e+01,6.425822993e+01,6.051147262e+01,1.609951018e+01,7.514999160e+01,5.002110958e+01,3.503825010e+01,5.169258336e+01,5.643119974e+01,9.895226179e+01,8.531230647e+01,9.364848462e+01,2.368106854e+01,8.427113747e+01,1.457748578e+01,4.844976023e+01,8.973928682e+00,9.695119955e+01,8.858894569e+01,9.078569530e+01,5.969997395e+01,7.754280724e+01,9.355427560e+01,2.764582057e+01,4.253292011e+01,4.748138267e+01,4.557315591e+01,1.706364514e+00,3.869788354e+01,2.432902181e+01,9.745997340e+01,4.807320456e+01,4.637973834e+01,8.322059028e+01,8.261903459e+01,2.480151296e+01,7.163228604e+01,3.311117776e+01,9.362291063e+01,9.525548647e+01,2.636275249e+00,9.389121489e+01,3.803166874e+01,1.174550739e+01,6.156046503e+01,1.660645184e+01,6.498624086e+01,8.625774354e+01,8.314259068e+01,6.699585846e+01,6.161208346e+01,9.604350756e+01,5.906155536e+01,3.830832689e+01,9.267955966e+01,3.724201310e+01,4.363290205e+01,4.392540300e+01,4.485092602e+01,8.972421181e+01
9.198800922e+01,6.419982420e+00,2.187887249e+01,1.790864785e+01,6.078009616e+01,1.472318306e+01,1.038719170e+01,8.351438265e+01,6.143085814e+00,7.805808690e+01,4.966250986e+01,4.082857664e+01,5.529130626e+01,8.237396588e+00,4.960307778e+01,3.161292101e+01,9.257538220e+01,7.229643650e+01,2.974521594e+01,9.724503429e+01,7.728929803e+01,1.255773909e+01,1.893502074e+01,3.795526526e-02,7.760257498e+01,2.644164641e+01,2.650194254e+01,9.392774288e+00,2.148638122e+01,4.967878766e+01,3.182037028e+01,9.239773760e+01,5.331317068e+01,1.733869850e+01,7.891680986e+01,1.262030417e+01,2.085861135e+01,2.094385354e+01,8.107645177e+01,3.273168569e+01,3.747278561e+01,7.695048761e+01,3.953040914e+01,5.996209666e+01,8.438274997e+01,4.765831266e+01,4.001517431e+01,3.610018806e+01,9.693029877e+01,7.854653274e+01,5.477658879e+01,4.662787366e+01,8.444616254e+01,6.245638404e+01,9.416087811e+01,4.914413637e+01,1.713736853e+01,7.517733711e+01,1.402290749e+01,2.777176008e+01,3.385580698e+01,8.111802248e+01,6.092885150e+01,5.660516993e+01,4.783274156e+01,2.881968318e+01,3.203111921e+01,2.004933602e+01,6.512366677e+01,2.303384050e+01,1.229486973e+01
2.853876758e+01,7.953767675e+01,3.777316187e+01,7.685815604e+01,4.670741927e+01,2.358958148e+01,2.942780515e+01,8.807338253e+00,6.857567161e+01,2.430132161e+01,4.474242654e+01,4.904142901e+01,1.436459509e+01,7.435309692e+01,9.716890496e+01,1.546959811e+01,7.717211609e+01,6.874398461e+01,2.449980572e+01,7.021753914e+01,7.746593061e+01,4.882460280e+00,8.480248199e+01,1.484275919e+01,8.629554079e+01,3.509077046e+01,8.404494717e+01,1.831967766e+00,9.065840464e+01,6.118825270e+01,5.360072803e+01,6.026469971e+01,7.341555291e+01,5.526300466e+01,5.124423828e+01,7.546308219e+01,1.721501924e+01,8.854108582e+01,4.506735015e+01,2.255219967e+01,1.953500544e+01,7.596695280e+01,3.843204216e+01,9.953768007e+01,2.539605644e+01,8.682624167e+01,5.439746127e+01,3.793704231e+01,4.264452685e+01,2.294255045e+01,2.688433601e+01,2.604673098e+01,8.197319686e+01,2.138948794e+01,7.121817269e+00,2.062611972e+01,4.278880451e+01,2.476078301e+01,9.272036422e+01,5.780924193e+01,1.867101233e+01,2.789848819e+01,9.102311971e+00,9.257053625e+01,6.184207382e+01,3.513104833e+01,1.497664392e+01,8.360624333e+01,3.547962304e+01,5.049285547e+01,9.775461199e+00
2.196944634e+01,1.468083740e+01,3.976214182e+01,3.748008100e+01,5.873133846e+01,7.314820353e+01,2.536613058e+01,5.954064180e+01,4.397923170e+01,5.982129163e+01,1.443951898e+01,7.196642382e+01,3.371595477e+01,1.263183377e+01,9.170860655e+01,6.769691191e+01,1.010147639e+00,8.350449802e+01,9.516198695e+01,9.151775792e+01,8.798687871e+01,6.087143999e+01,5.427678788e+01,8.021615355e+01,6.520257370e+01,6.685313193e+00,8.176199670e+01,6.217494403e+01,3.525795775e+01,2.350919088e+01,9.276946640e+00,5.354507673e+01,7.239825408e+01,8.932721699e+00,3.966874616e+01,6.367540061e+01,2.612139465e+01,4.174490103e+01,3.760754741e+01,6.348916937e+01,1.407707013e+01,5.017779566e+01,7.988393597e+01,1.058499918e+01,6.192316580e+01,1.692307813e+01,6.324776530e+01,2.541074609e+01,3.776435217e+01,1.163970337e+01,5.358151259e+01,6.475504324e+01,5.548314041e+01,5.187018061e+01,9.567960535e+01,3.868490019e+01,2.241537837e+01,2.944875090e+01,5.702472724e+00,7.505331243e+01,8.594559464e+01,2.653397737e+00,4.994918376e+01,4.539327369e+01,4.602779887e+01,7.593133193e+01,8.797559092e+01,9.629353337e+01,4.702953115e+01,5.612606233e+01,1.736943643e+01
5.857136893e+00,2.636984931e+01,7.742661176e+01,8.121022088e+01,5.383162435e+01,8.071322970e+01,2.649680440e+01,1.990036260e+01,3.702351489e+01,3.835629792e+01,7.117803722e+01,9.004724285e+01,3.024895219e+01,7.443730753e+01,8.069263175e+01,6.012424219e+01,5.237454749e+01,8.371628667e+01,5.772935193e+01,8.211003023e+01,8.278916410e+00,6.116915411e+01,4.764136025e+01,2.383624366e+01,2.181165909e+01,7.505912611e+01,9.275867209e+01,9.686988416e+00,2.867254233e+00,2.768633746e+01,8.108247462e+01,4.050793316e+01,2.424421739e+00,2.060677383e+01,7.500814401e+00,6.409960311e+01,8.499225560e+01,5.404308988e+01,6.435220438e+01,8.454306552e+01,5.775568727e+01,8.947548288e+01,4.570592270e+01,6.835586728e+01,2.406739183e+01,3.345728268e+00,5.680162914e-02,3.859780654e+01,1.083098001e+01,2.072556222e+01,9.561150245e+01,6.454370414e+01,9.415974656e+01,9.385881890e+01,9.046241365e+01,8.731499238e+01,2.817579301e+01,5.364354603e+01,4.912954179e+01,6.577987166e+01,4.496361317e+01,8.622983019e+01,2.988412382e+01,1.198397097e+00,5.656878967e+00,3.470058244e+01,2.880954750e+01,7.923279229e+01,7.705385595e+01,4.412709025e+01,2.382031247e+01
1.249693606e+01,7.384616330e+01,3.696650136e+01,9.653163538e+01,9.370274774e+01,6.981184163e+01,1.828362423e+01,9.526821708e+01,2.098596531e+01,2.024539777e+01,1.052799935e+01,6.660753145e+01,8.413991426e+01,5.969023947e+01,2.551910528e+01,6.307942214e+01,5.252488343e+01,3.819400197e+01,9.741059464e-01,8.432458340e+01,6.739414124e+01,7.023216759e+01,4.194255801e+01,5.951952871e+01,6.488952498e+01,1.570678420e+01,8.545730486e+01,1.064919621e+01,5.985190983e+01,3.058695708e+01,5.510856215e+01,3.269477179e+01,1.447672814e+01,9.873780041e+01,5.567935447e+01,7.716687655e+01,1.474307599e+01,9.626342077e+01,1.955460276e+01,4.011764727e+01,9.472102466e+01,1.159888967e+01,9.765365915e+01,8.914791051e+01,6.752196336e+01,9.902491873e+01,3.360604648e+01,9.934826087e+01,2.517812267e+01,3.132183536e+01,3.066840061e+01,1.185861606e+01,5.651072647e+01,4.345313547e+01,5.347830557e+01,7.032085716e+01,5.031623894e+01,7.870183387e+01,7.365497834e+00,1.913518067e+01,1.275582379e+01,2.918142412e+01,9.238674040e+01,6.976760126e+01,2.549424740e+01,8.266669023e+01,4.793563451e+01,2.060144736e+01,5.548643350e+01,5.616513953e+00,9.246448632e+01
4.700559325e+01,7.866711170e+01,6.202015462e+01,9.548157129e+01,7.874730541e+01,5.960435559e+01,8.644815159e+01,9.899702849e+01,1.807363538e+01,9.525942240e+01,4.114128580e+01,4.129387498e+01,7.185324281e+01,1.678879624e+01,9.201768739e+01,9.294579260e+01,9.818322911e+01,4.094546963e+01,7.419131596e+01,6.148110285e+01,2.558304422e+01,1.319178156e+01,4.084195718e+00,3.805038975e+01,9.534792406e+01,6.839654946e+01,2.111416730e+01,6.938435836e+01,8.888639176e+00,3.952524454e+01,1.683070503e+01,7.227213404e+01,1.198483274e+01,5.441756568e+01,5.106888081e+01,2.210328794e+01,7.853643110e+01,3.876900801e+01,3.627168156e+01,8.831884945e+01,6.158760280e+01,3.880221563e-01,6.492127326e+01,6.433388285e+01,5.417998871e+01,9.937041966e+00,7.339822881e+01,2.472928487e+01,4.802490331e+00,1.586969783e+01,1.952367302e+01,2.379291576e+01,9.243122972e+01,3.682665789e+01,8.707361978e+01,1.681747129e+01,8.834045986e+01,8.018157114e+01,1.894832655e+00,4.219129995e+00,6.953916131e+01,5.903029394e+00,5.160389658e+01,3.873095432e+01,5.767100934e+01,8.509675891e+01,7.135848777e+00,5.885262316e+01,7.404453739e+01,7.668038367e+01,3.193289888e+01
4.974776671e+01,4.149242710e+01,1.749370353e+01,1.510351814e+01,7.241037908e+01,1.591838236e+01,2.159416249e+01,3.149321568e+01,7.274243852e+01,3.896330300e+00,8.246936198e+01,8.981482767e+01,9.430241653e+01,3.108697481e+01,4.547985988e+01,7.848123587e+01,3.115054857e+01,5.456723713e+01,5.384695258e+01,2.123752092e+01,6.627742919e+01,2.087116889e+01,2.631502444e+01,4.951033582e+00,6.786307284e+01,9.817781854e+01,2.224522109e+01,1.308744226e+01,8.601498634e+01,5.316459232e+01,8.896273072e+01,9.155050182e+01,8.850761041e+01,4.138145361e+00,5.345911658e+01,6.214114961e+01,3.043949952e+01,3.630904903e+01,4.491497450e+01,9.098028034e+01,9.539241518e+01,2.908077733e+01,6.859380536e+01,4.354687036e+01,5.974988607e+01,1.441376753e+01,7.299823307e+01,7.916519690e+01,6.403172208e+01,3.660769981e+01,8.781980047e+01,4.018742815e+01,4.783757640e+01,2.718304358e+01,1.238603431e+00,6.936962697e+01,3.410706713e+01,3.943321095e+01,5.553974320e+01,4.355421792e+01,6.416040066e+01,7.952750501e+01,8.046523126e+01,1.374829292e+01,1.309158471e+00,4.495319672e+01,3.304119886e+01,9.091792143e+01,8.217572563e+01,8.324796670e+01,9.027437725e+01
4.472565239e+01,4.156473032e+01,6.670099572e+01,4.492752069e+01,9.345003152e+01,9.667648068e+01,9.059385141e+01,1.981856324e+01,3.881045236e+01,3.588064600e+01,5.270870888e+01,2.723045968e+01,7.409551346e+01,3.384629203e+01,5.452938158e+01,1.119851047e+01,9.408558963e+01,8.483334001e+01,3.667316047e+01,6.186578461e+01,9.015492737e+01,7.175774418e+01,1.341448514e+01,6.058239730e+01,2.933982826e+01,2.753400825e+01,6.171867256e+01,7.381787371e+01,1.812019710e+01,5.647599333e+01,5.559487482e+01,9.303331658e+01,4.949681599e+01,8.792384265e+01,9.695729441e+01,6.207780160e+01,3.088700971e+01,9.586157575e+01,6.303343789e+01,8.609116518e+01,7.234110285e+01,6.409425749e+01,8.807742779e+01,4.253936318e+01,5.810433844e+01,9.845363142e+01,1.231934002e+00,3.155573230e+01,6.669708811e+01,5.655464089e+01,4.308758051e+01,8.541331533e+01,1.601225551e+01,9.548222434e+01,8.461946324e+01,7.178838913e+01,1.425552651e+01,9.585392907e+01,8.920269004e+01,6.081582743e+01,8.101664268e+01,7.627147521e+01,3.998362120e+01,2.925403465e+01,1.665399494e+01,4.641538988e+01,2.949246193e+01,2.777279506e+00,3.962067008e+01,5.968144415e+01,2.106301188e+01
7.084724575e+01,9.126839652e+01,4.729676519e+01,3.058965072e+01,7.717456433e+01,1.771025862e+01,4.851927710e+01,7.728030035e+01,6.430901769e+00,9.637888147e+01,6.279946903e+01,9.632364876e+01,3.198642695e+01,2.369161328e+01,7.873588883e+01,5.745462844e+01,9.985449268e+01,1.131014222e+01,4.560436346e+01,4.391980671e+01,7.761347498e+00,2.054581054e+01,8.237851840e+01,2.507993872e+01,7.576579376e+01,1.879218838e+01,3.859722899e+01,1.250719346e+01,8.735238211e+01,4.887297552e+01,8.663378596e+00,1.269053325e+00,9.033278624e+01,8.474671442e+01,2.834254527e+01,8.207694631e+01,4.946219814e+01,5.312454955e+01,8.354805385e+01,9.980573871e+01,7.514657925e+01,3.304582203e+01,2.740370862e+01,3.660825094e+01,7.131513307e+01,1.481860574e+01,1.901346436e+01,3.099860484e+01,8.760965264e+01,2.994080875e+01,2.074733359e+01,3.221227327e+01,6.965633977e+01,9.961216304e+01,9.158291475e+01,8.158439024e+01,2.413401725e+00,4.841881572e+01,2.334458987e+01,7.201743571e+01,8.577146462e+01,6.930142385e+01,9.814352466e+01,7.493012990e+01,3.025623326e+01,5.939692030e+01,3.328707229e+01,2.651151671e+01,2.992374571e+01,3.723635857e+01,8.613097743e+01
3.644935424e+01,2.154176527e+01,8.985124907e+01,9.359719186e+01,9.120869022e+01,2.647037326e+01,3.025351031e+01,6.845663853e+01,4.828113034e+01,1.172457822e+01,7.712410160e+01,9.490930531e+01,9.553561810e+01,8.792727240e+01,2.981057213e+01,2.777175104e+01,7.306667190e+01,3.957343892e+01,2.833513825e+01,2.677536194e+01,8.112136916e+01,3.982230751e+01,9.500533415e+01,5.127344252e+01,6.125046351e+01,9.588323271e+01,5.956596098e+01,2.957004841e+00,7.551202813e+01,5.741626436e+00,6.892482288e+01,7.985879283e+01,3.752639971e+01,7.378230196e+01,1.704822876e+00,7.856582350e+01,3.230399716e+01,8.424982453e+01,3.543743906e+01,2.972373513e+01,4.224535760e+01,7.168248707e+01,4.276109115e+01,1.334054713e+01,4.911864311e+01,4.110039252e+01,8.700638718e+01,7.535827091e+01,5.468354290e+01,2.469942894e+01,8.550378221e+01,1.212564875e+01,9.700424685e+01,7.533159159e+01,3.225262177e+01,8.750954918e+01,2.796392460e+00,4.246283162e-02,7.903086764e+01,4.656138637e+01,9.085370885e+00,6.647184778e+01,9.873939034e+00,9.877073242e+01,9.671742138e+01,1.848448058e+01,3.715536237e+01,7.774945564e+01,7.738278048e+01,1.605495265e+01,9.431365869e+01
4.192941537e+01,8.766862372e+01,9.983017561e+01,3.933665163e+01,1.225526541e+01,3.957166264e+01,1.273400586e+01,5.122217124e+01,7.646943717e+01,9.460811358e+01,6.921523535e+01,4.298903710e+01,3.490762341e+01,2.352303383e+01,9.823084446e+01,9.447682866e+01,2.225509029e+01,6.091577312e+00,6.847836147e+01,7.752437490e+01,7.167230484e+01,4.910472767e+01,2.938578839e+01,5.766880499e+01,1.552643347e+01,2.032321040e+01,3.217852074e+01,3.597058905e+01,4.910776938e+01,2.594354428e+01,2.591704870e+01,6.759480631e+01,6.542357683e+01,9.895157735e+01,5.265492415e+01,4.969504832e+00,8.744267408e+00,7.828418675e+01,7.897373193e+01,2.702667501e+00,2.120943973e+01,1.245811991e+01,2.358964340e+01,8.002286821e+01,7.700285252e+01,5.287342352e+01,5.281138574e+01,1.931638702e+01,2.450497795e+00,3.581662818e+01,5.210177152e+01,8.774675143e+00,1.782704190e+01,4.351322146e+01,3.295255312e+01,4.416249704e+01,3.713291500e+01,3.875937577e+00,2.856999419e+01,8.797375831e+00,8.656137009e+01,8.876768685e+01,6.686172017e+01,8.339059343e+01,5.332817527e+01,6.167152176e+01,7.095624218e+01,7.600401134e+01,7.175935934e+01,3.897926760e+01,7.992384368e+01
9.969345806e+01,8.446933349e+01,6.618955733e+01,2.340400445e+01,4.000752882e+01,1.261149093e-01,8.085497136e+01,5.478255399e+00,5.821109368e+01,1.964872148e+00,1.377856492e+00,8.718148904e+01,3.079917471e-01,9.558111206e+01,3.577092873e+01,6.989970255e+01,1.046339245e+01,5.103867846e+01,6.281096828e+01,6.823331774e+01,1.244520829e+01,6.820115265e+01,5.608241098e+01,4.914945585e+01,6.445351176e+01,1.009416063e+01,9.040281548e+01,1.368871208e+01,8.917921001e+01,6.305795162e+01,7.151546551e+01,4.250317584e+01,7.743217733e-01,9.172665703e+01,8.135488974e+01,4.207195024e+00,7.922428241e+01,3.565146509e+01,7.184038901e+01,1.039425841e+01,3.313987352e+01,2.499829551e+01,8.903835247e+00,1.667007620e+00,7.160294854e+01,2.335338657e+01,6.754788202e+01,9.272328835e+01,9.848370562e+01,3.740263191e+00,7.429067419e+01,7.136859107e+01,7.886424025e+01,9.250423490e+00,2.662300767e+01,8.721843654e+01,7.776861829e+01,6.334281288e+01,8.853166432e+01,3.280081218e+01,8.729189004e+01,5.669565158e+01,7.765515240e+01,6.186237956e+01,6.014148937e+01,8.243973997e+01,9.288692815e+00,2.244819686e+00,3.853450067e+01,8.386557781e+01,7.722635545e+01
1.213798731e+01,2.366758284e+01,3.048344040e+01,8.184366182e+01,1.955873185e+01,9.611792323e+01,5.174693342e+00,4.120991396e-01,9.661369474e+01,7.590272336e+01,8.631972883e+01,9.406339537e+00,1.501940426e+01,8.909648784e+01,9.499622650e+01,5.035385711e+01,5.320766410e+01,6.031769005e+01,1.846447753e+01,1.558428222e+01,3.551887938e+01,4.168024429e+01,4.669659642e+01,5.456084789e+01,5.045429219e+01,3.053643766e+01,9.014550821e+00,8.009899797e+01,5.507202131e+01,6.401234535e+01,1.881440399e+01,7.240616640e+01,8.322714558e+01,5.166236511e+01,3.723104971e+01,4.657152084e+01,1.000838375e+00,6.059571739e+01,6.762499738e+01,2.548723094e+01,9.012323543e+01,7.798987924e+01,6.293568053e+01,7.613717506e+01,4.107389245e+01,7.816226055e+01,5.535224194e+01,6.964501129e+01,9.314780709e+01,3.517396593e+01,6.759010456e+01,7.310209467e+00,3.621547043e+01,2.517775955e+01,5.122408202e+01,5.588402937e+00,7.972429975e+01,7.723793353e+01,6.306661995e+01,7.520074141e+01,7.420537664e+00,2.651750701e+01,5.205114126e+00,8.448764490e+01,6.511321216e+01,7.924911971e+01,1.876066086e+01,4.210442384e+01,6.146664359e+01,5.441142158e+01,9.829620688e+01
8.161322205e+01,7.469835287e+01,1.244604251e+01,8.227069599e+01,9.077640079e+01,5.950752031e+01,1.307834731e+01,4.526627991e+01,4.211549621e-01,3.679009983e+01,8.881144278e+01,7.411466389e+01,2.216452069e+00,8.416469348e+01,9.674524823e+00,1.926992475e+01,1.899257735e+01,4.201137793e+01,1.318941740e+01,9.681205360e+01,2.800395108e+01,3.672311229e+00,9.852154711e+01,9.588848965e+01,4.470598035e+01,6.894994852e+01,5.708520821e+01,1.595940406e+01,3.066752836e+01,9.256516800e+01,7.940346459e+01,3.228281873e+01,5.777898528e+00,3.257256492e+00,2.125587037e+01,1.159700281e+01,5.905600517e+01,5.050028816e+01,7.243834021e+01,2.485997179e+01,7.781887568e+01,6.914689354e+01,4.660243534e+00,9.399094101e+01,1.702514840e+01,1.856251146e+01,8.559960769e+01,3.417758510e+01,3.566318303e+01,9.828544723e+01,4.534969344e+01,7.487399122e+00,2.695400409e+01,9.655313343e+00,9.507658750e+01,9.224141828e+01,9.647383136e+00,7.102261918e+01,9.853704226e+00,9.219975492e+01,2.212883366e+01,2.734689259e+01,6.801910406e+01,3.571279752e+01,4.750043074e+01,9.566460509e+01,2.436667194e+01,2.855121112e+01,9.054021723e+01,9.428419418e+01,6.735110034e+01
3.319080298e+01,3.476548375e+01,6.761672344e+01,8.913409777e+01,7.625207782e+01,5.809126234e+00,7.769347735e+01,1.622609302e+01,1.866434805e+01,8.366801634e+01,6.379096280e+01,2.060920821e+01,4.856110813e+01,1.607632263e+00,7.250880156e+01,1.002543813e+01,4.261758211e+01,2.402333151e+01,9.853399446e+01,7.171721148e+01,6.911150500e+01,4.026993104e+01,6.768738876e+01,9.374613282e+01,1.896771448e+01,1.532819526e+01,3.691201331e+01,4.924894320e+01,5.287317460e+01,6.367451583e+01,8.175795286e+01,2.690387727e+01,3.106050960e+01,8.314713157e+01,2.879530274e+01,9.290338796e+01,5.099303156e+01,8.985768818e+01,8.319277681e+01,7.754176125e+01,9.487889132e+01,8.129029305e+01,3.477476402e+01,1.472211071e+01,2.385656972e+01,7.933778655e+01,9.639465513e+01,3.124617418e+01,7.298489078e+01,8.699222365e+01,4.218989983e+01,3.506423985e+01,6.806329340e+01,7.860523651e-01,4.601359359e+01,2.328891741e+01,6.700324945e+01,1.913383315e+01,3.341398219e+01,9.942315115e+01,6.584005065e+01,4.023191060e+01,7.152984554e+01,9.684955127e+01,4.934192277e+00,9.779145501e+01,5.514614035e+01,4.135972300e+01,7.711211845e+01,2.353669069e+01,7.940857435e+01
4.628756202e+01,8.702713117e+01,7.530755027e+01,5.827652429e+01,2.524872758e+01,3.798479284e+01,8.548884353e+01,8.573805623e+01,5.867752054e+01,8.686955338e+01,2.406275797e+01,2.607778073e+00,5.471775276e+01,9.474530928e+01,7.589960430e+01,5.835092092e+01,9.633228737e+01,3.857344108e+01,1.902859927e+01,8.862812097e+01,8.314529675e+01,8.684049046e+01,2.241215495e+01,3.679257382e+01,7.803467382e+01,5.554291259e+01,4.907717966e+01,8.946524033e+01,4.491980701e+01,2.932371485e+01,9.306857474e+01,7.112411035e+01,1.047253336e+01,8.970925380e+01,4.304433853e+01,3.911859881e+01,6.025068743e+01,4.578416543e+01,5.636557244e+01,1.726395541e+01,1.151542970e+01,8.115080189e+01,3.216393316e+01,1.979805911e+00,3.138421596e+01,9.355189066e+01,5.081023734e+01,1.007018194e+01,5.287156082e+01,9.427121715e+01,6.576024612e+01,4.889729824e+01,5.334914073e+00,6.833806812e+01,7.202422844e+01,4.224123644e+01,7.383194810e+01,1.500782891e+01,1.747953912e+01,5.284245441e+01,5.541795367e+01,5.115167491e+00,2.527503351e+00,3.129338154e+01,1.794110761e+01,5.098615003e+01,3.432643000e+01,1.070053354e+01,8.814219758e+01,9.880173080e+01,8.304898723e+01
