v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51
7.477599853e+00,1.884591608e+00,2.161773300e+01,1.047460055e+01,7.181881141e+01,7.858743903e+01,1.305638979e+01,4.860214712e+01,3.366168061e+01,8.362702309e+01,8.620996885e+01,8.125356179e+01,5.836831758e+01,5.721168127e+01,6.590959606e+01,8.379601202e+01,2.974553585e+01,1.013949847e+01,7.224044355e+01,3.797601824e+01,4.213403595e+01,4.044830500e+01,1.403494377e+01,5.376302595e+01,4.298696610e+01,9.021063091e-01,3.767200285e+01,1.996867506e+01,8.406791995e+01,7.312091643e+01,2.488119137e+01,9.182625195e+01,8.883099043e+01,6.940888722e+01,3.066845232e+01,1.011201938e+01,6.586498440e+01,8.809021647e+01,6.124530152e+01,4.440018873e+01,7.216267281e+01,5.690204755e+01,2.368008526e-01,2.543296568e+01,6.429501583e+01,6.970230014e+01,1.113280388e+01,1.331571638e+01,1.388957563e+01,3.699469196e+00,8.725356772e+00
1.650033589e+01,4.409693431e+01,7.696959842e+01,2.484094850e-01,6.366389741e+01,2.017946455e+01,8.804784708e+01,4.972198279e+01,3.639737374e+01,7.416334501e+01,5.725365591e+01,5.120854151e+01,4.562612962e+01,8.534683674e+01,2.102199806e+01,6.887200189e+01,7.092981445e+01,9.797521364e+01,3.383195442e+01,2.061099683e+01,2.101488638e+01,4.874768674e+01,8.471510122e+01,6.267694068e+01,7.443117498e+01,2.817002567e+01,6.490349596e+01,7.933150838e+01,2.168839333e+01,7.960119284e+01,7.610387462e+01,2.901982419e+01,2.425439566e+01,2.610468604e+01,7.688488036e+00,1.244365841e+01,6.332905529e+01,1.953490370e+01,4.090722447e+01,4.756735968e+01,8.563022566e+01,3.399955131e+01,4.123444562e+01,6.638816052e+01,7.070619159e+01,3.940065536e+01,5.868663164e+01,5.564547634e+01,9.375129168e+01,1.426784541e+01,8.064590759e+01
6.602593306e+01,8.088602862e+00,4.374057713e+01,5.598420508e+01,5.126302832e+01,8.136618761e+01,8.137696725e+01,6.902017962e+01,8.303563741e+01,6.921564616e+00,7.533723941e+01,5.656538130e+01,4.512783562e+01,4.050083775e+01,3.696051052e+01,5.764220885e+01,5.014380728e-01,3.228205060e+01,2.702663922e+01,3.523433014e+01,4.676174029e+01,9.823225666e+01,4.778381929e+01,5.392933813e+01,6.455977216e+01,6.575930004e+01,9.126785528e+01,1.081190612e+01,6.408873314e+01,6.253944078e+01,6.716904587e+01,7.235897662e+01,6.410154996e+01,3.836938890e+01,3.446384880e+00,8.719949289e+01,9.055394262e+01,7.864007611e+01,3.970706264e+01,1.524421138e+01,8.199749909e+01,1.963039027e+01,6.196444630e+01,2.942053222e+01,8.294607014e+01,5.674463892e+01,7.765380839e+01,2.300211983e+01,9.497055941e+01,1.382618802e+01,5.776596967e+01
8.234625836e+01,6.457424316e+01,9.960770009e+01,2.435523888e+01,1.602373024e+01,1.526332148e+01,5.226154687e+01,9.340321388e+01,2.487153942e+01,1.930726507e+01,5.918845652e+01,6.407209325e+01,4.626625290e+01,1.465856651e+01,8.151456609e+01,7.343606623e+00,8.291225908e+01,3.048519263e+01,7.003294749e+01,4.792327316e+01,5.742682107e+01,7.681729263e+01,3.527761335e+01,5.895131968e+01,4.219603305e+01,6.557615316e+01,5.166288691e+01,9.484012041e+01,9.954156818e+01,2.246856633e+01,7.502358555e+01,3.307575832e+00,9.138529143e+01,6.209575809e+01,7.717598721e+01,3.902870929e+01,2.600639813e+01,6.958930063e+01,9.800066988e+01,4.786316567e+01,8.458740586e+01,9.164214171e+01,6.915214263e+01,4.286005508e+01,8.729845261e+01,9.049006217e+01,1.592974173e+01,5.172693179e+01,9.114135818e+01,3.540609007e+01,6.310006805e+01
2.783036244e+01,2.858818231e+01,7.918768064e-01,9.163671319e+01,2.978751421e+00,5.008483076e+01,1.432696162e+01,3.077581496e+01,4.724902841e+01,6.531567128e+01,6.873556536e+01,3.711674719e-02,1.034467446e+01,3.451475329e+01,6.001147841e+01,8.758966153e+01,7.496806763e-01,6.619044139e+01,1.274296105e+01,7.328092944e+01,4.883468269e+01,2.507879913e+01,3.161268154e+00,8.186574234e+00,6.837552384e+01,9.712585146e+00,4.023365688e+01,2.486452691e+01,6.272553708e+01,1.488781062e+01,8.950479839e+01,8.245619179e+00,9.233797986e+01,6.593708761e+01,8.165585696e+01,5.297029792e+01,5.091808368e+01,4.146535140e+01,4.272679123e+01,3.754979979e+01,7.654263272e+01,6.796518211e+01,4.742637754e+01,7.892668770e+01,8.589644392e+01,3.642564627e+01,4.288629966e+01,9.582368078e+01,1.083096159e+01,8.694349239e+00,4.895561057e+01
4.188539091e+01,5.604493659e+01,5.489313294e+01,5.497579629e+01,6.030018228e+01,7.129531015e+01,3.696444084e+01,8.527110341e+01,3.963140160e+01,4.940979274e+01,9.621208750e+01,7.246808319e+00,2.043171684e+01,4.212517934e+01,4.342065905e-01,1.068754607e+01,4.927744644e+01,8.274587042e+01,4.381956244e+00,7.439545418e+01,7.644835898e+01,9.291814940e+00,9.175984898e+01,9.914784882e+01,2.181265468e+01,3.457617192e+01,1.151439189e+01,9.586861534e+01,6.968145098e+01,7.865975997e+01,2.166399534e+01,5.812817897e+01,4.957484192e+01,7.085862275e+01,2.176516248e+01,6.461140684e+01,6.797860646e+01,8.189364788e+01,7.239122819e+01,8.792797497e+01,1.093243356e+01,4.944070960e+01,5.978830438e+01,1.993008598e+01,8.897371366e+01,5.702479374e+01,4.806191877e+01,6.606958734e+01,3.174734298e+01,6.717715996e+01,4.668337894e+01
6.152229544e+01,1.116364455e+01,2.417693322e+01,5.516817697e+01,5.670616740e+01,4.020883122e+01,8.960246700e+01,5.827104651e+00,5.319340138e+01,7.471402861e+01,6.349544439e+01,8.669125508e+01,8.020346940e+00,4.445165614e+00,9.455097183e+00,6.482063816e+01,7.919435496e+01,4.093769040e+01,4.258021487e+01,9.769477470e+01,4.459433450e+01,4.341806300e+01,6.267240012e+00,1.226560346e+00,8.991939363e+01,8.537305309e+01,5.265122560e+01,9.212716725e+01,5.803788992e+01,3.208918112e+01,7.420831720e+01,6.436621009e+01,9.437733000e+01,8.042501993e+01,1.886864580e+01,9.536614269e+01,2.529891925e+01,2.116259347e+01,3.957678756e+00,4.423217377e+01,6.570778655e+01,5.973323095e+00,7.519033144e+01,6.672804337e+01,7.173697616e+01,5.327290953e+01,1.435019526e+01,2.791701646e+01,1.265162837e+01,4.800873130e+01,2.983213646e+01
6.091536137e+01,6.584354111e+01,9.842926769e+01,3.234427598e+01,1.978497388e+00,1.725550911e+01,7.127609708e+01,1.179517956e+01,6.199113402e+01,9.566431570e+01,8.618817326e+01,1.335172998e+01,4.671538704e+01,6.915248331e+01,5.074288733e+01,6.790900864e+01,8.597620159e+01,1.036522266e+01,7.611670839e-01,9.275472658e+01,4.604696757e+01,7.729736829e+01,9.319057923e+01,3.614637835e+01,5.520564454e+00,7.773810976e+01,5.632825104e+01,2.904054478e+01,1.624142383e+01,3.484541377e+01,1.700141015e+01,8.201548257e+01,3.966671558e+01,6.924775093e+01,1.647194867e+01,5.186348473e+01,1.421703667e+01,2.270135797e+01,8.373460613e+00,5.495772732e+01,4.438078141e+01,9.468216379e+01,6.025852726e+01,6.924881280e+01,4.052932494e+01,4.844861903e+00,8.009400161e+01,8.988329632e+01,7.398620922e+01,6.991418169e+01,1.136197054e+01
2.030111954e+01,9.819019836e+00,1.792029201e+01,6.839414038e+01,8.554544270e+01,6.728141669e+01,2.532140598e+00,4.261973826e+01,2.424243841e+01,2.386404159e+01,1.483877432e+01,9.219474786e+01,1.010098999e+00,7.082884313e+01,7.465512028e+01,2.540699899e+00,9.815511207e+01,9.336165089e+01,6.664977509e+01,5.108140586e+00,4.071772433e+01,7.885410684e+01,9.241691691e+01,7.935786740e+01,4.066171014e+01,4.179132483e+01,6.352795424e+01,5.548015875e+01,5.572642471e+01,5.482275659e+00,9.483549816e+01,4.399012189e+01,2.959623717e+01,3.072210649e+01,4.015105234e+01,9.470982732e+01,4.428592342e+01,2.760485422e+01,8.411343009e+01,4.936187052e+01,1.760313930e+01,6.908705541e+01,3.029865865e+01,5.016577975e+01,5.492369828e+01,2.187860585e+01,4.759412992e+01,4.354957384e+01,9.822308536e+01,1.969983417e+01,8.800693064e+01
7.226974402e-01,9.917253893e+01,2.569609368e+01,5.732811901e+01,9.775073827e+01,5.052955966e+01,2.654308089e+01,3.745418820e+01,2.479386736e+01,6.778014454e+01,2.099175756e+01,5.444697715e+01,7.134810041e+01,3.767679671e+01,9.999729687e+01,3.940302143e+01,2.026801110e+01,5.839606538e+01,5.588793413e+01,9.129931395e+00,7.251629659e+01,8.056129418e+01,1.916779447e+01,3.426886150e+01,1.980670746e+01,3.633874104e+01,1.847982452e+01,1.852995638e+01,1.193159213e+01,7.596328577e+01,4.322802591e+01,9.995886548e+01,2.064850916e-01,3.661185090e+01,9.208476008e+01,7.939455495e+01,3.672364299e+01,8.155798501e+01,8.283774267e+00,7.722650132e+01,3.579312393e+01,9.058739786e+01,6.508344289e+01,9.471715582e+01,5.267298712e+01,7.774791805e+01,8.393775389e+01,3.822983390e+01,9.184806034e+00,2.170755321e+01,1.875291599e+01
6.172100198e+01,5.903607949e+01,1.209928809e+01,9.514887187e+01,6.480039824e+01,7.670273999e+01,1.886718702e+01,2.894762073e+00,2.656967588e+01,2.798118054e+01,3.522460039e+01,9.670655842e+01,7.549867708e+00,2.743159372e+01,8.534149539e+01,1.739204623e+01,1.974314681e+01,5.327310749e+01,5.480161266e+01,3.669637813e+01,6.395884885e+01,5.751332573e+01,7.169596350e+01,4.422560863e+01,8.764370513e+01,2.196179491e+01,6.976633774e+01,4.597466073e+01,4.269306553e+01,1.201606163e+01,4.456423697e+00,7.065240804e+01,7.796641864e+01,1.815980123e+01,5.101471813e+01,1.834908240e+00,8.139814750e+01,2.653726233e+01,4.190788901e+01,9.579649678e+01,4.732095157e+00,8.816272466e+01,2.350673499e+00,5.961541457e+01,9.873841916e+01,7.826272847e+01,3.111999928e+01,1.445220001e+01,9.572530487e+01,7.561616915e+01,6.468709287e+01
1.444339866e+01,4.574846698e+01,4.015097388e+01,9.383402846e+01,2.316066223e+01,2.993464801e+01,6.642783442e+01,9.001060575e+01,6.231829758e+01,9.209743385e+01,5.906802213e+01,2.260413811e+01,1.445132030e+01,1.250337470e+01,2.723496343e+01,6.938888307e+01,5.245004159e+01,4.783591153e+01,4.787661562e+01,5.578072544e+01,4.522377960e+01,4.748508560e+01,7.912773782e+01,1.041020931e+01,6.789334059e+00,8.896497949e+01,8.452559000e+01,9.418568678e+01,2.482023084e+01,3.944576877e+01,4.990455501e+01,7.544279208e+01,5.367294204e+01,9.356453752e+01,1.509391245e+01,3.370810985e+01,9.188305084e+01,5.657084455e+01,6.169117281e+01,3.278595419e+01,9.632171493e+01,7.476086739e+01,5.824916066e+01,1.173329638e+01,3.845461829e+01,9.184853465e+00,5.335797337e+01,6.919476631e+01,5.507651740e+01,9.163755743e+01,7.231499894e+01
6.782131947e+01,5.523160046e+01,4.085212755e+01,1.992491296e+00,9.843198839e+01,9.711283142e+01,6.104442268e+01,4.822047511e+01,1.714518288e+00,3.334344676e+01,3.277612617e+01,4.154871863e+01,4.284788024e+01,8.043645197e+01,3.093152540e+01,2.122232209e+01,3.381436315e+00,3.860218713e+01,4.403803457e+01,9.999529968e+01,9.352825946e+00,5.143925490e+01,7.310658395e+01,8.016077218e+01,6.075653653e+01,3.158008042e+01,4.210151540e+00,8.902783402e+01,2.469841845e+01,9.953020063e+01,5.932029305e+01,8.528068106e-01,1.735593332e+01,6.951084781e+01,6.711924830e+00,8.418903057e+01,5.684130981e-01,5.851512097e+01,2.572267231e+01,7.433687749e+01,6.137519714e+01,6.305772728e+01,7.778772271e+01,5.608053165e+01,3.558874313e+01,2.213867200e+01,2.869686819e+01,3.814422178e+01,8.203631383e+01,3.757432681e+01,5.240621713e+01
6.901333643e+01,3.239855618e+01,9.470655292e+01,8.669711255e+01,9.988917856e+01,6.548631331e+01,1.514591253e+00,2.360630634e+01,1.262426251e+01,5.964695317e+01,9.697220489e+01,6.670081926e+01,5.936274013e+01,4.156882685e+01,5.234678935e+01,6.431032727e+01,5.704364122e+01,5.205319310e+01,1.360894475e+01,3.259270799e+00,2.794470939e+01,9.951054219e+01,6.703647924e+01,7.017988724e+01,7.989374172e+01,1.907563328e+01,5.340629842e+01,3.376146067e+01,5.763268486e+01,3.546812417e+01,9.590736488e+01,2.206551491e+01,2.637618214e+01,1.688686132e+01,1.522319885e+01,6.544631529e+01,5.283532780e+01,6.749375391e+01,5.814312621e+00,2.163845304e+01,4.596896169e+01,3.968589242e+00,3.227778939e+01,6.736455056e+01,3.441925147e+01,9.775017204e+01,6.842713611e+01,1.575122329e+01,3.816114958e+00,4.990100935e+01,1.393433327e+01
5.536935321e+01,8.330277067e+01,8.152267377e+01,1.086060319e+01,4.766240683e+01,7.624822371e+01,5.646879343e+01,8.952394809e+01,4.616677658e+01,5.522342484e+01,3.283332769e+00,2.339298495e+01,8.547786770e+01,4.822460566e+01,4.445839205e+01,5.581614705e+01,1.729437310e+01,6.912151206e+01,6.461211326e+01,2.827501063e+00,6.979160499e+01,2.985063608e+01,1.227625442e+01,2.525207372e+00,3.969704155e+01,2.769794452e+01,1.952681686e+01,3.876192806e+01,5.716174612e+01,5.180683092e+01,1.176985621e+01,7.385858816e+01,4.669493579e+01,6.729526617e+01,4.132466774e+01,1.401038095e+00,2.300942893e+01,3.614160097e+01,6.322317309e+01,1.191901126e+01,4.001619665e+01,9.998292480e+00,5.308846287e+01,1.916982980e+00,1.534957184e+01,6.003532241e+01,9.800996671e+01,6.445081884e+01,5.102186283e+01,2.088786173e+01,4.835206787e+01
1.163429272e+01,9.614662088e+01,7.612606388e+01,6.360132219e+01,1.797320130e+01,9.471481862e+01,7.749336418e+01,6.888612964e+01,4.996256964e+01,4.528516432e+01,9.644463058e+01,8.602134463e+01,1.900291938e+01,3.308614936e+00,4.270181599e+01,6.836157292e+01,3.374414077e+01,7.611347550e+01,7.245183144e+01,4.667986986e+01,5.061264297e+01,4.249430769e+01,4.189209625e+01,1.230244249e+01,9.686426871e+01,4.064758732e+01,1.562525123e+01,6.757159141e+01,1.000652969e+01,4.203408021e+01,3.525848854e+01,3.892584785e+01,4.269551674e+01,7.482036577e+01,4.566312544e+01,9.854695250e+01,5.835310997e+01,4.771711722e+01,8.134878978e+01,2.919768017e+01,7.018656434e+00,1.532527534e+01,8.677168526e+01,7.462911649e+01,4.331402856e+00,6.293042112e+01,6.873123613e+01,1.609987326e+01,1.230076315e+01,8.235347492e+01,7.709191868e+01
3.719542282e+01,8.030064434e+01,1.690127671e-01,2.262219713e+01,7.141188339e+01,5.357799897e-01,3.184253238e+01,8.571802197e-01,3.024318018e+01,2.622014479e+01,5.543977278e+01,9.530009114e+00,4.525258701e+01,5.054868978e+01,9.573260241e+01,6.467642823e+00,6.581880455e+01,6.946789305e+01,9.402896910e+01,7.380136689e+01,6.492775911e+01,6.137015269e+01,5.073088838e+01,2.625387958e+01,8.252142441e+00,7.760397828e+01,8.546555874e+01,3.450382717e+01,9.843132527e+01,2.403319252e+01,2.289466523e+01,3.275238560e+00,3.487258929e+01,6.633596015e+01,2.236870254e+01,6.319753614e+01,4.524088603e+01,3.172175338e+01,6.948178478e+01,1.392844074e+01,4.408418656e+01,2.216661512e+01,1.616482664e+01,6.793088682e+01,6.773884984e+01,6.470820729e+01,8.572697821e+01,7.481448970e+01,3.504384974e-01,8.269319109e+01,9.273403109e+01
8.695546431e+01,5.996918470e+00,5.912762766e+01,8.749603795e+01,3.685975946e+01,4.053579100e+01,9.600456133e+01,7.238946560e+01,1.307845740e+01,1.074852113e+01,2.086811025e+01,2.812239399e+01,7.556135331e+01,8.110384119e+01,2.444924292e+01,7.200884393e+01,1.200430533e+01,9.128087338e+01,6.904774089e+01,4.303183065e+01,4.764295198e+01,8.569901810e+00,5.089503092e+01,9.799540395e+01,9.022842609e+01,4.883895392e+01,4.046040405e+01,9.193289207e+01,9.322305229e+00,1.049581391e+01,9.504078250e+01,8.952348656e+01,1.549816890e+01,9.902799659e+01,3.606114715e+01,3.169360152e+00,2.013852388e+01,7.293605386e+01,6.823130954e+01,6.942548047e+01,6.988784985e+01,3.329491649e+01,6.618021376e+01,1.506605124e+01,2.541243131e+01,7.418917070e+01,6.771731558e+01,7.072677983e+01,2.336329356e+01,1.157010477e+01,7.329948848e+01
2.731777583e+01,9.074691895e+01,1.356662786e+01,4.111302920e+01,2.433215614e+01,4.881678694e+01,5.076379196e+01,7.899216426e+01,1.095074141e+00,8.466337071e+01,7.052573694e+01,4.687475925e+01,1.504087608e+01,4.926999378e+01,7.545785187e+01,9.499312571e+01,5.791784441e+01,8.941836471e+01,4.140103491e+01,3.266627736e+01,9.211549901e+00,2.099294766e+01,7.363509136e+01,6.607192389e+01,2.343007250e+01,5.409203037e+00,4.848178840e+01,5.621829375e+01,9.980601717e+01,1.409714963e+00,7.455721218e+01,8.855333110e+01,8.230526497e+01,8.476507441e+01,5.840845195e+01,7.236899427e+01,2.622501011e+01,4.813327300e+01,1.887016258e+01,3.909429141e+01,2.335433798e+01,6.117985130e+01,3.192324426e+00,6.571827764e+01,9.646640388e+00,4.575609519e+01,7.388698368e+01,1.108646369e+01,2.239573488e+01,3.905063143e+01,4.047204027e+01
5.903737504e+00,5.459902326e+01,9.359662572e+01,1.977260193e+01,7.477848257e+01,8.830743208e+00,5.412538748e+01,5.366845044e+01,2.258878377e+01,1.760943425e+01,1.900339727e+00,1.101506032e+01,5.895164714e+00,2.050295466e+01,2.409512940e+01,2.260399316e+01,1.346029320e+01,3.430027392e+01,1.419423116e+00,1.167803101e+01,2.982834253e+01,8.775378441e+01,3.567471708e+01,5.724255452e+01,6.333232140e+01,6.028458552e+01,4.273631621e+01,4.329093937e+01,3.650639394e+01,5.650598870e+01,4.722118811e+01,6.243679841e+01,7.141368995e+01,9.456938912e+01,9.471641486e+01,8.197009436e+01,9.399515780e+01,5.722101405e+01,9.395722881e+01,7.644935889e+01,7.730119015e+01,4.289823950e+01,1.019743940e+01,5.514542309e+01,8.973848198e+01,2.614425772e+01,9.894497366e+01,9.760764803e+01,9.052150483e+01,9.633021975e+01,2.618371096e+01
1.084791102e+01,2.640055656e+00,1.919245689e+00,8.319415373e+01,3.485021096e+00,7.749394855e+01,1.970232192e+01,8.364592061e+01,9.358223734e+01,6.698615367e+00,8.284835622e+01,7.613146693e+01,6.205998362e+01,8.747384923e+01,9.787026522e+01,2.750697369e+00,2.766765225e+01,1.561123662e+01,5.184222942e+01,8.121785883e+01,9.557612048e+01,5.304795173e+01,2.995285521e+01,6.514738209e+01,4.638915963e+01,3.833954047e+01,2.632529905e+01,8.600357616e+01,7.945394288e+01,4.690912455e+01,7.125742806e+01,3.009101197e+01,8.317628783e+01,1.505621635e+01,2.322162562e+00,3.601811624e+01,7.954326040e+01,2.156580761e+01,7.335779262e+01,8.835152433e+01,7.733528730e+00,5.295179165e+01,7.562175484e+01,4.004345346e+01,7.601005226e+01,2.890316001e+01,8.947208366e+01,1.824170928e+01,9.883624951e+01,8.410033703e+01,5.352548292e-01
7.849258585e+01,7.926020310e+01,8.035504373e+01,4.856905286e+01,9.040028943e+00,2.096387443e+01,9.243304324e+01,6.475279618e+01,2.029990127e+01,9.584852595e+01,9.112973194e+00,9.963987428e+01,5.594797076e+01,5.387423540e+01,6.619282945e+01,9.141930160e+01,8.819421315e+01,4.125359039e+01,6.514403540e+01,4.764109678e+01,8.841430571e+01,8.638761937e+01,2.547463825e+01,5.845701273e+01,6.162341233e+01,2.699529460e+01,9.729927192e+01,6.578014263e+01,7.104899826e+01,6.149970611e+01,7.763014971e+01,2.377233686e+01,2.511451731e+01,5.512429301e+00,8.468665582e+01,1.667434826e+01,8.381557301e+01,8.558916000e+01,2.468152193e+01,8.938492025e+01,9.807717175e+01,5.910118287e+01,9.678344475e+01,4.525954420e+01,5.736003101e+01,5.927502377e+01,8.657683909e+01,2.177626446e+01,3.309216656e+01,7.042804487e+01,3.092482641e+01
6.964316920e+01,6.736806071e+01,3.986416337e+01,5.535896484e+01,7.769005939e+01,8.674095608e+01,3.596538974e+01,5.557236172e+01,8.283083160e+01,4.682102151e+01,6.189113430e+01,7.905219563e+01,7.025319905e+01,6.677591906e+01,6.578537402e+01,1.056905825e+01,2.848874883e+01,9.253122531e+01,4.734144186e+01,3.062954649e+01,2.528116449e+01,8.648485679e+01,6.151499989e+01,1.619113016e+01,7.612021546e+01,6.036937863e+00,8.960693667e+00,8.525587582e+01,3.101748269e+01,8.025669649e+01,3.903850867e+01,1.885479819e+01,3.404897980e+01,9.489083131e+01,6.402129974e+01,6.185350916e+00,5.004352195e+01,8.580337900e+00,1.624151416e+01,2.906812967e+01,6.481411121e+01,2.271078936e+01,9.207890630e+01,9.792563627e+01,9.959675159e+01,9.715313114e+00,8.462173745e+01,4.536848630e+01,9.056051812e+00,7.025948088e+01,7.568520261e+00
1.690879296e+01,4.673422794e+01,5.686514066e+01,2.456843024e+01,5.056381915e+00,5.739546646e+01,1.999064428e+01,8.868495597e+01,9.367246575e+01,8.074916352e+01,8.982574827e+01,9.511407814e+01,5.500582912e+01,9.994554384e+01,5.258401415e+01,8.706604471e+01,9.952253269e+01,2.190519000e+01,2.730746148e+01,2.332204668e+01,2.029615982e+01,5.856285474e+01,1.876426962e+01,7.250094935e+01,4.153285203e+01,3.195805262e+01,4.489976644e+01,7.381464745e+01,4.406474540e+01,8.450328893e+00,4.947316351e+01,9.200432667e+01,7.176975657e+01,7.829130634e+01,4.331827851e+01,7.170119410e+01,3.505467742e+01,5.964036634e+01,6.741279850e-01,1.573501416e+01,7.296928150e+01,3.530493875e+01,7.344347750e+01,4.227774267e+00,3.830877423e+01,5.117736012e+01,4.818016299e+01,1.757915427e+01,6.332852757e+01,4.551693052e+01,3.181932702e+01
6.143002826e+01,2.756964971e+01,1.536804474e+01,2.707291173e+01,9.273565387e+01,4.093079521e+00,3.601777854e+01,3.403137915e+01,9.395902614e+00,1.817613251e+01,2.474976151e+00,1.681692118e+01,4.579325150e+01,5.088765352e+01,2.115924761e+00,5.120357709e+01,3.094237961e+01,1.867963292e+01,8.832471168e+01,3.738484178e+01,9.780330101e+01,4.664444968e+01,6.722054593e+01,5.209540515e+01,9.059836733e+01,1.579849747e+01,7.596105319e+01,4.848533101e+00,3.641619065e+01,4.175191011e+01,4.079606794e+01,2.241308105e+01,5.403200961e+01,4.799095949e+01,1.200867925e+01,9.875782963e+01,5.211055513e+01,7.234921276e+01,6.966550778e+01,3.351160456e+01,6.862302933e+01,5.131874316e+01,1.552291907e+00,9.250402710e+01,2.754921414e+00,9.639572997e+01,4.125565573e+01,1.587030780e+01,3.110254855e+01,9.562180693e+01,5.259542325e+01
2.548431849e+01,4.311475568e+00,7.423631831e+01,7.956612759e+01,8.691566034e+01,1.784224444e+01,8.186846196e+01,8.591701279e+01,9.879659991e+01,9.322751585e+01,1.638208846e+01,4.352746218e+01,6.088998377e+01,8.922132226e+01,2.564673743e+00,1.006247051e+01,2.735398007e+01,2.115077159e+00,4.109078426e+01,5.417860271e+01,7.907656994e+01,1.868306724e+01,2.031999486e+01,9.853094586e+01,6.649824359e+01,4.081279495e+01,3.464931429e+01,7.460324421e+01,5.595617873e+00,4.059035622e+00,5.444287779e+01,2.923449878e+01,1.039014816e+00,5.345344439e+01,7.331505784e+01,7.125968935e+01,7.911341090e+01,2.344387170e+01,3.101623316e+01,7.149323121e+01,7.403005657e+01,7.696003749e+01,9.589162608e+01,8.579425287e+01,1.656202747e+01,6.233943044e+01,2.594437381e+01,5.822081895e+01,4.230798245e+01,2.729943673e+01,7.745142556e+01
4.709951775e+01,9.501520323e+01,1.153546247e+01,9.348950295e+01,3.790215351e+01,2.509257505e+01,1.755537671e+01,5.695352479e+00,1.286859975e+01,5.473571197e+01,9.580799160e+01,3.084650160e+01,1.959482048e+01,7.542132828e+01,2.277130681e+01,9.403185663e+01,3.838034865e+01,7.182470651e+01,7.739894551e+01,2.144472589e+01,2.904469915e+01,1.417597908e+01,2.008873346e+01,2.310894147e+01,9.856249807e+01,8.413430975e+01,4.085948672e+01,6.319033564e+01,6.492906499e+01,7.636710838e+01,4.526956594e+01,1.090961937e+01,3.358804599e+00,7.051715507e+00,8.361106834e+01,7.166004739e+01,2.549486235e+01,8.729897961e+01,3.207142339e+01,1.396430354e+00,9.536435406e+01,9.888198955e+01,4.844027549e+01,4.709910602e+01,4.865969192e+01,7.556730476e+01,3.817741459e+00,1.415351673e+01,8.237471295e+01,8.227365037e+01,9.048471853e+01
5.894787589e+01,1.418070252e+01,5.850526544e+01,9.826052722e+01,6.324400087e+01,8.049878621e+01,5.488493957e+00,5.338990539e+01,3.001797991e+01,8.172588586e+01,7.222316010e+00,1.253800008e+01,5.792155575e+01,6.739186213e+01,8.961298020e+01,1.556220180e+01,9.641301484e+01,7.097651523e+01,6.506612249e+01,7.827401919e+00,5.279715913e+01,4.190575048e+01,4.926843635e+01,8.742982966e+01,6.420488446e+01,5.525096110e+01,2.318646178e+01,9.514774962e+01,3.417464364e+01,4.002734028e+01,9.429764520e+01,1.211215989e+01,1.565869164e+01,4.789929919e+00,1.979639058e+01,3.094146362e+01,5.209844357e+01,6.481947125e+01,6.255743303e+01,5.858899574e+01,1.335449714e+01,8.738715436e+01,7.630478085e+00,7.046344203e+01,5.664555487e+00,9.012242349e+01,2.853639229e+01,9.511274758e+01,1.795639087e+01,7.303767447e+01,3.818264590e+01
1.875941445e+01,6.460492983e+01,4.320567464e+01,2.840407367e+01,1.960270850e+01,7.066303160e+01,9.372808206e+01,6.667699667e+01,8.058095379e+00,3.230588899e+00,5.022104035e+01,4.508425689e+01,6.171734350e+01,1.267926823e+01,3.020078018e+01,4.312222492e+01,4.350489787e+01,8.801138587e+01,8.321251713e+01,3.676319071e+01,1.426299275e+01,6.961735246e+01,5.316118317e+01,8.548974249e+01,8.883013120e+01,1.489725390e+01,3.958194155e+01,9.530380770e+01,5.335227691e+01,4.747981499e+00,9.431630620e+01,5.426600806e+01,5.177576203e+01,2.122006242e+00,3.969437192e+01,4.630307027e+01,5.656614488e+01,9.912435441e+01,7.718446862e+01,9.223313456e+01,7.639588090e+01,7.173520643e+01,1.766006755e+01,1.416789822e+01,4.136151844e+01,6.657347148e+01,9.609881976e+01,9.682500609e+01,3.332814545e+01,2.465560915e+01,9.936462878e+01
8.401133447e+01,9.036753665e+01,4.510738095e+01,4.868439610e-01,1.130963670e+01,6.846813279e+01,2.550707466e+01,9.450790056e+01,3.839993562e+01,8.589565109e+01,8.084317869e+01,8.037122600e+01,2.631850308e+01,7.879884330e+01,5.574147385e+00,7.247097892e+01,2.222938841e+01,6.642161974e+01,4.240896528e+01,2.963619531e+00,9.922869580e+00,3.974216711e+01,3.744913003e+01,4.522128402e+01,9.576731976e+00,8.056235105e+01,9.393521600e+01,5.739833086e+01,1.216971196e+01,3.539880847e+01,6.520864370e+00,1.333321690e+01,1.799307382e+01,7.558296929e+01,6.532015182e+01,5.628039006e+01,2.365077691e+01,7.884966080e+01,2.516118629e+01,8.225354386e+01,5.887479717e+01,1.976515055e+01,9.007747624e+01,8.364164477e+01,9.522389846e+01,3.827158032e+01,8.973267353e+01,4.511732581e+01,8.636042349e+01,7.028714872e+00,1.935712576e+01
