v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33
8.526702055e+01,6.385379695e+01,7.071703272e+01,7.273811888e+01,6.089018989e+01,3.483431244e+01,5.071827867e+01,9.030728059e+00,9.799272188e+01,2.024423606e+01,7.952790297e+01,7.283870718e+01,6.809050129e+01,3.973416782e+01,9.876572946e-01,2.949742777e+01,3.383887780e+00,6.718547059e+01,5.717604955e+01,9.261168960e+01,2.319964976e+01,3.042514942e+00,9.076214446e+01,6.958873294e+01,1.067833629e+01,7.646463222e+01,8.592779666e+01,2.236485083e+01,4.141048316e+01,5.546225289e+01,6.196626778e+01,1.817684683e+01,1.604476013e+01
9.802485675e+01,3.901562220e+01,1.885441401e+01,8.732658738e+01,4.559782528e+00,5.981240577e+01,6.124638080e+01,8.117075427e+01,7.573401429e+01,7.408455567e+01,6.011647765e+00,6.893722839e+01,1.833683162e+01,3.557915729e+01,6.964968131e+00,4.739183364e+01,3.146196796e+01,8.895403454e+00,7.846012296e+01,4.791984326e+01,4.864726520e+01,7.751190383e+01,8.856853845e+01,4.988551681e+01,4.280147310e+01,6.632469891e+01,4.999813668e+01,4.429033308e+00,9.019527367e+01,4.179382945e+01,9.677519711e+01,3.386441538e+01,4.022866936e+01
1.456225477e+01,2.024983029e+01,2.338231864e+00,1.059232592e+01,2.847057106e+01,2.861599200e+01,3.421926719e+01,8.134581846e+00,8.146746695e+01,4.583258562e+01,4.425943309e+01,3.975710436e+01,1.549387362e+01,8.049019744e+01,6.520968457e+01,6.515110488e+01,9.488073097e+01,3.644161207e+00,1.621259381e+00,6.353499472e+01,9.575558485e+01,3.720692957e+01,2.577312741e+01,8.197956311e+01,5.387726320e+00,2.357974415e+01,5.702866330e+01,5.017866638e+01,9.934340967e+01,3.346163538e+01,6.564900841e+01,3.098687754e+01,3.594710630e+01
7.327283064e+01,7.924231924e+01,7.551020577e+01,3.707359672e+01,2.918167287e+01,5.703534512e+00,3.593820948e+01,4.887869975e+01,7.231581503e+01,1.509067949e+00,3.042194895e+01,5.126070490e+01,1.321036924e+00,5.488919475e+01,6.316825409e+01,2.355979325e+01,5.526288346e+01,3.924808532e-01,1.312461727e+01,3.376560591e+01,5.236000762e+01,4.747522751e+01,4.149575089e+01,4.077722322e+01,3.610654205e+01,2.028579486e+01,9.383888815e+01,7.928868244e+01,7.324010714e+00,8.505303187e+01,6.230363790e+01,2.882042388e+01,8.944515187e+00
3.239166640e+00,5.325656680e+01,3.811304654e+01,6.680267371e+01,7.587804106e+01,2.224575358e+01,3.086075861e+01,5.974129454e+01,3.861679184e+01,9.839411278e+01,7.140620009e+01,6.769821376e+01,7.763487749e+00,1.477260943e+01,9.672184838e+01,3.235939590e+01,3.619446432e+01,7.146363598e+01,6.106847313e+01,6.659900225e+01,4.125665186e+01,8.800793168e+01,1.786134019e+01,7.755970899e+01,1.089080601e+01,9.141430979e+01,8.206691714e+01,5.743882212e+01,5.969208818e+01,6.779375934e+01,6.424447763e+01,2.792037708e+01,2.789063959e+01
1.921465769e+00,4.076543204e+01,1.196796922e+01,6.375194985e+01,1.839634338e+01,5.261058151e+01,2.840280041e+01,7.791296958e+01,2.387469451e+01,1.589273051e+01,1.392940980e+01,7.448963851e+00,2.281982014e+01,3.990921253e+01,4.230754354e+01,1.602778507e+00,7.393764677e+00,3.553669629e+01,4.822965271e+01,1.748806425e+01,3.566980185e+01,9.950327744e+01,9.608220140e+01,9.347377229e+01,5.863998314e+01,6.840418230e+01,2.250312620e+01,8.171309976e+01,9.854326976e+01,7.177529695e+01,7.077585325e+01,4.489194480e+01,5.736027909e+01
3.915621461e+01,8.118925882e+01,9.692136790e+01,7.105390495e+01,1.514262366e+01,6.322024582e+01,8.985763135e+01,7.745435413e+01,3.467241939e+01,3.947718838e+01,2.381761722e+01,7.681018338e+01,6.771732545e+01,4.944457139e+01,8.713863222e+01,6.485710746e+01,8.673592240e+01,3.658771932e+01,8.507658037e+01,7.077057891e+01,3.147211760e+01,2.626294631e+01,6.238738949e+01,5.946867863e+00,9.926452130e+01,8.401603686e+00,6.831982791e+01,4.317481712e+01,3.746105945e+01,6.430188575e+00,9.374938213e+01,4.152948681e+01,5.195212296e+01
5.398497902e+01,3.473710129e+01,4.638912261e+01,7.736617918e+00,3.834131561e+01,2.059827147e+01,4.147404692e+01,1.144555797e+01,9.980550820e+01,9.055054668e+01,7.023767145e+01,2.945137362e+01,8.330403201e+01,6.095373009e+01,7.499094696e+01,5.899324536e+01,7.903162691e+01,7.842080999e+01,8.673807636e+01,3.207014735e+01,5.335083546e+01,6.061829264e+01,9.073943505e+00,6.336586946e+01,2.323422461e+01,8.635193600e+01,3.013776514e+01,5.215117339e+00,7.939204688e+01,8.289561027e+01,1.068012823e+01,4.166110061e+01,3.450093552e+01
9.535089772e+01,1.556600975e+01,7.434612910e+01,1.041870996e+01,6.967361916e+01,4.493220619e+01,6.226836403e+01,3.510477373e+01,9.040531405e+01,4.005733642e+01,7.573701100e+01,2.392437919e+01,4.019703158e+01,5.893626005e+00,4.795415021e+01,8.247481170e+01,4.991130227e+01,3.836007368e+01,6.703676791e+01,8.674488258e+01,5.112654274e+01,6.470442751e+01,8.757514768e+01,9.075628483e+01,5.113557824e+00,3.191944490e+01,8.114983857e+00,2.734432869e+00,3.240185014e+01,7.695973201e+01,9.526774057e+01,1.988606535e+01,8.345755297e-01
3.823556905e+01,9.857899261e+01,6.265197918e+01,3.245083302e+01,3.578037580e+01,9.548225669e+01,2.145865317e+01,9.055745808e+01,6.040026550e+01,4.927518523e+01,3.227643906e+01,6.920882351e+01,8.261295681e+01,5.248199258e+01,7.316830625e+01,3.417416121e+01,7.646611701e+01,9.104498308e+00,8.431979894e+00,6.075837588e+01,1.984500362e+01,7.537055752e+01,6.646034227e+01,3.725596661e-01,4.923692584e+01,3.421959510e+01,5.917220769e+01,9.552421875e+01,2.457311986e+01,4.405188355e+01,5.224639569e+01,9.327298525e+01,5.956488109e+01
3.400203530e+01,5.532164354e+01,8.776348032e+01,5.042756342e+01,5.084061039e+01,3.898000867e+01,4.601255214e+01,8.360059423e+01,8.793470288e+01,6.445564225e+01,4.992542699e+01,8.126720798e+01,2.242600211e+01,2.820070668e+01,9.525452524e+01,7.205132180e+00,2.660843062e+01,8.708879419e+01,2.740701122e+01,1.753736679e+01,6.375626151e+01,7.642299234e+00,7.592782553e+01,1.444159788e+01,8.991547257e+01,3.058194420e+01,4.983873849e+01,7.629658202e+01,1.496934484e+01,3.733108496e+00,7.979020557e+01,9.131799525e+01,1.793652912e+01
2.772201635e+01,4.410681531e+01,3.310928503e+01,5.286795560e+01,4.197370971e+01,1.396072743e+01,8.326453060e+01,9.870410844e+01,9.972617653e+00,6.951216184e+01,3.964429383e+01,4.224230591e+01,1.689437609e+01,7.730160797e+01,6.216264231e+01,3.367412870e+01,9.540059023e+01,2.752298463e+01,6.351678677e+01,8.593061631e+01,8.576328923e+01,2.478772247e+01,7.607418444e+01,1.536705085e+01,3.209932860e+01,6.551347701e+01,6.718337659e+01,2.501233129e+01,4.694964953e+01,5.100080207e+00,5.325012981e+01,1.101322219e+01,7.877736435e+01
7.653277476e+01,8.922589502e+01,1.077130360e+01,4.412460080e+01,4.329415186e+01,4.146406758e+01,3.510509419e+01,7.903226562e+01,5.618971550e+01,7.747480485e+01,2.862795162e+01,5.771478504e+01,8.479396001e+01,1.898415082e+00,2.796547369e+00,2.806290412e+01,2.039140519e+01,8.727200934e+01,1.763133906e+01,6.090454805e+01,2.807345801e+01,1.254942579e+01,2.757694798e-01,2.863147917e+00,3.959838527e+01,4.150511459e+01,1.193926715e+01,9.759252931e+01,9.543749975e+00,7.647894016e+01,1.716410226e+01,8.277376029e+01,9.852743466e+00
7.371314477e+01,7.829168150e+01,4.027345877e+01,7.293322778e+01,1.656390904e+01,2.955767724e+01,9.847873559e+01,7.453377505e+01,5.065869575e+01,1.896331222e+01,7.555205103e+01,8.147380791e+01,7.785497907e+01,7.137995494e+01,2.089974077e+01,5.672981724e+01,3.414012633e+01,8.898319715e+01,2.278387943e+01,3.230726063e+01,2.983406519e+01,1.895385841e+01,7.225945041e+01,9.572357912e+01,9.575483456e+01,3.888796685e+01,2.997472829e+01,8.738760499e+00,8.625756436e+01,7.751597923e+01,4.339648979e+01,6.721264336e+01,3.312669545e+01
4.486449519e+01,4.703874999e+01,5.404516469e+01,4.969234230e+01,5.890295245e+01,1.995342221e+00,9.339585762e+01,4.215412111e+01,2.629017187e+01,3.140217197e+01,4.384030121e+01,2.134786629e+00,7.907828384e+01,9.477328576e+00,4.109102469e+01,5.600257994e+01,2.491416603e+01,4.221318605e+01,3.414110334e+01,5.460031876e+01,8.893847315e+01,3.119835575e+01,8.312244127e+01,4.121140209e+01,3.595657621e+01,7.244316589e+00,5.424707859e+01,9.219683880e+01,3.568225834e+01,1.552761902e+01,4.019972731e+01,4.614655266e+01,3.586286034e+01
4.608298679e+00,6.028446634e+01,2.701252120e+00,9.081893152e+01,4.389529660e+01,3.168829198e+01,1.130239637e+01,4.960262928e+00,5.625347439e+01,2.557280502e+00,3.844011757e+01,1.008669536e+01,8.563670929e+01,6.136646322e+01,2.168748860e+01,3.273591193e+01,6.533744869e+01,5.856109682e+01,9.468233758e+01,3.048606029e+01,8.014328618e+01,7.146947522e+01,3.272834154e+01,3.340629929e+00,3.090062275e+01,7.581821398e+00,8.577595524e+01,2.527801102e+01,8.049040252e+01,2.906038548e+00,8.279232395e+01,2.064554031e+01,7.653864802e+01
8.406017133e+01,5.866566907e+01,9.083895038e+01,5.304785440e+00,8.770153074e+01,5.276825409e+01,6.809244084e+01,8.456762802e+00,1.478558751e+01,4.948078937e+01,9.358333589e+01,3.363606560e+01,5.911059160e+01,6.749690826e+01,6.712256305e+01,4.946098466e+01,3.315550047e+01,8.704240417e+00,4.344590498e+01,4.378648134e+01,4.772916859e+01,6.773906184e+01,2.971596260e+01,2.757836140e+01,7.557867994e+00,2.710916846e+01,7.683943285e+01,2.897112947e+01,6.433591065e+01,8.465666998e+01,3.052068787e+01,1.503897650e+01,6.577857748e+01
2.843603835e+01,3.549213424e+01,7.539845902e+00,2.944073463e+01,8.090697550e+01,3.905394087e+01,9.613123490e+00,2.509500208e+01,3.571730251e+01,4.783551926e+01,1.586430259e+01,9.163632588e+01,9.694709560e+01,4.171381597e+01,1.836518545e+01,8.814985690e+01,8.806248118e+01,8.736190761e+01,6.082325123e+01,3.774583841e+01,7.406658836e+01,5.865737269e+01,6.293348014e+01,9.194922003e+01,2.950546512e+01,3.503124172e+01,6.606071994e+01,9.529405919e+01,4.251012925e+01,3.725125742e+01,3.067879925e+01,2.294594445e+01,5.083374845e+01
5.730353853e+01,8.880674738e+00,6.183706278e+01,4.137165802e+01,4.087446580e+01,8.704333709e+00,2.425857943e+01,6.329184533e+01,2.438856685e+01,6.852199385e+01,7.405969610e+01,8.870676569e+01,1.203909527e+01,3.024370990e+01,7.169245362e+01,4.522995193e+01,3.047070874e+01,2.777387963e+01,6.576813057e+01,8.572287826e+01,3.366743165e+01,1.055010419e+01,9.491050700e+00,7.074222286e+01,9.048586644e+01,4.916156510e+01,6.171365689e+01,5.816018067e+00,8.711693841e+01,8.407784274e+01,5.715836594e+01,5.088885070e+01,3.613217956e+01
5.312909278e+01,3.002397750e+01,2.203092636e+01,4.571621602e+01,9.725110859e+01,1.975148396e+01,7.221878075e+01,9.436371740e+01,1.062750733e+01,7.072434255e+00,4.340228735e+01,4.878195586e+01,2.225009315e+00,9.444633636e+01,8.289699965e+00,2.563392930e+01,5.858965600e+01,6.275947664e+01,3.611247130e+01,9.939130670e+01,5.519291454e+01,9.634196263e+01,6.539187602e+01,6.282829714e+01,5.268380761e+01,8.071343475e+01,2.855878894e+01,2.514631118e+01,3.785262332e+01,3.534850931e+00,9.298988989e+01,7.335613993e+01,4.124074837e+01
8.578575401e+01,7.951375940e+01,2.070430176e+01,8.989262600e-01,8.647108515e+01,6.863104840e+01,5.972808265e+01,8.671827435e+01,6.142692906e+00,1.872670413e+01,4.510677276e+01,8.162582837e+01,8.932414195e+01,9.272841014e+01,9.947826298e+01,2.272907353e+01,8.003948208e+01,5.459415359e+01,6.842714302e+01,7.594692761e+01,9.586385464e+01,5.948022732e+01,5.074258735e+01,2.349081923e+01,6.310835069e+01,2.741348997e+01,6.879750619e+01,8.607268342e+01,4.130933217e+01,8.427057295e+01,5.903271385e+01,4.532274576e+01,2.183622981e+01
7.767932639e+01,3.614441202e+01,8.579656998e+01,9.000211432e+01,2.817019168e+01,9.024359986e+01,9.304537715e+01,7.191152959e+01,1.925930991e+01,4.069126547e+01,6.932505487e-01,2.762777844e+01,7.478261147e+01,8.489228913e+01,2.025632552e+00,9.553965300e+01,5.111784835e+01,9.747799611e+01,5.760091932e+01,1.678705681e+00,8.700548789e+01,6.944248565e+01,3.797200573e+01,2.128505939e+01,1.138492792e+01,2.515213786e+01,3.872966125e+01,6.579918970e+01,1.388228809e+01,8.808687984e+00,4.238745238e+01,1.253016381e+01,1.565298464e+01
6.451462610e+01,1.855297533e-01,9.633882423e+01,1.281127967e+01,1.092119771e+00,9.337333570e+01,3.074865267e+00,1.430915179e+01,1.495340176e+01,1.004478353e+01,1.747954755e+01,1.777043734e+01,7.850786457e+01,3.940478979e+01,9.098487587e+01,7.943851711e+01,2.436592907e+01,9.705673132e+01,1.115750435e+01,7.060977633e+01,7.618549158e+01,8.567375088e+01,6.123638188e+01,4.998561154e+01,4.611718911e+01,1.063241074e+01,4.972226323e+00,7.643348634e+01,7.534625986e+01,3.950756493e+01,8.735446690e+01,9.678648936e+01,7.159315399e+01
2.569185272e+01,5.910993279e+01,6.027935203e+01,1.886713321e+01,5.556251530e+01,2.735223753e+01,7.340482997e+00,2.783094525e+01,4.090120163e+01,7.606266249e+01,3.954231032e+01,2.580009572e+01,4.282315431e+01,6.582449259e+01,6.387553277e+01,5.442976225e+01,1.822191765e+01,8.063295158e+01,3.947815505e+01,2.325066654e+01,6.337280777e+01,4.753002254e+01,8.032303589e+01,4.563083842e+01,3.728874451e+01,8.474450721e+01,6.927782119e+00,3.884636495e+01,5.635396489e+01,1.771612303e+01,8.582490653e+01,1.095388361e+01,9.156329428e+01
5.275693575e+01,8.934049306e+01,6.222134259e+01,8.159456626e+00,8.022659402e+01,9.303684453e+01,5.655266073e+01,1.893723703e+01,9.018796628e+01,7.907317714e+01,7.547264989e+01,4.383598845e+01,8.540574725e+01,5.631580336e+01,9.655916487e+01,2.795172803e+01,4.381477582e+01,2.100329635e+01,6.904633492e+01,8.061971225e+01,5.354001098e+00,1.695584863e+01,5.680119389e+01,9.352647346e+01,6.906377591e+01,6.563613011e+01,5.622766177e+01,4.447259707e+01,9.812173153e+01,2.552014251e+01,2.363894407e+01,9.398205541e+01,8.166610108e+01
9.574600585e+01,2.086846651e+01,4.541953648e+01,8.814007600e+01,5.837995494e+01,1.910867799e+01,1.123011665e-01,7.781567464e+01,4.882426320e+01,6.782924200e+01,8.900590345e+01,1.130907767e+01,2.142801954e+01,4.072742854e+01,8.706421246e+01,4.312315986e+01,3.486521186e+01,3.456961115e+00,3.444666506e+01,3.534058763e+01,6.365131895e+01,1.470622555e+01,7.411978033e+01,3.848912824e+01,2.153489447e+01,4.167911534e+01,5.204650748e+01,1.093503677e+01,2.217481575e+01,2.403470484e+00,8.988343283e+01,8.724511935e+01,9.329485156e+01
5.106899041e+01,3.926576290e+01,9.383553871e+01,3.549300089e+01,5.340337949e+01,1.940470965e+01,2.583002030e+01,5.413314966e+01,2.117303021e+01,3.735913318e+01,9.092411947e+01,8.103562663e+01,2.642892185e+01,1.424161550e+01,7.755714666e+01,4.658364181e+01,1.886364125e+01,3.881789320e+01,3.115845745e+01,8.484708809e+01,8.808880037e+01,5.437142776e+01,5.844638157e+01,7.539881957e+01,4.534739999e+01,2.435181103e+01,8.675068890e+01,7.797932006e+01,6.307890260e+00,1.055398581e+01,3.906674068e+01,5.288859976e+01,1.109938888e+01
7.365433022e+01,9.296913198e+01,9.971124349e+01,3.640560030e+01,5.070478792e+01,9.041927129e+01,6.550899193e+01,1.266566678e+01,3.889171239e+01,3.456857722e+01,6.789667184e+00,1.368495422e+01,4.803663325e+01,1.072634138e+01,1.665124879e+01,1.594490889e+01,8.629160795e+01,5.913018253e+01,5.179101952e+01,1.539714196e+01,8.451350308e+01,7.315052147e+01,7.923421956e+01,9.628272529e+01,1.807991044e+01,8.738298298e+01,2.199697514e+01,3.519758029e+01,7.551471901e+01,1.743941227e+01,5.455004593e+01,3.474134714e+00,9.125120701e+01
2.438858103e+00,1.093946065e+01,2.716742080e+01,6.618904501e+01,8.751366607e+01,1.124826199e+01,4.709186426e+00,6.749474048e+01,3.385397999e+01,9.817065814e+01,3.196853960e+01,7.640767219e+01,7.849322644e+00,8.096925806e+01,5.782901989e+01,3.190870344e+01,2.018341059e+01,7.175946475e+01,5.802563789e+01,4.309956767e+01,8.931094385e+01,2.074784383e+01,8.087106926e+01,9.768038215e+01,2.440481920e+01,9.492356276e+01,6.828519943e+00,6.102148121e+01,7.577195051e+00,7.083948210e+01,4.699968173e+01,5.564180992e+01,6.654201247e+01
4.028036503e+01,3.786804889e+01,2.515468832e+01,9.944646768e+01,8.987143729e+01,8.778222102e+01,5.087789639e+01,8.766706861e+00,6.600948155e+01,3.417108622e+01,8.157086142e+01,7.971593394e+01,1.564611188e+01,5.263763556e+01,8.200473395e+01,1.688011959e-01,1.134250451e+01,7.135536455e+01,3.083459738e+01,4.186933644e+01,7.550237357e+01,5.202272085e+01,9.306366588e+00,3.215416503e+01,5.878798552e+01,5.595000062e+01,8.620358734e+01,5.203160519e+01,8.637621072e+01,8.683519658e+01,9.147078057e+01,3.583918630e+01,1.493634353e+01
1.446680056e+01,4.711403592e+00,4.460549666e+01,2.200872416e+01,7.624308476e+01,6.478379038e+01,2.055137947e+00,8.693617396e+01,9.772728123e+01,5.334778422e+01,8.236772351e+00,6.230899689e+01,1.904403163e+01,1.626740045e+00,2.284808841e+01,4.027616143e+00,7.471233903e+01,7.914954703e+01,4.612512702e+01,6.480033046e+01,2.497095783e+01,9.843971503e+01,8.731908312e+01,6.388944250e+01,2.469837846e+00,8.190203003e+01,2.359533144e+00,6.490403607e+01,8.903169302e+00,5.881500431e+01,4.670528700e+01,6.389740611e+01,2.891031924e+00
7.514050451e+01,5.878632888e+01,6.856852978e+01,3.971247124e+01,3.848344651e+01,2.352319871e+01,4.044968640e+00,1.756695411e+01,3.240562335e+01,7.268597610e+01,2.541514279e+01,4.108232536e+01,6.472452914e+01,8.576424042e+01,5.712306681e+01,6.242356905e+01,2.920291977e+01,6.923013914e+01,8.128910994e+01,9.502849788e+01,4.091738919e+01,5.156158297e+01,4.363032392e+01,5.467671160e+00,7.950230994e+01,9.558267661e+01,3.143426006e+00,3.692261922e+01,2.682757477e+01,1.243226570e+01,1.249440055e+01,4.997914284e+01,5.429320319e+01
4.418137055e+01,7.698544565e+01,6.036970870e+00,2.798486338e+01,7.238579266e+01,3.239595084e+01,4.309780034e-01,7.401431088e+01,9.025779683e+01,1.043166179e+01,5.974129300e+01,7.559956316e+01,3.985087616e+01,6.751955756e+01,5.998569140e+01,1.458890880e+01,5.925612935e+01,2.875392399e+01,1.794634211e+01,5.011193501e+01,9.807668024e+01,4.162483907e+01,2.601904519e+01,3.589062652e+01,5.235439607e+01,8.462020581e+01,7.910572828e+00,6.966528339e+01,6.218758861e+01,5.245155740e+01,9.814576625e+00,9.786376998e+01,8.333357540e+01
2.358789345e+01,5.716155734e+01,3.428809711e+01,9.328041975e+01,9.483293880e+01,3.721451396e+01,7.507581704e+01,4.993426747e+01,6.084771157e+01,5.930814868e+01,5.879562443e+01,5.230298580e+01,5.190606656e+00,1.016829502e+01,1.408421158e+01,3.080270274e+01,8.658181240e-02,8.342198136e+01,8.616860397e+00,8.931755896e+01,8.397666013e+01,7.373231401e+01,5.401625555e+01,4.041031045e+01,4.399724399e+01,3.494626071e+01,6.418692277e+01,6.290708866e+01,3.155193410e+01,8.729330453e+01,7.492477802e+00,5.354015671e+01,6.365267671e+01
1.689340510e+01,1.925696223e+00,3.458081746e+01,9.796596256e+01,6.054489002e+01,7.446964040e+01,6.988137716e+01,1.995843583e+01,8.257398078e+01,7.381316230e+01,9.084825585e+01,9.217572101e+01,8.505362080e+01,4.762052272e+01,8.522374533e+01,7.984996325e+01,6.796989578e+01,6.832560119e+01,8.738875694e+01,2.771697265e+01,7.498952416e+01,6.756533590e+01,3.453583763e+01,2.516118735e+01,1.330624719e+01,5.009474899e+01,6.896493919e+01,3.507563753e+01,5.475618791e+01,6.238596484e+01,8.060764538e+01,9.381859218e+01,1.660788423e+01
1.712957591e+01,5.240505026e+01,1.362672988e+01,5.233667241e+01,6.358042379e+01,5.869135038e+01,4.451777645e+01,4.106579628e+01,2.277835853e+01,8.961296039e+01,1.346605962e+01,5.285425591e+00,9.874198886e+01,6.388097823e+01,5.436249432e+01,9.902989418e+01,5.435987987e+01,8.239977429e+01,3.867698138e+00,1.482710773e+01,8.786890793e+00,7.897133501e+01,8.470270273e+00,8.912881446e+00,2.831289336e+00,9.339924043e+01,3.550524611e+01,8.713450387e+01,8.373736543e+01,7.187079580e+01,8.442210676e+01,9.491668021e+01,4.944482177e+01
8.439927212e+01,6.798317427e+01,4.276483780e+01,1.485229500e+01,2.292230506e+01,7.222963040e+01,8.479824357e-01,7.216959437e+01,8.771569767e+01,4.852039671e+01,9.180626916e+01,1.480171063e+01,2.455995123e+01,1.691318893e+01,7.610140148e+01,4.016268258e+01,3.539113971e+01,8.552893680e+01,5.474627751e+01,5.282582339e+01,1.014746190e+01,8.202554923e+01,1.681706319e+01,3.154216357e+01,7.371203597e+01,4.710339648e+01,2.503325092e+01,2.200492398e+01,7.355120869e+01,9.767911106e+01,5.861194979e+01,1.992090206e+01,9.641430186e+01
5.829034944e+01,7.632825933e+01,4.095587236e+01,1.608709848e+01,1.639082124e+01,5.047659459e+01,7.474066066e+01,8.971953909e+01,9.167301995e+01,9.766565730e+01,4.957736875e+01,1.744049246e+01,7.295226831e+01,2.632720154e+01,5.079337236e+01,3.505181133e+01,9.104797693e+01,6.170551551e+01,4.399620088e+01,9.152569614e+01,8.816675355e+01,9.435674994e+01,7.690508732e+01,6.496206166e+01,6.062618282e+01,9.264575495e+01,5.042037262e+01,9.429297496e+01,8.697176325e+01,1.695063613e+00,1.018939234e+01,8.250442481e+01,8.752225329e+01
7.266682530e+00,5.401098930e+01,7.241701159e+00,4.697414713e+01,3.623134902e+01,3.933666306e+01,6.052452363e+01,2.644269052e+01,2.586908883e+01,6.678104879e+01,8.402629190e+01,2.085605333e+01,1.070075422e+01,8.430398379e+01,7.312776287e+00,9.350851996e+01,8.867099608e+01,4.163470498e+01,3.952061358e+01,6.572472095e+01,6.075585404e+01,6.722713076e+00,3.541981566e+01,2.539387028e+01,8.625763130e+01,7.608145766e+01,5.051862968e+01,1.793887450e+01,6.009089261e+01,1.810550827e+01,8.750106867e+01,8.055980807e+01,2.247105207e+01
6.258746729e+01,2.001793091e+01,7.644295819e+01,4.164446186e+01,3.665381189e+01,8.532085747e+01,4.326578409e+01,3.643983904e+01,3.602713222e+00,4.275487796e+01,8.500054409e+01,9.443058413e+01,9.934011122e+01,2.773629096e+01,1.134261866e+01,9.222179489e+01,9.994300700e+01,2.429393992e+01,6.304833724e+00,4.096329188e+01,5.493607622e+01,4.240321050e+01,4.063841231e+01,5.465759877e+01,7.450057791e+00,1.908842816e+01,3.323301969e+00,3.447887039e+01,7.136529576e+01,6.475349235e+01,1.314648110e+01,7.618844958e+01,4.484390503e+01
3.212221876e+01,7.801365092e+01,1.532604106e+01,2.317511678e+00,6.173901083e+01,1.175488489e+01,8.229531042e+01,7.430990686e+01,4.669272693e+01,1.065584660e+01,5.284415028e+01,2.030834127e+01,1.738094944e+01,5.194304073e+01,8.242103726e+01,2.021218380e-01,5.044022198e+00,6.914562111e+01,1.063284479e+01,9.251245115e+01,5.122971424e+01,3.484752681e+01,9.799959796e+01,1.268809596e+01,3.494925992e+01,2.846623338e+01,5.619360164e+01,4.820580058e+01,4.629178110e+00,5.767684939e+01,3.726379994e+01,8.965066498e+01,3.125675315e+01
9.124790206e+01,3.311251174e+01,5.359525360e+01,6.418436312e+01,3.879242284e+00,4.633076301e+01,5.016154944e+01,5.667835120e+01,7.757384085e+01,1.679850359e+01,4.584289392e+01,4.556066004e+01,4.001400926e+01,5.107468828e+00,7.944541290e+01,5.006743507e+01,6.496650980e+01,2.902577069e+00,5.935958245e+01,2.710377199e+01,5.685133702e+01,3.929391156e+01,8.323217691e+00,2.561398663e+00,7.571198979e+01,3.849206681e+01,4.941917768e+01,8.850756461e+01,1.726076865e+01,2.845565688e+01,6.292203630e+01,9.258282344e+01,3.711319460e+01
5.534784005e+01,4.105058686e+01,2.547025578e+01,4.285067164e+01,8.170166332e+01,2.919572539e+01,7.007847558e+01,9.744020724e+01,3.528501834e+01,8.011135872e+01,7.045610826e+01,6.831245274e+01,3.668749009e+01,8.819142316e+01,3.292596819e+01,1.694622318e+01,7.096265189e+01,2.860440785e+01,5.199501555e+01,9.226983351e+01,9.950330526e+01,5.754934996e+01,8.669275791e-01,7.409135852e+01,1.039733409e+01,9.102913974e+01,8.110198855e+01,1.194789694e+01,3.051382251e+01,3.867033950e+01,5.262030342e+01,1.153170701e+01,5.890180103e+01
6.867566605e+00,8.863505803e+01,2.622076890e+01,5.958164806e+01,4.139469209e+01,6.639652028e+01,1.019934353e+01,3.857095637e+01,2.144913430e+01,2.315775071e+01,3.132877264e+01,4.793656609e+01,3.113443015e+01,1.120614421e+01,2.986970047e+01,7.990609190e+01,4.360191168e+01,4.495445717e+01,1.200676653e+01,3.096357068e+01,1.942142624e+01,6.727509478e+01,3.878055490e+00,8.284285089e+01,9.625849137e+01,7.589614484e+01,2.074197271e+01,3.269395939e+01,9.256841758e+01,8.413678634e+01,1.279822812e+01,9.341677658e+01,2.066896918e+00
8.897948374e+01,9.029234232e+01,3.149634857e+01,8.979050358e+01,4.594952878e+01,4.897131413e+01,6.935600322e+01,6.285399305e+01,4.998996124e+01,6.089486869e+01,8.707536531e+01,4.182645173e+01,7.057273402e+01,6.932014078e+01,3.769090542e+01,7.955773334e+01,5.213669703e+01,8.535776918e+01,1.265698762e+01,2.165506957e+01,1.226041169e+01,2.880355409e+00,1.772866852e+01,8.800749291e+01,8.064184022e+01,5.090518079e+01,7.382199504e+01,5.818427128e+01,2.641681202e+01,2.967055017e+01,5.828180223e+00,7.953562972e+01,6.681907292e+01
2.014727190e+01,6.282336493e+01,4.144997557e+01,5.163051217e+01,7.317634377e+00,6.582580621e+01,7.827861039e+00,5.957280586e+01,7.251299328e+01,9.443198671e+01,3.009920153e+00,9.765022558e+01,6.858387501e+01,6.475519731e+00,6.403498800e+01,3.269672468e+01,1.528054147e+01,9.974413834e+01,1.725873200e+01,2.993833126e+01,4.450496482e+00,4.671022379e+01,9.563871332e+01,8.974984780e+01,3.866545918e+01,5.989575333e+01,6.054105953e+01,8.515212447e+01,4.641975795e+01,1.617481377e+01,8.042482182e+01,3.695180961e+01,5.747849815e+01
